Epiblast	http://purl.obolibrary.org/obo/UBERON_0002532
Skin	http://www.ebi.ac.uk/efo/EFO_0001907
GanglionicEminence	http://purl.obolibrary.org/obo/UBERON_0004024
Brain	
Prostate	http://purl.obolibrary.org/obo/UBERON_0002367
Ovary	http://purl.obolibrary.org/obo/UBERON_0000992
Spleen	http://purl.obolibrary.org/obo/UBERON_0002106
NotApplicable	http://purl.obolibrary.org/obo/NCIT_C48660
Heart	http://purl.obolibrary.org/obo/UBERON_0000948
Testes	http://purl.obolibrary.org/obo/UBERON_0000473
Thymus	http://purl.obolibrary.org/obo/UBERON_0002370
AdiposeTissue	http://purl.obolibrary.org/obo/UBERON_0001013
CardiacVentricle	http://purl.obolibrary.org/obo/UBERON_0002082
Dermis	http://purl.obolibrary.org/obo/UBERON_0002067
MammaryGland	http://purl.obolibrary.org/obo/UBERON_0001911
Stomach	http://purl.obolibrary.org/obo/UBERON_0000945
Hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028
Allantois	http://purl.obolibrary.org/obo/UBERON_0004340
YolkSac	http://purl.obolibrary.org/obo/UBERON_0001040
LaminaPropiaOfSmallIntestine	http://purl.obolibrary.org/obo/UBERON_0001238
Mesoderm	http://purl.obolibrary.org/obo/UBERON_0004872
Gill	http://purl.obolibrary.org/obo/UBERON_0002535
Gut	http://purl.obolibrary.org/obo/UBERON_0001007
Aorta	http://purl.obolibrary.org/obo/UBERON_0000947
Intestine	http://purl.obolibrary.org/obo/UBERON_0000160
EyeDisc	http://purl.obolibrary.org/obo/FBbt_00001768
MesentericLymphNode	http://purl.obolibrary.org/obo/UBERON_0002509
Skin	http://purl.obolibrary.org/obo/UBERON_0002097
SpinalCord	http://purl.obolibrary.org/obo/UBERON_0002240
ExtensorDigitorumLongus	http://purl.obolibrary.org/obo/UBERON_0001386
SoleusMuscle	http://purl.obolibrary.org/obo/UBERON_0001389
RespiratoryAirway	http://purl.obolibrary.org/obo/UBERON_0001005
LungBud	http://purl.obolibrary.org/obo/UBERON_0000118
EpitheliumOfTrachea	http://purl.obolibrary.org/obo/UBERON_0001901
Caecum	http://purl.obolibrary.org/obo/UBERON_0001153
RectoSigmoidJunction	http://purl.obolibrary.org/obo/UBERON_0036214
SigmoidColon	http://purl.obolibrary.org/obo/UBERON_0001159
AscendingColon	http://purl.obolibrary.org/obo/UBERON_0001156
PeritonealFluid	http://purl.obolibrary.org/obo/UBERON_0001268
Spleen	http://purl.obolibrary.org/obo/UBERON_0002106
Spleen	http://purl.obolibrary.org/obo/UBERON_0002106
Spleen	http://purl.obolibrary.org/obo/ZFA_0000436
Embryo	http://purl.obolibrary.org/obo/UBERON_0000922
Embryo	http://purl.obolibrary.org/obo/UBERON_0000922
Embryo	http://purl.obolibrary.org/obo/PO_0000045
Embryo	http://purl.obolibrary.org/obo/ZFA_0001105
Placenta	http://purl.obolibrary.org/obo/UBERON_0001987
Placenta	http://purl.obolibrary.org/obo/UBERON_0001987
Placenta	http://purl.obolibrary.org/obo/PO_0025078
Blastocyst	http://purl.obolibrary.org/obo/UBERON_0000358
Blastocyst	http://purl.obolibrary.org/obo/UBERON_0000358
Liver	http://purl.obolibrary.org/obo/UBERON_0002107
Liver	http://purl.obolibrary.org/obo/UBERON_0002107
Liver	http://purl.obolibrary.org/obo/ZFA_0000123
CortexOfKidney	http://purl.obolibrary.org/obo/UBERON_0001225
CortexOfKidney	http://purl.obolibrary.org/obo/UBERON_0001225
Colon	http://purl.obolibrary.org/obo/UBERON_0001155
Colon	http://purl.obolibrary.org/obo/UBERON_0001155
Colon	http://purl.obolibrary.org/obo/PO_0000003
Colon	http://purl.obolibrary.org/obo/ZFA_0009017
Brain	http://purl.obolibrary.org/obo/UBERON_0000955
Brain	http://purl.obolibrary.org/obo/UBERON_0000955
Brain	http://purl.obolibrary.org/obo/ZFA_0000008
Heart	http://purl.obolibrary.org/obo/UBERON_0000948
Heart	http://purl.obolibrary.org/obo/UBERON_0000948
Heart	http://purl.obolibrary.org/obo/PO_0004512
Heart	http://purl.obolibrary.org/obo/ZFA_0000114
Trachea	http://purl.obolibrary.org/obo/UBERON_0003126
Trachea	http://purl.obolibrary.org/obo/UBERON_0003126
Trachea	http://purl.obolibrary.org/obo/PO_0000290
MediastinalLymphNode	http://purl.obolibrary.org/obo/UBERON_0002524
DefinitiveEndoderm	http://purl.obolibrary.org/obo/UBERON_0005439
PeripheralBloodMononuclearCell	http://purl.obolibrary.org/obo/CL_2000001
MammaryGland	http://purl.obolibrary.org/obo/UBERON_0001911
MammaryGland	http://purl.obolibrary.org/obo/UBERON_0001911
VenousBlood	http://purl.obolibrary.org/obo/UBERON_0013756
VenousBlood	http://purl.obolibrary.org/obo/UBERON_0013756
EsophagusMucosa	http://purl.obolibrary.org/obo/UBERON_0002469
EsophagusMucosa	http://purl.obolibrary.org/obo/UBERON_0002469
Tumor	http://purl.obolibrary.org/obo/PR_000049488
RetinalNeuralLayer	http://purl.obolibrary.org/obo/UBERON_0003902
RetinalNeuralLayer	http://purl.obolibrary.org/obo/UBERON_0003902
RetinalNeuralLayer	http://purl.obolibrary.org/obo/ZFA_0000046
Decidua	http://purl.obolibrary.org/obo/UBERON_0002450
Decidua	http://purl.obolibrary.org/obo/UBERON_0002450
Kidney	http://purl.obolibrary.org/obo/UBERON_0002113
Kidney	http://purl.obolibrary.org/obo/UBERON_0002113
Kidney	http://purl.obolibrary.org/obo/ZFA_0000529
BoneTissue	http://purl.obolibrary.org/obo/UBERON_0002481
BoneTissue	http://purl.obolibrary.org/obo/UBERON_0002481
BoneTissue	http://purl.obolibrary.org/obo/ZFA_0005621
AdiposeTissue	http://purl.obolibrary.org/obo/UBERON_0001013
AdiposeTissue	http://purl.obolibrary.org/obo/UBERON_0001013
AdiposeTissue	http://purl.obolibrary.org/obo/ZFA_0005345
RenalPelvis	http://purl.obolibrary.org/obo/UBERON_0001224
RenalPelvis	http://purl.obolibrary.org/obo/UBERON_0001224
LaminaPropriaOfMucosaOfColon	http://purl.obolibrary.org/obo/UBERON_0007177
LaminaPropriaOfMucosaOfColon	http://purl.obolibrary.org/obo/UBERON_0007177
UmbilicalCordBlood	http://purl.obolibrary.org/obo/UBERON_0012168
UmbilicalCordBlood	http://purl.obolibrary.org/obo/UBERON_0012168
Esophagus	http://purl.obolibrary.org/obo/UBERON_0001043
Esophagus	http://purl.obolibrary.org/obo/UBERON_0001043
Esophagus	http://purl.obolibrary.org/obo/ZFA_0000204
CaudateLobe	http://purl.obolibrary.org/obo/UBERON_0001117
IsletOfLangerhans	http://purl.obolibrary.org/obo/UBERON_0000006
IsletOfLangerhans	http://purl.obolibrary.org/obo/UBERON_0000006
LargeIntestine	http://purl.obolibrary.org/obo/UBERON_0000059
LargeIntestine	http://purl.obolibrary.org/obo/UBERON_0000059
Muscle	http://purl.obolibrary.org/obo/UBERON_0001630
Muscle	http://purl.obolibrary.org/obo/UBERON_0001630
Cortex	http://purl.obolibrary.org/obo/UBERON_0001851
Cortex	http://purl.obolibrary.org/obo/UBERON_0001851
Cortex	http://purl.obolibrary.org/obo/PO_0005708
Lung	http://purl.obolibrary.org/obo/UBERON_0002048
Lung	http://purl.obolibrary.org/obo/UBERON_0002048
Thymus	http://purl.obolibrary.org/obo/UBERON_0002370
Thymus	http://purl.obolibrary.org/obo/UBERON_0002370
Thymus	http://purl.obolibrary.org/obo/ZFA_0001078
FoveaCentralis	http://purl.obolibrary.org/obo/UBERON_0001786
ParietalEndoderm	http://purl.obolibrary.org/obo/UBERON_0008800
LowerLobeOfLeftLung	http://purl.obolibrary.org/obo/UBERON_0008953
Diaphragm	http://purl.obolibrary.org/obo/UBERON_0001103
ImmuneSystem	http://purl.obolibrary.org/obo/UBERON_0002405
ImmuneSystem	http://purl.obolibrary.org/obo/UBERON_0002405
ImmuneSystem	http://purl.obolibrary.org/obo/ZFA_0001159
Epidermis	http://purl.obolibrary.org/obo/UBERON_0001003
Epidermis	http://purl.obolibrary.org/obo/UBERON_0001003
VisceralEndoderm	http://purl.obolibrary.org/obo/UBERON_0004877
VisceralEndoderm	http://purl.obolibrary.org/obo/UBERON_0004877
LowerLobeOfRightLung	http://purl.obolibrary.org/obo/UBERON_0002171
RenalMedulla	http://purl.obolibrary.org/obo/UBERON_0000362
RenalMedulla	http://purl.obolibrary.org/obo/UBERON_0000362
RenalMedulla	http://purl.obolibrary.org/obo/ZFA_0009167
Tongue	http://purl.obolibrary.org/obo/UBERON_0001723
Tongue	http://purl.obolibrary.org/obo/UBERON_0001723
Tongue	http://purl.obolibrary.org/obo/ZFA_0005333
BoneMarrow	http://purl.obolibrary.org/obo/UBERON_0002371
BoneMarrow	http://purl.obolibrary.org/obo/UBERON_0002371
BoneMarrow	http://purl.obolibrary.org/obo/ZFA_0009021
Blood	http://purl.obolibrary.org/obo/UBERON_0000178
Blood	http://purl.obolibrary.org/obo/UBERON_0000178
Blood	http://purl.obolibrary.org/obo/ZFA_0000007
Skin	http://purl.obolibrary.org/obo/UBERON_0002097
Skin	http://purl.obolibrary.org/obo/UBERON_0002097
LungParenchyma	http://purl.obolibrary.org/obo/UBERON_0008946
LungParenchyma	http://purl.obolibrary.org/obo/UBERON_0008946
LymphNode	http://purl.obolibrary.org/obo/UBERON_0000029
LymphNode	http://purl.obolibrary.org/obo/UBERON_0000029
Ureter	http://purl.obolibrary.org/obo/UBERON_0000056
Ureter	http://purl.obolibrary.org/obo/UBERON_0000056
Endoderm	http://purl.obolibrary.org/obo/UBERON_0000925
Endoderm	http://purl.obolibrary.org/obo/UBERON_0000925
Endoderm	http://purl.obolibrary.org/obo/PO_0000252
Endoderm	http://purl.obolibrary.org/obo/ZFA_0000017
Retina	http://purl.obolibrary.org/obo/UBERON_0000966
Retina	http://purl.obolibrary.org/obo/UBERON_0000966
Retina	http://purl.obolibrary.org/obo/ZFA_0000152
Pancreas	http://purl.obolibrary.org/obo/UBERON_0001264
Pancreas	http://purl.obolibrary.org/obo/UBERON_0001264
Pancreas	http://purl.obolibrary.org/obo/ZFA_0000140
LeftLateralBasalBronchopulmonarySegment	http://purl.obolibrary.org/obo/FMA_7379
Eye	http://purl.obolibrary.org/obo/UBERON_0000970
Eye	http://purl.obolibrary.org/obo/UBERON_0000970
Eye	http://purl.obolibrary.org/obo/PO_0025042
Eye	http://purl.obolibrary.org/obo/ZFA_0000107
HematopoieticSystem	http://purl.obolibrary.org/obo/UBERON_0002390
HematopoieticSystem	http://purl.obolibrary.org/obo/UBERON_0002390
HematopoieticSystem	http://purl.obolibrary.org/obo/ZFA_0005023
presumptiveGut	http://purl.obolibrary.org/obo/UBERON_0007026
presumptiveGut	http://purl.obolibrary.org/obo/UBERON_0007026
YolkSacEndoderm	http://purl.obolibrary.org/obo/UBERON_0003257
YolkSacEndoderm	http://purl.obolibrary.org/obo/UBERON_0003257
Bladder	http://purl.obolibrary.org/obo/UBERON_0018707
Bladder	http://purl.obolibrary.org/obo/UBERON_0018707
