EpithelialCell	http://purl.obolibrary.org/obo/CL_0000066
NotApplicable	http://purl.obolibrary.org/obo/NCIT_C48660
Protoplast	http://purl.obolibrary.org/obo/CL_0000371
Hemocyte	http://purl.obolibrary.org/obo/CL_0000387
BoneMarrowCell	http://purl.obolibrary.org/obo/CL_0002092
StemCell	http://purl.obolibrary.org/obo/CL_0000034
MyoepithelialCellOfMammaryGland	http://purl.obolibrary.org/obo/CL_0002324
LuminalEpithelialCellOfMammaryGland	http://purl.obolibrary.org/obo/CL_0002326
Protoplast	http://purl.obolibrary.org/obo/PO_0000006
Neuron	http://purl.obolibrary.org/obo/CL_0000540
OlfatoryProjectionNeuron	http://purl.obolibrary.org/obo/FBbt_00007422
OlfatoryProjectionNeuron	http://purl.obolibrary.org/obo/CL_0000127
Astrocyte	http://purl.obolibrary.org/obo/CL_0000127
LongTermHematopoieticStemCell	http://purl.obolibrary.org/obo/CL_0002034
HematopoieticMultipotentProgenitorCell	http://purl.obolibrary.org/obo/CL_0000837
HematopoieticStemCell	http://purl.obolibrary.org/obo/CL_0002033
GranulocyteMonocyteProgenitorCell	http://purl.obolibrary.org/obo/CL_0000557
EarlyLymphoidProgenitor	http://purl.obolibrary.org/obo/CL_0000936
HematopoieticStemCell	http://purl.obolibrary.org/obo/CL_0000037
Thrombocyte	http://purl.obolibrary.org/obo/XAO_0005266
ThymicTcell	http://purl.obolibrary.org/obo/CL_0002419
MatureTcell	http://purl.obolibrary.org/obo/CL_0000037
Neutrophil	http://purl.obolibrary.org/obo/XAO_0005196
MyeloidCell	http://purl.obolibrary.org/obo/CL_0000763
Spheroplast	http://purl.obolibrary.org/obo/CL_0000524
MicroglialCell	http://purl.obolibrary.org/obo/CL_0000129
BasophilMastProgenitorCell	http://purl.obolibrary.org/obo/CL_0002028
NeuralCrestCell	http://purl.obolibrary.org/obo/CL_0000333
EmbryonicStemCell	http://purl.obolibrary.org/obo/CL_0002322
PlasmaCell	http://purl.obolibrary.org/obo/CL_0000786
CD4+HelperTcell	http://purl.obolibrary.org/obo/CL_0000492
MesenchymalStemCellOfTheBoneMarrow	http://purl.obolibrary.org/obo/CL_0002540
IntestinalEpithelialCell	http://purl.obolibrary.org/obo/CL_0002563
Hepatocyte	http://purl.obolibrary.org/obo/CL_0000182
Neuronal	http://purl.obolibrary.org/obo/GO_0008030
Glial	http://purl.obolibrary.org/obo/GO_0003398
Leukocyte	http://purl.obolibrary.org/obo/CL_0000738
Keratinocyte	http://purl.obolibrary.org/obo/CL_0000312
PeripheralBloodMononuclearCell	http://purl.obolibrary.org/obo/CL_2000001
Oocyte	http://purl.obolibrary.org/obo/CL_0000023
Zygote	http://purl.obolibrary.org/obo/CL_0000365
TotipotentStemCell	http://purl.obolibrary.org/obo/CL_0000052
Morula	http://purl.obolibrary.org/obo/CL_0000360
BlastodermCell	http://purl.obolibrary.org/obo/CL_0000353
Group1InnateLymphoidCell	http://purl.obolibrary.org/obo/CL_0001067
NaturalKillerCell	http://purl.obolibrary.org/obo/CL_0000623
Group2InnateLymphoidCell	http://purl.obolibrary.org/obo/CL_0001069
Group3InnateLymphoidCell	http://purl.obolibrary.org/obo/CL_0001071
InducedPluripotentStemCell	http://www.ebi.ac.uk/efo/EFO_0004905
MononuclearCellOfBoneMarrow	http://purl.obolibrary.org/obo/CL_0010004
Megakaryocyte-ErythroidProgenitorCell	http://purl.obolibrary.org/obo/CL_0000050
CommonMyeloidProgenitor	http://purl.obolibrary.org/obo/CL_0000049
IsletOfLangerhans	http://purl.obolibrary.org/obo/UBERON_0000006
PreConventionalDendriticCell	http://purl.obolibrary.org/obo/CL_0002010
ConventionalDendriticCell	http://purl.obolibrary.org/obo/CL_0000451
EmbryonicCell	http://purl.obolibrary.org/obo/CL_0002321
Epiblast	http://purl.obolibrary.org/obo/CL_0000352
RetinalCell	http://purl.obolibrary.org/obo/CL_0009004
CD8+AlphaBetaTcell	http://purl.obolibrary.org/obo/OMIT_0018620
NaiveThymusDerivedCD4+AlphaBetaTcell	http://purl.obolibrary.org/obo/CL_0000895
EffectorMemoryCD4+AlphaBetaTCell	http://purl.obolibrary.org/obo/CL_0000905
BloodCell	http://purl.obolibrary.org/obo/CL_0000081
NeuralCrestDerivedCell	http://purl.obolibrary.org/obo/MP_0013002
