gen_name,hematopoietic stem cell,hematopoietic stem cell and thrombocyte,marrow-derived B cell,mature T cell,neutrophil and myeloid cell,thymic T cell
ENSDARG00000001754,88.8079394217531,86.7370353373107,0.0,63.41211564938045,22.148921523634694,81.16681964203764
ENSDARG00000001760,63.55553005966039,23.600275355667737,48.97888939880679,79.65236346948141,49.35176686553465,47.80289123451124
ENSDARG00000001767,53.80335016062414,61.55346489215236,48.20445158329509,85.89949518127582,79.80725103258376,64.20376319412574
ENSDARG00000001769,35.698715006883894,13.417852225791648,0.0,0.0,56.81505277650298,0.0
ENSDARG00000001776,0.0,25.837540156034876,0.0,55.811151904543365,41.56149609912804,0.0
ENSDARG00000001777,81.39628269848555,77.53556677374944,82.18219366681964,0.0,62.95318953648462,74.55828361633777
ENSDARG00000001781,0.0,15.190454336851767,61.55346489215236,33.782698485543825,41.08536025699862,30.076870123910048
ENSDARG00000001782,96.38595686094538,76.86438733363929,60.365993575034416,82.97384121156493,87.31069297843047,92.25562184488297
ENSDARG00000001785,28.918081688848098,13.165442863698946,0.0,50.522028453419,33.977742083524554,0.0
ENSDARG00000001788,98.27902707664066,98.29050022946305,96.55805415328132,96.79325378614043,96.44332262505738,97.33822854520422
ENSDARG00000001803,31.5110142267095,0.0,81.12092703074805,0.0,0.0,83.73680587425424
ENSDARG00000001804,18.104635153740247,18.781551170261586,57.021569527306106,45.54268012849931,28.82629646626893,56.59132629646627
ENSDARG00000001807,51.21041762276274,83.41555759522717,94.22900413033501,28.84350619550252,26.457090408444238,39.38159706287288
ENSDARG00000001817,0.0,0.0,0.0,67.7432308398348,0.0,0.0
ENSDARG00000001825,0.0,28.269848554382744,85.81344653510786,0.0,0.0,0.0
ENSDARG00000001829,74.79348324919688,87.27627351996328,81.80357962368059,43.11037173015145,77.94286369894446,84.01216154199173
ENSDARG00000001835,36.77145479577788,27.380679210647084,43.91922900413034,61.27237264800367,44.55025240936209,63.11955025240936
ENSDARG00000001857,84.75791647544744,79.83019733822854,94.5387792565397,81.32170720513997,88.8079394217531,63.93414410279945
ENSDARG00000001870,35.71592473611748,31.32170720513997,50.65970628728774,95.71477742083525,47.3783845800826,54.36553464892152
ENSDARG00000001873,19.89444699403396,14.416016521340064,34.3793024323084,0.0,26.956172556218448,33.49013308857274
ENSDARG00000001879,14.880679210647084,51.07273978889398,0.0,0.0,40.92473611748508,0.0
ENSDARG00000001880,80.32354290959157,72.46443322625056,50.09178522257917,90.54038549793482,68.01858650757228,94.7911886186324
ENSDARG00000001888,65.74690224873795,37.930243230839835,92.22693896282699,0.0,0.0,0.0
ENSDARG00000001889,22.814364387333637,27.432308398347864,25.18930702156953,0.0,0.0,0.0
ENSDARG00000001890,93.31688848095456,75.55644791188618,75.47039926571823,87.15580541532813,70.15832950894905,33.67944011014227
ENSDARG00000001897,61.26089949518128,86.30105553005966,30.80541532813217,63.49816429554842,90.6264341441028,31.000458926112895
ENSDARG00000001898,68.10463515374025,71.76457090408445,32.228086278109224,35.6815052776503,75.51055530059661,72.96351537402478
ENSDARG00000001906,11.358421294171638,49.54681046351537,25.10325837540156,30.44974759063791,22.89467645709041,0.0
ENSDARG00000001910,77.42657182193666,68.54635153740249,0.0,89.54795777879761,0.0,37.95318953648463
ENSDARG00000001912,22.911886186324,7.704222120238642,41.022257916475446,45.80656264341441,30.495640201927486,39.52501147315282
ENSDARG00000001913,39.16360715924736,33.272143184947225,54.19917393299679,60.77902707664066,37.87861404313905,59.51124368976595
ENSDARG00000001929,52.8797613584213,0.0,72.56769160165213,91.26893070215695,0.0,0.0
ENSDARG00000001930,44.63056447911886,47.9233593391464,49.162459843965124,65.24208352455256,71.28843506195503,52.03648462597522
ENSDARG00000001933,60.00458926112896,55.57595227168426,67.29577787976136,51.692290041303345,70.67462138595685,66.86553464892152
ENSDARG00000001937,49.60417622762735,42.737494263423585,61.39857732905002,69.56746213859569,64.46190913262964,55.753786140431394
ENSDARG00000001939,84.28178063331804,63.65878843506195,0.0,0.0,0.0,52.845341899954114
ENSDARG00000001940,87.02386415787058,89.89788893988067,34.9013308857274,89.20949977053695,83.0598898577329,75.46466268930702
ENSDARG00000001950,64.75447452960074,71.82193666819641,83.36966498393758,77.38641578705828,95.3074804956402,0.0
ENSDARG00000001953,15.150298301973383,24.913951353832033,0.0,52.45525470399266,34.580082606700316,0.0
ENSDARG00000001968,36.7140890316659,80.06539697108765,0.0,0.0,67.94401101422672,0.0
ENSDARG00000001969,38.2744378155117,33.57618173474071,25.223726480036714,39.329967875172095,67.89238182652593,39.67416245984396
ENSDARG00000001971,19.47567691601652,8.604864616796695,36.00849013308857,32.451812758145934,36.54772831574117,29.457319871500687
ENSDARG00000001993,15.075722808627813,12.282010096374483,0.0,0.0,32.30839834786599,0.0
ENSDARG00000001999,23.479807251032582,19.7969251950436,45.875401560348784,44.73955943093162,39.37012391005048,29.812987608994952
ENSDARG00000002002,0.0,57.18219366681965,0.0,0.0,46.25401560348784,0.0
ENSDARG00000002006,47.808627810922445,53.60830656264341,24.053464892152363,62.05254703992657,63.40637907296925,64.96672785681506
ENSDARG00000002013,31.315970628728774,14.484855438274439,52.49541073887104,40.26502983019734,24.759063790729694,0.0
ENSDARG00000002016,91.88274437815511,80.00229463056448,65.55185865075724,80.33501606241396,0.0,81.2758145938504
ENSDARG00000002020,77.04795777879761,59.05231757687013,73.81826525929326,52.46099128040386,35.71592473611748,0.0
ENSDARG00000002021,75.30977512620468,90.19619091326297,0.0,80.41532813217071,97.10302891234511,84.43093162000918
ENSDARG00000002026,18.460302891234512,40.00114731528224,0.0,0.0,0.0,0.0
ENSDARG00000002031,75.48187241854062,73.33065626434144,0.0,0.0,0.0,90.32813217072051
ENSDARG00000002037,21.030289123451123,15.006883891693438,34.24162459843965,30.18012849931161,30.10555300596604,0.0
ENSDARG00000002060,58.386874713171174,38.99150986691143,51.531665901789815,67.61702615878843,73.25034419458467,57.07319871500688
ENSDARG00000002077,49.00757228086278,59.00068838916934,66.57870582836163,0.0,62.190224873795316,0.0
ENSDARG00000002082,97.32675539238183,89.00871959614503,97.61932078935291,48.62322166131253,90.17324460761817,94.92312987608994
ENSDARG00000002097,47.23497016980266,39.41027994492887,62.15580541532814,52.15695273061037,61.52478201009638,59.48256080770996
ENSDARG00000002127,84.95869664983937,78.6714089031666,78.46489215236348,65.71248279027077,49.94837081229922,76.21615419917393
ENSDARG00000002128,78.6312528682882,64.61106011932078,61.318265259293256,0.0,57.17645709040844,61.01422670949977
ENSDARG00000002131,89.38733363928407,94.5158329508949,97.74552547039926,97.6250573657641,91.60165213400643,97.1374483708123
ENSDARG00000002165,91.82537861404315,94.62482790270766,91.704910509408,94.66498393758604,94.78545204222121,96.28269848554383
ENSDARG00000002167,36.75998164295549,41.31482331344654,68.26525929325379,0.0,42.51950435979807,63.022028453419
ENSDARG00000002168,74.11083065626434,77.55851307939422,77.48967416245985,72.49885268471776,57.784534189995405,77.46099128040386
ENSDARG00000002172,0.0,44.61909132629647,64.51927489674163,71.42037631941257,0.0,0.0
ENSDARG00000002174,74.7533272143185,67.14662689307022,60.88228545204222,42.94974759063791,0.0,53.24116567232675
ENSDARG00000002184,74.7246443322625,76.2735199632859,0.0,84.61450206516751,0.0,73.92152363469482
ENSDARG00000002190,82.73290500229463,78.52225791647544,81.06356126663607,73.28476365305185,88.65878843506195,89.31849472234971
ENSDARG00000002194,90.20766406608536,61.42152363469482,44.7911886186324,0.0,0.0,0.0
ENSDARG00000002196,40.50022946305645,68.04153281321707,48.319183111519045,40.293712712253324,78.60256998623221,47.94630564479119
ENSDARG00000002213,73.11840293712713,51.8070215695273,74.63859568609455,0.0,76.95617255621845,0.0
ENSDARG00000002215,77.5871959614502,82.61817347407067,91.26319412574576,53.73451124368977,86.54199173932997,51.39972464433227
ENSDARG00000002216,13.446535107847637,22.177604405690683,29.881826525929327,38.03923818265259,38.63584212941716,0.0
ENSDARG00000002217,72.82583754015603,44.55598898577329,66.36071592473611,69.83708122992198,68.06447911886187,67.06057824690225
ENSDARG00000002219,12.568838916934375,12.207434603028911,0.0,0.0,0.0,42.21546581000459
ENSDARG00000002220,44.91165672326755,40.75263882514915,0.0,0.0,64.62253327214319,0.0
ENSDARG00000002230,28.487838458008262,25.648233134465354,31.390546122074348,42.36461679669573,31.35039008719596,35.26847177604406
ENSDARG00000002235,0.0,0.0,0.0,33.094309316200096,36.23221661312528,29.979348324919684
ENSDARG00000002240,95.38205598898577,92.53671408903166,88.65305185865076,91.03946764570904,85.65282239559431,85.9511243689766
ENSDARG00000002249,59.51698026617714,66.60738871041762,77.44951812758146,92.14089031665902,90.04703992657183,60.279944928866456
ENSDARG00000002264,64.13492427719137,44.19458467186783,55.87999082147774,43.97085819183111,54.14180816888481,58.39834786599357
ENSDARG00000002267,63.503900871959615,73.85268471776044,68.2193666819642,90.30518586507571,63.33180357962368,52.070904084442404
ENSDARG00000002271,87.45984396512162,78.48783845800827,68.07595227168426,83.42129417163837,79.41142726021111,84.03510784763652
ENSDARG00000002285,33.40408444240477,68.87333639284076,0.0,0.0,43.05300596603947,87.12712253327214
ENSDARG00000002293,35.09637448370812,24.053464892152363,55.598898577329045,52.300367140890316,19.900183570445158,0.0
ENSDARG00000002298,0.0,58.386874713171174,0.0,0.0,84.06952730610372,0.0
ENSDARG00000002300,54.164754474529595,46.63836622303809,61.4616796695732,70.66888480954566,61.48462597521799,69.84855438274438
ENSDARG00000002304,79.50321248279027,69.67645709040843,77.92565396971088,0.0,47.78568150527765,60.096374483708125
ENSDARG00000002305,87.55736576411198,88.15396971087654,26.33088572739789,89.08329508949059,91.89421753097751,55.7193666819642
ENSDARG00000002332,0.0,83.53028912345113,30.27765029830197,55.70215695273061,23.33065626434144,0.0
ENSDARG00000002333,25.98669114272602,28.866452501147315,0.0,0.0,70.58283616337769,0.0
ENSDARG00000002339,66.79095915557596,59.3793024323084,82.37723726480036,0.0,0.0,71.51216154199173
ENSDARG00000002344,99.63859568609455,99.46649839375861,98.37081229921982,98.60027535566773,99.78774667278569,97.57342817806334
ENSDARG00000002353,56.034878384580075,26.089949518127582,51.22189077558513,93.12184488297383,55.08260670032124,92.1810463515374
ENSDARG00000002355,35.308627810922445,0.0,0.0,35.55530059660394,0.0,0.0
ENSDARG00000002362,41.263194125745756,68.5004589261129,85.43483249196879,0.0,83.40408444240477,77.20284534189994
ENSDARG00000002365,74.88526847177604,69.03396053235429,90.68379990821478,0.0,74.94837081229923,0.0
ENSDARG00000002369,95.39926571821937,95.34763653051859,97.50458926112896,98.39949518127582,97.27512620468104,98.90431390546122
ENSDARG00000002377,41.154199173933,0.0,0.0,31.734740706746212,53.30426801284993,0.0
ENSDARG00000002385,56.39054612207435,76.5775585130794,43.89054612207435,92.27856815052776,74.7246443322625,94.45273061037173
ENSDARG00000002396,62.614731528223956,81.41349242771913,90.50596603946765,93.4775126204681,52.85107847636531,95.18701239100504
ENSDARG00000002401,60.819183111519045,75.30403854979349,76.33088572739788,30.66200091785223,64.00871959614503,54.440110142267095
ENSDARG00000002402,62.70078017439192,73.57732905002294,0.0,72.25791647544744,0.0,56.61427260211106
ENSDARG00000002403,88.80220284534191,89.8462597521799,89.61106011932078,0.0,56.476594768242315,54.095915557595234
ENSDARG00000002405,74.00183570445158,56.92978430472694,75.48760899495181,36.36989444699403,79.06723267553923,58.61060119320789
ENSDARG00000002411,29.474529600734282,56.92404772831574,0.0,0.0,94.2921064708582,0.0
ENSDARG00000002467,56.02914180816888,58.449977053694354,73.4396512161542,0.0,0.0,0.0
ENSDARG00000002479,56.189765947682424,72.50458926112896,65.50596603946765,0.0,19.900183570445158,0.0
ENSDARG00000002487,82.87631941257457,84.22441486920606,95.34763653051859,0.0,61.375631023405234,27.983019733822857
