gen_name,dormant hematopoietic stem cell,hematopoietic stem cell
ENSMUSG00000001985,44.85631376954039,40.906112515211085
ENSMUSG00000001986,91.32266217354676,64.21885238228961
ENSMUSG00000001995,26.743424131798182,32.70148834597023
ENSMUSG00000001998,59.57596180848076,61.41065243845362
ENSMUSG00000001999,73.55611719554432,72.29242722081813
ENSMUSG00000002006,4.975194233829449,21.810352897126275
ENSMUSG00000002010,90.4333988579987,90.31639052700552
ENSMUSG00000002012,67.13938032387907,67.21426565571468
ENSMUSG00000002014,89.74538987175887,92.61911448095105
ENSMUSG00000002015,94.91247776841712,97.22456238884209
ENSMUSG00000002017,64.6728447065431,60.53543012262473
ENSMUSG00000002020,27.70289244594215,26.88851446222971
ENSMUSG00000002028,97.42581671815034,96.73312739867079
ENSMUSG00000002031,77.37526911916129,72.75578021155106
ENSMUSG00000002032,49.89703266872601,25.592062154825424
ENSMUSG00000002033,30.066460732004117,28.227089768791537
ENSMUSG00000002043,53.95956192080876,59.32322381353552
ENSMUSG00000002052,91.31798184030703,80.6234203875316
ENSMUSG00000002055,50.706730319198726,62.14546475709071
ENSMUSG00000002057,15.037910699241785,10.76008611813161
ENSMUSG00000002058,38.462978564073765,57.24983618833661
ENSMUSG00000002059,49.58813067490405,46.414864738369374
ENSMUSG00000002064,94.18234578301976,86.37086960591594
ENSMUSG00000002068,37.63455958064214,52.344846953103065
ENSMUSG00000002076,40.80782551717682,38.11663390433399
ENSMUSG00000002083,35.598614621361044,42.08087615838247
ENSMUSG00000002100,14.448188711036225,12.407563418515398
ENSMUSG00000002102,88.8046428905738,86.2398202752036
ENSMUSG00000002103,88.77656089113545,84.48001497706636
ENSMUSG00000002104,43.30244313395114,22.231582888701677
ENSMUSG00000002105,71.18786857624264,65.80548535055696
ENSMUSG00000002107,98.63334269399982,98.57249836188336
ENSMUSG00000002108,37.40054291865581,44.12618178414303
ENSMUSG00000002109,82.05092202564822,78.15220443695591
ENSMUSG00000002111,68.40775063184499,63.44659739773471
ENSMUSG00000002129,77.89010577553121,85.33183562669662
ENSMUSG00000002147,81.24590470841524,90.821866516896
ENSMUSG00000002204,85.67818028643639,88.16811756997099
ENSMUSG00000002205,71.22999157540016,79.62650940746981
ENSMUSG00000002210,69.98034260039316,66.4092483384817
ENSMUSG00000002221,67.22830665543387,77.11317045773659
ENSMUSG00000002222,73.0600018721333,89.49265187681364
ENSMUSG00000002227,47.86108770944491,60.41842179163156
ENSMUSG00000002233,37.85453524290929,24.595151174763643
ENSMUSG00000002249,44.68314143967051,39.75475053823832
ENSMUSG00000002250,55.91126088177478,51.39941963867828
ENSMUSG00000002257,76.20050547598989,74.31901151361977
ENSMUSG00000002265,56.06571187868576,30.03369839932603
ENSMUSG00000002266,42.511466816437334,45.44603575774595
ENSMUSG00000002274,18.950669287653284,21.478049237105683
ENSMUSG00000002279,65.74932135168024,54.28250491434991
ENSMUSG00000002280,62.01909575961808,71.31891790695497
ENSMUSG00000002289,52.60226528128803,56.94561452775437
ENSMUSG00000002297,71.95544322755781,76.06009547879809
ENSMUSG00000002307,74.70747917251708,53.140503603856594
ENSMUSG00000002308,52.94392960778808,54.78330057100066
ENSMUSG00000002319,67.27979032107086,70.17691659646167
ENSMUSG00000002320,73.5701581952635,84.91996630160067
ENSMUSG00000002324,64.24693438172798,79.19123841617524
ENSMUSG00000002325,87.81709257699148,80.12730506412056
ENSMUSG00000002326,77.11785079097632,82.83721800992231
ENSMUSG00000002329,81.5548067022372,79.48141907703828
ENSMUSG00000002332,66.32500234016662,70.6543105869138
ENSMUSG00000002341,48.946925021061496,39.48329121033417
ENSMUSG00000002342,67.45764298418048,66.33904333988579
ENSMUSG00000002343,47.78152204436956,43.36328746606758
ENSMUSG00000002345,72.44687821772911,64.0222783862211
ENSMUSG00000002346,59.337264813254706,53.98296358700739
ENSMUSG00000002365,56.14527754376112,63.20322006926893
ENSMUSG00000002372,66.82111766357764,64.78985303753628
ENSMUSG00000002379,79.56566507535337,82.02284002620986
ENSMUSG00000002384,40.0308901993822,24.281568847701955
ENSMUSG00000002393,39.324159880183466,40.74230085182065
ENSMUSG00000002395,87.93410090798464,85.82795095010765
ENSMUSG00000002396,43.05906580548535,58.01741083965178
ENSMUSG00000002409,13.432556398015539,25.461012824113077
ENSMUSG00000002413,96.92034072825986,95.46943742394458
ENSMUSG00000002416,89.63306187400542,81.52672470279883
ENSMUSG00000002428,92.60039314799214,91.68304783300572
ENSMUSG00000002455,88.6969952260601,79.07423008518207
ENSMUSG00000002458,84.33024431339511,93.96237012075261
ENSMUSG00000002459,44.42104277824581,50.585041654965835
ENSMUSG00000002475,44.584854441636246,35.15866329682674
ENSMUSG00000002477,95.01076476645137,97.36497238603388
ENSMUSG00000002486,66.26415800805017,72.15669755686605
ENSMUSG00000002489,51.08583731161659,66.94748666105028
ENSMUSG00000002496,80.01029673312739,76.24262847514743
ENSMUSG00000002504,23.303379200599082,45.14649443040344
ENSMUSG00000002524,82.5376766825798,88.56126556210803
ENSMUSG00000002546,58.16718150332304,80.56257605541515
ENSMUSG00000002550,64.64944304034447,65.87569034915286
ENSMUSG00000002565,33.61883366095666,26.687260132921466
ENSMUSG00000002578,55.02199756622671,45.59580642141721
ENSMUSG00000002580,74.89937283534587,69.24084994851634
ENSMUSG00000002602,56.05635121220631,46.94374239445849
ENSMUSG00000002603,53.196667602733314,50.285500327623325
ENSMUSG00000002608,77.13657212393522,65.30000936066648
ENSMUSG00000002617,93.61602546101282,81.1148553777029
ENSMUSG00000002625,82.79509501076477,79.88860806889451
ENSMUSG00000002633,15.889731348872042,11.508939436487879
ENSMUSG00000002635,50.73481231863709,55.1249648975007
ENSMUSG00000002658,65.69315735280352,75.46101282411307
ENSMUSG00000002660,74.91809416830478,79.66395207338762
ENSMUSG00000002661,50.98755031358233,47.34625105307498
ENSMUSG00000002668,82.13048769072357,81.30674904053168
ENSMUSG00000002679,73.47655153046897,74.06627351867454
ENSMUSG00000002688,35.551811288963776,38.98717588692315
ENSMUSG00000002699,93.3820087990265,94.07001778526632
ENSMUSG00000002718,90.64401385378639,95.39923242534869
ENSMUSG00000002728,86.40363193859403,92.11831882430029
ENSMUSG00000002731,81.14761771038098,76.96339979406534
ENSMUSG00000002732,71.87119722924272,60.095478798090426
ENSMUSG00000002733,90.56444818871103,91.37882617242347
ENSMUSG00000002741,65.45446035757746,75.74651315173641
ENSMUSG00000002748,80.47364972386035,90.19938219601235
ENSMUSG00000002763,51.92829729476739,70.67771225311242
ENSMUSG00000002767,71.97416456051671,67.71974164560517
ENSMUSG00000002768,83.65159599363474,87.83581390995039
ENSMUSG00000002771,28.98062342038753,33.71244032575119
ENSMUSG00000002778,71.07086024524946,62.73518674529627
ENSMUSG00000002781,59.281100814377986,52.21847795563044
ENSMUSG00000002791,32.898062342038756,34.10090798464851
ENSMUSG00000002797,56.05167087896659,57.198352522699615
ENSMUSG00000002799,33.56734999531967,38.40213423195731
ENSMUSG00000002803,49.0873350182533,47.65047271365721
ENSMUSG00000002804,74.45942151081158,73.52803519610596
ENSMUSG00000002808,48.825236356828604,47.11223439108865
ENSMUSG00000002812,76.81830946363381,75.94308714780492
ENSMUSG00000002814,52.54142094917158,60.451184124309655
ENSMUSG00000002820,67.67761864644763,54.619488907610226
ENSMUSG00000002825,61.94889076102218,66.3905270055228
ENSMUSG00000002831,0.0,8.52756716278199
ENSMUSG00000002833,63.51680239633062,57.774033511186
ENSMUSG00000002835,29.312927080408123,72.68557521295517
ENSMUSG00000002844,80.8527567162782,70.2518019282973
ENSMUSG00000002845,61.67275109987831,56.14527754376112
ENSMUSG00000002846,71.31423757371525,67.4623233174202
ENSMUSG00000002847,44.318075446971825,15.861649349433678
ENSMUSG00000002870,50.215295329027434,85.3458766264158
ENSMUSG00000002871,73.96330618740055,79.97753440044931
ENSMUSG00000002881,92.2072451558551,92.68463914630722
ENSMUSG00000002885,73.78077319105121,61.39661143873444
ENSMUSG00000002897,61.82252176354957,77.50631844987363
ENSMUSG00000002900,38.57998689506693,21.169147243283724
ENSMUSG00000002908,47.32284938687635,7.722549845549002
ENSMUSG00000002910,7.394926518768136,41.43967050453992
ENSMUSG00000002930,20.37349059253019,23.82289619020874
ENSMUSG00000002944,6.402695871946082,43.391369465505946
ENSMUSG00000002948,65.66039502012543,62.88495740896752
ENSMUSG00000002949,85.26163062810072,84.52681830946364
ENSMUSG00000002957,83.34737433305251,89.23523354862867
ENSMUSG00000002963,45.286904427595246,58.1952635027614
ENSMUSG00000002968,60.3903397921932,63.85846672283066
ENSMUSG00000002980,45.567724421978845,47.238603388561266
ENSMUSG00000002981,61.59786576804268,50.828418983431625
ENSMUSG00000002983,62.18758775624824,39.4879715435739
ENSMUSG00000002984,45.28222409435551,52.078067958438645
ENSMUSG00000002985,82.78105401104558,95.52092108958158
ENSMUSG00000002996,98.02957970607508,94.32275578021155
ENSMUSG00000002997,92.40381915192361,93.63006646073201
ENSMUSG00000003031,89.9419638678274,93.28840213423196
ENSMUSG00000003032,73.35018253299634,54.06720958532247
ENSMUSG00000003033,91.55199850229336,81.94327436113451
ENSMUSG00000003037,86.89974726200505,83.82476832350463
ENSMUSG00000003038,98.8767200224656,99.400917345315
ENSMUSG00000003039,88.67359355986146,93.52709912945801
ENSMUSG00000003053,24.974258167181503,15.735280351961059
ENSMUSG00000003062,66.59646166807077,72.6574932135168
ENSMUSG00000003068,66.45137133763924,75.77927548441448
ENSMUSG00000003072,84.41917064494993,90.92483384817
ENSMUSG00000003099,67.7244219788449,70.96321258073574
ENSMUSG00000003119,86.87634559580643,88.1353552372929
ENSMUSG00000003123,61.49489843676869,61.101750444631655
ENSMUSG00000003131,96.50847140316391,95.0669287653281
ENSMUSG00000003134,71.80567256388655,81.75138069830572
ENSMUSG00000003135,62.505850416549656,54.36675091266498
ENSMUSG00000003153,85.87943461574464,85.13058129738837
ENSMUSG00000003154,67.64017598052982,67.54656931573528
ENSMUSG00000003161,94.89843676869793,94.05129645230741
ENSMUSG00000003166,88.6267902274642,86.99335392679959
ENSMUSG00000003184,70.03182626603014,65.34213235982402
ENSMUSG00000003190,58.74286249180942,58.593091828138164
ENSMUSG00000003198,72.49836188336609,70.10671159786577
ENSMUSG00000003199,53.103060937938785,40.01216886642329
ENSMUSG00000003200,86.12749227745016,83.9604979874567
ENSMUSG00000003206,83.25376766825798,72.2362632219414
ENSMUSG00000003208,46.63952073387625,58.24674716839839
ENSMUSG00000003226,98.20743236918469,96.81269306374614
ENSMUSG00000003227,73.6216418609005,61.682111766357764
ENSMUSG00000003228,40.44743985771787,42.51614714967706
ENSMUSG00000003233,85.62201628755967,92.23064682205373
ENSMUSG00000003234,76.46260413741459,69.3765796124684
ENSMUSG00000003235,61.232799775344006,51.3338949733221
ENSMUSG00000003269,51.497706636712536,52.85032294299354
ENSMUSG00000003271,46.58803706823926,33.33333333333333
ENSMUSG00000003273,37.16184592342975,26.392399138818686
ENSMUSG00000003279,35.823270616867916,42.42722081812225
ENSMUSG00000003282,88.00898623982027,87.63455958064215
ENSMUSG00000003299,81.04933071234672,85.43012262473087
ENSMUSG00000003308,76.20518580922962,64.93962370120752
ENSMUSG00000003309,10.40906112515211,37.28353458766264
ENSMUSG00000003316,77.49227745015446,78.93382008799027
ENSMUSG00000003344,55.714686885706264,56.12187587756247
ENSMUSG00000003345,59.4776748104465,80.13666573060001
ENSMUSG00000003346,54.57268557521295,53.02349527286343
ENSMUSG00000003348,85.97304128053918,85.55181128896378
ENSMUSG00000003355,62.10334175793316,70.07862959842741
ENSMUSG00000003360,66.08162501170082,61.92080876158382
ENSMUSG00000003363,77.36590845268184,69.6714406065712
ENSMUSG00000003378,47.54750538238323,52.78479827763737
ENSMUSG00000003380,86.42235327155294,76.65449780024338
