gen_name,fibroblast of dermis
ENSG00000000003,75.58490933905244
ENSG00000000419,77.74907389354651
ENSG00000000457,63.50165724312732
ENSG00000000460,54.47455644375122
ENSG00000000938,28.728797036459348
ENSG00000000971,84.16845388964711
ENSG00000001036,94.59933710274908
ENSG00000001084,53.57282121271203
ENSG00000001167,68.80483525053617
ENSG00000001460,66.44570091635796
ENSG00000001461,99.4687073503607
ENSG00000001497,75.63852602846559
ENSG00000001561,40.62682784168454
ENSG00000001617,16.2312341587054
ENSG00000001626,37.01501267303568
ENSG00000001629,93.21505166699163
ENSG00000001630,97.17293819457984
ENSG00000001631,70.10138428543576
ENSG00000002016,81.4242542405927
ENSG00000002079,2.4078767790992397
ENSG00000002330,82.17488789237667
ENSG00000002549,97.29479430688244
ENSG00000002586,97.78709300058492
ENSG00000002587,27.276272177812437
ENSG00000002726,11.352115422109572
ENSG00000002745,58.47143692727628
ENSG00000002746,44.42386430103334
ENSG00000002822,75.20959251316046
ENSG00000002834,94.72119321505167
ENSG00000002919,68.13706375511795
ENSG00000002933,30.649249366348215
ENSG00000003056,87.66328719048548
ENSG00000003096,27.52973289140183
ENSG00000003137,32.32111522713979
ENSG00000003147,30.707740300253462
ENSG00000003249,26.286800545915384
ENSG00000003393,64.9298108793137
ENSG00000003400,67.23532852407877
ENSG00000003402,94.17040358744396
ENSG00000003436,86.54708520179372
ENSG00000003509,59.9434587638916
ENSG00000003756,91.66991616299474
ENSG00000003987,36.40085786703061
ENSG00000003989,11.162019886917527
ENSG00000004059,92.52778319360499
ENSG00000004139,48.157535581984796
ENSG00000004142,93.26379411191266
ENSG00000004399,64.1548060050692
ENSG00000004455,88.12634041723533
ENSG00000004468,39.16942873854553
ENSG00000004478,69.87716903879898
ENSG00000004487,71.88048352505362
ENSG00000004534,98.22090076038215
ENSG00000004660,52.58822382530708
ENSG00000004700,88.6137648664457
ENSG00000004766,60.93780464028076
ENSG00000004776,83.38370052641841
ENSG00000004777,23.932540456229283
ENSG00000004779,78.86527588223825
ENSG00000004799,19.687073503606943
ENSG00000004809,49.224995125755505
ENSG00000004838,28.148761941899004
ENSG00000004846,33.359329303957885
ENSG00000004848,9.22694482355235
ENSG00000004864,54.5817898225775
ENSG00000004866,73.66445700916357
ENSG00000004897,92.29381945798401
ENSG00000004939,36.07915773055176
ENSG00000004961,74.75141353090271
ENSG00000004975,61.53733671280951
ENSG00000005007,44.92591148372002
ENSG00000005020,89.80308052251901
ENSG00000005022,95.45232988886723
ENSG00000005059,91.64067069604212
ENSG00000005073,47.358159485279785
ENSG00000005075,80.25443556248781
ENSG00000005100,75.39968804835252
ENSG00000005108,27.15929031000195
ENSG00000005156,60.40163774614935
ENSG00000005175,66.11912653538703
ENSG00000005187,35.78182881653344
ENSG00000005189,50.979723142912846
ENSG00000005194,78.77753948138039
ENSG00000005206,66.494443361279
ENSG00000005238,67.12809514525249
ENSG00000005243,84.95808149736791
ENSG00000005249,51.125950477675964
ENSG00000005302,72.54825502047183
ENSG00000005339,83.69077792942095
ENSG00000005379,31.49249366348216
ENSG00000005421,19.838175082862154
ENSG00000005436,60.86956521739131
ENSG00000005448,75.0097484889842
ENSG00000005469,58.57867030610255
ENSG00000005471,29.20159875219341
ENSG00000005483,86.18639110937805
ENSG00000005486,86.39110937804641
ENSG00000005513,25.83349580814974
ENSG00000005700,85.66484694872295
ENSG00000005801,62.97036459348801
ENSG00000005810,90.10040943653733
ENSG00000005812,79.36732306492493
ENSG00000005844,32.24800155975824
ENSG00000005882,75.44843049327355
ENSG00000005884,71.08598167284072
ENSG00000005889,96.49541821017742
ENSG00000005893,98.20140378241372
ENSG00000005961,20.023396373562097
ENSG00000005981,54.69877169038799
ENSG00000006007,85.33339832325989
ENSG00000006015,76.76447650614155
ENSG00000006016,63.86722558003509
ENSG00000006025,34.18795086761552
ENSG00000006042,88.84285435757458
ENSG00000006062,42.65938779489179
ENSG00000006071,21.378436342366932
ENSG00000006116,9.027100799376097
