gen_name,epithelial cell,not applicable
ENSG00000004897,87.95753375977256,92.66613361762616
ENSG00000004939,35.536602700781806,43.73667377398721
ENSG00000004948,0.0,5.45042643923241
ENSG00000004961,75.13770433546553,69.02985074626866
ENSG00000004975,53.18052594171997,49.90227434257285
ENSG00000005001,34.39943141435678,28.69136460554371
ENSG00000005007,56.40103056147833,59.670398009950254
ENSG00000005020,92.31076759061834,97.43248045486853
ENSG00000005022,99.73347547974414,99.64907604832977
ENSG00000005059,47.565742714996446,64.54779673063256
ENSG00000005075,79.63308457711443,89.96535181236673
ENSG00000005100,93.3768656716418,83.52434257285005
ENSG00000005102,0.0,29.37100213219616
ENSG00000005108,18.550106609808104,70.22032693674485
ENSG00000005156,71.91275764036959,71.8727789623312
ENSG00000005175,80.37935323383084,83.86194029850746
ENSG00000005187,69.136460554371,63.01083866382374
ENSG00000005189,38.88148542999289,65.36069651741293
ENSG00000005194,93.9410092395167,87.02025586353945
ENSG00000005206,34.488272921108745,36.140724946695094
ENSG00000005238,57.96464108031272,52.67857142857143
ENSG00000005243,0.0,21.20646766169154
ENSG00000005249,70.74004975124379,71.52629708599858
ENSG00000005302,71.06432125088841,67.3729566453447
ENSG00000005339,84.65262970859986,90.50284292821607
ENSG00000005379,33.4088486140725,30.317164179104477
ENSG00000005421,43.78997867803838,41.97761194029851
ENSG00000005436,70.02931769722814,69.60287846481876
ENSG00000005448,89.32569296375267,69.23862828713575
ENSG00000005469,61.291755508173416,65.70717839374555
ENSG00000005471,0.0,44.096481876332625
ENSG00000005483,89.90316275764036,94.74946695095949
ENSG00000005486,79.55756929637526,77.24769012082446
ENSG00000005700,93.88770433546553,96.65067519545131
ENSG00000005801,89.40120824449183,87.98862828713575
ENSG00000005810,89.75657427149964,88.73933901918977
ENSG00000005812,72.94776119402985,70.45575692963753
ENSG00000005844,32.07622601279317,31.823027718550108
ENSG00000005882,64.57444918265813,55.25941719971571
ENSG00000005884,70.98880597014924,79.02007818052594
ENSG00000005889,95.86442786069652,94.39854299928928
ENSG00000005893,98.15209665955935,99.25817341862117
ENSG00000005961,27.94509594882729,28.158315565031984
ENSG00000005981,65.14303482587064,66.90653873489694
ENSG00000006007,90.11194029850746,89.23240938166312
ENSG00000006015,57.2272565742715,54.42874911158493
ENSG00000006016,21.95273631840796,23.14321250888415
ENSG00000006025,39.8454157782516,48.37420042643924
ENSG00000006042,37.47778962331201,79.42430703624733
ENSG00000006047,21.05543710021322,10.003553660270079
ENSG00000006062,49.72459132906894,47.2636815920398
ENSG00000006071,42.55952380952381,38.93479033404407
ENSG00000006116,11.003020611229566,12.975302061122957
ENSG00000006118,42.42181947405828,44.83830845771145
ENSG00000006125,95.3224946695096,91.56449893390192
ENSG00000006194,66.32462686567165,73.12100213219617
ENSG00000006210,40.516169154228855,65.00533049040513
ENSG00000006282,54.01563610518835,65.10749822316987
ENSG00000006283,40.262970859985785,36.15405117270789
ENSG00000006327,72.0726723525231,85.60767590618337
ENSG00000006377,14.36122956645345,19.522921108742004
ENSG00000006432,78.96677327647477,70.35358919687278
ENSG00000006451,72.58795309168443,78.96233120113718
ENSG00000006453,73.22316986496091,77.88734896943852
ENSG00000006459,53.61584932480456,53.66027007818053
ENSG00000006468,81.0501066098081,86.69598436389481
ENSG00000006530,88.28624733475479,86.45167022032693
ENSG00000006534,60.76314854299929,60.97192608386638
ENSG00000006555,65.71162046908316,63.72601279317697
ENSG00000006576,82.60039090262971,89.63219616204691
ENSG00000006606,53.37153518123667,41.15138592750533
ENSG00000006607,67.91933191186924,58.582089552238806
ENSG00000006625,96.71730632551528,95.93994314143568
ENSG00000006634,90.09861407249467,89.40565031982942
ENSG00000006638,32.99573560767591,40.520611229566455
ENSG00000006652,88.02416488983653,94.82498223169866
ENSG00000006659,23.427505330490405,23.565209665955937
ENSG00000006695,83.85749822316987,76.31041222459133
ENSG00000006704,67.55952380952381,71.60181236673773
ENSG00000006712,72.28589196872778,69.72725657427151
ENSG00000006715,79.65085287846482,92.0042643923241
ENSG00000006740,33.293354655294955,34.346126510305616
ENSG00000006744,80.61034115138592,71.49964463397299
ENSG00000006747,73.89836531627576,66.18248045486853
ENSG00000006756,73.73400852878464,76.14605543710022
ENSG00000006757,74.53802416488983,65.74271499644634
ENSG00000006831,77.7229921819474,85.19012082444918
ENSG00000006837,58.111229566453446,56.858564321250896
ENSG00000007001,27.85625444207534,31.34772565742715
ENSG00000007038,21.082089552238806,63.76599147121536
ENSG00000007047,47.992181947405825,46.56183368869936
ENSG00000007062,23.542999289267946,42.74609097370291
ENSG00000007080,63.299573560767584,66.17359630419331
ENSG00000007168,87.8820184790334,86.7226368159204
ENSG00000007174,38.779317697228144,38.94367448471926
ENSG00000007202,76.64356787491116,82.12508884150675
ENSG00000007237,39.12135749822317,38.73489694385216
ENSG00000007255,59.94136460554371,35.27007818052594
ENSG00000007264,34.74147121535181,36.176261549395875
ENSG00000007312,19.300817341862118,13.232942430703625
ENSG00000007314,38.21517412935324,9.768123667377399
ENSG00000007341,67.02203269367448,64.01474769012083
ENSG00000007350,8.142324093816631,30.650319829424305
ENSG00000007372,37.557746979388774,41.93763326226013
ENSG00000007376,48.791755508173416,48.12988628287136
ENSG00000007384,52.50977256574272,56.894100923951676
ENSG00000007392,79.20664534470505,79.4909381663113
ENSG00000007402,13.579424307036248,13.654939587775408
ENSG00000007516,31.88077469793888,28.02949538024165
ENSG00000007520,45.48240938166311,54.52203269367448
ENSG00000007541,46.23756218905473,53.953447050461975
ENSG00000007545,53.40262970859986,56.09008528784648
ENSG00000007866,53.64250177683013,43.043710021321964
ENSG00000007923,77.27878464818764,74.70682302771856
ENSG00000007933,37.85536602700782,62.6910092395167
ENSG00000007944,57.973525230987924,70.66009239516701
ENSG00000007952,38.29513148543,42.11087420042644
ENSG00000007968,64.34790334044065,77.00337597725657
ENSG00000008018,98.59630419331911,98.71179815209666
ENSG00000008083,81.61869225302061,71.05099502487562
ENSG00000008086,77.1544065387349,88.32178393745558
ENSG00000008118,16.968727789623312,13.432835820895523
ENSG00000008128,65.95149253731343,64.85874200426439
ENSG00000008130,57.04513148542999,63.51279317697228
ENSG00000008196,0.0,13.281805259417201
ENSG00000008226,44.136460554371006,41.80437100213219
ENSG00000008256,49.81787491115849,54.202203269367445
ENSG00000008277,61.80259417199716,46.14872068230277
ENSG00000008282,97.38361762615494,98.6318407960199
ENSG00000008283,80.0861762615494,75.45309168443497
ENSG00000008294,84.88361762615494,95.86442786069652
ENSG00000008300,28.7224591329069,41.14250177683014
ENSG00000008311,79.01563610518835,82.72921108742004
ENSG00000008323,37.42004264392324,30.83244491826581
ENSG00000008324,81.77860696517413,85.62988628287135
ENSG00000008382,40.92039800995025,38.015280739161334
ENSG00000008394,96.20202558635394,98.95167022032693
ENSG00000008405,63.54388770433547,69.86940298507463
ENSG00000008441,40.44953802416489,52.86069651741293
ENSG00000008513,48.52967306325515,94.22974413646055
ENSG00000008516,24.271499644633973,13.24182658137882
ENSG00000008517,53.60252309879176,65.89374555792466
ENSG00000008710,53.54477611940298,50.337597725657425
ENSG00000008735,36.616027007818055,46.2864250177683
ENSG00000008838,65.6272210376688,63.75710732054015
ENSG00000008853,46.05987917555082,41.2180170575693
ENSG00000008869,71.45078180525942,77.12775408670932
ENSG00000008952,90.63610518834399,96.40191897654584
ENSG00000008988,98.76510305614784,96.31751954513147
ENSG00000009307,99.15156361051883,97.81894100923951
ENSG00000009335,85.33226723525232,81.62757640369581
ENSG00000009413,83.3999644633973,94.91826581378821
ENSG00000009694,21.046552949538025,68.40351812366737
ENSG00000009724,23.605188343994314,27.04779673063255
ENSG00000009765,53.38041933191187,56.01012793176972
ENSG00000009780,90.51172707889125,90.4406538734897
ENSG00000009790,47.8544776119403,42.688343994314145
ENSG00000009830,56.454335465529496,55.179459843638945
ENSG00000009844,94.7094882729211,95.78447050461976
ENSG00000009950,40.17857142857143,43.328002842928214
ENSG00000009954,95.23365316275763,96.76616915422885
ENSG00000010017,74.10270078180527,73.045486851457
ENSG00000010030,49.52914001421464,39.01474769012083
ENSG00000010072,60.963041933191185,72.0504619758351
ENSG00000010165,86.48276474769013,77.98507462686567
ENSG00000010219,17.83049040511727,57.35163468372424
ENSG00000010244,98.8139658848614,98.86727078891258
ENSG00000010256,98.2409381663113,95.13148542999289
ENSG00000010270,90.45398009950249,97.13041933191187
ENSG00000010278,85.5543710021322,96.03322672352523
ENSG00000010292,92.49733475479745,82.45824449182658
ENSG00000010295,26.763503909026298,43.08368869936034
ENSG00000010310,56.272210376687994,52.35429992892679
ENSG00000010318,39.76101634683724,47.72565742714996
ENSG00000010319,8.115671641791044,25.151030561478322
ENSG00000010322,66.07587064676616,68.08368869936035
ENSG00000010327,9.634861407249467,3.6158493248045485
ENSG00000010361,25.421997157071786,25.85732054015636
ENSG00000010404,89.23240938166312,96.46410803127222
ENSG00000010438,28.660270078180528,74.88006396588486
ENSG00000010539,74.29371002132196,69.7539090262971
ENSG00000010610,21.46410803127221,17.621712864250178
ENSG00000010626,45.02043354655295,38.65938166311301
ENSG00000010671,16.626687988628287,16.15138592750533
ENSG00000010704,52.64747690120824,70.94438521677327
ENSG00000010803,68.65227434257285,65.99147121535182
ENSG00000010810,61.86478322672353,42.89267945984364
ENSG00000010818,75.45753375977256,82.55152807391613
ENSG00000010932,29.286602700781806,39.60110163468372
ENSG00000011007,96.28642501776831,95.704513148543
ENSG00000011009,87.96197583511017,73.07658137882018
ENSG00000011021,61.114072494669514,57.311656005685855
ENSG00000011028,28.877931769722814,55.294953802416494
ENSG00000011052,46.588486140724946,66.44456289978679
ENSG00000011105,0.0,35.061300639658846
ENSG00000011114,85.44331911869224,78.28269367448472
ENSG00000011132,49.14267945984364,49.36922530206112
ENSG00000011143,73.21428571428571,67.7905117270789
ENSG00000011198,82.22725657427151,80.6725302061123
ENSG00000011201,45.63788201847903,37.1090973702914
ENSG00000011243,57.12953091684435,66.4045842217484
ENSG00000011258,59.66595593461265,59.799218194740575
ENSG00000011260,77.26101634683724,73.59630419331911
ENSG00000011275,83.3955223880597,91.16027007818053
ENSG00000011295,96.33972992181947,81.64978678038379
ENSG00000011304,75.15547263681593,74.83120113717129
ENSG00000011332,37.02469793887705,38.18407960199005
ENSG00000011347,39.92537313432835,30.326048329779674
ENSG00000011376,67.84825870646766,71.51297085998578
ENSG00000011405,74.95113717128643,86.78926794598436
ENSG00000011422,96.83724235963041,94.43852167732764
ENSG00000011426,97.89889836531628,96.09097370291401
ENSG00000011451,53.94900497512438,50.68407960199005
ENSG00000011454,86.28731343283582,84.26616915422885
ENSG00000011465,43.656716417910445,61.00746268656716
ENSG00000011478,37.886460554371006,45.366915422885576
ENSG00000011485,73.12100213219617,59.017412935323385
ENSG00000011523,75.49307036247335,73.067697228145
ENSG00000011566,80.2638592750533,78.61140724946695
ENSG00000011638,72.55685856432125,87.14019189765459
ENSG00000011677,53.37597725657427,0.0
ENSG00000012048,86.86478322672353,90.16524520255864
ENSG00000012061,81.20113717128643,74.78233830845771
ENSG00000012124,46.841684434968016,38.93923240938166
ENSG00000012171,31.187810945273633,43.24360341151386
ENSG00000012174,74.56911869225303,68.28358208955224
ENSG00000012211,55.81911869225302,45.38912579957356
ENSG00000012232,59.5682302771855,59.874733475479744
ENSG00000012504,27.118869936034116,26.119402985074625
ENSG00000012660,94.24307036247335,96.92608386638237
ENSG00000012779,19.029850746268657,41.568941009239516
ENSG00000012817,55.939054726368155,48.467484008528785
ENSG00000012822,51.41702203269367,62.628820184790335
ENSG00000012963,91.27576403695807,81.17448471926085
ENSG00000012983,89.37455579246624,83.24893390191897
ENSG00000013016,58.65316275764037,41.33795309168444
ENSG00000013275,95.05152807391613,95.1270433546553
ENSG00000013288,72.42803837953092,67.75053304904051
ENSG00000013293,49.84452736318408,48.463041933191185
ENSG00000013297,67.09754797441366,32.564854299928925
ENSG00000013306,82.35607675906184,88.00195451314853
ENSG00000013364,67.9681947405828,77.55863539445629
ENSG00000013374,86.5138592750533,91.04033404406539
ENSG00000013375,91.022565742715,94.28749111584932
ENSG00000013392,58.204513148543,57.2139303482587
ENSG00000013441,90.39623312011372,94.07871357498223
ENSG00000013503,77.11442786069652,65.8226723525231
ENSG00000013523,67.9815209665956,55.366027007818055
ENSG00000013561,82.89356787491116,93.07036247334754
ENSG00000013563,34.31503198294243,52.67412935323384
ENSG00000013573,77.5230987917555,72.96552949538024
ENSG00000013583,59.7547974413646,54.63752665245203
ENSG00000013588,91.05366027007818,91.66222459132906
ENSG00000013619,58.56876332622601,67.37739872068231
ENSG00000013725,37.202380952380956,39.938699360341154
ENSG00000013810,82.64481165600569,74.37366737739872
ENSG00000014123,86.23400852878464,89.92981520966595
ENSG00000014138,71.58848614072495,61.39836531627576
ENSG00000014164,35.95859985785359,37.6910092395167
ENSG00000014216,77.09665955934612,66.04921819474058
ENSG00000014257,54.80632551528074,55.610341151385924
ENSG00000014641,98.96943852167733,97.8500355366027
ENSG00000014824,93.86105188343994,89.30792466240227
ENSG00000014914,56.28553660270078,63.606076759061835
ENSG00000014919,87.61549395877755,89.90760483297797
ENSG00000015133,67.28411513859275,58.25781805259417
ENSG00000015153,72.05490405117271,76.76794598436389
ENSG00000015171,78.62917555081734,82.89800995024875
ENSG00000015285,16.013681592039802,23.96943852167733
ENSG00000015475,81.2322316986496,78.05614783226723
ENSG00000015479,99.28038379530916,99.00497512437812
ENSG00000015520,23.480810234541575,24.2181947405828
ENSG00000015532,79.58422174840085,82.04513148542999
ENSG00000015568,70.78891257995735,73.52523098791755
ENSG00000015592,34.452736318407965,30.126154939587774
ENSG00000015676,80.72583511016347,88.91257995735607
ENSG00000016082,28.780206112295666,2.2299218194740584
ENSG00000016391,59.79477611940298,57.55152807391614
ENSG00000016402,23.458599857853592,26.696872778962334
ENSG00000016864,78.07835820895522,77.76741293532339
ENSG00000017260,82.48045486851457,89.22796730632552
ENSG00000017427,54.570895522388064,65.45842217484008
ENSG00000017483,39.99644633972992,7.6403695806680885
ENSG00000017797,88.8459488272921,88.41950959488273
ENSG00000018189,90.01865671641791,94.62064676616916
ENSG00000018236,62.522210376687994,36.83368869936034
ENSG00000018280,53.41151385927505,52.65191897654584
ENSG00000018408,91.48454157782517,96.81503198294243
ENSG00000018510,91.32018479033405,88.52611940298507
ENSG00000018610,74.17821606254442,79.22885572139303
ENSG00000018625,29.135572139303484,24.78678038379531
ENSG00000018699,83.22672352523098,72.8633617626155
ENSG00000018869,61.31396588486141,32.11176261549396
ENSG00000019102,0.0,36.940298507462686
ENSG00000019144,76.01723525230987,65.93816631130063
ENSG00000019186,81.31663113006397,63.21961620469083
ENSG00000019485,33.24004975124378,46.42857142857143
ENSG00000019505,23.174307036247335,39.081378820184796
ENSG00000019549,78.57142857142857,12.220149253731345
ENSG00000019582,45.717839374555794,99.90227434257285
ENSG00000019991,38.72601279317697,83.86638237384506
ENSG00000019995,67.33742004264393,70.44243070362474
ENSG00000020129,63.499466950959494,58.69758351101635
ENSG00000020256,67.75053304904051,61.820362473347544
ENSG00000020426,87.83759772565742,79.77523098791755
ENSG00000020577,72.09044065387349,69.7094882729211
ENSG00000020633,35.86087420042644,41.2224591329069
ENSG00000020922,93.63006396588486,87.07356076759062
ENSG00000021300,44.18532338308458,52.01226012793177
ENSG00000021355,89.37011371712865,91.30685856432125
ENSG00000021461,36.45611229566453,36.44278606965174
ENSG00000021488,38.46393034825871,39.37455579246624
ENSG00000021574,77.84737029140014,78.9045842217484
ENSG00000021645,50.10216773276475,37.46002132196162
ENSG00000021762,49.444740582800286,12.468905472636816
ENSG00000021776,93.08368869936035,89.58333333333334
ENSG00000021826,49.24040511727079,41.027007818052596
ENSG00000021852,0.0,17.16862117981521
ENSG00000022267,65.60501066098081,62.220149253731336
ENSG00000022277,92.14641080312722,92.83937455579246
ENSG00000022355,25.444207533759773,23.383084577114428
ENSG00000022556,49.62686567164179,56.267768301350394
ENSG00000022567,54.87295664534471,55.01510305614783
ENSG00000022840,86.7181947405828,89.72547974413646
ENSG00000022976,67.52398720682304,64.10803127221037
ENSG00000023041,86.18070362473348,86.36727078891258
ENSG00000023171,34.3683368869936,33.23116560056859
ENSG00000023191,65.40067519545131,79.45984363894812
ENSG00000023228,95.74449182658138,93.24804548685147
ENSG00000023287,95.58013503909027,91.87100213219617
ENSG00000023318,87.06023454157783,92.1908315565032
ENSG00000023330,78.3004619758351,88.85039090262971
ENSG00000023445,89.00142146410803,93.16808813077469
ENSG00000023516,87.94420753375978,72.99218194740583
ENSG00000023572,84.50604122245913,85.12793176972282
ENSG00000023608,92.34186211798152,83.26226012793177
ENSG00000023697,83.5865316275764,86.86478322672353
ENSG00000023734,94.95380241648898,94.31414356787491
ENSG00000023839,33.688699360341154,31.849680170575695
ENSG00000023892,34.408315565031984,28.23827292110874
ENSG00000023902,28.469260838663825,46.655117270788914
ENSG00000023909,81.19225302061123,88.53056147832267
ENSG00000024048,91.6089196872779,94.79832977967307
ENSG00000024422,48.47636815920398,77.34097370291401
ENSG00000024526,92.25302061122956,87.63770433546553
ENSG00000024862,62.65547263681592,78.08724235963041
ENSG00000025039,36.940298507462686,94.29637526652452
ENSG00000025156,73.78731343283582,76.28375977256574
ENSG00000025293,93.12810945273633,94.23862828713575
ENSG00000025423,50.44420753375978,53.35376687988628
ENSG00000025434,46.979388770433545,50.43088130774698
ENSG00000025708,37.90422885572139,52.59417199715707
ENSG00000025770,63.21961620469083,61.88699360341151
ENSG00000025772,91.67555081734187,85.42555081734187
ENSG00000025796,88.05081734186211,95.56680881307747
ENSG00000025800,96.79282160625445,95.34470504619759
ENSG00000026025,91.23134328358209,99.20486851457001
ENSG00000026036,41.44012082444918,11.265103056147833
ENSG00000026103,68.09701492537313,88.93923240938166
ENSG00000026297,40.74715707178393,50.41311300639659
ENSG00000026508,95.80223880597015,99.7867803837953
ENSG00000026559,32.55597014925373,30.58813077469794
ENSG00000026652,53.3182302771855,70.04708599857854
ENSG00000026751,61.731520966595596,50.63521677327647
ENSG00000026950,68.93212508884152,72.77452025586354
ENSG00000027001,52.30543710021321,41.990938166311295
ENSG00000027075,77.35429992892679,57.14285714285714
ENSG00000027697,93.51901208244492,99.27594171997157
ENSG00000027847,35.29228855721393,54.468727789623316
ENSG00000027869,15.791577825159914,17.91044776119403
ENSG00000028116,84.3727789623312,87.522210376688
ENSG00000028137,48.574093816631134,56.636460554371006
ENSG00000028203,89.49449182658138,94.11425017768302
ENSG00000028277,38.2818052594172,53.096126510305616
ENSG00000028310,74.5868869936034,72.33919687277897
ENSG00000028528,88.39285714285714,77.32320540156361
ENSG00000028839,79.39765458422174,81.99182658137883
ENSG00000029153,39.15689410092395,89.4633972992182
ENSG00000029363,98.9960909737029,98.4363894811656
ENSG00000029364,98.41417910447761,98.6540511727079
ENSG00000029534,37.38450604122246,32.53375977256574
ENSG00000029639,72.31698649609098,69.60732054015637
ENSG00000029725,70.30472636815921,81.56094527363184
ENSG00000029993,97.49466950959487,97.23702914001422
ENSG00000030066,89.2501776830135,92.181947405828
ENSG00000030110,47.6545842217484,50.5819118692253
ENSG00000030304,15.538379530916844,52.11442786069652
ENSG00000030419,74.59132906894101,62.38894811656006
ENSG00000030582,75.62633262260128,90.58280028429282
ENSG00000031003,70.96659559346126,83.06680881307747
ENSG00000031081,62.56663113006397,63.93479033404407
ENSG00000031691,78.42928216062545,72.28589196872778
ENSG00000031698,96.21090973702914,98.13432835820896
ENSG00000031823,56.31663113006397,61.56272210376687
ENSG00000032219,84.54157782515992,79.94402985074626
ENSG00000032389,80.81023454157783,75.27985074626866
ENSG00000032444,46.00213219616205,52.85181236673774
ENSG00000032742,74.49360341151386,68.48347547974414
ENSG00000033011,62.38450604122245,64.27683013503909
ENSG00000033030,82.78251599147121,75.83066808813076
ENSG00000033050,91.55561478322673,89.4456289978678
ENSG00000033100,38.75710732054016,50.817341862117985
ENSG00000033122,52.41648898365317,56.552061122956644
ENSG00000033170,96.51741293532339,97.43692253020612
ENSG00000033178,97.28589196872778,96.19314143567875
ENSG00000033327,54.80188343994315,50.80401563610519
ENSG00000033627,68.7544420753376,82.19171997157072
ENSG00000033800,90.13859275053305,92.34630419331911
ENSG00000033867,88.79708599857854,92.53731343283582
ENSG00000034053,32.04513148543,24.4136460554371
ENSG00000034152,63.45060412224591,79.3132551528074
ENSG00000034510,99.45362473347548,99.66684434968018
ENSG00000034533,74.73791755508174,71.83280028429282
ENSG00000034677,80.46375266524521,87.81538734896944
ENSG00000034693,80.31716417910447,81.32551528073915
ENSG00000034713,91.24022743425728,91.95095948827291
ENSG00000035115,70.32693674484719,68.72334754797441
ENSG00000035141,95.84221748400853,90.98702914001422
ENSG00000035403,91.24911158493248,93.64783226723526
ENSG00000035499,89.02807391613362,75.81289978678039
ENSG00000035664,54.677505330490405,55.54371002132196
ENSG00000035681,85.31894100923951,77.03002842928215
ENSG00000035687,82.25835110163469,80.2905117270789
ENSG00000035720,27.132196162046906,30.81467661691542
ENSG00000035862,85.11460554371001,91.75995024875621
ENSG00000035928,94.87384506041222,91.76883439943141
ENSG00000036054,81.43656716417911,90.85376687988628
ENSG00000036257,91.96872778962332,89.23685145700071
ENSG00000036448,9.292821606254442,43.00373134328358
ENSG00000036530,76.7590618336887,79.11780383795309
ENSG00000036549,88.69936034115139,85.90529495380241
ENSG00000036565,28.455934612651028,33.67537313432835
ENSG00000036672,33.31556503198294,41.209132906894105
ENSG00000036828,59.39498933901919,59.32835820895522
ENSG00000037042,59.20842217484008,62.46002132196162
ENSG00000037241,83.96410803127222,91.795486851457
ENSG00000037280,31.33884150675195,31.534292821606254
ENSG00000037474,85.66986496090973,74.57356076759062
ENSG00000037637,86.00746268656717,81.53429282160626
ENSG00000037749,80.62366737739872,79.18443496801706
ENSG00000037757,54.61975835110163,54.859630419331914
ENSG00000037897,80.37046908315565,82.90245202558634
ENSG00000037965,0.0,35.172352523098795
ENSG00000038002,80.17501776830134,82.8091684434968
ENSG00000038210,66.7866027007818,67.87935323383084
ENSG00000038219,96.21535181236673,93.98098791755508
ENSG00000038274,89.76101634683724,94.77167732764748
ENSG00000038295,21.064321250888415,72.42359630419331
ENSG00000038358,71.93052594171996,66.04033404406539
ENSG00000038382,88.36176261549396,90.26741293532339
ENSG00000038427,85.30117270788912,91.85323383084577
ENSG00000038532,53.531449893390196,67.09754797441366
ENSG00000038945,42.23081023454158,39.38788201847903
ENSG00000039068,97.55685856432125,80.33937455579246
ENSG00000039123,94.61620469083155,91.54673063255153
ENSG00000039139,79.12224591329068,85.88752665245202
ENSG00000039319,86.35394456289978,90.0453091684435
ENSG00000039523,70.35803127221037,54.33546552949537
ENSG00000039560,94.31414356787491,94.24751243781094
ENSG00000039650,62.47334754797441,44.65618336886993
ENSG00000039987,32.37828713574982,33.85305614783227
ENSG00000040199,70.27363184079603,69.58066808813076
ENSG00000040275,86.74928926794598,86.58493248045487
ENSG00000040341,85.76314854299929,81.06343283582089
ENSG00000040487,40.39179104477612,50.27096659559346
ENSG00000040531,52.79850746268657,52.40316275764037
ENSG00000040608,9.29726368159204,23.112117981520967
ENSG00000040633,59.89250177683013,58.34665955934612
ENSG00000040731,19.913823738450603,17.479566453447053
ENSG00000040933,66.65778251599147,64.48560767590618
ENSG00000041353,73.99164889836531,59.39943141435678
ENSG00000041357,99.08937455579246,98.65849324804549
ENSG00000041515,39.88983653162757,27.918443496801704
ENSG00000041802,82.32498223169866,89.95202558635394
ENSG00000041880,55.01510305614783,67.22192608386638
ENSG00000041982,94.15867093105899,97.33475479744136
ENSG00000041988,57.711442786069654,60.381130063965884
ENSG00000042062,34.874733475479744,35.65209665955935
ENSG00000042088,88.49946695095949,73.41417910447761
ENSG00000042286,49.70682302771855,73.75177683013504
ENSG00000042304,35.90973702914002,39.70771144278607
ENSG00000042317,58.688699360341154,63.33511016346838
ENSG00000042429,86.3361762615494,79.58422174840085
ENSG00000042445,48.36087420042644,55.867981520966595
ENSG00000042493,93.59896943852168,83.41773276474768
ENSG00000042753,84.48383084577115,74.3914356787491
ENSG00000042781,7.986851457000712,19.442963752665246
ENSG00000042832,28.86460554371002,26.86122956645345
ENSG00000042980,79.43319118692253,77.89179104477611
ENSG00000043039,39.54779673063255,40.90262970859986
ENSG00000043093,96.40636105188344,98.49413646055437
ENSG00000043143,62.34008528784648,70.38912579957356
ENSG00000043355,92.13308457711443,54.94847192608386
ENSG00000043462,11.7181947405828,0.0
ENSG00000043514,83.93301350390902,69.25195451314853
ENSG00000043591,62.01581378820185,52.17217484008528
