gen_name,mesenchymal stem cell of the bone marrow
ENSG00000038210,64.92957069371664
ENSG00000038219,94.98581798951975
ENSG00000038274,85.85644920917264
ENSG00000038295,30.109129368780348
ENSG00000038358,59.69905293014759
ENSG00000038382,88.98610643719051
ENSG00000038427,99.76443440219221
ENSG00000038532,53.213787798663525
ENSG00000038945,48.8822652757079
ENSG00000039068,49.54088745733378
ENSG00000039123,90.1254747367915
ENSG00000039139,45.49300514398346
ENSG00000039319,89.23609441853758
ENSG00000039523,66.04009422623912
ENSG00000039560,97.65395894428153
ENSG00000039600,6.691985962213355
ENSG00000039650,44.565165136291526
ENSG00000039987,27.57078986587183
ENSG00000040199,78.70294697370319
ENSG00000040275,82.88543820008654
ENSG00000040341,81.44319984616124
ENSG00000040487,39.41637421277823
ENSG00000040531,50.95908850536032
ENSG00000040633,69.91010047593865
ENSG00000040731,9.600499975962693
ENSG00000040933,60.992259987500596
ENSG00000041353,56.5213210903322
ENSG00000041357,98.25008413057064
ENSG00000041515,49.363011393682996
ENSG00000041802,76.40978799096197
ENSG00000041880,67.85731455218499
ENSG00000041982,94.42334503148886
ENSG00000041988,60.69419739435604
ENSG00000042062,42.666217970289885
ENSG00000042088,68.28998605836259
ENSG00000042286,57.13667612134032
ENSG00000042304,27.87846738137589
ENSG00000042317,72.3282534493534
ENSG00000042429,81.89510119705783
ENSG00000042445,57.636652084034424
ENSG00000042493,77.0347579443296
ENSG00000042753,87.06312196529014
ENSG00000042781,5.869910100475939
ENSG00000042832,34.16662660449017
ENSG00000042980,40.57016489591847
ENSG00000043039,16.984760348060192
ENSG00000043093,97.30782173933945
ENSG00000043143,39.127926541993176
ENSG00000043355,0.8364982452766694
ENSG00000043514,76.88572664775732
ENSG00000043591,20.359598096245374
ENSG00000044090,56.7857314552185
ENSG00000044115,96.2838325080525
ENSG00000044446,55.58867362146051
ENSG00000044459,78.94332003269074
ENSG00000044524,42.23835392529205
ENSG00000044574,98.86063170039901
ENSG00000046604,25.6718426998702
ENSG00000046647,67.95827123695976
ENSG00000046651,80.07307340993222
ENSG00000046653,59.227921734531996
ENSG00000046889,32.647468871688865
ENSG00000047056,55.5694437767415
ENSG00000047188,83.14504110379308
ENSG00000047230,72.77053987789049
ENSG00000047249,86.10643719051969
ENSG00000047315,94.36565549733186
ENSG00000047346,89.35628094803134
ENSG00000047365,37.64242103745013
ENSG00000047410,96.99533676265564
ENSG00000047457,35.926157396279024
ENSG00000047578,50.56968414980049
ENSG00000047579,49.15148310177395
ENSG00000047617,16.18672179222153
ENSG00000047621,81.13552233065718
ENSG00000047634,72.66477573193596
ENSG00000047644,66.71794625258401
ENSG00000047648,30.734099322147973
ENSG00000047662,38.89716840536513
ENSG00000047849,96.92803230613912
ENSG00000047932,92.93303206576607
ENSG00000047936,48.52170568722657
ENSG00000048028,66.09297629921639
ENSG00000048052,71.05427623671939
ENSG00000048140,57.809720686505464
ENSG00000048162,82.56333830104322
ENSG00000048342,79.55386760251912
ENSG00000048392,86.91409066871785
ENSG00000048405,79.05389163982501
ENSG00000048462,5.672804192106149
ENSG00000048471,72.46286236238643
ENSG00000048540,49.96394404115187
ENSG00000048544,96.13480121148021
ENSG00000048649,92.3224844959377
ENSG00000048707,76.5732416710735
ENSG00000048740,41.28647661170136
ENSG00000048828,93.71184077688572
ENSG00000048991,77.58761598000096
ENSG00000049089,1.3364742079707705
ENSG00000049130,81.9479832700351
ENSG00000049167,84.18826017979904
ENSG00000049192,93.34647372722465
ENSG00000049239,59.87212153261863
ENSG00000049245,93.94259891351378
ENSG00000049246,73.04937262631604
ENSG00000049247,32.407095812701314
ENSG00000049249,51.353300322099905
ENSG00000049283,20.186529493774337
ENSG00000049323,96.17806836209797
ENSG00000049449,95.54348348637085
ENSG00000049540,60.261525888178454
ENSG00000049541,56.5405509350512
ENSG00000049618,94.01951829238979
ENSG00000049656,65.83818085668959
ENSG00000049759,82.15951156194413
ENSG00000049768,6.02374885822797
ENSG00000049769,35.623287341954715
ENSG00000049860,79.08754386808326
ENSG00000049883,74.24162299889429
ENSG00000050030,21.4845440123071
ENSG00000050130,98.2837363588289
ENSG00000050165,88.73611845584347
ENSG00000050327,43.892120571126384
ENSG00000050344,68.41978751021585
ENSG00000050393,60.02596029037065
ENSG00000050405,99.19715398298159
ENSG00000050426,77.2991683092159
ENSG00000050438,60.87688091918658
ENSG00000050555,22.01817220325946
ENSG00000050730,74.17431854237778
ENSG00000050748,82.71236959761549
ENSG00000050820,52.54074323349839
ENSG00000051009,53.665689149560116
ENSG00000051108,96.5578577952983
ENSG00000051128,30.08028460170184
ENSG00000051180,53.52146531416759
ENSG00000051341,55.49252439786548
ENSG00000051382,75.308879380799
ENSG00000051523,32.383058506802556
ENSG00000051596,50.31488870727369
ENSG00000051620,82.80851882121053
ENSG00000051825,84.6930436036729
ENSG00000052126,89.3995480986491
ENSG00000052344,34.28681313398395
ENSG00000052723,92.70227392913803
ENSG00000052749,56.02134512763809
ENSG00000052795,71.16004038267391
ENSG00000052802,92.63016201144175
ENSG00000052841,90.5773760876881
ENSG00000053108,35.0463920003846
ENSG00000053254,83.41906639103888
ENSG00000053328,3.4950242776789575
ENSG00000053371,58.50680255756935
ENSG00000053372,63.63155617518389
ENSG00000053438,7.9034661795106
ENSG00000053501,65.80452862843133
ENSG00000053524,58.74236815537714
ENSG00000053702,33.47435219460603
ENSG00000053747,33.589731262920054
ENSG00000053770,85.52954184894958
ENSG00000053900,83.38541416278063
ENSG00000053918,11.374453151290803
ENSG00000054116,61.718186625643
ENSG00000054118,97.91356184798808
ENSG00000054148,93.99067352531128
ENSG00000054219,34.315657901062444
ENSG00000054267,94.11566751598481
ENSG00000054277,57.85779529830296
ENSG00000054282,85.62088361136485
ENSG00000054356,28.863996923224843
ENSG00000054392,47.69482236430941
ENSG00000054523,86.16893418585644
ENSG00000054598,50.53603192154223
ENSG00000054611,54.51180231719629
ENSG00000054654,79.80385558386615
ENSG00000054690,42.89216864573819
ENSG00000054793,67.37176097303015
ENSG00000054938,7.398682755636749
ENSG00000054965,68.51593673381088
ENSG00000054967,34.608913033027264
ENSG00000054983,69.19859622133552
ENSG00000055044,94.11086005480506
ENSG00000055070,60.91053314744484
ENSG00000055130,84.30844670929282
ENSG00000055147,85.9477909715879
ENSG00000055163,48.180375943464256
ENSG00000055208,89.91875390606221
ENSG00000055211,85.9670208163069
ENSG00000055332,92.78880823037355
ENSG00000055483,60.49709148598625
ENSG00000055609,95.9809624537282
ENSG00000055732,91.27926541993173
ENSG00000055813,41.719148117878945
ENSG00000055917,91.74078169318783
ENSG00000055950,79.39522138358733
ENSG00000055955,27.09965867025624
ENSG00000055957,24.38825056487669
ENSG00000056050,84.51516754002212
ENSG00000056097,94.91370607182347
ENSG00000056277,63.948848613047446
ENSG00000056291,8.576510744675737
ENSG00000056558,35.24830536993414
ENSG00000056586,91.95711744627663
ENSG00000056736,30.30623527715014
ENSG00000056972,63.16042497956828
ENSG00000056998,41.85375703091198
ENSG00000057019,99.5384837267439
ENSG00000057252,81.486466996779
ENSG00000057294,44.78150088938032
ENSG00000057468,16.68189029373588
ENSG00000057593,9.119753857987597
ENSG00000057608,98.13951252343638
ENSG00000057657,92.04365174751213
ENSG00000057663,90.71198500072111
ENSG00000057704,14.850247584250756
ENSG00000057757,76.65016104994952
ENSG00000057935,83.07292918609683
ENSG00000058056,69.63607518869284
ENSG00000058063,83.60655737704919
ENSG00000058085,48.53612807076583
ENSG00000058091,81.7508773616653
ENSG00000058262,86.57756838613528
ENSG00000058272,99.21157636652083
ENSG00000058335,25.33051295610788
ENSG00000058404,34.108937070333155
ENSG00000058453,36.01749915869429
ENSG00000058600,73.23205615114658
ENSG00000058668,97.26936204990145
ENSG00000058673,97.03379645209364
ENSG00000058729,93.13494543531561
ENSG00000058799,74.39546175664631
ENSG00000058804,78.00586510263929
ENSG00000058866,43.26234315657901
ENSG00000059122,63.44406518917359
ENSG00000059145,36.98860631700399
ENSG00000059377,41.07494831979232
ENSG00000059378,49.04571895581943
ENSG00000059573,81.39031777318398
ENSG00000059588,83.37579924042113
ENSG00000059691,68.06403538291428
ENSG00000059728,77.63569059179846
ENSG00000059758,77.75106966011249
ENSG00000059769,66.54007018893321
ENSG00000059804,86.63045045911254
ENSG00000059915,3.75462718138551
ENSG00000060069,40.13268592856113
ENSG00000060138,81.07302533532041
ENSG00000060140,26.580452862843135
ENSG00000060237,92.80803807509255
ENSG00000060303,0.4374789673573386
ENSG00000060339,94.59641363395991
ENSG00000060491,34.05605499735589
ENSG00000060642,65.58338541416278
ENSG00000060656,32.20998990433152
ENSG00000060688,81.06821787414067
ENSG00000060718,80.0346137204942
ENSG00000060749,86.50545646843901
ENSG00000060762,73.82337387625594
ENSG00000060971,65.64107494831978
ENSG00000060982,99.65386279505793
ENSG00000061273,61.2566703523869
ENSG00000061337,43.69020720157685
ENSG00000061455,36.402096053074374
ENSG00000061656,47.1563867121773
ENSG00000061676,97.01456660737465
ENSG00000061794,89.58223162347963
ENSG00000061918,34.63775780010576
ENSG00000061936,63.31426373732032
ENSG00000061938,38.07509254362771
ENSG00000061987,90.93312821498967
ENSG00000062038,21.349935099274074
ENSG00000062096,15.70116821306668
ENSG00000062194,93.860872073458
ENSG00000062282,44.87284265179559
ENSG00000062370,62.16047305418009
ENSG00000062485,89.77933753184944
ENSG00000062582,87.70732176337675
ENSG00000062598,74.13105139176001
ENSG00000062650,89.83221960482669
ENSG00000062716,99.11542714292581
ENSG00000062725,88.46209316859766
ENSG00000062822,21.58069323590212
ENSG00000063015,24.609393779145233
ENSG00000063046,97.40877842411423
ENSG00000063127,40.76727080428826
ENSG00000063169,35.61367241959521
ENSG00000063176,34.00798038555838
ENSG00000063177,95.92327291957118
ENSG00000063180,23.7007836161723
ENSG00000063241,37.65203595980962
ENSG00000063244,45.75260804769001
ENSG00000063245,49.87740973991635
ENSG00000063322,60.71823470025479
ENSG00000063438,25.258401038411616
ENSG00000063587,67.09773568578433
ENSG00000063601,56.713619537522234
ENSG00000063660,56.46843901735493
ENSG00000063761,44.89207249651459
ENSG00000063854,56.99245228594779
ENSG00000063978,77.58280851882121
ENSG00000064012,59.38176049228403
ENSG00000064042,98.39430796596318
ENSG00000064102,91.70232200374981
ENSG00000064115,82.64025767991924
ENSG00000064195,34.411807124657464
ENSG00000064199,66.98235661747032
ENSG00000064201,17.023220037498195
ENSG00000064205,36.166530455266575
ENSG00000064225,59.0019710590837
ENSG00000064270,48.911110042786405
ENSG00000064309,51.16580933608961
ENSG00000064313,90.85620883611365
ENSG00000064393,81.428777462622
ENSG00000064419,82.19316379020239
ENSG00000064489,17.38377962597952
ENSG00000064490,69.70337964520937
ENSG00000064545,50.34854093553195
ENSG00000064547,32.06576606893899
ENSG00000064601,89.94279121196097
