gen_name,adipocyte,preadipocyte
ENSMUSG00000002625,73.49834172706056,95.26470949514801
ENSMUSG00000002633,15.440363591696352,53.562215943987226
ENSMUSG00000002635,35.09396879990173,28.04937968308562
ENSMUSG00000002658,76.99914015477214,90.43729271588256
ENSMUSG00000002660,54.07812308070261,67.2337550669451
ENSMUSG00000002661,19.438643901240635,38.03586782950498
ENSMUSG00000002668,73.19125414568235,49.39196658887114
ENSMUSG00000002679,57.13671539122957,24.689841542808008
ENSMUSG00000002688,17.970765262252794,0.0
ENSMUSG00000002699,18.38840437292716,0.0
ENSMUSG00000002718,89.09224910944602,94.3250214961307
ENSMUSG00000002728,63.038938705318756,65.67989190517135
ENSMUSG00000002731,59.36002948040782,0.0
ENSMUSG00000002732,82.7171109200344,65.68603365679891
ENSMUSG00000002733,61.00601891659502,46.81857265692175
ENSMUSG00000002741,59.654833558530896,87.6735044834787
ENSMUSG00000002748,83.17774229210171,98.05920648568971
ENSMUSG00000002763,51.25905908365066,48.43385333497113
ENSMUSG00000002767,45.69463210907751,72.63235474757401
ENSMUSG00000002768,69.9238422798182,62.2589362486181
ENSMUSG00000002771,32.41002333865619,0.0
ENSMUSG00000002778,87.9990173197396,83.71821643532735
ENSMUSG00000002781,60.649797322196285,69.61675469843999
ENSMUSG00000002791,10.778774106375138,0.0
ENSMUSG00000002797,43.32391598083773,0.0
ENSMUSG00000002799,37.75948900626459,0.0
ENSMUSG00000002804,33.54624738975556,75.08905539859968
ENSMUSG00000002808,84.35081685296647,36.02751504729149
ENSMUSG00000002812,91.05760963026655,75.07677189534455
ENSMUSG00000002814,52.548826925439144,44.533841051467874
ENSMUSG00000002820,57.001596855423166,82.0292347377472
ENSMUSG00000002825,31.61159562707284,30.493796830856162
ENSMUSG00000002831,42.507063014371695,98.12676575359292
ENSMUSG00000002833,77.64402407566638,66.11595627072842
ENSMUSG00000002835,23.731728288908,75.16889816975801
ENSMUSG00000002844,93.85824837243581,79.78749539368629
ENSMUSG00000002845,84.08057978135363,73.52290873357082
ENSMUSG00000002846,48.45842034148139,78.565286819801
ENSMUSG00000002847,97.24235351922368,0.0
ENSMUSG00000002870,20.31691438398231,97.082667976907
ENSMUSG00000002871,65.11485075543546,39.872251566146666
ENSMUSG00000002881,51.17307456086476,88.96327232526716
ENSMUSG00000002885,59.95577938828154,71.45928018670925
ENSMUSG00000002897,60.85247512590591,79.65237685787987
ENSMUSG00000002900,99.31212381771282,93.05367890922491
ENSMUSG00000002908,42.27367645252426,0.0
ENSMUSG00000002910,7.259550423780863,66.85910821766367
ENSMUSG00000002930,2.9541825328583715,0.0
ENSMUSG00000002944,99.04802849772754,99.66220366048397
ENSMUSG00000002948,48.538263112639726,59.888220120378335
ENSMUSG00000002949,62.94067067927773,91.72706055767105
ENSMUSG00000002957,91.65950128976785,45.24014248863776
ENSMUSG00000002963,32.47758260655939,48.56283011914998
ENSMUSG00000002968,88.77287802481267,74.0572411251689
ENSMUSG00000002980,37.29271588256971,0.0
ENSMUSG00000002981,79.4742660606805,77.45362977521188
ENSMUSG00000002983,52.54268517381158,74.00810711214838
ENSMUSG00000002984,57.22884166564304,86.21790934774597
ENSMUSG00000002985,97.3590468001474,76.63677680874585
ENSMUSG00000002996,70.46431642304385,97.7705441591942
ENSMUSG00000002997,7.185849404250091,91.39540596978259
ENSMUSG00000003031,79.4067067927773,74.76968431396635
ENSMUSG00000003032,95.1295909593416,32.46529910330426
ENSMUSG00000003033,83.88404372927158,78.086230192851
ENSMUSG00000003037,84.00687876182286,79.28387176022602
ENSMUSG00000003038,96.17983048765508,96.37022478810957
ENSMUSG00000003039,71.92605331040413,78.70040535560742
ENSMUSG00000003062,89.81697580149859,57.30868443680137
ENSMUSG00000003068,58.770421324161646,75.59267903205993
ENSMUSG00000003070,30.352536543422183,0.0
ENSMUSG00000003072,85.88011300822996,97.63542562338779
ENSMUSG00000003099,75.6663800515907,90.08107112148384
ENSMUSG00000003119,77.0237071612824,55.10379560250583
ENSMUSG00000003123,80.88686893502027,98.71637390983908
ENSMUSG00000003131,83.0426237562953,95.93416042255252
ENSMUSG00000003134,56.12946812430906,0.0
ENSMUSG00000003135,50.03685050976539,69.21754084264833
ENSMUSG00000003153,21.950620316914385,47.911804446628175
ENSMUSG00000003154,88.08500184252549,40.75052204888834
ENSMUSG00000003161,91.37083896327233,86.23633460262867
ENSMUSG00000003166,82.8706547107235,95.02518118167302
ENSMUSG00000003184,57.4069524628424,67.67596118412972
ENSMUSG00000003190,55.57671047782827,38.03586782950498
ENSMUSG00000003198,21.97518732342464,41.432256479547966
ENSMUSG00000003199,15.329812062400197,54.428202923473776
ENSMUSG00000003200,85.98452278589855,92.05871514555952
ENSMUSG00000003208,28.9952094337305,38.58862547598575
ENSMUSG00000003226,86.64169021004791,97.99164721778652
ENSMUSG00000003228,67.17233755066945,56.92175408426483
ENSMUSG00000003233,86.43901240633829,79.61552634811449
ENSMUSG00000003234,47.303771035499324,39.534455226630634
ENSMUSG00000003235,36.53728043237932,87.02247881095688
ENSMUSG00000003269,64.65421938336814,76.7841788478074
ENSMUSG00000003273,22.085738852720795,38.58862547598575
ENSMUSG00000003279,23.547475740081072,29.492691315563196
ENSMUSG00000003282,4.993244073209679,66.26335830978995
ENSMUSG00000003299,69.61675469843999,78.1722147156369
ENSMUSG00000003308,66.05453875445278,93.8091143594153
ENSMUSG00000003316,90.06264586660116,78.12922245424396
ENSMUSG00000003344,58.8134135855546,0.0
ENSMUSG00000003345,71.1092003439381,60.17074069524628
ENSMUSG00000003346,44.44785652868198,21.25660238299963
ENSMUSG00000003348,58.29136469721165,83.69979118044466
ENSMUSG00000003352,39.54673872988576,0.0
ENSMUSG00000003355,58.93010686647832,53.96757155140646
ENSMUSG00000003360,69.50006141751628,67.19076280555214
ENSMUSG00000003363,81.5501781107972,84.498218892028
ENSMUSG00000003378,36.371453138435086,32.29947180936003
ENSMUSG00000003380,88.19555337182165,44.785652868198014
ENSMUSG00000003382,47.43888957130574,0.0
ENSMUSG00000003402,85.19837857757032,82.95049748188184
ENSMUSG00000003410,9.059083650657167,30.86230192851001
ENSMUSG00000003420,93.92580764033902,90.94091634934284
ENSMUSG00000003421,52.40756663800516,53.08930106866478
ENSMUSG00000003423,56.13560987593662,54.76599926298981
ENSMUSG00000003429,97.7705441591942,95.86045940302175
ENSMUSG00000003435,87.67964623510626,89.23965114850756
ENSMUSG00000003436,13.984768455963643,34.66404618597224
ENSMUSG00000003437,82.65569340375876,80.96056995455105
ENSMUSG00000003438,59.863653113868075,95.76219137698071
ENSMUSG00000003444,55.324898661098146,53.48851492445645
ENSMUSG00000003452,84.63333742783442,77.58260655939074
ENSMUSG00000003458,93.3976170003685,81.8572656921754
ENSMUSG00000003464,79.44969905417025,91.33398845350695
ENSMUSG00000003469,23.154403635916964,0.0
ENSMUSG00000003477,93.66785407198132,0.0
ENSMUSG00000003500,54.32993489743275,86.51271342586907
ENSMUSG00000003518,82.36088932563567,67.46099987716497
ENSMUSG00000003526,31.56860336567989,48.08991524382754
ENSMUSG00000003527,41.76391106743643,62.289645006755926
ENSMUSG00000003528,68.72620071244319,98.87605945215576
ENSMUSG00000003531,54.514187446259676,73.14212013266183
ENSMUSG00000003534,68.84903574499447,72.77361503500799
