gen_name,hepatocyte,not applicable
ENSG00000004059,94.37407005268025,93.60196244018177
ENSG00000004139,65.14657980456026,59.46837173764427
ENSG00000004142,96.87939839948527,95.28290505489203
ENSG00000004399,40.756826316001124,59.2190453211083
ENSG00000004455,95.82579321993003,95.79362206940925
ENSG00000004468,56.009973056661444,88.91703864559456
ENSG00000004478,91.02424900470503,96.50943016849641
ENSG00000004487,81.27639039691157,93.06309566895887
ENSG00000004534,85.08465033980778,87.22805324325411
ENSG00000004660,44.215224996983956,51.928258334338686
ENSG00000004700,66.3007198294929,79.05255961716331
ENSG00000004766,64.38653637350706,66.81143684401013
ENSG00000004776,12.623155185587326,49.65214943499417
ENSG00000004777,60.57827643061084,57.74721518478304
ENSG00000004779,95.50810310853743,94.112679454699
ENSG00000004799,78.03916837575903,62.56886636908352
ENSG00000004809,39.63887883540435,64.28198013431455
ENSG00000004838,38.75819358989826,35.971367676036515
ENSG00000004846,42.89620782563237,45.39349338480718
ENSG00000004848,18.2128925885712,29.64973659870511
ENSG00000004864,91.43443117384486,84.72674629026422
ENSG00000004866,80.02573692041662,80.88229380303214
ENSG00000004897,87.27228857522017,91.86069891824506
ENSG00000004939,56.4885189206579,93.82716049382715
ENSG00000004961,77.07001246632082,71.73362287368802
ENSG00000004975,54.92017533277034,66.70688060481763
ENSG00000005001,67.53126633691238,17.955523384405033
ENSG00000005007,86.27498290907629,86.11010576265734
ENSG00000005020,54.38532995536253,80.57264647926972
ENSG00000005022,98.58446937708611,99.14344311738449
ENSG00000005059,37.539711263924076,83.48815699521455
ENSG00000005075,88.97735955282101,87.85941207222423
ENSG00000005100,68.42803715767886,57.06357823621667
ENSG00000005108,52.10117826838783,47.066393211887245
ENSG00000005156,66.44549000683637,68.93473277838099
ENSG00000005175,66.67873084811195,68.22696746692404
ENSG00000005187,85.91305746571761,90.6221096231954
ENSG00000005189,43.45116017211566,67.14923392447822
ENSG00000005194,83.50424257047493,90.93577834077291
ENSG00000005206,77.36759560863796,76.54723127035831
ENSG00000005238,44.09458318253107,48.542244742027584
ENSG00000005243,68.17871074114288,50.83443921663249
ENSG00000005249,74.16656613182128,88.79237543732657
ENSG00000005302,72.38106727791853,75.23223549282181
ENSG00000005339,90.73470865001809,84.35677805927536
ENSG00000005379,59.91474645111996,45.50609241162987
ENSG00000005381,14.943499416897895,98.42361362448224
ENSG00000005421,98.53219125748984,90.9558853098484
ENSG00000005436,76.35822576104879,75.96412916716933
ENSG00000005448,71.89850002010697,74.23895122049302
ENSG00000005469,74.49632042465919,81.42116057425504
ENSG00000005471,85.20127076044557,57.32899022801303
ENSG00000005483,93.19982305867214,97.4986930470101
ENSG00000005486,93.61804801544216,88.20927333413762
ENSG00000005513,14.943499416897895,40.189809788072544
ENSG00000005700,93.21590863393251,87.31652390718622
ENSG00000005801,78.54184260264607,82.64768568785941
ENSG00000005810,87.85941207222423,85.32995536252865
ENSG00000005812,77.84614147263441,71.9869706840391
ENSG00000005844,49.185667752442995,73.76040535649656
ENSG00000005882,78.42120078819319,71.56070293963887
ENSG00000005884,76.23758394659589,50.35589335263603
ENSG00000005889,72.61430811919412,81.47746008766639
ENSG00000005893,98.89009530703342,96.52149434994169
ENSG00000005961,45.05569630433908,92.38348011420759
ENSG00000005981,46.877387702577714,50.57707001246632
ENSG00000006007,79.41046366670687,87.92777576708087
ENSG00000006015,88.74411871154541,88.24948727228858
ENSG00000006016,28.696666264527288,33.16845618691438
ENSG00000006025,43.78895725258374,48.54626613584268
ENSG00000006042,85.07258615836248,93.30840069167974
ENSG00000006047,18.81208026702055,3.888687819198134
ENSG00000006062,78.66650581091406,58.72441388185145
ENSG00000006071,36.95258776692001,31.27840109381912
ENSG00000006116,24.16857682872884,9.800136727389713
ENSG00000006118,49.35054489886195,47.0060723046608
ENSG00000006125,86.62082277717457,91.29770378413158
ENSG00000006128,47.814372461495154,24.148469859653357
ENSG00000006194,74.97888768247074,76.17324164555434
ENSG00000006210,85.14094985321913,64.6680339405638
ENSG00000006282,91.4786665058109,67.46290264205574
ENSG00000006283,45.27687296416938,42.538303776088796
ENSG00000006327,98.02549563678771,62.85840672377046
ENSG00000006377,27.07604455704347,30.77572686693208
ENSG00000006432,66.98435677805928,52.21779868902562
ENSG00000006451,82.36216672698757,83.11014597659549
ENSG00000006453,91.3861744480637,67.59158724413882
ENSG00000006459,70.61969678690633,74.4641492741384
ENSG00000006468,67.5111593678369,57.5823380383641
ENSG00000006530,69.87573893111353,85.43451160172116
ENSG00000006534,70.74838138898943,62.74178630313266
ENSG00000006555,54.5220573450758,47.11867133148349
ENSG00000006576,65.37982064583585,79.12494470583505
ENSG00000006607,79.10081634294447,59.49652149434994
ENSG00000006611,73.51912172759079,32.76229541158966
ENSG00000006625,81.82329995576467,81.43322475570032
ENSG00000006634,59.42011501186312,70.1250653476495
ENSG00000006638,49.173603570997706,58.905376603530776
ENSG00000006652,89.97868661278,85.52700365946836
ENSG00000006659,23.187356737845338,24.29726143081192
ENSG00000006695,77.70539268910605,66.47363976354205
ENSG00000006704,57.035428479511,51.97249366630474
ENSG00000006712,82.53508666103671,81.5779949330438
ENSG00000006715,87.51759359794104,88.00418224956769
ENSG00000006740,49.89745445771504,40.92974625005027
ENSG00000006744,90.63417380464068,92.6891060441549
ENSG00000006747,58.72441388185145,51.739252825029155
ENSG00000006756,78.32870873044597,65.13451562311498
ENSG00000006757,74.56066272570074,73.58346402863233
ENSG00000006788,10.885913057465718,29.573330116218283
ENSG00000006831,87.2360960308843,65.70957493867374
ENSG00000006837,52.475167893191774,53.416174045924315
ENSG00000007001,22.905859170788595,39.44585193227973
ENSG00000007038,46.137451240599994,54.711062854385325
ENSG00000007047,54.071661237785015,45.01548236618812
ENSG00000007062,92.64889210600394,79.24156512647284
ENSG00000007080,81.81123577431939,83.78574013753168
ENSG00000007129,33.73145132102787,53.37193871395826
ENSG00000007168,84.65033980777737,76.49495315076206
ENSG00000007171,28.0250934974062,1.7774560662725702
ENSG00000007174,42.34527687296417,35.91908955644026
ENSG00000007202,74.42795672980255,81.4694173000362
ENSG00000007216,28.085414404632647,24.610930148389432
ENSG00000007237,43.44311738448546,77.24695379418507
ENSG00000007255,83.51228535810512,79.29384324606909
ENSG00000007264,39.39759520649857,71.55668154582379
ENSG00000007306,39.48606587043069,19.700808300156837
ENSG00000007312,18.848272811356416,98.30297181002936
ENSG00000007314,40.11340330558571,10.101741263521937
ENSG00000007341,66.5339606707685,60.77934612136566
ENSG00000007350,20.42465918687417,52.05694293642177
ENSG00000007372,47.150842482004265,41.561105079020386
ENSG00000007376,63.66670688060482,59.55684240157638
ENSG00000007384,76.49093175694695,58.672135762255195
ENSG00000007392,84.11147303655447,88.6556480476133
ENSG00000007402,37.21397836490127,28.189970643825152
ENSG00000007516,61.68013833594724,39.10001206418144
ENSG00000007520,86.27900430289138,86.90232034423131
ENSG00000007541,83.25491615393895,85.38625487594001
ENSG00000007545,54.851811637913706,48.04359190895565
ENSG00000007866,70.60763260546106,50.4885993485342
ENSG00000007908,49.012747818393855,69.07146016809426
ENSG00000007923,80.1544215224997,86.03369928017051
ENSG00000007933,96.36868138496803,51.095829814613744
ENSG00000007944,80.07801504001287,83.43990026943338
ENSG00000007952,25.077411830940605,18.94478626291873
ENSG00000007968,49.43097277516387,64.28600152812966
ENSG00000008018,98.44774198737282,98.89009530703342
ENSG00000008056,43.39083926488921,38.339968633128244
ENSG00000008083,59.424136405678205,82.94929022399164
ENSG00000008086,74.14243776893072,76.70808702296216
ENSG00000008118,22.51980536453935,68.68942775566012
ENSG00000008128,69.4695781557888,64.50717818795995
ENSG00000008130,91.29368239031649,89.63686813849681
ENSG00000008226,41.50480556560904,44.818434069248404
ENSG00000008256,52.937628181927856,60.433506253267375
ENSG00000008277,26.484899666224315,41.95118027908473
ENSG00000008282,95.7453653436281,94.90891543008807
ENSG00000008283,77.5324727550569,44.43640165681425
ENSG00000008294,87.88354043511481,84.14766558089035
ENSG00000008300,39.67507137974022,47.08247878714762
ENSG00000008311,81.83134274339487,65.57686894277556
ENSG00000008323,66.5218964893232,51.835766276591464
ENSG00000008324,73.41858688221338,72.8395061728395
ENSG00000008382,58.635943217919326,48.21249044918969
ENSG00000008394,99.66220291953191,97.10057505931556
ENSG00000008405,74.2711223710138,66.57819600273454
ENSG00000008438,5.593758796798971,77.22282543129448
ENSG00000008441,53.52073028511683,45.13612418064101
ENSG00000008513,91.19716893875417,93.19178027104195
ENSG00000008516,46.31439256846423,48.11597699762738
ENSG00000008517,97.49065025937989,80.79784453291511
ENSG00000008710,61.66807415450195,54.095789600675594
ENSG00000008735,45.85595367354325,34.31053203040174
ENSG00000008838,82.09675473519121,85.63155989866088
ENSG00000008853,51.20842884143644,54.47380061929464
ENSG00000008869,73.35022318735673,88.79639683114168
ENSG00000008952,91.24542566453533,86.19053363895927
ENSG00000008988,96.82309888607391,98.38742108014638
ENSG00000009307,96.75875658503237,98.0295170306028
ENSG00000009335,82.49085132907067,76.13302770740339
ENSG00000009413,86.6972292596614,89.23875015080228
ENSG00000009694,64.1171029878956,51.98857924156513
ENSG00000009724,98.43165641211243,84.17581533759602
ENSG00000009765,60.86379539148269,52.61189528290505
ENSG00000009780,61.635903003981184,58.22576104877951
ENSG00000009790,52.82502915510516,80.09007922145815
ENSG00000009830,62.275304620581494,54.97647484618169
ENSG00000009844,91.81646358627901,96.74669240358709
ENSG00000009950,99.19974263079582,64.83693248079786
ENSG00000009954,90.42103993244058,93.33655044838541
ENSG00000010017,71.30735512928781,71.95479953351833
ENSG00000010030,59.27132344070455,31.551855873245664
ENSG00000010072,60.48980576667873,52.51940322515784
ENSG00000010165,70.59154703020066,80.23484939880163
ENSG00000010219,65.93075159850405,73.09285398319058
ENSG00000010244,94.12474363614429,96.40487392930389
ENSG00000010256,98.80162464310129,99.21180681224112
ENSG00000010270,71.26714119113686,88.14895242691117
ENSG00000010278,93.95986648972534,95.61265934772992
ENSG00000010282,27.385691880805886,20.68604978485543
ENSG00000010292,67.62375839465959,91.16901918204849
ENSG00000010295,59.528692644870716,79.89303092451844
ENSG00000010310,50.04624602887361,50.613262556802184
ENSG00000010318,55.45904210399324,63.47770137129529
ENSG00000010319,19.057385289741426,10.07761290063136
ENSG00000010322,85.83262958941569,89.40764869103631
ENSG00000010327,85.90903607190252,81.26432621546627
ENSG00000010361,45.11199581775043,49.64812804117907
ENSG00000010379,51.18027908473077,14.802750633369527
ENSG00000010404,70.57546145494028,68.00981220090884
ENSG00000010438,66.37712631197972,32.62556802187638
ENSG00000010539,66.75111593678369,63.5782362166727
ENSG00000010610,74.50034181847428,93.92769533920456
ENSG00000010626,49.42695138134878,46.137451240599994
ENSG00000010671,10.113805444967227,90.69047331805203
ENSG00000010704,56.86250854546186,49.109261269956164
ENSG00000010803,87.17577512365786,74.21482285760244
ENSG00000010810,64.37849358587687,84.76293883460008
ENSG00000010818,87.53770056701653,68.45216552056942
ENSG00000010932,25.632364177423895,79.23754373265773
ENSG00000011007,84.09940885510917,86.27096151526119
ENSG00000011009,91.14086942534281,84.93183737483412
ENSG00000011021,81.80721438050428,72.93199823058673
ENSG00000011028,35.315880484175814,55.94965214943499
ENSG00000011052,58.52736558491173,63.71094221257088
ENSG00000011083,25.037197892789642,41.07853782120883
ENSG00000011105,59.70965536655005,53.319660594362006
ENSG00000011114,76.51103872602243,72.77114247798286
ENSG00000011132,67.15325531829333,70.28592110025335
ENSG00000011143,55.760646640125465,75.58611814855028
ENSG00000011198,76.62363775284513,79.01636707282745
ENSG00000011201,35.565206900711786,35.649656170828806
ENSG00000011243,85.20529215426068,93.84324606908756
ENSG00000011258,63.94820444766156,66.0795431696626
ENSG00000011260,81.30051875980215,86.50822375035187
ENSG00000011275,80.41179072666587,89.11408694253429
ENSG00000011295,91.97329794506776,88.84867495073793
ENSG00000011304,94.35798447741988,95.99469176016407
ENSG00000011332,37.38689829895041,32.480797844532916
ENSG00000011347,64.91736035709977,40.648248682993525
ENSG00000011376,61.08497205131298,67.24574737604053
ENSG00000011405,81.32866851650782,66.04737201914183
ENSG00000011422,74.68130454015362,77.69734990147586
ENSG00000011426,56.452326376322034,79.8246672296618
ENSG00000011451,60.461656009973055,54.03949008726424
ENSG00000011454,81.40507499899465,83.18253106526721
ENSG00000011465,47.13475690674388,99.08714360397313
ENSG00000011478,44.48063698878031,39.610729078698675
ENSG00000011485,75.70675996300318,81.55788796396831
ENSG00000011523,71.23497004061608,75.73088832589376
ENSG00000011566,79.25362930791813,67.50713797402179
ENSG00000011590,9.776008364499136,29.90308440905618
ENSG00000011600,51.453733864157314,86.65299392769535
ENSG00000011638,55.06092411629871,57.7954719105642
ENSG00000012048,63.22435356094422,72.13576225519766
ENSG00000012061,88.78433264969638,90.73873004383319
ENSG00000012124,42.44983311215667,77.0981622230265
ENSG00000012171,79.31797160895967,62.025978204045515
ENSG00000012174,63.57019342904251,73.6075923915229
ENSG00000012211,53.15478344794305,47.52483210680822
ENSG00000012223,24.15651264728355,84.4170989665018
ENSG00000012232,70.72425302609885,61.684159729762335
ENSG00000012504,95.95045642819801,91.88482728113564
ENSG00000012660,88.95323118993042,88.82052519403226
ENSG00000012779,63.546065066151925,92.93843246069088
ENSG00000012817,77.13837616117746,88.67575501668878
ENSG00000012822,85.40234045120039,89.88619455503277
ENSG00000012963,78.80323320062735,85.8286081956006
ENSG00000012983,77.47617324164555,84.39699199742631
ENSG00000013016,59.83029718100293,93.95182370209515
ENSG00000013275,92.74138416375116,93.84726746290264
ENSG00000013288,77.25499658181526,73.14915349660193
ENSG00000013293,52.22182008284071,43.567780592753444
ENSG00000013297,53.359874532512976,43.72461495154221
ENSG00000013306,95.73330116218281,98.85792415651264
ENSG00000013364,95.68102304258656,77.82603450355894
ENSG00000013374,84.13962279326014,76.37028994249407
ENSG00000013375,85.26159166767201,87.65834238146941
ENSG00000013392,56.08637953914827,48.59050146780874
ENSG00000013441,95.35931153737886,96.16761169421322
ENSG00000013503,79.56729802549563,70.19745043632123
ENSG00000013523,74.91052398761411,73.78453371938714
ENSG00000013561,80.93457192262838,81.84340692484014
ENSG00000013563,52.95773515100334,53.396067076848844
ENSG00000013573,82.08871194756102,78.90376804600474
ENSG00000013583,88.5470704146057,91.54703020066755
ENSG00000013588,61.84099408855109,55.21373708127237
ENSG00000013619,78.69063417380464,61.37853379981502
ENSG00000013725,46.63610407367194,46.22190051071701
ENSG00000013810,65.33558531386979,90.49744641492742
ENSG00000014123,80.45602605863192,82.85679816624442
ENSG00000014138,53.93091245425664,77.39976675915872
ENSG00000014164,80.70535247516789,67.54333051835766
ENSG00000014216,95.37941850645434,95.69308722403184
ENSG00000014257,42.78763019262477,48.658865162665386
ENSG00000014641,97.2815377809949,98.06168818112357
ENSG00000014824,85.76024450074395,91.51485905014678
ENSG00000014914,57.10379217436764,46.88543049020791
ENSG00000014919,70.08887280331363,81.81525716813448
ENSG00000015133,46.929665822173966,70.88108738488759
ENSG00000015153,66.05943620058711,61.65198857924157
ENSG00000015171,83.38360075602203,72.5097518800016
ENSG00000015285,28.45136124180641,46.73663891904935
ENSG00000015413,12.096352595809707,24.269111674106245
ENSG00000015475,87.22403184943902,92.19045321108295
ENSG00000015479,95.89013552097157,98.56436240801062
ENSG00000015520,91.73201431616198,67.37845337193872
ENSG00000015532,54.94430369566091,54.12796075119637
ENSG00000015568,92.58857119877749,78.79921180681224
ENSG00000015592,24.14444846583826,33.59874532512969
ENSG00000015676,89.14223669923996,83.29915148590501
ENSG00000016082,18.719588209273333,19.620380423854908
ENSG00000016391,96.00675594160936,77.99895443760806
ENSG00000016402,67.08891301725178,6.4342301041541
ENSG00000016602,0.0,38.13889894237343
ENSG00000016864,78.3005589737403,88.12884545783568
ENSG00000017260,75.80327341456548,84.4090561788716
ENSG00000017427,89.22266457554188,51.594482647685695
ENSG00000017483,28.925885711987775,87.64627820002413
ENSG00000017797,86.18651224514416,84.50154823661882
ENSG00000018189,89.32722081473439,71.77383681183899
ENSG00000018236,31.17786624844171,57.39735392286966
ENSG00000018280,58.22576104877951,57.05151405477138
ENSG00000018408,96.32444605300196,85.20127076044557
ENSG00000018510,86.19857642658945,81.10347046286243
ENSG00000018610,61.31017010495838,57.85177142397555
ENSG00000018625,36.8641171029879,27.44601278803233
ENSG00000018699,62.30747577110226,79.88498813688824
ENSG00000018869,44.61334298467849,41.19917963566172
ENSG00000019102,82.28576024450074,32.52503317649897
ENSG00000019144,76.40246109301484,67.90927735553143
ENSG00000019169,0.0,33.96469216230346
ENSG00000019186,21.06808219728958,25.194032251578395
ENSG00000019485,48.83178509671452,37.86544416294688
ENSG00000019505,56.69763139904291,27.952708408734466
ENSG00000019549,58.14533317247758,82.87288374150481
ENSG00000019582,98.71315397916918,99.85120842884143
ENSG00000019991,37.63220332167129,98.72119676679937
ENSG00000019995,85.21333494189086,69.10765271243012
ENSG00000020129,53.17086902320344,49.80496239996783
ENSG00000020181,16.515864398600556,48.84384927815981
ENSG00000020256,60.031366871757754,61.06084368842241
ENSG00000020426,66.38516909960993,70.5674186673101
ENSG00000020577,86.16640527606869,56.65741746089195
ENSG00000020633,43.101298910202274,56.41613383198617
ENSG00000020922,63.747134756906746,80.38766236377528
ENSG00000021300,75.37700567016527,51.23657859814211
ENSG00000021355,91.25748984598061,92.15828206056219
ENSG00000021461,56.35581292475972,43.41496762777979
ENSG00000021488,47.83447943057064,49.72051312985081
ENSG00000021574,65.6532754252624,62.89862066192142
ENSG00000021645,45.22057345075803,47.72188040374794
ENSG00000021762,43.977962761893274,58.121204809587
ENSG00000021776,85.22137772952105,87.53770056701653
ENSG00000021826,99.04290827200708,98.60859773997667
ENSG00000021852,98.0415812120481,92.54835726062653
ENSG00000022267,56.47243334539751,93.89954558249889
ENSG00000022277,92.76953392045682,95.84992158282061
ENSG00000022355,31.266336912373827,25.411187517593596
ENSG00000022556,47.09856436240801,50.814332247557005
ENSG00000022567,55.98584469377086,47.75807294808381
ENSG00000022840,91.88884867495074,96.11533357461695
ENSG00000022976,73.44271524510395,67.7323360276672
ENSG00000023041,81.47746008766639,88.08461012586962
ENSG00000023171,66.26050589134194,51.888044396187716
ENSG00000023191,97.90485382233483,98.23460811517272
ENSG00000023228,93.81509631238187,90.91969276551252
ENSG00000023287,89.22668596935698,90.41299714481039
ENSG00000023318,94.62339646921623,95.0858567579523
ENSG00000023330,96.67430731491535,82.5511722362971
ENSG00000023445,89.04974464149275,60.405356496561716
ENSG00000023516,71.69340893553706,77.13435476736237
ENSG00000023572,74.27916515864399,60.50589134193911
ENSG00000023608,63.176096835163065,78.2925161861101
ENSG00000023697,81.795150199059,88.04841758153376
ENSG00000023734,93.0188603369928,96.28423211485101
ENSG00000023839,97.59520649857241,63.97635420436723
ENSG00000023892,42.928378976153134,79.22950094502754
ENSG00000023902,46.487312502513376,72.06337716652592
ENSG00000023909,90.37278320665942,79.14907306872561
ENSG00000024048,85.90501467808743,90.38886878191981
ENSG00000024422,73.4949933647002,76.2335625527808
ENSG00000024526,45.437728716773236,71.62906663449552
ENSG00000024862,65.07821610970362,74.33546467205532
ENSG00000025039,68.99103229179234,62.71765794024209
ENSG00000025156,59.60107773354245,65.37579925202076
ENSG00000025293,81.63027305264005,88.7642256806209
ENSG00000025423,98.99063015241083,40.1335102746612
ENSG00000025434,75.1477862227048,67.55941609361805
ENSG00000025708,96.18771866328869,87.52563638557123
ENSG00000025770,86.02163509872521,84.43318454176217
ENSG00000025772,79.08070937386898,90.09128563960269
ENSG00000025796,93.07918124421924,92.05774721518478
ENSG00000025800,91.39019584187879,83.95866007158081
ENSG00000026025,95.32714038685809,99.4611332287771
ENSG00000026036,56.01801584429163,32.51296899505369
ENSG00000026103,66.33691237382877,61.04877950697711
ENSG00000026297,69.49370651867937,86.93047010093699
ENSG00000026508,73.41054409458319,87.50150802268067
ENSG00000026559,61.02465114408654,31.24622994329835
ENSG00000026652,61.46700446374713,67.22966180078015
ENSG00000026751,46.99400812321551,62.32356134636265
ENSG00000026950,60.61446897494671,67.26987573893112
ENSG00000027001,69.15993083202639,76.63570193429042
ENSG00000027075,55.796839184461334,67.84895644830499
ENSG00000027644,15.594965214943498,5.219769171995013
ENSG00000027697,92.70519161941529,91.55105159448264
ENSG00000027847,68.28326698033538,63.952225841476654
ENSG00000027869,31.02907467728315,44.6053001970483
ENSG00000028116,68.76583423814694,74.92660956287449
ENSG00000028137,72.02718462219005,87.48944384123537
ENSG00000028203,87.28435275666546,80.22278521735635
ENSG00000028277,44.06241203201029,57.12389914344311
ENSG00000028310,74.87031004946314,67.62777978847468
ENSG00000028528,91.53496601922227,92.60063538022278
ENSG00000028839,63.36912373828769,76.05662122491655
ENSG00000029153,76.46278200024128,47.93501427594805
ENSG00000029363,95.91828527767724,97.19708851087788
ENSG00000029364,83.88225358909398,80.53243254111875
ENSG00000029534,50.983230787791044,94.62339646921623
ENSG00000029639,65.57686894277556,68.24707443599952
ENSG00000029725,85.85273655849117,89.17842924357582
ENSG00000029993,74.76173241645554,83.35142960550127
ENSG00000030066,77.53649414887201,91.24140427072022
ENSG00000030110,61.57558209675473,63.80745566413319
ENSG00000030304,28.350826396429003,31.736839988740094
ENSG00000030419,43.71255077009691,62.22302650098525
ENSG00000030582,97.86866127799895,98.1501588450557
ENSG00000031003,63.373145132102785,65.23102907467728
ENSG00000031081,47.95512124502353,53.19499738609402
ENSG00000031691,37.88957252583746,47.40419029235533
ENSG00000031698,97.20513129850806,97.24936663047413
ENSG00000031823,77.13033337354727,79.43459202959747
ENSG00000032219,89.76555274057989,89.71327462098363
ENSG00000032389,63.08360477741585,75.82338038364097
ENSG00000032444,66.11171432018338,68.98298950416213
ENSG00000032742,75.43330518357662,65.37982064583585
ENSG00000033011,81.12759882575301,75.12767925362931
ENSG00000033030,78.94398198415571,75.96815056098444
ENSG00000033050,67.22564040696506,76.4346322435356
ENSG00000033100,59.47239313145937,51.05963727027788
ENSG00000033122,69.9079100816343,51.936301121968874
ENSG00000033170,86.41171029878956,84.13962279326014
ENSG00000033178,76.46680339405638,86.78569992359351
ENSG00000033327,58.80082036433828,73.96147504725138
ENSG00000033627,89.27896408895323,79.03647404190292
ENSG00000033800,86.45996702457072,91.8124421924639
ENSG00000033867,67.6076728193992,61.51526118952829
ENSG00000034053,48.12804117907267,54.37326577391723
ENSG00000034152,97.1689387541722,95.72525837455262
ENSG00000034239,33.09607109824265,21.574777817991716
ENSG00000034510,95.15422045280894,98.4598061688181
ENSG00000034533,55.05690272248361,57.57429525073391
ENSG00000034677,98.50404150078417,94.56709695580489
ENSG00000034693,78.22817388506856,68.52052921542607
ENSG00000034713,92.21860296778863,93.77488237423091
ENSG00000035115,89.13419391160976,70.2336429806571
ENSG00000035141,91.57517995737322,91.50279486870149
ENSG00000035403,84.49752684280372,94.41428399083122
ENSG00000035499,64.2337234085334,75.84348735271645
ENSG00000035664,60.007238508867175,55.76868942775566
ENSG00000035681,72.02316322837495,76.38637551775446
ENSG00000035687,72.58615836248843,78.0713395262798
ENSG00000035720,14.943499416897895,64.62379860859774
ENSG00000035862,65.83423814694173,70.05670165279287
ENSG00000035928,87.30848111955603,91.6033297140789
ENSG00000036054,81.96404873929303,86.1543410946234
ENSG00000036257,87.66236377528452,84.01495958499216
ENSG00000036448,51.160172115655286,48.10391281618209
ENSG00000036473,76.38637551775446,83.23883057867857
ENSG00000036530,62.44420316081553,73.64378493585878
ENSG00000036549,79.13298749346524,83.06993203844453
ENSG00000036565,32.3842843929706,33.79177222825432
ENSG00000036672,63.63855712389914,38.746129408452965
ENSG00000036828,63.67072827441992,47.94707845739333
ENSG00000037042,66.94414283990831,63.98439699199743
ENSG00000037241,67.2819399203764,77.01371295290947
ENSG00000037280,57.12792053725821,60.17211565528612
ENSG00000037474,82.338038364097,85.36614790686453
ENSG00000037637,74.30329352153457,81.60614468974947
ENSG00000037749,58.31423171271163,63.01121968874411
ENSG00000037757,63.59432179193308,64.93344593236016
ENSG00000037897,74.77781799171593,64.41870752402782
ENSG00000038002,79.84477419873728,72.73092853983191
ENSG00000038210,66.67068806048177,67.76450717818796
ENSG00000038219,91.28966099650138,92.39554429565288
ENSG00000038274,83.21068082197289,91.7038645594563
ENSG00000038295,29.91916998431656,31.86552459082318
ENSG00000038358,78.03514698194394,72.47355933566574
ENSG00000038382,84.42514175413199,76.73221538585273
ENSG00000038427,92.39152290183777,95.39952547552983
ENSG00000038532,82.92516186110106,74.42393533598745
ENSG00000038945,60.513934129569314,56.814251819680706
ENSG00000039068,96.69843567780593,84.88760204286805
ENSG00000039123,77.40780954678893,82.77637028994249
ENSG00000039139,72.14380504282785,39.437809144649535
ENSG00000039319,77.61290063135883,81.44931033096071
ENSG00000039523,78.63433466039329,87.48542244742028
ENSG00000039537,98.55631962038044,66.81947963164032
ENSG00000039560,73.65182772348896,87.2360960308843
ENSG00000039600,13.125829412474364,32.0625728877629
ENSG00000039650,75.91587244138819,73.80061929464753
ENSG00000039987,35.04242570474926,30.65508505247919
ENSG00000040199,72.33683194595247,64.24578758997869
ENSG00000040275,50.396107290786986,71.92262838299754
ENSG00000040341,72.87569871717537,73.93734668436079
ENSG00000040487,68.99505368560743,68.19479631640326
ENSG00000040531,69.14384525676599,60.04745244701814
ENSG00000040608,52.27409820243697,50.69369043310411
ENSG00000040633,71.29931234165761,56.23517111030684
ENSG00000040731,35.36413720995697,23.637752845136124
ENSG00000040933,57.06759963003177,63.8999477218804
ENSG00000041353,46.7848956448305,60.003217115052074
ENSG00000041357,95.70515140547714,97.57107813568183
