gen_name,mesenchymal stem cell of adipose
ENSMUSG00000002250,45.68369829683698
ENSMUSG00000002257,46.866180048661796
ENSMUSG00000002265,95.7956204379562
ENSMUSG00000002266,66.54987834549878
ENSMUSG00000002274,20.248175182481752
ENSMUSG00000002279,66.97323600973236
ENSMUSG00000002280,54.73479318734793
ENSMUSG00000002289,95.8978102189781
ENSMUSG00000002297,47.021897810218974
ENSMUSG00000002307,67.57177615571777
ENSMUSG00000002308,71.90267639902676
ENSMUSG00000002319,86.75425790754258
ENSMUSG00000002320,86.44282238442823
ENSMUSG00000002324,19.21654501216545
ENSMUSG00000002325,83.96593673965937
ENSMUSG00000002326,65.52798053527981
ENSMUSG00000002329,82.11678832116789
ENSMUSG00000002332,86.18491484184915
ENSMUSG00000002341,44.798053527980535
ENSMUSG00000002342,70.99270072992701
ENSMUSG00000002343,52.476885644768856
ENSMUSG00000002345,62.40875912408759
ENSMUSG00000002346,50.75425790754258
ENSMUSG00000002365,91.71289537712896
ENSMUSG00000002372,74.68126520681265
ENSMUSG00000002379,84.38929440389295
ENSMUSG00000002384,31.980535279805355
ENSMUSG00000002393,51.74695863746959
ENSMUSG00000002395,85.97566909975669
ENSMUSG00000002396,41.89294403892944
ENSMUSG00000002409,31.664233576642335
ENSMUSG00000002413,91.75182481751824
ENSMUSG00000002416,77.89294403892944
ENSMUSG00000002428,82.93917274939173
ENSMUSG00000002455,78.93430656934306
ENSMUSG00000002458,70.53041362530413
ENSMUSG00000002459,44.67639902676399
ENSMUSG00000002475,53.805352798053526
ENSMUSG00000002477,78.69586374695864
ENSMUSG00000002486,62.96350364963503
ENSMUSG00000002489,46.209245742092456
ENSMUSG00000002496,85.44525547445255
ENSMUSG00000002500,17.18734793187348
ENSMUSG00000002504,55.708029197080286
ENSMUSG00000002524,92.51094890510949
ENSMUSG00000002546,78.83698296836982
ENSMUSG00000002550,76.74939172749392
ENSMUSG00000002565,58.710462287104626
ENSMUSG00000002578,56.94403892944039
ENSMUSG00000002580,76.54501216545012
ENSMUSG00000002588,4.180048661800487
ENSMUSG00000002602,99.04622871046229
ENSMUSG00000002603,50.03406326034063
ENSMUSG00000002608,59.99513381995134
ENSMUSG00000002617,64.20924574209246
ENSMUSG00000002625,75.48418491484185
ENSMUSG00000002633,23.995133819951338
ENSMUSG00000002635,61.69829683698297
ENSMUSG00000002658,74.41362530413626
ENSMUSG00000002660,78.71532846715328
ENSMUSG00000002661,53.167883211678834
ENSMUSG00000002668,44.45255474452555
ENSMUSG00000002679,70.92944038929441
ENSMUSG00000002688,53.922141119221415
ENSMUSG00000002699,37.790754257907544
ENSMUSG00000002718,84.41362530413625
ENSMUSG00000002728,90.79318734793188
ENSMUSG00000002731,77.32846715328468
ENSMUSG00000002732,95.78588807785889
ENSMUSG00000002733,79.29440389294405
ENSMUSG00000002741,81.71776155717761
ENSMUSG00000002748,91.0559610705596
ENSMUSG00000002763,53.42092457420925
ENSMUSG00000002767,67.55231143552311
ENSMUSG00000002768,81.38199513381996
ENSMUSG00000002769,31.05109489051095
ENSMUSG00000002771,26.180048661800488
ENSMUSG00000002778,73.0948905109489
ENSMUSG00000002781,60.65693430656934
ENSMUSG00000002791,16.535279805352797
ENSMUSG00000002797,63.67883211678832
ENSMUSG00000002799,4.525547445255475
ENSMUSG00000002803,50.642335766423365
ENSMUSG00000002804,62.85158150851582
ENSMUSG00000002808,86.39902676399028
ENSMUSG00000002812,82.87104622871047
ENSMUSG00000002814,54.934306569343065
ENSMUSG00000002820,45.45012165450122
ENSMUSG00000002825,62.36009732360097
ENSMUSG00000002831,52.31630170316301
ENSMUSG00000002833,57.9367396593674
ENSMUSG00000002835,26.063260340632606
ENSMUSG00000002844,91.5036496350365
ENSMUSG00000002845,88.661800486618
ENSMUSG00000002846,58.141119221411195
ENSMUSG00000002847,99.17274939172749
ENSMUSG00000002870,47.22141119221411
ENSMUSG00000002871,77.29440389294405
ENSMUSG00000002881,82.13625304136252
ENSMUSG00000002885,54.49635036496351
ENSMUSG00000002897,85.88321167883211
ENSMUSG00000002900,98.28223844282239
ENSMUSG00000002908,41.25547445255474
ENSMUSG00000002910,44.19951338199513
ENSMUSG00000002930,12.369829683698297
ENSMUSG00000002944,75.338199513382
ENSMUSG00000002948,58.88564476885645
ENSMUSG00000002949,73.78102189781022
ENSMUSG00000002957,95.90267639902676
ENSMUSG00000002963,57.824817518248175
ENSMUSG00000002968,71.29440389294403
ENSMUSG00000002980,16.81751824817518
ENSMUSG00000002981,64.28223844282238
ENSMUSG00000002983,63.10948905109489
ENSMUSG00000002984,50.413625304136254
ENSMUSG00000002985,99.21167883211679
ENSMUSG00000002996,97.16788321167883
ENSMUSG00000002997,56.661800486618006
ENSMUSG00000003031,82.330900243309
ENSMUSG00000003032,99.3138686131387
ENSMUSG00000003033,88.34063260340632
ENSMUSG00000003037,88.46228710462287
ENSMUSG00000003038,95.01703163017031
ENSMUSG00000003039,92.08272506082726
ENSMUSG00000003053,2.9099756690997567
ENSMUSG00000003062,83.57177615571776
ENSMUSG00000003068,76.53041362530413
ENSMUSG00000003070,29.985401459854018
ENSMUSG00000003072,89.77128953771289
ENSMUSG00000003099,58.934306569343065
ENSMUSG00000003119,81.78588807785889
ENSMUSG00000003123,55.435523114355234
ENSMUSG00000003131,93.19221411192214
ENSMUSG00000003134,47.37712895377129
ENSMUSG00000003135,51.15328467153285
ENSMUSG00000003153,44.07299270072993
ENSMUSG00000003154,71.06569343065694
ENSMUSG00000003161,96.34549878345499
ENSMUSG00000003166,83.84914841849148
ENSMUSG00000003184,69.14355231143551
ENSMUSG00000003190,45.44038929440389
ENSMUSG00000003198,61.824817518248175
ENSMUSG00000003199,57.58150851581508
ENSMUSG00000003200,90.11192214111922
ENSMUSG00000003208,48.46228710462287
ENSMUSG00000003226,92.77372262773723
ENSMUSG00000003228,72.36009732360097
ENSMUSG00000003233,89.1338199513382
ENSMUSG00000003234,69.26520681265207
ENSMUSG00000003235,59.91727493917275
ENSMUSG00000003269,60.84184914841849
ENSMUSG00000003273,31.615571776155715
ENSMUSG00000003279,56.85644768856448
ENSMUSG00000003282,53.148418491484186
ENSMUSG00000003283,10.2676399026764
ENSMUSG00000003299,84.62773722627738
ENSMUSG00000003308,68.12165450121654
ENSMUSG00000003309,12.408759124087592
ENSMUSG00000003316,94.05839416058394
ENSMUSG00000003344,70.25304136253041
ENSMUSG00000003345,67.14355231143553
ENSMUSG00000003346,57.722627737226276
ENSMUSG00000003348,68.28710462287104
ENSMUSG00000003352,47.47445255474452
ENSMUSG00000003354,13.245742092457421
ENSMUSG00000003355,79.03649635036496
ENSMUSG00000003360,54.5352798053528
ENSMUSG00000003363,89.58637469586375
ENSMUSG00000003378,38.06812652068127
ENSMUSG00000003379,18.014598540145986
ENSMUSG00000003380,91.30900243309003
ENSMUSG00000003382,69.75182481751825
ENSMUSG00000003402,77.67883211678833
ENSMUSG00000003410,25.873479318734795
ENSMUSG00000003411,6.340632603406327
ENSMUSG00000003418,1.3917274939172748
ENSMUSG00000003420,97.85888077858881
ENSMUSG00000003421,73.67396593673966
ENSMUSG00000003423,72.78345498783455
ENSMUSG00000003429,98.75425790754258
ENSMUSG00000003435,77.53771289537713
ENSMUSG00000003436,21.333333333333336
ENSMUSG00000003437,78.18978102189782
ENSMUSG00000003438,72.12165450121655
ENSMUSG00000003444,65.83941605839416
ENSMUSG00000003452,81.49391727493918
ENSMUSG00000003458,91.02189781021897
ENSMUSG00000003464,89.1094890510949
ENSMUSG00000003469,25.59124087591241
ENSMUSG00000003476,30.36009732360097
ENSMUSG00000003477,98.83211678832117
ENSMUSG00000003500,51.47931873479319
ENSMUSG00000003518,92.20924574209246
ENSMUSG00000003526,55.187347931873475
ENSMUSG00000003527,62.81265206812652
ENSMUSG00000003528,67.71776155717761
ENSMUSG00000003531,62.06812652068127
ENSMUSG00000003534,48.515815085158145
ENSMUSG00000003541,86.40875912408758
ENSMUSG00000003545,99.03649635036497
ENSMUSG00000003546,46.277372262773724
ENSMUSG00000003549,68.6374695863747
ENSMUSG00000003559,71.2992700729927
ENSMUSG00000003573,52.131386861313864
ENSMUSG00000003575,69.81995133819952
ENSMUSG00000003581,58.632603406326034
ENSMUSG00000003585,5.9367396593673964
ENSMUSG00000003604,61.73722627737226
ENSMUSG00000003617,95.04622871046229
ENSMUSG00000003623,87.62043795620438
ENSMUSG00000003660,82.39902676399026
ENSMUSG00000003662,71.95133819951339
ENSMUSG00000003665,97.28953771289538
ENSMUSG00000003680,35.17274939172749
ENSMUSG00000003721,88.11678832116789
ENSMUSG00000003731,61.4014598540146
ENSMUSG00000003746,98.71532846715328
ENSMUSG00000003752,67.78588807785889
ENSMUSG00000003762,53.386861313868614
ENSMUSG00000003778,92.46228710462287
ENSMUSG00000003779,36.72506082725061
ENSMUSG00000003808,78.2676399026764
ENSMUSG00000003809,66.9683698296837
ENSMUSG00000003810,74.06326034063261
ENSMUSG00000003812,73.19221411192214
ENSMUSG00000003813,77.12408759124088
ENSMUSG00000003814,97.8102189781022
ENSMUSG00000003824,32.93917274939172
ENSMUSG00000003847,95.24574209245742
ENSMUSG00000003848,65.68856447688565
ENSMUSG00000003849,51.76642335766424
ENSMUSG00000003863,12.812652068126521
ENSMUSG00000003865,49.97080291970803
ENSMUSG00000003868,70.21411192214111
ENSMUSG00000003873,69.61557177615572
ENSMUSG00000003882,24.467153284671532
ENSMUSG00000003923,72.19951338199513
ENSMUSG00000003929,66.0632603406326
ENSMUSG00000003934,31.59124087591241
ENSMUSG00000003948,44.42335766423358
ENSMUSG00000003949,44.277372262773724
ENSMUSG00000003955,72.56934306569343
ENSMUSG00000003970,98.51094890510949
ENSMUSG00000003974,20.768856447688563
ENSMUSG00000003992,90.20437956204378
ENSMUSG00000004018,53.571776155717764
ENSMUSG00000004031,41.669099756691
ENSMUSG00000004032,83.02676399026764
ENSMUSG00000004035,55.591240875912405
ENSMUSG00000004038,13.406326034063259
ENSMUSG00000004040,95.68369829683698
ENSMUSG00000004043,70.62287104622871
ENSMUSG00000004044,99.7956204379562
ENSMUSG00000004054,40.79318734793188
ENSMUSG00000004056,88.87104622871045
ENSMUSG00000004069,75.78588807785887
ENSMUSG00000004070,83.82481751824817
ENSMUSG00000004071,85.18248175182481
ENSMUSG00000004085,95.51338199513381
ENSMUSG00000004096,85.7566909975669
ENSMUSG00000004098,98.55474452554745
ENSMUSG00000004099,67.14841849148418
ENSMUSG00000004100,59.51338199513382
ENSMUSG00000004105,98.19951338199513
ENSMUSG00000004110,59.742092457420924
ENSMUSG00000004113,31.902676399026763
ENSMUSG00000004127,67.79075425790754
ENSMUSG00000004151,62.798053527980535
ENSMUSG00000004187,23.00729927007299
ENSMUSG00000004207,95.22627737226277
ENSMUSG00000004221,72.7785888077859
ENSMUSG00000004233,62.7007299270073
ENSMUSG00000004263,44.81751824817518
ENSMUSG00000004264,77.84914841849148
ENSMUSG00000004266,39.96593673965937
ENSMUSG00000004267,59.16301703163017
ENSMUSG00000004268,86.72992700729927
ENSMUSG00000004270,79.35766423357664
ENSMUSG00000004285,91.15815085158151
ENSMUSG00000004317,89.48905109489051
ENSMUSG00000004319,85.20681265206814
ENSMUSG00000004328,30.184914841849146
ENSMUSG00000004347,32.36496350364963
ENSMUSG00000004356,66.20924574209246
ENSMUSG00000004359,39.04622871046229
ENSMUSG00000004360,51.82968369829683
ENSMUSG00000004364,89.10462287104622
ENSMUSG00000004371,38.004866180048666
ENSMUSG00000004383,69.9610705596107
ENSMUSG00000004393,62.87591240875913
ENSMUSG00000004394,84.15085158150852
ENSMUSG00000004415,42.65206812652068
ENSMUSG00000004446,49.62530413625304
ENSMUSG00000004451,87.12895377128955
ENSMUSG00000004455,90.41362530413626
ENSMUSG00000004460,85.63990267639903
ENSMUSG00000004462,66.07785888077858
ENSMUSG00000004473,63.844282238442815
ENSMUSG00000004500,49.367396593673966
ENSMUSG00000004508,71.45498783454988
ENSMUSG00000004530,90.02433090024331
ENSMUSG00000004535,97.72262773722628
ENSMUSG00000004542,36.78832116788321
ENSMUSG00000004552,16.10705596107056
ENSMUSG00000004558,84.08759124087591
ENSMUSG00000004561,68.7250608272506
ENSMUSG00000004562,79.63990267639902
ENSMUSG00000004565,56.74452554744526
ENSMUSG00000004567,67.82481751824817
ENSMUSG00000004568,68.25790754257908
ENSMUSG00000004591,89.54257907542579
ENSMUSG00000004609,41.693430656934304
ENSMUSG00000004610,94.79318734793188
ENSMUSG00000004626,24.62287104622871
ENSMUSG00000004630,31.88321167883212
ENSMUSG00000004631,97.34793187347933
ENSMUSG00000004633,43.5669099756691
ENSMUSG00000004637,70.330900243309
ENSMUSG00000004642,91.82968369829683
ENSMUSG00000004651,34.13625304136253
ENSMUSG00000004655,10.321167883211679
ENSMUSG00000004661,31.800486618004864
ENSMUSG00000004665,83.69829683698296
ENSMUSG00000004667,83.7080291970803
ENSMUSG00000004668,35.02676399026764
ENSMUSG00000004677,79.22627737226277
ENSMUSG00000004698,48.311435523114355
ENSMUSG00000004709,10.934306569343066
ENSMUSG00000004748,42.510948905109494
ENSMUSG00000004768,69.62530413625304
ENSMUSG00000004771,93.11435523114355
ENSMUSG00000004788,61.080291970802925
ENSMUSG00000004789,82.62773722627738
ENSMUSG00000004791,66.31630170316302
ENSMUSG00000004798,86.51094890510949
ENSMUSG00000004814,34.08272506082725
ENSMUSG00000004815,51.21654501216545
ENSMUSG00000004837,39.49878345498784
ENSMUSG00000004842,45.75182481751825
ENSMUSG00000004843,77.35279805352798
ENSMUSG00000004846,79.2214111922141
ENSMUSG00000004849,75.06082725060827
ENSMUSG00000004865,94.22384428223845
ENSMUSG00000004872,28.69586374695864
ENSMUSG00000004880,92.72992700729927
ENSMUSG00000004885,19.017031630170315
ENSMUSG00000004891,20.03406326034063
ENSMUSG00000004892,7.099756690997566
ENSMUSG00000004895,48.15571776155718
ENSMUSG00000004896,57.88321167883211
ENSMUSG00000004897,86.22871046228711
ENSMUSG00000004902,29.547445255474454
ENSMUSG00000004929,46.92457420924574
ENSMUSG00000004931,58.5985401459854
ENSMUSG00000004933,6.89051094890511
ENSMUSG00000004934,62.04866180048661
ENSMUSG00000004936,79.5912408759124
ENSMUSG00000004937,84.81751824817519
ENSMUSG00000004939,40.126520681265205
