gen_name,embryonic neural border stem cell
ENSMUSG00000001143,76.0264745504598
ENSMUSG00000001150,56.64499502137878
ENSMUSG00000001151,52.398523985239855
ENSMUSG00000001156,45.83260118315469
ENSMUSG00000001157,69.87055584841563
ENSMUSG00000001158,92.33878053066245
ENSMUSG00000001173,37.796520822351084
ENSMUSG00000001175,99.64271071282141
ENSMUSG00000001211,57.37714520002343
ENSMUSG00000001225,30.773736308791662
ENSMUSG00000001227,21.07421074210742
ENSMUSG00000001228,93.8616529022433
ENSMUSG00000001229,67.50424647103614
ENSMUSG00000001240,34.13576992912786
ENSMUSG00000001247,41.96684823991097
ENSMUSG00000001248,85.6322848942775
ENSMUSG00000001260,21.495929245006735
ENSMUSG00000001270,99.82428395712529
ENSMUSG00000001280,42.99771569144263
ENSMUSG00000001285,88.00445147308616
ENSMUSG00000001288,14.244713875710186
ENSMUSG00000001289,88.89474609031805
ENSMUSG00000001300,59.23973525449541
ENSMUSG00000001305,86.01886018860189
ENSMUSG00000001313,87.26644409301237
ENSMUSG00000001323,56.66842382709542
ENSMUSG00000001334,26.386692438352956
ENSMUSG00000001366,68.03139459966027
ENSMUSG00000001376,71.09471094710948
ENSMUSG00000001380,90.38247525332396
ENSMUSG00000001383,90.78076495050664
ENSMUSG00000001403,96.4739647396474
ENSMUSG00000001415,79.77508346512036
ENSMUSG00000001416,99.14484859134306
ENSMUSG00000001418,87.04972764013354
ENSMUSG00000001419,50.465647513617995
ENSMUSG00000001420,29.819012475839045
ENSMUSG00000001424,89.04703332747613
ENSMUSG00000001435,62.56076846482751
ENSMUSG00000001436,79.3065073507878
ENSMUSG00000001440,91.88777602061735
ENSMUSG00000001441,86.5635799215135
ENSMUSG00000001445,85.74942892286066
ENSMUSG00000001467,95.7066713524278
ENSMUSG00000001472,94.3126574122884
ENSMUSG00000001473,93.2876471621859
ENSMUSG00000001482,77.71920576348622
ENSMUSG00000001497,6.483921982076963
ENSMUSG00000001504,51.396942540853985
ENSMUSG00000001506,19.67433960053886
ENSMUSG00000001510,34.38762959058162
ENSMUSG00000001517,54.10882680255374
ENSMUSG00000001518,81.70795993674223
ENSMUSG00000001520,56.00656006560065
ENSMUSG00000001521,55.53798395126809
ENSMUSG00000001524,68.53511392256779
ENSMUSG00000001525,99.74814033854625
ENSMUSG00000001542,46.44760733321619
ENSMUSG00000001552,67.47496046389035
ENSMUSG00000001555,49.61049610496105
ENSMUSG00000001569,63.86692438352954
ENSMUSG00000001576,89.28717858607158
ENSMUSG00000001583,16.880454518830902
ENSMUSG00000001622,19.076905054764833
ENSMUSG00000001627,85.18713758566156
ENSMUSG00000001630,58.13858138581386
ENSMUSG00000001632,56.07098928132138
ENSMUSG00000001642,97.51068939260821
ENSMUSG00000001657,7.37421659930885
ENSMUSG00000001663,38.429098576700056
ENSMUSG00000001665,19.94377086628009
ENSMUSG00000001666,77.20962923914954
ENSMUSG00000001674,88.2328823288233
ENSMUSG00000001687,62.26790839336965
ENSMUSG00000001700,48.895917530603874
ENSMUSG00000001707,91.90534762490482
ENSMUSG00000001729,67.99625139108534
ENSMUSG00000001741,22.77865635799215
ENSMUSG00000001750,14.60786036431793
ENSMUSG00000001751,61.95747671762432
ENSMUSG00000001755,89.59175306038775
ENSMUSG00000001761,76.88748316054588
ENSMUSG00000001763,43.64200784864992
ENSMUSG00000001767,72.37158085866572
ENSMUSG00000001768,38.323668950975225
ENSMUSG00000001774,85.4155684413987
ENSMUSG00000001783,96.66139518538043
ENSMUSG00000001785,90.16575880044515
ENSMUSG00000001786,68.42968429684296
ENSMUSG00000001794,58.89416037017513
ENSMUSG00000001802,62.906343349147775
ENSMUSG00000001829,78.57435717214315
ENSMUSG00000001833,95.82381538101096
ENSMUSG00000001844,72.35400925437825
ENSMUSG00000001847,96.3919639196392
ENSMUSG00000001855,81.96567679962514
ENSMUSG00000001864,78.70321560358461
ENSMUSG00000001870,43.829438294382946
ENSMUSG00000001891,76.20804779476367
ENSMUSG00000001909,82.31710888537457
ENSMUSG00000001910,53.997539975399754
ENSMUSG00000001918,74.82574825748257
ENSMUSG00000001924,95.34352486382006
ENSMUSG00000001930,24.3718151467229
ENSMUSG00000001942,51.26808410941253
ENSMUSG00000001948,54.0326831839747
ENSMUSG00000001962,86.51086510865109
ENSMUSG00000001964,56.744567445674456
ENSMUSG00000001983,56.07684648275054
ENSMUSG00000001985,24.89310607391788
ENSMUSG00000001986,25.24453815966731
ENSMUSG00000001995,60.05974345457741
ENSMUSG00000001998,36.95308381655245
ENSMUSG00000001999,60.28231710888537
ENSMUSG00000002006,15.164294500087857
ENSMUSG00000002007,55.11626544836877
ENSMUSG00000002010,95.36109646810755
ENSMUSG00000002012,51.41451414514145
ENSMUSG00000002014,85.2105663913782
ENSMUSG00000002015,95.91753060387747
ENSMUSG00000002017,54.00339717682891
ENSMUSG00000002020,16.236162361623617
ENSMUSG00000002028,69.31997891407485
ENSMUSG00000002031,80.55994845662742
ENSMUSG00000002032,33.96591108768231
ENSMUSG00000002043,86.95015521583788
ENSMUSG00000002052,65.86423007087213
ENSMUSG00000002055,74.33960053886253
ENSMUSG00000002058,75.42318280325661
ENSMUSG00000002059,89.41603701751303
ENSMUSG00000002064,79.50565219937914
ENSMUSG00000002068,88.60774322028935
ENSMUSG00000002083,48.97791835061208
ENSMUSG00000002102,97.66883383119546
ENSMUSG00000002103,65.89351607801792
ENSMUSG00000002105,49.98535699642711
ENSMUSG00000002107,89.4746090318046
ENSMUSG00000002108,25.30311017395888
ENSMUSG00000002109,47.37890236045217
ENSMUSG00000002129,85.50928366426521
ENSMUSG00000002204,39.92854214256428
ENSMUSG00000002205,85.65571369999414
ENSMUSG00000002210,52.1993791366485
ENSMUSG00000002221,78.79107362502197
ENSMUSG00000002222,45.381596673109584
ENSMUSG00000002233,43.3022901657588
ENSMUSG00000002249,21.519358050723365
ENSMUSG00000002250,33.696479821941075
ENSMUSG00000002265,90.09547238329526
ENSMUSG00000002266,39.981256955426694
ENSMUSG00000002274,52.71481286241434
ENSMUSG00000002279,61.75833186903298
ENSMUSG00000002280,58.390441047267615
ENSMUSG00000002289,26.861125754114685
ENSMUSG00000002297,77.1862004334329
ENSMUSG00000002307,82.258536871083
ENSMUSG00000002308,86.84472559011304
ENSMUSG00000002319,80.29637439231536
ENSMUSG00000002320,74.89603467463246
ENSMUSG00000002325,50.635506355063555
ENSMUSG00000002326,79.55250981081238
ENSMUSG00000002329,84.67170385989574
ENSMUSG00000002332,80.7532361037896
ENSMUSG00000002341,90.57576290048614
ENSMUSG00000002342,79.25964973935453
ENSMUSG00000002343,64.13049844784162
ENSMUSG00000002345,69.80026943126573
ENSMUSG00000002346,25.96497393545364
ENSMUSG00000002365,34.867920107772505
ENSMUSG00000002372,94.34194341943419
ENSMUSG00000002379,95.90581620101915
ENSMUSG00000002384,12.417267029813155
ENSMUSG00000002393,81.85438997247115
ENSMUSG00000002395,79.69893984654132
ENSMUSG00000002396,45.21759503309319
ENSMUSG00000002409,37.57394716804311
ENSMUSG00000002413,57.570432847185614
ENSMUSG00000002416,93.46336320506062
ENSMUSG00000002428,51.95337667662391
ENSMUSG00000002455,88.30902594740233
ENSMUSG00000002458,79.57593861652902
ENSMUSG00000002459,31.880747378902363
ENSMUSG00000002475,23.13594564517074
ENSMUSG00000002477,96.09910384818134
ENSMUSG00000002486,65.29022433081474
ENSMUSG00000002489,48.98963275347039
ENSMUSG00000002496,71.16499736425935
ENSMUSG00000002504,57.629004861477185
ENSMUSG00000002524,98.33069759269021
ENSMUSG00000002546,36.40836408364084
ENSMUSG00000002550,85.97785977859779
ENSMUSG00000002565,12.20055057693434
ENSMUSG00000002578,38.446670180987525
ENSMUSG00000002580,94.86909154805834
ENSMUSG00000002602,22.854799976571194
ENSMUSG00000002603,31.75774614889006
ENSMUSG00000002608,62.98834416915597
ENSMUSG00000002617,44.81344813448134
ENSMUSG00000002625,86.45815029578867
ENSMUSG00000002635,81.70210273531306
ENSMUSG00000002658,84.66584665846658
ENSMUSG00000002660,94.38294382943829
ENSMUSG00000002661,68.8338311954548
ENSMUSG00000002668,20.05505769343408
ENSMUSG00000002679,79.09564809933813
ENSMUSG00000002688,27.593275932759326
ENSMUSG00000002699,22.643940725121535
ENSMUSG00000002718,87.08487084870849
ENSMUSG00000002728,89.28132138464242
ENSMUSG00000002731,85.12856557136999
ENSMUSG00000002732,31.61131611316113
ENSMUSG00000002733,65.88765887658876
ENSMUSG00000002741,57.2717155742986
ENSMUSG00000002748,83.44169155977275
ENSMUSG00000002763,54.55983131259884
ENSMUSG00000002767,89.83775552041234
ENSMUSG00000002768,91.23176946055175
ENSMUSG00000002771,7.4972178293211496
ENSMUSG00000002778,61.020324488959176
ENSMUSG00000002781,60.95003807180929
ENSMUSG00000002791,17.331459028876004
ENSMUSG00000002797,49.417208457798864
ENSMUSG00000002799,35.54149827212558
ENSMUSG00000002803,43.718151467228964
ENSMUSG00000002804,87.25472969015404
ENSMUSG00000002808,70.69642124992679
ENSMUSG00000002812,64.35307210214958
ENSMUSG00000002814,45.40502547882622
ENSMUSG00000002820,79.687225443683
ENSMUSG00000002825,87.40115972588298
ENSMUSG00000002831,30.83816552451239
ENSMUSG00000002833,87.16687166871668
ENSMUSG00000002835,83.70526562408482
ENSMUSG00000002844,92.72535582498682
ENSMUSG00000002845,74.17559889884613
ENSMUSG00000002846,75.18889474609031
ENSMUSG00000002870,96.02881743103146
ENSMUSG00000002871,62.771627716277166
ENSMUSG00000002881,30.3168745973174
ENSMUSG00000002897,38.23581092953787
ENSMUSG00000002900,34.80349089205178
ENSMUSG00000002908,49.80964095355239
ENSMUSG00000002910,69.61869618696187
ENSMUSG00000002948,62.86534293914367
ENSMUSG00000002949,85.84314414572717
ENSMUSG00000002957,82.15896444678734
ENSMUSG00000002963,76.75862472910443
ENSMUSG00000002968,89.71475429040005
ENSMUSG00000002980,26.029403151174368
ENSMUSG00000002981,91.89363322204652
ENSMUSG00000002983,38.36466936097933
ENSMUSG00000002984,96.49153634393487
ENSMUSG00000002985,57.18385755286124
ENSMUSG00000002996,76.10847537046799
ENSMUSG00000002997,72.09043519006619
ENSMUSG00000003031,60.62203479177649
ENSMUSG00000003032,43.431148597200256
ENSMUSG00000003033,97.21782932115035
ENSMUSG00000003037,93.11778832074035
ENSMUSG00000003038,99.64856791425058
ENSMUSG00000003039,95.20880923094946
ENSMUSG00000003062,89.93147074327887
ENSMUSG00000003068,64.82750541791133
ENSMUSG00000003070,69.95255666842382
ENSMUSG00000003072,95.95853101388157
ENSMUSG00000003099,89.86118432612898
ENSMUSG00000003119,64.47021613073274
ENSMUSG00000003123,90.69876413049845
ENSMUSG00000003131,95.079950799508
ENSMUSG00000003134,54.37240086686581
ENSMUSG00000003135,68.26568265682657
ENSMUSG00000003153,86.13014701575588
ENSMUSG00000003154,22.66151232940901
ENSMUSG00000003161,89.72646869325837
ENSMUSG00000003166,87.3133017044456
ENSMUSG00000003184,70.71985005564342
ENSMUSG00000003190,56.22327651847947
ENSMUSG00000003198,47.22661512329409
ENSMUSG00000003199,91.67105956773854
ENSMUSG00000003200,94.01979734083055
ENSMUSG00000003206,16.095589527323845
ENSMUSG00000003208,79.7165114508288
ENSMUSG00000003226,53.89796755110409
ENSMUSG00000003228,35.043636150647224
ENSMUSG00000003233,80.12065834944063
ENSMUSG00000003234,86.00714578574357
ENSMUSG00000003235,91.57148714344287
ENSMUSG00000003269,95.1326656123704
ENSMUSG00000003271,35.68207110642535
ENSMUSG00000003273,34.59263164060212
ENSMUSG00000003279,24.705675628184853
ENSMUSG00000003282,29.104433901481876
ENSMUSG00000003283,51.07479646225034
ENSMUSG00000003299,91.89949042347565
ENSMUSG00000003308,78.46307034498916
ENSMUSG00000003316,81.69038833245476
ENSMUSG00000003344,60.95589527323845
ENSMUSG00000003345,64.99150705792772
ENSMUSG00000003346,84.5135594213085
ENSMUSG00000003348,77.25648685058279
ENSMUSG00000003352,59.919170620277626
ENSMUSG00000003355,43.56586423007087
ENSMUSG00000003360,61.30732735898788
ENSMUSG00000003363,90.62847771334856
ENSMUSG00000003378,42.05470626134833
ENSMUSG00000003380,84.47841621273355
ENSMUSG00000003382,45.69202834885492
ENSMUSG00000003402,80.57166285948574
ENSMUSG00000003410,89.45118022608798
ENSMUSG00000003411,46.02588883031687
ENSMUSG00000003420,16.90388332454753
ENSMUSG00000003421,82.07696362677912
ENSMUSG00000003423,86.80372518010896
ENSMUSG00000003429,99.56656709424237
ENSMUSG00000003435,87.63544778304926
ENSMUSG00000003436,94.62308908803374
ENSMUSG00000003437,82.87940022257365
ENSMUSG00000003438,95.37866807239502
ENSMUSG00000003444,86.27071985005564
ENSMUSG00000003452,68.95097522403796
ENSMUSG00000003458,88.71903004744334
ENSMUSG00000003464,82.99068704972764
ENSMUSG00000003500,83.52954958121009
ENSMUSG00000003518,77.71334856205705
ENSMUSG00000003526,66.22737655947988
ENSMUSG00000003527,79.28307854507116
ENSMUSG00000003528,92.22749370350847
ENSMUSG00000003531,90.91548058337726
ENSMUSG00000003534,86.05400339717683
ENSMUSG00000003541,53.14238856674282
ENSMUSG00000003545,32.232179464651786
ENSMUSG00000003546,60.616177590347334
ENSMUSG00000003549,84.56627423417092
ENSMUSG00000003559,63.46863468634686
ENSMUSG00000003573,84.84741990277045
ENSMUSG00000003575,62.63105488197739
ENSMUSG00000003581,61.65875944473731
ENSMUSG00000003604,44.069583552978386
ENSMUSG00000003623,64.63421777074913
ENSMUSG00000003644,74.43331576172905
ENSMUSG00000003657,62.73062730627307
ENSMUSG00000003660,79.90394189656183
ENSMUSG00000003662,72.08457798863704
ENSMUSG00000003680,72.41843847009899
ENSMUSG00000003721,67.76196333391906
ENSMUSG00000003731,56.4107069642125
ENSMUSG00000003752,48.22233936625081
ENSMUSG00000003762,74.31617173314591
ENSMUSG00000003778,92.2919229192292
ENSMUSG00000003779,91.31377028055995
ENSMUSG00000003808,93.1939319393194
ENSMUSG00000003809,74.1111696831254
ENSMUSG00000003810,55.924559245592455
ENSMUSG00000003812,47.71862004334329
ENSMUSG00000003813,76.58876588765887
ENSMUSG00000003814,98.54155684413986
ENSMUSG00000003824,69.74169741697416
ENSMUSG00000003847,50.61793475077609
ENSMUSG00000003848,85.06413635564927
ENSMUSG00000003849,30.96702395595384
ENSMUSG00000003863,34.27048556199848
ENSMUSG00000003865,83.04340186259004
ENSMUSG00000003868,97.80940666549523
ENSMUSG00000003872,24.81110525390968
ENSMUSG00000003873,94.62894628946289
ENSMUSG00000003882,12.382123821238213
ENSMUSG00000003923,82.9965442511568
ENSMUSG00000003929,58.730158730158735
ENSMUSG00000003934,51.14508287940023
ENSMUSG00000003948,86.768581971534
ENSMUSG00000003949,34.334914777719206
ENSMUSG00000003955,98.47127042698999
ENSMUSG00000003970,98.70555848415627
ENSMUSG00000003992,92.56721138639958
ENSMUSG00000004018,71.92057634862063
ENSMUSG00000004031,27.558132724184386
ENSMUSG00000004032,97.16511450828794
ENSMUSG00000004035,57.46500322146078
ENSMUSG00000004040,64.31792889357465
ENSMUSG00000004054,52.7206700638435
ENSMUSG00000004056,78.68564399929714
ENSMUSG00000004069,85.23985239852398
ENSMUSG00000004070,85.10513676565337
ENSMUSG00000004071,90.31218883617407
ENSMUSG00000004085,47.27347273472734
ENSMUSG00000004096,89.12317694605517
ENSMUSG00000004099,84.60141744274586
ENSMUSG00000004100,87.68816259591168
ENSMUSG00000004105,58.01558015580156
ENSMUSG00000004110,22.392081063667778
ENSMUSG00000004113,43.32571897147543
ENSMUSG00000004127,60.493176360335035
ENSMUSG00000004151,54.38997247115328
ENSMUSG00000004187,40.151115796872254
ENSMUSG00000004207,86.06571780003515
ENSMUSG00000004221,68.19539623967668
ENSMUSG00000004233,51.70737421659931
ENSMUSG00000004263,46.88104023897382
ENSMUSG00000004264,98.44784162127335
ENSMUSG00000004267,34.41105839629825
ENSMUSG00000004268,94.31851461371757
ENSMUSG00000004270,83.8165524512388
ENSMUSG00000004285,92.49692496924969
ENSMUSG00000004317,50.125929830726875
ENSMUSG00000004319,85.96028817431032
ENSMUSG00000004356,61.59433022901658
ENSMUSG00000004359,15.750014643003574
ENSMUSG00000004360,55.50284074269314
ENSMUSG00000004364,80.47794763661922
ENSMUSG00000004366,94.22479939085106
ENSMUSG00000004371,23.99695425525684
ENSMUSG00000004383,28.758859017161598
ENSMUSG00000004393,90.08375798043696
ENSMUSG00000004394,90.97405259766883
ENSMUSG00000004415,38.95624670532419
ENSMUSG00000004446,82.42839571252856
ENSMUSG00000004451,79.49979499794998
ENSMUSG00000004455,95.2849528495285
ENSMUSG00000004460,89.55660985181281
ENSMUSG00000004462,73.39659110876823
ENSMUSG00000004473,24.61196040531834
ENSMUSG00000004500,36.23264804076612
ENSMUSG00000004508,37.392373923739235
ENSMUSG00000004530,97.05382768113395
ENSMUSG00000004535,90.2536168218825
ENSMUSG00000004542,4.0063257775434895
ENSMUSG00000004558,42.81614244713875
ENSMUSG00000004561,73.63673636736368
ENSMUSG00000004562,65.14965149651496
ENSMUSG00000004565,53.587535875358746
ENSMUSG00000004567,79.41779417794179
ENSMUSG00000004568,46.10788965032507
ENSMUSG00000004591,75.93861652902243
ENSMUSG00000004609,20.037486089146604
ENSMUSG00000004610,92.25677971065424
ENSMUSG00000004626,42.57599718854331
ENSMUSG00000004630,2.524453815966731
ENSMUSG00000004631,69.8881274527031
ENSMUSG00000004633,48.122766941955135
ENSMUSG00000004637,62.57248286768582
ENSMUSG00000004642,98.41855561412757
ENSMUSG00000004651,10.408246939612253
ENSMUSG00000004661,66.74866748667486
ENSMUSG00000004665,58.331869032976044
ENSMUSG00000004667,93.21150354360687
ENSMUSG00000004677,65.58308440227259
ENSMUSG00000004698,31.34774204884906
ENSMUSG00000004709,10.542962572482868
ENSMUSG00000004748,54.319686054003405
ENSMUSG00000004768,60.979324078955074
ENSMUSG00000004771,96.68482399109706
ENSMUSG00000004788,86.83301118725473
ENSMUSG00000004789,81.97739120248345
ENSMUSG00000004791,39.13196274819891
ENSMUSG00000004798,53.07795935102209
ENSMUSG00000004814,13.606278919932057
ENSMUSG00000004815,42.909857670005266
ENSMUSG00000004837,26.585837286944297
ENSMUSG00000004842,10.583962982486968
ENSMUSG00000004843,64.32964329643296
ENSMUSG00000004846,70.48556199847712
ENSMUSG00000004849,92.4676389621039
ENSMUSG00000004864,37.79066362092192
ENSMUSG00000004865,91.63591635916359
ENSMUSG00000004872,94.94523516663737
ENSMUSG00000004880,78.07649505066479
ENSMUSG00000004885,98.91056053417677
ENSMUSG00000004891,89.1876061617759
ENSMUSG00000004892,39.87582732970187
ENSMUSG00000004895,48.134481344813445
ENSMUSG00000004896,68.93926082117964
ENSMUSG00000004897,90.48204767761963
ENSMUSG00000004902,33.4739061676331
ENSMUSG00000004929,86.7275815615299
ENSMUSG00000004931,64.72793299361565
ENSMUSG00000004933,23.089088033737482
ENSMUSG00000004934,83.898553271247
ENSMUSG00000004936,86.6338663386634
ENSMUSG00000004937,96.14010425818545
ENSMUSG00000004939,10.45510455104551
ENSMUSG00000004945,91.4719147191472
ENSMUSG00000004947,64.4877877350202
ENSMUSG00000004952,40.80712235693785
ENSMUSG00000004961,42.17770749136063
ENSMUSG00000004980,99.29127862707199
ENSMUSG00000004988,57.44157441574416
ENSMUSG00000004994,58.83558835588356
ENSMUSG00000004996,75.59304164470217
ENSMUSG00000005034,50.87565161365899
ENSMUSG00000005043,25.830258302583026
ENSMUSG00000005054,84.83570549991214
ENSMUSG00000005057,59.983599835998355
ENSMUSG00000005069,71.31728460141744
ENSMUSG00000005078,93.59222163650209
ENSMUSG00000005087,24.77596204533474
ENSMUSG00000005089,65.14379429508581
ENSMUSG00000005102,51.525800972295436
ENSMUSG00000005103,92.02249165348796
ENSMUSG00000005125,42.65214080712236
ENSMUSG00000005142,73.19158905874772
ENSMUSG00000005150,80.48380483804837
ENSMUSG00000005161,99.58413869852984
ENSMUSG00000005198,83.03168745973174
ENSMUSG00000005204,70.67884964563932
ENSMUSG00000005225,46.7463246061032
ENSMUSG00000005233,89.01774732033034
ENSMUSG00000005251,5.429625724828677
ENSMUSG00000005262,89.61518186610438
ENSMUSG00000005267,47.88262168335969
ENSMUSG00000005268,23.528378140924268
ENSMUSG00000005299,81.84853277104199
ENSMUSG00000005312,91.05605341767703
ENSMUSG00000005338,43.729865870087266
ENSMUSG00000005354,97.26468693258361
ENSMUSG00000005360,68.50582791542202
ENSMUSG00000005362,73.30287588590171
ENSMUSG00000005364,18.07532361037896
ENSMUSG00000005370,78.047209043519
ENSMUSG00000005371,64.93879224506532
ENSMUSG00000005373,49.09506237919522
ENSMUSG00000005374,73.19744626017689
ENSMUSG00000005378,89.70303988754173
ENSMUSG00000005410,97.20025771686288
ENSMUSG00000005413,71.22356937855093
ENSMUSG00000005417,72.20757921864933
ENSMUSG00000005442,49.938499384993854
ENSMUSG00000005447,94.78123352662098
ENSMUSG00000005469,95.60709892813215
ENSMUSG00000005470,94.20722778656358
ENSMUSG00000005481,98.84027411702688
ENSMUSG00000005483,80.53066244948164
ENSMUSG00000005493,28.85257424002812
ENSMUSG00000005501,63.11134539916827
ENSMUSG00000005505,80.62437767234816
ENSMUSG00000005506,83.01997305687343
ENSMUSG00000005510,91.84677561061325
ENSMUSG00000005514,92.07520646635038
ENSMUSG00000005533,61.64704504187899
ENSMUSG00000005534,48.25162537339659
ENSMUSG00000005540,27.09541381128097
ENSMUSG00000005553,34.815205294910086
ENSMUSG00000005566,94.59380308088795
ENSMUSG00000005575,57.26000117144029
ENSMUSG00000005580,35.78164353072102
ENSMUSG00000005583,28.94043226146547
ENSMUSG00000005609,80.5365196509108
ENSMUSG00000005610,98.09640953552393
ENSMUSG00000005615,68.75768757687577
ENSMUSG00000005621,57.29514438001523
ENSMUSG00000005625,97.27640133544193
ENSMUSG00000005640,7.2746441750131785
ENSMUSG00000005656,95.68324254671118
ENSMUSG00000005667,91.33719908627657
ENSMUSG00000005672,61.92819071047854
ENSMUSG00000005674,61.29561295612957
ENSMUSG00000005682,69.28483570549992
