gen_name,protoplast
AT1G01010,90.3456729590586
AT1G01020,63.12331453787693
AT1G01030,40.73547438097573
AT1G01040,53.17970090708507
AT1G01050,86.30546702623192
AT1G01060,77.02378033831822
AT1G01070,17.85731797009071
AT1G01080,13.022799705810248
AT1G01090,76.55797989703359
AT1G01100,88.74724197107135
AT1G01110,37.85731797009071
AT1G01120,88.54130914439814
AT1G01130,31.85094385878892
AT1G01140,87.08506987006619
AT1G01160,54.3907820544251
AT1G01170,22.304486393723952
AT1G01180,54.17994606521206
AT1G01200,37.97989703358666
AT1G01210,40.02451581269919
AT1G01220,44.059818582986026
AT1G01225,35.788183378278994
AT1G01230,83.3243442020103
AT1G01240,73.6307918607502
AT1G01260,53.841627849963224
AT1G01290,32.19906839911743
AT1G01300,54.89580779602844
AT1G01320,21.32875704829615
AT1G01340,64.70703603824467
AT1G01350,88.1882814415298
AT1G01355,0.4707036038244668
AT1G01360,86.97229713164991
AT1G01370,26.712429517038487
AT1G01380,37.91125275802893
AT1G01420,8.654081882814415
AT1G01430,54.80264770777151
AT1G01440,49.50232900220642
AT1G01453,43.99607746996813
AT1G01470,98.77420936504045
AT1G01480,79.85290512380485
AT1G01490,73.85633733758274
AT1G01500,44.304976709977936
AT1G01510,63.157636675655795
AT1G01520,25.775925471929394
AT1G01540,72.18926207403776
AT1G01550,96.30791860750185
AT1G01560,34.51336111792106
AT1G01570,52.98847756803138
AT1G01580,58.87227261583722
AT1G01610,22.672223584211817
AT1G01620,99.77935768570728
AT1G01630,86.18779112527581
AT1G01640,34.75361608237313
AT1G01650,85.75631282177004
AT1G01660,56.29320911988233
AT1G01670,6.217210100514832
AT1G01680,58.67124295170385
AT1G01690,23.50085805344447
AT1G01695,5.1728364795292965
AT1G01710,67.93822015199804
AT1G01715,31.022309389556263
AT1G01720,99.69110075999019
AT1G01725,30.777151262564356
AT1G01730,78.151507722481
AT1G01740,9.149301299338074
AT1G01750,97.55332189262074
AT1G01760,14.886001470948763
AT1G01770,40.50012257906349
AT1G01780,88.43834273106154
AT1G01790,58.19563618533954
AT1G01800,90.09561166952685
