gen_name,memory B cell,naive B cell,plasmablast,transitional stage B cell
ENSG00000004700,82.16146670955291,92.20971373431972,70.6979736249598,81.67256352524927
ENSG00000004766,63.126407204889034,85.95046638790608,54.25538758443229,73.38694113862978
ENSG00000004777,0.0,41.370215503377295,38.745577356063045,26.902541009971053
ENSG00000004779,73.18752010292698,61.21582502412352,89.38565455130268,65.55162431650048
ENSG00000004809,44.95336120939209,36.59054358314571,22.656802830492122,37.64554519137987
ENSG00000004846,29.64940495336121,26.098423930524284,32.26117722740431,23.628176262463814
ENSG00000004848,10.39562560308781,0.0,36.680604696043744,0.0
ENSG00000004864,72.37697008684465,62.99131553554197,46.1434544869733,45.87970408491476
ENSG00000004866,27.24348665165648,0.0,59.49179800578964,0.0
ENSG00000004897,66.5680283049212,87.64232872306208,83.68607269218398,72.50562881955612
ENSG00000004939,33.978771309102605,42.984882598906395,31.103248633000963,42.0649726600193
ENSG00000004961,81.08716629141203,55.16886458668382,68.15696365390801,67.33354776455452
ENSG00000004975,50.92955934384046,63.03634609199099,60.82341588935349,79.00289482148601
ENSG00000005007,40.61756191701512,55.03377291733676,68.92891605017691,52.14538436796398
ENSG00000005020,94.87294950144741,96.02444515921518,89.84239305242843,94.56416854293985
ENSG00000005022,91.32840141524606,93.65069154068833,98.10228369250564,96.15953682856224
ENSG00000005059,92.82727565133484,92.18398198777741,91.86233515599871,73.95947249919588
ENSG00000005075,68.68446445802509,75.90865229977484,83.60244451592152,64.45159215181731
ENSG00000005100,46.021228690897395,42.373753618526855,37.96719202315857,39.00289482148601
ENSG00000005156,53.32904470890961,81.9877774203924,67.44934062399486,70.7944676744934
ENSG00000005175,48.19556127372145,63.467352846574464,74.21678996461884,91.193309745899
ENSG00000005187,41.67899646188485,54.44837568349952,37.40109359922805,61.56320360244452
ENSG00000005194,64.66387906079125,77.16950788034738,68.10550016082342,84.56095207462207
ENSG00000005206,82.54100997105178,90.36989385654552,73.97877130910261,66.465101318752
ENSG00000005238,0.0,0.0,58.75201029269862,12.158250241235123
ENSG00000005302,63.229334191058214,92.885172081055,78.71984560952075,96.7449340623995
ENSG00000005339,74.76358957864265,89.70086844644581,49.256995818591186,94.95657767770987
ENSG00000005379,32.40270183338694,33.18752010292699,15.226761016403989,34.293985204245736
ENSG00000005436,43.33869411386298,61.395947249919594,53.6056609842393,59.97426825345771
ENSG00000005448,59.74268253457703,82.1357349630106,76.75136699903507,92.2869089739466
ENSG00000005469,44.5030556449019,45.686715985847535,13.148922483113543,75.70279832743647
ENSG00000005471,14.28111933097459,87.89321325184946,0.0,94.6027661627533
ENSG00000005483,98.82277259568994,99.16371823737536,95.226761016404,98.9321325184947
ENSG00000005486,87.13412672885173,93.99807011900933,85.51945963332261,74.74429076873594
ENSG00000005513,0.0,12.061756191701512,28.337085879704084,13.374075265358638
ENSG00000005700,66.83821164361531,75.619170151174,93.16178835638469,86.52943068510776
ENSG00000005801,91.52138951431328,81.77549051141845,69.29559343840464,60.862013509166935
ENSG00000005810,91.9652621421679,96.94435509810229,83.98842071405596,91.48279189449984
ENSG00000005812,66.60019298809907,81.44741074300418,52.26117722740431,15.175297523319395
ENSG00000005844,87.64232872306208,72.62142167899647,84.34223222901255,45.04342232229013
ENSG00000005882,8.961080733354777,18.295271791572855,92.58282405918303,48.07976841428112
ENSG00000005884,38.404631714377615,30.543583145706016,42.92055323255066,34.62206497266002
ENSG00000005889,80.92634287552268,85.82824059183018,65.28144097780637,83.9562560308781
ENSG00000005893,84.54808620135091,88.69089739466067,84.5287873914442,94.11386297844966
ENSG00000005961,14.139594724991959,25.956899324541656,7.2241878417497585,13.129623673206819
ENSG00000005981,28.38854937278868,45.47442907687359,44.81183660340945,31.86233515599871
ENSG00000006007,89.10903827597298,81.91701511740109,64.43229334191058,77.29816661305887
ENSG00000006015,92.38340302348021,82.8111933097459,90.26053393374075,58.681247989707295
ENSG00000006025,63.62817626246381,44.052750080411705,80.07719523962689,78.44322933419106
ENSG00000006042,30.627211321968478,22.515278224509487,16.48761659697652,25.789642972016726
ENSG00000006062,80.20585397233837,90.80090061112898,59.44033451270505,83.9819877774204
ENSG00000006071,14.757156642007077,25.89900289482149,10.324863300096494,25.892569958185913
ENSG00000006118,27.81601801222258,29.61080733354777,15.734963010614344,35.6706336442586
ENSG00000006125,82.8111933097459,83.10067545834674,82.68896751366998,92.5120617561917
ENSG00000006194,88.7552267610164,42.34802187198456,39.75554840784818,59.652621421679
ENSG00000006210,25.751045352203285,37.00225152782245,31.695078803473788,33.72788678031522
ENSG00000006282,57.45899002894822,78.20521067867482,58.79704084914763,53.59279511096816
ENSG00000006283,19.408169829527182,30.434223222901252,21.807655194596336,20.12222579607591
ENSG00000006377,26.233515599871343,25.088452878739144,16.449018977163075,24.419427468639434
ENSG00000006432,56.8156963653908,42.16789964618848,20.553232550659377,76.48118366034095
ENSG00000006451,77.18237375361852,67.55870054679961,62.24509488581538,79.15728530073979
ENSG00000006453,19.58185911868768,21.633965905435833,18.809906722418784,62.71469926021229
ENSG00000006459,63.28723062077839,83.93052428433579,74.10099710517851,65.075587005468
ENSG00000006530,80.41814088131231,64.20070762302991,88.44644580250885,82.2901254422644
ENSG00000006534,30.106143454486972,31.289803795432615,67.75812158250241,47.095529109038274
ENSG00000006555,54.409778063686076,48.337085879704084,52.074622064972665,28.967513669990353
ENSG00000006576,88.27918944998392,56.5905435831457,74.54486973303312,91.41202959150853
ENSG00000006607,86.40077195239627,75.31682212930203,55.33612093920874,86.0469604374397
ENSG00000006625,59.32454165326472,70.83306529430685,49.09617240270183,73.78578321003538
ENSG00000006634,53.48986812479897,38.51399163718238,70.58861370215503,80.70762302991315
ENSG00000006638,15.825024123512382,74.48697330331296,29.996783531682215,64.64458025088453
ENSG00000006652,89.37278867803153,45.88613702155034,79.31810871662914,68.52364104213574
ENSG00000006659,16.198134448375683,42.62463814731425,30.408491476358957,21.280154390479254
ENSG00000006695,68.11836603409456,54.924412994532,83.3579929237697,82.87552267610164
ENSG00000006704,23.26149887423609,34.73142489546478,16.8156963653908,38.59761981344484
ENSG00000006712,91.53425538758442,76.23673206818913,81.67899646188485,85.75747828883885
ENSG00000006715,69.14120295915085,82.93985204245739,62.052106786748155,71.85590221936314
ENSG00000006740,30.247668060469607,28.523641042135733,29.096172402701832,24.07204889031843
ENSG00000006744,74.9758764876166,84.66387906079125,92.01029269861691,60.40527500804117
ENSG00000006747,56.48118366034095,58.61048568671598,56.22386619491798,58.668382116436156
ENSG00000006756,47.49437118044387,74.924412994532,47.71952396268897,45.9954969443551
ENSG00000006757,68.86458668382116,66.56159536828562,55.258925699581866,47.455773560630426
ENSG00000006831,28.710196204567385,54.750723705371506,69.76519781280155,48.36925056288195
ENSG00000006837,25.20424573817948,38.501125763911226,25.74461241556771,49.572209713734324
ENSG00000007001,19.871341267288518,46.96687037632679,0.0,44.43229334191059
ENSG00000007047,38.17947893213252,32.44773238983596,31.598584753940173,35.580572531360566
ENSG00000007080,59.84560952074622,58.03152138951432,74.67352846574461,43.879060791251206
ENSG00000007129,75.04663879060791,68.36925056288196,73.27114827918945,59.13155355419749
ENSG00000007168,68.53007397877131,82.35445480862013,68.2856223866195,81.79478932132518
ENSG00000007174,34.18462528144098,34.776455451913804,23.197169507880346,17.780636860726922
ENSG00000007202,35.1238340302348,70.67867481505307,72.83370858797042,70.47925377935027
ENSG00000007237,28.041170794467675,33.81794789321325,29.269861691862335,70.3763267931811
ENSG00000007255,70.85879704084915,69.64297201672564,83.41588935348987,65.73174654229655
ENSG00000007264,41.48600836281763,56.96365390800901,12.280476037311033,38.24380829848826
ENSG00000007312,99.44676744934063,99.59472499195883,93.89514313284015,99.71695078803474
ENSG00000007341,54.705693148922485,73.40623994853651,38.88710196204567,71.43776133805082
ENSG00000007372,14.712126085558058,25.577356063042778,32.35767127693792,36.35895786426504
ENSG00000007376,75.50981022836925,74.12672885172081,78.37246703119975,0.0
ENSG00000007392,93.20038597619813,95.85718880669025,70.76873592795111,88.71019620456738
ENSG00000007402,47.64232872306208,59.32454165326472,27.41074300418141,62.225796075908654
ENSG00000007516,86.09842393052428,0.0,31.843036346091992,0.0
ENSG00000007520,56.79639755548408,48.607269218398194,66.93470569314893,0.0
ENSG00000007541,15.812158250241234,36.05660984239305,57.46542296558379,59.24734641363783
ENSG00000007545,70.88452878739145,0.0,12.82084271469926,26.5680283049212
ENSG00000007923,72.46059826310712,53.72145384367965,70.44065615953683,91.2962367320682
ENSG00000007933,25.268575104535216,13.779350273399807,10.498552589256995,15.580572531360565
ENSG00000007944,59.29880990672242,50.90382759729817,41.717594081698294,74.66709552910903
ENSG00000007968,43.563846896108075,22.50241235123834,61.13862978449662,33.27114827918945
ENSG00000008018,93.06529430685107,93.92730781601801,98.4818269540045,95.45834673528466
ENSG00000008083,51.843036346091985,75.80572531360566,71.54068832422,52.9109038275973
ENSG00000008086,55.27179157285301,52.87873914441943,46.96043743969122,63.18430363460919
ENSG00000008128,82.95271791572854,74.56416854293985,68.63300096494049,77.45255709231265
ENSG00000008130,81.48600836281763,91.46349308459311,85.66098423930524,78.59118687680926
ENSG00000008226,37.066580894178195,57.35606304277903,20.392409134770023,30.71083949823094
ENSG00000008277,23.02991315535542,0.0,35.76712769379222,50.9938887101962
ENSG00000008282,98.16661305886137,98.31457060147957,66.99260212286909,98.42393052428433
ENSG00000008283,15.734963010614344,13.431971695078804,40.00643293663557,0.0
ENSG00000008294,33.69572209713734,58.09585075587006,48.02187198456095,31.135413316178834
ENSG00000008311,31.94596333226118,87.44290768735928,30.33129623673207,88.09263428755226
ENSG00000008323,9.803795432614988,15.297523319395303,19.150852364104214,24.998391765841106
ENSG00000008324,72.66001929880991,80.20585397233837,73.88871019620457,69.32132518494693
ENSG00000008394,33.20681891283371,50.743004181408814,31.752975233193954,48.87101962045674
ENSG00000008405,0.0,81.61466709552911,0.0,58.29527179157286
ENSG00000008513,53.174654229655836,86.767449340624,79.51109681569636,94.67996140238019
ENSG00000008516,0.0,0.0,43.274364747507235,0.0
ENSG00000008517,30.170472820842715,10.35059504663879,66.92183981987777,24.792537793502735
ENSG00000008710,50.80090061112899,59.78771309102605,45.20424573817948,18.108716629141203
ENSG00000008735,15.3232550659376,32.26761016403989,23.743969121904147,30.697973624959797
ENSG00000008838,73.59922804760373,78.45609520746221,75.85718880669026,71.95239626889676
ENSG00000008853,53.69572209713734,85.89900289482148,72.55065937600514,72.46703119974268
ENSG00000008869,85.11418462528144,96.30106143454486,68.91605017690576,95.20102926986169
ENSG00000008952,89.96461884850434,96.96365390800901,92.80154390479254,97.85139916371823
ENSG00000008988,98.55258925699582,98.65551624316501,96.21100032164684,94.87294950144741
ENSG00000009307,98.39819877774204,96.3911225474429,98.20521067867482,96.52621421678997
ENSG00000009335,63.60887745255709,65.80894178192345,66.6194917980058,63.81473142489546
ENSG00000009413,74.49340623994854,81.55033772917338,59.09295593438405,74.87938243808298
ENSG00000009694,11.495657767770988,0.0,0.0,32.422000643293664
ENSG00000009724,52.036024445159214,19.787713091026056,31.772274043100673,33.77935027339981
ENSG00000009765,37.00868446445803,32.1389514313284,21.50530717272435,36.8414281119331
ENSG00000009780,53.084593116757794,66.50369893856546,51.688645866838215,49.26986169186234
ENSG00000009790,98.2566741717594,98.9835960115793,97.99935670633644,97.94146027661628
ENSG00000009830,31.752975233193954,27.98970730138308,28.324220006432938,34.35831457060148
ENSG00000009844,73.01383081376649,75.78642650369893,78.79060791251207,74.75715664200708
ENSG00000009950,11.17401093599228,14.776455451913797,23.898359601157928,13.8308137664844
ENSG00000009954,94.74429076873592,81.7883563846896,69.35992280476037,51.058218076551945
ENSG00000010017,55.49051141846253,53.77935027339981,40.90061112898038,29.842393052428434
ENSG00000010030,52.04889031843037,0.0,33.04599549694435,0.0
ENSG00000010072,31.527822450948857,47.64232872306208,21.904149244129943,82.1421678996462
ENSG00000010165,0.0,0.0,63.85332904470891,70.2219363139273
ENSG00000010219,75.02733998070119,20.553232550659377,75.84432293341911,71.50852364104213
ENSG00000010244,93.84367963975555,96.65487294950145,92.70504985525892,94.96301061434545
ENSG00000010256,89.05114184625282,97.0923126407205,97.94146027661628,88.02830492119652
ENSG00000010270,50.543583145706016,43.13927307816018,73.14248954647796,52.319073657124484
ENSG00000010278,8.549372788678031,48.645866838211646,14.679961402380187,86.3428755226761
ENSG00000010292,56.92505628819556,0.0,63.776133805082026,72.1646831778707
ENSG00000010295,55.8700546799614,68.0862013509167,66.78031521389515,90.35702798327436
ENSG00000010310,24.689610807333548,32.24187841749759,54.87294950144741,45.98906400771952
ENSG00000010318,54.48054036667739,29.424252171116116,34.802187198456096,35.786426503698934
ENSG00000010319,0.0,0.0,45.558057253136056,0.0
ENSG00000010322,78.40463171437762,86.09199099388871,68.57510453522033,84.25217111611451
ENSG00000010361,35.40045030556449,16.30106143454487,6.870376326793181,37.0151174010936
ENSG00000010404,84.0270183338694,92.1389514313284,93.74075265358636,87.44934062399486
ENSG00000010539,56.28176262463814,29.263428755226762,55.18173045995497,51.206175619170146
ENSG00000010610,19.556127372145387,14.236088774525571,9.031843036346093,10.788034737857831
ENSG00000010626,67.4879382438083,17.49758764876166,45.583788999678355,0.0
ENSG00000010671,96.97651978128016,89.64297201672564,95.1495657767771,98.07011900932775
ENSG00000010704,63.66677388227726,64.48375683499518,23.77613380508202,29.642972016725633
ENSG00000010803,73.70858797040849,40.032164683177875,76.73850112576392,53.59922804760373
ENSG00000010810,82.68253457703442,76.20456738501126,39.4532003859762,63.75040205853972
ENSG00000010818,18.67481505307173,64.16854293985205,78.3596011579286,90.57574782888389
ENSG00000010932,11.334834351881634,0.0,20.93277581215825,29.327758121582505
ENSG00000011007,91.66291412029591,84.728208427147,88.9803795432615,57.51045352203281
ENSG00000011009,81.34448375683499,75.04020585397234,84.42586040527502,75.64490189771631
ENSG00000011021,82.9591508523641,57.34963010614346,68.2341588935349,26.5680283049212
ENSG00000011052,23.28079768414281,0.0,68.38211643615311,0.0
ENSG00000011114,36.648440012865876,79.36313927307816,59.99356706336443,77.60694757156642
ENSG00000011132,50.00321646831779,63.26149887423609,81.29945320038597,52.692183981987775
ENSG00000011143,57.51688645866838,18.128015439047925,81.2930202637504,14.911547121260856
ENSG00000011198,35.09166934705693,35.92795110968157,59.21518173045995,27.577999356706336
ENSG00000011243,24.200707623029913,91.32840141524606,81.89771630749438,76.44901897716308
ENSG00000011258,49.327758121582505,76.24959794146028,42.0907044065616,44.01415246059826
ENSG00000011260,67.74525570923127,69.0318430363461,82.41878417497588,40.302348021871985
ENSG00000011275,81.30588613702156,86.61305886137022,74.28755226761017,43.486651656481186
ENSG00000011295,90.33129623673207,93.46413637825668,71.77227404310067,86.33644258604053
ENSG00000011304,93.12319073657125,88.51077516886458,94.13959472499197,83.12640720488903
ENSG00000011332,22.2643936957221,29.018977163074943,37.233837246703125,27.854615632036023
ENSG00000011376,62.180765519459634,78.30170472820843,37.240270183338694,47.192023158571885
ENSG00000011405,51.82373753618526,68.7037632679318,78.21807655194596,53.64425860405275
ENSG00000011422,39.46606625924735,25.300739787713088,36.8671598584754,44.02058539723384
ENSG00000011451,11.495657767770988,33.96590543583146,63.40302348021872,43.02991315535542
ENSG00000011454,53.367642328723065,65.0498552589257,66.98616918623351,72.01029269861692
ENSG00000011465,24.187841749758764,40.527500804117075,24.020585397233837,43.08780958507559
ENSG00000011478,26.683821164361532,27.93824380829849,43.52524927629463,33.322611772274044
ENSG00000011485,34.39691219041492,42.40591830170472,72.26761016403988,56.62270826632357
ENSG00000011523,33.367642328723065,60.45030556449019,53.8565455130267,37.98005789642972
ENSG00000011566,0.0,46.13702155033773,45.60952074622065,31.765841106465103
ENSG00000011590,90.49211965262141,0.0,92.30620778385334,0.0
ENSG00000011638,67.97040849147636,58.526857510453524,36.68703763267932,47.475072370537156
ENSG00000012048,29.835960115792858,63.827597298166616,28.0347378578321,44.40656159536829
ENSG00000012061,73.7793502733998,63.66677388227726,82.11643615310389,27.558700546799614
ENSG00000012124,97.74847217754905,99.49179800578965,47.487938243808294,99.53039562560309
ENSG00000012171,0.0,15.760694757156642,0.0,17.16950788034738
ENSG00000012174,19.369572209713734,62.2643936957221,26.07912512061756,87.4364747507237
ENSG00000012211,13.026696687037633,33.856545513026695,48.31778706979736,38.72627854615632
ENSG00000012232,43.834030234802185,52.036024445159214,61.260855580572525,50.234802187198454
ENSG00000012660,97.45255709231265,96.86072692183983,86.83177870697973,95.54197491154713
ENSG00000012779,96.9379221614667,95.08523641042136,46.17561917015117,97.98005789642971
ENSG00000012817,14.898681247989707,0.0,15.07237053715021,14.32614988742361
ENSG00000012822,74.07526535863622,90.80733354776456,91.54712126085558,81.87841749758765
ENSG00000012963,78.9064007719524,52.15181730459955,65.68028304921197,65.51302669668704
ENSG00000012983,54.21035702798327,53.86297844966227,60.37954326149887,50.209070440656156
ENSG00000013016,94.83435188163398,21.267288517208105,96.07590865229977,57.381794789321326
ENSG00000013275,86.18205210678674,72.94950144741075,92.94306851077518,68.97394660662593
ENSG00000013288,45.776777098745576,76.93148922483114,50.890961724027015,67.87391444194274
ENSG00000013293,34.17175940816983,40.8941781923448,31.98456095207462,42.45738179478932
ENSG00000013297,45.91186876809263,45.287873914441946,34.23608877452557,46.503698938565456
ENSG00000013306,90.4213573496301,83.93695722097138,95.0016082341589,79.68478610485687
ENSG00000013364,89.14120295915086,64.06561595368285,96.53908009006112,49.25056288195561
ENSG00000013374,87.6358957864265,90.4470890961724,61.209392087487934,76.75136699903507
ENSG00000013375,57.64554519137987,78.55258925699582,74.42907687359279,87.22418784174975
ENSG00000013392,67.53940173689288,11.849469282727565,71.77870697973626,20.1736892891605
ENSG00000013441,95.3489868124799,98.0122225796076,85.0498552589257,88.52364104213574
ENSG00000013503,49.07044065615953,54.2039240913477,70.23480218719845,39.35027339980701
ENSG00000013523,31.926664522354454,73.90800900611129,64.41299453200386,82.07140559665488
ENSG00000013561,57.42039240913477,90.34416211000321,71.81087166291412,31.888066902541013
ENSG00000013563,53.29688002573174,18.128015439047925,81.62753296880025,58.66194917980058
ENSG00000013573,88.24702476680605,87.62946284979093,84.41942746863943,63.51238340302348
ENSG00000013583,45.583788999678355,29.630106143454487,37.83210035381151,55.42618205210679
ENSG00000013588,41.92344805403667,37.63911225474429,44.13637825667417,38.797040849147635
ENSG00000013619,90.05467996140239,37.20810550016082,15.226761016403989,0.0
ENSG00000013725,31.10968156963654,53.38050820199422,25.467996140238018,36.944355098102285
ENSG00000013810,45.5966548729495,49.63010614345449,60.0,57.52331939530395
ENSG00000014123,68.2084271469926,70.14474107430043,89.76519781280155,89.45641685429399
ENSG00000014138,87.86748150530718,50.27983274364748,39.67835316822129,39.523962688967515
ENSG00000014164,43.538115149565776,45.44869733033129,79.62688967513671,81.13219684786105
ENSG00000014216,83.55098102283692,97.11804438726278,92.57639112254743,89.58507558700546
ENSG00000014257,24.84400128658733,15.529109038275973,26.48440012865873,32.04245738179479
ENSG00000014641,93.09745899002894,91.2190414924413,94.62206497266001,90.58218076551945
ENSG00000014824,78.72627854615632,65.98263107108396,74.49340623994854,54.975876487616596
ENSG00000014919,60.91990993888711,54.45480862013509,76.30749437118044,77.92216146670955
ENSG00000015133,81.18366034094564,92.70504985525892,69.66870376326794,94.04310067545835
ENSG00000015153,41.280154390479254,52.01672563525249,53.103891926664524,60.43743969121904
ENSG00000015171,60.38597619813445,37.20810550016082,79.26021228690897,74.78288838854937
ENSG00000015285,49.61080733354776,54.023801865551626,46.90897394660662,43.37729173367642
ENSG00000015475,54.924412994532,62.63107108394982,89.9002894821486,19.67192023158572
ENSG00000015479,95.10453522032807,97.78706979736249,91.83017047282084,88.31135413316179
ENSG00000015520,16.307494371180447,14.596333226117721,12.08748793824381,29.91315535541975
ENSG00000015532,58.35316822129302,63.5574139594725,49.572209713734324,73.48986812479897
ENSG00000015568,55.291090382759734,74.53843679639756,52.60855580572531,40.86844644580251
ENSG00000015592,0.0,47.0890961724027,0.0,45.8218076551946
ENSG00000015676,96.08234158893535,88.22129302026374,74.70569314892248,93.27758121582502
ENSG00000016391,12.595689932454166,19.852042457381796,26.420070762302995,34.74429076873593
ENSG00000016864,56.78353168221293,42.59890640077195,89.1026053393374,66.13702155033772
ENSG00000017260,44.689610807333544,60.99067224187842,53.43840463171438,0.0
ENSG00000017427,27.674493406239947,25.725313605660983,86.05339337407526,12.492762946284978
ENSG00000017483,45.731746542296555,68.7809585075587,94.3518816339659,33.70215503377292
ENSG00000017797,59.871341267288514,84.58668382116437,59.53682856223866,91.70151174010937
ENSG00000018189,67.70665808941781,58.19877774203924,64.36796397555484,79.09295593438405
ENSG00000018236,15.947249919588291,0.0,0.0,15.574139594724992
ENSG00000018280,47.59729816661306,42.32872306207784,27.462206497266,31.85590221936314
ENSG00000018408,23.190736571244774,19.44033451270505,31.675779993567065,12.081055001608235
ENSG00000018510,41.974911547121266,75.63846896108073,44.08491476358958,55.11740109359923
ENSG00000018610,41.717594081698294,47.526535863621746,62.598906400771945,65.26857510453522
ENSG00000018625,22.959150852364104,11.07751688645867,6.870376326793181,30.31843036346092
ENSG00000018699,68.40141524605983,70.71727243486652,55.06593760051464,88.07333547764554
ENSG00000019144,44.03345127050498,45.2492762946285,32.3641042135735,48.806690254101
ENSG00000019485,11.334834351881634,16.140238018655516,18.140881312319074,16.65487294950145
ENSG00000019582,99.98070119009328,99.98713412672885,99.69765197812801,99.98713412672885
ENSG00000019995,9.385654551302668,50.36989385654551,51.3669990350595,15.464779671920232
ENSG00000020129,42.92055323255066,66.10485686715985,47.24348665165648,52.63428755226761
ENSG00000020256,52.788678031521385,41.4924412994532,65.32647153425539,69.96461884850434
ENSG00000020426,74.29398520424574,56.48118366034095,40.73335477645545,37.336764232872305
ENSG00000020577,48.66516564811836,60.1479575426182,41.447410743004184,25.628819556127375
ENSG00000020633,67.28208427146993,63.19073657124478,68.80025731746542,64.2779028626568
ENSG00000020922,81.7175940816983,67.35927951109682,51.43132840141524,90.82019942103571
ENSG00000021300,85.63525249276294,0.0,43.09424252171116,0.0
ENSG00000021355,87.04406561595368,74.14602766162753,62.79832743647476,88.47861048568672
ENSG00000021461,28.65873271148279,44.40012865873271,44.88903184303635,46.11128980379543
ENSG00000021488,27.835316822129304,36.616275329688,0.0,42.759729816661306
ENSG00000021574,45.931167577999354,44.32293341910582,50.16403988420714,72.10035381151496
ENSG00000021645,30.189771630749433,16.313927307816016,22.373753618526855,18.44322933419106
ENSG00000021776,92.90447089096172,92.82084271469925,71.5921518173046,84.43872627854616
ENSG00000021826,18.314570601479577,14.84078481826954,0.0,33.02026375040206
ENSG00000022267,53.16178835638469,79.72338372467031,0.0,70.08684464458025
ENSG00000022277,91.72724348665166,91.9652621421679,93.66355741395948,83.5316822129302
ENSG00000022355,10.36346091990994,17.465422965583787,0.0,0.0
ENSG00000022556,56.095207462206496,74.33258282405917,82.68253457703442,40.2251527822451
ENSG00000022840,90.53715020907043,77.58121582502412,92.44129945320039,96.21100032164684
ENSG00000022976,48.22129302026375,50.00964940495336,62.836925056288194,32.11965262142168
ENSG00000023041,59.02862656802831,90.30556449018977,83.14570601479575,66.72885172081054
ENSG00000023171,0.0,30.48568671598585,9.938887101962045,0.0
ENSG00000023191,97.2402701833387,96.34609199099388,97.51688645866838,78.27597298166613
ENSG00000023228,73.38694113862978,70.24123512383403,77.60694757156642,69.76519781280155
ENSG00000023287,75.96011579285944,96.71920231585719,80.56609842393053,89.96461884850434
ENSG00000023318,85.42939852042457,97.3882277259569,95.16886458668382,94.51270504985526
ENSG00000023330,74.12672885172081,73.86941138629784,68.13766484400129,60.75265358636217
ENSG00000023445,98.73914441942748,99.20874879382438,84.03988420714056,99.0286265680283
ENSG00000023516,75.0723705371502,81.25442264393695,67.81601801222259,24.567385011257638
