gen_name,"CD8-positive, alpha-beta T cell"
ENSG00000010072,57.25180059313656
ENSG00000010219,68.18952125406015
ENSG00000010244,88.78689450642565
ENSG00000010256,97.90989973167632
ENSG00000010270,56.18556701030928
ENSG00000010292,43.750882643694396
ENSG00000010295,67.73054653297557
ENSG00000010310,31.563338511509677
ENSG00000010318,42.93885044485242
ENSG00000010322,86.8803841265358
ENSG00000010361,40.72164948453608
ENSG00000010404,93.98390057901426
ENSG00000010539,55.528880101680556
ENSG00000010626,20.540884055924305
ENSG00000010704,14.89196441180624
ENSG00000010803,51.53933060302217
ENSG00000010810,98.2205903121028
ENSG00000010818,80.6030221720096
ENSG00000011007,74.77757378901285
ENSG00000011009,83.78760062138116
ENSG00000011021,25.448382996751874
ENSG00000011052,55.12639457703714
ENSG00000011114,64.48241773760768
ENSG00000011132,80.33469848891399
ENSG00000011143,49.03262251094478
ENSG00000011198,39.966106482135295
ENSG00000011243,61.439062279339076
ENSG00000011258,15.372122581556278
ENSG00000011260,89.25293037706538
ENSG00000011275,87.09221861319023
ENSG00000011295,85.94831238525632
ENSG00000011304,84.03474085581134
ENSG00000011332,15.753424657534246
ENSG00000011376,51.44753565880526
ENSG00000011405,61.28371698912582
ENSG00000011422,31.612766558395705
ENSG00000011451,77.54554441463071
ENSG00000011454,63.91752577319587
ENSG00000011465,20.773901991244177
ENSG00000011478,16.523089959045333
ENSG00000011485,63.571529444993644
ENSG00000011523,50.437791272419155
ENSG00000011590,58.74170314927271
ENSG00000011638,22.814574212681823
ENSG00000012048,26.88179635644683
ENSG00000012061,81.6127665583957
ENSG00000012124,12.992515181471543
ENSG00000012174,35.164524784634935
ENSG00000012211,26.444005084027676
ENSG00000012232,40.55924304476769
ENSG00000012660,95.13486795650333
ENSG00000012817,92.08445134867956
ENSG00000012822,51.3063126677023
ENSG00000012963,67.62462928964835
ENSG00000012983,44.97952266629007
ENSG00000013275,92.28922468577885
ENSG00000013288,91.79494421691852
ENSG00000013293,23.00522525067081
ENSG00000013297,24.424516311255474
ENSG00000013306,90.67928258720521
ENSG00000013364,91.93616720802147
ENSG00000013374,80.56065527467872
ENSG00000013375,18.231888151391047
ENSG00000013392,10.125688462081627
ENSG00000013441,97.23202937438215
ENSG00000013503,50.98149978816552
ENSG00000013523,35.63762180482983
ENSG00000013561,60.86710916537213
ENSG00000013563,36.25194181612766
ENSG00000013573,76.16862025137692
ENSG00000013588,28.986018923880806
ENSG00000013619,42.65640446264652
ENSG00000013725,92.22567433978251
ENSG00000013810,65.99350374240926
ENSG00000014123,73.72546250529585
ENSG00000014138,55.2393729699195
ENSG00000014164,69.79240220307867
ENSG00000014216,86.97217907075272
ENSG00000014257,5.747775737890128
ENSG00000014641,92.64228216353622
ENSG00000014824,68.08360401073294
ENSG00000014919,33.27919785341054
ENSG00000015133,86.42140940545121
ENSG00000015153,68.43666148849033
ENSG00000015171,45.1913571529445
ENSG00000015285,74.3821494139246
ENSG00000015475,90.63691568987431
ENSG00000015479,94.00508402767971
ENSG00000015520,4.271995480864285
ENSG00000015532,49.279762745374946
ENSG00000015568,79.45205479452055
ENSG00000015676,71.67066798474792
ENSG00000016391,18.493150684931507
ENSG00000016864,64.41886739161136
ENSG00000017260,42.15506284423104
ENSG00000017427,9.59610224544556
ENSG00000017483,67.1868380172292
ENSG00000017797,49.8517158593419
ENSG00000018189,57.97909899731676
ENSG00000018280,36.40728710634092
ENSG00000018408,1.7370427905663042
ENSG00000018510,39.337664171727155
ENSG00000018610,60.965965259144184
ENSG00000018699,57.611919220449096
ENSG00000019144,28.661206044344016
ENSG00000019485,18.02005366473662
ENSG00000019582,99.48453608247422
ENSG00000019995,64.4400508402768
ENSG00000020129,46.37056912865415
ENSG00000020256,52.972743962717125
ENSG00000020426,53.622369721790704
ENSG00000020577,18.952125406016098
ENSG00000020633,95.34670244315775
ENSG00000020922,43.369580567716426
ENSG00000021300,61.60852986866262
ENSG00000021355,91.07470696229346
ENSG00000021461,16.381866967942383
ENSG00000021488,24.311537918373112
ENSG00000021574,51.094478181047876
ENSG00000021645,8.80525349526903
ENSG00000021776,84.44428753000989
ENSG00000021826,16.24064397683943
ENSG00000022267,72.5886174269171
ENSG00000022277,91.0817681118486
ENSG00000022556,11.276655839570681
ENSG00000022840,89.2105634797345
ENSG00000022976,44.38638610365768
ENSG00000023041,77.94096878971897
ENSG00000023171,68.59906792825872
ENSG00000023191,98.44654709786754
ENSG00000023228,72.99816410111566
ENSG00000023287,87.69241632537778
ENSG00000023318,83.97825165937014
ENSG00000023330,73.81725744951278
ENSG00000023445,71.50120039542438
ENSG00000023516,16.784352492585793
ENSG00000023572,57.280045191357154
ENSG00000023608,62.00395424375088
ENSG00000023697,51.96299957633103
ENSG00000023734,95.26196864849598
ENSG00000023839,27.856234995057193
ENSG00000023892,91.80906651602882
ENSG00000023902,62.11693263663325
ENSG00000023909,54.27199548086429
ENSG00000024048,91.57604858070894
ENSG00000024422,9.377206609235984
ENSG00000024862,81.40799322129642
ENSG00000025039,49.816410111566164
ENSG00000025156,65.88758649908205
ENSG00000025293,90.90523937296992
ENSG00000025434,59.589041095890416
ENSG00000025708,83.58282728428188
ENSG00000025770,72.34147719248693
ENSG00000025772,78.13161982770795
ENSG00000025796,65.06849315068493
ENSG00000025800,76.60641152379607
ENSG00000026025,98.10761191922045
ENSG00000026103,89.5494986583816
ENSG00000026297,93.4260697641576
ENSG00000026508,98.34062985454032
ENSG00000026559,13.945770371416465
ENSG00000026652,49.61869792402203
ENSG00000026751,88.82220025420139
ENSG00000026950,87.72066092359836
ENSG00000027001,60.97302640869934
ENSG00000027075,94.8947888716283
ENSG00000027697,90.5309984465471
ENSG00000027847,52.181895212540596
ENSG00000027869,87.88306736336675
ENSG00000028116,51.69467589323542
ENSG00000028137,87.86894506425647
ENSG00000028203,55.309984465470976
ENSG00000028277,76.71232876712328
ENSG00000028310,84.50077672645106
ENSG00000028528,79.57915548651322
ENSG00000028839,79.54384973873746
ENSG00000029153,24.269171021042226
ENSG00000029363,95.67151532269453
ENSG00000029364,68.28131619827708
ENSG00000029534,32.54483829967519
ENSG00000029639,37.70653862448807
ENSG00000029725,87.19813585651744
ENSG00000029993,41.32890834627877
ENSG00000030066,78.01158028527044
ENSG00000030110,75.43426069764158
ENSG00000030582,63.46561220166643
ENSG00000031003,58.67109165372123
ENSG00000031698,94.96540036717977
ENSG00000031823,75.16593701454597
ENSG00000032219,87.176952407852
ENSG00000032389,69.30518288377347
ENSG00000032444,66.7278632961446
ENSG00000032742,66.74904674481006
ENSG00000033011,86.25194181612767
ENSG00000033030,84.36661488490326
ENSG00000033050,48.94788871628301
ENSG00000033100,49.05380595961022
ENSG00000033170,75.56842253918938
ENSG00000033178,65.40742832933202
ENSG00000033627,19.94068634373676
ENSG00000033800,74.81994068634373
ENSG00000033867,73.08995904533258
ENSG00000034053,41.08176811184861
ENSG00000034152,74.26210987148708
ENSG00000034239,36.0189238808078
ENSG00000034510,99.54102527891541
ENSG00000034533,76.56404462646519
ENSG00000034677,92.31040813444429
ENSG00000034693,52.98686626182742
ENSG00000034713,90.0861460245728
ENSG00000035115,51.93475497811043
ENSG00000035141,78.23753707103516
ENSG00000035403,54.80158169750035
ENSG00000035499,20.618556701030926
ENSG00000035664,32.38243185990679
ENSG00000035681,64.1434825589606
ENSG00000035687,63.74099703431718
ENSG00000035862,5.387657110577602
ENSG00000035928,71.47295579720378
ENSG00000036054,76.98771359977404
ENSG00000036257,80.27114814291767
ENSG00000036530,47.03431718683802
ENSG00000036549,73.9090523937297
ENSG00000036828,36.53438779833357
ENSG00000037042,15.993503742409265
ENSG00000037241,76.43694393447254
ENSG00000037280,26.57110577602034
ENSG00000037474,53.17045615026126
ENSG00000037637,78.60471684790284
ENSG00000037749,48.17116226521678
ENSG00000037757,55.959610224544555
ENSG00000037897,71.19757096455302
ENSG00000038002,67.66699618697925
ENSG00000038210,41.78082191780822
ENSG00000038219,74.81287953678859
ENSG00000038274,93.56023160570541
ENSG00000038358,82.14941392458692
ENSG00000038427,8.54399096172857
ENSG00000038532,40.6651602880949
ENSG00000038945,25.561361389634236
ENSG00000039068,32.671938991667844
ENSG00000039123,55.168761474368026
ENSG00000039139,1.355740714588335
ENSG00000039319,43.96977827990397
ENSG00000039523,58.36040107329473
ENSG00000039560,13.543284846773055
ENSG00000039650,83.65343877983335
ENSG00000039987,4.328484677305465
ENSG00000040199,37.268747352068914
ENSG00000040275,58.04264934331309
ENSG00000040341,51.278068069481705
ENSG00000040487,56.58099138539754
ENSG00000040531,45.81979946335263
ENSG00000040633,28.62590029656828
ENSG00000040731,14.263522101398108
ENSG00000040933,56.97641576048581
ENSG00000041357,95.77743256602174
ENSG00000041802,76.23923174692841
ENSG00000041880,70.81626888857507
ENSG00000041988,66.55133455726592
ENSG00000042062,27.997457986160146
ENSG00000042088,53.834204208445136
ENSG00000042286,13.070187826578167
ENSG00000042304,12.547662759497246
ENSG00000042317,36.054229628583535
ENSG00000042429,69.4111001271007
ENSG00000042445,50.091794944216915
ENSG00000042493,66.52308995904534
ENSG00000042753,86.71091653721226
ENSG00000042832,15.393306030221721
ENSG00000043039,9.560796497669822
ENSG00000043093,70.62561785058608
ENSG00000043143,69.42522242621098
ENSG00000043462,88.28555288801016
ENSG00000043514,42.084451348679565
ENSG00000044090,34.6702443157746
ENSG00000044115,54.10252789154074
ENSG00000044446,74.88349103234006
ENSG00000044459,24.904674481005507
ENSG00000044574,98.46773054653298
ENSG00000046604,9.64553029233159
ENSG00000046647,41.88673916113543
ENSG00000046651,82.49541025278916
ENSG00000046653,15.668690862872475
ENSG00000047056,81.90227369015676
ENSG00000047188,67.37042790566305
ENSG00000047230,9.836181330320576
ENSG00000047249,71.96017511650898
ENSG00000047315,74.46688320858635
ENSG00000047346,57.8802429035447
ENSG00000047365,80.67363366756109
ENSG00000047410,91.35009179494422
ENSG00000047578,12.166360683519278
ENSG00000047579,60.84592571670668
ENSG00000047621,43.34133596949584
ENSG00000047644,47.48623075836746
ENSG00000047662,41.08882926140376
ENSG00000047849,84.37367603445841
ENSG00000047932,61.184860895353765
ENSG00000048028,60.21748340629854
ENSG00000048052,27.178364637763032
ENSG00000048140,54.61799180906651
ENSG00000048162,77.20660923598362
ENSG00000048342,30.560655274678716
ENSG00000048392,38.680977263098434
ENSG00000048405,69.62999576331028
ENSG00000048471,70.20194887727722
ENSG00000048540,6.792825872051971
ENSG00000048544,69.65824036153086
ENSG00000048649,91.92204490891118
ENSG00000048707,63.09843242479876
ENSG00000048740,95.23372405027538
ENSG00000048828,58.07795509108883
ENSG00000048991,56.31266770230193
ENSG00000049167,50.40248552464342
ENSG00000049239,77.05832509532551
ENSG00000049245,76.59935037424093
ENSG00000049249,28.10337522948736
ENSG00000049449,32.56602174834063
ENSG00000049540,19.213387939556558
ENSG00000049541,75.35658805253496
ENSG00000049618,52.24544555853693
ENSG00000049656,60.556418584945625
ENSG00000049759,41.61841547803983
ENSG00000049769,30.82191780821918
ENSG00000049860,76.45106623358284
ENSG00000049883,41.07470696229346
ENSG00000050130,60.182177658522804
ENSG00000050327,41.92204490891117
ENSG00000050393,64.10817681118486
ENSG00000050405,35.89182318881514
ENSG00000050426,81.55627736195453
ENSG00000050438,30.772489761333144
ENSG00000050730,32.3541872616862
ENSG00000050748,72.31323259426634
ENSG00000051009,48.382996751871204
ENSG00000051108,96.82248270018358
ENSG00000051128,14.602457280045192
ENSG00000051180,50.56489196441181
ENSG00000051341,8.529868662618274
ENSG00000051382,41.47719248693688
ENSG00000051523,98.35475215365062
ENSG00000051596,67.43397825165937
ENSG00000051620,70.91512498234712
ENSG00000051825,75.38483265075554
ENSG00000052126,45.254907498940824
ENSG00000052344,16.26888857506002
ENSG00000052723,66.37480581838723
ENSG00000052749,68.6696794238102
ENSG00000052795,27.56672786329614
ENSG00000052802,60.040954667419854
ENSG00000052841,74.15619262815987
ENSG00000053108,21.783646377630276
ENSG00000053254,79.38850444852422
ENSG00000053371,91.03234006496258
ENSG00000053372,81.69750035305748
ENSG00000053501,67.58226239231747
ENSG00000053524,37.25462505295862
ENSG00000053702,21.437650049428047
ENSG00000053770,74.0714588334981
ENSG00000053900,67.90001412229911
ENSG00000054116,70.9857364778986
ENSG00000054118,91.39951984183024
ENSG00000054148,87.91837311114249
ENSG00000054219,29.699195028950715
ENSG00000054267,96.08812314644824
ENSG00000054277,39.12582968507273
ENSG00000054282,53.071600056489196
ENSG00000054392,39.94492303346985
ENSG00000054523,53.41759638469142
ENSG00000054611,61.42493998022878
ENSG00000054654,94.85242197429741
ENSG00000054690,6.369156898743116
ENSG00000054793,41.35009179494421
ENSG00000054965,45.56559807936732
ENSG00000054967,47.224968224827
ENSG00000054983,75.1094478181048
ENSG00000055044,96.7801158028527
ENSG00000055070,74.21974297415619
ENSG00000055130,85.49639881372687
ENSG00000055147,42.98121734218331
ENSG00000055163,94.83829967518712
ENSG00000055208,90.31210281033752
ENSG00000055211,53.74240926422822
ENSG00000055332,62.32170597373252
ENSG00000055483,95.81273831379748
ENSG00000055609,88.89987289930801
ENSG00000055732,21.352916254766278
ENSG00000055917,52.37960740008474
ENSG00000055950,79.96751871204633
ENSG00000055955,55.11227227792684
ENSG00000055957,29.77686767405734
ENSG00000056050,68.01299251518147
ENSG00000056097,80.32763733935884
ENSG00000056277,48.14997881655134
ENSG00000056558,91.49131478604717
ENSG00000056586,55.34529021324671
ENSG00000056972,53.80595961022454
ENSG00000057019,29.049569269877136
ENSG00000057252,62.17342183307443
ENSG00000057294,26.790001412229913
ENSG00000057608,87.44527609094762
ENSG00000057657,93.08713458551053
ENSG00000057663,81.35856517441039
ENSG00000057704,54.85100974438638
ENSG00000057757,81.13966953820082
ENSG00000057935,46.97782799039684
ENSG00000058063,58.699336251941816
ENSG00000058085,10.514051687614744
ENSG00000058262,93.11537918373111
ENSG00000058272,87.7418443722638
ENSG00000058335,21.755401779409688
ENSG00000058404,15.209716141787883
ENSG00000058453,46.63183166219461
ENSG00000058600,79.28964835475215
ENSG00000058668,85.15040248552465
ENSG00000058673,83.99237395848044
ENSG00000058729,65.167349244457
ENSG00000058799,61.29077813868098
ENSG00000058804,49.039683660499925
ENSG00000059122,56.43976839429459
ENSG00000059145,50.24714023443016
ENSG00000059377,30.370004236689734
ENSG00000059378,90.8558113260839
ENSG00000059573,47.874593983900574
ENSG00000059588,65.08967659935038
ENSG00000059691,39.39415336816834
ENSG00000059728,41.06764581273831
ENSG00000059758,73.66191215929953
ENSG00000059804,97.52859765569835
ENSG00000059915,35.65880525349527
ENSG00000060069,59.38426775879113
ENSG00000060138,65.23796074000848
ENSG00000060237,86.90156757520124
ENSG00000060339,90.5027538483265
ENSG00000060491,76.04151955938427
ENSG00000060688,89.97316763169044
ENSG00000060749,16.847902838582122
ENSG00000060762,70.08897048439486
ENSG00000060971,74.3397825165937
ENSG00000060982,34.211269594690016
ENSG00000061273,58.466318316621944
ENSG00000061656,3.565880525349527
ENSG00000061676,23.513628018641437
ENSG00000061794,86.54851009744387
ENSG00000061936,62.660641152379604
ENSG00000061938,61.24135009179494
ENSG00000061987,81.05493574353905
ENSG00000062038,7.739019912441745
ENSG00000062096,0.4589747210845926
ENSG00000062194,92.96709504307302
ENSG00000062282,18.24601045050134
ENSG00000062485,91.30066374805818
ENSG00000062582,90.19206326790001
ENSG00000062598,66.45247846349386
ENSG00000062650,48.34062985454032
ENSG00000062716,83.66756107894365
ENSG00000062725,43.59553735348115
ENSG00000063015,13.310266911453184
ENSG00000063046,85.05860754130772
ENSG00000063127,11.389634232453043
ENSG00000063169,67.00324812879536
ENSG00000063176,60.05507696653015
ENSG00000063177,99.66812597090806
ENSG00000063180,34.345431436237824
ENSG00000063241,45.092501059172434
ENSG00000063244,60.3304617991809
ENSG00000063245,37.84776161559102
ENSG00000063322,73.55599491597232
ENSG00000063587,33.01087417031493
ENSG00000063601,54.222567433978256
ENSG00000063761,18.98037000423669
ENSG00000063854,80.99138539754271
ENSG00000063978,95.51617003248128
ENSG00000064012,89.82488349103234
ENSG00000064102,61.93334274819941
ENSG00000064115,64.10111566162972
ENSG00000064199,18.33780539471826
ENSG00000064201,75.17299816410112
ENSG00000064205,19.919502895071318
ENSG00000064225,1.0803558819375794
ENSG00000064309,14.468295438497385
ENSG00000064313,67.68817963564469
ENSG00000064393,22.84987996045756
ENSG00000064419,62.50529586216636
ENSG00000064489,33.89351786470837
ENSG00000064490,58.205055783081484
ENSG00000064545,40.44626465188533
ENSG00000064547,77.83505154639175
ENSG00000064601,95.08543990961729
ENSG00000064607,40.03671797768677
ENSG00000064651,39.76839429459116
ENSG00000064666,98.31238525631973
ENSG00000064687,82.52365485100974
ENSG00000064692,4.067222143765005
ENSG00000064703,71.08459257167067
ENSG00000064726,61.79918090665161
ENSG00000064763,31.66219460528174
ENSG00000064787,8.374523372405028
ENSG00000064886,61.064821352916255
ENSG00000064932,21.63536223697218
ENSG00000064933,73.76076825307159
ENSG00000064961,71.83307442451631
ENSG00000064989,14.454173139387091
ENSG00000064995,66.67137409970343
ENSG00000065000,73.89493009461941
ENSG00000065029,57.06114955514758
ENSG00000065057,76.24629289648355
ENSG00000065060,75.46956644541731
ENSG00000065135,86.1672080214659
ENSG00000065150,58.558113260838866
ENSG00000065154,73.09702019488773
ENSG00000065183,31.937579437932495
ENSG00000065243,56.16438356164384
ENSG00000065268,89.56362095749188
ENSG00000065308,17.61050699053806
ENSG00000065328,24.036153085722354
ENSG00000065357,95.24078519983054
ENSG00000065361,21.684790283858213
ENSG00000065413,91.56898743115379
ENSG00000065427,93.55317045615026
ENSG00000065457,59.68789718966248
ENSG00000065485,14.305888998728994
ENSG00000065491,33.94294591159441
ENSG00000065518,87.63592712893659
ENSG00000065526,69.28399943510803
ENSG00000065534,33.21564750741421
ENSG00000065548,92.57167066798475
ENSG00000065559,92.45869227510238
ENSG00000065600,45.466741985595256
ENSG00000065613,62.801864143482554
ENSG00000065615,72.83575766134727
ENSG00000065621,31.31619827707951
ENSG00000065665,62.05338229063692
ENSG00000065675,88.99872899308008
ENSG00000065717,9.257167066798475
ENSG00000065802,74.0997034317187
ENSG00000065809,92.52224262109871
ENSG00000065882,71.79070752718543
ENSG00000065883,73.95141929106059
ENSG00000065911,59.002965682813155
ENSG00000065923,65.82403615308571
ENSG00000065970,46.58946476486372
ENSG00000065978,87.98898460669396
ENSG00000065989,65.05437085157465
ENSG00000066027,79.88278491738456
ENSG00000066044,76.38045473803136
ENSG00000066056,16.346561220166645
ENSG00000066084,70.73859624346844
ENSG00000066117,89.98022878124559
ENSG00000066135,36.95099562208728
ENSG00000066136,84.01355740714588
ENSG00000066230,79.50854399096173
ENSG00000066279,48.40418020053664
ENSG00000066294,93.77912724191498
ENSG00000066322,95.60090382714306
ENSG00000066379,81.97288518570824
ENSG00000066382,14.178788306736337
ENSG00000066405,8.755825448382996
ENSG00000066422,77.03714164666007
ENSG00000066427,48.83491032340065
ENSG00000066455,47.39443581415054
ENSG00000066468,8.33921762462929
ENSG00000066557,37.03572941674905
ENSG00000066583,75.62491173563056
ENSG00000066629,17.72348538342042
ENSG00000066651,39.42945911594408
ENSG00000066654,79.72037847761617
ENSG00000066697,41.244174551617
ENSG00000066739,75.68140093207174
ENSG00000066777,49.13147860471685
ENSG00000066813,23.17469283999435
ENSG00000066827,31.704561502612627
ENSG00000066855,38.35616438356164
ENSG00000066923,32.269453467024434
ENSG00000066926,63.966953820081905
ENSG00000066933,38.30673633667561
ENSG00000067048,81.9093348397119
ENSG00000067057,81.35150402485525
ENSG00000067064,94.83123852563197
ENSG00000067066,96.87191074706962
ENSG00000067082,93.39076401638187
ENSG00000067113,40.43920350233018
ENSG00000067141,20.321988419714728
ENSG00000067167,89.64835475215365
ENSG00000067182,57.90848750176528
ENSG00000067208,25.229487360542297
ENSG00000067221,50.557830814856665
ENSG00000067225,94.28046886033046
ENSG00000067248,82.05055783081485
ENSG00000067334,95.54441463070188
ENSG00000067365,32.135291625476626
ENSG00000067369,49.378618839147016
ENSG00000067533,49.20915124982347
ENSG00000067560,97.91696088123146
ENSG00000067596,82.48128795367886
ENSG00000067601,26.599350374240927
ENSG00000067606,57.66840841689027
ENSG00000067646,34.52196017511651
ENSG00000067704,75.85792967095043
ENSG00000067798,26.73351221578873
ENSG00000067829,95.0289507131761
ENSG00000067836,66.60782375370711
ENSG00000067900,87.31817539895495
ENSG00000067955,49.51278068069482
ENSG00000067992,85.79296709504307
ENSG00000068001,54.21550628442311
ENSG00000068024,50.15534529021325
ENSG00000068028,88.60330461799181
ENSG00000068079,86.72503883632255
ENSG00000068097,71.64242338652733
ENSG00000068120,92.59285411665019
ENSG00000068137,13.96695382008191
ENSG00000068305,61.25547239090524
ENSG00000068308,79.81923457138822
ENSG00000068323,34.1053523513628
ENSG00000068354,58.035588193757945
ENSG00000068366,38.00310690580426
ENSG00000068394,55.71953113966954
ENSG00000068400,69.93362519418162
ENSG00000068438,94.0474509250106
ENSG00000068489,35.67998870216071
ENSG00000068650,60.71176387515887
ENSG00000068654,48.66544273407711
ENSG00000068697,86.52732664877843
ENSG00000068724,51.052111283717
ENSG00000068745,90.77813868097726
ENSG00000068784,50.416607823753715
ENSG00000068796,66.33243892105635
ENSG00000068831,83.7946617709363
ENSG00000068878,85.96243468436661
ENSG00000068885,45.79155486513204
ENSG00000068903,81.82460104505014
ENSG00000068912,78.38582121169327
ENSG00000068976,37.1628301087417
ENSG00000069011,5.768959186555572
