gen_name,embryonic stem cell
ENSG00000000003,96.81868109515479
ENSG00000000005,37.79748586306496
ENSG00000000419,87.80765631992189
ENSG00000000457,68.23562914446117
ENSG00000000460,86.55058785240634
ENSG00000000971,31.426711687889018
ENSG00000001036,80.69647288556202
ENSG00000001084,78.10097229567552
ENSG00000001167,75.85126723892436
ENSG00000001460,69.46828851552011
ENSG00000001461,66.46596965135674
ENSG00000001497,90.0248159147309
ENSG00000001561,57.072535698303575
ENSG00000001617,38.48907692933567
ENSG00000001626,44.428623733778124
ENSG00000001629,88.66197469590334
ENSG00000001630,98.66563606037182
ENSG00000001631,78.84951792034498
ENSG00000002016,82.38883690655385
ENSG00000002079,16.813799275863474
ENSG00000002330,55.38017167731174
ENSG00000002549,89.06879297018023
ENSG00000002586,71.19726618119687
ENSG00000002587,49.86778406086002
ENSG00000002726,41.788373133721166
ENSG00000002745,27.663642650827875
ENSG00000002746,58.66319515072617
ENSG00000002822,58.97237703917661
ENSG00000002834,86.89231520279891
ENSG00000002919,68.55294739839714
ENSG00000002933,21.5573003539319
ENSG00000003056,93.45429396688499
ENSG00000003096,56.051421829868595
ENSG00000003137,13.054798421545097
ENSG00000003147,68.06883365200764
ENSG00000003249,61.27903665432651
ENSG00000003393,84.99654204466864
ENSG00000003400,87.85240633009235
ENSG00000003402,93.97095317521664
ENSG00000003436,94.68288515520116
ENSG00000003509,86.43667873560881
ENSG00000003756,94.53236239371873
ENSG00000003987,58.252308693706524
ENSG00000003989,58.53301330295757
ENSG00000004059,77.93010862047923
ENSG00000004139,47.04446523737846
ENSG00000004142,79.78519995118181
ENSG00000004399,57.04405841910418
ENSG00000004455,85.92408771001993
ENSG00000004468,49.05007932956348
ENSG00000004478,84.4676782881087
ENSG00000004487,95.28497620113096
ENSG00000004534,92.41690736747896
ENSG00000004660,48.01269273015744
ENSG00000004700,89.1623611732639
ENSG00000004766,71.0467434197144
ENSG00000004777,21.92750498352386
ENSG00000004779,93.47056669785607
ENSG00000004809,44.55473739880396
ENSG00000004838,25.108823888369063
ENSG00000004846,51.27130710711525
ENSG00000004848,17.460640331963713
ENSG00000004864,92.4372482811928
ENSG00000004866,66.43749237215737
ENSG00000004897,89.24372482811927
ENSG00000004939,54.4200805500183
ENSG00000004948,74.2687441519873
ENSG00000004961,70.59110695252431
ENSG00000004975,58.805581546723076
ENSG00000005007,63.51653716284935
ENSG00000005020,63.707741751759485
ENSG00000005022,99.59318172572313
ENSG00000005059,51.79203449818965
ENSG00000005075,88.08429274643017
ENSG00000005100,94.36149871852244
ENSG00000005108,54.66417151458444
ENSG00000005156,87.48220170050038
ENSG00000005175,83.54420080550018
ENSG00000005187,50.03457955331353
ENSG00000005189,55.00996704771979
ENSG00000005194,93.9628168097311
ENSG00000005206,47.08921524754892
ENSG00000005238,55.8561490582157
ENSG00000005249,67.9956063626378
ENSG00000005302,69.43167487083521
ENSG00000005339,92.18502095114113
ENSG00000005379,48.15507912615435
ENSG00000005421,41.039827509051705
ENSG00000005436,68.09324274846425
ENSG00000005448,83.19840527236484
ENSG00000005469,63.60603718319027
ENSG00000005471,34.095439567145355
ENSG00000005483,92.89695293112567
ENSG00000005486,78.09283593018999
ENSG00000005513,27.301574386721448
ENSG00000005700,92.73422562141491
ENSG00000005801,95.4477035108417
ENSG00000005810,88.60502013750458
ENSG00000005812,63.93555998535454
ENSG00000005844,51.556079899109065
ENSG00000005882,51.885602701273335
ENSG00000005884,64.97294658476058
ENSG00000005889,93.27529392620316
ENSG00000005893,94.49168056629104
ENSG00000005961,48.24051096375249
ENSG00000005981,49.04194296407795
ENSG00000006007,84.2195191407998
ENSG00000006015,70.87587974451812
ENSG00000006016,43.47260078922745
ENSG00000006025,42.66710060615923
ENSG00000006042,93.69431674870835
ENSG00000006047,15.674708107888206
ENSG00000006062,46.97937431349416
ENSG00000006071,39.2416907367479
ENSG00000006116,21.61425491233066
ENSG00000006118,46.71087425247143
ENSG00000006125,91.28188438224645
ENSG00000006128,50.026443187827994
ENSG00000006194,70.66840242463691
ENSG00000006210,54.611285138928444
ENSG00000006282,55.636467190106174
ENSG00000006283,44.26589642406737
ENSG00000006327,67.80440177372768
ENSG00000006377,23.0177779585859
ENSG00000006432,76.90899475204425
ENSG00000006451,78.2067450469875
ENSG00000006453,67.44233350962125
ENSG00000006459,72.04751637443553
ENSG00000006468,88.9426793051544
ENSG00000006530,89.87429315324844
ENSG00000006534,59.07408160774582
ENSG00000006555,46.68239697327204
ENSG00000006576,78.73154062080468
ENSG00000006606,41.080509336479395
ENSG00000006607,60.440991009316136
ENSG00000006611,31.53248443920101
ENSG00000006625,94.27199869818152
ENSG00000006634,91.37545258533012
ENSG00000006638,60.05451364875311
ENSG00000006652,93.53565762174037
ENSG00000006659,23.941255441194418
ENSG00000006695,87.3113380253041
ENSG00000006704,73.50392579634676
ENSG00000006712,66.5229242097555
ENSG00000006715,86.66449696920385
ENSG00000006740,49.87185224360278
ENSG00000006744,81.73792766771084
ENSG00000006747,76.25401733045848
ENSG00000006756,58.86253610512184
ENSG00000006757,72.84488019201822
ENSG00000006788,4.39363736219031
ENSG00000006831,80.69240470281926
ENSG00000006837,56.612831048370694
ENSG00000007001,21.4922094300476
ENSG00000007047,52.58126195028681
ENSG00000007062,82.50681420609413
