gen_name,hematopoietic multipotent progenitor cell,long term hematopoietic stem cell,short term hematopoietic stem cell
ENSMUSG00000000214,20.53299946342336,12.01573958147022,28.384904310499014
ENSMUSG00000000215,4.439277410123413,0.0,8.37417277767841
ENSMUSG00000000216,21.387944911464853,12.394920407798248,0.0
ENSMUSG00000000223,42.61491683062064,40.329100339831875,39.763906277946695
ENSMUSG00000000244,97.38508316937936,97.80003577177607,98.00035771776069
ENSMUSG00000000247,28.288320515113575,26.438919692362727,10.330888928635307
ENSMUSG00000000248,48.40994455374709,44.299767483455554,40.20389912359148
ENSMUSG00000000253,75.78608477910929,82.41817206224289,75.80754784475049
ENSMUSG00000000263,26.145591128599534,23.83831157216956,32.40207476301198
ENSMUSG00000000266,38.83384010016097,57.395814702199964,48.63888392058666
ENSMUSG00000000275,93.59327490609908,95.53568234662852,95.33178322303702
ENSMUSG00000000276,72.96011446968342,75.63942049722769,76.99517081023073
ENSMUSG00000000278,82.61133965301377,70.71364693257021,81.16615989983903
ENSMUSG00000000282,60.68324092291182,61.26989805043821,61.13754247898409
ENSMUSG00000000290,77.05956000715436,79.62439635127883,75.54283670184225
ENSMUSG00000000295,73.89018064746915,69.44017170452513,72.52727597925237
ENSMUSG00000000296,29.762117689143263,40.17885888034341,46.3852620282597
ENSMUSG00000000301,62.883205151135755,56.09372205329994,61.80647469146842
ENSMUSG00000000303,43.802539796100874,39.588624575210154,48.35986406725094
ENSMUSG00000000305,19.080665355034878,30.552673940261133,37.09175460561617
ENSMUSG00000000308,54.069039527812556,37.26703630835271,18.411733142550528
ENSMUSG00000000317,52.512967268824895,59.94634233589697,54.80951529243428
ENSMUSG00000000318,57.99320336254695,19.98211411196566,52.434269361473795
ENSMUSG00000000320,55.23519942765158,78.82310856734037,56.49436594526919
ENSMUSG00000000325,69.46163477016634,62.47898408155965,62.84743337506708
ENSMUSG00000000326,91.8833840100161,92.13736362010374,92.55231622250045
ENSMUSG00000000339,80.86209980325523,79.36683956358434,79.0448935789662
ENSMUSG00000000340,67.10427472724021,70.40243248077267,69.0502593453765
ENSMUSG00000000346,98.93757825076015,98.93042389554641,99.04847075657305
ENSMUSG00000000355,80.75836165265605,76.65891611518512,78.04686102664998
ENSMUSG00000000359,0.0,20.879985691289573,36.85566088356287
ENSMUSG00000000365,54.29082453943839,59.567161509568955,57.76784117331426
ENSMUSG00000000374,67.42622071185835,69.42586299409766,67.10069754963334
ENSMUSG00000000378,89.58683598640673,89.97674834555536,92.56662493292792
ENSMUSG00000000384,86.99695939903415,85.86657127526381,85.64478626363798
ENSMUSG00000000385,53.815059917724916,52.59881953138973,49.64049365050975
ENSMUSG00000000386,82.60060812019316,84.73976032910035,86.01681273475228
ENSMUSG00000000392,53.103201573958145,60.7762475406904,52.158826685744955
ENSMUSG00000000394,10.999821141119655,5.952423537828653,17.152566624932927
ENSMUSG00000000399,92.2983366124128,88.61742085494545,89.31139331067787
ENSMUSG00000000402,36.07941334287247,41.63119298873189,38.830262922554105
ENSMUSG00000000409,83.16580218207834,66.86460382758004,74.22285816490789
ENSMUSG00000000411,30.45609014487569,5.5338937578250755,24.492935074226434
ENSMUSG00000000416,30.606331604364158,53.47165086746557,28.717581827937757
ENSMUSG00000000420,79.09855124306921,77.50313003040601,79.79252369880165
ENSMUSG00000000439,78.16133071006975,76.70899660168128,79.2917188338401
ENSMUSG00000000440,45.13682704346271,59.83902700769094,16.24754069039528
ENSMUSG00000000441,90.95689500983724,90.96047218744411,90.80307637274191
ENSMUSG00000000486,82.18207834018959,73.40368449293507,81.7206224289036
ENSMUSG00000000489,73.55392595242354,87.59434805938115,83.64514398139868
ENSMUSG00000000530,43.22303702378823,42.750849579681635,12.344839921302093
ENSMUSG00000000531,49.21480951529244,53.611160794133426,55.1994276515829
ENSMUSG00000000532,66.65712752638169,66.90752995886245,66.96476480057235
ENSMUSG00000000538,81.53818637095331,92.03362546950457,87.82686460382759
ENSMUSG00000000544,0.0,15.188696118762296,11.357538901806475
ENSMUSG00000000552,64.72187444106599,71.08209622607762,70.2414594884636
ENSMUSG00000000555,92.17671257377928,97.69629762117688,95.9649436594527
ENSMUSG00000000560,51.9048470756573,51.85118941155429,57.88231085673403
ENSMUSG00000000561,97.22053299946343,96.93793596852083,97.58898229297085
ENSMUSG00000000562,60.7977106063316,54.61992487927026,54.16204614559113
ENSMUSG00000000563,98.53335718118404,98.10051869075299,98.0540153818637
ENSMUSG00000000567,46.43534251475586,47.701663387587196,31.536397782149884
ENSMUSG00000000568,77.40654623502057,74.5018780182436,73.92595242353784
ENSMUSG00000000579,83.68449293507423,83.88839205866572,84.65748524414238
ENSMUSG00000000581,89.0395278125559,88.97513861563226,88.36701842246467
ENSMUSG00000000594,98.38311572169557,93.97245573242712,98.22214272938652
ENSMUSG00000000600,97.25630477553212,97.67125737792881,97.69272044357002
ENSMUSG00000000605,91.13933106778751,90.72437846539081,89.54033267751744
ENSMUSG00000000606,53.75067072080129,50.39170094795207,53.811482740118045
ENSMUSG00000000617,51.87980683240922,56.12949382936863,56.4693257020211
ENSMUSG00000000627,32.6810946163477,50.10910391700948,33.95814702199964
ENSMUSG00000000628,78.23645143981399,93.92595242353782,76.78054015381863
ENSMUSG00000000631,86.71436236809159,89.00375603648722,86.80736898587014
ENSMUSG00000000632,45.60901448756931,42.267930602754426,47.04703988553032
ENSMUSG00000000673,79.03058486853872,54.73081738508318,69.98747987837596
ENSMUSG00000000682,86.43534251475586,49.25415846896799,66.3065641209086
ENSMUSG00000000686,75.97925236988017,73.03881237703452,81.49168306206404
ENSMUSG00000000690,34.79878375961366,55.75389018064747,38.54051153639778
ENSMUSG00000000693,60.90860311214452,67.93060275442676,57.996780540153814
ENSMUSG00000000701,20.92291182257199,0.0,38.24718297263459
ENSMUSG00000000706,22.060454301556074,34.47683777499553,30.946163477016636
ENSMUSG00000000708,68.5673403684493,66.0919334644965,68.72473618315149
ENSMUSG00000000711,88.29905204793418,91.19298873189054,91.11786800214631
ENSMUSG00000000724,48.59238061169737,47.81613307100698,51.257377928814165
ENSMUSG00000000730,41.717045251296724,25.476658916115184,30.169915936326237
ENSMUSG00000000731,59.356108030763735,55.86835986406725,64.07440529422286
