gen_name,embryonic stem cell
ENSMUSG00000000001,89.39719700589266
ENSMUSG00000000028,90.2651696129957
ENSMUSG00000000037,52.28141423793598
ENSMUSG00000000056,59.10176779741997
ENSMUSG00000000058,48.26007326007326
ENSMUSG00000000078,76.15862398471094
ENSMUSG00000000085,71.04634495938843
ENSMUSG00000000088,98.83341296384775
ENSMUSG00000000093,31.892021022455808
ENSMUSG00000000094,44.5970695970696
ENSMUSG00000000103,33.76731963688485
ENSMUSG00000000120,79.70218187609493
ENSMUSG00000000125,46.17773530817009
ENSMUSG00000000126,45.074852683548336
ENSMUSG00000000127,66.29638477464565
ENSMUSG00000000131,91.9453734671126
ENSMUSG00000000134,86.66188883580188
ENSMUSG00000000142,50.97547380156075
ENSMUSG00000000148,75.20305781175345
ENSMUSG00000000149,72.29654403567447
ENSMUSG00000000154,46.61172161172161
ENSMUSG00000000159,33.43287147634973
ENSMUSG00000000167,44.93549928332537
ENSMUSG00000000168,90.89425067685937
ENSMUSG00000000171,95.58448797579231
ENSMUSG00000000182,13.09125656951744
ENSMUSG00000000183,10.057333970377448
ENSMUSG00000000184,86.75346392737697
ENSMUSG00000000194,85.43557891383978
ENSMUSG00000000197,24.948240165631468
ENSMUSG00000000202,27.47650899824813
ENSMUSG00000000204,26.04714126453257
ENSMUSG00000000214,32.079152731326644
ENSMUSG00000000215,17.980570154483196
ENSMUSG00000000223,27.986144290492117
ENSMUSG00000000244,50.33842968625577
ENSMUSG00000000247,33.58815097945533
ENSMUSG00000000248,11.653925784360567
ENSMUSG00000000253,71.79089026915115
ENSMUSG00000000266,8.500557413600891
ENSMUSG00000000275,81.2390508042682
ENSMUSG00000000276,77.83086478738652
ENSMUSG00000000278,96.48033126293996
ENSMUSG00000000282,64.86303551520943
ENSMUSG00000000290,78.35642618251313
ENSMUSG00000000295,77.99410734193343
ENSMUSG00000000296,74.57397674788979
ENSMUSG00000000301,63.58098423315815
ENSMUSG00000000303,93.25529542920847
ENSMUSG00000000305,58.83102404841535
ENSMUSG00000000308,81.13553113553114
ENSMUSG00000000317,43.000477783086474
ENSMUSG00000000318,54.08902691511387
ENSMUSG00000000320,46.7670011148272
ENSMUSG00000000325,88.94728459945851
ENSMUSG00000000326,96.4126453256888
ENSMUSG00000000339,84.64723682114986
ENSMUSG00000000340,81.51775760471412
ENSMUSG00000000346,92.96464405160057
ENSMUSG00000000355,71.67940754897276
ENSMUSG00000000359,19.42984551680204
ENSMUSG00000000365,79.65042204172639
ENSMUSG00000000374,59.42825290651378
ENSMUSG00000000378,87.39847109412327
ENSMUSG00000000384,96.66348144609015
ENSMUSG00000000385,40.05813027552158
ENSMUSG00000000386,36.184105749323145
ENSMUSG00000000392,27.22567287784679
ENSMUSG00000000399,96.31708870839306
ENSMUSG00000000402,45.60837713011626
ENSMUSG00000000409,66.7542602325211
ENSMUSG00000000411,5.5303392259914
ENSMUSG00000000416,28.901895206243033
ENSMUSG00000000420,80.06450071667463
ENSMUSG00000000435,3.185220576524924
ENSMUSG00000000439,84.0460264373308
ENSMUSG00000000440,34.388437649307214
ENSMUSG00000000441,93.3986303551521
ENSMUSG00000000486,92.57843605669692
ENSMUSG00000000489,45.313744226787705
ENSMUSG00000000530,48.443223443223445
ENSMUSG00000000531,81.93183627966236
ENSMUSG00000000532,54.66634814460901
ENSMUSG00000000538,73.68609651218347
ENSMUSG00000000544,78.11753463927377
ENSMUSG00000000552,65.43239369326326
ENSMUSG00000000555,89.49673514890905
ENSMUSG00000000560,44.44975314540532
ENSMUSG00000000561,97.51552795031056
ENSMUSG00000000562,37.48208313425705
ENSMUSG00000000563,98.63035515209428
ENSMUSG00000000567,22.8659022137283
ENSMUSG00000000568,87.84440197483676
ENSMUSG00000000579,91.50740563784042
ENSMUSG00000000581,84.44417900939641
ENSMUSG00000000594,80.57413600891861
ENSMUSG00000000600,84.89409141583054
ENSMUSG00000000605,64.02293358815098
ENSMUSG00000000606,34.04602643733078
ENSMUSG00000000617,44.565217391304344
ENSMUSG00000000627,40.57572861920688
ENSMUSG00000000628,91.9095397356267
ENSMUSG00000000631,79.42745660136966
ENSMUSG00000000632,53.01003344481605
ENSMUSG00000000673,26.998725911769387
ENSMUSG00000000682,36.64596273291926
ENSMUSG00000000686,42.789456919891705
ENSMUSG00000000690,30.85284280936455
ENSMUSG00000000693,58.763338111164195
ENSMUSG00000000706,21.098104793756967
ENSMUSG00000000708,63.12709030100334
ENSMUSG00000000711,72.43589743589743
ENSMUSG00000000724,37.80060519190954
ENSMUSG00000000730,98.14062748845357
ENSMUSG00000000731,63.05940436375219
ENSMUSG00000000732,53.69883739448957
ENSMUSG00000000738,89.73164516642778
ENSMUSG00000000739,78.89791368052238
ENSMUSG00000000740,99.81684981684981
ENSMUSG00000000743,93.70122630992196
ENSMUSG00000000751,98.14859053989488
ENSMUSG00000000753,54.05717470934862
ENSMUSG00000000759,81.98757763975155
ENSMUSG00000000776,81.77257525083613
ENSMUSG00000000782,73.27201783723523
ENSMUSG00000000787,96.63561076604555
ENSMUSG00000000791,21.66348144609014
ENSMUSG00000000792,64.77146042363434
ENSMUSG00000000794,20.958751393534
ENSMUSG00000000804,56.541646759038066
ENSMUSG00000000805,74.5461060678452
ENSMUSG00000000811,66.53129479216435
ENSMUSG00000000817,10.419652810957158
ENSMUSG00000000823,72.56330625895843
ENSMUSG00000000826,89.53655040611562
ENSMUSG00000000827,93.9600254817646
ENSMUSG00000000838,67.45102723363593
ENSMUSG00000000861,41.24064341455646
ENSMUSG00000000869,1.3258480649784998
ENSMUSG00000000876,76.81955725433987
ENSMUSG00000000881,35.63465519987259
ENSMUSG00000000884,73.1923873228221
ENSMUSG00000000901,75.382226469183
ENSMUSG00000000902,96.57588788023571
ENSMUSG00000000903,38.636725593247334
ENSMUSG00000000915,64.23793597706641
ENSMUSG00000000916,85.41168975951585
ENSMUSG00000000934,71.89042841216754
ENSMUSG00000000938,23.753782449434624
ENSMUSG00000000942,8.838987099856666
ENSMUSG00000000948,88.4217232043319
ENSMUSG00000000957,82.45739767478898
ENSMUSG00000000958,95.7676381589425
ENSMUSG00000000959,93.00844083452779
ENSMUSG00000000976,77.58401019270585
ENSMUSG00000000982,44.45373467112598
ENSMUSG00000001014,34.68307055263577
ENSMUSG00000001016,96.54801720019111
ENSMUSG00000001017,94.951425386208
ENSMUSG00000001018,79.78181239050805
ENSMUSG00000001020,84.70297818123905
ENSMUSG00000001021,16.634814460901417
ENSMUSG00000001025,97.14524605828953
ENSMUSG00000001027,13.230609969740403
ENSMUSG00000001029,30.422838031533683
ENSMUSG00000001034,82.9909221213569
ENSMUSG00000001036,82.79582736104474
ENSMUSG00000001039,82.27822901735945
ENSMUSG00000001052,82.97897754419493
ENSMUSG00000001053,84.17343526039178
ENSMUSG00000001054,92.80140149705367
ENSMUSG00000001056,98.54276158623985
ENSMUSG00000001062,61.81716833890747
ENSMUSG00000001065,65.34878165312948
ENSMUSG00000001076,40.504061156235075
ENSMUSG00000001082,93.51011307533047
ENSMUSG00000001089,85.61076604554866
ENSMUSG00000001095,32.437490046185694
ENSMUSG00000001098,88.8318203535595
ENSMUSG00000001100,97.66682592769548
ENSMUSG00000001105,81.66109253065775
ENSMUSG00000001119,36.72559324733238
ENSMUSG00000001120,68.69326325848066
ENSMUSG00000001123,79.4035674470457
ENSMUSG00000001127,91.37999681477942
ENSMUSG00000001128,59.28889950629082
ENSMUSG00000001131,85.52317247969422
ENSMUSG00000001134,76.01927058448797
ENSMUSG00000001138,61.112438286351335
ENSMUSG00000001143,79.00541487498009
ENSMUSG00000001150,92.63815894250676
ENSMUSG00000001151,88.84774645644211
ENSMUSG00000001155,32.27822901735945
ENSMUSG00000001156,55.406911928651056
ENSMUSG00000001157,82.4653607262303
ENSMUSG00000001158,77.91845835324096
ENSMUSG00000001166,38.60487338748208
ENSMUSG00000001168,10.917343526039177
ENSMUSG00000001173,81.95174390826566
ENSMUSG00000001175,99.13600891861762
