gen_name,classical monocyte,lung macrophage
ENSMUSG00000001134,73.39674593241551,74.99874843554443
ENSMUSG00000001138,45.276595744680854,55.65456821026283
ENSMUSG00000001143,72.66583229036296,74.54317897371715
ENSMUSG00000001150,47.59449311639549,51.93992490613266
ENSMUSG00000001151,73.33667083854819,65.19649561952441
ENSMUSG00000001156,76.66583229036296,72.4055068836045
ENSMUSG00000001157,67.8898623279099,71.89987484355444
ENSMUSG00000001158,89.9424280350438,84.35043804755945
ENSMUSG00000001166,26.423028785982478,34.538172715894866
ENSMUSG00000001173,61.82728410513142,80.89612015018773
ENSMUSG00000001175,99.51939924906132,99.34918648310388
ENSMUSG00000001211,79.68961201501877,75.49436795994994
ENSMUSG00000001225,12.02002503128911,0.0
ENSMUSG00000001227,57.15644555694618,67.81476846057572
ENSMUSG00000001228,18.39799749687109,47.979974968710884
ENSMUSG00000001229,67.28410513141426,71.01877346683354
ENSMUSG00000001240,99.28911138923655,81.44180225281602
ENSMUSG00000001247,69.33667083854819,78.3479349186483
ENSMUSG00000001248,72.80600750938675,84.09511889862328
ENSMUSG00000001249,35.36921151439299,44.50563204005007
ENSMUSG00000001270,91.10888610763455,96.21526908635795
ENSMUSG00000001280,70.28785982478098,74.01752190237796
ENSMUSG00000001281,82.38798498122654,63.739674593241546
ENSMUSG00000001285,67.70463078848562,70.36295369211516
ENSMUSG00000001288,76.60075093867334,61.79224030037547
ENSMUSG00000001289,98.77346683354192,98.78347934918649
ENSMUSG00000001300,87.31414267834793,21.09136420525657
ENSMUSG00000001305,64.090112640801,69.60200250312892
ENSMUSG00000001313,43.339173967459324,43.21401752190238
ENSMUSG00000001323,48.735919899874844,43.37922403003754
ENSMUSG00000001333,6.88360450563204,0.0
ENSMUSG00000001334,32.385481852315394,38.1927409261577
ENSMUSG00000001348,66.55819774718398,89.77221526908636
ENSMUSG00000001349,60.020025031289116,13.727158948685858
ENSMUSG00000001366,80.55569461827284,64.62077596996245
ENSMUSG00000001376,63.09386733416771,74.51814768460576
ENSMUSG00000001380,72.36545682102629,73.10137672090113
ENSMUSG00000001383,88.69086357947434,89.9424280350438
ENSMUSG00000001403,60.330413016270334,63.449311639549435
ENSMUSG00000001415,72.62077596996245,78.28785982478098
ENSMUSG00000001416,90.14768460575719,90.11764705882352
ENSMUSG00000001418,91.45431789737172,94.24780976220275
ENSMUSG00000001419,80.23529411764706,85.27659574468085
ENSMUSG00000001420,31.108886107634543,28.195244055068834
ENSMUSG00000001424,76.01501877346684,79.92490613266582
ENSMUSG00000001435,54.768460575719644,33.80225281602002
ENSMUSG00000001436,27.30913642052566,51.749687108886114
ENSMUSG00000001440,78.04755944931165,81.1964956195244
ENSMUSG00000001441,91.41927409261577,94.2377972465582
ENSMUSG00000001444,10.44305381727159,33.04130162703379
ENSMUSG00000001445,70.78347934918648,68.8610763454318
ENSMUSG00000001467,70.67334167709637,78.35794743429287
ENSMUSG00000001472,93.90738423028786,94.60826032540676
ENSMUSG00000001473,91.39424280350438,98.24280350438048
ENSMUSG00000001482,51.459324155194,50.52816020025032
ENSMUSG00000001493,72.5206508135169,7.249061326658322
ENSMUSG00000001494,17.647058823529413,0.0
ENSMUSG00000001496,83.19899874843554,31.92991239048811
ENSMUSG00000001497,23.574468085106385,41.52690863579475
ENSMUSG00000001504,70.02753441802253,17.426783479349186
ENSMUSG00000001506,96.94117647058823,55.14893617021277
ENSMUSG00000001507,73.7822277847309,20.120150187734666
ENSMUSG00000001517,25.221526908635795,34.047559449311635
ENSMUSG00000001518,56.39048811013767,53.91739674593241
ENSMUSG00000001520,23.944931163954944,36.30037546933667
ENSMUSG00000001521,83.27409261576972,86.21276595744682
ENSMUSG00000001524,57.386733416770966,57.63704630788485
ENSMUSG00000001525,97.15143929912391,96.72090112640801
ENSMUSG00000001542,71.69962453066333,91.70963704630789
ENSMUSG00000001552,94.17271589486859,85.33166458072591
ENSMUSG00000001555,59.69962453066333,19.779724655819773
ENSMUSG00000001569,87.86983729662077,95.00876095118899
ENSMUSG00000001576,63.17396745932415,73.60700876095119
ENSMUSG00000001583,45.02127659574468,50.668335419274094
ENSMUSG00000001588,26.90362953692115,32.365456821026285
ENSMUSG00000001604,82.1927409261577,58.83354192740926
ENSMUSG00000001622,39.63454317897372,53.45181476846057
ENSMUSG00000001627,97.08135168961202,98.6232790988736
ENSMUSG00000001630,47.94493116395495,73.81226533166458
ENSMUSG00000001632,69.25156445556946,73.28160200250313
ENSMUSG00000001642,93.16645807259074,94.50312891113893
ENSMUSG00000001663,86.92866082603254,58.34292866082603
ENSMUSG00000001665,63.74968710888611,51.20400500625782
ENSMUSG00000001666,84.58072590738423,79.78473091364205
ENSMUSG00000001670,12.7909887359199,0.0
ENSMUSG00000001672,34.73341677096371,10.563204005006257
ENSMUSG00000001674,73.48185231539425,81.01126408010012
ENSMUSG00000001687,95.76971214017522,94.79349186483104
ENSMUSG00000001700,51.178973717146434,52.89111389236546
ENSMUSG00000001707,73.95244055068837,78.4630788485607
ENSMUSG00000001729,87.75969962453067,86.59824780976221
ENSMUSG00000001739,67.96996245306633,21.07133917396746
ENSMUSG00000001741,55.0287859824781,64.36045056320401
ENSMUSG00000001750,83.40926157697122,93.87234042553192
ENSMUSG00000001751,53.6270337922403,73.56695869837296
ENSMUSG00000001755,57.45181476846057,62.52315394242803
ENSMUSG00000001761,56.46057571964956,43.3892365456821
ENSMUSG00000001763,34.538172715894866,59.82478097622027
ENSMUSG00000001767,65.99749687108886,65.81727158948686
ENSMUSG00000001768,83.61952440550688,88.47058823529412
ENSMUSG00000001773,11.969962453066332,0.0
ENSMUSG00000001774,80.7909887359199,82.09261576971214
ENSMUSG00000001783,88.67083854818523,93.18648310387985
ENSMUSG00000001785,52.24030037546934,59.093867334167705
ENSMUSG00000001786,60.550688360450565,60.545682102628284
ENSMUSG00000001794,97.28660826032541,96.87609511889862
ENSMUSG00000001802,30.172715894868585,24.695869837296623
ENSMUSG00000001827,28.846057571964955,0.0
ENSMUSG00000001829,59.84480600750939,64.5657071339174
ENSMUSG00000001833,96.07008760951189,95.0738423028786
ENSMUSG00000001844,69.15644555694618,66.38297872340425
ENSMUSG00000001847,98.51314142678348,97.44180225281602
ENSMUSG00000001855,61.702127659574465,67.1639549436796
ENSMUSG00000001864,29.451814768460576,0.0
ENSMUSG00000001865,5.602002503128912,7.294117647058823
ENSMUSG00000001870,72.91113892365458,45.33667083854819
ENSMUSG00000001891,88.9261576971214,87.27909887359199
ENSMUSG00000001909,76.03504380475594,82.46808510638299
ENSMUSG00000001910,59.614518147684606,61.47183979974968
ENSMUSG00000001911,85.43178973717146,75.06883604505632
ENSMUSG00000001918,84.811013767209,88.57071339173967
ENSMUSG00000001924,88.10012515644556,86.84856070087609
ENSMUSG00000001930,95.96996245306634,58.82352941176471
ENSMUSG00000001942,43.904881101376716,56.280350438047556
ENSMUSG00000001943,56.090112640801,0.0
ENSMUSG00000001946,97.61201501877346,54.86858573216521
ENSMUSG00000001948,62.778473091364205,44.690863579474346
ENSMUSG00000001962,79.49436795994994,88.05506883604505
ENSMUSG00000001964,93.73717146433042,92.71088861076345
ENSMUSG00000001983,25.66708385481852,31.204005006257823
ENSMUSG00000001985,10.543178973717145,14.408010012515646
ENSMUSG00000001986,39.89987484355444,26.403003754693366
ENSMUSG00000001995,61.86232790988736,62.723404255319146
ENSMUSG00000001998,61.221526908635795,77.95744680851064
ENSMUSG00000001999,78.00250312891114,91.88485607008761
ENSMUSG00000002006,20.941176470588236,21.727158948685858
ENSMUSG00000002007,29.85732165206508,38.92866082603254
ENSMUSG00000002010,88.01001251564455,91.42928660826033
ENSMUSG00000002012,24.540675844806007,20.015018773466835
ENSMUSG00000002014,96.28035043804756,96.9511889862328
ENSMUSG00000002015,94.74342928660826,93.89737171464331
ENSMUSG00000002017,52.69586983729661,52.090112640801
ENSMUSG00000002020,46.31789737171464,18.598247809762203
ENSMUSG00000002028,75.69461827284105,78.66833541927409
ENSMUSG00000002031,66.77346683354193,66.7784730913642
ENSMUSG00000002032,17.401752190237797,20.52565707133917
ENSMUSG00000002033,40.78097622027534,42.84856070087609
ENSMUSG00000002043,85.22653316645807,87.93491864831039
ENSMUSG00000002052,68.48560700876095,73.57697121401752
ENSMUSG00000002055,43.94993742177722,59.614518147684606
ENSMUSG00000002058,79.25406758448061,83.00876095118899
ENSMUSG00000002059,77.1314142678348,74.4630788485607
ENSMUSG00000002064,91.24906132665832,87.89486858573217
ENSMUSG00000002068,18.708385481852314,30.85857321652065
ENSMUSG00000002076,10.217772215269086,30.868585732165204
ENSMUSG00000002083,77.5369211514393,71.18397997496871
ENSMUSG00000002100,31.214017521902377,51.669586983729666
ENSMUSG00000002102,92.81101376720902,92.18523153942428
ENSMUSG00000002103,62.49311639549436,84.63078848560701
ENSMUSG00000002104,21.121401752190238,53.78723404255319
ENSMUSG00000002105,60.335419274092615,59.87984981226533
ENSMUSG00000002107,93.04630788485608,95.47434292866083
ENSMUSG00000002108,61.79224030037547,64.3153942428035
ENSMUSG00000002109,40.40550688360451,43.08385481852316
ENSMUSG00000002111,96.53566958698373,98.02252816020025
ENSMUSG00000002129,60.63078848560701,71.06382978723404
ENSMUSG00000002147,82.24780976220275,84.23028785982478
ENSMUSG00000002190,0.0,26.53817271589487
ENSMUSG00000002204,98.24280350438048,88.9962453066333
ENSMUSG00000002205,79.94993742177722,77.67709637046309
ENSMUSG00000002210,65.57697121401752,83.31414267834793
ENSMUSG00000002221,75.77972465581978,91.30913642052566
ENSMUSG00000002222,71.12891113892366,77.5819774718398
ENSMUSG00000002227,40.11013767209011,41.75219023779725
ENSMUSG00000002228,26.227784730913644,39.2540675844806
ENSMUSG00000002233,96.44055068836045,95.0538172715895
ENSMUSG00000002249,39.819774718398,16.811013767209012
ENSMUSG00000002250,57.07133917396746,80.93116395494367
ENSMUSG00000002257,59.929912390488106,68.92115143929912
ENSMUSG00000002265,59.54443053817272,31.559449311639547
ENSMUSG00000002266,29.747183979974967,29.65206508135169
ENSMUSG00000002274,53.001251564455565,62.67834793491864
ENSMUSG00000002279,59.7046307884856,67.77972465581978
ENSMUSG00000002280,54.052565707133915,55.62453066332916
ENSMUSG00000002289,65.20150187734669,55.5244055068836
ENSMUSG00000002297,97.69712140175218,98.26282853566958
ENSMUSG00000002307,82.36795994993741,65.45682102628285
ENSMUSG00000002308,54.367959949937415,53.30162703379224
ENSMUSG00000002319,51.394242803504376,62.20275344180225
ENSMUSG00000002320,71.46433041301627,73.86232790988736
ENSMUSG00000002324,32.25031289111389,12.540675844806007
ENSMUSG00000002325,88.0,79.01877346683355
ENSMUSG00000002326,73.15644555694618,78.12765957446808
ENSMUSG00000002329,81.4468085106383,80.7008760951189
ENSMUSG00000002332,83.67459324155195,85.41677096370464
ENSMUSG00000002341,19.02377972465582,24.770963704630788
ENSMUSG00000002342,68.77096370463079,65.82728410513141
ENSMUSG00000002343,42.3279098873592,47.989987484355446
ENSMUSG00000002345,72.10012515644556,73.5619524405507
ENSMUSG00000002346,34.79349186483104,43.424280350438046
ENSMUSG00000002365,79.09887359198999,85.84230287859825
ENSMUSG00000002372,71.12390488110137,70.49311639549437
ENSMUSG00000002379,95.35419274092615,92.80600750938673
ENSMUSG00000002384,14.017521902377972,10.878598247809762
ENSMUSG00000002393,82.10262828535669,62.97872340425532
ENSMUSG00000002395,96.26533166458073,96.360450563204
ENSMUSG00000002396,72.30037546933667,74.04255319148936
ENSMUSG00000002409,42.04255319148936,36.555694618272845
ENSMUSG00000002413,68.94117647058823,72.11013767209012
ENSMUSG00000002416,95.36420525657071,94.01251564455569
ENSMUSG00000002428,63.62953692115144,72.8811013767209
ENSMUSG00000002455,66.11764705882352,66.71339173967459
ENSMUSG00000002458,79.6595744680851,86.16270337922403
ENSMUSG00000002475,33.722152690863574,43.959949937421776
ENSMUSG00000002477,91.67959949937422,92.8360450563204
ENSMUSG00000002486,41.622027534418024,41.04630788485607
ENSMUSG00000002489,62.277847309136426,53.22653316645807
ENSMUSG00000002496,64.01501877346684,64.3854818523154
ENSMUSG00000002500,63.22903629536921,48.26032540675845
ENSMUSG00000002504,98.02753441802253,57.68710888610763
ENSMUSG00000002524,92.59073842302878,89.97246558197747
ENSMUSG00000002546,58.883604505632036,61.42177722152691
ENSMUSG00000002550,64.76595744680851,63.03879849812265
ENSMUSG00000002565,22.893617021276597,18.69837296620776
ENSMUSG00000002578,43.849812265331664,37.947434292866085
ENSMUSG00000002580,92.78598247809762,94.25782227784731
ENSMUSG00000002588,50.9386733416771,8.110137672090113
ENSMUSG00000002602,74.85857321652065,96.06508135168961
ENSMUSG00000002603,95.85982478097623,97.77722152690863
ENSMUSG00000002608,62.81351689612015,62.3279098873592
ENSMUSG00000002617,29.511889862327912,40.28535669586984
ENSMUSG00000002625,74.32290362953692,78.92365456821027
ENSMUSG00000002633,31.85982478097622,0.0
ENSMUSG00000002635,69.56195244055068,86.26783479349186
ENSMUSG00000002658,75.81476846057572,78.94868585732165
ENSMUSG00000002660,81.52190237797247,74.28785982478098
ENSMUSG00000002661,68.86608260325406,64.090112640801
ENSMUSG00000002668,68.90112640801001,87.08385481852315
ENSMUSG00000002679,69.09136420525657,64.06508135168961
ENSMUSG00000002688,47.32916145181477,6.548185231539424
ENSMUSG00000002699,81.8322903629537,91.18397997496871
ENSMUSG00000002718,76.85607008760951,85.50187734668336
ENSMUSG00000002728,86.7334167709637,81.72715894868585
ENSMUSG00000002731,69.86733416770964,77.81727158948686
ENSMUSG00000002732,84.02002503128911,61.91739674593242
ENSMUSG00000002733,71.6846057571965,69.23153942428036
ENSMUSG00000002741,73.1764705882353,78.31789737171464
ENSMUSG00000002748,80.75594493116395,77.8973717146433
ENSMUSG00000002763,72.13016270337921,69.42678347934918
ENSMUSG00000002767,76.69586983729663,74.44305381727159
ENSMUSG00000002768,86.96871088861077,84.53066332916144
ENSMUSG00000002769,36.46558197747184,24.74092615769712
ENSMUSG00000002771,17.867334167709636,14.32290362953692
ENSMUSG00000002778,91.62953692115144,92.50563204005007
ENSMUSG00000002781,46.00250312891114,62.458072590738425
ENSMUSG00000002791,22.53316645807259,27.97496871088861
ENSMUSG00000002797,67.33416770963704,54.04755944931164
ENSMUSG00000002799,51.57947434292866,38.568210262828536
ENSMUSG00000002803,47.59949937421777,37.056320400500624
ENSMUSG00000002804,77.32165206508135,66.27284105131415
ENSMUSG00000002808,53.82728410513141,26.217772215269086
ENSMUSG00000002812,83.85982478097623,85.75219023779724
ENSMUSG00000002814,28.585732165206508,42.70337922403004
ENSMUSG00000002820,71.88485607008761,68.57571964956195
ENSMUSG00000002825,54.217772215269086,75.41927409261578
ENSMUSG00000002831,20.51063829787234,0.0
ENSMUSG00000002833,75.4793491864831,74.54818523153942
ENSMUSG00000002835,67.64956195244055,86.4630788485607
ENSMUSG00000002844,88.58072590738423,89.40675844806007
ENSMUSG00000002845,65.01627033792239,61.81727158948686
ENSMUSG00000002846,46.863579474342934,52.40050062578223
ENSMUSG00000002847,31.79474342928661,31.809762202753443
ENSMUSG00000002870,47.33416770963705,64.44555694618272
ENSMUSG00000002871,69.52690863579475,64.57071339173967
ENSMUSG00000002881,89.21151439299125,88.71589486858574
ENSMUSG00000002885,97.74217772215269,95.85481852315394
ENSMUSG00000002897,82.87859824780976,88.62578222778474
ENSMUSG00000002900,65.01126408010013,31.874843554443054
ENSMUSG00000002908,30.538172715894866,46.99874843554443
ENSMUSG00000002910,45.45682102628285,50.03754693366709
ENSMUSG00000002944,98.84355444305382,96.57571964956195
ENSMUSG00000002948,66.51314142678348,65.33667083854819
ENSMUSG00000002949,66.72340425531915,71.91989987484355
ENSMUSG00000002957,86.1026282853567,87.78973717146434
ENSMUSG00000002963,73.08135168961202,69.36670838548186
ENSMUSG00000002968,81.15143929912391,83.81476846057572
ENSMUSG00000002980,96.73091364205256,46.33792240300376
ENSMUSG00000002981,86.58823529411764,87.41426783479349
ENSMUSG00000002983,81.28660826032541,93.04630788485608
ENSMUSG00000002984,78.3028785982478,81.80225281602003
ENSMUSG00000002985,99.5694618272841,99.98498122653316
ENSMUSG00000002992,93.91739674593241,77.65206508135168
ENSMUSG00000002996,84.19023779724655,80.8360450563204
ENSMUSG00000002997,43.419274092615765,64.24030037546935
ENSMUSG00000003031,81.59699624530663,71.0488110137672
ENSMUSG00000003032,99.15394242803505,98.6433041301627
ENSMUSG00000003033,76.19023779724657,76.06508135168961
ENSMUSG00000003037,86.21276595744682,85.90237797246559
ENSMUSG00000003038,91.28410513141428,93.44180225281602
ENSMUSG00000003039,94.69837296620776,91.2740926157697
ENSMUSG00000003051,66.6683354192741,18.973717146433042
ENSMUSG00000003062,91.81476846057572,90.79349186483104
ENSMUSG00000003068,88.71088861076345,85.84730913642052
ENSMUSG00000003070,32.18523153942428,44.05506883604506
ENSMUSG00000003072,97.43679599499374,97.04630788485608
ENSMUSG00000003099,77.9674593241552,77.40675844806007
ENSMUSG00000003119,80.42553191489363,84.57571964956195
ENSMUSG00000003123,77.63704630788486,61.76720901126408
ENSMUSG00000003131,84.88610763454318,78.42803504380475
ENSMUSG00000003134,72.57071339173967,64.76595744680851
ENSMUSG00000003135,64.49561952440551,60.78097622027534
ENSMUSG00000003153,78.43304130162704,82.14768460575719
ENSMUSG00000003154,54.483103879849814,67.32415519399248
ENSMUSG00000003161,96.39048811013767,95.58948685857321
ENSMUSG00000003166,70.31289111389236,63.15894868585732
ENSMUSG00000003184,81.53191489361701,78.38297872340425
ENSMUSG00000003190,65.46182728410514,64.81602002503128
ENSMUSG00000003198,52.03003754693367,55.64956195244055
ENSMUSG00000003199,80.13016270337923,80.48560700876095
ENSMUSG00000003200,79.92490613266582,81.87734668335419
ENSMUSG00000003206,63.819774718397994,84.5206508135169
ENSMUSG00000003208,61.461827284105134,69.56195244055068
ENSMUSG00000003226,79.26908635794744,87.10387984981226
ENSMUSG00000003227,20.265331664580728,0.0
ENSMUSG00000003228,76.28535669586984,58.41301627033793
ENSMUSG00000003233,59.29411764705882,72.15018773466834
