gen_name,"neuronal, glial and vascular cells"
ENSG00000004897,62.87806109568292
ENSG00000004939,20.494824539257763
ENSG00000004961,45.190608432214084
ENSG00000004975,69.60363544559455
ENSG00000005007,69.26028780610956
ENSG00000005020,54.35496086846756
ENSG00000005022,94.89017924766473
ENSG00000005059,58.990154001514775
ENSG00000005075,87.53850037869225
ENSG00000005100,54.06715475889927
ENSG00000005108,88.2807371875789
ENSG00000005156,77.67735420348397
ENSG00000005175,53.42590254986115
ENSG00000005187,15.304216107043676
ENSG00000005189,34.72860388790709
ENSG00000005194,71.16384751325423
ENSG00000005206,77.01590507447614
ENSG00000005238,39.803080030295376
ENSG00000005243,47.49305730876041
ENSG00000005249,59.81317849028023
ENSG00000005302,53.29462257005807
ENSG00000005339,74.06210552890684
ENSG00000005379,65.11991921232013
ENSG00000005381,5.362282251956577
ENSG00000005421,3.817217874274173
ENSG00000005436,53.21383489017924
ENSG00000005448,90.41151224438273
ENSG00000005469,83.83236556425146
ENSG00000005471,20.95935369856097
ENSG00000005483,98.15703105276445
ENSG00000005486,80.86341832870487
ENSG00000005513,82.41858116637214
ENSG00000005700,81.8328704872507
ENSG00000005801,67.84650340823023
ENSG00000005810,96.5463266851805
ENSG00000005812,74.24387780863418
ENSG00000005844,14.006563998990154
ENSG00000005882,64.49381469325928
ENSG00000005884,81.8934612471598
ENSG00000005889,67.88689724816965
ENSG00000005893,87.29108810906337
ENSG00000005961,39.161827821257255
ENSG00000006007,65.97828831103256
ENSG00000006015,87.144660439283
ENSG00000006016,16.26861903559707
ENSG00000006025,44.195910123706135
ENSG00000006042,77.33905579399142
ENSG00000006047,13.365311789952033
ENSG00000006062,31.68391820247412
ENSG00000006071,60.25246149962131
ENSG00000006116,38.30345872254482
ENSG00000006118,95.89497601615754
ENSG00000006125,74.21358242867963
ENSG00000006128,3.7667255743499113
ENSG00000006194,52.57763191113355
ENSG00000006210,40.81292602878061
ENSG00000006282,52.961373390557945
ENSG00000006283,84.20095935369855
ENSG00000006327,49.06336783640495
ENSG00000006377,1.3531936379702096
ENSG00000006432,56.67255743499117
ENSG00000006451,65.34208533198688
ENSG00000006453,19.73744004039384
ENSG00000006459,47.61423882857864
ENSG00000006468,39.591012370613484
ENSG00000006530,61.560212067659684
ENSG00000006534,34.64276697803585
ENSG00000006576,45.892451401161324
ENSG00000006606,21.68139358747791
ENSG00000006607,69.70462004544306
ENSG00000006611,82.61550113607676
ENSG00000006625,65.24110073213835
ENSG00000006634,46.60944206008584
ENSG00000006638,25.801565261297654
ENSG00000006652,89.72986619540521
ENSG00000006695,49.60868467558697
ENSG00000006704,84.53420853319868
ENSG00000006712,63.1658672052512
ENSG00000006715,72.39081040141379
ENSG00000006740,67.83640494824539
ENSG00000006744,57.66220651350669
ENSG00000006747,41.54506437768241
ENSG00000006756,30.982075233526885
ENSG00000006757,61.37339055793991
ENSG00000006831,69.37642009593536
ENSG00000006837,49.734915425397624
ENSG00000007001,24.105023983842464
ENSG00000007047,63.23655642514516
ENSG00000007062,96.37465286543801
ENSG00000007080,66.255995960616
ENSG00000007168,90.39636455440545
ENSG00000007171,11.855592022216612
ENSG00000007174,43.24665488513002
ENSG00000007202,71.24463519313305
ENSG00000007216,5.453168391820248
ENSG00000007237,82.76192880585711
ENSG00000007255,64.46351931330472
ENSG00000007264,28.270638727594044
ENSG00000007312,0.6210552890684171
ENSG00000007341,69.79045695531431
ENSG00000007350,29.780358495329462
ENSG00000007372,96.96541277455188
ENSG00000007376,57.12193890431709
ENSG00000007384,43.18101489522847
ENSG00000007392,85.74097450138854
ENSG00000007402,58.959858621560215
ENSG00000007516,19.338550870992176
ENSG00000007520,74.38525624842211
ENSG00000007541,57.293612724059585
ENSG00000007545,60.767482958848774
ENSG00000007866,53.36531178995203
ENSG00000007923,63.65059328452411
ENSG00000007933,13.072456450391314
ENSG00000007944,51.895985862156024
ENSG00000008018,95.12749305730877
ENSG00000008056,51.26988134309518
ENSG00000008083,95.42034839686949
ENSG00000008086,87.75056803837414
ENSG00000008118,2.9083564756374654
ENSG00000008128,86.57914668013127
ENSG00000008130,52.78969957081545
ENSG00000008196,78.60136329209796
ENSG00000008197,16.25852057561222
ENSG00000008226,8.821004796768493
ENSG00000008256,42.80737187578894
ENSG00000008277,58.045947992931076
ENSG00000008282,79.39914163090128
ENSG00000008283,85.37238071194143
ENSG00000008294,90.33577379449635
ENSG00000008300,53.35521332996718
ENSG00000008311,79.78793234031811
ENSG00000008323,8.321131027518303
ENSG00000008324,66.24589750063116
ENSG00000008382,37.84902802322645
ENSG00000008394,21.332996718000505
ENSG00000008405,63.39308255491037
ENSG00000008441,72.4110073213835
ENSG00000008513,62.918454935622314
ENSG00000008516,16.18278212572583
ENSG00000008517,6.14491290078263
ENSG00000008710,89.04822014642767
ENSG00000008735,75.27896995708154
ENSG00000008838,53.96617015905074
ENSG00000008853,55.23352688714971
ENSG00000008869,54.78414541782378
ENSG00000008952,98.86897248169653
ENSG00000008988,98.01565261297652
ENSG00000009307,94.57712698813431
ENSG00000009335,76.5463266851805
ENSG00000009413,97.67735420348397
ENSG00000009694,30.20449381469326
ENSG00000009765,87.95758646806362
ENSG00000009780,76.28881595556678
ENSG00000009790,26.897248169654127
ENSG00000009830,55.80913910628629
ENSG00000009844,63.35268871497096
ENSG00000009950,73.8197424892704
ENSG00000009954,86.58419591012371
ENSG00000010017,65.40267609189598
ENSG00000010030,22.31254733653118
ENSG00000010072,86.15501136076749
ENSG00000010165,44.83211310275183
ENSG00000010219,61.1764705882353
ENSG00000010244,95.51628376672558
ENSG00000010256,82.49431961625852
ENSG00000010270,61.18656904822015
ENSG00000010278,94.75889926786165
ENSG00000010282,89.59858621560211
ENSG00000010292,46.170159050744765
ENSG00000010295,57.349154253976266
ENSG00000010310,53.72885634940672
ENSG00000010318,55.61221913658167
ENSG00000010319,20.989649078515527
ENSG00000010322,71.47185054279223
ENSG00000010327,15.026508457460238
ENSG00000010361,54.991163847513256
ENSG00000010379,12.693764200959354
ENSG00000010404,92.20903812168643
ENSG00000010438,0.2120676596818985
ENSG00000010539,48.588740217116886
ENSG00000010610,43.36783640494824
ENSG00000010626,79.37389548093915
ENSG00000010671,1.1461752082807373
ENSG00000010704,58.36909871244635
ENSG00000010803,60.080787679878824
ENSG00000010810,81.26735672809896
ENSG00000010818,43.02953799545569
ENSG00000011007,63.33754102499369
ENSG00000011009,75.5819237566271
ENSG00000011021,77.4501388538248
ENSG00000011028,35.66271143650594
ENSG00000011052,88.22014642766977
ENSG00000011083,5.392577631911133
ENSG00000011105,72.51199192123201
ENSG00000011114,82.65589497601616
ENSG00000011132,36.011108305983335
ENSG00000011143,47.36682655894976
ENSG00000011198,80.90381216864428
ENSG00000011201,53.32491795001262
ENSG00000011243,88.87149709669275
ENSG00000011258,49.522847765715724
ENSG00000011260,57.480434233779356
ENSG00000011275,83.13557182529664
ENSG00000011295,96.47058823529412
ENSG00000011304,72.15349659176975
ENSG00000011332,41.60565513759152
ENSG00000011347,48.99267861651098
ENSG00000011376,40.23731380964403
ENSG00000011405,89.54809391567787
ENSG00000011422,25.155263822267106
ENSG00000011451,44.63519313304721
ENSG00000011454,84.88260540267609
ENSG00000011465,27.85155263822267
ENSG00000011478,38.747790961878316
ENSG00000011485,60.585710679121426
ENSG00000011523,96.11714213582428
ENSG00000011566,75.33956071699066
ENSG00000011590,2.383236556425145
ENSG00000011600,34.531683918202475
ENSG00000011638,49.39156778591265
ENSG00000011677,19.46983085079525
ENSG00000012048,67.57384498863924
ENSG00000012061,79.9798030800303
ENSG00000012124,35.142640747286045
ENSG00000012171,48.83615248674577
ENSG00000012174,59.43448624084827
ENSG00000012211,22.19641504670538
ENSG00000012232,63.347639484978544
ENSG00000012660,72.28477657157283
ENSG00000012779,14.430699318353952
ENSG00000012817,73.50164099974754
ENSG00000012822,83.55465791466801
ENSG00000012963,56.839182024741234
ENSG00000012983,80.7523352688715
ENSG00000013016,42.14592274678112
ENSG00000013275,83.8828578641757
ENSG00000013288,49.97222923504165
ENSG00000013293,77.2582681141126
ENSG00000013297,12.203988891694015
ENSG00000013306,66.49835900025246
ENSG00000013364,46.88210047967685
ENSG00000013374,81.65109820752335
ENSG00000013375,66.82655894976016
ENSG00000013392,44.91795001262307
ENSG00000013441,90.85584448371623
ENSG00000013503,43.63544559454683
ENSG00000013523,77.60666498359001
ENSG00000013561,93.40570562989144
ENSG00000013563,34.84473617773289
ENSG00000013573,61.65109820752336
ENSG00000013583,67.62938651855592
ENSG00000013588,24.77657157283514
ENSG00000013619,23.721282504418078
ENSG00000013725,14.55188083817218
ENSG00000013810,32.09290583186064
ENSG00000014123,86.94774046957839
ENSG00000014138,40.2120676596819
ENSG00000014164,39.353698560969455
ENSG00000014216,72.42110578136834
ENSG00000014257,1.9439535470840696
ENSG00000014641,94.9608684675587
ENSG00000014824,79.16687705124968
ENSG00000014914,25.680383741479424
ENSG00000014919,56.470588235294116
ENSG00000015133,27.27594041908609
ENSG00000015153,91.47689977278465
ENSG00000015171,77.8187326432719
ENSG00000015285,9.48245392577632
ENSG00000015413,26.24084827063873
ENSG00000015475,38.17217874274173
ENSG00000015479,90.47715223428428
ENSG00000015532,42.44382731633426
ENSG00000015568,91.7950012623075
ENSG00000015592,67.38197424892704
ENSG00000015676,76.59681898510478
ENSG00000016082,85.16031305225953
ENSG00000016391,88.56854329714719
ENSG00000016402,57.707649583438524
ENSG00000016864,72.48169654127746
ENSG00000017260,74.47109315829336
ENSG00000017427,81.16132289825802
ENSG00000017483,25.342085331986873
ENSG00000017797,83.03458722544812
ENSG00000018189,96.6018682150972
ENSG00000018236,63.45367331481949
ENSG00000018280,41.040141378439785
ENSG00000018408,37.03610199444584
ENSG00000018510,53.713708659429436
ENSG00000018610,58.63165867205251
ENSG00000018625,66.63973744004039
ENSG00000018699,41.03509214844736
ENSG00000018869,41.3885382479172
ENSG00000019102,14.132794748800809
ENSG00000019144,90.07321383489017
ENSG00000019485,34.5367331481949
ENSG00000019505,31.78995203231507
ENSG00000019549,12.219136581671295
ENSG00000019582,71.99192123201212
ENSG00000019991,47.720272658419596
ENSG00000019995,75.83438525624842
ENSG00000020129,35.016409997475385
ENSG00000020181,48.9775309265337
ENSG00000020256,33.51173945973239
ENSG00000020426,86.33678364049483
ENSG00000020577,38.24791719262812
ENSG00000020922,71.63342590254986
ENSG00000021300,98.24791719262812
ENSG00000021355,66.50845746023731
ENSG00000021461,16.172683665740976
ENSG00000021488,15.955566776066648
ENSG00000021574,69.47235546579147
ENSG00000021645,88.72002019691998
ENSG00000021762,41.590507447614236
ENSG00000021776,80.74728603887907
ENSG00000021826,90.27518303458723
ENSG00000022267,88.42211562736682
ENSG00000022277,87.95253723807119
ENSG00000022355,85.52890684170664
ENSG00000022556,34.90532693764201
ENSG00000022567,56.531178995203234
ENSG00000022840,91.88588740217118
ENSG00000022976,48.6291340570563
ENSG00000023041,56.76344357485483
ENSG00000023171,90.56298914415551
ENSG00000023191,95.75864680636202
ENSG00000023228,91.12345367331483
ENSG00000023287,85.63998990154002
ENSG00000023318,77.92476647311285
ENSG00000023330,50.78515526382227
ENSG00000023445,6.634688210047967
ENSG00000023516,83.43852562484221
ENSG00000023572,56.096945215854575
ENSG00000023608,65.01388538247917
ENSG00000023697,68.57864175713205
ENSG00000023734,93.73895480939157
ENSG00000023839,32.42110578136834
ENSG00000023892,26.912395859631406
ENSG00000023902,55.894976016157536
ENSG00000023909,73.75915172936128
ENSG00000024048,82.15097197677355
ENSG00000024422,29.936884625094674
ENSG00000024526,3.549608684675587
ENSG00000024862,58.03584953294623
ENSG00000025039,65.83690987124463
ENSG00000025156,72.37061348144408
ENSG00000025293,92.35546579146681
ENSG00000025423,17.308760414036858
ENSG00000025434,31.709164352436254
ENSG00000025708,42.17621812673567
ENSG00000025770,64.72607927291088
ENSG00000025772,39.81822772027266
ENSG00000025796,84.51401161322897
ENSG00000025800,85.44811916182782
ENSG00000026025,99.89396617015906
ENSG00000026036,35.72835142640747
ENSG00000026103,36.82403433476395
ENSG00000026297,58.22772027265842
ENSG00000026508,48.04847260792729
ENSG00000026559,40.06059075990912
ENSG00000026652,36.24842211562736
ENSG00000026751,30.280232264579652
ENSG00000026950,29.017924766473115
ENSG00000027001,42.69123958596314
ENSG00000027075,32.496844231254734
ENSG00000027644,15.86468063620298
ENSG00000027697,67.81115879828327
ENSG00000027847,58.278212572582675
ENSG00000027869,51.20929058318606
ENSG00000028116,30.3862660944206
ENSG00000028137,30.04796768492805
ENSG00000028203,93.8247917192628
ENSG00000028277,65.00378692249433
ENSG00000028310,88.85130017672304
ENSG00000028528,63.12042413531936
ENSG00000028839,59.79298157031053
ENSG00000029153,20.36859378944711
ENSG00000029363,94.29941933855088
ENSG00000029364,50.27518303458722
ENSG00000029534,48.42211562736682
ENSG00000029639,67.46781115879828
ENSG00000029725,84.65539005301692
ENSG00000029993,23.05983337541025
ENSG00000030066,80.22721534965918
ENSG00000030110,50.886139863670785
ENSG00000030419,43.67583943448624
ENSG00000030582,78.35395102246908
ENSG00000031003,61.39358747790962
ENSG00000031081,28.053521837919714
ENSG00000031691,42.94875031557687
ENSG00000031698,81.45922746781116
ENSG00000031823,64.66548851300176
ENSG00000032219,91.63342590254986
ENSG00000032389,67.29613733905579
ENSG00000032444,54.950770007573844
ENSG00000032742,92.42110578136834
ENSG00000033011,49.55314314567028
ENSG00000033030,87.55364806866953
ENSG00000033050,55.980812926028776
ENSG00000033100,50.229739964655394
ENSG00000033122,64.99368846250947
ENSG00000033170,92.38071194142893
ENSG00000033178,80.80282756879575
ENSG00000033327,26.76091895985862
ENSG00000033627,98.21257258268115
ENSG00000033800,89.1895985862156
ENSG00000033867,98.94976016157536
ENSG00000034053,51.295127493057315
ENSG00000034152,51.03761676344357
ENSG00000034510,85.58444837162332
ENSG00000034533,52.7038626609442
ENSG00000034677,84.07977783388033
ENSG00000034693,55.35470840696794
ENSG00000034713,97.65210805352183
ENSG00000035115,56.283766725574345
ENSG00000035141,68.27568795758647
ENSG00000035403,75.87982832618026
ENSG00000035499,1.2623074981065388
ENSG00000035664,42.51956576622065
ENSG00000035681,45.54405453168392
ENSG00000035687,62.039888916940164
ENSG00000035862,69.8258015652613
ENSG00000035928,90.34082302448877
ENSG00000036054,70.39636455440545
ENSG00000036257,83.40318101489524
ENSG00000036448,35.08204998737693
ENSG00000036530,85.5592022216612
ENSG00000036549,64.62509467306235
ENSG00000036672,92.26962888159555
ENSG00000036828,82.9537995455693
ENSG00000037042,49.25018934612472
ENSG00000037241,64.69578389295633
ENSG00000037280,14.546831608179753
ENSG00000037474,45.84700833122949
ENSG00000037637,77.25321888412017
ENSG00000037749,43.85761171421358
ENSG00000037757,73.2239333501641
ENSG00000037897,38.682150971976775
ENSG00000038002,48.00302953799546
ENSG00000038210,28.90179247664731
ENSG00000038219,96.6574097450139
ENSG00000038274,66.0035344609947
ENSG00000038295,37.05629891441555
ENSG00000038358,61.676344357485476
ENSG00000038382,59.070941681393585
ENSG00000038427,3.4082302448876547
ENSG00000038532,58.60641252209038
ENSG00000038945,25.80661449129008
ENSG00000039068,9.588487755617269
ENSG00000039123,69.33602625599596
ENSG00000039139,2.605402676091896
ENSG00000039319,95.66271143650593
ENSG00000039523,73.99141630901288
ENSG00000039560,51.78995203231507
ENSG00000039650,88.63418328704873
ENSG00000040199,81.97424892703863
ENSG00000040275,36.14238828578642
ENSG00000040341,69.67432466548851
ENSG00000040487,67.32138348901793
ENSG00000040531,36.87957586468064
ENSG00000040608,48.927038626609445
ENSG00000040633,54.59732390810401
ENSG00000040731,27.856601868215098
ENSG00000040933,70.37111840444332
ENSG00000041353,18.066144912900782
ENSG00000041357,82.36808886644786
ENSG00000041515,32.29487503155769
ENSG00000041802,70.34082302448877
ENSG00000041880,28.92703862660944
ENSG00000041982,24.473617773289575
ENSG00000041988,48.07876798788185
ENSG00000042062,49.30068164604898
ENSG00000042088,30.35092148447362
ENSG00000042286,35.112345367331486
ENSG00000042304,25.498611461752084
ENSG00000042317,61.38348901792477
ENSG00000042429,84.50391315324413
ENSG00000042445,36.77859126483211
ENSG00000042493,52.46149962130775
ENSG00000042753,80.59075990911386
ENSG00000042781,92.54228730118656
ENSG00000042813,56.561474375157786
ENSG00000042832,8.396869477404696
ENSG00000042980,9.734915425397626
ENSG00000043039,33.127997980308
ENSG00000043093,62.5094673062358
ENSG00000043143,65.84195910123705
ENSG00000043355,36.344357485483464
ENSG00000043462,10.997222923504166
ENSG00000043514,46.76596818985105
ENSG00000043591,41.84296894723555
ENSG00000044090,40.080787679878824
ENSG00000044115,72.32517041151225
ENSG00000044446,61.8732643271901
ENSG00000044459,60.94420600858369
ENSG00000044524,56.12219136581671
ENSG00000044574,95.06185306740721
ENSG00000046604,66.43271901035092
ENSG00000046647,43.05983337541025
ENSG00000046651,92.53218884120172
ENSG00000046653,99.39914163090128
ENSG00000046889,75.09214844736178
ENSG00000047056,58.384246402423635
ENSG00000047188,90.52764453420853
ENSG00000047230,35.93032062610452
ENSG00000047249,90.87099217369351
ENSG00000047315,84.55945468316082
ENSG00000047346,72.81494572077759
ENSG00000047365,27.65968189851048
ENSG00000047410,96.04645291593033
ENSG00000047457,96.99065892451402
ENSG00000047578,77.914668013128
ENSG00000047579,93.07750568038374
ENSG00000047597,19.75258773037112
ENSG00000047617,92.97652108053522
ENSG00000047621,56.258520575612216
ENSG00000047634,89.74501388538248
ENSG00000047644,35.6374652865438
ENSG00000047648,36.30901287553648
ENSG00000047662,77.70260035344609
ENSG00000047849,96.40494824539257
ENSG00000047932,82.79222418581168
ENSG00000048028,65.99343600100984
ENSG00000048052,71.70411512244382
ENSG00000048140,67.51325422873012
ENSG00000048162,35.60716990658925
ENSG00000048342,94.2489270386266
ENSG00000048392,62.19136581671295
ENSG00000048405,73.10275183034587
ENSG00000048471,96.26861903559707
ENSG00000048540,15.910123706134815
ENSG00000048544,83.46377177480434
ENSG00000048545,97.79348649330977
ENSG00000048649,94.11764705882352
ENSG00000048707,80.02524614996213
ENSG00000048740,93.20878566018682
ENSG00000048828,78.01060338298409
ENSG00000048991,79.06084322140873
ENSG00000049089,93.63292097955062
ENSG00000049130,23.281999495077002
ENSG00000049167,41.44407977783388
ENSG00000049192,61.23201211815198
ENSG00000049239,57.778338803332495
ENSG00000049245,72.65337036101994
ENSG00000049246,96.53117899520322
ENSG00000049247,26.861903559707144
ENSG00000049249,3.3526887149709665
ENSG00000049283,16.248422115627367
ENSG00000049323,14.016662458975008
ENSG00000049449,94.03685937894471
ENSG00000049540,45.20575612219137
ENSG00000049541,53.89548093915678
ENSG00000049618,97.6268619035597
ENSG00000049656,56.45039131532441
ENSG00000049759,69.6339308255491
ENSG00000049768,3.1406210552890683
ENSG00000049769,70.7144660439283
ENSG00000049860,66.6599343600101
ENSG00000049883,52.047462761928806
ENSG00000050030,37.026003534461
ENSG00000050130,76.94016662458975
ENSG00000050165,99.41428932087857
ENSG00000050327,35.71825296642262
ENSG00000050344,32.77455188083817
ENSG00000050393,96.01615753597576
ENSG00000050405,87.48295884877557
ENSG00000050426,64.89270386266094
ENSG00000050438,96.43524362534713
ENSG00000050628,20.752335268871498
ENSG00000050730,22.226710426659935
ENSG00000050748,61.226962888159555
ENSG00000050767,62.973996465539
ENSG00000050820,60.64125220903812
ENSG00000051009,63.287048725069425
ENSG00000051108,95.01640999747538
ENSG00000051128,68.24539257763192
ENSG00000051180,9.527896995708154
ENSG00000051341,15.905074476142389
ENSG00000051382,63.52941176470588
ENSG00000051523,37.54607422368089
ENSG00000051596,45.82176218126735
ENSG00000051620,80.07573844988639
ENSG00000051825,86.40242363039636
ENSG00000052126,95.31431456702852
ENSG00000052344,11.037616763443575
ENSG00000052723,57.30371118404444
ENSG00000052749,97.34915425397627
ENSG00000052795,67.8767987881848
ENSG00000052802,80.5958091391063
ENSG00000052841,82.75687957586469
ENSG00000053108,52.28982580156526
ENSG00000053254,83.26685180509972
ENSG00000053328,16.531178995203234
ENSG00000053371,85.2310022721535
ENSG00000053372,63.019439535470845
ENSG00000053438,79.06589245140117
ENSG00000053501,74.61752082807371
ENSG00000053524,93.38550870992174
ENSG00000053702,40.348396869477405
ENSG00000053747,35.35975763696037
ENSG00000053770,70.1338045947993
ENSG00000053900,58.4751325422873
ENSG00000053918,17.869224943196162
ENSG00000054116,80.2878061095683
ENSG00000054118,92.18379197172432
ENSG00000054148,89.22494319616258
ENSG00000054179,28.442312547336527
ENSG00000054219,25.811663721282503
ENSG00000054267,96.00100984599848
ENSG00000054277,19.818227720272656
ENSG00000054282,91.26988134309518
ENSG00000054356,73.99646553900531
ENSG00000054392,40.68669527896996
ENSG00000054523,98.54582176218126
ENSG00000054598,23.842464024236303
ENSG00000054611,70.3105276445342
ENSG00000054654,99.16182782125725
ENSG00000054690,81.59555667760667
ENSG00000054793,59.409240090886136
ENSG00000054803,10.75485988386771
ENSG00000054965,68.70992173693512
ENSG00000054967,40.66649835900025
ENSG00000054983,56.14743751577884
ENSG00000055044,77.96516031305227
ENSG00000055070,66.53370361019945
ENSG00000055118,88.35142640747286
ENSG00000055130,80.30295379954558
ENSG00000055147,63.221408735167884
ENSG00000055163,78.85887402171169
ENSG00000055208,47.927291088109065
ENSG00000055211,80.83817217874274
ENSG00000055332,86.19540520070689
ENSG00000055483,74.016662458975
ENSG00000055609,91.00227215349659
ENSG00000055813,31.466801312799795
ENSG00000055917,89.4016662458975
ENSG00000055950,86.18530674072204
ENSG00000055955,42.28225195657662
ENSG00000056050,78.74274173188589
ENSG00000056097,87.07902044938147
ENSG00000056277,35.52638222671043
ENSG00000056291,20.141378439787932
ENSG00000056487,58.843726331734416
ENSG00000056558,29.129007826306484
ENSG00000056586,63.61524867457713
ENSG00000056736,25.483463771774804
ENSG00000056972,70.91643524362534
ENSG00000056998,19.50012623074981
ENSG00000057019,89.10376167634436
ENSG00000057252,51.158798283261795
ENSG00000057294,61.035092148447355
ENSG00000057468,13.920727089118909
ENSG00000057593,5.705629891441555
ENSG00000057608,86.3317344105024
ENSG00000057657,23.140621055289067
ENSG00000057663,63.8020701842969
ENSG00000057704,28.07371875788942
ENSG00000057757,88.64933097702601
ENSG00000057935,78.40949255238576
ENSG00000058056,52.50694269123959
ENSG00000058063,67.5687957586468
ENSG00000058085,6.069174450896239
ENSG00000058091,52.93612724059581
ENSG00000058262,64.43827316334259
ENSG00000058272,88.58369098712447
ENSG00000058335,42.49431961625852
ENSG00000058404,97.5107296137339
ENSG00000058453,89.86114617520829
ENSG00000058600,75.45064377682404
ENSG00000058668,82.90330724564504
ENSG00000058673,80.18177227972734
ENSG00000058729,57.35925271396112
ENSG00000058799,44.52411007321383
ENSG00000058804,35.87477909618783
ENSG00000058866,34.18328704872507
ENSG00000059122,81.74703357737944
ENSG00000059145,80.0201969199697
ENSG00000059377,36.07169906589245
ENSG00000059378,27.30118656904822
ENSG00000059573,37.44508962383237
ENSG00000059588,95.73844988639233
ENSG00000059691,92.4110073213835
ENSG00000059728,77.2784650340823
ENSG00000059758,59.99495077000757
ENSG00000059769,55.925271396112095
ENSG00000059804,87.36682655894977
ENSG00000059915,83.89295632416056
ENSG00000060069,57.51577884372633
ENSG00000060138,96.14743751577885
ENSG00000060140,6.9426912395859635
ENSG00000060237,92.5877303711184
ENSG00000060339,89.15425397626862
ENSG00000060491,84.69578389295633
ENSG00000060558,10.775056803837414
ENSG00000060642,40.318101489522846
ENSG00000060656,71.31532441302701
ENSG00000060688,64.58975006311537
ENSG00000060709,57.60161575359758
ENSG00000060718,56.89977278465034
ENSG00000060749,59.65665236051502
ENSG00000060762,90.74476142388286
ENSG00000060971,74.39030547841455
ENSG00000060982,85.99343600100985
ENSG00000061273,56.889674324665485
ENSG00000061337,44.57965160313052
ENSG00000061455,15.965665236051501
ENSG00000061656,35.18303458722545
ENSG00000061676,92.08785660186821
ENSG00000061794,63.90810401413785
ENSG00000061918,70.26508457460238
ENSG00000061936,85.82176218126736
ENSG00000061938,76.85937894471093
ENSG00000061987,82.6457965160313
ENSG00000062038,72.84524110073214
ENSG00000062194,96.24842211562736
ENSG00000062282,5.0896238323655645
ENSG00000062370,36.83918202474123
ENSG00000062485,74.54178237818732
ENSG00000062582,74.67811158798283
ENSG00000062598,52.36051502145923
ENSG00000062650,91.6435243625347
ENSG00000062716,83.60515021459227
ENSG00000062725,81.94395354708406
ENSG00000062822,34.228730118656905
ENSG00000063015,74.8649330977026
ENSG00000063046,91.92628124211058
ENSG00000063127,30.759909113860136
ENSG00000063169,44.23125473365312
ENSG00000063176,91.32037364301944
ENSG00000063177,99.14668013127998
ENSG00000063180,77.29866195405201
ENSG00000063241,63.24160565513759
ENSG00000063244,81.49457207775814
ENSG00000063245,85.07952537238071
ENSG00000063322,69.71471850542792
ENSG00000063587,35.28401918707397
ENSG00000063601,51.62332744256501
ENSG00000063660,66.33173441050239
ENSG00000063761,47.65463266851805
ENSG00000063854,94.71850542792224
ENSG00000063978,60.282756879575864
ENSG00000064012,29.83085079525372
ENSG00000064042,89.73996465539005
ENSG00000064102,46.61449129007826
ENSG00000064115,87.85155263822267
ENSG00000064199,33.48649330977026
ENSG00000064201,2.968947235546579
ENSG00000064205,19.742489270386265
ENSG00000064225,29.931835395102247
ENSG00000064270,34.54178237818732
ENSG00000064300,81.45417823781872
ENSG00000064309,62.72658419591013
ENSG00000064313,55.112345367331486
ENSG00000064393,91.92123201211815
ENSG00000064419,68.59883867710174
ENSG00000064489,32.60792729108811
ENSG00000064490,56.51603130522596
ENSG00000064545,61.81267356728098
