gen_name,hemocyte
AGAP000002,29.20992656368701
AGAP000005,45.50519118764244
AGAP000007,16.814383388199545
AGAP000008,66.47252468979488
AGAP000009,46.39149151683971
AGAP000010,41.010382375284884
AGAP000011,46.91061028108382
AGAP000012,38.33881995441884
AGAP000013,41.12433527475311
AGAP000014,0.32919726513041275
AGAP000015,3.4818941504178276
AGAP000017,54.26690301342112
AGAP000018,36.41428209673335
AGAP000021,54.07698151430742
AGAP000022,82.0587490503925
AGAP000023,17.63737655102558
AGAP000025,45.99898708533806
AGAP000028,12.712079007343632
AGAP000029,93.26411749810079
AGAP000032,91.23828817422132
AGAP000033,35.69258040010129
AGAP000035,62.116991643454035
AGAP000040,70.61281337047353
AGAP000042,60.471005317801975
AGAP000043,25.677386680172194
AGAP000044,96.87262598126108
AGAP000046,83.07166371233224
AGAP000048,26.171182577867814
AGAP000049,30.590022790579894
AGAP000053,59.14155482400608
AGAP000058,34.80628007090403
AGAP000061,0.16459863256520638
AGAP000062,6.761205368447707
AGAP000063,22.841225626740947
AGAP000064,39.59230184856926
AGAP000065,9.356799189668271
AGAP000066,2.557609521397822
AGAP000070,18.548999746771337
AGAP000076,47.10053178019752
AGAP000078,26.576348442643706
AGAP000079,3.0767282856419347
AGAP000081,14.104836667510762
AGAP000082,77.75386173714864
AGAP000090,55.735629273233734
AGAP000092,96.44213724993669
AGAP000093,61.61053431248418
AGAP000094,12.927323373005825
AGAP000095,50.177260065839455
AGAP000096,86.79412509496075
AGAP000097,69.52393010888832
AGAP000098,21.752342365155737
AGAP000099,45.88503418586984
AGAP000102,62.58546467460116
AGAP000105,52.87414535325399
AGAP000106,41.94732843757913
AGAP000109,94.96074955684983
AGAP000110,76.5763484426437
AGAP000112,6.685236768802229
AGAP000116,55.86224360597619
AGAP000118,68.81488984553052
AGAP000119,68.35907824765764
AGAP000120,58.67308179285895
AGAP000124,34.92023297037225
AGAP000126,57.508229931628264
AGAP000127,71.86629526462396
AGAP000128,10.053178019751837
AGAP000132,80.46340845783743
AGAP000133,3.7351228159027605
AGAP000136,11.509242846290201
AGAP000139,23.005824259306156
AGAP000140,21.22056216763738
AGAP000141,11.205368447708281
AGAP000142,0.49379589769561916
AGAP000143,18.53633831349709
AGAP000145,93.7579133957964
AGAP000147,31.21043302101798
AGAP000149,73.71486452266397
AGAP000150,69.56191440871106
AGAP000151,59.95188655355786
AGAP000152,47.83489491010383
AGAP000154,5.6469992403140035
AGAP000155,40.69384654342872
AGAP000158,0.05064573309698658
AGAP000159,8.470498860471006
AGAP000161,40.14940491263611
AGAP000162,95.03671815649531
AGAP000163,18.52367688022284
AGAP000165,89.93416054697391
AGAP000167,95.34059255507724
AGAP000168,2.4816409217523425
AGAP000169,18.30843251456065
AGAP000170,94.63155229171943
AGAP000171,64.25677386680172
AGAP000173,69.08077994428969
AGAP000178,16.90301342111927
AGAP000179,88.706001519372
AGAP000180,92.84629020005065
AGAP000181,24.25930615345657
AGAP000182,57.01443403393264
AGAP000183,62.91466193973157
AGAP000184,72.63864269435301
AGAP000185,19.77715877437326
AGAP000186,3.3552798176753607
AGAP000187,38.06026842238541
AGAP000188,25.943276778931374
AGAP000189,40.3646492782983
AGAP000195,52.02582932387946
AGAP000196,11.85110154469486
AGAP000199,48.898455305140544
AGAP000201,51.063560395036724
AGAP000203,4.089642947581666
AGAP000205,69.38465434287161
AGAP000210,36.540896429475815
AGAP000211,78.62750063307166
AGAP000218,16.8017219549253
AGAP000220,83.80602684223855
AGAP000222,39.50367181564953
AGAP000232,5.343124841732084
AGAP000234,24.854393517346164
AGAP000235,77.53861737148645
AGAP000236,68.18181818181817
AGAP000237,81.03317295517853
AGAP000238,30.90655862243606
AGAP000240,0.5064573309698658
AGAP000241,75.91795391238288
AGAP000242,46.252215750823
AGAP000243,41.14965814130159
AGAP000245,16.295264623955433
AGAP000246,20.967333502152442
AGAP000248,67.33350215244366
AGAP000249,98.92377817168904
AGAP000250,19.042795644466953
AGAP000251,39.65560901494049
AGAP000252,63.294504937958976
AGAP000255,61.73714864522664
AGAP000258,2.671562420866042
AGAP000260,97.06254748037479
AGAP000261,69.73917447455051
AGAP000264,25.386173714864523
AGAP000268,96.50544441630792
AGAP000269,54.50747024563181
AGAP000270,75.90529247910864
AGAP000271,16.624461889085847
AGAP000272,81.98278045074703
AGAP000273,28.336287667763994
AGAP000274,64.59863256520639
AGAP000275,71.94226386426944
AGAP000278,81.34970878703469
AGAP000279,53.899721448467965
AGAP000281,76.0572296783996
AGAP000284,13.269182071410485
AGAP000285,70.90402633578121
AGAP000287,82.7931121802988
AGAP000288,64.06685236768801
AGAP000289,68.61230691314256
AGAP000290,92.41580146872626
AGAP000291,72.0688781970119
AGAP000296,38.70600151937199
AGAP000297,13.471765003798431
AGAP000300,57.45758419853127
AGAP000304,82.4892377817169
AGAP000305,99.94935426690301
AGAP000306,84.958217270195
AGAP000307,38.908584451759936
AGAP000308,88.35148138769308
AGAP000310,63.39579640415295
AGAP000311,67.89060521651051
AGAP000312,4.646746011648519
AGAP000313,69.95441884021272
AGAP000315,57.63484426437072
AGAP000317,81.3243859204862
AGAP000319,29.27323373005824
AGAP000320,41.87135983793365
AGAP000321,89.7948847809572
AGAP000322,18.738921245885034
AGAP000323,20.3849075715371
AGAP000324,54.01367434793619
AGAP000325,80.67865282349962
AGAP000326,62.54748037477843
AGAP000327,33.91997974170676
AGAP000328,71.96758673081793
AGAP000330,16.409217523423653
AGAP000334,79.69106102810838
AGAP000336,40.44061787794379
AGAP000337,38.65535578627501
AGAP000338,35.452013167890605
AGAP000339,53.25398835148138
AGAP000340,4.937958976956192
AGAP000343,21.359837933654088
AGAP000346,21.95492529754368
AGAP000349,24.80374778424918
AGAP000351,66.78906052165105
AGAP000352,12.522157508229931
AGAP000354,68.42238541402887
AGAP000355,26.551025576095217
AGAP000358,97.04988604710053
AGAP000361,37.51582679159281
AGAP000365,87.27525955938212
AGAP000366,12.737401873892123
AGAP000367,78.8300835654596
AGAP000368,38.81995441884021
AGAP000372,61.749810078500886
AGAP000374,28.285641934667005
AGAP000375,92.88427449987338
AGAP000376,97.42972904532793
AGAP000378,83.4388452772854
AGAP000380,84.0972398075462
AGAP000382,57.799442896935936
AGAP000385,95.58115978728792
AGAP000387,37.553811091415554
AGAP000391,39.38971891618131
AGAP000392,79.9949354266903
AGAP000393,30.22284122562674
AGAP000394,67.48543935173463
AGAP000395,68.6756140795138
AGAP000396,93.58065332995696
AGAP000397,45.39123828817422
AGAP000398,36.32565206381362
AGAP000399,92.06128133704735
AGAP000400,0.8863003291972652
AGAP000402,72.39807546214232
AGAP000403,79.15928083059002
AGAP000405,45.40389972144847
AGAP000406,30.172195492529752
AGAP000407,78.18435046847303
AGAP000410,45.89769561914409
AGAP000412,46.492782983033685
AGAP000414,91.35224107368954
AGAP000415,97.34109901240821
AGAP000416,89.35173461635857
AGAP000425,88.74398581919473
AGAP000426,85.1228159027602
AGAP000427,1.3041276272474045
AGAP000428,59.85059508736389
AGAP000429,35.325398835148135
AGAP000432,81.57761458597113
AGAP000433,30.5646999240314
AGAP000434,1.6713091922005572
AGAP000436,0.822993162826032
AGAP000439,96.13826285135477
AGAP000440,50.10129146619398
AGAP000441,26.247151177513295
AGAP000444,80.57736135730565
AGAP000447,49.73410990124082
AGAP000448,92.39047860217777
AGAP000452,53.54520131678906
AGAP000453,29.81767536085085
AGAP000454,63.7629779691061
AGAP000457,85.08483160293746
AGAP000462,97.39174474550519
AGAP000463,11.610534312484173
AGAP000466,79.00734363129907
AGAP000467,49.88604710053178
AGAP000469,41.45353253988351
AGAP000470,62.61078754114966
AGAP000472,45.745758419853125
AGAP000474,16.852367688022284
AGAP000475,58.72372752595594
AGAP000479,73.61357305646999
AGAP000480,71.1445935679919
AGAP000481,35.70524183337554
AGAP000482,78.6654849328944
AGAP000483,81.14712585464675
AGAP000489,67.5360850848316
AGAP000491,93.51734616358571
AGAP000496,78.1210433021018
AGAP000497,39.45302608255255
AGAP000498,85.80653329956951
AGAP000499,17.40947075208914
AGAP000500,78.60217776652317
AGAP000504,76.53836414282097
AGAP000507,19.85312737401874
AGAP000508,81.65358318561661
AGAP000512,67.05495062041022
AGAP000513,82.71714358065333
AGAP000514,73.15776145859712
AGAP000515,22.663965560901495
AGAP000516,51.50671055963535
AGAP000519,14.345403899721449
AGAP000522,14.459356799189669
AGAP000523,98.12610787541149
AGAP000526,85.19878450240567
AGAP000528,60.9648012154976
AGAP000529,60.002532286654855
AGAP000531,82.19802481640922
AGAP000532,45.910357052418334
AGAP000533,44.15041782729805
AGAP000534,89.2504431501646
AGAP000536,74.89237781716889
AGAP000541,98.53127374018739
AGAP000543,73.57558875664725
AGAP000544,50.26589009875918
AGAP000545,77.39934160546974
AGAP000546,91.45353253988353
AGAP000547,59.57204355533047
AGAP000548,16.78906052165105
AGAP000549,73.30969865788808
AGAP000551,73.10711572550012
AGAP000552,59.445429222588
AGAP000553,8.014687262598127
AGAP000554,58.951633324892384
AGAP000555,57.82476576348443
AGAP000556,57.69815143074196
AGAP000558,61.787794378323625
AGAP000559,14.168143833881997
AGAP000560,51.7092934920233
AGAP000561,41.35224107368954
AGAP000562,17.991896682704482
AGAP000563,6.495315269688529
AGAP000564,50.48113446442137
AGAP000565,91.66877690554571
AGAP000566,45.16333248923778
AGAP000567,18.40972398075462
AGAP000570,29.463155229171946
AGAP000572,44.47961509242847
AGAP000573,60.91415548240061
AGAP000575,14.851861230691316
AGAP000576,47.062547480374775
AGAP000577,42.6690301342112
AGAP000578,49.77209420106356
AGAP000585,86.71815649531527
AGAP000586,84.60369713851608
AGAP000588,11.43327424664472
AGAP000589,48.8857938718663
AGAP000591,18.700936946062292
AGAP000596,62.85135477336035
AGAP000597,20.94201063560395
AGAP000598,73.04380855912889
AGAP000599,12.876677639908838
AGAP000601,68.99214991136998
AGAP000602,34.135224107368956
AGAP000605,31.75487465181058
AGAP000606,6.989111167384148
AGAP000607,22.347429729045327
AGAP000609,3.4692327171435804
AGAP000610,22.132185363383137
AGAP000614,25.766016713091922
AGAP000615,65.21904279564447
AGAP000616,82.43859204861991
AGAP000617,60.39503671815649
AGAP000618,93.1628260319068
AGAP000619,27.019498607242337
AGAP000620,4.190934413775639
AGAP000623,22.65130412762725
AGAP000624,81.74221321853634
AGAP000625,72.09420106356039
AGAP000626,39.035198784502406
AGAP000627,70.56216763737655
AGAP000630,42.491770068371736
AGAP000633,53.266649784755636
AGAP000634,43.28944036464928
AGAP000636,34.464421372499366
AGAP000637,10.015193719929096
AGAP000639,37.427196758673084
AGAP000646,90.33932641174981
AGAP000648,21.904279564446696
AGAP000649,49.4302355026589
AGAP000650,20.891364902506965
AGAP000651,98.87313243859205
AGAP000652,74.1326918207141
AGAP000653,51.45606482653836
AGAP000654,99.51886553557863
AGAP000655,97.61965054444163
AGAP000656,70.9293492023297
AGAP000659,42.90959736642188
AGAP000660,49.21499113699671
AGAP000662,38.541402886806786
AGAP000666,34.94555583692074
AGAP000669,93.46670043048874
AGAP000670,85.2874145353254
AGAP000671,40.07343631299063
AGAP000672,74.55051911876424
AGAP000674,6.697898202076476
AGAP000675,22.157508229931626
AGAP000679,99.20232970372246
AGAP000680,67.77665231704229
AGAP000681,65.20638136237022
AGAP000682,70.29627753861737
AGAP000684,29.374525196252215
AGAP000685,84.3124841732084
AGAP000689,82.56520638136237
AGAP000690,75.51278804760699
