gen_name,embryonic cell,epiblast cell
ENSGALG00000000003,37.82131443657079,36.33458385438377
ENSGALG00000000011,57.66986244268445,47.81853550090315
ENSGALG00000000038,6.64860358482701,0.0
ENSGALG00000000044,1.5700986522162013,0.0
ENSGALG00000000048,3.793247186327636,0.0
ENSGALG00000000055,81.99249687369738,80.65860775323051
ENSGALG00000000059,58.38543837710157,70.43907183548701
ENSGALG00000000067,51.813255523134636,47.58927330832291
ENSGALG00000000071,63.71404751979992,73.82242601083784
ENSGALG00000000086,96.14422676115048,96.4707517020981
ENSGALG00000000091,81.8743921078227,93.06655550923996
ENSGALG00000000094,57.968598026955675,60.2334305960817
ENSGALG00000000102,81.92997082117549,77.72683062387105
ENSGALG00000000104,30.13060997637905,0.0
ENSGALG00000000106,66.80561345004863,64.40183409754064
ENSGALG00000000107,10.247325274419897,0.0
ENSGALG00000000109,67.04182298179798,62.519105182715016
ENSGALG00000000112,40.586355425871886,44.95623176323468
ENSGALG00000000115,15.610671112963734,0.0
ENSGALG00000000122,98.69390023620953,98.97874114214255
ENSGALG00000000129,68.76476309573434,68.83423648742531
ENSGALG00000000136,8.948172849798528,0.0
ENSGALG00000000137,95.7065443934973,95.89412255106295
ENSGALG00000000141,1.479783243017924,0.0
ENSGALG00000000142,86.74447686536057,76.86536056690288
ENSGALG00000000146,79.30387661525636,83.69459497012645
ENSGALG00000000150,99.49979157982493,99.51368625816312
ENSGALG00000000151,34.48659163540364,32.84007225232736
ENSGALG00000000154,19.59844379602612,0.0
ENSGALG00000000156,80.27650409893012,78.08114492149507
ENSGALG00000000158,27.372516326247048,44.33791857718494
ENSGALG00000000161,63.85299430318187,69.25107683757122
ENSGALG00000000162,7.975545366124774,0.0
ENSGALG00000000164,26.50409893010977,41.01709045435598
ENSGALG00000000184,27.99777685146589,0.0
ENSGALG00000000186,21.967486452688618,60.40016673614006
ENSGALG00000000189,80.17229401139365,76.82367653188828
ENSGALG00000000195,69.36918160344588,75.40641934139225
ENSGALG00000000201,7.357232180075031,0.0
ENSGALG00000000208,69.12602473252744,70.8837015423093
ENSGALG00000000209,30.10282061970265,0.0
ENSGALG00000000215,93.19855495345283,86.80005557871335
ENSGALG00000000217,13.984993747394746,0.0
ENSGALG00000000218,97.08211754897874,87.89078782826178
ENSGALG00000000220,95.09517854661664,83.8821731276921
ENSGALG00000000223,73.73211060163956,83.61817423926637
ENSGALG00000000225,44.435181325552314,39.787411421425595
ENSGALG00000000226,34.431012922050854,0.0
ENSGALG00000000227,91.98277059886064,88.9467833819647
ENSGALG00000000233,17.139085730165345,0.0
ENSGALG00000000234,27.511463109629013,42.22592746977907
ENSGALG00000000235,90.80172294011393,95.20633597332223
ENSGALG00000000241,86.98763373627901,89.63456995970543
ENSGALG00000000242,35.50785049326108,0.0
ENSGALG00000000243,78.76893149923579,73.07211338057525
ENSGALG00000000244,34.62553841878561,35.70932332916493
ENSGALG00000000247,95.2549673475059,94.71307489231624
ENSGALG00000000251,3.5639849937473946,0.0
ENSGALG00000000253,44.080867027928306,53.299986105321665
ENSGALG00000000255,68.9106572182854,70.32096706961234
ENSGALG00000000259,72.65527303042934,77.99777685146589
ENSGALG00000000264,46.57496178963457,27.615673197165485
ENSGALG00000000273,82.98596637487842,53.68903709879116
ENSGALG00000000275,77.85883006808393,78.51882728914825
ENSGALG00000000276,64.61025427261359,70.96012227316938
ENSGALG00000000277,8.34375434208698,0.0
ENSGALG00000000280,34.556065027094625,45.46338752257885
ENSGALG00000000284,30.03334722801167,0.0
ENSGALG00000000293,32.95122967903293,0.0
ENSGALG00000000295,22.16201194942337,0.0
ENSGALG00000000296,81.5061831318605,85.64679727664306
ENSGALG00000000299,22.273169376128944,0.0
ENSGALG00000000302,40.37098791162985,32.90259830484924
ENSGALG00000000309,21.946644435181327,0.0
ENSGALG00000000311,35.32027233569543,0.0
ENSGALG00000000313,35.77879672085591,36.17479505349451
ENSGALG00000000314,17.87550368208976,0.0
ENSGALG00000000317,53.376406836181744,0.0
ENSGALG00000000318,30.51966096984855,42.872030012505206
ENSGALG00000000329,53.86272057801862,52.78588300680839
ENSGALG00000000336,47.76295678755037,59.29553980825344
ENSGALG00000000349,93.78213144365708,92.8859246908434
ENSGALG00000000352,93.6987633736279,95.93580658607753
ENSGALG00000000367,50.937890787828266,36.119216340141726
ENSGALG00000000371,39.98193691816034,0.0
ENSGALG00000000374,43.96970960122273,48.12421842434348
ENSGALG00000000377,97.98527164096151,97.9922189801306
ENSGALG00000000378,25.91357510073642,0.0
ENSGALG00000000379,58.6841739613728,58.30901764624149
ENSGALG00000000390,77.70598860636376,60.77532305127137
ENSGALG00000000394,8.420175072947062,0.0
ENSGALG00000000396,80.57523968320133,77.30999027372516
ENSGALG00000000397,93.94192024454634,90.67667083507017
ENSGALG00000000399,12.296790329303876,0.0
ENSGALG00000000400,28.58830068083924,37.56426288731416
ENSGALG00000000401,29.699874947894955,27.615673197165485
ENSGALG00000000402,74.54494928442406,68.50076420730859
ENSGALG00000000404,92.26761150479366,90.24593580658608
ENSGALG00000000407,80.45018757815757,81.94386549951369
ENSGALG00000000409,65.53425038210365,70.00138946783382
ENSGALG00000000410,76.12894261497847,80.06113658468806
ENSGALG00000000417,21.13380575239683,25.177157148812007
ENSGALG00000000419,72.98179797137696,66.32624704738085
ENSGALG00000000424,82.11060163957204,82.15923301375572
ENSGALG00000000430,85.94553286091427,90.97540641934138
ENSGALG00000000433,29.56092816451299,57.649020425177156
ENSGALG00000000436,35.28553563984993,42.56634708906489
ENSGALG00000000437,49.729053772405166,26.747255801028206
ENSGALG00000000438,54.57829651243574,48.85368903709879
ENSGALG00000000441,6.224815895512019,27.532305127136308
ENSGALG00000000442,22.057801861886897,39.63456995970544
ENSGALG00000000451,21.41864665832986,0.0
ENSGALG00000000452,39.93330554397666,26.747255801028206
ENSGALG00000000458,80.07503126302626,70.37654578296512
ENSGALG00000000461,39.80825343893289,51.72294011393637
ENSGALG00000000466,27.08767542031402,46.99180213978046
ENSGALG00000000470,96.4429623454217,95.46338752257886
ENSGALG00000000474,95.94275392524662,96.17896345699597
ENSGALG00000000476,8.163123523690427,0.0
ENSGALG00000000478,38.425732944282345,27.615673197165485
ENSGALG00000000498,48.825899680422395,65.03404196192858
ENSGALG00000000504,19.89717938029735,30.894817284979855
ENSGALG00000000505,41.83687647630958,0.0
ENSGALG00000000510,78.39377518410448,82.99986105321662
ENSGALG00000000511,88.89120466861192,86.18174239266361
ENSGALG00000000513,46.39433097123802,46.26927886619425
ENSGALG00000000516,61.935528692510765,55.398082534389324
ENSGALG00000000518,43.955814922884535,34.36848686952897
ENSGALG00000000523,68.29234403223565,68.80644713074892
ENSGALG00000000525,64.13783520911491,77.9144087814367
ENSGALG00000000528,16.472141169931916,34.6602751146311
ENSGALG00000000529,62.5955259135751,74.822842851188
ENSGALG00000000533,99.07600389050994,99.34000277893567
ENSGALG00000000535,84.41017090454356,92.76781992496875
ENSGALG00000000538,49.506738918994024,61.36584688064472
ENSGALG00000000540,58.510490482145336,45.98443796026122
ENSGALG00000000541,79.19271918855078,69.33444490760039
ENSGALG00000000542,69.55675976101153,69.64012783104072
ENSGALG00000000544,27.41420036126164,37.26552730304293
ENSGALG00000000549,17.389189940252884,39.93330554397666
ENSGALG00000000550,94.42823398638322,89.7248853689037
ENSGALG00000000551,63.63067944977073,0.0
ENSGALG00000000556,7.6629151035153535,0.0
ENSGALG00000000557,19.139919410865637,0.0
ENSGALG00000000558,27.699041267194662,0.0
ENSGALG00000000564,86.34847853272197,94.0669723495901
ENSGALG00000000573,75.1841044879811,60.254272613589
ENSGALG00000000576,32.12449631791024,54.55050715575934
ENSGALG00000000577,94.17118243712657,95.78296512435736
ENSGALG00000000579,41.06572182853967,36.68889815200778
ENSGALG00000000581,79.59566486035848,86.11226900097263
ENSGALG00000000583,29.741558982909545,0.0
ENSGALG00000000584,17.854661664582466,62.02584410170905
ENSGALG00000000585,81.78407669862443,69.59149645685703
ENSGALG00000000593,4.9117687925524525,0.0
ENSGALG00000000596,89.46088648047798,94.15034041961928
ENSGALG00000000599,5.564818674447687,0.0
ENSGALG00000000603,33.93775184104488,68.61886897318327
ENSGALG00000000604,60.976795887175214,41.17687925524524
ENSGALG00000000606,33.771015700986524,42.92760872585799
ENSGALG00000000607,11.324162845630124,0.0
ENSGALG00000000608,25.725996943170763,51.354731137974156
ENSGALG00000000611,67.03487564262888,67.6740308461859
ENSGALG00000000613,96.71390857301654,97.54064193413923
ENSGALG00000000615,76.45546755592608,83.8682784493539
ENSGALG00000000616,22.141169931916078,0.0
ENSGALG00000000618,73.44726969570654,83.875225788523
ENSGALG00000000619,25.03126302626094,29.922189801306097
ENSGALG00000000621,41.20466861192163,0.0
ENSGALG00000000625,19.6748645268862,0.0
ENSGALG00000000627,90.35014589412255,94.99791579824927
ENSGALG00000000629,71.89106572182854,73.2249548422954
ENSGALG00000000630,25.573155481450605,46.4429623454217
ENSGALG00000000632,76.28178407669863,66.59024593580659
ENSGALG00000000636,58.83701542309295,51.00736417951924
ENSGALG00000000637,65.95109073224955,48.17979713769626
ENSGALG00000000638,66.85424482423232,63.18604974294845
ENSGALG00000000639,19.751285257746286,0.0
ENSGALG00000000643,26.191468667500345,0.0
ENSGALG00000000650,89.11351952202307,86.04279560928164
ENSGALG00000000652,53.07072391274142,66.36793108239544
ENSGALG00000000653,66.31235236904266,62.18563290259831
ENSGALG00000000654,11.89384465749618,0.0
ENSGALG00000000657,80.78365985827428,88.91899402528831
ENSGALG00000000660,86.64721411699318,92.31624287897735
ENSGALG00000000668,93.49729053772406,90.76698624426844
ENSGALG00000000669,33.39585938585522,37.25163262470474
ENSGALG00000000672,14.005835764902042,0.0
ENSGALG00000000674,38.71752118938447,42.48297901903571
ENSGALG00000000678,64.53383354175351,78.46324857579548
ENSGALG00000000681,87.28636932055022,83.79880505766292
ENSGALG00000000684,27.282200917048772,35.653744615812144
ENSGALG00000000685,27.344726969570655,48.99958315964986
ENSGALG00000000690,30.491871613172155,0.0
ENSGALG00000000692,7.037654578296512,0.0
ENSGALG00000000693,45.741281089342785,48.74947894956232
ENSGALG00000000695,64.42962345421704,27.615673197165485
ENSGALG00000000699,56.75281367236349,56.25955259135751
ENSGALG00000000703,24.96873697373906,0.0
ENSGALG00000000707,81.01986939002363,82.79838821731276
ENSGALG00000000708,96.83201333889122,96.99874947894956
ENSGALG00000000712,39.03709879116298,51.9869390023621
ENSGALG00000000713,74.822842851188,76.83062387105738
ENSGALG00000000719,94.30318188133946,95.2966513825205
ENSGALG00000000720,18.18118660553008,0.0
ENSGALG00000000721,36.41795192441295,27.615673197165485
ENSGALG00000000722,8.19091288036682,0.0
ENSGALG00000000723,88.22426010837849,94.1086563846047
ENSGALG00000000724,47.49895789912463,63.17215506461026
ENSGALG00000000726,97.76990412671947,97.89495623176323
ENSGALG00000000729,98.20758649437266,98.3951646519383
ENSGALG00000000731,5.259135751007364,0.0
