gen_name,embryonic cell,epiblast cell
ENSGALG00000000734,94.8937057107128,93.17771293594554
ENSGALG00000000737,28.893983604279562,69.54286508267333
ENSGALG00000000740,41.16298457690705,69.15381408920383
ENSGALG00000000745,21.53675142420453,0.0
ENSGALG00000000747,45.70654439349729,35.535639849937475
ENSGALG00000000748,16.437404474086424,41.392246769487286
ENSGALG00000000751,59.08017229401139,45.65096568014451
ENSGALG00000000755,85.52174517159928,87.96720855912186
ENSGALG00000000761,79.04682506599973,73.75989995831597
ENSGALG00000000764,92.76781992496875,90.36404057246075
ENSGALG00000000769,14.103098513269419,0.0
ENSGALG00000000775,0.5279977768514659,0.0
ENSGALG00000000776,76.62220369598444,85.73711268584132
ENSGALG00000000777,88.11310268167291,87.71015700986521
ENSGALG00000000783,41.19772127275254,0.0
ENSGALG00000000784,68.43129081561761,61.12963734889537
ENSGALG00000000785,47.70043073502848,56.85702375989996
ENSGALG00000000787,79.60955953869669,79.20661386688899
ENSGALG00000000790,93.55981659024593,93.83771015700987
ENSGALG00000000791,90.10004168403502,90.59330276504099
ENSGALG00000000793,51.36167847714326,61.47005696818118
ENSGALG00000000795,26.7542031401973,31.165763512574685
ENSGALG00000000802,41.350562734472696,58.96901486730582
ENSGALG00000000806,16.45129915242462,0.0
ENSGALG00000000808,24.84368486869529,0.0
ENSGALG00000000811,90.74614422676115,91.88550785049327
ENSGALG00000000812,92.1217173822426,93.39308045018758
ENSGALG00000000814,98.33958593858551,98.74253161039323
ENSGALG00000000816,74.65610671112964,83.96554119772127
ENSGALG00000000817,58.92038349312213,59.55953869667917
ENSGALG00000000820,42.191190773933585,34.01417257190496
ENSGALG00000000830,43.170765596776434,57.17660136167848
ENSGALG00000000835,47.17243295817702,45.074336529109345
ENSGALG00000000838,62.76226205363346,73.39169098235377
ENSGALG00000000839,64.01278310407113,29.63040155620397
ENSGALG00000000843,63.63762678893984,62.11615951090732
ENSGALG00000000845,33.27080728081145,31.575656523551483
ENSGALG00000000847,85.4522717799083,79.43587605946922
ENSGALG00000000848,86.44574128108934,83.5139641517299
ENSGALG00000000853,85.10490482145339,80.01250521050439
ENSGALG00000000855,93.12213422259275,92.149506738919
ENSGALG00000000856,83.18743921078226,55.092399610949
ENSGALG00000000857,87.89078782826178,89.22467694872863
ENSGALG00000000862,82.70112546894539,91.60761428372933
ENSGALG00000000863,24.64915937196054,0.0
ENSGALG00000000864,78.23398638321522,85.93163818257608
ENSGALG00000000866,35.292482979019034,0.0
ENSGALG00000000868,38.279838821731275,45.53286091426983
ENSGALG00000000870,20.51549256634709,0.0
ENSGALG00000000875,63.99194108656384,52.3620953174934
ENSGALG00000000881,29.512296790329305,31.165763512574685
ENSGALG00000000883,42.94845074336529,37.25857996387384
ENSGALG00000000884,96.21370015284147,96.23454217034876
ENSGALG00000000887,36.72363484785327,0.0
ENSGALG00000000891,48.346533277754624,32.367653188828676
ENSGALG00000000893,30.012505210504376,0.0
ENSGALG00000000895,84.77143254133667,90.9337223843268
ENSGALG00000000901,10.879533138807837,0.0
ENSGALG00000000902,46.123384743643186,59.837432263443105
ENSGALG00000000903,56.933444490760046,46.31096290120883
ENSGALG00000000905,87.92552452410727,85.86216479088509
ENSGALG00000000906,40.329303876615256,57.25302209253855
ENSGALG00000000907,99.29137140475198,99.2080033347228
ENSGALG00000000908,57.62123106850077,73.77379463665417
ENSGALG00000000909,20.43212449631791,0.0
ENSGALG00000000913,83.50701681256079,70.61275531471446
ENSGALG00000000918,20.55717660136168,0.0
ENSGALG00000000920,43.77518410448798,45.14380992080033
ENSGALG00000000927,44.41433930804502,0.0
ENSGALG00000000934,76.67083507016812,84.80616923718216
ENSGALG00000000943,60.476587467000144,81.18660553008198
ENSGALG00000000944,79.5122967903293,73.44726969570654
ENSGALG00000000946,82.54133666805613,85.007642073086
ENSGALG00000000949,14.269834653327775,26.747255801028206
ENSGALG00000000950,64.65193830762817,54.925663470890655
ENSGALG00000000955,62.68584132277337,62.817840766986244
ENSGALG00000000962,40.25983048492427,60.316798666110884
ENSGALG00000000966,38.62720578018619,0.0
ENSGALG00000000972,69.730443240239,66.34708906488814
ENSGALG00000000975,66.1525635681534,71.286647214117
ENSGALG00000000977,43.76128942614979,49.951368625816315
ENSGALG00000000978,76.33736279005142,71.55064610254273
ENSGALG00000000988,94.5393914130888,95.06044185077116
ENSGALG00000000990,99.2010559955537,99.13852994303181
ENSGALG00000000991,77.95609281645129,74.98957899124635
ENSGALG00000000993,83.24301792413506,72.36348478532722
ENSGALG00000000994,8.447964429623454,0.0
ENSGALG00000000996,88.5716270668334,82.78449353897457
ENSGALG00000000997,66.18730026399889,73.42642767819925
ENSGALG00000000998,72.13422259274698,79.27608725857996
ENSGALG00000000999,24.44073919688759,33.4722801167153
ENSGALG00000001000,93.6709740169515,89.46088648047798
ENSGALG00000001003,40.41961928581353,0.0
ENSGALG00000001006,19.396970960122275,0.0
ENSGALG00000001013,69.13991941086563,58.288175628734194
ENSGALG00000001014,57.59344171182437,49.187161317215505
ENSGALG00000001017,62.75531471446436,62.73447269695707
ENSGALG00000001019,38.52994303181882,0.0
ENSGALG00000001021,37.59205224399055,40.91288036681951
ENSGALG00000001022,71.07127969987495,73.85716270668334
ENSGALG00000001024,82.6872307906072,71.48117271085175
ENSGALG00000001025,67.7157148812005,73.6417951924413
ENSGALG00000001028,42.99013477837988,60.96290120883702
ENSGALG00000001030,82.99986105321662,52.24399055161874
ENSGALG00000001031,40.18340975406419,64.17257190496039
ENSGALG00000001034,65.68014450465472,72.4260108378491
ENSGALG00000001036,79.81103237460053,82.70112546894539
ENSGALG00000001037,53.44588022787272,42.976240100041686
ENSGALG00000001038,35.59816590245936,0.0
ENSGALG00000001042,77.1640961511741,66.9584549117688
ENSGALG00000001043,76.80978185355009,65.58982909545644
ENSGALG00000001046,87.53647353063776,82.42323190218146
ENSGALG00000001048,24.21842434347645,29.380297346116436
ENSGALG00000001049,55.356398499374734,58.04501875781576
ENSGALG00000001051,80.7558705015979,71.71043490343199
ENSGALG00000001054,85.32721967486452,90.43351396415173
ENSGALG00000001055,89.12046686119216,78.45630123662637
ENSGALG00000001056,26.823676531888285,0.0
ENSGALG00000001058,32.52049465054884,51.24357371126859
ENSGALG00000001062,15.881617340558565,0.0
ENSGALG00000001067,83.58343754342087,81.95081283868278
ENSGALG00000001073,65.95803807141864,60.56690287619841
ENSGALG00000001076,37.03626511046269,49.64568570237599
ENSGALG00000001080,19.542865082673337,0.0
ENSGALG00000001081,5.849659580380714,0.0
ENSGALG00000001084,1.7020980964290677,0.0
ENSGALG00000001091,16.993191607614282,0.0
ENSGALG00000001093,86.66110879533139,84.31985549534528
ENSGALG00000001094,2.0286230373766845,0.0
ENSGALG00000001096,92.73308322912325,87.19605391135195
ENSGALG00000001099,93.6779213561206,88.63415311935529
ENSGALG00000001101,78.56051132416285,81.38807836598583
ENSGALG00000001103,97.78379880505767,96.4568570237599
ENSGALG00000001107,89.745727386411,93.74739474781158
ENSGALG00000001108,44.32402389884674,48.21453383354176
ENSGALG00000001109,48.63832152285675,0.0
ENSGALG00000001110,64.5477282200917,67.04877032096707
ENSGALG00000001111,5.147978324301793,0.0
ENSGALG00000001117,17.423926636098376,0.0
ENSGALG00000001118,71.78685563429207,69.62623315270251
ENSGALG00000001121,83.88912046686119,84.51438099208004
ENSGALG00000001122,15.791301931360287,0.0
ENSGALG00000001124,12.908156176184521,0.0
ENSGALG00000001126,92.01055995553703,93.10129220508546
ENSGALG00000001130,21.647908850910103,0.0
ENSGALG00000001136,81.72155064610254,83.00680839238571
ENSGALG00000001141,86.99458107544811,80.90871196331804
ENSGALG00000001143,64.9576212310685,52.86230373766847
ENSGALG00000001144,49.708211754897874,49.069056551340836
ENSGALG00000001146,54.46019174656107,49.35389745727387
ENSGALG00000001149,20.675281367236348,0.0
ENSGALG00000001153,59.22606641656246,67.45171599277477
ENSGALG00000001157,85.48700847575378,84.08364596359594
ENSGALG00000001158,34.048909267750446,32.38849520633597
ENSGALG00000001161,84.09059330276504,39.31499235792691
ENSGALG00000001163,50.11810476587467,0.0
ENSGALG00000001165,69.91107405863555,72.10643323607059
ENSGALG00000001168,91.10740586355426,88.70362651104628
ENSGALG00000001169,67.7087675420314,48.624426844518545
ENSGALG00000001171,28.713352785883007,57.03070723912741
ENSGALG00000001172,29.87355842712241,27.615673197165485
ENSGALG00000001174,54.97429484507433,47.87411421425594
ENSGALG00000001175,76.96262331527025,71.69654022509378
ENSGALG00000001177,13.22773377796304,0.0
ENSGALG00000001181,52.09809642906767,25.177157148812007
ENSGALG00000001182,75.2257885229957,72.59969431707655
ENSGALG00000001183,99.33305543976657,99.44421286647214
ENSGALG00000001184,52.22314853411143,61.053216618035286
ENSGALG00000001189,34.53522300958733,0.0
ENSGALG00000001191,46.31096290120883,50.993469501181046
ENSGALG00000001201,66.47214116993192,48.047797693483396
ENSGALG00000001203,38.21036543004029,0.0
ENSGALG00000001204,21.168542448242324,34.389328887036264
ENSGALG00000001206,39.01625677365569,0.0
ENSGALG00000001207,46.602751146310965,42.5246630540503
ENSGALG00000001214,5.995553702931778,0.0
ENSGALG00000001219,46.47769904126719,63.99194108656384
ENSGALG00000001220,58.15617618452132,72.39127414200361
ENSGALG00000001223,53.66819508128386,56.572182853966936
ENSGALG00000001225,83.25691260247325,87.88384048909268
ENSGALG00000001229,53.34167014033625,44.96317910240378
ENSGALG00000001231,77.53925246630541,68.99402528831457
ENSGALG00000001238,64.80477976934834,75.10768375712102
ENSGALG00000001239,32.75670418229818,31.797971376962625
ENSGALG00000001245,78.26177573989163,81.93691816034459
ENSGALG00000001250,99.39558149228846,98.72168959288592
ENSGALG00000001252,94.483812699736,96.69306655550925
ENSGALG00000001253,52.93177712935946,56.83618174239267
ENSGALG00000001256,11.69237182159233,44.115603723773795
ENSGALG00000001258,33.37501736834792,49.80547450326525
ENSGALG00000001262,79.33166597193275,76.51104626927886
ENSGALG00000001263,61.921634014172575,41.97582325969154
ENSGALG00000001264,55.384187856051135,43.14992357926914
ENSGALG00000001267,39.766569403918304,42.58718910657218
ENSGALG00000001270,51.94525496734751,34.590801722940114
ENSGALG00000001275,78.21314436570793,78.65082673336113
ENSGALG00000001276,9.503959983326386,0.0
ENSGALG00000001279,59.392802556620815,60.83784910379325
ENSGALG00000001282,45.56759761011532,0.0
ENSGALG00000001283,97.53369459497011,97.05432819230235
ENSGALG00000001288,41.086563846046964,34.01417257190496
ENSGALG00000001289,12.637209948589689,0.0
ENSGALG00000001299,31.5061831318605,0.0
ENSGALG00000001304,43.60844796442962,0.0
ENSGALG00000001306,80.51966096984854,58.447964429623454
ENSGALG00000001309,86.2442684451855,86.92510768375712
ENSGALG00000001310,25.12852577462832,53.779352507989444
ENSGALG00000001311,1.9591496456857025,0.0
ENSGALG00000001313,98.09642906766707,98.31179658190912
ENSGALG00000001314,36.92510768375712,34.72280116715298
ENSGALG00000001315,33.17354453244407,0.0
ENSGALG00000001316,72.18285396693067,46.10949006530499
ENSGALG00000001317,72.12032791440878,79.13019313602891
ENSGALG00000001319,42.98318743921079,26.01778518827289
ENSGALG00000001328,98.71474225371682,98.4021119911074
ENSGALG00000001329,60.68500764207309,60.36543004029456
ENSGALG00000001330,98.65916354036403,98.11032374600528
ENSGALG00000001331,86.76531888286786,74.98263165207726
ENSGALG00000001332,69.11213005418925,72.03001250521051
ENSGALG00000001333,64.38793941920244,77.1849381686814
ENSGALG00000001334,96.4499096845908,96.8528553563985
ENSGALG00000001335,95.65096568014451,95.2549673475059
ENSGALG00000001341,43.434764485202166,45.053494511602054
ENSGALG00000001342,6.752813672363485,0.0
ENSGALG00000001343,9.594275392524663,0.0
ENSGALG00000001350,64.83256912602474,45.018757815756565
ENSGALG00000001362,56.07892177296095,39.72488536890371
ENSGALG00000001363,88.87036265110463,77.22662220369598
ENSGALG00000001364,93.25413366680561,85.91774350423788
ENSGALG00000001366,40.39182992913714,37.737946366541614
ENSGALG00000001370,8.920383493122134,0.0
ENSGALG00000001371,13.797415589829095,0.0
ENSGALG00000001374,71.54369876337363,56.73891899402529
ENSGALG00000001375,78.83145755175768,87.63373627900513
ENSGALG00000001376,41.190773933583436,29.67903293038766
ENSGALG00000001377,71.286647214117,50.56273447269696
ENSGALG00000001382,89.7596220647492,88.14783937751841
ENSGALG00000001383,22.67611504793664,0.0
ENSGALG00000001387,13.06794497707378,0.0
ENSGALG00000001389,48.944004446297065,52.938724468528555
ENSGALG00000001391,2.591357510073642,0.0
ENSGALG00000001392,40.97540641934139,55.043768236765324
ENSGALG00000001394,78.03946088648048,82.52049465054884
ENSGALG00000001405,61.796581909128804,35.22300958732805
ENSGALG00000001410,10.844796442962345,51.41725719049604
ENSGALG00000001412,24.37126580519661,27.615673197165485
ENSGALG00000001419,33.94469918021398,53.077671251910516
ENSGALG00000001420,65.3675142420453,77.96998749478949
ENSGALG00000001425,47.519799916631925,0.0
ENSGALG00000001428,58.59385855217452,67.38224260108379
ENSGALG00000001429,86.32763651521466,80.83229123245796
ENSGALG00000001433,43.12213422259275,36.070584965958034
ENSGALG00000001434,41.38529943031819,0.0
ENSGALG00000001437,90.70446019174656,86.84173961372794
ENSGALG00000001439,58.22564957621231,80.00555787133527
ENSGALG00000001441,90.67667083507017,86.70279283034597
ENSGALG00000001442,32.888703626511045,34.16701403362512
ENSGALG00000001445,38.9884674169793,35.28553563984993
ENSGALG00000001446,92.5455050715576,95.00486313741837
ENSGALG00000001449,52.12588578574406,61.69237182159233
ENSGALG00000001450,16.902876198416006,0.0
ENSGALG00000001452,95.91496456857024,97.44337918577185
ENSGALG00000001459,81.95776017785188,84.74364318466027
ENSGALG00000001462,15.735723218007502,0.0
ENSGALG00000001463,31.276920939280256,30.012505210504376
ENSGALG00000001465,94.44212866472141,94.4977073780742
ENSGALG00000001467,71.57843545921911,67.3614005835765
ENSGALG00000001470,6.134500486313741,0.0
ENSGALG00000001472,98.867583715437,92.9137140475198
ENSGALG00000001473,57.05849659580381,31.797971376962625
ENSGALG00000001474,98.0339030151452,97.72822009170487
ENSGALG00000001475,99.43031818813395,99.52063359733222
ENSGALG00000001476,73.16937612894262,62.77615673197165
ENSGALG00000001479,36.44574128108935,25.177157148812007
ENSGALG00000001480,21.23106850076421,26.747255801028206
ENSGALG00000001483,66.84035014589412,80.95039599833264
ENSGALG00000001489,86.93900236209532,82.22870640544672
ENSGALG00000001490,4.717243295817702,0.0
ENSGALG00000001491,84.34069751285259,62.727525357787975
ENSGALG00000001492,79.76934833958595,83.66680561345005
ENSGALG00000001501,89.28720300125053,61.48395164651939
ENSGALG00000001502,89.88467416979297,91.77435042378768
ENSGALG00000001503,85.34111435320271,81.67291927191886
ENSGALG00000001504,82.46491593719605,81.71460330693344
ENSGALG00000001506,91.3088786994581,91.21161595109074
ENSGALG00000001512,24.67000138946783,0.0
ENSGALG00000001513,78.45630123662637,65.22856745866333
ENSGALG00000001518,16.77087675420314,0.0
ENSGALG00000001521,44.01139363623732,49.888842573294426
ENSGALG00000001522,91.78824510212588,91.53814089203834
ENSGALG00000001525,79.69987494789495,54.28650826733361
ENSGALG00000001529,62.6302626094206,72.60664165624566
ENSGALG00000001531,42.95539808253439,66.22203695984437
ENSGALG00000001533,21.2519105182715,0.0
ENSGALG00000001536,40.71140753091566,58.892594136445744
ENSGALG00000001538,54.918716131721546,53.86966791718771
ENSGALG00000001540,96.94317076559678,94.37265527303043
ENSGALG00000001542,89.73183270807282,88.46741697929693
ENSGALG00000001545,36.30679449770738,0.0
ENSGALG00000001546,58.44101709045436,75.9413644574128
ENSGALG00000001547,97.94358760594693,98.45769070446019
ENSGALG00000001550,92.39961094900653,90.1556203973878
ENSGALG00000001551,82.86786160900375,92.39266360983743
ENSGALG00000001555,90.9406697234959,89.44699180213979
ENSGALG00000001557,49.874947894956236,43.44171182437127
ENSGALG00000001558,1.4103098513269419,0.0
ENSGALG00000001559,2.8831457551757675,0.0
ENSGALG00000001561,35.48006113658469,0.0
ENSGALG00000001563,79.1510351535362,92.19813811310267
ENSGALG00000001564,9.462275948311797,0.0
ENSGALG00000001565,35.299430318188136,47.137696262331524
ENSGALG00000001568,87.81436709740169,81.61039321939697
ENSGALG00000001569,29.31082395442545,0.0
ENSGALG00000001571,7.593441711824371,0.0
ENSGALG00000001572,61.553425038210364,65.19383076281784
ENSGALG00000001577,62.62331527025149,44.192024454633874
ENSGALG00000001583,54.08503543142976,0.0
ENSGALG00000001586,44.54633875225789,50.09031540919827
ENSGALG00000001593,88.05057662915104,88.42573294428234
ENSGALG00000001595,6.919549812421842,0.0
ENSGALG00000001596,64.10309851326942,66.29151035153536
ENSGALG00000001597,95.73433375017369,96.0678060302904
ENSGALG00000001600,48.402111991107404,34.590801722940114
ENSGALG00000001602,98.28400722523274,97.83243017924134
