gen_name,induced pluripotent stem cell
ENSG00000000003,93.37548931044866
ENSG00000000005,39.96286259158887
ENSG00000000419,95.13700692562482
ENSG00000000457,49.54331024791729
ENSG00000000460,71.30382414935261
ENSG00000000938,21.6601425273512
ENSG00000000971,28.81662149954833
ENSG00000001036,87.1725383920506
ENSG00000001084,67.5951018769447
ENSG00000001167,54.57693465823547
ENSG00000001460,52.81541704305932
ENSG00000001461,56.46893505972097
ENSG00000001497,88.9089631637057
ENSG00000001561,40.183679614573926
ENSG00000001617,32.07869115728194
ENSG00000001626,20.074274816822243
ENSG00000001629,76.15176151761518
ENSG00000001630,85.20024089129781
ENSG00000001631,78.7062129880558
ENSG00000002016,44.05299608551641
ENSG00000002330,83.92552444042958
ENSG00000002549,86.6405701094048
ENSG00000002586,72.98504466526147
ENSG00000002587,39.350597209675804
ENSG00000002726,4.220616280236877
ENSG00000002745,11.11111111111111
ENSG00000002746,32.344675298604834
ENSG00000002822,55.38994278831677
ENSG00000002834,71.86590384422362
ENSG00000002919,51.18940078289672
ENSG00000002933,18.874836896517113
ENSG00000003056,88.18628927030011
ENSG00000003096,55.17414433403594
ENSG00000003137,6.012245307638262
ENSG00000003147,84.36715848639967
ENSG00000003249,65.77838000602229
ENSG00000003393,62.64679313459801
ENSG00000003400,43.17474656228043
ENSG00000003402,65.54250727692462
ENSG00000003436,61.11612967981531
ENSG00000003509,80.18167218709225
ENSG00000003756,75.3638462310549
ENSG00000003987,39.48609856468935
ENSG00000003989,48.93606343470842
ENSG00000004059,89.72197129378702
ENSG00000004139,25.077787814915187
ENSG00000004142,87.65933955635853
ENSG00000004399,46.517113319281336
ENSG00000004455,90.22884673291178
ENSG00000004468,21.690253939576433
ENSG00000004478,93.6013249021379
ENSG00000004487,92.92381812707016
ENSG00000004534,87.2779283348389
ENSG00000004660,36.75097862089732
ENSG00000004700,79.3335340760815
ENSG00000004766,47.059118739335545
ENSG00000004776,7.206664659239186
ENSG00000004777,43.16470942487203
ENSG00000004779,98.65502358727291
ENSG00000004799,10.8300712636756
ENSG00000004809,9.951821740439627
ENSG00000004838,15.888788517514804
ENSG00000004846,16.214995483288167
ENSG00000004864,84.18147144434407
ENSG00000004866,47.836996888487405
ENSG00000004897,76.63856268192312
ENSG00000004939,10.734718458295694
ENSG00000004948,20.285054702398874
ENSG00000004961,82.0485797450567
ENSG00000004975,71.39917695473251
ENSG00000005001,2.32861587875138
ENSG00000005007,56.44384221619993
ENSG00000005020,51.60594198534578
ENSG00000005022,99.2773261065944
ENSG00000005059,78.58074877045067
ENSG00000005075,96.25112917795845
ENSG00000005100,75.65492321589883
ENSG00000005102,4.376191910067249
ENSG00000005108,39.46602428987253
ENSG00000005156,73.80307136404699
ENSG00000005175,82.67088226437819
ENSG00000005187,54.01485496336444
ENSG00000005189,43.14965371875941
ENSG00000005194,87.76472949914684
ENSG00000005206,59.85145036635552
ENSG00000005238,49.98494429388739
ENSG00000005243,2.3788015657934354
ENSG00000005249,60.714644183478875
ENSG00000005302,68.408110007026
ENSG00000005339,72.72407909264278
ENSG00000005379,26.467931345980126
ENSG00000005421,26.166817223727794
ENSG00000005436,71.25363846231055
ENSG00000005448,92.74816822242296
ENSG00000005469,55.425072769246206
ENSG00000005471,27.185586670681523
ENSG00000005483,91.0518920004015
ENSG00000005486,75.55455184181471
ENSG00000005513,28.771454381210475
ENSG00000005700,75.6298303723778
ENSG00000005801,83.87032018468334
ENSG00000005810,83.51902037538895
ENSG00000005812,59.881561778580746
ENSG00000005844,3.171735421057914
ENSG00000005882,59.490113419652715
ENSG00000005884,40.078289671785605
ENSG00000005889,70.55605741242597
ENSG00000005893,80.6734919201044
ENSG00000005961,52.05761316872428
ENSG00000006007,84.10619291378099
ENSG00000006015,95.42306534176453
ENSG00000006016,54.81782595603734
ENSG00000006025,32.55043661547727
ENSG00000006042,88.82866606443842
