gen_name,stem cell
Smp_000020,71.53767072991629
Smp_000030,97.65016889411073
Smp_000040,63.12233808195036
Smp_000050,4.831840211484799
Smp_000070,73.6084593919812
Smp_000080,4.112204435306213
Smp_000100,55.92598032016449
Smp_000110,54.868556322514316
Smp_000130,38.81627258040828
Smp_000150,46.996622117785286
Smp_000160,28.286091937142015
Smp_000190,70.8180349537377
Smp_000200,57.658980760757814
Smp_000230,36.33426347481275
Smp_000240,96.13746511969453
Smp_000260,94.71288001174915
Smp_000310,84.3883095902482
Smp_000340,55.32383609928036
Smp_000370,42.7522396827728
Smp_000470,80.14392715523572
Smp_000480,96.79835511822587
Smp_000510,13.408723747980615
Smp_000590,85.95975914231164
Smp_000600,92.9064473490968
Smp_000630,7.357908650315759
Smp_000640,52.87119988250845
Smp_000650,54.589513878689964
Smp_000670,28.256719048318402
Smp_000680,14.583639300925247
Smp_000700,45.483918343369076
Smp_000710,82.5231311499486
Smp_000720,32.39829637244823
Smp_000740,97.42987222793363
Smp_000790,16.24320751945954
Smp_000810,83.43369070348069
Smp_000850,34.07255103539433
Smp_000870,45.36642678807461
Smp_000880,91.10001468644441
Smp_000950,3.5834924364811283
Smp_000980,87.85431047143487
Smp_000990,41.34234101923924
Smp_001020,62.75517697165516
Smp_001030,64.8700249669555
Smp_001040,83.12527537083272
Smp_001080,14.143045968571007
Smp_001090,77.33881627258042
Smp_001095,36.06990747540021
Smp_001120,33.85225436921721
Smp_001170,98.60478778087824
Smp_001180,62.96078719342047
Smp_001210,69.49625495667499
Smp_001360,86.7968864737847
Smp_001390,44.250257012777205
Smp_001410,36.701424585107944
Smp_001420,31.619914818622412
Smp_001500,93.21486268174475
Smp_001530,36.17271258628286
Smp_001590,81.11323248641504
Smp_001610,12.630342194154794
Smp_001640,31.693347040681452
Smp_001830,98.76633866940814
Smp_001900,1.8651784402996034
Smp_001940,26.802761051549417
Smp_001950,77.10383316199149
Smp_001960,47.42252900572772
Smp_001980,3.5100602144220887
Smp_002010,85.59259803201645
Smp_002080,99.06006755764429
Smp_002100,40.62270524306065
Smp_002160,60.61095608753121
Smp_002180,99.25099133499779
Smp_002230,89.26420913496843
Smp_002280,81.48039359671023
Smp_002380,47.87780878249376
Smp_002410,97.91452489352328
Smp_002510,77.4856807166985
Smp_002550,82.78748714936114
Smp_002600,66.61771185196064
Smp_002740,58.01145542664121
Smp_002820,86.72345425172566
Smp_002840,86.20942869731239
Smp_002870,43.06065501542077
Smp_002880,96.71023645175502
Smp_002920,15.12703774416214
Smp_002950,5.771772653840506
Smp_003000,35.6733734762814
Smp_003130,59.14231164635042
Smp_003140,28.095168159788514
Smp_003230,3.877221324717286
Smp_003250,52.386547216918785
Smp_003270,14.921427522396828
Smp_003280,1.3511528858863269
Smp_003330,43.134087237479804
Smp_003340,44.33837567924805
Smp_003410,97.70891467175797
Smp_003620,42.5613159054193
Smp_003630,92.87707446027316
Smp_003660,99.48597444558672
Smp_003670,55.33852254369217
Smp_003700,60.258481421647815
Smp_003710,84.34425025701277
Smp_003760,13.834630635923043
Smp_003770,54.14892054633573
Smp_003860,60.90468497576737
Smp_003930,13.129681304156263
Smp_003940,48.17153767072991
Smp_003970,96.88647378469672
Smp_003980,64.12101630195329
Smp_003990,24.07108239095315
Smp_004000,52.57747099427229
Smp_004060,90.02790424438244
Smp_004070,9.38463797914525
Smp_004080,38.58128946981936
Smp_004160,5.4339844323689235
Smp_004170,43.633426347481276
Smp_004200,40.284917021589074
Smp_004220,88.57394624761345
Smp_004260,76.3988838302247
Smp_004310,91.86370979585843
Smp_004350,48.99397855779116
Smp_004360,57.20370098399178
Smp_004470,83.69804670289322
Smp_004480,95.65281245410486
Smp_004550,70.77397562050227
Smp_004600,99.14818622411514
Smp_004630,40.049933911000146
Smp_004640,86.92906447349097
Smp_004680,91.96651490674108
Smp_004690,0.7783815538258188
Smp_004780,97.9438977823469
Smp_004810,91.59935379644588
Smp_004820,59.950066088999854
Smp_004910,65.70715229842855
Smp_004940,86.59127625201938
Smp_004980,11.161697752974005
Smp_004990,99.47128800117491
Smp_005000,71.68453517403437
Smp_005010,68.30665295931854
Smp_005020,46.776325451608166
Smp_005070,29.975033044499927
Smp_005080,77.99970627111176
Smp_005160,68.13041562637684
Smp_005180,98.61947422529006
Smp_005190,29.81348215597004
Smp_005210,86.8115729181965
Smp_005230,74.31340872374797
Smp_005260,96.0787193420473
Smp_005280,81.74474959612277
Smp_005290,97.48861800558085
Smp_005320,46.849757673667206
Smp_005330,72.77133206050816
Smp_005390,55.51475987663387
Smp_005500,29.94566015567631
Smp_005520,80.43765604347188
Smp_005640,26.597150829784113
Smp_005670,59.8472609781172
Smp_005720,2.7610515494198853
Smp_005780,82.94903803789103
Smp_005790,18.167131737406375
Smp_005900,77.8969011602291
Smp_005910,59.25980320164488
Smp_006000,94.97723601116171
Smp_006060,84.50580114554268
Smp_006190,57.57086209428698
Smp_006250,76.45762960787194
Smp_006320,95.57938023204582
Smp_006340,53.50271699221618
Smp_006350,77.25069760610957
Smp_006390,53.3264796592745
Smp_006440,63.95946541342341
Smp_006550,89.71948891173447
Smp_006560,71.43486561903363
Smp_006590,57.042150095461885
Smp_006630,93.47921868115729
Smp_006680,58.56954031428992
Smp_006690,69.36407695696872
Smp_006700,79.62990160082244
Smp_006710,49.87516522249963
Smp_006720,23.586429725363487
Smp_006750,13.555588192098694
Smp_006760,15.773241298281688
Smp_006780,85.57791158760463
Smp_006810,87.95711558231753
Smp_006830,78.66059626964312
Smp_006840,38.00851813775885
Smp_006850,64.98751652224996
Smp_006920,76.7513584961081
Smp_006930,56.57218387428403
Smp_006980,25.231311499485976
Smp_007000,56.98340431781466
Smp_007170,77.72066382728741
Smp_007180,48.62681744749596
Smp_007190,37.200763695109416
Smp_007210,20.884123953590837
Smp_007260,79.74739315611691
Smp_007300,90.1600822440887
Smp_007380,81.96504626229991
Smp_007450,38.40505213687766
Smp_007500,80.23204582170656
Smp_007510,74.87149361139667
Smp_007540,71.58173006315171
Smp_007550,89.16140402408577
Smp_007630,88.13335291525921
Smp_007650,20.16448817741225
Smp_007660,82.59656337200764
Smp_007670,7.960052871199882
Smp_007710,61.56557497429872
Smp_007730,80.08518137758848
Smp_007760,63.76854163606991
Smp_007890,39.535908356586866
Smp_007900,96.21089734175357
Smp_007960,49.023351446614775
Smp_007970,88.35364958143633
Smp_008070,95.21221912175062
Smp_008120,69.30533117932148
Smp_008140,56.82185342928477
Smp_008220,76.47231605228374
Smp_008230,49.46394477896901
Smp_008260,28.91760904684976
Smp_008290,32.5304743721545
Smp_008310,76.57512116316639
Smp_008320,66.57365251872521
Smp_008360,94.36040534586576
Smp_008400,2.232339550594801
Smp_008430,85.84226758701719
Smp_008440,31.634601263034217
Smp_008470,62.079600528712
Smp_008500,92.55397268321339
Smp_008545,99.53003377882214
Smp_008580,60.19973564400058
Smp_008620,26.17124394184168
Smp_008660,22.51431928330151
Smp_008710,12.733147305037452
Smp_008770,59.83257453370538
Smp_008830,90.5272433543839
Smp_008900,85.32824203260391
Smp_009020,0.6902628873549713
Smp_009030,92.9358202379204
Smp_009070,26.435599941254225
Smp_009150,57.33587898369805
Smp_009250,83.33088559259804
Smp_009310,99.86782200029373
Smp_009320,40.431781465707154
Smp_009340,78.2640622705243
Smp_009390,61.22778675282714
Smp_009400,89.9544720223234
Smp_009420,49.170215890732855
Smp_009430,80.33485093258922
Smp_009520,57.51211631663974
Smp_009540,16.63974151857835
Smp_009550,42.10603612865325
Smp_009560,26.347481274783373
Smp_009600,97.07739756205022
Smp_009650,95.06535467763254
Smp_009690,99.72095755617565
Smp_009760,98.06138933764136
Smp_009830,85.97444558672346
Smp_009990,48.45058011455426
Smp_010090,89.66074313408724
Smp_010100,50.286385666030256
Smp_010110,79.83551182258776
Smp_010140,85.43104714348657
Smp_010160,71.9195182846233
Smp_010230,41.973858128946986
Smp_010250,71.11176384197387
Smp_010260,29.079159935379646
Smp_010280,25.17256572183874
Smp_010290,95.94654134234102
Smp_010370,59.715082978410926
Smp_010380,53.150242326332794
Smp_010400,80.01174915552944
Smp_010620,36.09928036422382
Smp_010690,19.44485240123366
Smp_010710,93.50859156998091
Smp_010800,63.445439859010136
Smp_010820,14.965486855632252
Smp_010930,93.59671023645176
Smp_010940,98.66353355852549
Smp_011000,88.44176824790718
Smp_011010,47.78969011602291
Smp_011030,20.23792039947129
Smp_011120,95.24159201057424
Smp_011150,40.798942576002354
Smp_011230,62.461448083419
Smp_011270,91.84902335144662
Smp_011560,10.20707886620649
Smp_011570,99.75033044499926
Smp_011640,91.83433690703481
Smp_011660,42.82567190483184
Smp_011680,18.7692759582905
Smp_011710,82.74342781612572
Smp_011720,65.31061829930974
Smp_011860,61.05154941988544
Smp_011870,13.188427081803495
Smp_011960,62.06491408430019
Smp_011980,57.68835364958144
Smp_011990,23.99765016889411
Smp_012010,32.36892348362461
Smp_012030,63.28388897048025
Smp_012050,18.240563959465415
Smp_012070,62.285210750477304
Smp_012110,80.17330004405933
Smp_012150,72.31605228374211
Smp_012200,77.86752827140549
Smp_012280,90.27757379938318
Smp_012340,80.34953737700103
Smp_012350,17.68247907181671
Smp_012400,32.060508150976645
Smp_012410,85.82758114260538
Smp_012470,96.78366867381408
Smp_012480,84.43236892348362
Smp_012530,88.36833602584814
Smp_012540,76.66323982963725
Smp_012570,61.43339697459245
Smp_012690,50.16889411073579
Smp_012720,81.95035981788808
Smp_012740,38.640035247466585
Smp_012750,98.10544867087678
Smp_012780,9.179027757379938
Smp_012790,46.90850345131444
Smp_012800,50.06608899985313
Smp_012860,66.0008811866647
Smp_012900,90.64473490967838
Smp_012930,86.12131003084154
Smp_012980,93.05331179321486
Smp_013040,89.35232780143927
Smp_013050,22.117785284182702
Smp_013060,24.878836833602584
Smp_013070,67.95417829343516
Smp_013150,31.07651637538552
Smp_013200,99.29505066823322
Smp_013300,84.91702158907329
Smp_013360,86.88500514025554
Smp_013370,45.586723454251725
Smp_013440,14.877368189161405
Smp_013460,67.52827140549273
Smp_013470,99.69158466735203
Smp_013520,47.33441033925686
Smp_013600,3.245704215009546
Smp_013610,8.870612424731972
Smp_013690,54.06080187986488
Smp_013790,97.87046556028785
Smp_013810,48.582758114260535
Smp_013840,76.13452783081216
Smp_013860,36.11396680863563
Smp_013870,53.39991188133353
Smp_013930,80.8488764870025
Smp_014010,87.07592891760905
Smp_014020,29.519753267733883
Smp_014050,63.004846526655896
Smp_014080,12.821265971508296
Smp_014170,22.866793949184903
Smp_014260,19.45953884564547
Smp_014280,35.52650903216331
Smp_014290,55.54413276545749
Smp_014400,86.04787780878249
Smp_014620,75.03304449992658
Smp_014650,95.69687178734029
Smp_014660,74.69525627845499
Smp_014670,67.13173740637392
Smp_014730,15.655749742987224
Smp_014780,90.5419297987957
Smp_014800,81.45102070788663
Smp_014850,49.59612277867528
Smp_015090,85.60728447642826
Smp_015220,77.98501982669995
Smp_015390,23.836099280364223
Smp_015440,44.19151123512998
Smp_015480,47.12880011749155
Smp_015530,98.12013511528859
Smp_015690,99.51534733441034
Smp_015710,49.698927889557936
Smp_015720,96.15215156410632
Smp_015730,87.36965780584521
Smp_015780,77.44162138346307
Smp_015800,95.7115582317521
Smp_015840,82.56719048318402
