gen_name,adipose tissue derived mesenchymal stem cell
ENSMUSG00000002346,29.699225550819474
ENSMUSG00000002365,88.2451822056793
ENSMUSG00000002372,67.95941646154769
ENSMUSG00000002379,95.64747553581077
ENSMUSG00000002384,2.923695743531248
ENSMUSG00000002393,77.82914090172301
ENSMUSG00000002395,96.46394909047248
ENSMUSG00000002396,48.01584919253167
ENSMUSG00000002409,35.27045686498169
ENSMUSG00000002413,68.3976706489764
ENSMUSG00000002416,94.63889055652278
ENSMUSG00000002428,62.29212943507234
ENSMUSG00000002455,66.16437533769587
ENSMUSG00000002458,62.448219967581196
ENSMUSG00000002459,19.703427988233173
ENSMUSG00000002475,34.22585099357627
ENSMUSG00000002477,90.79065858197754
ENSMUSG00000002486,44.24566248424086
ENSMUSG00000002489,45.824578255388126
ENSMUSG00000002496,62.08801104640692
ENSMUSG00000002504,79.46809149306597
ENSMUSG00000002524,88.13711952932701
ENSMUSG00000002546,71.65756138560366
ENSMUSG00000002550,65.95425346701087
ENSMUSG00000002565,27.507954613675935
ENSMUSG00000002578,41.94032538872546
ENSMUSG00000002580,89.96818154529626
ENSMUSG00000002602,97.8627604010326
ENSMUSG00000002603,49.34261871885693
ENSMUSG00000002608,49.97298433091193
ENSMUSG00000002617,31.746412919493306
ENSMUSG00000002625,73.61469652398391
ENSMUSG00000002635,57.969622380980965
ENSMUSG00000002658,67.76730503692141
ENSMUSG00000002660,83.12421204298494
ENSMUSG00000002661,68.82391787236597
ENSMUSG00000002679,62.202077204778774
ENSMUSG00000002688,33.14522423005343
ENSMUSG00000002718,62.9525124572252
ENSMUSG00000002728,88.08308819115086
ENSMUSG00000002731,75.63786996457945
ENSMUSG00000002732,97.09431470252746
ENSMUSG00000002733,65.90022212883473
ENSMUSG00000002741,75.7099117488143
ENSMUSG00000002748,85.54361529687219
ENSMUSG00000002763,64.11118448700246
ENSMUSG00000002767,74.79738248183946
ENSMUSG00000002768,84.27087710872307
ENSMUSG00000002769,6.687878969802485
ENSMUSG00000002771,29.284985291469052
ENSMUSG00000002778,95.65948249984991
ENSMUSG00000002781,40.77564987692862
ENSMUSG00000002797,65.91823257489344
ENSMUSG00000002799,2.6895599447679652
ENSMUSG00000002803,46.34688119109083
ENSMUSG00000002804,45.164195233235276
ENSMUSG00000002808,86.19799483700547
ENSMUSG00000002812,74.78537551780032
ENSMUSG00000002814,31.164075163594884
ENSMUSG00000002820,44.01753016749715
ENSMUSG00000002825,58.89415861199496
ENSMUSG00000002831,37.365672089812094
ENSMUSG00000002833,75.26565407936603
ENSMUSG00000002835,46.442936903403975
ENSMUSG00000002844,92.6457345260251
ENSMUSG00000002845,79.93636309059255
ENSMUSG00000002846,46.66506573812811
ENSMUSG00000002847,97.68265594044546
ENSMUSG00000002870,39.95317284024734
ENSMUSG00000002871,54.07336255027916
ENSMUSG00000002881,71.41141862280122
ENSMUSG00000002885,46.86318064477397
ENSMUSG00000002897,81.73740769646395
ENSMUSG00000002900,94.07456324668307
ENSMUSG00000002908,37.73188449300594
ENSMUSG00000002910,34.147805727321845
ENSMUSG00000002944,82.72798222969323
ENSMUSG00000002948,65.13777991234916
ENSMUSG00000002949,69.20213723959897
ENSMUSG00000002957,89.92015368913971
ENSMUSG00000002963,54.667707270216724
ENSMUSG00000002968,76.59842708771087
ENSMUSG00000002980,30.719817494146607
ENSMUSG00000002981,79.96037701867083
ENSMUSG00000002983,69.83250285165396
ENSMUSG00000002984,78.46550999579756
ENSMUSG00000002985,98.46310860298973
ENSMUSG00000002996,83.75457765503992
ENSMUSG00000002997,42.90688599387645
ENSMUSG00000003031,68.98601188689439
ENSMUSG00000003032,99.04544635888816
ENSMUSG00000003033,73.80080446659062
ENSMUSG00000003037,81.95953653118809
ENSMUSG00000003038,95.36531188089091
ENSMUSG00000003039,90.61055412139041
ENSMUSG00000003051,7.294230653779192
ENSMUSG00000003062,85.88581377198776
ENSMUSG00000003068,80.5727321846671
ENSMUSG00000003070,51.82205679293991
ENSMUSG00000003072,97.05829381041004
ENSMUSG00000003099,67.86936423125412
ENSMUSG00000003119,84.70913129615177
ENSMUSG00000003123,40.979768265594046
ENSMUSG00000003131,85.48358047667647
ENSMUSG00000003134,22.951311760821277
ENSMUSG00000003135,62.784414960677196
ENSMUSG00000003153,64.8796301855076
ENSMUSG00000003154,47.697664645494385
ENSMUSG00000003161,96.48796301855076
ENSMUSG00000003166,69.62238098096897
ENSMUSG00000003184,77.58900162094015
ENSMUSG00000003190,60.2269316203398
ENSMUSG00000003198,33.553461007384286
ENSMUSG00000003199,75.02551479858319
ENSMUSG00000003200,92.24950471273338
ENSMUSG00000003208,48.49612775409738
ENSMUSG00000003226,78.68163534850213
ENSMUSG00000003228,54.031338176142164
ENSMUSG00000003233,56.94302695563427
ENSMUSG00000003234,55.60425046526986
ENSMUSG00000003235,59.48249984991295
ENSMUSG00000003269,78.20135678693643
ENSMUSG00000003271,18.652818634808188
ENSMUSG00000003273,39.466890796662064
ENSMUSG00000003279,35.52260310980368
ENSMUSG00000003282,17.169958575974064
ENSMUSG00000003283,8.867142942906886
ENSMUSG00000003299,84.00072041784235
ENSMUSG00000003308,84.76316263432791
ENSMUSG00000003309,0.6964039142702768
ENSMUSG00000003316,91.39100678393469
ENSMUSG00000003344,70.9971783634508
ENSMUSG00000003345,81.10103860238938
ENSMUSG00000003346,84.22885273458606
ENSMUSG00000003348,41.82625923035361
ENSMUSG00000003352,52.63853034760161
ENSMUSG00000003354,10.962358167737287
ENSMUSG00000003355,92.17145944647895
ENSMUSG00000003360,54.631686378099296
ENSMUSG00000003363,80.08044665906226
ENSMUSG00000003378,39.737047487542775
ENSMUSG00000003379,22.200876508374854
ENSMUSG00000003380,97.81473254487602
ENSMUSG00000003382,59.992795821576514
ENSMUSG00000003402,88.0350603349943
ENSMUSG00000003411,19.127093714354327
ENSMUSG00000003418,11.68277601008585
ENSMUSG00000003420,97.91078825718917
ENSMUSG00000003421,69.56234616077325
ENSMUSG00000003423,77.18676832562886
ENSMUSG00000003429,99.59776670468872
ENSMUSG00000003435,79.06585819775471
ENSMUSG00000003437,65.99027435912829
ENSMUSG00000003438,68.72786216005284
ENSMUSG00000003444,78.98781293150027
ENSMUSG00000003452,71.89169718436693
ENSMUSG00000003458,78.27339857117128
ENSMUSG00000003464,75.91403013747974
ENSMUSG00000003477,97.46052710572131
ENSMUSG00000003484,8.975205619259171
ENSMUSG00000003500,48.712253106801946
ENSMUSG00000003518,76.52038182145644
ENSMUSG00000003526,28.04226451341778
ENSMUSG00000003527,51.94212643333134
ENSMUSG00000003528,62.496247823737775
ENSMUSG00000003531,82.61391607132137
ENSMUSG00000003534,47.55958455904425
ENSMUSG00000003541,90.34640091252926
ENSMUSG00000003545,99.0994776970643
ENSMUSG00000003546,43.074983490424444
ENSMUSG00000003549,71.90970763042564
ENSMUSG00000003559,70.2227291829261
ENSMUSG00000003573,64.5194212643333
ENSMUSG00000003575,46.418922975325685
ENSMUSG00000003581,68.06747913789998
ENSMUSG00000003585,10.986372095815574
ENSMUSG00000003604,54.98589181725401
ENSMUSG00000003617,79.64219247163355
ENSMUSG00000003623,67.71327369874527
ENSMUSG00000003644,14.246262832442817
ENSMUSG00000003660,66.58461907906586
ENSMUSG00000003662,65.79816293450202
ENSMUSG00000003665,95.2632526865582
ENSMUSG00000003680,41.71219307198175
ENSMUSG00000003721,82.46382902083208
ENSMUSG00000003731,58.31782433811611
ENSMUSG00000003746,96.67407096115748
ENSMUSG00000003752,50.711412619319205
ENSMUSG00000003762,58.20976166176383
ENSMUSG00000003778,83.71855676292249
ENSMUSG00000003779,35.3725160593144
ENSMUSG00000003808,61.895899621780636
ENSMUSG00000003809,53.497028276400314
ENSMUSG00000003810,61.5056732905085
ENSMUSG00000003812,69.36423125412739
ENSMUSG00000003813,83.48442096415921
ENSMUSG00000003814,98.19895539412859
ENSMUSG00000003824,43.67533169238158
ENSMUSG00000003847,87.09851713994117
ENSMUSG00000003848,68.34363931080027
ENSMUSG00000003849,32.022573092393586
ENSMUSG00000003865,31.15807168157531
ENSMUSG00000003868,62.772407996638044
ENSMUSG00000003872,5.156991054811791
ENSMUSG00000003873,92.14144203638111
ENSMUSG00000003923,64.09917752296333
ENSMUSG00000003929,41.862280122471034
ENSMUSG00000003934,20.573932881071023
ENSMUSG00000003948,57.747493546256834
ENSMUSG00000003949,72.10181905505193
ENSMUSG00000003955,90.76064117187968
ENSMUSG00000003970,99.42366572612114
ENSMUSG00000003992,90.0462268115507
ENSMUSG00000004018,38.71645554421564
ENSMUSG00000004032,91.75721918712854
ENSMUSG00000004035,34.59206339677013
ENSMUSG00000004040,92.67575193612295
ENSMUSG00000004043,51.77402893678333
ENSMUSG00000004044,97.27441916311462
ENSMUSG00000004054,34.50201116647656
ENSMUSG00000004056,83.83862640331392
ENSMUSG00000004069,63.540853695143184
ENSMUSG00000004070,81.65936243020953
ENSMUSG00000004071,74.7913789998199
ENSMUSG00000004085,65.98427087710871
ENSMUSG00000004096,90.9887734886234
ENSMUSG00000004098,96.45194212643334
ENSMUSG00000004099,52.05619259170319
ENSMUSG00000004100,60.23293510235936
ENSMUSG00000004105,97.17836345080147
ENSMUSG00000004110,25.76094134598067
ENSMUSG00000004113,4.97688659422465
ENSMUSG00000004127,44.28168337635829
ENSMUSG00000004151,44.912048988413275
ENSMUSG00000004187,19.33121210301975
ENSMUSG00000004207,98.78729663204659
ENSMUSG00000004221,47.15134778171339
ENSMUSG00000004233,44.960076844569855
ENSMUSG00000004263,56.06051509875728
ENSMUSG00000004264,92.86185987872966
ENSMUSG00000004266,9.341418022453023
ENSMUSG00000004267,35.720718016449545
ENSMUSG00000004268,91.99735846791138
ENSMUSG00000004270,72.2759200336195
ENSMUSG00000004285,95.70150687398692
ENSMUSG00000004317,69.28018250585339
ENSMUSG00000004319,73.13441796241821
ENSMUSG00000004328,25.790958756078524
ENSMUSG00000004347,8.152728582577895
ENSMUSG00000004356,41.54409557543375
ENSMUSG00000004359,13.86203998319025
ENSMUSG00000004360,23.93588281203098
ENSMUSG00000004364,77.58299813892057
ENSMUSG00000004371,30.44365732124632
ENSMUSG00000004383,65.07174161013388
ENSMUSG00000004393,60.66518580776851
ENSMUSG00000004394,80.64477396890196
ENSMUSG00000004415,10.422044785975865
ENSMUSG00000004446,32.7129735246443
ENSMUSG00000004451,77.29483100198115
ENSMUSG00000004455,91.77522963318725
ENSMUSG00000004460,89.46989253767185
ENSMUSG00000004462,48.255988473314524
ENSMUSG00000004473,71.6695683496428
ENSMUSG00000004500,32.78501530887915
ENSMUSG00000004508,55.68229573152429
ENSMUSG00000004530,77.16875787957015
ENSMUSG00000004535,94.06255628264394
ENSMUSG00000004540,2.9296992255508196
ENSMUSG00000004552,1.2727381881491264
ENSMUSG00000004558,76.01608933181245
ENSMUSG00000004561,44.62988533349343
ENSMUSG00000004562,72.1918712853455
ENSMUSG00000004565,50.20712012967521
ENSMUSG00000004567,54.34952272317945
ENSMUSG00000004568,52.2843249084469
ENSMUSG00000004591,91.87728882751996
ENSMUSG00000004610,96.6680674791379
ENSMUSG00000004626,30.06543795401333
ENSMUSG00000004631,92.87987032478839
ENSMUSG00000004633,24.974485201416822
ENSMUSG00000004637,63.24067959416462
ENSMUSG00000004642,84.37293630305577
ENSMUSG00000004651,24.46418922975326
ENSMUSG00000004655,24.24806387704869
ENSMUSG00000004661,22.52506453743171
ENSMUSG00000004665,69.67641231914511
ENSMUSG00000004667,90.1062616317464
ENSMUSG00000004677,65.74413159632587
ENSMUSG00000004698,20.74803385963859
ENSMUSG00000004748,27.471933721558507
ENSMUSG00000004768,60.545116167377074
ENSMUSG00000004771,92.11142462628324
ENSMUSG00000004788,63.37875968061476
ENSMUSG00000004789,80.1765023713754
ENSMUSG00000004791,55.316083328330436
ENSMUSG00000004798,72.51005583238278
ENSMUSG00000004814,16.671669568349643
ENSMUSG00000004815,38.602389385843786
ENSMUSG00000004837,29.675211622741188
ENSMUSG00000004843,80.26055111964939
ENSMUSG00000004846,77.85315482980128
ENSMUSG00000004849,83.88065077745092
ENSMUSG00000004864,16.473554661703787
ENSMUSG00000004865,86.86438134117789
ENSMUSG00000004880,55.514198234976284
ENSMUSG00000004885,9.887734886234016
ENSMUSG00000004891,43.062976526385306
ENSMUSG00000004892,3.5960857297232396
ENSMUSG00000004895,56.096535990874706
ENSMUSG00000004896,55.71231314162214
ENSMUSG00000004897,93.6483160232935
ENSMUSG00000004929,55.94044545836585
ENSMUSG00000004931,68.07948610193912
ENSMUSG00000004933,15.609053250885513
ENSMUSG00000004934,65.11376598427088
ENSMUSG00000004936,75.96205799363631
ENSMUSG00000004937,87.28462508254788
ENSMUSG00000004939,7.810530107462328
ENSMUSG00000004945,82.65594044545837
ENSMUSG00000004947,62.898481119049045
ENSMUSG00000004948,13.483820615957256
ENSMUSG00000004951,87.0925136579216
ENSMUSG00000004952,34.94026535390526
ENSMUSG00000004961,7.378279402053191
ENSMUSG00000004980,97.33445398331033
ENSMUSG00000004988,44.888035060335
ENSMUSG00000004994,42.28252386384103
ENSMUSG00000004996,71.01518880950951
ENSMUSG00000005034,76.28624602269316
ENSMUSG00000005043,37.137539773068376
ENSMUSG00000005054,96.30185507594405
ENSMUSG00000005057,25.796962238098097
ENSMUSG00000005069,60.593144023533654
ENSMUSG00000005078,84.06675872005763
ENSMUSG00000005087,79.8643213063577
ENSMUSG00000005089,6.507774509215344
ENSMUSG00000005102,36.26703488023054
ENSMUSG00000005103,83.0461667767305
ENSMUSG00000005107,27.495947649636786
ENSMUSG00000005124,37.25160593144024
ENSMUSG00000005125,73.42258509935763
ENSMUSG00000005131,28.78669628384463
ENSMUSG00000005142,80.18250585339497
ENSMUSG00000005148,46.052710572131836
ENSMUSG00000005150,57.91559104280483
ENSMUSG00000005161,97.55057933601489
