gen_name,dopaminergic neuron
ENSG00000006025,63.82891340061019
ENSG00000006042,56.717906594696075
ENSG00000006047,4.599859187984041
ENSG00000006062,46.59117578033325
ENSG00000006071,87.13916920910584
ENSG00000006118,56.27786904482516
ENSG00000006125,96.92560431823516
ENSG00000006128,99.71837596808261
ENSG00000006194,16.257920675897676
ENSG00000006210,30.761558319643278
ENSG00000006282,75.65125557380897
ENSG00000006283,22.688336071344757
ENSG00000006327,82.63905186575921
ENSG00000006377,10.502229523586012
ENSG00000006432,61.9748885238207
ENSG00000006451,80.1044355785027
ENSG00000006453,57.504107017132135
ENSG00000006459,41.93264491903309
ENSG00000006468,46.38582492372683
ENSG00000006530,69.73128373621216
ENSG00000006534,28.731518422905424
ENSG00000006555,15.107955878901667
ENSG00000006576,64.0342642572166
ENSG00000006607,50.62778690448252
ENSG00000006611,77.769302980521
ENSG00000006625,47.74700774466088
ENSG00000006634,34.92137995775639
ENSG00000006638,18.129547054682
ENSG00000006652,86.49378080262849
ENSG00000006695,66.94437925369631
ENSG00000006704,80.62074630368457
ENSG00000006712,51.953766721426895
ENSG00000006715,86.70499882656654
ENSG00000006740,46.73785496362356
ENSG00000006744,63.58249237268247
ENSG00000006747,49.57756395212392
ENSG00000006756,86.20042243604787
ENSG00000006757,66.78009856841118
ENSG00000006831,80.30978643510913
ENSG00000006837,39.05186575921145
ENSG00000007001,18.8453414691387
ENSG00000007047,50.604318235156065
ENSG00000007062,58.894625674724246
ENSG00000007080,74.64796996010327
ENSG00000007129,29.49425017601502
ENSG00000007168,86.3001642806853
ENSG00000007174,36.34710161933818
ENSG00000007202,87.121567707111
ENSG00000007237,54.12461863412344
ENSG00000007255,86.83994367519362
ENSG00000007264,15.982163811311898
ENSG00000007341,70.79324102323399
ENSG00000007372,25.598451067824456
ENSG00000007376,39.708988500352035
ENSG00000007384,9.0178361886881
ENSG00000007392,82.1520769772354
ENSG00000007402,60.085660643041535
ENSG00000007516,83.70687632011264
ENSG00000007520,53.48509739497771
ENSG00000007541,66.02323398263319
ENSG00000007545,45.36493780802628
ENSG00000007866,35.57263553156536
ENSG00000007923,18.563717437221307
ENSG00000007933,11.570053977939452
ENSG00000007944,84.48134240788548
ENSG00000007968,15.788547289368694
ENSG00000008018,98.83243370100915
ENSG00000008056,73.82069936634593
ENSG00000008083,71.9960103262145
ENSG00000008086,59.18211687397324
ENSG00000008118,36.23562544003755
ENSG00000008128,61.546585308613
ENSG00000008130,53.44989439098803
ENSG00000008226,7.662520535085661
ENSG00000008256,45.41187514667918
ENSG00000008277,43.46984275991551
ENSG00000008282,70.43534381600564
ENSG00000008283,86.67566298990847
ENSG00000008294,91.7918329030744
ENSG00000008300,85.4494250176015
ENSG00000008311,23.97324571696785
ENSG00000008323,57.92654306500822
ENSG00000008324,75.78620042243604
ENSG00000008394,36.306031448016896
ENSG00000008405,6.817648439333491
ENSG00000008441,2.722365641868106
ENSG00000008513,57.11687397324572
ENSG00000008516,33.66580614879137
ENSG00000008517,10.959868575451772
ENSG00000008710,58.90636000938747
ENSG00000008735,85.01525463506219
ENSG00000008838,38.68810138465149
ENSG00000008853,92.6543065008214
ENSG00000008869,87.60267542830321
ENSG00000008952,94.81342407885472
ENSG00000008988,98.99671438629429
ENSG00000009307,96.473832433701
ENSG00000009335,64.75005867167332
ENSG00000009413,86.17695376672143
ENSG00000009694,46.250880075099744
ENSG00000009724,17.190800281624032
ENSG00000009765,28.11546585308613
ENSG00000009780,54.38864116404601
ENSG00000009790,23.093170617226004
ENSG00000009830,61.39990612532269
ENSG00000009844,92.1790659469608
ENSG00000009950,35.34968317296409
ENSG00000009954,80.12790424782915
ENSG00000010017,58.9650316827036
ENSG00000010072,48.9497770476414
ENSG00000010165,55.86130016428068
ENSG00000010219,93.6575921145271
ENSG00000010244,91.62755221778926
ENSG00000010256,97.30110302745835
ENSG00000010270,87.99577563952124
ENSG00000010278,87.71415160760385
ENSG00000010282,39.77352734099976
ENSG00000010292,52.14738324337011
ENSG00000010295,38.394743018070876
ENSG00000010310,60.37901900962216
ENSG00000010318,47.36564186810608
ENSG00000010322,94.57873738559024
ENSG00000010327,14.679652663693968
ENSG00000010361,42.06172260032856
ENSG00000010404,98.57427833841821
ENSG00000010539,49.67143862942971
ENSG00000010610,40.06101854024877
ENSG00000010626,80.8671673316123
ENSG00000010704,15.248767894860363
ENSG00000010803,72.62379723069702
ENSG00000010810,88.06618164750058
ENSG00000010818,79.20089180943441
ENSG00000011007,82.23421731987797
ENSG00000011009,78.08026284909646
ENSG00000011021,68.68106078385355
ENSG00000011028,47.934757099272474
ENSG00000011052,58.178831260267536
ENSG00000011105,55.55034029570523
ENSG00000011114,62.98404130485802
ENSG00000011132,22.68246890401314
ENSG00000011143,25.41656888054447
ENSG00000011198,57.457169678479225
ENSG00000011201,27.569819291246183
ENSG00000011243,25.469373386528982
ENSG00000011258,42.2729406242666
ENSG00000011260,58.94743018070875
ENSG00000011275,81.23093170617226
ENSG00000011295,81.65923492137995
ENSG00000011304,69.83102558084957
ENSG00000011332,60.66651020887116
ENSG00000011347,80.81436282562778
ENSG00000011376,81.59469608073222
ENSG00000011405,61.61699131659235
ENSG00000011422,17.777517014785264
ENSG00000011426,6.166392865524525
ENSG00000011451,47.7587420793241
ENSG00000011454,77.88664632715326
ENSG00000011465,24.40741609950716
ENSG00000011478,10.021121802393804
ENSG00000011485,74.58343111945553
ENSG00000011523,43.10607838535555
ENSG00000011566,43.252757568645855
ENSG00000011638,88.15418915747478
ENSG00000011677,58.04388641164046
ENSG00000012048,38.21872799812251
ENSG00000012061,87.06289603379489
ENSG00000012124,19.35578502698897
ENSG00000012171,39.620980990377845
ENSG00000012174,66.54541187514667
ENSG00000012211,34.03543769068294
ENSG00000012232,84.07064069467262
ENSG00000012504,2.8690448251584137
ENSG00000012660,71.86106547758742
ENSG00000012817,48.732691856371744
ENSG00000012822,56.68857075803801
ENSG00000012963,46.03379488383009
ENSG00000012983,79.17742314010796
ENSG00000013016,79.51185167800986
ENSG00000013275,88.05444731283735
ENSG00000013288,55.450598451067826
ENSG00000013293,75.96221544238442
ENSG00000013297,31.107721192208405
ENSG00000013306,97.42431354142221
ENSG00000013364,62.03356019713683
ENSG00000013374,66.34592818587186
ENSG00000013375,81.9173902839709
ENSG00000013392,63.75264022529923
ENSG00000013441,59.35226472659
ENSG00000013503,32.11687397324572
ENSG00000013523,33.24337010091528
ENSG00000013561,68.10607838535554
ENSG00000013563,26.96550105609012
ENSG00000013573,46.157005397793945
ENSG00000013583,58.953297348040365
ENSG00000013588,19.40858953297348
ENSG00000013619,42.14973011030275
ENSG00000013725,20.49988265665337
ENSG00000013810,28.620042243604786
ENSG00000014123,60.3027458343112
ENSG00000014138,18.41117108659939
ENSG00000014164,75.52804505984511
ENSG00000014216,77.22952358601268
ENSG00000014257,19.297113353672845
ENSG00000014641,95.01877493546115
ENSG00000014824,94.60807322224831
ENSG00000014914,22.829148087303448
ENSG00000014919,64.16920910584369
ENSG00000015133,48.938042712978174
ENSG00000015153,68.07087538136588
ENSG00000015171,75.08214034264256
ENSG00000015285,4.247829148087304
ENSG00000015475,47.952358601267306
ENSG00000015479,95.78737385590237
ENSG00000015520,12.614409762966439
ENSG00000015532,56.50082140342643
ENSG00000015568,82.81506688570758
ENSG00000015592,91.86223891105374
ENSG00000015676,82.04060079793476
ENSG00000016391,37.23304388641164
ENSG00000016864,85.43182351560667
ENSG00000017260,67.51349448486272
ENSG00000017427,28.913400610185402
ENSG00000017797,78.56723773762027
ENSG00000018189,95.23586012673081
ENSG00000018236,68.0826097160291
ENSG00000018280,41.73902839708988
ENSG00000018408,40.894156301337716
ENSG00000018510,52.17085191269655
ENSG00000018610,37.0687632011265
ENSG00000018625,4.517718845341469
ENSG00000018699,34.416803567237736
ENSG00000019144,36.90448251584135
ENSG00000019485,24.295939920206525
ENSG00000019505,96.63224595165454
ENSG00000019549,3.2152076977235393
ENSG00000019582,83.97676601736681
ENSG00000019995,78.37948838300869
ENSG00000020129,80.20417742314011
ENSG00000020256,33.918094344050694
ENSG00000020426,82.60971602910115
ENSG00000020577,38.899319408589534
ENSG00000020633,11.963154189157475
ENSG00000020922,40.36611124149261
ENSG00000021300,66.97958225768599
ENSG00000021355,52.25299225533912
ENSG00000021461,17.026519596338886
ENSG00000021488,5.245247594461394
ENSG00000021574,65.75334428537903
ENSG00000021645,72.24829852147383
ENSG00000021762,20.053977939450835
ENSG00000021776,73.24571696784791
ENSG00000021826,23.773762027693028
ENSG00000022267,83.64820464679653
ENSG00000022277,85.8249237268247
ENSG00000022355,21.233278573104904
ENSG00000022556,49.81811781272002
ENSG00000022567,35.93053273879371
ENSG00000022840,82.83266838770241
ENSG00000022976,64.29828678713918
ENSG00000023041,43.20582022999296
ENSG00000023171,78.49683172964093
ENSG00000023191,92.45482281154659
ENSG00000023228,84.52241257920676
ENSG00000023287,86.44097629664398
ENSG00000023318,79.54705468199953
ENSG00000023330,84.8275052804506
ENSG00000023445,16.75076273175311
ENSG00000023516,88.34193851208636
ENSG00000023572,60.33208167096925
ENSG00000023608,44.02722365641868
ENSG00000023697,48.157709457873736
ENSG00000023734,91.02323398263319
ENSG00000023839,7.328091997183759
ENSG00000023892,17.554564656183995
ENSG00000023902,43.75733395916451
ENSG00000023909,52.11218023938042
ENSG00000024048,74.27833841821169
ENSG00000024422,6.712039427364469
ENSG00000024862,78.11546585308614
ENSG00000025039,87.09223187045293
ENSG00000025156,67.92419619807558
ENSG00000025293,74.55409528279746
ENSG00000025423,11.82234217319878
ENSG00000025434,12.238911053743253
ENSG00000025708,45.96338887585074
ENSG00000025770,68.63412344520066
ENSG00000025772,92.33747946491434
ENSG00000025796,77.98638817179065
ENSG00000025800,95.09504811077211
ENSG00000026025,98.2867871391692
ENSG00000026036,0.6219197371509035
ENSG00000026103,4.664398028631776
ENSG00000026297,83.30204177423141
ENSG00000026559,43.727998122506456
ENSG00000026652,76.94203238676367
ENSG00000026751,11.147617930063365
ENSG00000026950,47.33630603144802
ENSG00000027001,35.643041539544704
ENSG00000027075,25.874207932410233
ENSG00000027697,40.77094578737386
ENSG00000027847,76.47265900023469
ENSG00000028116,16.269655010560903
ENSG00000028137,19.20323867636705
ENSG00000028203,91.81530157240084
ENSG00000028277,79.84628021591176
ENSG00000028310,60.81318939216146
ENSG00000028528,77.78103731518424
ENSG00000028839,67.86552452475945
ENSG00000029153,33.53086130016428
ENSG00000029363,95.04811077211922
ENSG00000029364,91.8915747477118
ENSG00000029534,68.992020652429
ENSG00000029639,72.86435109129312
ENSG00000029725,86.97488852382071
ENSG00000029993,70.25346162872566
ENSG00000030066,37.63787843229289
ENSG00000030110,54.02487678948603
ENSG00000030304,30.726355315653603
ENSG00000030419,23.480403661112415
ENSG00000030582,91.87397324571697
ENSG00000031003,66.25792067589768
ENSG00000031081,12.13330204177423
ENSG00000031691,13.48275052804506
ENSG00000031698,96.49143393569585
ENSG00000031823,58.55432996949072
ENSG00000032219,91.6040835484628
ENSG00000032389,79.55292184933114
ENSG00000032444,57.99108190565595
ENSG00000032742,45.12438394743018
ENSG00000033011,37.403191739028394
ENSG00000033030,38.24219666744896
ENSG00000033050,69.91316592349214
ENSG00000033100,59.15278103731518
ENSG00000033122,43.751466791832904
ENSG00000033170,83.37244778221074
ENSG00000033178,73.093170617226
ENSG00000033327,86.68153015724009
ENSG00000033627,93.15301572400844
ENSG00000033800,80.16310725181881
ENSG00000033867,50.211218023938045
ENSG00000034053,29.13048580145506
ENSG00000034152,38.46514902605022
ENSG00000034239,13.118986153485098
ENSG00000034510,99.86505515137291
ENSG00000034533,47.65313306735508
ENSG00000034677,75.25815536259094
ENSG00000034693,49.38394743018071
ENSG00000034713,94.30884768833607
ENSG00000035115,36.44097629664398
ENSG00000035141,77.72236564186811
ENSG00000035403,64.5095048110772
ENSG00000035499,19.47899554095283
ENSG00000035664,46.73198779629195
ENSG00000035681,60.63130720488148
ENSG00000035687,61.11241492607369
ENSG00000035862,91.63928655245248
ENSG00000035928,80.60314480168974
ENSG00000036054,52.434874442619105
ENSG00000036257,81.41281389345224
ENSG00000036530,65.91762497066416
ENSG00000036549,75.01760150199483
ENSG00000036565,94.93076742548698
ENSG00000036672,67.59563482750528
ENSG00000036828,40.33090823750293
ENSG00000037042,85.84839239615114
ENSG00000037241,84.17624970664164
ENSG00000037280,17.13212860830791
ENSG00000037474,59.61042008918095
ENSG00000037637,71.01032621450364
ENSG00000037749,42.04998826566534
ENSG00000037757,30.8671673316123
ENSG00000037897,31.406946726120626
ENSG00000038210,12.866697958225767
ENSG00000038219,81.98779629195025
ENSG00000038274,37.467730579676136
ENSG00000038358,46.825862473597745
ENSG00000038382,80.15724008448721
ENSG00000038427,90.04341703825392
ENSG00000038532,49.63036845810843
ENSG00000038945,22.172025346162872
ENSG00000039068,86.23562544003754
ENSG00000039123,69.61394038957991
ENSG00000039139,44.15043417038254
ENSG00000039319,94.43205820229993
ENSG00000039523,86.89861534850975
ENSG00000039560,39.139873269185635
ENSG00000039650,50.492842055855434
ENSG00000039987,12.174372213095518
ENSG00000040199,55.0574982398498
ENSG00000040275,53.81365876554799
ENSG00000040341,80.11616991316592
ENSG00000040487,52.358601267308146
ENSG00000040531,39.14574043651725
ENSG00000040608,66.6040835484628
ENSG00000040633,56.62403191739028
ENSG00000040731,85.98920441210983
ENSG00000040933,73.32199014315889
ENSG00000041353,29.869748885238206
ENSG00000041357,76.80122037080498
ENSG00000041515,32.193147148556676
ENSG00000041802,64.8439333489791
ENSG00000041880,66.72142689509505
ENSG00000041982,42.806852851443324
ENSG00000041988,72.39497770476414
ENSG00000042062,10.795587890166628
ENSG00000042088,59.27599155127904
ENSG00000042286,23.181178127200187
ENSG00000042304,19.66087772823281
ENSG00000042317,50.22881952593288
ENSG00000042429,69.00375498709224
ENSG00000042445,28.473363060314483
ENSG00000042493,75.51044355785027
ENSG00000042753,95.1361182820934
ENSG00000042781,18.23515606665102
ENSG00000042832,2.01830556207463
ENSG00000042980,60.138465149026054
ENSG00000043039,14.35109129312368
ENSG00000043093,53.285613705702886
ENSG00000043143,26.413987326918566
ENSG00000043514,44.48486270828444
ENSG00000043591,13.541422201361183
ENSG00000044090,72.33630603144802
ENSG00000044115,95.72870218258625
ENSG00000044446,77.32339826331847
ENSG00000044459,42.396151138230465
ENSG00000044524,84.72776343581319
ENSG00000044574,95.25346162872566
ENSG00000046604,55.655949307674256
ENSG00000046647,58.26097160291012
ENSG00000046651,82.89134006101854
ENSG00000046653,34.33466322459516
ENSG00000046889,19.97183759680826
ENSG00000047056,66.64515371978409
ENSG00000047188,62.1685050457639
ENSG00000047230,32.287021825862475
ENSG00000047249,75.69819291246186
ENSG00000047315,88.28913400610186
ENSG00000047346,66.42220136118281
ENSG00000047365,15.95869514198545
ENSG00000047410,95.036376437456
ENSG00000047457,10.120863647031213
ENSG00000047578,46.70265195963389
ENSG00000047579,46.19807556911523
ENSG00000047597,19.009622154423845
ENSG00000047621,77.25885942267074
ENSG00000047634,36.176953766721425
ENSG00000047644,44.1797700070406
ENSG00000047648,17.0323867636705
ENSG00000047662,35.42008918094344
ENSG00000047849,91.19338183524994
ENSG00000047932,57.51584135179535
ENSG00000048028,41.39286552452476
ENSG00000048052,46.29781741375264
ENSG00000048140,61.51724947195494
ENSG00000048162,66.24031917390283
ENSG00000048342,78.02159117578033
ENSG00000048392,41.43980286317766
ENSG00000048405,57.40436517249472
ENSG00000048462,6.530157240084487
ENSG00000048471,84.42267073456935
ENSG00000048540,95.30626613471016
ENSG00000048544,58.560197136822346
ENSG00000048649,91.5571462098099
ENSG00000048707,64.82046467965267
ENSG00000048740,87.09809903778456
ENSG00000048828,56.99953062661347
ENSG00000048991,51.378784322928894
ENSG00000049089,29.53532034733631
ENSG00000049130,56.43041539544708
ENSG00000049167,59.8744426191035
ENSG00000049192,38.69983571931471
ENSG00000049239,42.120394273644685
ENSG00000049245,64.48603614175076
ENSG00000049246,23.298521473832434
ENSG00000049247,55.84956582961746
ENSG00000049249,42.026519596338886
ENSG00000049283,22.353907533442854
ENSG00000049323,40.2194320582023
ENSG00000049449,79.33583665806148
ENSG00000049540,39.509504811077214
ENSG00000049541,43.68692795118517
ENSG00000049618,86.56418681060784
ENSG00000049656,73.1870452945318
ENSG00000049759,82.28702182586247
ENSG00000049769,59.105843698662284
ENSG00000049860,65.50105609011969
ENSG00000049883,37.39145740436518
ENSG00000050030,43.21755456465618
ENSG00000050130,83.20229992959399
ENSG00000050165,96.88453414691386
ENSG00000050327,46.215677071110065
ENSG00000050344,61.5935226472659
ENSG00000050393,85.20300398967379
ENSG00000050405,89.05773292654307
ENSG00000050426,83.70100915278104
ENSG00000050438,88.04858014550575
ENSG00000050555,5.761558319643276
ENSG00000050628,19.995306266134712
ENSG00000050730,17.402018305562077
ENSG00000050748,78.46162872565125
ENSG00000050767,25.15254635062192
ENSG00000050820,57.41023233982633
ENSG00000051009,64.28068528514433
ENSG00000051108,86.77540483454588
ENSG00000051128,19.361652194320584
ENSG00000051180,11.429241961980756
ENSG00000051341,31.952593287960575
ENSG00000051382,41.01149964796996
ENSG00000051523,51.27904247829148
ENSG00000051596,20.17132128608308
ENSG00000051620,74.30180708753814
ENSG00000051825,52.364468434639754
ENSG00000052126,98.00516310725182
ENSG00000052344,89.44496597042948
ENSG00000052723,84.32879605726356
ENSG00000052749,62.438394743018065
ENSG00000052795,83.18469842759916
ENSG00000052802,94.54940154893218
ENSG00000052841,81.53015724008449
ENSG00000053108,83.777282328092
ENSG00000053254,57.674254869748886
ENSG00000053371,90.178361886881
ENSG00000053372,47.81741375264023
ENSG00000053438,99.21966674489556
ENSG00000053501,39.175076273175314
ENSG00000053524,54.787608542595635
ENSG00000053702,14.157474771180473
ENSG00000053747,32.50997418446374
ENSG00000053770,77.11218023938042
ENSG00000053900,45.53508566064304
ENSG00000053918,25.75686458577799
ENSG00000054116,79.23609481342407
ENSG00000054118,91.73316122975828
ENSG00000054148,98.8559023703356
ENSG00000054179,19.467261206289603
ENSG00000054219,8.231635766252053
ENSG00000054267,87.29758272705938
ENSG00000054277,56.4421497301103
ENSG00000054282,90.07862004224361
ENSG00000054356,98.850035203004
ENSG00000054392,40.57146209809904
ENSG00000054523,96.35062191973715
ENSG00000054611,79.97535789720723
ENSG00000054654,94.0800281624032
ENSG00000054690,43.11194555268717
ENSG00000054793,93.66345928185872
ENSG00000054965,88.36540718141282
ENSG00000054967,25.76859892044121
ENSG00000054983,73.73269185637174
ENSG00000055044,87.52053508566064
ENSG00000055070,50.287491199249004
ENSG00000055118,87.39732457169679
ENSG00000055130,78.16827035907063
ENSG00000055147,46.90800281624032
ENSG00000055163,98.70335601971368
ENSG00000055208,80.87890166627552
ENSG00000055211,84.07650786200422
ENSG00000055332,71.43862942971133
ENSG00000055483,83.12602675428303
ENSG00000055609,95.57028866463271
ENSG00000055732,35.513963858249234
ENSG00000055917,74.6655714620981
ENSG00000055950,92.16146444496597
ENSG00000055955,3.749119924900258
ENSG00000055957,9.669091762497066
ENSG00000056050,46.60291011499648
ENSG00000056097,92.88312602675428
ENSG00000056277,56.75310959868576
ENSG00000056291,42.54283032152077
ENSG00000056487,25.305092701243844
ENSG00000056558,17.29054212626144
ENSG00000056586,92.05585543299695
ENSG00000056736,1.144097629664398
ENSG00000056972,50.80380192443088
ENSG00000056998,44.31471485566769
ENSG00000057019,92.4137526402253
ENSG00000057252,41.70382539310021
ENSG00000057294,32.97934757099272
ENSG00000057593,35.12673081436283
ENSG00000057608,93.10607838535554
ENSG00000057657,28.238676367049987
ENSG00000057663,71.67918329030744
ENSG00000057704,36.382304623327855
ENSG00000057757,82.53344285379019
ENSG00000057935,48.44520065712274
ENSG00000058056,41.21098333724478
ENSG00000058063,68.09434405069233
ENSG00000058085,58.98263318469843
ENSG00000058091,60.04459047172025
ENSG00000058262,95.08918094344051
ENSG00000058272,74.13165923492137
ENSG00000058335,60.57263553156535
ENSG00000058404,92.43722130955176
ENSG00000058453,20.17718845341469
ENSG00000058600,28.074395681764848
ENSG00000058668,81.25440037549872
ENSG00000058673,81.24266604083549
ENSG00000058729,20.570288664632717
ENSG00000058799,71.4210279277165
ENSG00000058804,6.213330204177423
ENSG00000058866,37.18023938042713
ENSG00000059122,80.9669091762497
ENSG00000059145,32.228350152546355
ENSG00000059377,38.6470312133302
ENSG00000059378,87.80215911757804
ENSG00000059573,54.61159352264726
ENSG00000059588,78.44402722365642
ENSG00000059691,40.436517249471954
ENSG00000059728,46.53837127434875
ENSG00000059758,45.98099037784558
ENSG00000059769,31.272001877493544
ENSG00000059804,97.7118047406712
ENSG00000059915,58.83595400140812
ENSG00000060069,60.86599389814597
ENSG00000060138,49.01431588828913
ENSG00000060237,89.39216146444497
ENSG00000060339,66.87397324571697
ENSG00000060491,33.0145505749824
ENSG00000060642,35.326214503637644
ENSG00000060656,81.50082140342643
ENSG00000060688,57.287021825862475
ENSG00000060709,92.37854963623563
ENSG00000060718,6.330673550809669
ENSG00000060749,67.38441680356723
ENSG00000060762,83.29030743956818
ENSG00000060971,58.601267308143626
ENSG00000060982,34.64562309317062
ENSG00000061273,36.57592114527106
ENSG00000061337,43.8922788077916
ENSG00000061656,70.63482750528046
ENSG00000061676,86.59938981459752
ENSG00000061794,77.7164984745365
ENSG00000061918,54.95188922788078
ENSG00000061936,74.9941328326684
ENSG00000061938,47.38911053743253
ENSG00000061987,72.7118047406712
ENSG00000062038,82.65665336775405
ENSG00000062096,3.9310021121802396
ENSG00000062194,84.72189626848157
ENSG00000062282,58.09082375029336
ENSG00000062370,38.18352499413283
ENSG00000062485,94.40272236564186
ENSG00000062582,97.2248298521474
ENSG00000062598,69.76061957287023
ENSG00000062650,36.69326449190331
ENSG00000062716,86.57592114527107
ENSG00000062725,58.079089415630136
ENSG00000062822,31.46561839943675
ENSG00000063015,75.97981694437925
ENSG00000063046,92.06172260032857
ENSG00000063127,7.568645857779864
ENSG00000063169,33.953297348040365
ENSG00000063176,56.53015724008449
ENSG00000063177,99.55996245012908
ENSG00000063180,76.8129547054682
ENSG00000063241,55.7732926543065
ENSG00000063244,27.129781741375265
ENSG00000063245,52.863177657826796
ENSG00000063322,89.25721661581788
ENSG00000063438,16.791832903074397
ENSG00000063587,44.877962919502465
ENSG00000063601,39.16334193851208
ENSG00000063660,65.38371274348745
ENSG00000063761,31.289603379488383
ENSG00000063854,90.55972776343582
ENSG00000063978,86.41164045998592
ENSG00000064012,24.700774466087772
ENSG00000064042,88.28326683877025
ENSG00000064102,26.161699131659233
ENSG00000064115,73.03449894390988
ENSG00000064199,41.47500586716733
ENSG00000064201,18.792536963154188
ENSG00000064205,22.4712508800751
ENSG00000064225,12.15677071110068
ENSG00000064270,28.23280919971838
ENSG00000064300,62.22130955174842
ENSG00000064309,34.62215442384417
ENSG00000064313,53.76085425956349
ENSG00000064393,82.24008448720957
ENSG00000064419,67.39615113823046
ENSG00000064489,8.395916451537198
ENSG00000064490,79.41797700070407
ENSG00000064545,35.4024876789486
ENSG00000064547,61.10068059141047
ENSG00000064601,83.4017836188688
ENSG00000064607,85.51396385824924
ENSG00000064651,79.8169443792537
ENSG00000064652,37.23891105374325
ENSG00000064655,8.871157005397794
ENSG00000064666,58.63060314480168
ENSG00000064687,61.70499882656654
ENSG00000064692,26.020887115700543
ENSG00000064703,15.636000938746772
ENSG00000064726,69.40272236564186
ENSG00000064763,11.628725651255573
ENSG00000064787,5.638347805679418
ENSG00000064886,10.854259563482751
ENSG00000064932,28.191739028397087
ENSG00000064933,66.19338183524994
ENSG00000064961,62.561605256981935
ENSG00000064989,23.451067824454352
ENSG00000064995,87.69655010560902
ENSG00000064999,77.42900727528749
ENSG00000065000,97.03708049753578
ENSG00000065029,39.761793006336546
ENSG00000065054,41.3165923492138
ENSG00000065057,65.31917390283971
ENSG00000065060,64.83219901431589
ENSG00000065135,77.28232809199719
ENSG00000065150,86.71086599389814
ENSG00000065154,48.74442619103497
ENSG00000065183,77.57568645857779
ENSG00000065243,63.92278807791598
ENSG00000065268,75.89180943440506
ENSG00000065308,59.95658296174607
ENSG00000065320,4.236094813424079
