gen_name,fibroblast
ENSMUSG00000000339,86.44697929869032
ENSMUSG00000000340,71.92226446979298
ENSMUSG00000000346,96.70891423743134
ENSMUSG00000000355,83.82340515420364
ENSMUSG00000000359,63.624841571609636
ENSMUSG00000000365,28.05661174482467
ENSMUSG00000000374,54.955640050697085
ENSMUSG00000000378,89.97465145754119
ENSMUSG00000000384,84.52049007182087
ENSMUSG00000000386,31.42796789184622
ENSMUSG00000000392,28.58048162230672
ENSMUSG00000000399,95.61047739754964
ENSMUSG00000000402,18.06083650190114
ENSMUSG00000000409,33.45162653147444
ENSMUSG00000000420,86.54414871144908
ENSMUSG00000000439,76.11322348964934
ENSMUSG00000000440,70.73933248838192
ENSMUSG00000000441,90.70975918884663
ENSMUSG00000000486,49.425433037600335
ENSMUSG00000000489,38.98605830164765
ENSMUSG00000000530,70.17743979721166
ENSMUSG00000000531,53.7346852555978
ENSMUSG00000000532,51.85044359949303
ENSMUSG00000000538,70.49852133502324
ENSMUSG00000000552,53.06294888043938
ENSMUSG00000000555,99.29446556822982
ENSMUSG00000000560,53.76003379805662
ENSMUSG00000000561,94.52049007182087
ENSMUSG00000000562,39.94085340092945
ENSMUSG00000000563,98.06928601605408
ENSMUSG00000000567,87.65525982256021
ENSMUSG00000000568,70.65061258977609
ENSMUSG00000000579,87.25390790029573
ENSMUSG00000000581,90.9547950992818
ENSMUSG00000000594,78.36079425433039
ENSMUSG00000000600,83.33333333333334
ENSMUSG00000000605,89.30713983945923
ENSMUSG00000000606,18.360794254330376
ENSMUSG00000000617,4.566962399662019
ENSMUSG00000000627,30.55766793409379
ENSMUSG00000000628,81.35192226446979
ENSMUSG00000000631,68.12420785804815
ENSMUSG00000000632,36.75116180819603
ENSMUSG00000000673,22.370088719898607
ENSMUSG00000000682,61.49133924799324
ENSMUSG00000000686,50.819602872834814
ENSMUSG00000000690,56.751161808196024
ENSMUSG00000000693,97.9594423320659
ENSMUSG00000000706,14.482467258132658
ENSMUSG00000000708,49.39585973806506
ENSMUSG00000000711,79.90283058724124
ENSMUSG00000000724,30.367553865652724
ENSMUSG00000000730,58.79594423320659
ENSMUSG00000000731,29.286016054076892
ENSMUSG00000000732,39.84368398817068
ENSMUSG00000000738,79.37473595268271
ENSMUSG00000000739,47.22855935783692
ENSMUSG00000000740,99.50570342205323
ENSMUSG00000000743,93.9332488381918
ENSMUSG00000000751,94.69792986903252
ENSMUSG00000000753,99.57329953527673
ENSMUSG00000000759,80.81960287283482
ENSMUSG00000000776,78.58048162230672
ENSMUSG00000000782,43.27841149133925
ENSMUSG00000000787,94.14026193493874
ENSMUSG00000000791,45.492184199408534
ENSMUSG00000000792,30.950570342205324
ENSMUSG00000000794,9.885931558935361
ENSMUSG00000000804,59.62399662019434
ENSMUSG00000000805,25.420363329108575
ENSMUSG00000000811,64.6218842416561
ENSMUSG00000000823,66.59484579636671
ENSMUSG00000000826,89.2184199408534
ENSMUSG00000000827,93.6966624419096
ENSMUSG00000000838,77.5242923531897
ENSMUSG00000000861,30.097169412758767
ENSMUSG00000000869,13.092522179974653
ENSMUSG00000000876,74.7950992817913
ENSMUSG00000000881,61.385720321081536
ENSMUSG00000000884,66.79340937896072
ENSMUSG00000000901,77.80735107731306
ENSMUSG00000000902,93.32910857625687
ENSMUSG00000000915,61.6687790452049
ENSMUSG00000000916,75.15420363329109
ENSMUSG00000000934,70.84495141529362
ENSMUSG00000000938,73.65019011406844
ENSMUSG00000000942,36.1850443599493
ENSMUSG00000000948,65.51330798479087
ENSMUSG00000000957,96.37515842839038
ENSMUSG00000000958,64.00084495141529
ENSMUSG00000000959,80.5703422053232
ENSMUSG00000000976,75.40768905787917
ENSMUSG00000000982,56.0794254330376
ENSMUSG00000000983,16.05830164765526
ENSMUSG00000001014,35.986480777355304
ENSMUSG00000001016,93.76003379805661
ENSMUSG00000001017,91.96028728348121
ENSMUSG00000001018,90.25348542458809
ENSMUSG00000001020,99.93662864385297
ENSMUSG00000001021,64.33460076045627
ENSMUSG00000001023,44.740177439797215
ENSMUSG00000001025,99.8943810730883
ENSMUSG00000001029,39.674693705111956
ENSMUSG00000001034,75.02323616392057
ENSMUSG00000001036,64.33882551753274
ENSMUSG00000001039,72.70806928601606
ENSMUSG00000001052,85.60625264047317
ENSMUSG00000001053,47.13983945923109
ENSMUSG00000001054,83.28263624841571
ENSMUSG00000001056,94.08534009294466
ENSMUSG00000001062,61.60963244613434
ENSMUSG00000001065,63.31643430502746
ENSMUSG00000001082,85.6020278833967
ENSMUSG00000001089,90.5703422053232
ENSMUSG00000001098,97.60878749471905
ENSMUSG00000001100,94.63878326996198
ENSMUSG00000001105,88.73257287705957
ENSMUSG00000001119,95.8132657372201
ENSMUSG00000001120,69.89860583016477
ENSMUSG00000001123,94.41487114490916
ENSMUSG00000001127,91.43641740599917
ENSMUSG00000001128,87.82002534854246
ENSMUSG00000001131,99.72539079002958
ENSMUSG00000001134,72.74609209970426
ENSMUSG00000001138,51.5504858470638
ENSMUSG00000001143,71.30122517955218
ENSMUSG00000001150,74.14026193493875
ENSMUSG00000001151,65.40346430080271
ENSMUSG00000001155,8.250950570342205
ENSMUSG00000001156,56.408956485002115
ENSMUSG00000001157,70.92944655682298
ENSMUSG00000001158,87.3764258555133
ENSMUSG00000001166,41.04351499788762
ENSMUSG00000001173,77.6679340937896
ENSMUSG00000001175,99.4972539079003
ENSMUSG00000001211,76.81030840726658
ENSMUSG00000001225,32.26446979298691
ENSMUSG00000001227,42.196873679763414
ENSMUSG00000001228,84.15716096324462
ENSMUSG00000001229,85.32319391634982
ENSMUSG00000001240,66.75961132234896
ENSMUSG00000001247,33.548795944233206
ENSMUSG00000001248,72.5982256020279
ENSMUSG00000001249,23.85297845373891
ENSMUSG00000001260,8.014364174059992
ENSMUSG00000001270,94.92606675116181
ENSMUSG00000001280,67.27503168567807
ENSMUSG00000001281,55.70764681030841
ENSMUSG00000001285,84.01774397972117
ENSMUSG00000001288,75.81749049429658
ENSMUSG00000001289,93.54457118715673
ENSMUSG00000001300,62.77989015631601
ENSMUSG00000001305,86.06252640473173
ENSMUSG00000001313,55.19645120405576
ENSMUSG00000001323,73.50654837346853
ENSMUSG00000001333,48.411491339247995
ENSMUSG00000001334,61.3772708069286
ENSMUSG00000001348,44.52893958597381
ENSMUSG00000001349,98.39459231094212
ENSMUSG00000001366,80.27038445289396
ENSMUSG00000001376,83.34178284748627
ENSMUSG00000001380,94.89226869455007
ENSMUSG00000001383,89.5099281791297
ENSMUSG00000001403,92.67849598648078
ENSMUSG00000001415,77.2454583861428
ENSMUSG00000001416,98.60160540768905
ENSMUSG00000001418,96.43852978453738
ENSMUSG00000001419,82.50950570342205
ENSMUSG00000001420,42.2644697929869
ENSMUSG00000001424,94.05576679340938
ENSMUSG00000001435,64.22475707646811
ENSMUSG00000001436,82.10392902408111
ENSMUSG00000001440,95.26404731727925
ENSMUSG00000001441,91.96873679763414
ENSMUSG00000001445,93.1263202365864
ENSMUSG00000001467,94.17405999155048
ENSMUSG00000001472,96.99619771863118
ENSMUSG00000001473,99.45078158005914
ENSMUSG00000001482,78.35234474017744
ENSMUSG00000001493,26.81453316434305
ENSMUSG00000001496,7.439797211660329
ENSMUSG00000001497,58.3438952260245
ENSMUSG00000001504,55.51753274186735
ENSMUSG00000001506,99.94085340092944
ENSMUSG00000001507,64.45289395859739
ENSMUSG00000001508,31.87156738487537
ENSMUSG00000001510,51.60963244613435
ENSMUSG00000001517,70.397127165188
ENSMUSG00000001518,70.32953105196451
ENSMUSG00000001520,45.39923954372623
ENSMUSG00000001521,83.40937896070976
ENSMUSG00000001524,79.68314321926489
ENSMUSG00000001525,99.83945923109421
ENSMUSG00000001542,77.88339670468947
ENSMUSG00000001552,80.04647232784114
ENSMUSG00000001555,98.65230249260668
ENSMUSG00000001558,40.80692860160541
ENSMUSG00000001569,82.27714406421632
ENSMUSG00000001576,95.31896915927334
ENSMUSG00000001583,14.8077735530207
ENSMUSG00000001588,34.681030840726656
ENSMUSG00000001604,53.60371778622729
ENSMUSG00000001622,30.523869877482046
ENSMUSG00000001627,90.63793831854669
ENSMUSG00000001630,71.46176594845797
ENSMUSG00000001632,70.42247570764681
ENSMUSG00000001642,93.49809885931559
ENSMUSG00000001655,69.12125052809463
ENSMUSG00000001656,51.75327418673427
ENSMUSG00000001657,42.75454161385721
ENSMUSG00000001661,40.849176172370086
ENSMUSG00000001663,59.45500633713562
ENSMUSG00000001665,72.71229404309251
ENSMUSG00000001666,74.73595268272074
ENSMUSG00000001674,90.49429657794677
ENSMUSG00000001687,85.76256865230249
ENSMUSG00000001700,79.21841994085341
ENSMUSG00000001707,89.87325728770595
ENSMUSG00000001729,91.86311787072243
ENSMUSG00000001739,58.284748626953956
ENSMUSG00000001741,47.97211660329531
ENSMUSG00000001750,93.04182509505704
ENSMUSG00000001751,77.82002534854246
ENSMUSG00000001755,73.02492606675116
ENSMUSG00000001761,75.71187156738488
ENSMUSG00000001763,48.71144909167723
ENSMUSG00000001767,81.2970004224757
ENSMUSG00000001768,73.09252217997465
ENSMUSG00000001774,92.91508238276299
ENSMUSG00000001783,95.84706379383185
ENSMUSG00000001785,89.04942965779468
ENSMUSG00000001786,71.22517955217576
ENSMUSG00000001794,80.3591043514998
ENSMUSG00000001802,49.56062526404732
ENSMUSG00000001827,31.968736797634133
ENSMUSG00000001829,86.32868610054922
ENSMUSG00000001833,98.35656949725391
ENSMUSG00000001844,79.39163498098858
ENSMUSG00000001847,98.53400929446556
ENSMUSG00000001855,77.72708069286016
ENSMUSG00000001864,66.74693705111956
ENSMUSG00000001870,89.34516265314744
ENSMUSG00000001891,95.12040557667935
ENSMUSG00000001901,14.892268694550062
ENSMUSG00000001909,85.70342205323193
ENSMUSG00000001910,67.69750739332488
ENSMUSG00000001911,95.31474440219687
ENSMUSG00000001918,90.21546261089988
ENSMUSG00000001924,98.12420785804817
ENSMUSG00000001930,36.958174904942965
ENSMUSG00000001942,67.20321081537811
ENSMUSG00000001943,30.604140261934937
ENSMUSG00000001946,32.58977608787495
ENSMUSG00000001948,42.71229404309253
ENSMUSG00000001962,84.97676383607943
ENSMUSG00000001964,72.48415716096325
ENSMUSG00000001983,61.7490494296578
ENSMUSG00000001985,34.38107308829742
ENSMUSG00000001986,77.23278411491339
ENSMUSG00000001988,25.724545838614283
ENSMUSG00000001995,68.71989860583017
ENSMUSG00000001998,64.79087452471482
ENSMUSG00000001999,83.32910857625686
ENSMUSG00000002006,36.56527249683143
ENSMUSG00000002007,11.085762568652303
ENSMUSG00000002010,93.84452893958597
ENSMUSG00000002012,41.88424165610478
ENSMUSG00000002014,96.1977186311787
ENSMUSG00000002015,97.75665399239544
ENSMUSG00000002017,78.18335445711871
ENSMUSG00000002020,98.03126320236586
ENSMUSG00000002028,72.36163920574566
ENSMUSG00000002031,80.9547950992818
ENSMUSG00000002032,26.48077735530207
ENSMUSG00000002033,5.50063371356147
ENSMUSG00000002043,76.22729193071397
ENSMUSG00000002052,82.39543726235742
ENSMUSG00000002055,74.77820025348542
ENSMUSG00000002057,36.10899873257288
ENSMUSG00000002058,61.11956062526404
ENSMUSG00000002059,93.26573722010984
ENSMUSG00000002064,91.19983100971693
ENSMUSG00000002068,88.8339670468948
ENSMUSG00000002076,44.465568229826786
ENSMUSG00000002083,59.02408111533587
ENSMUSG00000002102,97.81157583438952
ENSMUSG00000002103,86.2103929024081
ENSMUSG00000002104,39.252217997465145
ENSMUSG00000002105,91.9476130122518
ENSMUSG00000002107,86.00760456273764
ENSMUSG00000002108,53.83185466835657
ENSMUSG00000002109,52.632023658639625
ENSMUSG00000002111,76.70046472327842
ENSMUSG00000002129,88.67765103506548
ENSMUSG00000002147,92.08280523869877
ENSMUSG00000002190,20.975918884664132
ENSMUSG00000002204,53.12209547950992
ENSMUSG00000002205,76.59907055344317
ENSMUSG00000002210,64.0515420363329
ENSMUSG00000002221,68.5551330798479
ENSMUSG00000002222,54.305027460920996
ENSMUSG00000002227,73.62484157160964
ENSMUSG00000002228,42.07435572454584
ENSMUSG00000002233,98.29742289818336
ENSMUSG00000002249,56.36670891423743
ENSMUSG00000002250,55.67384875369667
ENSMUSG00000002257,78.32699619771863
ENSMUSG00000002265,46.48922686945501
ENSMUSG00000002266,13.084072665821717
ENSMUSG00000002274,58.21715251373046
ENSMUSG00000002279,76.7680608365019
ENSMUSG00000002280,78.46641318124207
ENSMUSG00000002289,82.52217997465145
ENSMUSG00000002297,73.99662019433883
ENSMUSG00000002307,75.61470215462612
ENSMUSG00000002308,81.83354457118716
ENSMUSG00000002319,95.16687790452049
ENSMUSG00000002320,94.22475707646811
ENSMUSG00000002324,10.781580059146599
ENSMUSG00000002325,66.79763413603717
ENSMUSG00000002326,87.89184621884242
ENSMUSG00000002329,79.404309252218
ENSMUSG00000002332,89.93240388677651
ENSMUSG00000002341,51.68990283058724
ENSMUSG00000002342,86.7934093789607
ENSMUSG00000002343,73.59949302915082
ENSMUSG00000002345,77.283481199831
ENSMUSG00000002346,52.68272074355724
ENSMUSG00000002365,91.52091254752852
ENSMUSG00000002372,92.32784114913393
ENSMUSG00000002379,94.10646387832699
ENSMUSG00000002384,27.482044782425007
ENSMUSG00000002393,71.28855090832276
ENSMUSG00000002395,86.64554288128431
ENSMUSG00000002396,64.34727503168568
ENSMUSG00000002409,53.25728770595691
ENSMUSG00000002413,66.39205745669624
ENSMUSG00000002416,92.10815378115758
ENSMUSG00000002428,69.30713983945923
ENSMUSG00000002455,90.09294465568229
ENSMUSG00000002458,91.03084072665821
ENSMUSG00000002459,40.71398394592311
ENSMUSG00000002475,49.1001267427123
ENSMUSG00000002477,92.56865230249261
ENSMUSG00000002486,56.06252640473173
ENSMUSG00000002489,59.10012674271229
ENSMUSG00000002496,84.6472327841149
ENSMUSG00000002504,78.49176172370089
ENSMUSG00000002524,95.61892691170257
ENSMUSG00000002546,81.85889311364598
ENSMUSG00000002550,81.01816645542881
ENSMUSG00000002565,21.998310097169412
ENSMUSG00000002578,35.044359949302915
ENSMUSG00000002580,87.98901563160119
ENSMUSG00000002602,98.96070975918884
ENSMUSG00000002603,55.13307984790875
ENSMUSG00000002608,75.93578369243768
ENSMUSG00000002617,53.96282213772709
ENSMUSG00000002625,74.92184199408534
ENSMUSG00000002635,78.3565694972539
ENSMUSG00000002658,91.10266159695819
ENSMUSG00000002660,88.85509083227714
ENSMUSG00000002661,68.0946345585129
ENSMUSG00000002664,17.025771018166456
ENSMUSG00000002668,50.223912125052806
ENSMUSG00000002679,80.11406844106463
ENSMUSG00000002688,57.165188001689906
ENSMUSG00000002699,62.12927756653992
ENSMUSG00000002718,94.46134347275031
ENSMUSG00000002728,91.93493874102239
ENSMUSG00000002731,75.23447401774398
ENSMUSG00000002732,77.42712294043092
ENSMUSG00000002733,89.75918884664131
ENSMUSG00000002741,78.93536121673004
ENSMUSG00000002748,86.37093367131389
ENSMUSG00000002763,63.215040135192226
ENSMUSG00000002767,88.98183354457119
ENSMUSG00000002768,93.76848331220955
ENSMUSG00000002769,22.564427545416137
ENSMUSG00000002771,41.49978876214618
ENSMUSG00000002778,90.11406844106465
ENSMUSG00000002781,57.2708069286016
ENSMUSG00000002791,26.62019433882552
ENSMUSG00000002797,66.21461765948457
ENSMUSG00000002799,19.75918884664132
ENSMUSG00000002803,61.34347275031685
ENSMUSG00000002804,67.40599915504858
ENSMUSG00000002808,85.36121673003802
ENSMUSG00000002812,92.58132657372201
ENSMUSG00000002814,60.03802281368821
ENSMUSG00000002820,68.69455006337135
ENSMUSG00000002825,78.97338403041825
ENSMUSG00000002831,45.61892691170258
ENSMUSG00000002833,92.86438529784537
ENSMUSG00000002835,77.00887198986058
ENSMUSG00000002844,92.16307562315167
ENSMUSG00000002845,87.42289818335446
ENSMUSG00000002846,74.16138572032108
ENSMUSG00000002847,64.22053231939164
ENSMUSG00000002870,89.1803971271652
ENSMUSG00000002871,80.09716941275876
ENSMUSG00000002881,71.2843261512463
ENSMUSG00000002885,83.25728770595691
ENSMUSG00000002897,82.17997465145754
ENSMUSG00000002900,93.40515420363329
ENSMUSG00000002908,43.430502746092095
ENSMUSG00000002910,50.74355724545838
ENSMUSG00000002944,91.87156738487538
ENSMUSG00000002948,67.1271651880017
ENSMUSG00000002949,87.11026615969581
ENSMUSG00000002957,95.17532741867343
ENSMUSG00000002963,79.93662864385298
ENSMUSG00000002968,86.22729193071397
ENSMUSG00000002980,50.63793831854668
ENSMUSG00000002981,95.06548373468526
ENSMUSG00000002983,67.26658217152513
ENSMUSG00000002984,96.1850443599493
ENSMUSG00000002985,78.00591465990706
ENSMUSG00000002992,39.07477820025348
ENSMUSG00000002996,87.85804816223067
ENSMUSG00000002997,76.61596958174906
ENSMUSG00000003031,66.9666244190959
ENSMUSG00000003032,72.10815378115758
ENSMUSG00000003033,93.62061681453316
ENSMUSG00000003037,94.702154626109
ENSMUSG00000003038,98.90578791719477
ENSMUSG00000003039,93.81918039712717
ENSMUSG00000003053,9.209970426700465
ENSMUSG00000003062,88.49598648077736
ENSMUSG00000003068,66.0667511618082
ENSMUSG00000003070,48.05661174482467
ENSMUSG00000003072,97.87494719053655
ENSMUSG00000003099,91.18293198141106
ENSMUSG00000003119,60.975918884664125
ENSMUSG00000003123,94.97253907900296
ENSMUSG00000003131,96.6497676383608
ENSMUSG00000003134,48.817068018588934
ENSMUSG00000003135,64.82467258132657
ENSMUSG00000003153,68.96915927334179
ENSMUSG00000003154,58.69455006337135
ENSMUSG00000003161,96.36670891423744
ENSMUSG00000003166,88.31009716941276
ENSMUSG00000003184,83.07562315166878
ENSMUSG00000003190,69.22686945500634
ENSMUSG00000003198,57.73975496408956
ENSMUSG00000003199,81.6814533164343
ENSMUSG00000003200,93.8276299112801
ENSMUSG00000003206,54.702154626109
ENSMUSG00000003208,68.33967046894803
ENSMUSG00000003226,79.20997042670047
ENSMUSG00000003228,62.06168145331643
ENSMUSG00000003233,79.36628643852978
ENSMUSG00000003234,87.21166032953104
ENSMUSG00000003235,87.13138994507815
ENSMUSG00000003269,85.14152936206169
ENSMUSG00000003271,40.181664554288126
ENSMUSG00000003273,49.949302915082384
ENSMUSG00000003279,34.73595268272074
ENSMUSG00000003282,46.73426277989016
ENSMUSG00000003283,68.97338403041825
ENSMUSG00000003299,91.85889311364596
ENSMUSG00000003308,82.72074355724546
ENSMUSG00000003309,34.186734262779886
ENSMUSG00000003316,92.94888043937473
ENSMUSG00000003341,19.873257287705957
ENSMUSG00000003344,59.86903253062948
ENSMUSG00000003345,74.69370511195606
ENSMUSG00000003346,79.84790874524715
ENSMUSG00000003348,92.28136882129277
ENSMUSG00000003352,66.64554288128433
ENSMUSG00000003354,44.29235318969159
ENSMUSG00000003355,82.8474862695395
ENSMUSG00000003360,70.2112378538234
ENSMUSG00000003363,96.07097591888466
ENSMUSG00000003378,28.804393747359526
ENSMUSG00000003379,22.36163920574567
ENSMUSG00000003380,92.28981833544572
ENSMUSG00000003382,58.04816223067174
ENSMUSG00000003402,95.70342205323193
ENSMUSG00000003410,19.10857625686523
ENSMUSG00000003411,76.00760456273764
ENSMUSG00000003420,85.38656527249682
ENSMUSG00000003421,86.04985213350233
ENSMUSG00000003423,84.53316434305027
ENSMUSG00000003429,99.3916349809886
ENSMUSG00000003435,90.55766793409379
ENSMUSG00000003436,32.30671736375159
ENSMUSG00000003437,85.98225602027884
ENSMUSG00000003438,92.36163920574567
ENSMUSG00000003444,85.64005069708492
ENSMUSG00000003452,65.64850021123786
ENSMUSG00000003458,95.64005069708492
ENSMUSG00000003464,91.22940430925222
ENSMUSG00000003469,26.953950147866497
ENSMUSG00000003484,43.662864385297844
ENSMUSG00000003500,87.68905787917195
ENSMUSG00000003518,90.96324461343472
ENSMUSG00000003526,43.64174059991551
ENSMUSG00000003527,76.32446134347275
ENSMUSG00000003528,90.81115335868188
ENSMUSG00000003531,81.4448669201521
ENSMUSG00000003534,88.9269117025771
ENSMUSG00000003541,93.709336713139
ENSMUSG00000003545,39.12970004224757
ENSMUSG00000003546,67.617237008872
ENSMUSG00000003549,89.92817912970004
ENSMUSG00000003559,76.78918462188425
ENSMUSG00000003573,85.48795944233206
ENSMUSG00000003575,65.05280946345586
ENSMUSG00000003581,59.47613012251796
ENSMUSG00000003585,42.171525137304606
ENSMUSG00000003604,52.80101394169835
ENSMUSG00000003617,39.24376848331221
ENSMUSG00000003623,76.99619771863118
ENSMUSG00000003644,67.71863117870723
ENSMUSG00000003660,88.5424588086185
ENSMUSG00000003662,86.48500211237854
ENSMUSG00000003665,63.1389945078158
ENSMUSG00000003680,71.5504858470638
ENSMUSG00000003721,88.57625686523025
ENSMUSG00000003731,77.90874524714829
ENSMUSG00000003746,69.45923109421209
ENSMUSG00000003752,56.39205745669624
ENSMUSG00000003762,78.02703844528939
ENSMUSG00000003778,87.55386565272497
ENSMUSG00000003779,96.13012251795521
ENSMUSG00000003808,93.13476975073934
ENSMUSG00000003809,77.58343895226024
ENSMUSG00000003810,76.2779890156316
ENSMUSG00000003812,67.9721166032953
ENSMUSG00000003813,91.26320236586396
ENSMUSG00000003814,99.66624419095902
ENSMUSG00000003824,61.229404309252224
ENSMUSG00000003847,81.40684410646388
ENSMUSG00000003848,88.99028305872412
ENSMUSG00000003849,96.86945500633713
ENSMUSG00000003863,43.06294888043937
ENSMUSG00000003865,88.88466413181241
ENSMUSG00000003868,94.65145754119139
ENSMUSG00000003872,31.284326151246304
ENSMUSG00000003873,98.2002534854246
ENSMUSG00000003882,55.0063371356147
ENSMUSG00000003923,75.21335023236165
ENSMUSG00000003929,57.57921419518378
ENSMUSG00000003934,7.993240388677651
ENSMUSG00000003948,88.40726658217153
ENSMUSG00000003949,36.670891423743136
ENSMUSG00000003955,95.71187156738488
ENSMUSG00000003970,98.84664131812421
ENSMUSG00000003992,81.79129700042247
ENSMUSG00000004018,65.83861427967892
ENSMUSG00000004031,37.03422053231939
ENSMUSG00000004032,84.32192648922687
ENSMUSG00000004035,51.94338825517533
ENSMUSG00000004038,17.156738487536966
ENSMUSG00000004040,96.90747782002535
ENSMUSG00000004043,77.66370933671314
ENSMUSG00000004044,99.83523447401774
ENSMUSG00000004054,69.88593155893537
ENSMUSG00000004056,90.7139839459231
ENSMUSG00000004069,88.91001267427123
ENSMUSG00000004070,90.21968736797635
ENSMUSG00000004071,81.70680185889312
ENSMUSG00000004085,90.62948880439374
ENSMUSG00000004096,90.6083650190114
ENSMUSG00000004098,74.33037600337981
ENSMUSG00000004099,88.60160540768905
ENSMUSG00000004100,89.86058301647655
ENSMUSG00000004105,99.20997042670047
ENSMUSG00000004110,32.619349387410224
ENSMUSG00000004113,37.929869032530625
ENSMUSG00000004127,72.53907900295732
ENSMUSG00000004151,54.288128432615125
ENSMUSG00000004187,39.138149556400506
ENSMUSG00000004207,99.30291508238275
ENSMUSG00000004221,88.48753696662442
ENSMUSG00000004233,64.92184199408534
ENSMUSG00000004263,77.10181664554288
ENSMUSG00000004264,97.62146176594845
ENSMUSG00000004266,77.37220109843685
ENSMUSG00000004267,70.00422475707647
ENSMUSG00000004268,93.38825517532742
ENSMUSG00000004270,93.05872412336291
ENSMUSG00000004285,93.83607942543304
ENSMUSG00000004317,75.2175749894381
ENSMUSG00000004319,62.66582171525137
ENSMUSG00000004328,6.915927334178285
ENSMUSG00000004344,2.906632868610055
ENSMUSG00000004347,39.91128010139417
ENSMUSG00000004356,77.42289818335446
ENSMUSG00000004359,33.58259400084495
ENSMUSG00000004360,42.893958597380646
ENSMUSG00000004364,78.28474862695394
ENSMUSG00000004371,80.94634558512885
ENSMUSG00000004383,67.61301225179552
ENSMUSG00000004393,90.68018588931136
ENSMUSG00000004394,91.53358681875791
ENSMUSG00000004415,40.502746092099706
ENSMUSG00000004446,86.50612589776088
ENSMUSG00000004451,95.0316856780735
ENSMUSG00000004455,88.47486269539502
ENSMUSG00000004460,96.05830164765527
ENSMUSG00000004462,69.66624419095902
ENSMUSG00000004473,44.31347697507393
ENSMUSG00000004500,62.12082805238699
ENSMUSG00000004508,55.30207013096747
ENSMUSG00000004530,96.34980988593156
ENSMUSG00000004535,95.04435994930292
ENSMUSG00000004542,13.937473595268271
ENSMUSG00000004552,18.610054921841996
ENSMUSG00000004558,48.787494719053655
ENSMUSG00000004561,67.12294043092523
ENSMUSG00000004562,83.09674693705112
ENSMUSG00000004565,71.80819602872835
ENSMUSG00000004567,84.41909590198564
ENSMUSG00000004568,64.65145754119138
ENSMUSG00000004591,77.85804816223067
ENSMUSG00000004609,54.638783269961976
ENSMUSG00000004610,97.27925644275454
ENSMUSG00000004626,78.65230249260668
ENSMUSG00000004630,38.660752006759616
ENSMUSG00000004631,80.02112378538234
ENSMUSG00000004633,40.63793831854669
ENSMUSG00000004637,60.71398394592311
ENSMUSG00000004642,91.30544993662865
ENSMUSG00000004651,45.08238276299113
ENSMUSG00000004655,81.5631601182932
ENSMUSG00000004661,48.25940008449514
ENSMUSG00000004665,99.52682720743557
ENSMUSG00000004667,95.18377693282636
ENSMUSG00000004668,3.5192226446979302
ENSMUSG00000004677,75.9611322348965
ENSMUSG00000004698,43.46852555978031
ENSMUSG00000004707,58.12420785804816
ENSMUSG00000004709,45.81749049429658
ENSMUSG00000004730,88.14110688635404
ENSMUSG00000004748,42.589776087874945
ENSMUSG00000004768,81.4702154626109
ENSMUSG00000004771,97.23700887198986
ENSMUSG00000004788,89.70004224757076
ENSMUSG00000004789,94.1318124207858
ENSMUSG00000004791,49.68314321926489
ENSMUSG00000004798,65.70342205323195
ENSMUSG00000004814,3.177017321504014
ENSMUSG00000004815,60.802703844528935
ENSMUSG00000004837,40.832277144064214
ENSMUSG00000004842,22.11237853823405
ENSMUSG00000004843,92.11237853823405
ENSMUSG00000004846,97.20743557245459
