gen_name,"CD8-positive, alpha-beta T cell"
ENSMUSG00000001380,94.62060878487321
ENSMUSG00000001383,81.64362143939023
ENSMUSG00000001403,37.52870474422241
ENSMUSG00000001415,92.5929545121415
ENSMUSG00000001416,99.16939463526653
ENSMUSG00000001418,79.61596716665852
ENSMUSG00000001419,92.2655982801583
ENSMUSG00000001420,20.799335515708215
ENSMUSG00000001424,93.7020569697562
ENSMUSG00000001435,42.013973713783166
ENSMUSG00000001436,95.02613963941955
ENSMUSG00000001440,94.75252846044853
ENSMUSG00000001441,83.18757023501246
ENSMUSG00000001444,95.7590267259491
ENSMUSG00000001445,83.1435970098207
ENSMUSG00000001467,92.95939805540627
ENSMUSG00000001472,96.64826305760492
ENSMUSG00000001473,49.855865539649194
ENSMUSG00000001482,60.707480334196504
ENSMUSG00000001496,8.208335369130795
ENSMUSG00000001497,31.905017833585774
ENSMUSG00000001506,13.929740557971368
ENSMUSG00000001507,40.63614599110764
ENSMUSG00000001510,4.324033810524259
ENSMUSG00000001517,37.79743000928323
ENSMUSG00000001518,81.58987638637807
ENSMUSG00000001520,55.196169443494405
ENSMUSG00000001521,66.37025455611472
ENSMUSG00000001524,67.48912884154981
ENSMUSG00000001525,98.96907216494846
ENSMUSG00000001542,63.463135779547564
ENSMUSG00000001552,65.34421263497337
ENSMUSG00000001555,33.874041139395125
ENSMUSG00000001558,26.813895539160598
ENSMUSG00000001569,90.29657497434896
ENSMUSG00000001576,66.99565153661993
ENSMUSG00000001583,24.028924610348366
ENSMUSG00000001588,90.91708604094396
ENSMUSG00000001622,50.58386671226853
ENSMUSG00000001627,97.05379391215126
ENSMUSG00000001630,61.093467533102064
ENSMUSG00000001632,93.63854008892363
ENSMUSG00000001642,95.93980554062638
ENSMUSG00000001657,41.77456393218352
ENSMUSG00000001663,28.133092294913766
ENSMUSG00000001665,50.818390579957985
ENSMUSG00000001666,73.32779596423511
ENSMUSG00000001674,94.34211169199199
ENSMUSG00000001687,85.26408364684615
ENSMUSG00000001700,96.70200811061709
ENSMUSG00000001707,93.51639224116872
ENSMUSG00000001729,67.3523232520643
ENSMUSG00000001739,20.095763912639857
ENSMUSG00000001741,95.31440856012117
ENSMUSG00000001750,74.95969121024088
ENSMUSG00000001751,58.23032198172668
ENSMUSG00000001755,72.50207651341182
ENSMUSG00000001761,54.22875848927542
ENSMUSG00000001763,46.28426247129526
ENSMUSG00000001767,81.30649337958666
ENSMUSG00000001768,41.535154150583864
ENSMUSG00000001774,91.20535496164558
ENSMUSG00000001783,95.93491962671618
ENSMUSG00000001785,94.4691454536571
ENSMUSG00000001786,75.61928958811745
ENSMUSG00000001794,61.0397224800899
ENSMUSG00000001815,8.481946548101822
ENSMUSG00000001829,75.41896711779938
ENSMUSG00000001833,98.97884399276884
ENSMUSG00000001844,83.81296721551766
ENSMUSG00000001847,96.848585527923
ENSMUSG00000001855,87.58489275418967
ENSMUSG00000001870,53.39815312454195
ENSMUSG00000001891,64.71392974055797
ENSMUSG00000001901,20.892167880001956
ENSMUSG00000001909,94.33722577808179
ENSMUSG00000001910,74.4515561635804
ENSMUSG00000001911,45.95690623931206
ENSMUSG00000001918,99.19382420481752
ENSMUSG00000001924,97.08799530952264
ENSMUSG00000001930,50.27605413592613
ENSMUSG00000001942,68.1340694776958
ENSMUSG00000001948,19.206527580984023
ENSMUSG00000001962,75.47759808472175
ENSMUSG00000001964,66.98099379488933
ENSMUSG00000001983,51.8932916402013
ENSMUSG00000001985,42.991156495822544
ENSMUSG00000001986,50.007328870865294
ENSMUSG00000001988,24.615234279571993
ENSMUSG00000001995,53.06102506473835
ENSMUSG00000001998,69.44349440562857
ENSMUSG00000001999,73.72355499096106
ENSMUSG00000002006,35.08574778912396
ENSMUSG00000002007,34.680216934577615
ENSMUSG00000002010,94.01475546000879
ENSMUSG00000002014,94.52777642057947
ENSMUSG00000002015,90.75585088190746
ENSMUSG00000002017,73.13724532173744
ENSMUSG00000002020,36.87887819416622
ENSMUSG00000002028,92.50989397566815
ENSMUSG00000002031,67.22040357648899
ENSMUSG00000002032,20.369375091610888
ENSMUSG00000002033,96.42839693164606
ENSMUSG00000002043,74.119314017687
ENSMUSG00000002052,89.36825133141154
ENSMUSG00000002055,49.518737479845605
ENSMUSG00000002057,30.78614354815068
ENSMUSG00000002058,44.16866174818
ENSMUSG00000002059,62.85239654077295
ENSMUSG00000002064,76.90917086040943
ENSMUSG00000002068,61.337763228611905
ENSMUSG00000002076,23.916548590413836
ENSMUSG00000002083,53.73039527043534
ENSMUSG00000002100,16.367811599159623
ENSMUSG00000002102,94.02941320173939
ENSMUSG00000002103,61.498998387648406
ENSMUSG00000002105,59.72541163824694
ENSMUSG00000002107,91.12229442517223
ENSMUSG00000002108,26.701519519226068
ENSMUSG00000002109,84.23315581179459
ENSMUSG00000002129,88.07837005911956
ENSMUSG00000002147,96.88278692529437
ENSMUSG00000002204,44.486246152342794
ENSMUSG00000002205,83.95465871891338
ENSMUSG00000002210,80.54917672350614
ENSMUSG00000002221,76.28865979381443
ENSMUSG00000002222,77.96941417892216
ENSMUSG00000002227,75.87335711144769
ENSMUSG00000002228,32.94083158254752
ENSMUSG00000002233,23.413299457663555
ENSMUSG00000002249,30.937606879366786
ENSMUSG00000002250,60.604876142082375
ENSMUSG00000002257,87.69726877412421
ENSMUSG00000002265,25.09405384277129
ENSMUSG00000002266,28.577710460741685
ENSMUSG00000002274,30.49787462744906
ENSMUSG00000002279,67.74319636488005
ENSMUSG00000002280,73.69423950749989
ENSMUSG00000002289,56.608198563541315
ENSMUSG00000002297,72.84897640103581
ENSMUSG00000002307,80.83744564420775
ENSMUSG00000002308,82.41559583720135
ENSMUSG00000002319,95.96912102408756
ENSMUSG00000002320,83.33903356622857
ENSMUSG00000002324,32.0076220256999
ENSMUSG00000002325,90.93174378267454
ENSMUSG00000002326,80.23647823325352
ENSMUSG00000002329,83.60775883128939
ENSMUSG00000002332,65.33932672106317
ENSMUSG00000002341,58.8361753065911
ENSMUSG00000002342,79.25929545121416
ENSMUSG00000002343,66.92724874187716
ENSMUSG00000002345,68.17804270288758
ENSMUSG00000002346,60.179801631895245
ENSMUSG00000002365,80.20716274979235
ENSMUSG00000002372,90.68256217325451
ENSMUSG00000002379,85.35691601113989
ENSMUSG00000002384,26.28621683685933
ENSMUSG00000002393,36.61015292910539
ENSMUSG00000002395,92.51477988957835
ENSMUSG00000002396,67.14222895392584
ENSMUSG00000002409,48.267943518835196
ENSMUSG00000002413,83.1191674402697
ENSMUSG00000002416,90.31123271607954
ENSMUSG00000002428,75.60463184638687
ENSMUSG00000002455,86.35364244882005
ENSMUSG00000002458,95.17271705672546
ENSMUSG00000002459,44.28592368202472
ENSMUSG00000002475,8.071529779645283
ENSMUSG00000002477,93.60433869155226
ENSMUSG00000002486,63.174866858845945
ENSMUSG00000002489,43.509063370303416
ENSMUSG00000002496,77.24629892021304
ENSMUSG00000002524,96.90233058093516
ENSMUSG00000002546,72.31641178482435
ENSMUSG00000002550,82.0296086382958
ENSMUSG00000002565,46.039966775785416
ENSMUSG00000002578,58.059314994869794
ENSMUSG00000002580,80.72995553818342
ENSMUSG00000002602,50.119704890799824
ENSMUSG00000002603,64.86050715786388
ENSMUSG00000002608,72.61445253334637
ENSMUSG00000002617,47.55948600185665
ENSMUSG00000002625,89.34870767577075
ENSMUSG00000002633,9.468901157961596
ENSMUSG00000002635,74.2854350906337
ENSMUSG00000002658,91.85518151170177
ENSMUSG00000002660,87.44808716470416
ENSMUSG00000002661,60.868715493233005
ENSMUSG00000002668,85.8210778326086
ENSMUSG00000002679,65.31978306542238
ENSMUSG00000002699,99.27199882738066
ENSMUSG00000002718,94.8111594273709
ENSMUSG00000002728,92.16788000195436
ENSMUSG00000002731,45.48785850393316
ENSMUSG00000002732,44.84291786778717
ENSMUSG00000002733,72.24800899008159
ENSMUSG00000002741,71.70078663213954
ENSMUSG00000002748,89.29984853666878
ENSMUSG00000002763,65.87189133727463
ENSMUSG00000002767,78.19416621879122
ENSMUSG00000002768,88.4692431719353
ENSMUSG00000002769,26.92138564518493
ENSMUSG00000002771,22.001270337616653
ENSMUSG00000002778,60.81985635413104
ENSMUSG00000002781,53.837885376459674
ENSMUSG00000002791,41.87228221038745
ENSMUSG00000002797,62.32960375238188
ENSMUSG00000002799,48.59041383690819
ENSMUSG00000002803,72.16006253969806
ENSMUSG00000002804,57.570723603850105
ENSMUSG00000002808,36.51732056481165
ENSMUSG00000002812,89.96433282845557
ENSMUSG00000002814,71.41740362534811
ENSMUSG00000002820,83.53935603654664
ENSMUSG00000002825,78.17462256315044
ENSMUSG00000002831,49.24512630087458
ENSMUSG00000002833,82.01006498265501
ENSMUSG00000002835,46.46504128597254
ENSMUSG00000002844,81.5361313333659
ENSMUSG00000002845,77.57854106610641
ENSMUSG00000002846,59.25147798895784
ENSMUSG00000002870,88.08814188693995
ENSMUSG00000002871,75.63394732984806
ENSMUSG00000002881,83.65661797039137
ENSMUSG00000002885,97.90394293252554
ENSMUSG00000002897,94.02452728782919
ENSMUSG00000002900,32.603703522743935
ENSMUSG00000002910,68.52005667660136
ENSMUSG00000002948,76.76747935701374
ENSMUSG00000002949,85.74290321004544
ENSMUSG00000002957,85.6549567596619
ENSMUSG00000002963,76.07367958176577
ENSMUSG00000002968,89.53925831826844
ENSMUSG00000002980,28.02560218888943
ENSMUSG00000002981,94.50334685102848
ENSMUSG00000002983,95.80788586505106
ENSMUSG00000002984,96.89744466702497
ENSMUSG00000002985,68.24644549763033
ENSMUSG00000002996,91.1858113060048
ENSMUSG00000002997,32.03205159525089
ENSMUSG00000003031,68.90115796159671
ENSMUSG00000003032,52.245077441735475
ENSMUSG00000003033,95.47075780524747
ENSMUSG00000003037,95.53427468608004
ENSMUSG00000003038,96.94630380612693
ENSMUSG00000003039,92.91053891630429
ENSMUSG00000003053,21.019201641667074
ENSMUSG00000003062,66.36048272829433
ENSMUSG00000003068,69.0721649484536
ENSMUSG00000003070,35.50105047149069
ENSMUSG00000003072,98.31924561489227
ENSMUSG00000003099,87.16959007182294
ENSMUSG00000003119,76.6551033370792
ENSMUSG00000003123,85.00513020960571
ENSMUSG00000003131,89.61743294083159
ENSMUSG00000003134,51.59525089167929
ENSMUSG00000003135,65.27092392632042
ENSMUSG00000003153,68.28553280891191
ENSMUSG00000003154,57.51209263692773
ENSMUSG00000003161,95.62710705037377
ENSMUSG00000003166,88.94317682122441
ENSMUSG00000003184,90.2086285239654
ENSMUSG00000003190,49.75326134753505
ENSMUSG00000003198,71.61772609566619
ENSMUSG00000003199,58.528362730248695
ENSMUSG00000003200,91.45942248497582
ENSMUSG00000003208,75.3749938926076
ENSMUSG00000003226,94.66946792397518
ENSMUSG00000003228,42.40973274050911
ENSMUSG00000003233,70.62099965798603
ENSMUSG00000003234,83.39766453315093
ENSMUSG00000003235,91.0050324913275
ENSMUSG00000003269,75.82938388625593
ENSMUSG00000003271,69.88322665754629
ENSMUSG00000003279,46.616504617188646
ENSMUSG00000003282,25.93931694923535
ENSMUSG00000003283,35.47662090193971
ENSMUSG00000003299,80.08501490203741
ENSMUSG00000003308,78.57038158987638
ENSMUSG00000003309,42.24361166756242
ENSMUSG00000003316,81.6973664924024
ENSMUSG00000003344,57.766160160257975
ENSMUSG00000003345,72.94669467923976
ENSMUSG00000003346,57.8883080080129
ENSMUSG00000003348,95.01636781159915
ENSMUSG00000003355,50.18322177163238
ENSMUSG00000003360,75.99550495920262
ENSMUSG00000003363,98.16289636976596
ENSMUSG00000003378,35.91146723994723
ENSMUSG00000003379,25.499584697317633
ENSMUSG00000003380,94.9577368446768
ENSMUSG00000003382,80.85210338593834
ENSMUSG00000003402,85.56701030927834
ENSMUSG00000003410,31.015781501929933
ENSMUSG00000003418,40.81203889187472
ENSMUSG00000003420,56.07074803341965
ENSMUSG00000003421,74.34895197146626
ENSMUSG00000003423,72.1063174866859
ENSMUSG00000003429,99.45766355596814
ENSMUSG00000003435,93.8437484731519
ENSMUSG00000003436,21.664142277813063
ENSMUSG00000003437,87.89759124444228
ENSMUSG00000003438,94.42028631455514
ENSMUSG00000003444,72.96623833488054
ENSMUSG00000003452,65.49079005227928
ENSMUSG00000003458,84.64845849416133
ENSMUSG00000003464,82.05403820784679
ENSMUSG00000003476,9.06825621732545
ENSMUSG00000003500,95.38281135486393
ENSMUSG00000003505,14.931352909561735
ENSMUSG00000003518,41.44720770020032
ENSMUSG00000003526,60.79542678458005
ENSMUSG00000003527,80.2902232862657
ENSMUSG00000003528,83.99374603019496
ENSMUSG00000003531,52.74344066057556
ENSMUSG00000003534,31.123271607954266
ENSMUSG00000003541,54.60497386036059
ENSMUSG00000003545,84.74129085845507
ENSMUSG00000003546,66.27253627791079
ENSMUSG00000003549,79.4840474910832
ENSMUSG00000003555,25.353007280011724
ENSMUSG00000003559,55.76782137098745
ENSMUSG00000003573,42.546538329994625
ENSMUSG00000003575,83.24131528802462
ENSMUSG00000003581,59.40782723408413
ENSMUSG00000003585,20.828650999169398
ENSMUSG00000003604,71.34411491669516
ENSMUSG00000003617,30.952264621097374
ENSMUSG00000003623,76.50364000586309
ENSMUSG00000003644,87.94156446963405
ENSMUSG00000003660,93.49196267161773
ENSMUSG00000003662,73.85547466653638
ENSMUSG00000003665,12.048663702545563
ENSMUSG00000003680,61.479454732007625
ENSMUSG00000003721,62.82796697122197
ENSMUSG00000003731,67.64547808667612
ENSMUSG00000003746,85.74778912395563
ENSMUSG00000003752,58.69448380319538
ENSMUSG00000003762,62.22211364635755
ENSMUSG00000003778,85.72824546831484
ENSMUSG00000003779,38.49122978453119
ENSMUSG00000003808,95.91049005716519
ENSMUSG00000003809,70.58679826061464
ENSMUSG00000003810,59.50065959837788
ENSMUSG00000003812,59.217276591586455
ENSMUSG00000003813,89.46108369570528
ENSMUSG00000003814,95.97889285190794
ENSMUSG00000003824,51.751600136805585
ENSMUSG00000003847,86.33409879317927
ENSMUSG00000003848,91.82586602824058
ENSMUSG00000003849,23.271607954267846
ENSMUSG00000003863,22.543606781648506
ENSMUSG00000003865,59.01206820735818
ENSMUSG00000003868,93.50662041334832
ENSMUSG00000003872,13.57795475643719
ENSMUSG00000003873,93.02291493623882
ENSMUSG00000003882,94.26882298333904
ENSMUSG00000003923,84.33087408999853
ENSMUSG00000003929,62.43220794449602
ENSMUSG00000003948,75.60951776029707
ENSMUSG00000003949,30.419700004885915
ENSMUSG00000003955,88.12722919822153
ENSMUSG00000003970,99.80944935750232
ENSMUSG00000003992,91.56202667708995
ENSMUSG00000004018,64.72370156837837
ENSMUSG00000004031,45.732154199443
ENSMUSG00000004035,21.131577661601604
ENSMUSG00000004040,97.85996970733376
ENSMUSG00000004043,90.18908486832461
ENSMUSG00000004054,80.15341769678018
ENSMUSG00000004056,96.61406166023355
ENSMUSG00000004069,81.92211853227145
ENSMUSG00000004070,88.43015586065374
ENSMUSG00000004071,92.85679386329213
ENSMUSG00000004085,40.02052083842283
ENSMUSG00000004096,84.75106268627547
ENSMUSG00000004098,35.36424488200518
ENSMUSG00000004099,83.96931646064397
ENSMUSG00000004100,97.36649240240386
ENSMUSG00000004105,39.820198368104755
ENSMUSG00000004110,56.21732545072556
ENSMUSG00000004113,34.09879317926418
ENSMUSG00000004127,63.863780720183705
ENSMUSG00000004151,36.81536131333366
ENSMUSG00000004187,50.80861875213759
ENSMUSG00000004207,88.99692187423658
ENSMUSG00000004221,75.77075291933356
ENSMUSG00000004233,61.518542043289195
ENSMUSG00000004263,58.992524551717395
ENSMUSG00000004264,97.60590218400351
ENSMUSG00000004266,97.65964723701568
ENSMUSG00000004267,17.926418136512435
ENSMUSG00000004268,95.64665070601455
ENSMUSG00000004270,85.73313138222505
ENSMUSG00000004285,93.03757267796942
ENSMUSG00000004317,51.76137196462598
ENSMUSG00000004319,84.77549225582646
ENSMUSG00000004328,35.76488982264133
ENSMUSG00000004347,30.243807104118826
ENSMUSG00000004356,88.26403478770703
ENSMUSG00000004359,44.310353251575705
ENSMUSG00000004360,36.84956271070504
ENSMUSG00000004364,81.04265402843602
ENSMUSG00000004371,30.282894415400403
ENSMUSG00000004383,39.53192944740314
ENSMUSG00000004393,94.92353544730541
ENSMUSG00000004394,72.31152587091415
ENSMUSG00000004415,55.108222993110864
ENSMUSG00000004446,86.80803244246836
ENSMUSG00000004451,58.41110079640397
ENSMUSG00000004455,85.54746665363756
ENSMUSG00000004460,92.02130258464845
ENSMUSG00000004462,63.68300190550642
ENSMUSG00000004473,31.059754727121707
ENSMUSG00000004500,49.40147554600088
ENSMUSG00000004508,42.14100747544828
ENSMUSG00000004530,89.1044119802609
ENSMUSG00000004535,96.203644891777
ENSMUSG00000004542,41.87716812429765
ENSMUSG00000004552,65.81814628426247
ENSMUSG00000004558,55.41603556945327
ENSMUSG00000004561,79.38632921287928
ENSMUSG00000004562,59.99902281721796
ENSMUSG00000004565,66.94679239751795
ENSMUSG00000004567,77.55899741046562
ENSMUSG00000004568,94.7867298578199
ENSMUSG00000004591,83.35857722186934
ENSMUSG00000004609,35.42776176283774
ENSMUSG00000004610,73.6551521962183
ENSMUSG00000004612,97.83065422387257
ENSMUSG00000004626,92.78350515463917
ENSMUSG00000004630,47.25167342551424
ENSMUSG00000004631,41.808765329554895
ENSMUSG00000004633,28.592368202472272
ENSMUSG00000004637,57.13099135193238
ENSMUSG00000004642,89.40733864269312
ENSMUSG00000004651,40.21107148092051
ENSMUSG00000004655,35.11994918649533
ENSMUSG00000004661,82.24947476425464
ENSMUSG00000004665,98.71011872770802
ENSMUSG00000004667,93.10108955880197
ENSMUSG00000004668,23.09082913959056
ENSMUSG00000004677,90.34543411345092
ENSMUSG00000004698,41.56935554795525
ENSMUSG00000004707,73.83593101089558
ENSMUSG00000004709,39.077539453754824
ENSMUSG00000004730,35.818634875653494
ENSMUSG00000004748,39.106854937216006
ENSMUSG00000004768,60.02345238676895
ENSMUSG00000004771,92.75418967117798
ENSMUSG00000004788,83.72990667904432
ENSMUSG00000004789,95.25089167928861
ENSMUSG00000004798,65.43704499926712
ENSMUSG00000004814,16.377583426980017
ENSMUSG00000004815,70.24967020081107
ENSMUSG00000004837,96.38442370645429
ENSMUSG00000004842,45.7468119411736
ENSMUSG00000004843,78.5459520203254
ENSMUSG00000004846,59.241706161137444
ENSMUSG00000004849,63.38007524307422
ENSMUSG00000004864,28.33830067914203
ENSMUSG00000004865,97.71827820393804
ENSMUSG00000004872,32.78448233742122
ENSMUSG00000004880,95.93003371280598
ENSMUSG00000004885,35.57922509405384
ENSMUSG00000004892,13.822250451947038
ENSMUSG00000004895,50.75975961303561
ENSMUSG00000004896,74.83265744857576
ENSMUSG00000004897,89.89104411980261
ENSMUSG00000004902,16.07465676454781
ENSMUSG00000004929,83.64684614257096
ENSMUSG00000004931,66.91747691405678
ENSMUSG00000004933,65.67156886695656
ENSMUSG00000004934,78.95148287487174
ENSMUSG00000004936,81.49704402208432
ENSMUSG00000004937,87.63863780720183
ENSMUSG00000004939,41.06610641520496
ENSMUSG00000004945,58.298724776469435
ENSMUSG00000004947,69.65847461767723
ENSMUSG00000004948,15.576293545707726
ENSMUSG00000004951,30.791029462060877
ENSMUSG00000004952,52.88024625006107
ENSMUSG00000004980,99.64821419846582
ENSMUSG00000004988,46.504128597254116
ENSMUSG00000004994,66.02335466849074
ENSMUSG00000004996,86.87154932330093
ENSMUSG00000005034,91.64997312747349
ENSMUSG00000005043,58.87037670396248
ENSMUSG00000005045,20.950798846924318
ENSMUSG00000005054,74.69096594518004
ENSMUSG00000005057,30.268236673669808
ENSMUSG00000005069,76.63555968143841
ENSMUSG00000005078,68.9207016172375
ENSMUSG00000005087,94.73787071871793
ENSMUSG00000005089,38.750183221771636
ENSMUSG00000005102,62.28563052719011
ENSMUSG00000005103,98.38276249572483
ENSMUSG00000005107,46.748424292763964
ENSMUSG00000005124,33.649289099526065
ENSMUSG00000005125,82.28856207553623
ENSMUSG00000005142,93.36004299604241
ENSMUSG00000005150,68.05100894122246
ENSMUSG00000005161,82.52797185713587
ENSMUSG00000005198,84.76572042800606
ENSMUSG00000005204,82.49865637367469
ENSMUSG00000005220,28.098890897542383
ENSMUSG00000005225,6.478721844921092
ENSMUSG00000005233,31.147701177505255
