gen_name,reticular cell
ENSMUSG00000000739,24.25254910997177
ENSMUSG00000000740,99.83870038596694
ENSMUSG00000000743,77.42957543637307
ENSMUSG00000000751,79.5034276167982
ENSMUSG00000000753,83.2248401405611
ENSMUSG00000000759,64.48528141021949
ENSMUSG00000000776,65.3263436833919
ENSMUSG00000000782,27.732012212685063
ENSMUSG00000000787,94.48124891986865
ENSMUSG00000000792,5.893196612708105
ENSMUSG00000000794,30.007488910651535
ENSMUSG00000000804,59.4331470706838
ENSMUSG00000000811,46.627109856558555
ENSMUSG00000000823,42.56581600322599
ENSMUSG00000000826,81.04153465061351
ENSMUSG00000000827,90.13192004147704
ENSMUSG00000000838,84.06014171323233
ENSMUSG00000000861,77.48142174088369
ENSMUSG00000000869,24.667319546056802
ENSMUSG00000000876,72.52721930986809
ENSMUSG00000000881,49.32887839161242
ENSMUSG00000000884,36.59773028400253
ENSMUSG00000000901,42.44484129270119
ENSMUSG00000000902,88.50164179964284
ENSMUSG00000000915,32.017973385563685
ENSMUSG00000000916,60.45855175989401
ENSMUSG00000000934,38.089751713808404
ENSMUSG00000000948,33.198916988305776
ENSMUSG00000000957,92.09055821187856
ENSMUSG00000000958,59.5829252837145
ENSMUSG00000000959,75.62071547900224
ENSMUSG00000000976,70.71259865199609
ENSMUSG00000000982,79.61864162682181
ENSMUSG00000001014,77.22795091883174
ENSMUSG00000001016,99.97119649749409
ENSMUSG00000001017,86.46235382222478
ENSMUSG00000001018,76.91687309176795
ENSMUSG00000001020,86.08790828964801
ENSMUSG00000001021,16.999827178984965
ENSMUSG00000001025,99.16469842732877
ENSMUSG00000001029,65.13624056685293
ENSMUSG00000001034,37.824759490754076
ENSMUSG00000001036,79.3248459012616
ENSMUSG00000001039,50.930353130940716
ENSMUSG00000001052,53.712771473011124
ENSMUSG00000001053,21.72360158995334
ENSMUSG00000001054,58.63817040152083
ENSMUSG00000001056,96.35347658275246
ENSMUSG00000001062,50.08929085776831
ENSMUSG00000001065,41.5346506135146
ENSMUSG00000001082,73.575666801083
ENSMUSG00000001089,90.05703093496169
ENSMUSG00000001098,81.36989457918082
ENSMUSG00000001100,81.80770781727058
ENSMUSG00000001105,94.17017109280489
ENSMUSG00000001119,84.38274094129847
ENSMUSG00000001120,32.36361541563454
ENSMUSG00000001123,89.25629356529754
ENSMUSG00000001127,81.45054438619736
ENSMUSG00000001128,21.50469497090846
ENSMUSG00000001131,49.853102137219885
ENSMUSG00000001134,70.26902471340514
ENSMUSG00000001138,38.39506884037099
ENSMUSG00000001143,67.7458378938879
ENSMUSG00000001150,42.7155942162567
ENSMUSG00000001151,75.32691975344203
ENSMUSG00000001156,63.09695258943487
ENSMUSG00000001157,59.375540065671984
ENSMUSG00000001158,87.40134800391728
ENSMUSG00000001166,20.00115214010024
ENSMUSG00000001173,64.9000518463045
ENSMUSG00000001175,99.1243735238205
ENSMUSG00000001211,69.21481652168904
ENSMUSG00000001227,18.353591796762487
ENSMUSG00000001228,74.69900339881329
ENSMUSG00000001229,62.106112103231744
ENSMUSG00000001240,90.18952704648885
ENSMUSG00000001247,13.289936056224436
ENSMUSG00000001248,54.01232789907253
ENSMUSG00000001249,54.288841523129214
ENSMUSG00000001270,97.09084624690362
ENSMUSG00000001280,64.58321331873957
ENSMUSG00000001281,26.73541102598076
ENSMUSG00000001285,70.53401693645948
ENSMUSG00000001288,51.535226683564716
ENSMUSG00000001289,98.06440463160321
ENSMUSG00000001300,66.44968028112218
ENSMUSG00000001305,81.60608329972925
ENSMUSG00000001313,30.888876087332218
ENSMUSG00000001323,48.142174088369146
ENSMUSG00000001333,35.65297540180886
ENSMUSG00000001334,25.04176507863356
ENSMUSG00000001348,80.33872918946943
ENSMUSG00000001349,84.4921942508209
ENSMUSG00000001366,86.1224724926551
ENSMUSG00000001376,58.41926378247595
ENSMUSG00000001380,86.12823319315629
ENSMUSG00000001383,90.20104844749122
ENSMUSG00000001403,96.18065556771704
ENSMUSG00000001415,70.7068379514949
ENSMUSG00000001416,96.41108358776427
ENSMUSG00000001418,83.33429345008354
ENSMUSG00000001419,70.26326401290397
ENSMUSG00000001420,24.36776311999539
ENSMUSG00000001424,63.70758684256006
ENSMUSG00000001435,94.556138026384
ENSMUSG00000001436,63.45987672100928
ENSMUSG00000001440,84.92424678840948
ENSMUSG00000001441,92.56869635347658
ENSMUSG00000001445,64.92309464830923
ENSMUSG00000001467,52.45693876375367
ENSMUSG00000001472,95.21861858401982
ENSMUSG00000001473,73.18969986750389
ENSMUSG00000001482,48.862261651016766
ENSMUSG00000001493,15.640301860706263
ENSMUSG00000001506,97.83397661155597
ENSMUSG00000001507,41.672907425542945
ENSMUSG00000001508,39.39167002707529
ENSMUSG00000001517,40.65326343683392
ENSMUSG00000001518,69.49133014574572
ENSMUSG00000001520,55.187510801313444
ENSMUSG00000001521,68.0165908174434
ENSMUSG00000001524,61.29961403306642
ENSMUSG00000001525,98.68079958522956
ENSMUSG00000001542,75.20594504291722
ENSMUSG00000001552,78.59323693761161
ENSMUSG00000001555,71.17345469209056
ENSMUSG00000001558,1.5035428308082264
ENSMUSG00000001569,86.43931102022006
ENSMUSG00000001576,62.73402845786048
ENSMUSG00000001583,14.015784319373237
ENSMUSG00000001588,37.17380033412063
ENSMUSG00000001604,56.604643124603946
ENSMUSG00000001622,3.992165447318394
ENSMUSG00000001627,91.78524108531597
ENSMUSG00000001630,64.89429114580332
ENSMUSG00000001632,54.092977706089066
ENSMUSG00000001642,81.71553660925169
ENSMUSG00000001661,5.305605161587649
ENSMUSG00000001663,90.25289475200185
ENSMUSG00000001665,44.916181807707815
ENSMUSG00000001666,82.07846074082609
ENSMUSG00000001674,89.94757762543925
ENSMUSG00000001687,75.58039057549398
ENSMUSG00000001700,36.37882366495766
ENSMUSG00000001707,89.71138890489084
ENSMUSG00000001729,72.59634771588225
ENSMUSG00000001739,20.571461489717148
ENSMUSG00000001741,33.815311941932144
ENSMUSG00000001750,61.02886110951091
ENSMUSG00000001751,58.96076962958696
ENSMUSG00000001755,59.66357509073104
ENSMUSG00000001761,64.49104211072067
ENSMUSG00000001763,84.30209113428194
ENSMUSG00000001767,73.43164928855349
ENSMUSG00000001768,54.91099717725676
ENSMUSG00000001773,14.637939973500776
ENSMUSG00000001774,86.15127599516101
ENSMUSG00000001783,87.37830520191255
ENSMUSG00000001785,66.31718416959502
ENSMUSG00000001786,70.82205196151851
ENSMUSG00000001794,96.23250187222766
ENSMUSG00000001802,34.18399677400772
ENSMUSG00000001827,13.163200645198456
ENSMUSG00000001829,61.94481248919869
ENSMUSG00000001833,97.88582291606659
ENSMUSG00000001844,63.13727749294314
ENSMUSG00000001847,96.05968085719223
ENSMUSG00000001855,70.91998387003859
ENSMUSG00000001864,24.673080246557983
ENSMUSG00000001865,39.149720606025696
ENSMUSG00000001870,73.38556368454404
ENSMUSG00000001891,73.3970850855464
ENSMUSG00000001909,73.21850337000978
ENSMUSG00000001910,48.5166196209459
ENSMUSG00000001911,83.4898323636154
ENSMUSG00000001918,89.92453482343453
ENSMUSG00000001924,83.49559306411659
ENSMUSG00000001930,39.092113601013885
ENSMUSG00000001942,47.87142116481364
ENSMUSG00000001943,12.46039518405438
ENSMUSG00000001946,74.9697563223688
ENSMUSG00000001948,34.996255544674234
ENSMUSG00000001962,77.25099372083646
ENSMUSG00000001964,91.17460683219079
ENSMUSG00000001983,31.585920847975114
ENSMUSG00000001986,58.442306584480676
ENSMUSG00000001995,50.498300593352155
ENSMUSG00000001998,49.2136643815888
ENSMUSG00000001999,82.48747047640992
ENSMUSG00000002006,29.10881963246731
ENSMUSG00000002007,18.99302955239357
ENSMUSG00000002010,91.42807765424276
ENSMUSG00000002012,38.65430036292413
ENSMUSG00000002014,96.91226453136701
ENSMUSG00000002015,92.94314188605335
ENSMUSG00000002017,58.71882020853736
ENSMUSG00000002020,61.777752174664435
ENSMUSG00000002028,84.7975113773835
ENSMUSG00000002031,54.98588628377211
ENSMUSG00000002043,82.4989918774123
ENSMUSG00000002052,73.36252088253931
ENSMUSG00000002055,57.77982602684486
ENSMUSG00000002058,59.623250187222766
ENSMUSG00000002059,83.88155999769572
ENSMUSG00000002064,88.8415231292125
ENSMUSG00000002068,82.35497436488276
ENSMUSG00000002076,15.087274612592891
ENSMUSG00000002083,50.429172187337976
ENSMUSG00000002100,10.985655855752059
ENSMUSG00000002102,93.19085200760412
ENSMUSG00000002103,59.133590644622394
ENSMUSG00000002104,20.191255256639206
ENSMUSG00000002105,56.927242352670085
ENSMUSG00000002107,83.86427789619218
ENSMUSG00000002108,39.70274785413906
ENSMUSG00000002109,40.48620312229968
ENSMUSG00000002111,49.80125583270926
ENSMUSG00000002129,71.54213952416613
ENSMUSG00000002147,70.9487873725445
ENSMUSG00000002190,12.87516562013941
ENSMUSG00000002204,49.83005933521516
ENSMUSG00000002205,67.75159859438908
ENSMUSG00000002210,53.10789792038712
ENSMUSG00000002221,68.78276398410047
ENSMUSG00000002222,67.24465695028515
ENSMUSG00000002227,29.21827294198975
ENSMUSG00000002228,4.412696583904603
ENSMUSG00000002233,93.08715939858287
ENSMUSG00000002249,47.197419206175475
ENSMUSG00000002250,48.055763580851426
ENSMUSG00000002257,46.799930871593986
ENSMUSG00000002265,65.95426003802062
ENSMUSG00000002266,8.070741402154502
ENSMUSG00000002274,53.885592488046555
ENSMUSG00000002279,46.98427328763178
ENSMUSG00000002280,53.02724811337058
ENSMUSG00000002289,83.45526816060833
ENSMUSG00000002297,86.87136355780864
ENSMUSG00000002307,66.81836511319776
ENSMUSG00000002308,62.935652975401815
ENSMUSG00000002319,55.0492539892851
ENSMUSG00000002320,63.78823664957659
ENSMUSG00000002324,34.316492885534885
ENSMUSG00000002325,78.65084394262342
ENSMUSG00000002326,65.57981450544386
ENSMUSG00000002329,82.21095685235325
ENSMUSG00000002332,69.57197995276225
ENSMUSG00000002342,67.71703439138199
ENSMUSG00000002343,50.75753211590529
ENSMUSG00000002345,73.42012788755112
ENSMUSG00000002346,32.23688000460856
ENSMUSG00000002365,74.77389250532865
ENSMUSG00000002372,72.68275822339997
ENSMUSG00000002379,95.3107897920387
ENSMUSG00000002384,6.6536090788639894
ENSMUSG00000002393,68.72515697908865
ENSMUSG00000002395,94.14136759029898
ENSMUSG00000002396,54.04113140157843
ENSMUSG00000002409,24.275591911976495
ENSMUSG00000002413,60.86756149547785
ENSMUSG00000002416,95.02275476697967
ENSMUSG00000002428,62.01394089521286
ENSMUSG00000002455,74.6068321907944
ENSMUSG00000002458,60.52768016590817
ENSMUSG00000002459,20.536897286710065
ENSMUSG00000002475,7.926723889624979
ENSMUSG00000002477,96.83161472435047
ENSMUSG00000002486,45.227259634771585
ENSMUSG00000002489,55.72325594792326
ENSMUSG00000002496,55.4409816233654
ENSMUSG00000002504,91.1458033296849
ENSMUSG00000002524,88.82424102770898
ENSMUSG00000002546,50.792096318912385
ENSMUSG00000002550,69.39915893772682
ENSMUSG00000002565,28.57307448585748
ENSMUSG00000002578,41.805403537070106
ENSMUSG00000002580,86.50267872573305
ENSMUSG00000002602,87.5741690189527
ENSMUSG00000002603,82.98865142001267
ENSMUSG00000002608,43.72947750446454
ENSMUSG00000002617,40.5380494268103
ENSMUSG00000002625,78.49530502909154
ENSMUSG00000002635,66.15012385506077
ENSMUSG00000002658,84.7917506768823
ENSMUSG00000002660,89.79779941240855
ENSMUSG00000002661,70.1941356068898
ENSMUSG00000002668,27.47278069013192
ENSMUSG00000002679,65.55101100293795
ENSMUSG00000002688,40.394031914280774
ENSMUSG00000002699,36.413387867964744
ENSMUSG00000002718,68.18365113197765
ENSMUSG00000002728,87.74122933348694
ENSMUSG00000002731,68.7712425830981
ENSMUSG00000002732,86.97505616682989
ENSMUSG00000002733,61.259289129558155
ENSMUSG00000002741,59.9458494152889
ENSMUSG00000002748,91.7506768823089
ENSMUSG00000002763,59.951610115790075
ENSMUSG00000002767,82.33193156287804
ENSMUSG00000002768,79.55527392130884
ENSMUSG00000002771,10.893484647733164
ENSMUSG00000002778,89.08347255026212
ENSMUSG00000002781,42.78472262227086
ENSMUSG00000002791,2.367647905985368
ENSMUSG00000002797,56.87539604815945
ENSMUSG00000002799,17.806325249150294
ENSMUSG00000002803,40.84336655337289
ENSMUSG00000002804,61.77199147416326
ENSMUSG00000002808,71.44420761564606
ENSMUSG00000002812,75.77625439253414
ENSMUSG00000002814,37.43303185667377
ENSMUSG00000002820,61.391785241085316
ENSMUSG00000002825,61.33993893657469
ENSMUSG00000002831,22.311193041073796
ENSMUSG00000002833,79.1693069877297
ENSMUSG00000002835,74.48009677976842
ENSMUSG00000002844,80.40209689498244
ENSMUSG00000002845,63.25825220346795
ENSMUSG00000002846,49.16757877757935
ENSMUSG00000002847,19.33867158246443
ENSMUSG00000002870,87.72970793248459
ENSMUSG00000002871,53.995045797568984
ENSMUSG00000002881,81.25468056915722
ENSMUSG00000002885,81.93444322829656
ENSMUSG00000002897,71.87626015323463
ENSMUSG00000002900,53.10213721988594
ENSMUSG00000002908,11.555965205368974
ENSMUSG00000002910,45.636269370355436
ENSMUSG00000002944,87.54536551644681
ENSMUSG00000002948,57.43418399677401
ENSMUSG00000002949,78.12662019701597
ENSMUSG00000002957,75.15985943890777
ENSMUSG00000002963,63.868886456593124
ENSMUSG00000002968,75.88570770205656
ENSMUSG00000002980,83.71449968316146
ENSMUSG00000002981,80.07373696641513
ENSMUSG00000002983,74.98127772337116
ENSMUSG00000002984,91.94077999884786
ENSMUSG00000002985,99.80989688346102
ENSMUSG00000002996,80.92632064058989
ENSMUSG00000002997,84.18111642375713
ENSMUSG00000003031,75.24626994642549
ENSMUSG00000003032,94.30266720433205
ENSMUSG00000003033,71.17921539259174
ENSMUSG00000003037,80.96088484359699
ENSMUSG00000003038,95.54697851258713
ENSMUSG00000003039,88.88760873322195
ENSMUSG00000003062,68.09147992395876
ENSMUSG00000003068,88.2712137795956
ENSMUSG00000003070,32.80718935422547
ENSMUSG00000003072,97.92614781957487
ENSMUSG00000003099,79.91819805288323
ENSMUSG00000003119,89.80356011290974
ENSMUSG00000003123,35.37070107725099
ENSMUSG00000003131,82.23399965435797
ENSMUSG00000003134,44.921942508209
ENSMUSG00000003135,64.23181058816752
ENSMUSG00000003153,78.48954432859036
ENSMUSG00000003154,42.439080592200014
ENSMUSG00000003161,95.17253298001037
ENSMUSG00000003166,68.5292931620485
ENSMUSG00000003184,84.20991992626303
ENSMUSG00000003190,53.228872630911916
ENSMUSG00000003198,34.29345008353016
ENSMUSG00000003199,61.668298865142
ENSMUSG00000003200,80.08525836741748
ENSMUSG00000003206,7.26424333198917
ENSMUSG00000003208,54.2312345181174
ENSMUSG00000003226,86.6697390402673
ENSMUSG00000003227,13.111354340687829
ENSMUSG00000003228,72.99383605046373
ENSMUSG00000003233,54.5019874416729
ENSMUSG00000003234,50.89578892793364
ENSMUSG00000003235,68.93830289763235
ENSMUSG00000003269,75.75321159052942
ENSMUSG00000003271,1.3537646177775218
ENSMUSG00000003273,23.359640532288726
ENSMUSG00000003279,4.764099314476641
ENSMUSG00000003282,18.12892447721643
ENSMUSG00000003283,20.50809378420416
ENSMUSG00000003299,78.97920387119073
ENSMUSG00000003308,83.44374675960596
ENSMUSG00000003316,87.55688691744916
ENSMUSG00000003344,61.04614321101446
ENSMUSG00000003345,70.3151103174146
ENSMUSG00000003346,79.96428365689268
ENSMUSG00000003348,43.99446972751886
ENSMUSG00000003352,51.40849127253874
ENSMUSG00000003354,6.889797799412409
ENSMUSG00000003355,65.3551471858978
ENSMUSG00000003360,75.68408318451525
ENSMUSG00000003363,66.78380091019068
ENSMUSG00000003378,33.87291894694395
ENSMUSG00000003379,8.744743360792672
ENSMUSG00000003380,97.05052134339536
ENSMUSG00000003382,54.75545826372487
ENSMUSG00000003402,88.21936747508498
ENSMUSG00000003411,2.2869980989688345
ENSMUSG00000003418,32.5249150296676
ENSMUSG00000003420,87.85644334351058
ENSMUSG00000003421,61.818077078172706
ENSMUSG00000003423,78.96768247018838
ENSMUSG00000003429,99.69468287343742
ENSMUSG00000003435,77.04936920329513
ENSMUSG00000003437,68.02811221844576
ENSMUSG00000003438,83.82395299268391
ENSMUSG00000003444,80.00460856040095
ENSMUSG00000003452,64.49680281122184
ENSMUSG00000003458,55.08381819229218
ENSMUSG00000003464,76.14493922460971
ENSMUSG00000003469,26.965839046027995
ENSMUSG00000003477,32.98577106976208
ENSMUSG00000003484,26.833342934500838
ENSMUSG00000003500,44.64542888415231
ENSMUSG00000003518,76.43873495016994
ENSMUSG00000003526,53.07909441788121
ENSMUSG00000003527,49.86462353822225
ENSMUSG00000003528,61.14983582003571
ENSMUSG00000003531,79.64744512932772
ENSMUSG00000003534,80.24655798145054
ENSMUSG00000003541,92.06751540987385
ENSMUSG00000003545,97.54594158649692
ENSMUSG00000003546,37.72106688173282
ENSMUSG00000003549,57.10582406820669
ENSMUSG00000003555,8.888760873322196
ENSMUSG00000003559,65.4185148914108
ENSMUSG00000003573,37.25445014113716
ENSMUSG00000003575,28.238953856788985
ENSMUSG00000003581,70.48793133245003
ENSMUSG00000003585,51.18958465349387
ENSMUSG00000003604,54.69785125871306
ENSMUSG00000003617,93.77844345872458
ENSMUSG00000003623,63.62117633504234
ENSMUSG00000003644,48.87378305201913
ENSMUSG00000003660,76.2083069301227
ENSMUSG00000003662,76.93415519327151
ENSMUSG00000003665,22.299671640071434
ENSMUSG00000003680,44.70303588916412
ENSMUSG00000003721,79.87787314937496
ENSMUSG00000003731,56.13226568350711
ENSMUSG00000003746,64.65234172475373
ENSMUSG00000003752,30.64692666628262
ENSMUSG00000003762,41.868771242583094
ENSMUSG00000003778,87.72394723198342
ENSMUSG00000003779,62.10035140273057
ENSMUSG00000003808,81.5888011982257
ENSMUSG00000003809,61.034621810012105
ENSMUSG00000003810,45.486491157324735
ENSMUSG00000003812,58.5863240970102
ENSMUSG00000003813,91.68154847629472
ENSMUSG00000003814,98.66927818422721
ENSMUSG00000003824,87.92557174952475
ENSMUSG00000003847,83.66841407915202
ENSMUSG00000003848,78.36280891756438
ENSMUSG00000003849,56.616164525606315
ENSMUSG00000003863,13.00766173166657
ENSMUSG00000003865,34.01693645947347
ENSMUSG00000003868,83.96797050521343
ENSMUSG00000003872,14.401751252952359
ENSMUSG00000003873,94.42364191485684
ENSMUSG00000003882,12.777233711619331
ENSMUSG00000003923,81.60032259922806
ENSMUSG00000003929,42.531251800218904
ENSMUSG00000003934,16.510167636384583
ENSMUSG00000003948,63.42531251800219
ENSMUSG00000003949,39.73731205714615
ENSMUSG00000003955,93.52497263667262
ENSMUSG00000003970,99.72348637594331
ENSMUSG00000003992,91.30710294371795
ENSMUSG00000004018,61.6394953626361
ENSMUSG00000004031,24.678840947059165
ENSMUSG00000004032,92.11360101388328
ENSMUSG00000004035,20.721239702747855
ENSMUSG00000004040,91.04211072066364
ENSMUSG00000004043,63.102713289936055
ENSMUSG00000004044,93.84757186473875
ENSMUSG00000004054,45.250302436776316
ENSMUSG00000004056,65.39547208940607
ENSMUSG00000004069,76.44449565067112
ENSMUSG00000004070,75.90298980356012
ENSMUSG00000004071,67.91865890892332
ENSMUSG00000004085,89.50400368684832
ENSMUSG00000004096,93.48464773316435
ENSMUSG00000004098,34.85799873264589
ENSMUSG00000004099,83.1038654300363
ENSMUSG00000004100,81.47358718820209
ENSMUSG00000004105,90.82896480211994
ENSMUSG00000004110,55.65988824241028
ENSMUSG00000004113,36.51131977648482
ENSMUSG00000004127,48.7297655394896
ENSMUSG00000004151,48.245866697390404
ENSMUSG00000004187,20.69243620024195
ENSMUSG00000004207,97.53442018549455
ENSMUSG00000004221,43.21677515985944
ENSMUSG00000004233,37.519442364191484
ENSMUSG00000004263,49.219425082089984
ENSMUSG00000004264,96.53205829828907
ENSMUSG00000004266,71.20801889509765
ENSMUSG00000004267,24.55210553603318
ENSMUSG00000004268,96.34771588225128
ENSMUSG00000004270,83.83547439368627
ENSMUSG00000004285,95.33383259404343
ENSMUSG00000004317,27.53038769514373
ENSMUSG00000004319,82.28584595886859
ENSMUSG00000004328,18.215334984734145
ENSMUSG00000004347,28.296560861800796
ENSMUSG00000004356,51.2414309580045
ENSMUSG00000004359,40.451638919292584
ENSMUSG00000004360,4.666167405956564
ENSMUSG00000004364,72.33711619332911
ENSMUSG00000004371,25.658160032259925
ENSMUSG00000004383,56.1668298865142
ENSMUSG00000004393,72.45809090385391
ENSMUSG00000004394,80.64404631603203
ENSMUSG00000004415,33.5848839218849
ENSMUSG00000004446,55.14718589780517
ENSMUSG00000004451,72.38896249783974
ENSMUSG00000004455,94.02615358027536
ENSMUSG00000004460,89.71714960539201
ENSMUSG00000004462,62.29621521977072
ENSMUSG00000004473,69.31274843020911
ENSMUSG00000004500,29.506307967048794
ENSMUSG00000004508,49.84734143671871
ENSMUSG00000004530,78.02868828849589
ENSMUSG00000004535,96.69911861282333
ENSMUSG00000004552,95.44328590356588
ENSMUSG00000004558,93.87061466674348
ENSMUSG00000004561,42.220173973155134
ENSMUSG00000004562,68.41407915202488
ENSMUSG00000004565,45.907022293910934
ENSMUSG00000004567,39.85252606716977
ENSMUSG00000004568,49.62843481767383
ENSMUSG00000004591,93.05835589607696
ENSMUSG00000004610,94.86145515294659
ENSMUSG00000004612,79.22691399274152
ENSMUSG00000004626,78.43769802407972
ENSMUSG00000004631,83.05777982602685
ENSMUSG00000004633,23.38844403479463
ENSMUSG00000004637,49.36920329512069
ENSMUSG00000004642,96.45716919177372
ENSMUSG00000004651,29.177948038481478
ENSMUSG00000004655,95.1034045739962
ENSMUSG00000004661,22.466731954605677
ENSMUSG00000004665,91.00754651765655
ENSMUSG00000004667,92.41891814044588
ENSMUSG00000004668,1.5093035313094072
ENSMUSG00000004677,51.218388155999776
ENSMUSG00000004698,45.97038999942393
ENSMUSG00000004707,1.348003917276341
ENSMUSG00000004709,19.24650037444553
ENSMUSG00000004748,55.59075983639611
ENSMUSG00000004768,43.043954144824006
ENSMUSG00000004771,87.53384411544444
ENSMUSG00000004788,73.80033412062906
ENSMUSG00000004789,88.3000172821015
ENSMUSG00000004791,49.19638228008526
ENSMUSG00000004798,63.44259461950573
ENSMUSG00000004814,46.27570712598652
ENSMUSG00000004815,28.29080016129961
ENSMUSG00000004837,71.69767843769802
ENSMUSG00000004842,11.746068321907945
ENSMUSG00000004843,74.09989054669047
ENSMUSG00000004846,63.28129500547267
ENSMUSG00000004849,83.14419033354456
ENSMUSG00000004864,6.100581830750619
ENSMUSG00000004865,94.20473529581197
ENSMUSG00000004880,90.77135779710814
ENSMUSG00000004891,68.11452272596348
ENSMUSG00000004895,55.75205945042917
ENSMUSG00000004896,62.26165101676364
ENSMUSG00000004897,97.83973731205715
ENSMUSG00000004929,59.89976381127945
ENSMUSG00000004931,47.18013710467193
ENSMUSG00000004933,34.230082378017165
ENSMUSG00000004934,62.186761910248286
ENSMUSG00000004936,72.5790656143787
ENSMUSG00000004937,79.81450544386198
ENSMUSG00000004939,0.61063425312518
ENSMUSG00000004945,69.38187683622328
ENSMUSG00000004947,46.43700674001959
ENSMUSG00000004951,99.04372371680397
ENSMUSG00000004952,45.06596002073852
ENSMUSG00000004961,22.04044011751829
ENSMUSG00000004980,98.77297079324846
ENSMUSG00000004988,28.671006394377557
ENSMUSG00000004994,40.85488795437525
ENSMUSG00000004996,74.31879716573535
ENSMUSG00000005034,75.3326804539432
ENSMUSG00000005043,40.10023618872055
ENSMUSG00000005045,7.673253067573017
ENSMUSG00000005054,92.90281698254508
ENSMUSG00000005057,38.913531885477276
ENSMUSG00000005069,58.183075061927525
ENSMUSG00000005078,82.79854830347371
ENSMUSG00000005087,84.25600553027249
ENSMUSG00000005089,47.38176162221326
ENSMUSG00000005102,52.341724753730055
ENSMUSG00000005103,87.59145112045624
ENSMUSG00000005107,21.47589146840256
ENSMUSG00000005124,52.17466443919581
ENSMUSG00000005125,92.36131113543406
