gen_name,induced neural border stem cell
ENSG00000005893,88.3902024635424
ENSG00000005961,39.89806031431403
ENSG00000005981,45.13662749539856
ENSG00000006007,90.05616121572514
ENSG00000006015,75.45424512718864
ENSG00000006016,44.57029590825428
ENSG00000006025,45.11774977582708
ENSG00000006042,94.51130303459342
ENSG00000006047,29.420925952144984
ENSG00000006062,40.78059370428052
ENSG00000006071,52.16385860588041
ENSG00000006116,0.481381849072632
ENSG00000006118,68.96030959460097
ENSG00000006125,87.15371183161074
ENSG00000006128,59.08726225871914
ENSG00000006194,69.4133748643164
ENSG00000006210,48.87913540044362
ENSG00000006282,48.49214214922837
ENSG00000006283,45.80206711029307
ENSG00000006327,44.42871301146821
ENSG00000006377,28.88763037425079
ENSG00000006432,42.607013072820806
ENSG00000006451,88.64033224786446
ENSG00000006453,51.710793336165
ENSG00000006459,55.420265231959974
ENSG00000006468,60.706026711973195
ENSG00000006530,87.98905092264854
ENSG00000006534,35.33909103780263
ENSG00000006555,21.03449903251687
ENSG00000006576,69.25763367785171
ENSG00000006607,62.820331303978485
ENSG00000006625,94.37443956770022
ENSG00000006634,88.05040351125584
ENSG00000006638,22.757090943414035
ENSG00000006652,93.76563311152013
ENSG00000006659,7.5322101090188305
ENSG00000006695,83.2696210297796
ENSG00000006704,55.146538298173574
ENSG00000006712,84.5013922318184
ENSG00000006715,83.75100287885223
ENSG00000006740,53.320118929633296
ENSG00000006744,93.00580489876823
ENSG00000006747,58.76162159611119
ENSG00000006756,52.75378734248902
ENSG00000006757,68.52140261456417
ENSG00000006831,65.92099674359338
ENSG00000006837,53.60800415309831
ENSG00000007001,9.962716503846334
ENSG00000007047,44.381518712539524
ENSG00000007062,95.26169238755958
ENSG00000007080,89.63141252536694
ENSG00000007168,86.94605691632451
ENSG00000007171,38.37840388881023
ENSG00000007174,43.73023738732361
ENSG00000007202,74.56227287743641
ENSG00000007237,39.761196847420834
ENSG00000007255,72.03737788475152
ENSG00000007264,25.050733871348342
ENSG00000007314,31.653216291471992
ENSG00000007341,72.18839964132333
ENSG00000007350,92.7367973948747
ENSG00000007372,94.3933172872717
ENSG00000007376,68.19104252206334
ENSG00000007384,40.51158620038699
ENSG00000007392,90.73575912029827
ENSG00000007402,29.326537354287602
ENSG00000007520,79.75364575959225
ENSG00000007541,66.4637311812733
ENSG00000007545,44.31544669403936
ENSG00000007866,51.84293737316532
ENSG00000007923,91.47670961347869
ENSG00000007933,19.665864363584877
ENSG00000007944,38.807872009061306
ENSG00000007952,11.203926565670868
ENSG00000007968,68.45061116617113
ENSG00000008018,98.9522865637831
ENSG00000008056,33.238944735475954
ENSG00000008083,62.178488838548304
ENSG00000008086,56.567086695927124
ENSG00000008118,45.78790882061447
ENSG00000008128,61.29595544858181
ENSG00000008130,78.96078153759026
ENSG00000008196,93.57685591580537
ENSG00000008226,39.01080749445467
ENSG00000008256,49.450186417480765
ENSG00000008277,57.08622398414271
ENSG00000008282,87.98433149275567
ENSG00000008283,62.30591344565577
ENSG00000008294,88.10703666997026
ENSG00000008300,59.37042805229128
ENSG00000008311,93.69012223323423
ENSG00000008323,36.79739487469914
ENSG00000008324,87.74364056821936
ENSG00000008382,49.247250932087404
ENSG00000008394,96.51706073906271
ENSG00000008405,78.9088678087687
ENSG00000008441,49.47850299683798
ENSG00000008513,58.64835527868234
ENSG00000008516,19.65642550379914
ENSG00000008517,52.77738449195337
ENSG00000008710,45.96252772665062
ENSG00000008735,50.356316956911606
ENSG00000008838,89.72108169333146
ENSG00000008853,53.63632073245552
ENSG00000008869,69.50776346217377
ENSG00000008952,88.00792864222002
ENSG00000008988,96.7011185048846
ENSG00000009307,99.00891972249752
ENSG00000009335,59.611118976827605
ENSG00000009413,83.16107414224362
ENSG00000009694,17.778092406437302
ENSG00000009709,49.459625277266504
ENSG00000009724,33.62121855679834
ENSG00000009765,34.947378356694514
ENSG00000009780,82.33517391099156
ENSG00000009790,17.188163669828686
ENSG00000009830,61.40922176601067
ENSG00000009844,96.45570815045542
ENSG00000009950,28.297701637642174
ENSG00000009954,93.45887016848364
ENSG00000010017,55.93468309028269
ENSG00000010030,23.08273160602199
ENSG00000010072,66.22775968662985
ENSG00000010165,83.76988059842371
ENSG00000010219,71.33418283071406
ENSG00000010244,97.97064514606636
ENSG00000010256,99.47614328189155
ENSG00000010270,93.02940204823258
ENSG00000010278,93.32200670159044
ENSG00000010292,87.85218745575534
ENSG00000010295,62.29175515597716
ENSG00000010310,30.732927462362547
ENSG00000010318,51.064231440841944
ENSG00000010322,80.37661050545094
ENSG00000010327,1.5574118646467505
ENSG00000010361,57.14757657275001
ENSG00000010404,58.04898768228798
ENSG00000010438,8.141016565198923
ENSG00000010539,68.47892774552834
ENSG00000010610,30.152437585539666
ENSG00000010626,41.20534239463873
ENSG00000010671,18.665345226296665
ENSG00000010704,39.36948416631271
ENSG00000010803,75.56751144461748
ENSG00000010810,84.44475907310397
ENSG00000010818,34.904903487658686
ENSG00000010932,26.69309547406673
ENSG00000011007,89.23969984425881
ENSG00000011009,93.27481240266175
ENSG00000011021,71.64094577375053
ENSG00000011028,36.74076171598471
ENSG00000011052,77.23347019680023
ENSG00000011105,38.01028835716645
ENSG00000011114,66.90263816131011
ENSG00000011132,58.97871537118316
ENSG00000011143,85.20458728585587
ENSG00000011198,70.56019632828354
ENSG00000011201,53.49945726556232
ENSG00000011243,85.41224220114209
ENSG00000011258,67.09613478691774
ENSG00000011260,92.28845155505215
ENSG00000011275,81.85379206191892
ENSG00000011295,92.76983340412478
ENSG00000011304,96.18670064656189
ENSG00000011332,57.42130350653641
ENSG00000011347,14.280994855821415
ENSG00000011376,69.37089999528057
ENSG00000011405,65.26971541837746
ENSG00000011422,48.72339421397895
ENSG00000011426,80.230308178772
ENSG00000011451,57.2702817499646
ENSG00000011454,79.97073953466422
ENSG00000011465,41.58289678606824
ENSG00000011478,43.52730190193025
ENSG00000011485,88.31941101514937
ENSG00000011523,81.72636745481145
ENSG00000011566,67.33210628156118
ENSG00000011638,63.287554863372506
ENSG00000012048,87.90882061446978
ENSG00000012061,91.4153570248714
ENSG00000012124,28.274104488177827
ENSG00000012171,29.638019727216953
ENSG00000012174,65.63783095002124
ENSG00000012211,35.62697626126764
ENSG00000012232,69.65878521874558
ENSG00000012504,12.124215394780311
ENSG00000012660,94.49714474491482
ENSG00000012817,63.51408749823021
ENSG00000012822,56.65675586389164
ENSG00000012963,91.8542640049082
ENSG00000012983,83.6047005521733
ENSG00000013016,62.35782717447732
ENSG00000013275,97.38071640945773
ENSG00000013288,50.62532446080513
ENSG00000013293,35.63169569116051
ENSG00000013297,47.411392703761386
ENSG00000013306,93.18514323469725
ENSG00000013364,45.65104535372127
ENSG00000013374,77.33729765444333
ENSG00000013375,89.01788663929398
ENSG00000013392,58.893765633111514
ENSG00000013441,80.26334418802209
ENSG00000013503,67.47840860824013
ENSG00000013523,71.86275897871536
ENSG00000013561,81.78300061352589
ENSG00000013563,48.251451224692055
ENSG00000013573,80.1689555901647
ENSG00000013583,70.8103261126056
ENSG00000013588,51.300202935485395
ENSG00000013619,44.45702959082543
ENSG00000013725,25.126244749634246
ENSG00000013810,87.12067582236067
ENSG00000014123,80.57482656095144
ENSG00000014138,87.2056255604323
ENSG00000014164,68.76209353910048
ENSG00000014216,68.28071169002784
ENSG00000014257,19.821605550049554
ENSG00000014641,98.50866015385341
ENSG00000014824,92.52914247958847
ENSG00000014914,23.030817877200434
ENSG00000014919,86.68176884232385
ENSG00000015133,58.704988437396764
ENSG00000015153,62.34838831469158
ENSG00000015171,79.39968851762707
ENSG00000015285,10.453537212704706
ENSG00000015413,30.331775921468683
ENSG00000015475,84.42588135353249
ENSG00000015479,99.15994147906932
ENSG00000015520,10.930199631884468
ENSG00000015532,54.8397753551371
ENSG00000015568,65.59535608098541
ENSG00000015592,71.18788050403512
ENSG00000015676,88.58369908915003
ENSG00000016082,61.81037330690453
ENSG00000016391,57.83661333710888
ENSG00000016864,88.56482136957855
ENSG00000017260,80.87215064420218
ENSG00000017427,56.88328849874935
ENSG00000017483,41.03544291849545
ENSG00000017797,78.73424890273255
ENSG00000018189,94.15734579262825
ENSG00000018236,44.353202133182315
ENSG00000018280,43.857661994431076
ENSG00000018408,62.64099296804946
ENSG00000018510,76.53027514276275
ENSG00000018610,78.88527065930435
ENSG00000018625,37.222143565057344
ENSG00000018699,79.34305535891264
ENSG00000018869,51.706073906272124
ENSG00000019102,18.85884185190429
ENSG00000019144,62.94775591108595
ENSG00000019485,43.225258388786635
ENSG00000019505,15.946953608004153
ENSG00000019549,36.62749539855585
ENSG00000019582,32.45551937325971
ENSG00000019995,54.31119920713577
ENSG00000020129,61.79621501722592
ENSG00000020256,71.89107555807259
ENSG00000020426,74.73689178347256
ENSG00000020577,41.06847892774553
ENSG00000020633,18.09429420925952
ENSG00000020922,82.23606588324131
ENSG00000021300,55.34003492378121
ENSG00000021355,50.181698050875454
ENSG00000021461,25.68313747699278
ENSG00000021488,23.40365283873708
ENSG00000021574,68.20992024163482
ENSG00000021645,70.89527585067724
ENSG00000021762,49.889093397517584
ENSG00000021776,81.2780216149889
ENSG00000021826,44.49006560007551
ENSG00000022267,89.87210344990325
ENSG00000022277,93.71843881259144
ENSG00000022355,21.860399263768937
ENSG00000022556,74.06673273868518
ENSG00000022567,34.14035584501392
ENSG00000022840,91.03308320354901
ENSG00000022976,59.091981688612016
ENSG00000023041,89.61725423568832
ENSG00000023171,48.345839822549436
ENSG00000023191,91.90617773372976
ENSG00000023228,91.19354381990655
ENSG00000023287,82.87318891877861
ENSG00000023318,87.45103591486149
ENSG00000023330,81.16947472745292
ENSG00000023445,32.11572042097315
ENSG00000023516,72.9529472839681
ENSG00000023572,81.04205012034546
ENSG00000023608,68.44589173627826
ENSG00000023697,88.78191514465053
ENSG00000023734,98.9947614328189
ENSG00000023839,36.76907829534192
ENSG00000023892,35.504271084053045
ENSG00000023902,81.36769078295342
ENSG00000023909,56.76058332153476
ENSG00000024048,73.54287602057671
ENSG00000024422,16.640709802255888
ENSG00000024526,70.7348152343197
ENSG00000024862,45.66992307329274
ENSG00000025039,74.86431639058002
ENSG00000025156,84.0436075322101
ENSG00000025293,90.50922648544056
ENSG00000025423,44.15498607768182
ENSG00000025434,58.26608145735995
ENSG00000025708,34.85770918873
ENSG00000025770,88.06456180093446
ENSG00000025772,92.27429326537354
ENSG00000025796,90.84430600783425
ENSG00000025800,87.50766907357591
ENSG00000026025,99.36287696446269
ENSG00000026036,24.135164472131766
ENSG00000026103,50.058992873660856
ENSG00000026297,59.049506819576195
ENSG00000026508,43.98036717164567
ENSG00000026559,56.519892396998436
ENSG00000026652,63.221482844872334
ENSG00000026751,47.18014063901081
ENSG00000026950,51.271886356128185
ENSG00000027001,85.2612204445703
ENSG00000027075,32.10628156118741
ENSG00000027697,86.20982585303695
ENSG00000027847,73.02373873236114
ENSG00000027869,25.475482561706546
ENSG00000028116,72.54235688328849
ENSG00000028137,59.08254282882628
ENSG00000028203,86.3844447590731
ENSG00000028277,52.74906791259616
ENSG00000028310,81.47623767048941
ENSG00000028528,90.7310396904054
ENSG00000028839,87.04044551418188
ENSG00000029153,55.43914295153145
ENSG00000029363,97.9942422955307
ENSG00000029364,77.91778753126623
ENSG00000029534,53.11246401434707
ENSG00000029639,76.67185803954882
ENSG00000029725,85.65293312567842
ENSG00000029993,97.84793996885176
ENSG00000030066,89.31521072254472
ENSG00000030110,79.44216338666288
ENSG00000030304,11.91184104960121
ENSG00000030419,26.68365661428099
ENSG00000030582,83.255462740101
ENSG00000031003,69.17268393978007
ENSG00000031081,11.883524470243994
ENSG00000031691,68.3326254188494
ENSG00000031698,97.54117702581529
ENSG00000031823,87.37080560668271
ENSG00000032219,80.28222190759357
ENSG00000032389,80.62202085988012
ENSG00000032444,57.16173486242862
ENSG00000032742,74.43956770022182
ENSG00000033011,84.47307565246118
ENSG00000033030,78.77672377176837
ENSG00000033050,87.7530794280051
ENSG00000033100,50.417669545518905
ENSG00000033122,48.20425692576337
ENSG00000033170,79.43272452687715
ENSG00000033178,87.05932323375336
ENSG00000033327,51.050073151163346
ENSG00000033627,79.73476804002077
ENSG00000033800,94.34140355845014
ENSG00000033867,70.45164944074756
ENSG00000034053,84.10496012081741
ENSG00000034152,67.31322856198972
ENSG00000034239,46.08523290386521
ENSG00000034510,99.06083345131908
ENSG00000034533,66.40709802255887
ENSG00000034677,65.7935721364859
ENSG00000034693,69.09717306149417
ENSG00000034713,93.2984095521261
ENSG00000035115,66.29383170513002
ENSG00000035141,95.38439756477418
ENSG00000035403,87.02628722450328
ENSG00000035499,91.20770210958517
ENSG00000035664,48.67619991505026
ENSG00000035681,77.25706734626458
ENSG00000035687,76.49723913351268
ENSG00000035862,65.42545660484214
ENSG00000035928,88.70168483647176
ENSG00000036054,77.3467365142291
ENSG00000036257,68.3043088394922
ENSG00000036448,51.07367030062768
ENSG00000036473,20.23691538062202
ENSG00000036530,64.88272216716221
ENSG00000036549,77.70541318608713
ENSG00000036565,38.458634196989
ENSG00000036672,55.91108594081835
ENSG00000036828,45.88701684836472
ENSG00000037042,56.33583463117655
ENSG00000037241,88.01264807211288
ENSG00000037280,59.88956534050687
ENSG00000037474,87.48879135400443
ENSG00000037637,76.44532540469112
ENSG00000037749,59.129737127754964
ENSG00000037757,57.737505309358625
ENSG00000037897,83.70380857992355
ENSG00000038002,69.13492850063713
ENSG00000038210,56.803058190570574
ENSG00000038219,75.94506583604701
ENSG00000038274,96.4887441597055
ENSG00000038295,54.33007692670725
ENSG00000038358,75.82236065883241
ENSG00000038382,55.6751144461749
ENSG00000038427,96.55009674831281
ENSG00000038532,63.84916702062391
ENSG00000038945,36.13195525980461
ENSG00000039068,38.19906555288121
ENSG00000039123,88.800792864222
ENSG00000039139,39.56298079192034
ENSG00000039319,72.76888951814621
ENSG00000039523,53.999716834206424
ENSG00000039560,89.83906744065317
ENSG00000039600,29.05752985039407
ENSG00000039650,73.5759120298268
ENSG00000039987,38.91169946670443
ENSG00000040199,58.41238378403889
ENSG00000040275,87.46519420454008
ENSG00000040341,88.48459106139978
ENSG00000040487,66.71858039548823
ENSG00000040531,68.79041011845769
ENSG00000040608,48.515739298692715
ENSG00000040633,76.917268393978
ENSG00000040731,58.57284440039643
ENSG00000040933,52.60276558591722
ENSG00000041353,25.66897918731417
ENSG00000041357,99.18825805842654
ENSG00000041515,45.73127566190004
ENSG00000041802,87.31889187786115
ENSG00000041880,41.9698900372835
ENSG00000041982,38.69932512152532
ENSG00000041988,67.28019255273962
ENSG00000042062,31.742885459436497
ENSG00000042088,90.08919722497522
ENSG00000042286,36.3160130256265
ENSG00000042304,21.94062957194771
ENSG00000042317,61.08830053329558
ENSG00000042429,90.10335551465383
ENSG00000042445,54.64627872952947
ENSG00000042493,54.6415592996366
ENSG00000042753,91.26433526829959
ENSG00000042781,33.809995752513096
ENSG00000042832,16.201802822219076
ENSG00000042980,18.528481759403466
ENSG00000043039,19.519562036905942
ENSG00000043093,88.60257680872151
ENSG00000043143,8.098541696163103
ENSG00000043355,56.41134550946245
ENSG00000043514,83.4961536646373
ENSG00000043591,13.332389447354759
ENSG00000044090,59.69134928500637
ENSG00000044115,95.9271320024541
ENSG00000044446,53.12190287413281
ENSG00000044459,73.89683326254189
ENSG00000044524,92.27901269526642
ENSG00000044574,99.52805701071311
ENSG00000046604,74.1375241870782
ENSG00000046647,64.50044834583983
ENSG00000046651,77.48831941101515
ENSG00000046653,97.8101845297088
ENSG00000046889,77.14852045872858
ENSG00000047056,61.70654584926141
ENSG00000047188,76.66241917976309
ENSG00000047230,76.57746944169145
ENSG00000047249,84.91670206239085
ENSG00000047315,93.1615460852329
ENSG00000047346,48.59596960687149
ENSG00000047365,18.608712067582236
ENSG00000047410,96.7341545141347
ENSG00000047457,30.638538864505165
ENSG00000047578,53.971400254849215
ENSG00000047579,61.173250271367216
ENSG00000047597,24.08325074331021
ENSG00000047617,35.17863042144509
ENSG00000047621,72.64618434093163
ENSG00000047634,70.22983623578271
ENSG00000047644,45.702959082542826
ENSG00000047648,28.651658879607346
ENSG00000047662,33.60234083722686
ENSG00000047849,90.97645004483459
ENSG00000047932,72.85855868611073
ENSG00000048028,68.8942375761008
ENSG00000048052,73.06149417150408
ENSG00000048140,61.701826419368544
ENSG00000048162,93.51550332719808
ENSG00000048342,62.44749634244183
ENSG00000048392,55.42498466185285
ENSG00000048405,63.38194346122988
ENSG00000048462,4.9270848081551755
ENSG00000048471,57.86964934635896
ENSG00000048540,73.92986927179197
ENSG00000048544,91.3540044362641
ENSG00000048545,40.26145641606494
ENSG00000048649,86.22870357260844
ENSG00000048707,62.87224503280003
ENSG00000048740,84.911982632498
ENSG00000048828,67.15276794563216
ENSG00000048991,85.11491811789136
ENSG00000049089,44.433432441361084
ENSG00000049130,56.86913020907074
ENSG00000049167,75.48728113643872
ENSG00000049192,35.03704752465902
ENSG00000049239,54.91056680353014
ENSG00000049245,79.84803435744962
ENSG00000049246,43.97092831185992
ENSG00000049249,46.7553919486526
ENSG00000049283,21.36013969512483
ENSG00000049323,69.7767709660673
ENSG00000049449,98.0697531738166
ENSG00000049540,49.067912596158386
ENSG00000049541,96.34716126291943
ENSG00000049618,79.7300486101279
ENSG00000049656,54.80201991599415
ENSG00000049759,64.53348435508991
ENSG00000049768,14.262117136249941
ENSG00000049769,47.77950823540516
ENSG00000049860,73.79772523479163
ENSG00000049883,80.18311387984332
ENSG00000050030,36.42455991316249
ENSG00000050130,94.84638255698712
ENSG00000050165,65.71334182830714
ENSG00000050344,43.48482703289442
ENSG00000050393,78.66345745433951
ENSG00000050405,69.43697201378075
ENSG00000050426,63.68870640426636
ENSG00000050438,68.41757515692105
ENSG00000050555,21.586672329982537
ENSG00000050628,4.582566425975742
ENSG00000050730,43.14974751050073
ENSG00000050748,49.29444523101609
ENSG00000050767,20.13780735287177
ENSG00000050820,62.810892444192746
ENSG00000051009,50.40351125584029
ENSG00000051108,91.538062202086
ENSG00000051128,71.25867195242814
ENSG00000051180,82.25494360281277
ENSG00000051341,73.19363820850441
ENSG00000051382,46.17962150172259
ENSG00000051523,40.21426211713625
ENSG00000051596,86.42691962810892
ENSG00000051620,75.63830289301052
ENSG00000051825,83.04780782481477
ENSG00000052126,86.90358204728868
ENSG00000052344,25.253669356741703
ENSG00000052723,88.8621454528293
ENSG00000052749,80.78720090613054
ENSG00000052795,71.86747840860825
ENSG00000052802,96.76719052338477
ENSG00000052841,86.75727972060974
ENSG00000053108,57.51569210439379
ENSG00000053254,60.512530086365565
ENSG00000053328,31.709849450186418
ENSG00000053371,93.15682665534003
ENSG00000053372,92.62353107744585
ENSG00000053438,58.846571334182826
ENSG00000053501,57.190051441785826
ENSG00000053524,67.75213554202652
ENSG00000053702,32.762282316296194
ENSG00000053747,18.89659729104724
ENSG00000053770,85.76148001321441
ENSG00000053900,82.40596535938458
ENSG00000053918,16.621832082684413
ENSG00000054116,78.54075227712492
ENSG00000054118,98.90037283496153
ENSG00000054148,96.08287318891878
ENSG00000054219,11.152012836849307
ENSG00000054267,90.66496767190525
ENSG00000054277,80.31997734673652
ENSG00000054282,78.35197508141016
ENSG00000054356,35.14087498230214
ENSG00000054392,61.77733729765444
ENSG00000054523,94.67648308084384
ENSG00000054598,37.2882155835575
ENSG00000054611,60.521968946151304
ENSG00000054654,94.8322242673085
ENSG00000054690,42.73443767992827
ENSG00000054793,52.5602907168814
ENSG00000054965,47.958846571334185
ENSG00000054967,55.019113691066124
ENSG00000054983,67.03950162820331
ENSG00000055044,98.17358063145973
ENSG00000055070,88.26277785643494
ENSG00000055118,49.61064703383831
ENSG00000055130,93.15210722544717
ENSG00000055147,74.01953843975649
ENSG00000055163,93.44471187880504
ENSG00000055208,57.47793666525084
ENSG00000055211,69.42281372410213
ENSG00000055332,80.10288357166453
ENSG00000055483,63.91051960923121
ENSG00000055609,82.11808013591958
ENSG00000055732,51.918448251451224
ENSG00000055917,81.29689933456038
ENSG00000055950,84.27957902685355
ENSG00000055955,32.67733257822455
ENSG00000055957,19.60923120487045
ENSG00000056050,88.62617395818584
ENSG00000056097,97.0361980272783
ENSG00000056277,70.18264193685403
ENSG00000056291,39.05328236349049
ENSG00000056487,65.96819104252207
ENSG00000056558,31.79007975836519
ENSG00000056586,75.7185332011893
ENSG00000056736,66.79409127377413
ENSG00000056972,49.99292085516069
ENSG00000056998,67.6341497947048
ENSG00000057019,87.26225871914673
ENSG00000057252,82.31629619142008
ENSG00000057294,59.077823398933404
ENSG00000057608,99.2543300769267
ENSG00000057657,50.18641748076832
ENSG00000057663,82.79295861059984
ENSG00000057704,39.64321110009911
ENSG00000057757,89.2113832649016
ENSG00000057935,76.79456321676341
ENSG00000058056,63.245079994336685
ENSG00000058063,54.06106942281372
ENSG00000058085,23.955826136202745
ENSG00000058091,57.94044079475199
ENSG00000058262,94.76615224880834
ENSG00000058272,92.09495492944453
ENSG00000058335,34.895464627872954
ENSG00000058404,35.45235735523149
ENSG00000058453,49.54929444523102
ENSG00000058600,85.68124970503564
ENSG00000058668,73.09453018075416
ENSG00000058673,81.55646797866818
ENSG00000058729,84.63825569871159
ENSG00000058799,73.87795554297041
ENSG00000058804,79.7442068998065
ENSG00000058866,29.180235027608664
ENSG00000059122,57.06734626457124
ENSG00000059145,45.594412195006846
ENSG00000059377,50.24305063948275
ENSG00000059378,15.361744301288404
ENSG00000059573,95.74307423663222
ENSG00000059588,64.46269290669687
ENSG00000059691,85.05356552928406
ENSG00000059728,41.33748643163906
ENSG00000059758,66.20416253716552
ENSG00000059769,66.9498324602388
ENSG00000059804,68.64410779177875
ENSG00000059915,41.33276700174619
ENSG00000060069,58.30855632639577
ENSG00000060138,85.22346500542734
ENSG00000060140,13.988390202463544
ENSG00000060237,81.91986408041907
ENSG00000060303,5.583085563263958
ENSG00000060339,97.49870215677946
ENSG00000060491,52.08362829770164
ENSG00000060642,59.01647081032612
ENSG00000060656,26.362735381565905
ENSG00000060688,97.72523479163718
ENSG00000060709,25.272547076313177
ENSG00000060718,56.2225683137477
ENSG00000060749,68.29015054981357
ENSG00000060762,73.028458162254
ENSG00000060971,78.7578460521969
ENSG00000060982,96.28580867431215
ENSG00000061273,50.37047524659021
ENSG00000061337,70.77257067346264
ENSG00000061656,27.759686629855114
ENSG00000061676,73.75525036575581
ENSG00000061794,89.43319646986644
ENSG00000061918,59.03534852989759
ENSG00000061936,71.69757893246495
ENSG00000061938,35.54202652319599
ENSG00000061987,66.56283920902355
ENSG00000062038,27.981499834819957
ENSG00000062096,22.308745103591487
ENSG00000062194,95.81858511491812
ENSG00000062282,44.22577752607485
ENSG00000062370,58.6389164188966
ENSG00000062485,94.04879890509227
ENSG00000062582,87.21034499032517
ENSG00000062598,87.63981311057624
ENSG00000062650,90.49506819576195
ENSG00000062716,93.42111472934069
ENSG00000062725,82.15111614516967
ENSG00000062822,84.21822643824626
ENSG00000063015,50.92264854405588
ENSG00000063046,97.90929255745905
ENSG00000063127,38.63797253291803
ENSG00000063169,36.32545188541224
ENSG00000063176,57.39770635707207
ENSG00000063177,98.64552362074662
ENSG00000063180,32.05436783236585
ENSG00000063241,57.15701543253575
ENSG00000063244,56.8455330596064
ENSG00000063245,53.23516919156166
ENSG00000063322,87.25753928925386
ENSG00000063438,19.52428146679881
ENSG00000063587,56.57652555571286
ENSG00000063601,47.44442871301147
ENSG00000063660,64.50988720562556
ENSG00000063761,56.42550379914106
ENSG00000063854,64.79777242909056
ENSG00000063978,92.4772287507669
ENSG00000064012,33.99877294822786
ENSG00000064042,60.82873188918778
ENSG00000064102,82.82599461984992
ENSG00000064115,92.48194818065978
ENSG00000064199,77.57798857897966
ENSG00000064205,38.64741139270376
ENSG00000064225,60.65883241304451
ENSG00000064270,39.567700221813205
ENSG00000064300,80.76832318655906
ENSG00000064309,64.26447685119638
ENSG00000064313,88.44683562225684
ENSG00000064393,78.59738543583936
ENSG00000064419,95.52598046156024
ENSG00000064489,22.03029873991222
ENSG00000064490,79.21091132191232
ENSG00000064545,77.86587380244467
ENSG00000064547,78.22926990419558
ENSG00000064601,85.53022794846382
ENSG00000064607,83.21770730095804
ENSG00000064651,89.75411770258152
ENSG00000064652,64.72226155080466
ENSG00000064655,68.10137335409883
ENSG00000064666,96.45098872056256
