gen_name,basophil mast progenitor cell,granulocyte monocyte progenitor cell
ENSMUSG00000001383,77.92834299962057,88.4058756572172
ENSMUSG00000001403,70.85478887744593,57.157569515962926
ENSMUSG00000001415,86.15101089489944,88.36793322131281
ENSMUSG00000001416,96.28164128137027,98.2167055124939
ENSMUSG00000001418,80.8986936961353,86.98574448479593
ENSMUSG00000001419,82.37844869640631,85.1590872133991
ENSMUSG00000001420,27.50284568269283,41.01035286465391
ENSMUSG00000001424,87.14835492438615,94.861510108949
ENSMUSG00000001435,20.564800260176703,17.431839124071765
ENSMUSG00000001436,47.21665130901404,84.12380074800802
ENSMUSG00000001440,89.24602959510001,94.2761125264242
ENSMUSG00000001441,73.2722640793539,82.11827199306195
ENSMUSG00000001445,74.11783836522304,82.9367445389994
ENSMUSG00000001467,59.108894791045586,58.98422678735975
ENSMUSG00000001472,97.55000271017398,95.43606699550111
ENSMUSG00000001473,26.380833649520298,57.41232587132094
ENSMUSG00000001482,78.48663884221368,94.12434278280666
ENSMUSG00000001496,13.529188573906445,9.81625020326305
ENSMUSG00000001497,17.513144343866877,13.084720039026507
ENSMUSG00000001506,14.38560355574828,32.706379749579924
ENSMUSG00000001517,47.08656295734186,47.11908504525991
ENSMUSG00000001518,63.011545341210905,67.65678356550491
ENSMUSG00000001520,45.46587890942598,35.27020434711908
ENSMUSG00000001521,59.634668545720636,50.62062984443602
ENSMUSG00000001524,55.43389885630658,60.485663179576136
ENSMUSG00000001525,99.43086346143423,99.36581928559814
ENSMUSG00000001542,78.04759065532008,54.084232207707736
ENSMUSG00000001552,69.83576345601388,53.943303160062875
ENSMUSG00000001569,75.26695213832728,72.55135779717058
ENSMUSG00000001576,81.59791858637324,92.12423437584692
ENSMUSG00000001583,45.33579055775381,23.39422190904656
ENSMUSG00000001588,99.1219036262128,93.90210851536669
ENSMUSG00000001622,41.70957775489186,37.5359098054095
ENSMUSG00000001627,74.90378882324245,83.35953168193399
ENSMUSG00000001630,51.552929698086615,22.40771857553255
ENSMUSG00000001632,86.48707247005257,89.15388367933221
ENSMUSG00000001642,96.63938424846876,95.92931866225811
ENSMUSG00000001657,30.852620738251396,27.264350371293837
ENSMUSG00000001665,44.66366740744756,55.09783728115345
ENSMUSG00000001666,56.23069001029866,63.12537264892406
ENSMUSG00000001674,79.33763347606916,85.72280340397853
ENSMUSG00000001687,48.95658301262941,73.14217572768172
ENSMUSG00000001700,29.84985636077836,57.99772345384574
ENSMUSG00000001707,75.26153179034094,90.84503225107052
ENSMUSG00000001729,87.0616293566047,79.19128408043797
ENSMUSG00000001739,0.0,76.28597755975933
ENSMUSG00000001741,93.33297197680092,89.92899344137894
ENSMUSG00000001750,90.87213399100223,97.3386091387067
ENSMUSG00000001751,71.60821724754729,71.18000975662638
ENSMUSG00000001755,76.11794677218278,88.26494660957233
ENSMUSG00000001761,60.43145969971272,68.3614288037292
ENSMUSG00000001763,39.10239037346198,31.882486855656133
ENSMUSG00000001767,61.683560084557435,70.01463493956312
ENSMUSG00000001768,39.76909317578188,32.44078269824923
ENSMUSG00000001774,88.99127323974199,92.9589679657434
ENSMUSG00000001783,89.78264404574774,94.49834679386416
ENSMUSG00000001785,75.43498292590385,85.39216217681175
ENSMUSG00000001786,68.62160550707355,81.45156919074205
ENSMUSG00000001794,92.71505230635807,86.66052360561548
ENSMUSG00000001827,0.0,40.38701284622473
ENSMUSG00000001829,52.92427773863082,77.53807794460404
ENSMUSG00000001833,97.89148463331347,95.46316873543282
ENSMUSG00000001844,77.73863082009865,81.93940050951271
ENSMUSG00000001847,97.19225974307551,97.83728115345005
ENSMUSG00000001855,80.05853975825248,79.92845140658031
ENSMUSG00000001865,99.95663721610927,98.78042170307334
ENSMUSG00000001870,46.43612119898097,39.59022169223264
ENSMUSG00000001891,64.98997235622527,73.72757331020652
ENSMUSG00000001909,82.02070572930782,90.89381538294758
ENSMUSG00000001910,71.03908070898152,63.90048241097078
ENSMUSG00000001911,57.89473684210527,52.42018537590113
ENSMUSG00000001918,94.5037671418505,96.88329990785408
ENSMUSG00000001924,97.056751043417,97.84812184942272
ENSMUSG00000001930,39.980486747249174,33.6495202992032
ENSMUSG00000001942,54.295625779175026,56.85945037671418
ENSMUSG00000001948,35.752615317903405,38.72296601441813
ENSMUSG00000001962,76.42148625941786,78.81185972139411
ENSMUSG00000001964,73.09339259580466,78.45953710228196
ENSMUSG00000001983,48.945742316656734,37.76898476882216
ENSMUSG00000001985,34.41378936527725,25.25882161634777
ENSMUSG00000001986,23.589354436554828,83.03431080275354
ENSMUSG00000001995,23.085262073825138,41.18380400021681
ENSMUSG00000001998,55.255027372757326,51.63423491788173
ENSMUSG00000001999,72.61098162502032,69.91164832782265
ENSMUSG00000002007,29.36744538999404,35.34066887094151
ENSMUSG00000002010,95.71250474280448,97.56626375413302
ENSMUSG00000002012,2.1139357146728823,54.65878909425985
ENSMUSG00000002014,93.62025042007697,97.77223697761396
ENSMUSG00000002015,97.41991435850181,96.59060111659169
ENSMUSG00000002017,61.006016586264835,64.11187598243806
ENSMUSG00000002020,25.974307550544744,32.53834896200336
ENSMUSG00000002028,91.48463331345872,83.21860263428911
ENSMUSG00000002031,72.81153450051492,58.04108623773646
ENSMUSG00000002032,67.58631904168247,16.64046831806602
ENSMUSG00000002033,34.10482953005583,32.977397148896955
ENSMUSG00000002043,93.96715269120277,88.15111930185918
ENSMUSG00000002052,76.79006992248902,79.26716895224673
ENSMUSG00000002055,46.01875440403274,53.287441053715646
ENSMUSG00000002057,16.48327822646214,6.184617052414765
ENSMUSG00000002058,78.8227004173668,58.41509024879398
ENSMUSG00000002059,44.14873434874519,51.639655265868065
ENSMUSG00000002064,83.11561602254865,77.42967098487723
ENSMUSG00000002068,1.8212369234104828,58.57228034039785
ENSMUSG00000002076,3.349775055558567,8.650875386199793
ENSMUSG00000002083,52.1762697165158,48.81565396498455
ENSMUSG00000002100,32.402840262344846,0.0
ENSMUSG00000002102,90.2433736245867,96.5526586806873
ENSMUSG00000002103,55.33633259255244,74.59482898802104
ENSMUSG00000002104,89.42490107864924,42.18114802970351
ENSMUSG00000002105,79.223806168356,54.284785083202344
ENSMUSG00000002107,98.38473630007046,97.23020217897988
ENSMUSG00000002109,52.474388855764545,62.64296167813974
ENSMUSG00000002111,87.78795598677435,97.1651580031438
ENSMUSG00000002129,72.03100439048187,92.05919020001085
ENSMUSG00000002147,94.96449672068947,82.31882486855656
ENSMUSG00000002204,97.00254756355358,96.26538023741125
ENSMUSG00000002205,87.73917285489729,73.45655591088948
ENSMUSG00000002210,69.74903788823242,69.80866171608217
ENSMUSG00000002221,57.8730554501599,77.76573256003036
ENSMUSG00000002222,84.58453032684699,68.69207003089598
ENSMUSG00000002227,63.33676622039135,59.99783186080546
ENSMUSG00000002249,39.536018212369235,24.776410645563445
ENSMUSG00000002250,37.5359098054095,45.541763781234756
ENSMUSG00000002257,92.24890237953277,93.01317144560682
ENSMUSG00000002265,17.149981028782047,13.783944929264457
ENSMUSG00000002266,17.209604856631795,30.39189115941243
ENSMUSG00000002274,48.43080925795436,65.4723833270096
ENSMUSG00000002279,54.9189657976042,70.49162556236111
ENSMUSG00000002280,68.8546804704862,74.01485175348257
ENSMUSG00000002289,52.25215458832457,64.04141145861564
ENSMUSG00000002297,58.22537806927205,64.92492818038919
ENSMUSG00000002307,73.57038321860263,70.2910726868665
ENSMUSG00000002308,63.596942923735696,78.19936039893761
ENSMUSG00000002319,62.08466583554664,69.08233508591252
ENSMUSG00000002320,65.9114315139032,84.55200823892895
ENSMUSG00000002324,75.91739389668817,41.21090574014852
ENSMUSG00000002325,86.08596671906336,87.59282345926609
ENSMUSG00000002326,83.25112472220717,79.50024391565938
ENSMUSG00000002329,90.51439102390374,80.41628272535097
ENSMUSG00000002332,78.63840858583121,81.35942327497425
ENSMUSG00000002341,37.41124180172367,35.2322619112147
ENSMUSG00000002342,80.60057455688656,73.22890129546316
ENSMUSG00000002343,56.05723887473576,51.2710716027969
ENSMUSG00000002345,61.016857282237524,74.62193072795273
ENSMUSG00000002346,42.755704916255624,44.74497262724267
ENSMUSG00000002365,38.43026722315573,72.860317632392
ENSMUSG00000002372,91.54967748929481,88.99669358772833
ENSMUSG00000002379,77.20201636945092,91.54425714130848
ENSMUSG00000002384,24.234375846929375,17.735378611306846
ENSMUSG00000002393,44.31134478833541,53.58556019296439
ENSMUSG00000002395,93.18662258116971,89.52788769038972
ENSMUSG00000002396,64.06851319854735,75.32115561819069
ENSMUSG00000002409,54.90270475364518,42.51720960485663
ENSMUSG00000002413,65.78676351021736,74.31297089273131
ENSMUSG00000002416,76.02038050842864,87.32180605994905
ENSMUSG00000002428,79.89050897067592,83.35411133394764
ENSMUSG00000002455,78.58420510596781,80.04227871429346
ENSMUSG00000002458,97.86438289338176,96.85619816792239
ENSMUSG00000002459,35.833920537698525,33.80671039080709
ENSMUSG00000002475,13.87067049704591,12.038592877662746
ENSMUSG00000002477,80.38918098541926,96.03230527399859
ENSMUSG00000002486,63.38554935226841,66.70822266789528
ENSMUSG00000002489,53.048945742316654,63.5427394438723
ENSMUSG00000002496,85.75532549189658,81.55455580248253
ENSMUSG00000002524,97.15431730717113,96.13529188573906
ENSMUSG00000002546,79.4080979998916,63.71619057943519
ENSMUSG00000002550,83.35411133394764,79.92303105859396
ENSMUSG00000002565,99.85365060436881,40.3165483224023
ENSMUSG00000002578,32.72264079353894,11.344788335411133
ENSMUSG00000002580,81.79847146186785,72.45921188140278
ENSMUSG00000002602,5.496232858149494,45.66643178492059
ENSMUSG00000002603,52.12748658463874,57.30933925958046
ENSMUSG00000002608,59.77017724537915,64.99539270421161
ENSMUSG00000002617,60.52360561548051,59.15225757493631
ENSMUSG00000002625,96.818255732018,85.99382080329558
ENSMUSG00000002633,11.957287657867635,5.517914250094856
ENSMUSG00000002635,57.33102065152583,75.94449563661986
ENSMUSG00000002658,88.5793267927801,87.27844327605833
ENSMUSG00000002660,82.45433356821508,87.2350804921676
ENSMUSG00000002661,67.82481435308146,60.377256219849315
ENSMUSG00000002668,94.94823567673045,72.08520787034529
ENSMUSG00000002679,49.87804217030734,52.18711041248848
ENSMUSG00000002699,93.28960919291018,80.13984497804759
ENSMUSG00000002718,83.1101956745623,92.88308309393463
ENSMUSG00000002728,79.8471461867852,91.6147216651309
ENSMUSG00000002731,57.358122391457535,71.52149167976583
ENSMUSG00000002732,46.582470594612175,48.1435308146783
ENSMUSG00000002733,57.672502574665295,74.83332429942003
ENSMUSG00000002741,67.08222667895278,69.35335248522955
ENSMUSG00000002748,83.61970838527833,90.85587294704321
ENSMUSG00000002763,90.86129329502954,79.08287712071115
ENSMUSG00000002767,77.44593202883625,89.40321968670388
ENSMUSG00000002768,85.36506043688004,84.60621171879235
ENSMUSG00000002769,41.40603826765678,0.0
ENSMUSG00000002771,46.040435795978105,24.22353515095669
ENSMUSG00000002778,84.66041519865576,83.32700959401593
ENSMUSG00000002781,47.097403653314544,51.95403544907583
ENSMUSG00000002791,15.149872621822322,34.63602363271722
ENSMUSG00000002797,30.039568540300287,59.276925578622155
ENSMUSG00000002799,0.0,37.660577809095344
ENSMUSG00000002803,58.64816521220663,52.68578242723183
ENSMUSG00000002804,55.09241693316711,74.91462951921514
ENSMUSG00000002808,72.9795652880915,39.893761179467724
ENSMUSG00000002812,90.72036424738468,87.50609789148463
ENSMUSG00000002814,62.355683234863676,72.33996422570328
ENSMUSG00000002820,73.15843677164075,47.37384140061792
ENSMUSG00000002825,55.93799121903626,80.61683560084558
ENSMUSG00000002831,38.397745135237685,30.792996910401648
ENSMUSG00000002833,88.24868556561331,89.21350750718197
ENSMUSG00000002835,55.3309122445661,87.58198276329341
ENSMUSG00000002844,80.84449021627188,82.09659060111659
ENSMUSG00000002845,71.71120385928776,86.14559054691311
ENSMUSG00000002846,46.34939563119953,48.490433085804106
ENSMUSG00000002870,82.39470974036533,97.9240067212315
ENSMUSG00000002871,75.071819610819,64.69185321697653
ENSMUSG00000002881,67.36950512222884,61.66187869261207
ENSMUSG00000002885,97.63672827795544,71.71120385928776
ENSMUSG00000002897,98.1625020326305,87.91804433844653
ENSMUSG00000002900,11.361049379370156,33.047861672719385
ENSMUSG00000002910,57.50447178708873,65.60789202666811
ENSMUSG00000002930,18.098541926391672,0.0
ENSMUSG00000002948,69.40755596509295,74.31839124071765
ENSMUSG00000002949,84.90975120602742,85.09404303756301
ENSMUSG00000002957,83.83110195674563,78.88774459320288
ENSMUSG00000002963,74.63819177191175,87.72291181093827
ENSMUSG00000002968,79.41893869586427,84.06959726814462
ENSMUSG00000002981,83.5492438614559,83.90156648056805
ENSMUSG00000002983,40.70681337741883,16.401973006667028
ENSMUSG00000002984,79.76042061900374,93.66903355195404
ENSMUSG00000002985,99.14358501815816,98.59612987153776
ENSMUSG00000002996,95.72334543877717,84.1888449238441
ENSMUSG00000002997,93.76659981570818,89.27855168301805
ENSMUSG00000003031,73.13675537969537,45.63933004498889
ENSMUSG00000003032,21.96867038863895,19.11214699983739
ENSMUSG00000003033,96.9917068675809,93.14325979727899
ENSMUSG00000003037,89.92899344137894,93.26250745297848
ENSMUSG00000003038,98.53650604368801,99.88617269228685
ENSMUSG00000003039,98.27632934034365,94.78562523714022
ENSMUSG00000003053,13.979077456772727,15.821995772128572
ENSMUSG00000003062,69.0660740419535,61.91121469998374
ENSMUSG00000003068,90.64447937557591,90.83961190308418
ENSMUSG00000003072,95.354761775706,97.49579923031058
ENSMUSG00000003099,71.5160713317795,86.6496829096428
ENSMUSG00000003119,67.67846495745027,68.25844219198872
ENSMUSG00000003123,79.85256653477153,79.955553146512
ENSMUSG00000003131,89.34359585885414,89.38153829475853
ENSMUSG00000003134,70.1989267710987,63.08743021301968
ENSMUSG00000003135,42.43590438506153,53.21697652989322
ENSMUSG00000003153,90.70952355141199,52.81045043091767
ENSMUSG00000003154,64.03057076264295,51.84020814136267
ENSMUSG00000003161,97.22478183099355,95.28971759986992
ENSMUSG00000003166,81.78221041790883,84.5086454550382
ENSMUSG00000003184,94.89403219686704,87.54404032738901
ENSMUSG00000003190,61.19572876578676,72.70854788877446
ENSMUSG00000003198,64.3286899018917,59.03300991923681
ENSMUSG00000003199,45.720635264784,56.30657488210743
ENSMUSG00000003200,84.36229605940702,81.90687842159467
ENSMUSG00000003206,49.20049867201474,73.2722640793539
ENSMUSG00000003208,78.38907257845953,70.79516504959619
ENSMUSG00000003226,89.59835221421216,75.26153179034094
ENSMUSG00000003228,38.744647406363484,45.22196325004065
ENSMUSG00000003233,60.946392758415094,70.32359477478454
ENSMUSG00000003234,78.92026668112094,74.11783836522304
ENSMUSG00000003235,63.922163802916145,76.76296818255733
ENSMUSG00000003269,84.28641118759825,69.29914900536615
ENSMUSG00000003271,34.91788172800694,30.527399859070954
ENSMUSG00000003279,37.416662149710014,38.59287766274595
ENSMUSG00000003282,50.89164724375305,28.104504309176647
ENSMUSG00000003283,67.91153992086292,54.19263916743455
ENSMUSG00000003299,84.85554772616402,91.62556236110359
ENSMUSG00000003308,76.45942869532225,91.64724375304894
ENSMUSG00000003309,42.27871429345764,6.704970459103475
ENSMUSG00000003316,67.30446094639277,88.21074312970893
ENSMUSG00000003344,64.50756138544095,57.48279039514337
ENSMUSG00000003345,78.44327605832294,71.24505393246247
ENSMUSG00000003346,57.67792292265164,73.42403382297144
ENSMUSG00000003348,97.91316602525882,85.71196270800586
ENSMUSG00000003355,39.47639438451949,75.99327876849694
ENSMUSG00000003360,58.50723616456176,55.64529242777386
ENSMUSG00000003363,91.72854897284407,63.07116916906066
ENSMUSG00000003378,53.520516017128294,29.643883137297415
ENSMUSG00000003379,33.5953168193398,0.0
ENSMUSG00000003380,95.54447395522793,94.64469618949536
ENSMUSG00000003382,67.9223806168356,55.569407555965086
ENSMUSG00000003402,85.2241313892352,87.70665076697924
ENSMUSG00000003410,26.86866496829096,19.719225974307548
ENSMUSG00000003418,97.8427015014364,71.98222125860481
ENSMUSG00000003420,28.744105371564853,43.87229660144181
ENSMUSG00000003421,85.9179359314868,80.28077402569245
ENSMUSG00000003423,82.0315464252805,76.90389723020218
ENSMUSG00000003429,99.30077510976206,99.45796520136592
ENSMUSG00000003435,87.47899615155293,91.28950078595047
ENSMUSG00000003436,23.020217897989053,14.044121632608814
ENSMUSG00000003437,88.74193723237032,92.21095994362838
ENSMUSG00000003438,76.72502574665293,92.51449943086347
ENSMUSG00000003444,52.53943303160062,61.71066182448913
ENSMUSG00000003452,67.47791208195567,80.68187977668167
ENSMUSG00000003458,90.47102824001301,92.80719822212586
ENSMUSG00000003464,82.15079408097999,84.58995067483332
ENSMUSG00000003484,43.04298335953168,45.12981733427286
ENSMUSG00000003500,93.2245650170741,90.66074041953493
ENSMUSG00000003518,40.7555965092959,47.0919833053282
ENSMUSG00000003526,53.054366090303,80.99083961190308
ENSMUSG00000003527,84.2267873597485,58.78909425985148
ENSMUSG00000003528,94.7964659331129,86.88817822104178
ENSMUSG00000003531,75.21816900645022,71.71662420727411
ENSMUSG00000003541,98.54192639167435,62.85977559759337
