gen_name,CD4-positive helper T cell
ENSG00000007908,35.64450889109364
ENSG00000007923,65.08051591238647
ENSG00000007933,82.16820575440738
ENSG00000007944,73.24658475158361
ENSG00000007952,5.807830267877585
ENSG00000007968,70.94940090055712
ENSG00000008018,98.36297031214227
ENSG00000008056,10.87155613218347
ENSG00000008083,73.1282912310158
ENSG00000008086,96.71067694421124
ENSG00000008118,23.166450431198964
ENSG00000008128,83.53048920094635
ENSG00000008130,51.56834312752805
ENSG00000008196,18.598794169274214
ENSG00000008197,36.70151873616729
ENSG00000008226,61.77974509654278
ENSG00000008256,29.76036022284973
ENSG00000008277,43.390826528275966
ENSG00000008282,88.33854842402503
ENSG00000008283,40.662443715179734
ENSG00000008294,90.32664275356788
ENSG00000008300,24.131878195833014
ENSG00000008311,62.98939174234908
ENSG00000008323,49.931313439670305
ENSG00000008324,78.74150957795925
ENSG00000008382,45.989468060749445
ENSG00000008394,82.6146683965504
ENSG00000008405,65.06525223231321
ENSG00000008441,29.367320460963136
ENSG00000008513,76.15431580554072
ENSG00000008516,50.57238800274746
ENSG00000008517,99.74051743875448
ENSG00000008710,66.87399832099518
ENSG00000008735,67.88521712584904
ENSG00000008838,74.85690299931314
ENSG00000008853,29.157444859955735
ENSG00000008869,82.3093947950851
ENSG00000008952,94.12348317179273
ENSG00000008988,99.41234831717927
ENSG00000009307,95.56208501869801
ENSG00000009335,69.42303289323057
ENSG00000009413,97.2563535068305
ENSG00000009694,75.2194154010532
ENSG00000009709,27.890559413874684
ENSG00000009724,43.33740364801954
ENSG00000009765,84.44249408532397
ENSG00000009780,94.98969701595055
ENSG00000009790,94.44783637334962
ENSG00000009830,78.3141265359078
ENSG00000009844,64.03113790734946
ENSG00000009950,64.87445623139739
ENSG00000009954,94.82942837518125
ENSG00000010017,75.98259940471648
ENSG00000010030,30.85552926810654
ENSG00000010072,65.01564527207509
ENSG00000010165,43.829657330382354
ENSG00000010219,45.43234373807525
ENSG00000010244,98.6262687934061
ENSG00000010256,88.4263145844463
ENSG00000010270,82.49255895596428
ENSG00000010278,71.39204762268183
ENSG00000010282,7.20827291459971
ENSG00000010292,78.95901701900328
ENSG00000010295,61.359993894527975
ENSG00000010310,75.37968404182249
ENSG00000010318,64.2982523086316
ENSG00000010319,23.506067312829124
ENSG00000010322,75.6162710829581
ENSG00000010327,27.44409677173166
ENSG00000010361,58.66595436159658
ENSG00000010379,29.455086621384414
ENSG00000010404,94.8408761352362
ENSG00000010438,7.631840036632832
ENSG00000010539,90.677707395253
ENSG00000010610,83.99984736319927
ENSG00000010626,44.99732885598718
ENSG00000010671,65.76738151568343
ENSG00000010704,65.2713119133023
ENSG00000010803,50.213691521025716
ENSG00000010810,86.2817675341525
ENSG00000010818,81.15317102953522
ENSG00000010932,67.41585896359612
ENSG00000011007,92.00946348164543
ENSG00000011009,57.845531557658546
ENSG00000011021,69.64817217431123
ENSG00000011028,49.004044875219414
ENSG00000011052,61.42104861482104
ENSG00000011083,16.782416240555598
ENSG00000011105,12.958864382202547
ENSG00000011114,85.80096161184461
ENSG00000011132,72.97565443028314
ENSG00000011143,48.19888575135465
ENSG00000011198,81.15698694955353
ENSG00000011201,32.52308631611081
ENSG00000011243,66.27489887811952
ENSG00000011258,66.65267495993284
ENSG00000011260,78.45913149660383
ENSG00000011275,73.72739067389148
ENSG00000011295,94.99351293596887
ENSG00000011304,76.53209188735404
ENSG00000011332,60.76089445165229
ENSG00000011347,35.633061131038694
ENSG00000011376,71.35770434251698
ENSG00000011405,85.51095169045256
ENSG00000011422,67.63718232465847
ENSG00000011426,64.88208807143401
ENSG00000011451,49.793940319010915
ENSG00000011454,81.54621079142181
ENSG00000011465,80.09234526444325
ENSG00000011478,68.86972449057468
ENSG00000011485,67.95008776616042
ENSG00000011523,68.2935205678089
ENSG00000011566,46.63054262382661
ENSG00000011590,34.34709608486607
ENSG00000011600,44.07006029153629
ENSG00000011638,70.89979394031901
ENSG00000011677,20.991376020758604
ENSG00000012048,79.03915133938793
ENSG00000012061,82.9848126383271
ENSG00000012124,82.45439975578111
ENSG00000012171,81.71792719224605
ENSG00000012174,55.87651682820728
ENSG00000012211,64.9698542318553
ENSG00000012223,42.68488132488743
ENSG00000012232,84.1219568037854
ENSG00000012504,57.72723803709074
ENSG00000012660,81.52713119133023
ENSG00000012779,16.301610318247732
ENSG00000012817,70.44951537815768
ENSG00000012822,74.71571395863543
ENSG00000012963,70.4762268182859
ENSG00000012983,85.69411585133176
ENSG00000013016,47.56925894833245
ENSG00000013275,92.38342364344044
ENSG00000013288,81.92780279325346
ENSG00000013293,81.69121575211784
ENSG00000013297,79.84049454323437
ENSG00000013306,77.62726093261085
ENSG00000013364,93.11608028695719
ENSG00000013374,87.68602610089292
ENSG00000013375,88.93383194688239
ENSG00000013392,45.63458749904602
ENSG00000013441,99.22155231626346
ENSG00000013503,51.40044264672212
ENSG00000013523,51.90032816912158
ENSG00000013561,72.85354498969701
ENSG00000013563,51.17148744562314
ENSG00000013573,87.64405098069145
ENSG00000013583,53.10234297489125
ENSG00000013588,91.8415630008395
ENSG00000013619,59.61230252613905
ENSG00000013725,89.15133938792643
ENSG00000013810,79.09257421964435
ENSG00000014123,85.22857360909715
ENSG00000014138,74.92558955964283
ENSG00000014164,40.69297107532626
ENSG00000014216,76.97092268946044
ENSG00000014257,54.21659162023964
ENSG00000014641,97.46241318781958
ENSG00000014824,85.35068304968327
ENSG00000014914,53.327482255971915
ENSG00000014919,69.22460505227811
ENSG00000015133,79.2184995802488
ENSG00000015153,85.97649393268718
ENSG00000015171,75.37586812180417
ENSG00000015285,46.149736701518734
ENSG00000015413,9.314660764710371
ENSG00000015475,73.33435091200488
ENSG00000015479,98.649164313516
ENSG00000015520,34.946195527741736
ENSG00000015532,74.72716171869037
ENSG00000015568,84.04945432343737
ENSG00000015592,26.825917728764402
ENSG00000015676,87.67076242081966
ENSG00000016082,34.938563687705106
ENSG00000016391,78.40189269632909
ENSG00000016402,51.0455620850187
ENSG00000016490,32.48492711592765
ENSG00000016602,19.663435854384492
ENSG00000016864,73.64725635350683
ENSG00000017260,69.88475921544685
ENSG00000017427,64.26772494848508
ENSG00000017483,29.779439822941313
ENSG00000017797,87.00297641761429
ENSG00000018189,80.82118598794169
ENSG00000018236,61.02419293291612
ENSG00000018280,89.18186674807296
ENSG00000018408,62.329237579180344
ENSG00000018510,69.09104785163703
ENSG00000018607,12.623063420590706
ENSG00000018610,76.19629092574219
ENSG00000018625,77.50896741204303
ENSG00000018699,58.13935739906891
ENSG00000018869,27.90963901396627
ENSG00000019102,10.226665649087995
ENSG00000019144,91.47523467908113
ENSG00000019169,11.756849576432877
ENSG00000019186,87.4914141799588
ENSG00000019485,33.53048920094635
ENSG00000019505,42.12394108219492
ENSG00000019549,20.35411737769976
ENSG00000019582,98.24467679157445
ENSG00000019991,48.2332290315195
ENSG00000019995,69.56422193390827
ENSG00000020129,50.591467602839046
ENSG00000020181,43.01686636648096
ENSG00000020219,1.850721208883462
ENSG00000020256,84.55315576585515
ENSG00000020426,67.09913760207587
ENSG00000020577,83.41982752041517
ENSG00000020633,93.91742349080363
ENSG00000020922,87.33496145920782
ENSG00000021300,33.77852400213692
ENSG00000021355,87.59825994047165
ENSG00000021461,80.04273830420514
ENSG00000021488,66.03449591696558
ENSG00000021574,96.42448294283751
ENSG00000021645,64.37457070899794
ENSG00000021762,25.677325803251165
ENSG00000021776,83.2862703197741
ENSG00000021826,80.95092726856446
ENSG00000022267,63.27558574372281
ENSG00000022277,90.36098603373274
ENSG00000022355,74.24635579638252
ENSG00000022556,79.54285278180569
ENSG00000022567,36.51453865526978
ENSG00000022840,96.48172174311227
ENSG00000022976,77.41738533160346
ENSG00000023041,84.49973288559872
ENSG00000023171,84.76684728688086
ENSG00000023191,66.79004808059223
ENSG00000023228,98.21414943142793
ENSG00000023287,89.47187666946502
ENSG00000023318,89.5634587499046
ENSG00000023330,68.99946577119744
ENSG00000023445,97.81347782950469
ENSG00000023516,75.34534076165762
ENSG00000023572,82.60703655651378
ENSG00000023608,84.25932992444478
ENSG00000023697,52.686407692894754
ENSG00000023734,88.27749370373196
ENSG00000023839,62.26818285888728
ENSG00000023892,58.89109364267725
ENSG00000023902,86.39624513470197
ENSG00000023909,81.05014118904069
ENSG00000024048,94.10440357170114
ENSG00000024422,81.28291231015798
ENSG00000024526,53.980004579104026
ENSG00000024862,51.476761047088445
ENSG00000025039,62.63451118064566
ENSG00000025156,80.69144470731894
ENSG00000025293,89.01015034724871
ENSG00000025423,45.6307715790277
ENSG00000025434,40.254140273219875
ENSG00000025708,65.86659543615966
ENSG00000025770,78.19583301534
ENSG00000025772,49.20628863619019
ENSG00000025796,95.08509501640846
ENSG00000025800,92.91765244600472
ENSG00000026025,99.10325879569564
ENSG00000026036,21.50652522323132
ENSG00000026103,79.60772342211708
ENSG00000026297,82.96573303823553
ENSG00000026508,99.53827367778372
ENSG00000026559,58.482790200717396
ENSG00000026652,87.96840418224834
ENSG00000026751,76.93657940929558
ENSG00000026950,77.31435549110891
ENSG00000027001,45.65748301915592
ENSG00000027075,92.38723956345875
ENSG00000027644,57.53644203617492
ENSG00000027697,63.96626726703808
ENSG00000027847,33.751812562008695
ENSG00000027869,46.680149584064715
ENSG00000028116,52.766542013279405
ENSG00000028137,80.5922307868427
ENSG00000028203,88.17064794321911
ENSG00000028277,58.250019079600094
ENSG00000028310,77.40212165153018
ENSG00000028528,80.55025566664122
ENSG00000028839,62.00106845760512
ENSG00000029153,70.8730825001908
ENSG00000029363,99.0918110356407
ENSG00000029364,73.12065939097917
ENSG00000029534,60.272456689307795
ENSG00000029559,9.142944363886132
ENSG00000029639,63.04281462260551
ENSG00000029725,92.64672212470427
ENSG00000029993,64.51957566969396
ENSG00000030066,86.12531481340152
ENSG00000030110,47.1189803861711
ENSG00000030304,45.61550789895444
ENSG00000030419,32.213996794627185
ENSG00000030582,69.80080897504388
ENSG00000031003,69.28565977257117
ENSG00000031081,51.42715408685034
ENSG00000031691,45.855910860108374
ENSG00000031698,91.21956803785393
ENSG00000031823,62.046859497824926
ENSG00000032219,97.21437838662902
ENSG00000032389,49.70999007860795
ENSG00000032444,45.11180645653667
ENSG00000032742,62.51621766007784
ENSG00000033011,69.32381897275434
ENSG00000033030,81.57673815156834
ENSG00000033050,72.46432114782874
ENSG00000033100,39.853468671296646
ENSG00000033122,68.46905288865145
ENSG00000033170,99.75578111882774
ENSG00000033178,86.36571777455545
ENSG00000033327,65.56513775471267
ENSG00000033627,77.12355949019309
ENSG00000033800,87.445623139739
ENSG00000033867,77.2647485308708
ENSG00000034053,47.4662291078379
ENSG00000034152,60.66549645119438
ENSG00000034239,46.70686102419293
ENSG00000034510,99.55353735785698
ENSG00000034533,54.94543234373808
ENSG00000034677,84.08761352362055
ENSG00000034693,59.925207967641
ENSG00000034713,93.08936884682896
ENSG00000034971,38.189727543310696
ENSG00000035115,67.24414256277188
ENSG00000035141,76.68091276806838
ENSG00000035403,84.54552392581851
ENSG00000035499,63.35190414408915
ENSG00000035664,84.29367320460963
ENSG00000035681,87.76234450125925
ENSG00000035687,77.97069373425933
ENSG00000035720,53.90750209875601
ENSG00000035862,42.6543539647409
ENSG00000035928,89.05975730748683
ENSG00000036054,59.16583988399603
ENSG00000036257,88.15920018316416
ENSG00000036448,43.31069220789132
ENSG00000036530,97.08845302602458
ENSG00000036549,80.9127680683813
ENSG00000036565,46.42829886285583
ENSG00000036672,8.852934442494085
ENSG00000036828,92.96344348622453
ENSG00000037042,50.564756162710836
ENSG00000037241,77.72265893306877
ENSG00000037280,52.88483553384721
ENSG00000037474,84.14103640387698
ENSG00000037637,73.38014195222469
ENSG00000037749,71.69732122414713
ENSG00000037757,80.73341982752041
ENSG00000037897,65.56895367473098
ENSG00000037965,5.59032282683355
ENSG00000038002,74.67373883843395
ENSG00000038210,51.82400976875524
ENSG00000038219,96.26039838204991
ENSG00000038274,96.22987102190338
ENSG00000038295,32.916126077997404
ENSG00000038358,58.276730519728304
ENSG00000038382,55.391894985881095
ENSG00000038427,42.978707166297795
ENSG00000038532,86.50309089521484
ENSG00000038945,82.98862855834541
ENSG00000039068,79.22613142028543
ENSG00000039123,84.72105624666108
ENSG00000039139,65.77501335572006
ENSG00000039319,87.70892162100282
ENSG00000039523,41.66221475997863
ENSG00000039537,26.242081965961994
ENSG00000039560,67.60665496451195
ENSG00000039600,21.216515301839273
ENSG00000039650,66.2939784782111
ENSG00000039987,54.98359154392124
ENSG00000040199,91.9140654811875
ENSG00000040275,53.716706097840195
ENSG00000040341,76.24589788598031
ENSG00000040487,56.89918339311608
ENSG00000040531,52.24376097077005
ENSG00000040633,57.31511867511257
ENSG00000040731,37.07166297794398
ENSG00000040933,70.96848050064871
ENSG00000041353,70.16332137678394
ENSG00000041357,95.5391894985881
ENSG00000041515,68.0378539265817
ENSG00000041802,86.71678241624056
ENSG00000041880,39.64740899030757
ENSG00000041982,75.6620621231779
ENSG00000041988,57.406700755552166
ENSG00000042062,52.777989773334355
ENSG00000042088,77.25711669083417
ENSG00000042286,76.17339540563229
ENSG00000042304,74.50583835762802
ENSG00000042317,64.30588414866824
ENSG00000042429,96.24131878195833
ENSG00000042445,50.076318400366326
ENSG00000042493,90.8913989162787
ENSG00000042753,62.8787300618179
ENSG00000042781,33.721285201862166
ENSG00000042813,12.707013660993665
ENSG00000042832,48.41257727238037
ENSG00000042980,78.0317484545524
ENSG00000043039,50.03052736014653
ENSG00000043093,87.68984202091124
ENSG00000043143,50.60673128291231
ENSG00000043462,90.46401587422727
ENSG00000043514,63.59230710524307
ENSG00000043591,55.18201938487369
ENSG00000044090,61.00511333282454
ENSG00000044115,86.19781729374952
ENSG00000044446,69.81607265511714
ENSG00000044459,68.572082729146
ENSG00000044524,38.82698618636953
ENSG00000044574,98.79416927421201
ENSG00000046604,52.57193009234526
ENSG00000046647,52.125467450202244
ENSG00000046651,89.32687170876899
ENSG00000046653,81.56910631153171
ENSG00000046889,57.60512859650462
ENSG00000047056,49.22918415630008
ENSG00000047188,79.7107532626116
ENSG00000047230,64.8324811111959
ENSG00000047249,69.92673433564832
ENSG00000047315,92.89857284591315
ENSG00000047346,94.22269709226894
ENSG00000047365,79.40166374112798
ENSG00000047410,97.7905823093948
ENSG00000047457,91.92169732122414
ENSG00000047578,62.17278485842937
ENSG00000047579,63.607570785316334
ENSG00000047597,66.79386400061055
ENSG00000047617,42.64672212470427
ENSG00000047621,71.33099290238877
ENSG00000047634,77.68831565290391
ENSG00000047644,66.75952072044569
ENSG00000047648,41.56681675952072
ENSG00000047662,54.09829809967183
ENSG00000047849,88.04090666259636
ENSG00000047932,77.1731664504312
ENSG00000047936,33.38548424025032
ENSG00000048028,74.58978859803098
ENSG00000048052,68.49958024879798
ENSG00000048140,53.556437457070906
ENSG00000048162,82.82454399755781
ENSG00000048342,85.25146912920705
ENSG00000048392,59.79546668701824
ENSG00000048405,81.80569335266733
ENSG00000048462,34.663817446386325
ENSG00000048471,82.08043959398611
ENSG00000048540,66.64885903991453
ENSG00000048544,82.404792795543
ENSG00000048545,25.20415172097993
ENSG00000048649,92.35671220331221
ENSG00000048707,90.57086163474014
ENSG00000048740,94.74166221475998
ENSG00000048828,75.65061436312294
ENSG00000048991,87.60589178050829
ENSG00000049089,48.16835839120812
ENSG00000049130,27.3830420514386
ENSG00000049167,57.990536518354574
ENSG00000049192,42.33381668320232
ENSG00000049239,83.67167824162406
ENSG00000049245,65.48881935434633
ENSG00000049246,29.722201022666567
ENSG00000049247,22.086545066015418
ENSG00000049249,94.52033885369762
ENSG00000049283,37.144165458291994
ENSG00000049323,54.689765702510876
ENSG00000049449,67.27466992291842
ENSG00000049540,75.78798748378233
ENSG00000049541,76.89842020911242
ENSG00000049618,95.11562237655498
ENSG00000049656,56.09784018926963
ENSG00000049759,91.95985652140732
ENSG00000049768,34.85842936732046
ENSG00000049769,68.26680912768069
ENSG00000049860,80.0312905441502
ENSG00000049883,60.73799893154239
ENSG00000050030,35.93451881248569
ENSG00000050130,83.32824543997557
ENSG00000050165,20.21674425704037
ENSG00000050327,35.38121040982981
ENSG00000050344,69.12157521178356
ENSG00000050393,87.72418530107609
ENSG00000050405,80.66854918720904
ENSG00000050426,86.25505609402427
ENSG00000050438,87.62115546058155
ENSG00000050555,80.02747462413188
ENSG00000050628,31.977409753491564
ENSG00000050730,79.3329771807983
ENSG00000050748,73.74265435396474
ENSG00000050767,47.225826146683964
ENSG00000050820,49.48103487750897
ENSG00000051009,53.59078073723575
ENSG00000051108,95.92078150041975
ENSG00000051128,60.520491490498365
ENSG00000051180,79.34442494085324
ENSG00000051341,72.91078378997177
ENSG00000051382,59.6924368465237
ENSG00000051523,90.98679691673662
ENSG00000051596,67.26703808288178
ENSG00000051620,86.52217049530641
ENSG00000051825,88.62855834541709
ENSG00000052126,96.96252766542013
ENSG00000052344,60.96313821262306
ENSG00000052723,85.77043425169808
ENSG00000052749,81.48134015111043
ENSG00000052795,91.00206059680988
ENSG00000052802,69.34289857284591
ENSG00000052841,87.04113561779745
ENSG00000052850,26.58551476761047
ENSG00000053108,72.33457986720599
ENSG00000053254,92.52842860413647
ENSG00000053328,28.4743951766771
ENSG00000053371,74.23872395634588
ENSG00000053372,82.46966343585439
ENSG00000053438,38.16301610318248
ENSG00000053501,79.92826070365565
ENSG00000053524,95.48195069831337
ENSG00000053702,63.90902846676334
ENSG00000053747,49.259711516446615
ENSG00000053770,75.03243532015568
ENSG00000053900,78.55452949706174
ENSG00000053918,40.82271235594902
ENSG00000054116,66.81675952072045
ENSG00000054118,95.19957261695795
ENSG00000054148,87.91879722201023
ENSG00000054179,10.089292528428604
ENSG00000054219,82.32847439517667
ENSG00000054267,96.3481645424712
ENSG00000054277,45.40181637792872
ENSG00000054282,96.27566206212317
ENSG00000054356,27.44028085171335
ENSG00000054392,96.35579638250782
ENSG00000054523,87.97985194230328
ENSG00000054611,77.36396245134702
ENSG00000054654,98.93154239487141
ENSG00000054690,61.29893917423491
ENSG00000054793,67.19453560253376
ENSG00000054796,13.508356864840113
ENSG00000054803,25.387315881859116
ENSG00000054938,26.68091276806838
ENSG00000054965,48.11875143097001
ENSG00000054967,39.303976188659085
ENSG00000054983,78.72624589788599
ENSG00000055044,96.08105014118904
ENSG00000055070,66.31305807830267
ENSG00000055118,58.1126459589407
ENSG00000055130,77.62344501259254
ENSG00000055147,54.66305426238266
ENSG00000055163,93.52819964893536
ENSG00000055208,93.55491108906358
ENSG00000055211,72.22773410669312
ENSG00000055332,95.4208959780203
ENSG00000055483,67.9653514462337
ENSG00000055609,95.94367702052965
ENSG00000055732,81.0997481492788
ENSG00000055813,21.73929634434862
ENSG00000055917,84.7515836068076
ENSG00000055950,69.4306647332672
ENSG00000055955,40.85323971609555
ENSG00000055957,37.437991299702354
ENSG00000056050,67.52270472410899
ENSG00000056097,90.64336411508815
ENSG00000056277,96.81370678470579
ENSG00000056291,33.64496680149584
ENSG00000056487,11.047088453026024
ENSG00000056558,69.65198809432954
ENSG00000056586,83.00389223841869
ENSG00000056736,87.7051057009845
ENSG00000056972,88.44157826451958
ENSG00000056998,31.592001831641607
ENSG00000057019,84.88132488743037
ENSG00000057252,90.37243379378769
ENSG00000057294,66.50003815920019
ENSG00000057468,27.818056933526673
ENSG00000057593,28.699534457757764
ENSG00000057608,97.2105624666107
ENSG00000057657,93.14279172708541
ENSG00000057663,75.90628100435015
ENSG00000057704,66.67938640006106
ENSG00000057757,72.781042509349
ENSG00000057935,80.10760894451653
ENSG00000058056,51.812562008700304
ENSG00000058063,86.1443944134931
ENSG00000058085,56.03678546897657
ENSG00000058091,44.333358772800125
ENSG00000058262,79.38640006105472
ENSG00000058272,90.57467755475845
ENSG00000058335,45.974204380676184
ENSG00000058404,38.357628024116615
ENSG00000058453,67.67915744485997
ENSG00000058600,84.1486682439136
ENSG00000058668,92.14683660230482
ENSG00000058673,98.15309471113486
ENSG00000058729,82.08807143402275
ENSG00000058799,55.639929787071665
ENSG00000058804,70.33122185758987
ENSG00000058866,71.54086850339617
ENSG00000059122,97.94321911012746
ENSG00000059145,66.58398839960314
ENSG00000059377,66.79767992062887
ENSG00000059378,47.81729374952301
ENSG00000059573,63.34045638403419
ENSG00000059588,67.56467984431046
ENSG00000059691,62.75662062123178
ENSG00000059728,60.65404869113943
ENSG00000059758,67.70968480500649
ENSG00000059769,57.98672059833626
ENSG00000059804,98.33625887201404
ENSG00000059915,36.029916812943604
ENSG00000060069,48.49652751278333
ENSG00000060138,84.01511104327253
ENSG00000060140,39.0750209875601
ENSG00000060237,91.49813019919102
ENSG00000060303,1.2707013660993667
ENSG00000060339,95.79485613981531
ENSG00000060491,53.377089216210024
ENSG00000060558,44.10440357170114
ENSG00000060566,34.61802640616652
ENSG00000060642,63.74112798595741
ENSG00000060656,32.94665343814393
ENSG00000060688,88.76974738609479
ENSG00000060709,37.87682210180874
ENSG00000060718,28.272151415706325
ENSG00000060749,56.29626803022209
ENSG00000060762,57.006029153628944
ENSG00000060971,87.59062810043503
ENSG00000060982,79.06586277951614
ENSG00000061273,51.65992520796764
ENSG00000061337,69.57948561398153
ENSG00000061455,25.56666412271999
ENSG00000061492,21.834694344806532
ENSG00000061656,49.06128367549416
ENSG00000061676,86.09860337327329
ENSG00000061794,81.69884759215446
ENSG00000061918,32.03464855376632
ENSG00000061936,75.10875372052202
ENSG00000061938,58.71937724185301
ENSG00000061987,80.18774326490117
