gen_name,hemocyte
FBgn0000008,35.43289561540174
FBgn0000014,11.684843089249943
FBgn0000017,91.23080347206766
FBgn0000018,39.327843311818384
FBgn0000022,6.087246828399733
FBgn0000024,26.50790117961273
FBgn0000028,6.43222791008235
FBgn0000032,87.79212107723124
FBgn0000037,16.55909192076564
FBgn0000038,17.082127754284443
FBgn0000042,99.64389049632763
FBgn0000043,99.06521255286
FBgn0000044,8.424215446249722
FBgn0000045,26.096149565991546
FBgn0000052,64.0329401290897
FBgn0000053,44.135321611395504
FBgn0000055,23.948364121967504
FBgn0000057,63.921655909192076
FBgn0000063,18.81816158468729
FBgn0000064,88.67126641442243
FBgn0000071,98.40863565546407
FBgn0000077,47.028711328733586
FBgn0000078,9.525929223236144
FBgn0000079,6.109503672379256
FBgn0000083,96.0939238815936
FBgn0000084,81.78277320275986
FBgn0000092,7.867794346761629
FBgn0000094,16.59247718673492
FBgn0000097,90.62986868462052
FBgn0000100,97.78544402403739
FBgn0000108,4.1954150901402185
FBgn0000109,64.1776096149566
FBgn0000114,21.14400178054752
FBgn0000115,80.3694636100601
FBgn0000116,10.57200089027376
FBgn0000117,91.03049187625196
FBgn0000119,54.36234141998665
FBgn0000139,64.44469174271089
FBgn0000140,23.62563988426441
FBgn0000146,14.945470732250165
FBgn0000147,15.99154239928778
FBgn0000150,98.72023147117739
FBgn0000152,64.84531493434231
FBgn0000153,12.664144224348986
FBgn0000158,9.537057645225907
FBgn0000163,76.80836857333631
FBgn0000173,97.41820609837525
FBgn0000179,7.4115290451813935
FBgn0000180,48.809258847095485
FBgn0000181,91.18628978410861
FBgn0000182,10.33830402848876
FBgn0000183,84.49810816826174
FBgn0000212,70.10905853549967
FBgn0000221,52.57066547963499
FBgn0000228,66.25862452704206
FBgn0000229,71.19964389049632
FBgn0000239,59.08079234364567
FBgn0000241,2.7153349655018917
FBgn0000244,28.588916091698195
FBgn0000246,20.25372802136657
FBgn0000247,56.23191631426664
FBgn0000250,84.76519029601603
FBgn0000253,98.93167148898286
FBgn0000256,94.17983529935455
FBgn0000257,80.43623414199867
FBgn0000259,87.11328733585577
FBgn0000261,94.79189850879145
FBgn0000273,88.25951480080124
FBgn0000274,22.47941241931894
FBgn0000276,34.07522813265079
FBgn0000277,32.483863788114846
FBgn0000278,22.501669263298467
FBgn0000279,58.75806810594257
FBgn0000283,63.365234809703985
FBgn0000286,81.42666369908747
FBgn0000289,71.85622078789228
FBgn0000299,97.31805030046739
FBgn0000307,67.1822835521923
FBgn0000308,98.6868462052081
FBgn0000316,67.20454039617182
FBgn0000317,27.142221233029158
FBgn0000318,94.71399955486312
FBgn0000319,96.21633652348098
FBgn0000326,52.94903182728689
FBgn0000330,58.591141776096144
FBgn0000339,93.53438682394837
FBgn0000346,23.881593590028935
FBgn0000351,26.21856220787892
FBgn0000352,58.4019586022702
FBgn0000357,25.684397952370354
FBgn0000370,91.62029824170934
FBgn0000376,23.581126196305362
FBgn0000377,53.57222345871355
FBgn0000382,78.26619185399511
FBgn0000384,77.3647896728244
FBgn0000394,60.68328511017138
FBgn0000395,59.670598709103054
FBgn0000404,66.81504562653015
FBgn0000405,38.315156910750055
FBgn0000412,70.91030491876252
FBgn0000414,56.56576897395949
FBgn0000416,98.34186512352548
FBgn0000422,10.238148230580904
FBgn0000426,70.77676385488539
FBgn0000439,1.958602270198086
FBgn0000442,7.233474293345203
FBgn0000447,75.48408635655464
FBgn0000448,56.610282661918546
FBgn0000451,5.575339416870688
FBgn0000454,95.38170487424883
FBgn0000455,82.25016692632985
FBgn0000464,63.9439127531716
FBgn0000473,7.433785889160917
FBgn0000477,27.932339194302248
FBgn0000479,81.11506788337414
FBgn0000482,70.52081014912085
FBgn0000490,66.34765190296015
FBgn0000499,52.960160249276655
FBgn0000500,1.813932784331182
FBgn0000504,58.29067438237258
FBgn0000520,44.99221010460717
FBgn0000524,61.95192521700423
FBgn0000527,17.90563098152682
FBgn0000535,3.505452926774983
FBgn0000536,72.99131983084798
FBgn0000541,69.00734475851324
FBgn0000542,16.347651902960163
FBgn0000543,62.77542844424661
FBgn0000546,91.7427108835967
FBgn0000547,81.37102158913866
FBgn0000551,9.98219452481638
FBgn0000557,6.7883374137547285
FBgn0000559,98.95392833296238
FBgn0000562,46.87291342087692
FBgn0000565,96.04941019363454
FBgn0000566,86.56799465835745
FBgn0000567,92.52170042288003
FBgn0000568,96.28310705541953
FBgn0000575,97.03983975072335
FBgn0000578,97.00645448475406
FBgn0000579,96.4166481192967
FBgn0000581,63.99955486312041
FBgn0000588,22.1121744936568
FBgn0000592,2.9045181393278434
FBgn0000611,77.17560649899843
FBgn0000615,55.18584464722902
FBgn0000617,44.680614288893835
FBgn0000618,80.93701313153795
FBgn0000629,51.391052748720234
FBgn0000633,11.929668373024706
FBgn0000635,17.582906743823727
FBgn0000636,70.888048074783
FBgn0000639,58.012463832628534
FBgn0000640,71.38882706432229
FBgn0000644,29.078566659247716
FBgn0000662,76.71934119741822
FBgn0000667,55.987091030491875
FBgn0000709,62.28577787669708
FBgn0000711,90.77453817048743
FBgn0000719,76.16292009793011
FBgn0000721,77.07545070109059
FBgn0000723,92.33251724905408
FBgn0000810,36.4344535944803
FBgn0000826,20.02003115958157
FBgn0000996,30.24705096817271
FBgn0001075,17.638548853772534
FBgn0001078,55.664366792788776
FBgn0001079,56.543512129979966
FBgn0001083,12.330291564656132
FBgn0001084,21.177387046516806
FBgn0001085,92.86668150456265
FBgn0001086,29.167594035165813
FBgn0001087,62.09659470287113
FBgn0001089,98.66458936122858
FBgn0001090,14.711773870465167
FBgn0001091,93.7569552637436
FBgn0001092,84.05297128867126
FBgn0001098,98.03026930781216
FBgn0001099,24.248831515691073
FBgn0001104,92.92232361451146
FBgn0001105,99.02069886490096
FBgn0001108,74.96105052303584
FBgn0001114,98.80925884709548
FBgn0001122,89.7618517694191
FBgn0001123,73.16937458268417
FBgn0001124,64.96772757622969
FBgn0001125,82.70643222791008
FBgn0001128,76.75272646338749
FBgn0001133,56.665924771867346
FBgn0001137,16.258624527042066
FBgn0001139,81.77164478077009
FBgn0001142,97.61851769419097
FBgn0001145,53.27175606498999
FBgn0001149,96.95081237480525
FBgn0001150,18.295125751168484
FBgn0001168,85.42176719341198
FBgn0001169,86.34542621856221
FBgn0001174,7.723124860894726
FBgn0001179,58.14600489650567
FBgn0001185,37.71422212330292
FBgn0001186,78.13265079011796
FBgn0001189,82.78433118183841
FBgn0001197,72.64633874916538
FBgn0001202,55.67549521477855
FBgn0001206,24.994435789005117
FBgn0001208,6.999777431560204
FBgn0001215,91.1306476741598
FBgn0001216,14.700645448475406
FBgn0001218,99.19875361673715
FBgn0001220,94.95882483863788
FBgn0001222,66.22523926107277
FBgn0001223,48.052526151791675
FBgn0001224,98.11929668373025
FBgn0001225,82.48386378811485
FBgn0001226,98.60894725127977
FBgn0001227,29.657244602715334
FBgn0001228,49.13198308479858
FBgn0001229,29.55708880480748
FBgn0001230,69.68617849988871
FBgn0001233,98.28622301357667
FBgn0001235,33.36300912530603
FBgn0001247,56.82172267972402
FBgn0001248,88.4486979746272
FBgn0001250,79.6127309147563
FBgn0001255,19.797462719786335
