gen_name,neural crest cell
ENSGALG00000000603,35.79479207151186
ENSGALG00000000604,33.63129939111284
ENSGALG00000000606,67.56704236300038
ENSGALG00000000607,30.800621842207537
ENSGALG00000000608,43.004275165176836
ENSGALG00000000611,62.4951418577536
ENSGALG00000000613,97.6616141987304
ENSGALG00000000615,97.03329446819536
ENSGALG00000000616,22.574167638295116
ENSGALG00000000618,81.81759295245497
ENSGALG00000000619,37.77043658504988
ENSGALG00000000621,36.06037051431532
ENSGALG00000000625,23.986267651250163
ENSGALG00000000627,92.86176965928229
ENSGALG00000000629,77.4387874076953
ENSGALG00000000630,22.211426350563546
ENSGALG00000000632,82.05726130327763
ENSGALG00000000636,51.78779634667703
ENSGALG00000000637,59.3794532970592
ENSGALG00000000638,93.3605389299132
ENSGALG00000000639,29.427386967223732
ENSGALG00000000643,47.45433346288379
ENSGALG00000000645,26.927063091073972
ENSGALG00000000650,94.39046508615105
ENSGALG00000000652,89.41572742583236
ENSGALG00000000653,48.36118668221272
ENSGALG00000000654,6.380360150278533
ENSGALG00000000657,85.38670812281384
ENSGALG00000000660,96.5798678585309
ENSGALG00000000667,24.187070864101567
ENSGALG00000000668,90.01813706438658
ENSGALG00000000669,31.765772768493328
ENSGALG00000000672,24.251846094053633
ENSGALG00000000674,36.0344604223345
ENSGALG00000000678,62.695945070605
ENSGALG00000000681,81.9341883663687
ENSGALG00000000684,39.169581552014506
ENSGALG00000000685,49.37168026946496
ENSGALG00000000690,79.82251586993134
ENSGALG00000000692,25.741676382951162
ENSGALG00000000693,79.17476357041068
ENSGALG00000000695,35.581033812670036
ENSGALG00000000699,63.39551755408732
ENSGALG00000000703,14.98898821090815
ENSGALG00000000707,95.91916051301982
ENSGALG00000000708,96.68350822645421
ENSGALG00000000712,40.54281642699832
ENSGALG00000000713,47.966057779505114
ENSGALG00000000719,92.2852701127089
ENSGALG00000000720,13.05868635833657
ENSGALG00000000721,49.27451742453685
ENSGALG00000000722,10.027205596579867
ENSGALG00000000723,91.0286306516388
ENSGALG00000000724,50.91980826531935
ENSGALG00000000726,96.54748024355486
ENSGALG00000000729,91.17761368052857
ENSGALG00000000731,16.556548775748155
ENSGALG00000000734,96.7806710713823
ENSGALG00000000736,7.209483093664983
ENSGALG00000000737,48.406529343179166
ENSGALG00000000740,43.43179168286048
ENSGALG00000000745,6.127736753465475
ENSGALG00000000747,42.712786630392536
ENSGALG00000000748,33.09366498251069
ENSGALG00000000751,55.70669775877705
ENSGALG00000000755,63.330742324135244
ENSGALG00000000761,50.187848166860995
ENSGALG00000000764,89.99870449540096
ENSGALG00000000769,27.613680528565876
ENSGALG00000000775,13.576888197953101
ENSGALG00000000776,54.62495141857754
ENSGALG00000000777,91.32659670941831
ENSGALG00000000783,25.08744656043529
ENSGALG00000000784,77.52299520663298
ENSGALG00000000785,44.77911646586345
ENSGALG00000000787,91.56626506024097
ENSGALG00000000790,95.08356004663815
ENSGALG00000000791,87.25223474543334
ENSGALG00000000793,89.14367146003369
ENSGALG00000000795,50.69309496048711
ENSGALG00000000802,74.8995983935743
ENSGALG00000000803,14.25055058945459
ENSGALG00000000806,20.33294468195362
ENSGALG00000000808,17.50874465604353
ENSGALG00000000811,92.70630910739733
ENSGALG00000000812,94.81150408083948
ENSGALG00000000814,98.0373105324524
ENSGALG00000000816,49.63725871226843
ENSGALG00000000817,71.23332037828735
ENSGALG00000000818,40.37440082912294
ENSGALG00000000820,39.99870449540096
ENSGALG00000000824,19.944293302241224
ENSGALG00000000830,45.640627024225935
ENSGALG00000000835,51.671200932763306
ENSGALG00000000836,22.45109470138619
ENSGALG00000000838,49.94817981603835
ENSGALG00000000839,48.88586604482446
ENSGALG00000000843,68.10467677160254
ENSGALG00000000845,53.52377250939241
ENSGALG00000000847,88.06192511983417
ENSGALG00000000848,87.32348749838062
ENSGALG00000000853,69.05687265189792
ENSGALG00000000855,93.89169581552015
ENSGALG00000000856,92.44073066459386
ENSGALG00000000857,92.56380360150278
ENSGALG00000000862,84.97862417411581
ENSGALG00000000863,55.24679362611737
ENSGALG00000000864,87.77043658504988
ENSGALG00000000866,55.25974867210779
ENSGALG00000000868,40.71123202487369
ENSGALG00000000870,37.809301723021115
ENSGALG00000000875,46.59282290452131
ENSGALG00000000881,57.96735328410416
ENSGALG00000000883,29.498639720171006
ENSGALG00000000884,93.4577017748413
ENSGALG00000000891,78.1124497991968
ENSGALG00000000892,2.681694520015546
ENSGALG00000000893,16.258582717968647
ENSGALG00000000895,90.2383728462236
ENSGALG00000000901,0.20728073584661225
ENSGALG00000000902,42.97836507319601
ENSGALG00000000903,83.29446819536209
ENSGALG00000000905,98.16686099235652
ENSGALG00000000906,45.98393574297189
ENSGALG00000000907,99.34577017748413
ENSGALG00000000908,61.72431662132401
ENSGALG00000000913,73.28021764477263
ENSGALG00000000918,37.71861640108823
ENSGALG00000000919,3.854126182147947
ENSGALG00000000920,32.99650213758259
ENSGALG00000000927,50.27205596579868
ENSGALG00000000934,66.53711620676253
ENSGALG00000000943,71.65435937297578
ENSGALG00000000944,85.2571576629097
ENSGALG00000000946,79.36908926026688
ENSGALG00000000949,28.080062184220754
ENSGALG00000000950,69.99611348620287
ENSGALG00000000955,56.32206244332168
ENSGALG00000000962,62.78015286954268
ENSGALG00000000966,51.35380230599819
ENSGALG00000000972,65.24161160772121
ENSGALG00000000975,72.60007773027594
ENSGALG00000000977,78.24847778209613
ENSGALG00000000978,81.89532322839746
ENSGALG00000000988,97.79764218162974
ENSGALG00000000990,97.53854126182148
ENSGALG00000000991,84.84907371421168
ENSGALG00000000993,76.23396813058686
ENSGALG00000000994,13.531545536986656
ENSGALG00000000996,93.58725223474543
ENSGALG00000000997,84.03938333981085
ENSGALG00000000998,77.38048970073844
ENSGALG00000000999,43.295763699961135
ENSGALG00000001000,98.85995595284363
ENSGALG00000001003,55.89454592563804
ENSGALG00000001006,28.999870449540094
ENSGALG00000001013,82.07021634926804
ENSGALG00000001014,79.40795439823812
ENSGALG00000001017,59.77458219976681
ENSGALG00000001019,52.42907112320248
ENSGALG00000001021,25.599170877056615
ENSGALG00000001022,80.04275165176836
ENSGALG00000001024,93.51599948179816
ENSGALG00000001025,61.84091203523773
ENSGALG00000001028,20.24225936002073
ENSGALG00000001030,79.92615623785464
ENSGALG00000001031,38.43114393056095
ENSGALG00000001034,67.59942997797643
ENSGALG00000001035,11.329187718616401
ENSGALG00000001036,90.39383339810855
ENSGALG00000001037,53.75048581422463
ENSGALG00000001038,41.92252882497733
ENSGALG00000001042,69.84713045731313
ENSGALG00000001043,81.75281772250291
ENSGALG00000001046,86.59152739992227
ENSGALG00000001048,68.03990154165047
ENSGALG00000001049,59.04262210130846
ENSGALG00000001051,82.57546314289415
ENSGALG00000001054,94.0406788444099
ENSGALG00000001055,86.17696592822904
ENSGALG00000001056,34.16245627671978
ENSGALG00000001058,56.607073455110765
ENSGALG00000001062,19.762922658375437
ENSGALG00000001067,74.60163233579479
ENSGALG00000001073,96.36610959968908
ENSGALG00000001076,48.31584402124627
ENSGALG00000001079,11.853867081228138
ENSGALG00000001080,18.881979531027334
ENSGALG00000001081,17.431014380101047
ENSGALG00000001091,35.561601243684414
ENSGALG00000001093,96.33372198471305
ENSGALG00000001094,26.06555253271149
ENSGALG00000001096,88.72263246534526
ENSGALG00000001097,6.548775748153907
ENSGALG00000001099,93.47713434382692
ENSGALG00000001101,73.9344474672885
ENSGALG00000001103,99.23565228656561
ENSGALG00000001107,88.29511594766161
ENSGALG00000001108,39.396294856846744
ENSGALG00000001109,75.76110895193679
ENSGALG00000001110,68.01399144966965
ENSGALG00000001111,13.861899209742196
ENSGALG00000001115,24.154683249125533
ENSGALG00000001117,24.672885088742063
ENSGALG00000001118,78.25495530509133
ENSGALG00000001121,86.20935354320508
ENSGALG00000001122,15.338774452649307
ENSGALG00000001124,23.383858012695946
ENSGALG00000001126,88.80684026428294
ENSGALG00000001130,39.51289027076046
ENSGALG00000001132,13.829511594766162
ENSGALG00000001136,68.60992356522866
ENSGALG00000001141,65.83106620028502
ENSGALG00000001143,71.31105065422983
ENSGALG00000001144,60.00129550459904
ENSGALG00000001146,61.802046897266486
ENSGALG00000001149,13.98497214665112
ENSGALG00000001153,58.3948698017878
ENSGALG00000001156,3.076823422723151
ENSGALG00000001157,82.43943515999483
ENSGALG00000001158,44.94105454074362
ENSGALG00000001161,71.8681176318176
ENSGALG00000001163,65.9152739992227
ENSGALG00000001165,72.39279699442933
ENSGALG00000001168,94.75320637388262
ENSGALG00000001169,62.17774323098847
ENSGALG00000001171,45.3102733514704
ENSGALG00000001172,27.497085114652158
ENSGALG00000001174,78.08006218422075
ENSGALG00000001175,88.4764865915274
ENSGALG00000001177,47.11750226713305
ENSGALG00000001181,58.03860603705143
ENSGALG00000001182,82.17385671719136
ENSGALG00000001183,99.29394999352247
ENSGALG00000001184,74.08990801917346
ENSGALG00000001189,39.89506412747765
ENSGALG00000001191,50.738437621453556
ENSGALG00000001201,75.64451353802306
ENSGALG00000001204,36.64334758388392
ENSGALG00000001206,16.835082264542038
ENSGALG00000001207,31.41598652675217
ENSGALG00000001209,6.5682083171395265
ENSGALG00000001214,26.557844280347194
ENSGALG00000001219,61.56237854644384
ENSGALG00000001220,78.08653970721596
ENSGALG00000001223,77.69788832750356
ENSGALG00000001225,84.13654618473896
ENSGALG00000001229,48.41948438916958
ENSGALG00000001231,79.45329705920456
ENSGALG00000001234,7.09936520274647
ENSGALG00000001235,21.842207539836767
ENSGALG00000001238,72.35393185645809
ENSGALG00000001239,42.85529213628708
ENSGALG00000001244,12.708900116595414
ENSGALG00000001245,79.22658375437233
ENSGALG00000001250,96.70294079543983
ENSGALG00000001252,93.21155590102344
ENSGALG00000001253,50.36274128773157
ENSGALG00000001258,54.71563674051043
ENSGALG00000001262,95.25197564451354
ENSGALG00000001263,78.07358466122555
ENSGALG00000001264,45.38152610441767
ENSGALG00000001267,60.10493587252235
ENSGALG00000001270,45.20015546055188
ENSGALG00000001273,5.965798678585308
ENSGALG00000001275,73.22191993781578
ENSGALG00000001279,59.76810467677161
ENSGALG00000001282,21.453556160124368
ENSGALG00000001283,92.97836507319602
ENSGALG00000001288,20.967741935483872
ENSGALG00000001289,46.644643088482965
ENSGALG00000001299,42.291747635704105
ENSGALG00000001304,36.675735198859954
ENSGALG00000001306,82.18681176318175
ENSGALG00000001309,85.27011270890011
ENSGALG00000001310,42.04560176188625
ENSGALG00000001311,7.241870708641016
ENSGALG00000001313,98.25754631428941
ENSGALG00000001314,46.67055318046379
ENSGALG00000001315,53.00557066977588
ENSGALG00000001316,75.56030573908538
ENSGALG00000001317,86.69516776784558
ENSGALG00000001319,68.99857494494105
ENSGALG00000001328,99.5077082523643
ENSGALG00000001329,69.52325430755279
ENSGALG00000001330,97.00738437621453
ENSGALG00000001331,64.46430884829641
ENSGALG00000001332,77.6331130975515
ENSGALG00000001333,67.78727814483742
ENSGALG00000001334,98.36766420520793
ENSGALG00000001335,94.94753206373883
ENSGALG00000001341,40.24485036921881
ENSGALG00000001342,19.73701256639461
ENSGALG00000001343,10.286306516388134
ENSGALG00000001347,13.369607462106488
ENSGALG00000001350,67.98160383469362
ENSGALG00000001362,75.60564840005182
ENSGALG00000001363,96.39849721466511
ENSGALG00000001364,96.50213758258842
ENSGALG00000001366,60.50654229822516
ENSGALG00000001369,19.3354061406918
ENSGALG00000001370,23.286695167767846
ENSGALG00000001371,21.95232543075528
ENSGALG00000001373,11.517035885477393
ENSGALG00000001374,88.24329576369996
ENSGALG00000001375,71.95232543075528
ENSGALG00000001376,49.52066329835471
ENSGALG00000001377,81.26052597486722
ENSGALG00000001382,74.37491903096256
ENSGALG00000001383,24.614587381785206
ENSGALG00000001387,6.9827697888327505
ENSGALG00000001389,58.50498769270631
ENSGALG00000001391,29.60228008809431
ENSGALG00000001392,28.954527788573646
ENSGALG00000001394,85.52921362870838
ENSGALG00000001405,55.35691151703589
ENSGALG00000001407,42.07151185386708
ENSGALG00000001409,7.500971628449281
ENSGALG00000001410,16.18085244202617
ENSGALG00000001412,41.80593341106361
ENSGALG00000001416,22.535302500323876
ENSGALG00000001419,36.35185904909962
ENSGALG00000001420,66.6990542816427
ENSGALG00000001425,32.19976680917217
ENSGALG00000001428,81.37712138878092
ENSGALG00000001429,83.43049617826144
ENSGALG00000001433,47.18227749708511
ENSGALG00000001434,62.430366627801526
ENSGALG00000001437,65.59787537245757
ENSGALG00000001439,77.47117502267133
ENSGALG00000001441,94.43580774711751
ENSGALG00000001442,20.462495141857755
ENSGALG00000001445,34.09768104676771
ENSGALG00000001446,93.56781966575981
ENSGALG00000001449,70.8122813835989
ENSGALG00000001450,6.302629874336054
ENSGALG00000001452,98.67210778598265
ENSGALG00000001459,67.31441896618733
ENSGALG00000001462,3.316491773545796
ENSGALG00000001463,41.90957377898691
ENSGALG00000001465,95.24549812151834
ENSGALG00000001467,68.8495919160513
ENSGALG00000001470,29.492162197175798
ENSGALG00000001472,94.0536338904003
ENSGALG00000001473,58.81590879647622
ENSGALG00000001474,97.59683896877834
ENSGALG00000001475,99.8056743101438
ENSGALG00000001476,83.52765902318954
ENSGALG00000001479,61.63363129939111
ENSGALG00000001480,51.87200414561472
ENSGALG00000001483,75.45018784816686
ENSGALG00000001486,19.71757999740899
ENSGALG00000001489,85.58751133566524
ENSGALG00000001490,12.631169840652934
ENSGALG00000001491,84.26609664464308
ENSGALG00000001492,87.31700997538542
ENSGALG00000001501,81.00142505505895
ENSGALG00000001502,92.45368571058428
ENSGALG00000001503,92.73869672237336
ENSGALG00000001504,88.03601502785335
ENSGALG00000001506,89.86915403549682
ENSGALG00000001512,41.78650084207799
ENSGALG00000001513,71.80981992486073
ENSGALG00000001518,15.571965280476746
ENSGALG00000001521,39.05298613810079
ENSGALG00000001522,80.69698147428423
ENSGALG00000001525,74.77004793367017
ENSGALG00000001527,14.982510687912942
ENSGALG00000001529,70.73455110765643
ENSGALG00000001531,34.5705402254178
ENSGALG00000001533,18.992097421945846
ENSGALG00000001536,49.261562378546444
ENSGALG00000001538,71.11672496437362
ENSGALG00000001540,97.9466252105195
ENSGALG00000001542,90.11529990931469
ENSGALG00000001545,35.08874206503433
ENSGALG00000001546,57.28073584661225
ENSGALG00000001547,98.58789998704496
ENSGALG00000001550,96.65759813447337
ENSGALG00000001551,93.19212333203782
ENSGALG00000001555,91.44319212333204
ENSGALG00000001557,60.90167120093276
ENSGALG00000001558,26.22101308459645
ENSGALG00000001559,27.173208964891828
ENSGALG00000001561,33.90983287990672
ENSGALG00000001563,80.42492550848556
ENSGALG00000001564,37.75748153905946
ENSGALG00000001565,39.072418707086406
ENSGALG00000001568,88.74206503433088
ENSGALG00000001569,41.15170358854774
ENSGALG00000001572,74.45912682990024
ENSGALG00000001577,67.92330612773675
ENSGALG00000001583,48.00492291747636
ENSGALG00000001586,54.90348490737142
ENSGALG00000001593,89.52584531675087
ENSGALG00000001595,20.566135509781063
ENSGALG00000001596,47.02681694520015
ENSGALG00000001597,95.49164399533619
ENSGALG00000001600,32.93172690763052
ENSGALG00000001602,98.40005182018396
ENSGALG00000001603,64.77522995206633
ENSGALG00000001604,89.28617696592823
ENSGALG00000001605,16.051301982122038
ENSGALG00000001606,78.34564062702422
ENSGALG00000001607,64.70397719911905
ENSGALG00000001608,26.829900246145872
ENSGALG00000001610,24.62754242777562
ENSGALG00000001611,42.12333203782874
ENSGALG00000001613,98.77574815390595
ENSGALG00000001615,72.40575204041974
ENSGALG00000001616,94.2350045342661
ENSGALG00000001617,55.292136287083814
ENSGALG00000001618,49.779764218162974
ENSGALG00000001619,72.48348231636223
ENSGALG00000001620,17.35328410415857
ENSGALG00000001621,32.12203653322969
ENSGALG00000001624,65.82458867728981
ENSGALG00000001626,15.364684544630133
ENSGALG00000001633,30.237077341624563
ENSGALG00000001634,96.93613162326726
ENSGALG00000001637,78.42337090296671
ENSGALG00000001639,69.89247311827957
ENSGALG00000001640,56.1471693224511
ENSGALG00000001642,81.8370255214406
ENSGALG00000001644,66.87394740251328
ENSGALG00000001645,38.98173338515352
ENSGALG00000001647,30.230599818629354
ENSGALG00000001651,60.01425055058945
ENSGALG00000001652,98.67858530897784
ENSGALG00000001653,40.49099624303666
ENSGALG00000001654,98.78222567690115
ENSGALG00000001655,88.59308200544112
ENSGALG00000001658,99.17087705661355
ENSGALG00000001661,13.745303795828475
ENSGALG00000001662,32.653193418836636
ENSGALG00000001663,93.50304443580775
ENSGALG00000001664,73.71421168545147
ENSGALG00000001666,64.40601114133955
ENSGALG00000001668,80.97551496307813
ENSGALG00000001678,59.34058815908797
ENSGALG00000001682,40.40678844409898
ENSGALG00000001684,85.40614069179946
ENSGALG00000001688,89.57118797771733
ENSGALG00000001689,74.64049747376603
ENSGALG00000001690,43.85930820054411
ENSGALG00000001691,89.9468843114393
ENSGALG00000001692,73.08589195491643
ENSGALG00000001693,23.08589195491644
ENSGALG00000001695,14.010882238631947
ENSGALG00000001696,19.387226324653454
ENSGALG00000001697,6.108304184479855
ENSGALG00000001698,36.18992097421946
ENSGALG00000001701,46.631688042492556
ENSGALG00000001702,69.68519238243296
ENSGALG00000001708,87.76395906205468
ENSGALG00000001709,11.02474413784169
ENSGALG00000001711,58.63453815261044
ENSGALG00000001714,43.567819665759814
ENSGALG00000001716,13.751781318823683
ENSGALG00000001717,79.09055577147299
ENSGALG00000001718,98.30936649825107
ENSGALG00000001720,60.908148723927965
ENSGALG00000001721,4.586086280606296
ENSGALG00000001722,67.24964373623527
ENSGALG00000001723,4.067884440989766
ENSGALG00000001725,39.37686228786112
ENSGALG00000001726,90.56224899598394
ENSGALG00000001727,22.923953880036272
ENSGALG00000001728,55.55123720689208
ENSGALG00000001729,90.21894027723798
ENSGALG00000001730,62.87083819147558
ENSGALG00000001731,50.42103899468843
ENSGALG00000001733,53.25171654359373
ENSGALG00000001737,82.32931726907631
ENSGALG00000001740,14.574426739214925
ENSGALG00000001741,85.36727555382822
ENSGALG00000001749,84.93975903614458
ENSGALG00000001750,76.8622878611219
ENSGALG00000001753,58.349527140821344
ENSGALG00000001758,47.39603575592694
ENSGALG00000001764,11.193159735717062
ENSGALG00000001765,58.62158310662002
ENSGALG00000001768,56.36092758129292
ENSGALG00000001773,53.27114911257935
ENSGALG00000001774,81.41598652675216
ENSGALG00000001777,70.82523642958932
ENSGALG00000001779,47.42194584790776
ENSGALG00000001780,39.01412100012955
ENSGALG00000001782,93.61316232672627
ENSGALG00000001788,79.86138100790258
ENSGALG00000001790,58.19406658893639
ENSGALG00000001791,55.70022023578184
ENSGALG00000001792,92.25288249773287
ENSGALG00000001793,8.433734939759036
ENSGALG00000001797,40.53633890400311
ENSGALG00000001798,56.458090426221005
ENSGALG00000001800,82.69205855680788
ENSGALG00000001801,76.4671589584143
ENSGALG00000001802,77.4452649306905
ENSGALG00000001803,92.40186552662261
ENSGALG00000001805,51.509262857883144
ENSGALG00000001806,6.620028501101179
ENSGALG00000001812,38.6708122813836
ENSGALG00000001816,51.7618862546962
ENSGALG00000001817,87.36235263635186
ENSGALG00000001823,83.4887938852183
ENSGALG00000001824,30.91721725612126
ENSGALG00000001826,60.066070734551104
ENSGALG00000001828,20.216349268039902
ENSGALG00000001833,59.39888586604483
ENSGALG00000001837,84.4798549034849
ENSGALG00000001838,85.12760720300557
ENSGALG00000001840,34.849073714211684
ENSGALG00000001841,66.26506024096386
ENSGALG00000001844,37.51133566524161
ENSGALG00000001845,84.16893379971498
ENSGALG00000001848,85.56160124368442
ENSGALG00000001849,11.426350563544501
ENSGALG00000001850,97.18227749708511
ENSGALG00000001852,91.77354579608757
ENSGALG00000001856,22.120741028630654
ENSGALG00000001857,50.65422982251587
ENSGALG00000001859,27.477652545666537
ENSGALG00000001860,60.519497344215566
ENSGALG00000001862,29.28488146132919
ENSGALG00000001863,16.62132400570022
ENSGALG00000001864,59.65798678585309
ENSGALG00000001866,14.114522606555251
ENSGALG00000001869,26.739214924212977
ENSGALG00000001872,71.0001295504599
ENSGALG00000001876,37.55020080321285
ENSGALG00000001882,9.437751004016064
ENSGALG00000001883,51.742453685710586
ENSGALG00000001889,28.986915403549684
ENSGALG00000001892,19.005052467936263
ENSGALG00000001894,9.100919808265319
ENSGALG00000001895,65.99300427516518
ENSGALG00000001900,38.3858012695945
ENSGALG00000001901,69.36779375566783
ENSGALG00000001905,66.88690244850369
ENSGALG00000001907,85.74944941054541
ENSGALG00000001912,17.17839098328799
ENSGALG00000001916,68.370255214406
ENSGALG00000001917,19.672237336442542
ENSGALG00000001918,34.06529343179168
ENSGALG00000001921,34.350304443580775
ENSGALG00000001925,73.06645938593081
ENSGALG00000001926,52.78533488793885
ENSGALG00000001932,12.106490478041197
ENSGALG00000001933,39.428682471822775
ENSGALG00000001938,66.36870060888717
ENSGALG00000001939,68.98561989895065
ENSGALG00000001942,76.29226583754372
ENSGALG00000001943,49.35872522347454
ENSGALG00000001944,46.34019950770825
ENSGALG00000001945,78.44928099494753
ENSGALG00000001946,38.32750356263765
ENSGALG00000001947,92.90063479725353
ENSGALG00000001948,84.87498380619252
ENSGALG00000001949,99.20974219458479
ENSGALG00000001950,91.68933799714989
ENSGALG00000001951,28.39098328799067
ENSGALG00000001954,69.97020339422205
ENSGALG00000001955,9.819924860733256
ENSGALG00000001956,87.6927063091074
ENSGALG00000001959,52.95375048581422
ENSGALG00000001962,99.15144448762793
