gen_name,endothelial cell
ENSMUSG00000000001,96.91044563618243
ENSMUSG00000000028,92.7293436476674
ENSMUSG00000000037,40.52963789094016
ENSMUSG00000000056,69.04276019173271
ENSMUSG00000000058,66.38507901855631
ENSMUSG00000000078,90.18556309619856
ENSMUSG00000000085,64.05960799202695
ENSMUSG00000000088,95.6338095012102
ENSMUSG00000000093,44.63006027241232
ENSMUSG00000000094,88.16857292012719
ENSMUSG00000000120,79.52636324806606
ENSMUSG00000000125,31.01893597835888
ENSMUSG00000000127,74.45303972284182
ENSMUSG00000000131,88.27298182335912
ENSMUSG00000000134,78.4632907787955
ENSMUSG00000000142,57.09743249015234
ENSMUSG00000000148,65.62099568126808
ENSMUSG00000000149,76.14731147074177
ENSMUSG00000000154,44.87209909354088
ENSMUSG00000000167,47.192824260832424
ENSMUSG00000000168,84.48104029234493
ENSMUSG00000000171,95.0026102225808
ENSMUSG00000000182,17.996298229794505
ENSMUSG00000000183,23.6248872858431
ENSMUSG00000000184,97.38503155996393
ENSMUSG00000000194,77.43343932418965
ENSMUSG00000000197,23.411323620141427
ENSMUSG00000000202,24.033031180295193
ENSMUSG00000000204,48.198946419249204
ENSMUSG00000000223,14.659959185610555
ENSMUSG00000000244,61.52531915903374
ENSMUSG00000000247,28.873807602866496
ENSMUSG00000000248,19.154287883821368
ENSMUSG00000000253,76.65037254995016
ENSMUSG00000000263,11.437520763134165
ENSMUSG00000000266,49.5562621612643
ENSMUSG00000000275,75.19339376394096
ENSMUSG00000000276,59.11442266622372
ENSMUSG00000000278,74.80897916567795
ENSMUSG00000000282,50.5718760381567
ENSMUSG00000000290,51.51155616724408
ENSMUSG00000000295,82.17455270276683
ENSMUSG00000000296,58.64458260168003
ENSMUSG00000000301,59.77409710028001
ENSMUSG00000000303,2.890228275829339
ENSMUSG00000000305,30.055526553082434
ENSMUSG00000000317,80.28095486687864
ENSMUSG00000000320,48.71149921693323
ENSMUSG00000000325,46.713492477813105
ENSMUSG00000000326,93.3605429262968
ENSMUSG00000000339,90.59845284988847
ENSMUSG00000000340,70.89364529448056
ENSMUSG00000000346,94.41412367709174
ENSMUSG00000000355,78.07413032129466
ENSMUSG00000000359,15.950832898296236
ENSMUSG00000000365,53.998386407859144
ENSMUSG00000000374,50.45322955721133
ENSMUSG00000000378,87.36177684969863
ENSMUSG00000000384,87.54686535997342
ENSMUSG00000000385,31.13758245930426
ENSMUSG00000000386,46.96027715817949
ENSMUSG00000000392,9.975796117887144
ENSMUSG00000000399,94.304968914622
ENSMUSG00000000402,32.38099757961179
ENSMUSG00000000409,55.289260120544824
ENSMUSG00000000416,55.94893455460112
ENSMUSG00000000420,88.8994352427507
ENSMUSG00000000439,75.89578093113758
ENSMUSG00000000440,35.46106022495373
ENSMUSG00000000441,91.69474633382374
ENSMUSG00000000486,46.509420530587064
ENSMUSG00000000489,62.7450049831522
ENSMUSG00000000530,92.70086849224052
ENSMUSG00000000531,62.66432537610934
ENSMUSG00000000532,57.92321199753216
ENSMUSG00000000538,58.231692847990125
ENSMUSG00000000552,42.314080964358595
ENSMUSG00000000555,93.6737696359926
ENSMUSG00000000560,34.86782782022686
ENSMUSG00000000561,97.73622514356224
ENSMUSG00000000562,40.23064875895781
ENSMUSG00000000563,98.85150206444877
ENSMUSG00000000567,51.69664467751887
ENSMUSG00000000568,84.42408998149115
ENSMUSG00000000579,51.76308670684827
ENSMUSG00000000581,90.49878980589435
ENSMUSG00000000594,58.744245645674155
ENSMUSG00000000600,83.75017796972142
ENSMUSG00000000605,82.13658582886431
ENSMUSG00000000606,22.88453324474396
ENSMUSG00000000617,57.244554126524605
ENSMUSG00000000627,12.771107208960183
ENSMUSG00000000628,88.71909259171373
ENSMUSG00000000631,76.28968724787623
ENSMUSG00000000632,13.819942100517299
ENSMUSG00000000673,21.62213468748517
ENSMUSG00000000682,55.630961985667504
ENSMUSG00000000686,37.18855298751839
ENSMUSG00000000690,71.68145792795787
ENSMUSG00000000693,54.40653030231123
ENSMUSG00000000706,19.30615537943145
ENSMUSG00000000708,40.14047743343932
ENSMUSG00000000711,78.93313084333919
ENSMUSG00000000724,22.45740591334061
ENSMUSG00000000731,35.67936974989322
ENSMUSG00000000732,37.89094015471501
ENSMUSG00000000738,71.95671776375113
ENSMUSG00000000739,47.624697451473594
ENSMUSG00000000740,99.71050258649329
ENSMUSG00000000743,87.73669972948602
ENSMUSG00000000751,93.1374875421195
ENSMUSG00000000753,56.72250961036496
ENSMUSG00000000759,80.73655735370889
ENSMUSG00000000776,85.82886431588439
ENSMUSG00000000782,60.690047933178306
ENSMUSG00000000787,97.6270703810925
ENSMUSG00000000791,39.85098001993261
ENSMUSG00000000792,19.14479616534574
ENSMUSG00000000794,45.18532580323667
ENSMUSG00000000804,54.96179583313558
ENSMUSG00000000805,86.03293626311044
ENSMUSG00000000811,56.34758673057757
ENSMUSG00000000823,55.67842057804565
ENSMUSG00000000826,92.58696787053296
ENSMUSG00000000827,92.92392387641783
ENSMUSG00000000838,76.61240567604764
ENSMUSG00000000861,45.441602202078684
ENSMUSG00000000869,11.23344881590812
ENSMUSG00000000876,55.645199563380956
ENSMUSG00000000881,39.6279246357553
ENSMUSG00000000884,59.27103602107161
ENSMUSG00000000901,45.58872383845095
ENSMUSG00000000902,94.3714109439514
ENSMUSG00000000915,52.98751839020455
ENSMUSG00000000916,75.52085805135019
ENSMUSG00000000934,50.73798111148024
ENSMUSG00000000938,67.5525603910588
