gen_name,CD8-Positive T-Lymphocytes
ENSG00000000003,21.7964824120603
ENSG00000000419,91.87185929648241
ENSG00000000457,55.15075376884422
ENSG00000000460,67.19221105527639
ENSG00000000938,75.18844221105527
ENSG00000000971,47.64447236180904
ENSG00000001036,75.00628140703517
ENSG00000001084,62.51256281407035
ENSG00000001167,72.57537688442211
ENSG00000001460,62.41834170854271
ENSG00000001461,81.46984924623115
ENSG00000001497,66.80904522613065
ENSG00000001561,80.29522613065326
ENSG00000001626,12.380653266331658
ENSG00000001629,74.67964824120602
ENSG00000001630,79.53517587939697
ENSG00000001631,74.4535175879397
ENSG00000002016,61.32537688442211
ENSG00000002330,67.51256281407035
ENSG00000002549,94.52889447236181
ENSG00000002586,97.79522613065326
ENSG00000002587,16.85929648241206
ENSG00000002726,15.32035175879397
ENSG00000002746,23.925879396984925
ENSG00000002822,74.2713567839196
ENSG00000002834,67.6570351758794
ENSG00000002919,62.61306532663317
ENSG00000002933,7.883165829145729
ENSG00000003056,92.46231155778895
ENSG00000003147,54.78643216080402
ENSG00000003249,2.701005025125628
ENSG00000003393,44.84924623115578
ENSG00000003400,38.49874371859296
ENSG00000003402,93.19095477386935
ENSG00000003436,67.54396984924624
ENSG00000003509,79.6608040201005
ENSG00000003756,86.21231155778895
ENSG00000003989,2.9271356783919598
ENSG00000004059,83.71231155778894
ENSG00000004139,15.829145728643216
ENSG00000004142,80.48366834170855
ENSG00000004455,77.33668341708542
ENSG00000004468,89.94346733668341
ENSG00000004478,49.108040201005025
ENSG00000004487,65.35804020100502
ENSG00000004534,95.58417085427135
ENSG00000004660,17.3178391959799
ENSG00000004700,91.27512562814071
ENSG00000004766,72.39321608040201
ENSG00000004779,94.89321608040201
ENSG00000004809,15.031407035175878
ENSG00000004846,11.771356783919598
ENSG00000004864,63.787688442211056
ENSG00000004866,58.01507537688442
ENSG00000004897,80.31407035175879
ENSG00000004939,24.8178391959799
ENSG00000004961,61.54522613065326
ENSG00000004975,26.865577889447234
ENSG00000005007,40.3643216080402
ENSG00000005020,87.3178391959799
ENSG00000005022,98.55527638190955
ENSG00000005059,97.96482412060301
ENSG00000005075,84.43467336683416
ENSG00000005100,56.38819095477386
ENSG00000005156,46.7964824120603
ENSG00000005175,91.80276381909547
ENSG00000005187,50.30778894472362
ENSG00000005189,40.050251256281406
ENSG00000005194,81.02386934673366
ENSG00000005206,27.54396984924623
ENSG00000005238,40.175879396984925
ENSG00000005302,88.98241206030151
ENSG00000005339,69.32160804020101
ENSG00000005379,48.54271356783919
ENSG00000005421,5.163316582914573
ENSG00000005436,84.81155778894473
ENSG00000005448,74.00753768844221
ENSG00000005469,37.24874371859296
ENSG00000005483,97.78894472361809
ENSG00000005486,86.62688442211055
ENSG00000005700,75.99246231155779
ENSG00000005801,89.05778894472361
ENSG00000005810,90.90452261306532
ENSG00000005812,64.74874371859296
ENSG00000005844,88.85050251256281
ENSG00000005882,45.5213567839196
ENSG00000005884,30.3643216080402
ENSG00000005889,82.10427135678393
ENSG00000005893,85.4145728643216
ENSG00000005961,44.698492462311556
ENSG00000005981,45.540201005025125
ENSG00000006007,82.04773869346734
ENSG00000006015,83.0213567839196
ENSG00000006025,45.94221105527638
ENSG00000006042,22.27386934673367
ENSG00000006062,68.59924623115577
ENSG00000006071,20.201005025125628
ENSG00000006118,8.373115577889449
ENSG00000006125,70.23241206030151
ENSG00000006194,33.015075376884425
ENSG00000006210,14.660804020100501
ENSG00000006282,48.09045226130653
ENSG00000006283,25.483668341708544
ENSG00000006377,16.82788944723618
ENSG00000006432,10.11934673366834
ENSG00000006451,69.91834170854271
ENSG00000006453,6.193467336683417
ENSG00000006459,44.17713567839196
ENSG00000006468,26.84673366834171
ENSG00000006530,84.98115577889448
ENSG00000006534,18.636934673366834
ENSG00000006555,51.45100502512563
ENSG00000006576,66.80276381909547
ENSG00000006607,50.471105527638194
ENSG00000006625,92.70100502512562
ENSG00000006634,96.64572864321607
ENSG00000006638,27.795226130653266
ENSG00000006652,92.19221105527639
ENSG00000006695,75.98618090452261
ENSG00000006704,17.173366834170857
ENSG00000006712,71.41331658291458
ENSG00000006715,62.17336683417085
ENSG00000006740,12.57537688442211
ENSG00000006744,66.7964824120603
ENSG00000006747,49.44095477386934
ENSG00000006756,42.02261306532663
ENSG00000006757,61.5891959798995
ENSG00000006831,78.39824120603015
ENSG00000006837,49.80527638190955
ENSG00000007038,34.98743718592965
ENSG00000007047,41.82788944723618
ENSG00000007080,74.2462311557789
ENSG00000007129,63.881909547738694
ENSG00000007168,84.23994974874371
ENSG00000007174,19.76758793969849
ENSG00000007202,63.59924623115578
ENSG00000007237,38.46733668341709
ENSG00000007255,66.98492462311559
ENSG00000007264,57.30527638190954
ENSG00000007312,68.68718592964824
ENSG00000007341,71.03015075376884
ENSG00000007372,5.810301507537688
ENSG00000007376,66.60175879396985
ENSG00000007392,77.06030150753769
ENSG00000007520,25.1570351758794
ENSG00000007541,17.405778894472363
ENSG00000007545,18.97613065326633
ENSG00000007866,1.8027638190954776
ENSG00000007923,73.39824120603015
ENSG00000007933,13.837939698492463
ENSG00000007944,69.1394472361809
ENSG00000007968,45.131909547738694
ENSG00000008018,99.0389447236181
ENSG00000008083,61.19346733668342
ENSG00000008086,51.21231155778895
ENSG00000008128,84.35301507537687
ENSG00000008130,43.26005025125628
ENSG00000008226,26.0929648241206
ENSG00000008282,85.96733668341709
ENSG00000008283,17.889447236180906
ENSG00000008294,80.62185929648241
ENSG00000008300,20.860552763819097
ENSG00000008311,48.45477386934674
ENSG00000008323,11.551507537688442
ENSG00000008324,93.5929648241206
ENSG00000008382,20.772613065326635
ENSG00000008394,24.17713567839196
ENSG00000008405,76.33793969849246
ENSG00000008513,63.3856783919598
ENSG00000008516,40.20100502512563
ENSG00000008517,99.54145728643215
ENSG00000008710,45.584170854271356
ENSG00000008735,23.56155778894472
ENSG00000008838,47.537688442211056
ENSG00000008869,73.42336683417085
ENSG00000008952,85.01884422110552
ENSG00000008988,97.90201005025125
ENSG00000009307,96.88442211055276
ENSG00000009335,65.62185929648241
ENSG00000009413,80.89195979899498
ENSG00000009694,63.47989949748744
ENSG00000009724,19.183417085427134
ENSG00000009765,33.12185929648241
ENSG00000009780,87.64447236180905
ENSG00000009790,96.09296482412061
ENSG00000009830,31.162060301507537
ENSG00000009844,95.5967336683417
ENSG00000009950,19.026381909547737
ENSG00000009954,70.89824120603015
ENSG00000010017,84.44723618090453
ENSG00000010030,46.33793969849246
ENSG00000010072,63.62437185929648
ENSG00000010219,66.91582914572865
ENSG00000010244,96.84673366834171
ENSG00000010256,96.31281407035176
ENSG00000010270,76.87814070351759
ENSG00000010278,48.05276381909548
ENSG00000010292,60.69095477386934
ENSG00000010295,50.075376884422106
ENSG00000010310,42.129396984924625
ENSG00000010318,50.15703517587939
ENSG00000010322,64.10804020100502
ENSG00000010361,18.511306532663315
ENSG00000010404,82.8391959798995
ENSG00000010539,49.597989949748744
ENSG00000010610,20.3643216080402
ENSG00000010626,24.62939698492462
ENSG00000010671,38.88819095477387
ENSG00000010704,27.763819095477388
ENSG00000010803,38.586683417085425
ENSG00000010810,97.03517587939699
ENSG00000010818,41.35678391959799
ENSG00000010932,12.902010050251256
ENSG00000011007,90.86055276381909
ENSG00000011009,66.51381909547739
ENSG00000011021,34.80527638190955
ENSG00000011052,58.81909547738694
ENSG00000011114,66.85929648241206
ENSG00000011132,47.06030150753769
ENSG00000011143,39.811557788944725
ENSG00000011198,72.24246231155779
ENSG00000011243,41.30653266331658
ENSG00000011258,36.16834170854271
ENSG00000011260,94.54773869346734
ENSG00000011275,77.21105527638191
ENSG00000011295,94.23366834170854
ENSG00000011304,72.19849246231156
ENSG00000011332,15.288944723618089
ENSG00000011376,53.461055276381906
ENSG00000011405,61.47613065326634
ENSG00000011422,27.688442211055275
ENSG00000011426,59.6356783919598
ENSG00000011451,6.532663316582915
ENSG00000011454,73.11557788944724
ENSG00000011465,31.507537688442213
ENSG00000011478,29.755025125628144
ENSG00000011485,53.71859296482412
ENSG00000011523,60.345477386934675
ENSG00000011590,54.59798994974875
ENSG00000011600,48.11557788944724
ENSG00000011638,62.02261306532664
ENSG00000012048,67.09170854271356
ENSG00000012061,70.85427135678391
ENSG00000012124,55.006281407035175
ENSG00000012171,10.923366834170855
ENSG00000012174,67.50628140703517
ENSG00000012211,30.709798994974875
ENSG00000012232,54.24623115577889
ENSG00000012504,1.0050251256281406
ENSG00000012660,90.71608040201005
ENSG00000012817,53.39195979899497
ENSG00000012822,70.44597989949749
ENSG00000012963,75.3140703517588
ENSG00000012983,73.00879396984925
ENSG00000013016,30.062814070351756
ENSG00000013275,87.5251256281407
ENSG00000013288,50.01884422110553
ENSG00000013293,33.80653266331659
ENSG00000013297,28.530150753768847
ENSG00000013306,84.18969849246231
ENSG00000013364,79.86809045226131
ENSG00000013374,90.30778894472363
ENSG00000013375,68.50502512562814
