gen_name,islet of Langerhans
ENSG00000013392,70.57505905351469
ENSG00000013441,97.40979066547202
ENSG00000013503,64.06695446770384
ENSG00000013523,71.12079498248758
ENSG00000013561,92.66921886454345
ENSG00000013563,46.70929380141728
ENSG00000013573,53.58393744400097
ENSG00000013583,67.69161847356845
ENSG00000013588,78.12983627922131
ENSG00000013619,65.46387553962695
ENSG00000013725,40.518856398142866
ENSG00000013810,45.47527897694877
ENSG00000014123,93.90730634519834
ENSG00000014138,49.625315630854445
ENSG00000014164,35.02077054655046
ENSG00000014216,65.30096929217235
ENSG00000014257,58.82137329966605
ENSG00000014641,98.70489533273602
ENSG00000014824,91.18677201270668
ENSG00000014914,72.73763948847439
ENSG00000014919,90.92612201677935
ENSG00000015133,54.129673372973855
ENSG00000015153,75.62515272460699
ENSG00000015171,92.07868371752058
ENSG00000015285,33.00073307811355
ENSG00000015413,52.42730308707338
ENSG00000015475,69.26773641769162
ENSG00000015479,98.95740001629062
ENSG00000015520,65.59420053759062
ENSG00000015532,75.21381444978414
ENSG00000015568,95.99657896880346
ENSG00000015592,28.23979799625316
ENSG00000015676,83.5709049442046
ENSG00000016082,97.41793597784475
ENSG00000016391,80.3249979636719
ENSG00000016402,65.7000895984361
ENSG00000016864,84.2999104015639
ENSG00000017260,90.68176264559746
ENSG00000017427,45.46306100838967
ENSG00000017483,28.59411908446689
ENSG00000017797,86.16925959110532
ENSG00000018189,98.92889142298607
ENSG00000018236,96.35904536938992
ENSG00000018280,55.40848741549238
ENSG00000018408,85.08593304553229
ENSG00000018510,83.80711900301377
ENSG00000018607,9.472998289484401
ENSG00000018610,71.996416062556
ENSG00000018625,32.45499714914067
ENSG00000018699,67.15810051315468
ENSG00000018869,50.15883359126823
ENSG00000019102,38.967174391137895
ENSG00000019144,80.06434796774457
ENSG00000019186,29.270180011403436
ENSG00000019485,53.93418587602835
ENSG00000019505,89.48847438299259
ENSG00000019549,61.15500529445305
ENSG00000019582,96.22057505905352
ENSG00000019991,46.03323287448073
ENSG00000019995,83.03331432760447
ENSG00000020129,53.608373381119165
ENSG00000020181,31.628247943308622
ENSG00000020256,65.73267084792703
ENSG00000020426,78.60633705302598
ENSG00000020577,75.8084222529934
ENSG00000020633,40.96277592245662
ENSG00000020922,81.44905107110858
ENSG00000021300,66.50240286714995
ENSG00000021355,93.93988759468925
ENSG00000021461,39.867231408324514
ENSG00000021488,47.36091879123565
ENSG00000021574,80.74448155086748
ENSG00000021645,50.936710922863895
ENSG00000021762,19.324753604300724
ENSG00000021776,93.00724932801174
ENSG00000021826,50.9815101409139
ENSG00000021852,33.778610409709216
ENSG00000022267,71.86609106459233
ENSG00000022277,92.97059542233444
ENSG00000022355,46.38348130650811
ENSG00000022556,52.687953083000735
ENSG00000022567,54.11338274822839
ENSG00000022840,89.20338844994706
ENSG00000022976,62.41752871222611
ENSG00000023041,86.5398713040645
ENSG00000023171,59.02500610898428
ENSG00000023191,74.70473242648855
ENSG00000023228,95.63818522440336
ENSG00000023287,93.49189541418913
ENSG00000023318,93.62629306833917
ENSG00000023330,84.84971898672315
ENSG00000023445,94.22090087154842
ENSG00000023516,93.5774211941028
ENSG00000023572,82.13325731041785
ENSG00000023608,77.27457848008471
ENSG00000023697,86.14482365398713
ENSG00000023734,96.326464119899
ENSG00000023839,37.101897857782845
ENSG00000023892,22.35073715076973
ENSG00000023902,47.97996253156309
ENSG00000023909,90.88946811110206
ENSG00000024048,95.80923678423068
ENSG00000024422,68.5998208031278
ENSG00000024526,34.348782275800275
ENSG00000024862,75.74733241019793
ENSG00000025039,97.38128207216747
ENSG00000025156,77.18905270017106
ENSG00000025293,91.55738372566587
ENSG00000025423,30.960332328744805
ENSG00000025434,55.445141321169665
ENSG00000025708,48.06548831147674
ENSG00000025770,58.59737720941598
ENSG00000025772,89.02826423393337
ENSG00000025796,96.15948521625805
ENSG00000025800,97.87000081453124
ENSG00000026025,96.36719068176265
ENSG00000026036,20.224810621487336
ENSG00000026103,67.01148489044554
ENSG00000026297,53.35586869756456
ENSG00000026508,99.83302109635905
ENSG00000026559,41.292661073552175
ENSG00000026652,60.234584996334604
ENSG00000026751,40.73877983220657
ENSG00000026950,66.41687708723629
ENSG00000027001,66.92595911053189
ENSG00000027075,70.4121528060601
ENSG00000027644,15.305041948358719
ENSG00000027697,94.42453368086666
ENSG00000027847,56.13342021666531
ENSG00000027869,28.040237843121286
ENSG00000028116,78.8588417365806
ENSG00000028137,47.283538323694714
ENSG00000028203,94.00097743748472
ENSG00000028277,41.90763215769325
ENSG00000028310,58.89468111102061
ENSG00000028528,86.25071271483262
ENSG00000028839,80.85851592408568
ENSG00000029153,72.40368168119248
ENSG00000029363,98.65602345849963
ENSG00000029364,99.07957970188157
ENSG00000029534,49.030707827645195
ENSG00000029639,73.11232385761994
ENSG00000029725,87.81461269039667
ENSG00000029993,83.29396432353181
ENSG00000030066,83.58312291276371
ENSG00000030110,45.52007819499878
ENSG00000030304,36.27922130813717
ENSG00000030419,67.65089191170482
ENSG00000030582,93.18644620021178
ENSG00000031003,79.27018001140344
ENSG00000031081,54.874969455078606
ENSG00000031691,59.82731937769813
ENSG00000031698,98.06548831147674
ENSG00000031823,59.70106703592083
ENSG00000032219,91.4270587277022
ENSG00000032389,70.49767858597377
ENSG00000032444,46.648203958621814
ENSG00000032742,80.63451983383563
ENSG00000033011,60.93915451657571
ENSG00000033030,75.9835464690071
ENSG00000033050,79.99918546876272
ENSG00000033100,47.959599250631264
ENSG00000033122,49.29135782357253
ENSG00000033170,88.55583611631505
ENSG00000033178,98.22432190274498
ENSG00000033327,64.06288181151747
ENSG00000033627,88.8735032988515
ENSG00000033800,96.33053677608537
ENSG00000033867,85.29771116722327
ENSG00000034053,33.330618229209094
ENSG00000034152,63.875539626944686
ENSG00000034239,12.299421682821537
ENSG00000034510,97.4464445711493
ENSG00000034533,72.4240449621243
ENSG00000034677,92.17642746599331
ENSG00000034693,81.22098232467215
ENSG00000034713,97.35684613504928
ENSG00000035115,88.03860878064674
ENSG00000035141,84.6460861774049
ENSG00000035403,91.7854524721023
ENSG00000035499,30.023621405880917
ENSG00000035664,72.03714262441964
ENSG00000035681,78.651136271076
ENSG00000035687,67.40245988433657
ENSG00000035720,13.003991203062636
ENSG00000035862,93.67516494257555
ENSG00000035928,90.45369389916104
ENSG00000036054,88.76761423800603
ENSG00000036257,90.00977437484727
ENSG00000036448,47.82112894029486
ENSG00000036473,10.845483424289322
ENSG00000036530,79.08691048301702
ENSG00000036549,91.65105481795227
ENSG00000036565,37.09782520159648
ENSG00000036672,82.20656512177243
ENSG00000036828,93.22717276207543
ENSG00000037042,64.46607477396759
ENSG00000037241,80.24354483994462
ENSG00000037280,44.204610246802964
ENSG00000037474,67.3861692595911
ENSG00000037637,77.2990144172029
ENSG00000037749,71.24297466807852
ENSG00000037757,61.12649670114849
ENSG00000037897,65.86706850207705
ENSG00000037965,13.9325568135538
ENSG00000038002,83.17585729412723
ENSG00000038210,60.07982406125275
ENSG00000038219,93.78919931579375
ENSG00000038274,87.09782520159648
ENSG00000038295,37.00822676549645
ENSG00000038358,64.78374195650403
ENSG00000038382,82.98444245336809
ENSG00000038427,92.60405636556162
ENSG00000038532,63.86739431457197
ENSG00000038945,44.359371181884825
ENSG00000039068,97.5523336319948
ENSG00000039123,90.78357905025658
ENSG00000039139,74.20379571556569
ENSG00000039319,90.83652358067931
ENSG00000039523,59.74586625397084
ENSG00000039537,63.4479107273764
ENSG00000039560,87.85126659607397
ENSG00000039600,5.192636637615053
ENSG00000039650,54.09709212348294
ENSG00000039987,27.681844098721186
ENSG00000040199,72.69284027042437
ENSG00000040275,57.31856316689745
ENSG00000040341,86.51950802313269
ENSG00000040487,52.06890934267329
ENSG00000040531,58.915044391952435
ENSG00000040608,32.129184654231494
ENSG00000040633,66.2539708397817
ENSG00000040731,76.56186364747089
ENSG00000040933,69.65871141158263
ENSG00000041353,60.0513154679482
ENSG00000041357,97.22244848089923
ENSG00000041515,47.68265862995846
ENSG00000041802,84.60943227172763
ENSG00000041880,52.87936792375988
ENSG00000041982,88.24224158996498
ENSG00000041988,63.256495886617245
ENSG00000042062,34.89044554858679
ENSG00000042088,64.09953571719475
ENSG00000042286,59.90877250142543
ENSG00000042304,41.532947788547695
ENSG00000042317,78.88327767369879
ENSG00000042429,82.73601042599984
ENSG00000042445,67.1214466074774
ENSG00000042493,62.75148651950803
ENSG00000042753,71.7642746599332
ENSG00000042781,55.510303820151506
ENSG00000042813,10.617414677852896
ENSG00000042832,30.89109717357661
ENSG00000042980,62.376802150362465
ENSG00000043039,45.165757106785044
ENSG00000043093,97.69487659851755
ENSG00000043143,59.4037631343162
ENSG00000043355,29.81998859656268
ENSG00000043462,44.432678993239385
ENSG00000043514,74.15085118514295
ENSG00000043591,57.648448317992994
ENSG00000044012,26.627026146452714
ENSG00000044090,62.88995682984443
ENSG00000044115,97.57269691292662
ENSG00000044446,73.51144416388368
ENSG00000044459,74.37484727539301
ENSG00000044524,53.645027286796456
ENSG00000044574,99.11623360755884
ENSG00000046604,95.86625397083978
ENSG00000046647,71.51176997637859
ENSG00000046651,90.32336890119737
ENSG00000046653,61.1020607640303
ENSG00000046889,65.41500366539057
ENSG00000047056,66.88115989248188
ENSG00000047188,85.1673861692596
ENSG00000047230,74.87171133012951
ENSG00000047249,88.88164861122424
ENSG00000047315,95.30830007330782
ENSG00000047346,92.46151339903885
ENSG00000047365,72.30593793271971
ENSG00000047410,96.43642583693085
ENSG00000047457,90.73877983220656
ENSG00000047578,60.84141076810295
ENSG00000047579,65.07290054573593
ENSG00000047597,50.02850859330456
ENSG00000047617,12.804431049930765
ENSG00000047621,71.34071841655127
ENSG00000047634,70.55876842876924
ENSG00000047644,68.52244033558686
ENSG00000047648,42.16420949743422
ENSG00000047662,53.6043007249328
ENSG00000047849,94.9295430479759
ENSG00000047932,83.13920338844994
ENSG00000047936,15.227661480817789
ENSG00000048028,68.18848252830496
ENSG00000048052,80.80964404984931
ENSG00000048140,58.03942331188401
ENSG00000048162,76.77364176916186
ENSG00000048342,73.76802150362465
ENSG00000048392,89.77763297222448
ENSG00000048405,80.85444326789933
ENSG00000048462,22.823165268388042
ENSG00000048471,84.69903070782765
ENSG00000048540,65.00366539056773
ENSG00000048544,92.0868290298933
ENSG00000048649,93.9113790013847
ENSG00000048707,84.47910727376396
ENSG00000048740,58.53221471043415
ENSG00000048828,91.22749857457033
ENSG00000048991,82.97629714099536
ENSG00000049089,43.68738291113464
ENSG00000049130,65.72859819174064
ENSG00000049167,68.1721919035595
ENSG00000049192,56.035676468192555
ENSG00000049239,72.8516738616926
ENSG00000049245,93.60185713122098
ENSG00000049246,82.51201433574977
ENSG00000049247,47.198012543781054
ENSG00000049249,65.12991773234504
ENSG00000049283,40.860959517797504
ENSG00000049323,87.09375254541013
ENSG00000049449,90.46998452390649
ENSG00000049540,49.95927343813635
ENSG00000049541,62.60487089679889
ENSG00000049618,97.1817219190356
ENSG00000049656,70.39586218131466
ENSG00000049759,87.98159159403764
ENSG00000049768,15.235806793190518
ENSG00000049769,48.994053921967904
ENSG00000049860,91.79767044066139
ENSG00000049883,66.90966848578643
ENSG00000050030,63.91626618880834
ENSG00000050130,97.53604300724933
ENSG00000050165,67.81787081534577
ENSG00000050327,57.10271238902011
ENSG00000050344,73.03087073389266
ENSG00000050393,80.18245499714915
ENSG00000050405,93.58149385028915
ENSG00000050426,86.05115256170073
ENSG00000050438,84.11664087317749
ENSG00000050555,52.659444489696185
ENSG00000050628,63.6433982243219
ENSG00000050730,39.329640791724366
ENSG00000050748,77.23385191822106
ENSG00000050820,50.50500936710923
ENSG00000051009,58.92726236051152
ENSG00000051108,98.77820314409057
ENSG00000051128,35.83530178382341
ENSG00000051180,41.79359778447503
ENSG00000051341,46.66449458336727
ENSG00000051382,81.92555184491324
ENSG00000051523,43.64258369308463
ENSG00000051596,59.114604545084305
ENSG00000051620,77.80402378431212
ENSG00000051825,85.01669789036409
ENSG00000052126,87.42363769650566
ENSG00000052344,69.34511688523256
ENSG00000052723,92.68958214547528
ENSG00000052749,67.25177160544106
ENSG00000052795,93.89101572045287
ENSG00000052802,96.57896880345362
ENSG00000052841,92.92172354809807
ENSG00000053108,61.415655290380386
ENSG00000053254,84.58092367842308
ENSG00000053328,28.0728190926122
ENSG00000053371,62.03469903070783
ENSG00000053372,73.88205587684288
ENSG00000053438,29.673372973853546
ENSG00000053501,69.43064266514621
ENSG00000053524,74.67215117699763
ENSG00000053702,42.367842306752465
ENSG00000053747,64.27465993320844
ENSG00000053770,91.93206809481144
ENSG00000053900,77.76736987863485
ENSG00000053918,50.350248432027364
ENSG00000054116,67.01555754663191
ENSG00000054118,98.94518204773152
ENSG00000054148,95.43455241508512
ENSG00000054179,30.9033151421357
ENSG00000054219,64.52309196057668
ENSG00000054267,95.51600553881241
ENSG00000054277,65.7123075669952
ENSG00000054282,90.48627514865196
ENSG00000054356,98.17952268469496
ENSG00000054392,56.671010833265456
ENSG00000054523,88.8857212674106
ENSG00000054598,44.23719149629388
ENSG00000054611,62.80850370611712
ENSG00000054654,98.46868127392685
ENSG00000054690,59.859900627189056
ENSG00000054793,92.33118840107518
ENSG00000054803,34.389508837663925
ENSG00000054938,38.66579783334691
ENSG00000054965,64.7633786755722
ENSG00000054967,37.51730878879205
ENSG00000054983,77.47006597703022
ENSG00000055044,93.47967744563005
ENSG00000055070,67.70383644212755
ENSG00000055118,59.81510140913904
ENSG00000055130,81.46126903966767
ENSG00000055147,83.77046509733648
ENSG00000055163,86.00635334365073
ENSG00000055208,88.02231815590127
ENSG00000055211,80.59379327197198
ENSG00000055332,91.69585403600227
ENSG00000055483,70.77869186283294
ENSG00000055609,98.7171133012951
ENSG00000055732,86.41769161847357
ENSG00000055813,47.48717113301295
ENSG00000055917,95.19019304390324
ENSG00000055950,80.52863077299014
ENSG00000055955,47.34055551030382
ENSG00000055957,26.822513643398228
ENSG00000056050,75.15272460698867
ENSG00000056097,97.02288832776736
ENSG00000056277,64.1402622790584
ENSG00000056291,48.383155494013195
ENSG00000056487,37.37476582226928
ENSG00000056558,41.235643886943066
ENSG00000056586,87.2566587928647
ENSG00000056736,69.42657000895984
ENSG00000056972,77.07094567076648
ENSG00000056998,61.87993809562597
ENSG00000057019,90.42518530585649
ENSG00000057149,62.246477152398796
ENSG00000057252,89.25226032418342
ENSG00000057294,74.27710352692026
ENSG00000057468,35.72534006679156
ENSG00000057593,31.41646982161766
ENSG00000057608,98.46053596155413
ENSG00000057657,79.73039016046265
ENSG00000057663,83.70530259835465
ENSG00000057704,74.94501914148407
ENSG00000057757,77.32345035432108
ENSG00000057935,78.10540034210311
ENSG00000058056,73.3485379164291
ENSG00000058063,84.87415492384133
ENSG00000058085,92.14791887268878
ENSG00000058091,74.32190274497027
ENSG00000058262,83.91708072004562
ENSG00000058272,97.16543129429014
ENSG00000058335,72.18783090331515
ENSG00000058404,65.10548179522685
ENSG00000058453,46.0495234992262
ENSG00000058600,84.74382992587766
ENSG00000058668,94.28606337053026
ENSG00000058673,98.11436018571312
ENSG00000058729,84.5890689907958
ENSG00000058799,78.66742689582146
ENSG00000058804,70.42844343080557
ENSG00000058866,50.68420623930928
ENSG00000059122,62.82886698704895
ENSG00000059145,45.263500855257796
ENSG00000059377,57.721756129347554
ENSG00000059378,64.12397165431294
ENSG00000059573,80.83000733078114
ENSG00000059588,76.35823083815264
ENSG00000059691,62.63745214628981
ENSG00000059728,83.02516901523174
ENSG00000059758,67.57351144416388
ENSG00000059769,65.03624664005865
ENSG00000059804,79.33534251038527
ENSG00000059915,48.440172680622304
ENSG00000060069,45.104667263989576
ENSG00000060138,84.44652602427303
ENSG00000060140,27.127962857375582
ENSG00000060237,93.88694306426652
ENSG00000060303,3.5676468192555184
ENSG00000060339,93.37378838478456
ENSG00000060491,42.38006027531156
ENSG00000060566,7.811354565447585
ENSG00000060642,62.140588091553305
ENSG00000060656,41.818033721593224
ENSG00000060688,81.36352529119492
ENSG00000060709,81.80337215932231
ENSG00000060718,24.114197279465667
ENSG00000060749,85.89639162661888
ENSG00000060762,84.91488148570497
ENSG00000060971,66.38836849393174
ENSG00000060982,93.04390323368901
ENSG00000061273,58.45483424289321
ENSG00000061337,50.17105155982732
ENSG00000061455,34.870082267654965
ENSG00000061656,46.65634927099454
ENSG00000061676,97.32833754174473
ENSG00000061794,88.5965626781787
ENSG00000061918,91.91985012625234
ENSG00000061936,68.4613504927914
ENSG00000061938,51.77160544106867
ENSG00000061987,90.97092123482936
ENSG00000062038,55.35554288506964
ENSG00000062096,25.401156634356926
ENSG00000062194,97.08805082674921
ENSG00000062282,56.434796774456295
ENSG00000062370,59.79881078439359
ENSG00000062485,95.27164616763054
ENSG00000062582,82.08031277999511
ENSG00000062598,87.13855176346013
ENSG00000062650,90.28264233933372
ENSG00000062716,99.59273438136353
ENSG00000062725,87.94901034454672
ENSG00000062822,35.37101897857783
ENSG00000063015,57.24932801172925
