gen_name,leukocyte
ENSG00000000003,1.2463385216242606
ENSG00000000419,87.51364080179196
ENSG00000000457,60.703003848141975
ENSG00000000460,48.090287749124116
ENSG00000000938,92.60812130262478
ENSG00000000971,33.78324048015622
ENSG00000001036,70.96088679570387
ENSG00000001084,59.990810407213836
ENSG00000001167,49.02073401872379
ENSG00000001460,63.270346332778125
ENSG00000001461,75.03876859456665
ENSG00000001497,65.8606627993797
ENSG00000001561,38.26316696341394
ENSG00000001629,69.35845155361552
ENSG00000001630,45.85606800298662
ENSG00000001631,74.3782666130607
ENSG00000002016,31.15271954511516
ENSG00000002330,80.19642754580437
ENSG00000002549,91.92464533915341
ENSG00000002586,98.23674688415369
ENSG00000002587,53.15030727700879
ENSG00000002726,27.528573890069495
ENSG00000002745,10.200447992648327
ENSG00000002746,20.34920452587445
ENSG00000002822,67.63540290620872
ENSG00000002834,88.44408707139165
ENSG00000002919,53.02395037619896
ENSG00000002933,77.58313709723737
ENSG00000003056,93.676411464017
ENSG00000003096,7.345930733444374
ENSG00000003147,45.9364769398656
ENSG00000003393,47.78588248808225
ENSG00000003400,68.6577451036701
ENSG00000003402,96.23226695767045
ENSG00000003436,80.15047958187353
ENSG00000003509,54.454080753546606
ENSG00000003756,86.00310148756533
ENSG00000003987,8.753087128826603
ENSG00000004059,93.06760094193326
ENSG00000004139,38.940899431393944
ENSG00000004142,79.48423410487622
ENSG00000004399,30.44052610418701
ENSG00000004455,81.93670667968526
ENSG00000004468,94.52070530124634
ENSG00000004478,64.93596002527138
ENSG00000004487,62.71322727011659
ENSG00000004534,90.5921543851588
ENSG00000004660,67.91109068979381
ENSG00000004700,85.29090804663718
ENSG00000004766,46.568261443914764
ENSG00000004777,41.232554132445
ENSG00000004779,95.12377232783872
ENSG00000004799,11.32617310895411
ENSG00000004809,21.922922290506
ENSG00000004838,29.71110217678479
ENSG00000004846,35.356958244787776
ENSG00000004864,50.86439607144908
ENSG00000004866,35.12721842513354
ENSG00000004897,72.64947447016255
ENSG00000004939,25.822755729136755
ENSG00000004961,64.33863649417036
ENSG00000004975,52.42088334960657
ENSG00000005007,59.20395152489806
ENSG00000005020,74.99856412612716
ENSG00000005022,97.59921888461317
ENSG00000005059,90.60938487163288
ENSG00000005075,93.47538912181955
ENSG00000005100,53.35132961920625
ENSG00000005102,7.3172132559875935
ENSG00000005108,14.490839124691288
ENSG00000005156,55.999081040721386
ENSG00000005175,65.00488197116765
ENSG00000005187,55.62575383378324
ENSG00000005189,55.45919246453391
ENSG00000005194,76.63546034116364
ENSG00000005206,54.511515708460166
ENSG00000005238,56.963988283269195
ENSG00000005243,35.72454195623456
ENSG00000005249,25.277123657457928
ENSG00000005302,78.12302567342485
ENSG00000005339,72.10958589397507
ENSG00000005379,50.169433116995
ENSG00000005381,34.31738556085234
ENSG00000005421,3.9744988800183787
ENSG00000005436,49.81333639653093
ENSG00000005448,83.60232037217851
ENSG00000005469,51.43300212509333
ENSG00000005471,29.01613922233071
ENSG00000005483,96.54241571420367
ENSG00000005486,79.40382516799724
ENSG00000005700,71.24806157027167
ENSG00000005801,60.74320831658147
ENSG00000005810,93.00442249152835
ENSG00000005812,61.28884038826029
ENSG00000005844,92.84934811326173
ENSG00000005882,58.06673941760956
ENSG00000005884,70.24869335477571
ENSG00000005889,64.66027224168629
ENSG00000005893,80.0758141404859
ENSG00000005961,44.75906036413762
ENSG00000006007,70.45545919246453
ENSG00000006015,90.8161507093217
ENSG00000006016,10.028143127907645
ENSG00000006025,43.104933662627076
ENSG00000006042,40.600769628395845
ENSG00000006047,2.32037217850784
ENSG00000006062,44.247889265406926
ENSG00000006125,85.30813853311126
ENSG00000006194,51.800585836540115
ENSG00000006210,22.864855551088393
ENSG00000006282,45.499971282522544
ENSG00000006327,50.870139566940445
ENSG00000006432,42.4616621675952
ENSG00000006451,80.73631612199185
ENSG00000006453,5.864108896674517
ENSG00000006459,47.11389351559359
ENSG00000006530,68.68071908563552
ENSG00000006534,41.284245591867204
ENSG00000006555,54.89632990638103
ENSG00000006576,70.62776405720521
ENSG00000006607,48.96904255930159
ENSG00000006625,85.09562919993108
ENSG00000006634,77.04899201654126
ENSG00000006638,27.63770030440526
ENSG00000006652,69.15742921141806
ENSG00000006659,0.6547584860145884
ENSG00000006695,51.5421285394291
ENSG00000006704,54.09798403308253
ENSG00000006712,66.30865544770548
ENSG00000006715,57.9174085348343
ENSG00000006740,23.61150996496468
ENSG00000006744,70.71965998506691
ENSG00000006747,34.40353799322268
ENSG00000006756,44.68439492274999
ENSG00000006757,41.95049106886451
ENSG00000006831,65.14272586296019
ENSG00000006837,30.95744069840905
ENSG00000007038,40.22169892596634
ENSG00000007047,41.887312618459596
ENSG00000007080,81.67824938257424
ENSG00000007129,47.08517603813681
ENSG00000007168,88.9610016656137
ENSG00000007174,24.0135546493596
ENSG00000007202,51.89248176440181
ENSG00000007237,68.19826546436161
ENSG00000007255,72.67819194761933
ENSG00000007264,89.0528975934754
ENSG00000007312,96.64005513755671
ENSG00000007314,6.587789328585377
ENSG00000007341,48.95755556831888
ENSG00000007350,41.916030095916376
ENSG00000007376,67.76750330250991
ENSG00000007392,69.86962265234622
ENSG00000007402,4.790075239790937
ENSG00000007516,27.149503187639993
ENSG00000007520,87.41025788294756
ENSG00000007541,46.00539888576187
ENSG00000007545,46.608465912354255
ENSG00000007923,47.7399345241514
ENSG00000007944,61.191200964907246
ENSG00000007968,79.2257768077652
ENSG00000008018,98.11038998334386
ENSG00000008056,6.961116535523519
ENSG00000008083,82.98776635460341
ENSG00000008086,62.99465854919304
ENSG00000008128,90.96548159209695
ENSG00000008130,74.42995807248292
ENSG00000008226,19.234966400551375
ENSG00000008256,33.81770145310436
ENSG00000008277,5.347194302452472
ENSG00000008282,77.1753489173511
ENSG00000008283,77.96795129515823
ENSG00000008294,75.0847165584975
ENSG00000008300,28.18907587157544
ENSG00000008311,33.34099132732181
ENSG00000008324,89.15053701682845
ENSG00000008382,45.172592039515244
ENSG00000008394,31.233128481994143
ENSG00000008405,47.889265406926654
ENSG00000008441,29.165470105105967
ENSG00000008513,82.1779334903222
ENSG00000008516,46.654413876285105
ENSG00000008517,99.72431221641492
ENSG00000008710,55.832519671472056
ENSG00000008735,25.323071621388777
ENSG00000008838,36.10361265866406
ENSG00000008853,32.86428120153926
