gen_name,hemocyte
AGAP000005,73.6970024304618
AGAP000007,7.183364839319471
AGAP000008,38.88738860383473
AGAP000009,11.666216581150419
AGAP000010,8.128544423440454
AGAP000017,34.40453686200378
AGAP000018,40.64272211720227
AGAP000025,60.221442073994055
AGAP000028,20.982986767485823
AGAP000029,83.01377261679718
AGAP000032,24.439643532271134
AGAP000033,19.52470969484202
AGAP000035,13.826627059141236
AGAP000037,5.88711855252498
AGAP000042,49.41938968403996
AGAP000043,45.55765595463138
AGAP000044,42.47907102349446
AGAP000046,3.1055900621118013
AGAP000048,2.808533621388064
AGAP000058,7.480421280043208
AGAP000062,22.198217661355656
AGAP000063,12.881447475020256
AGAP000064,50.90467188765866
AGAP000073,14.123683499864976
AGAP000075,3.888738860383473
AGAP000076,62.21982176613557
AGAP000078,5.536051849851472
AGAP000082,12.206319200648123
AGAP000090,78.55792600594113
AGAP000091,1.0261949770456387
AGAP000092,79.44909532811234
AGAP000093,33.05428031325952
AGAP000096,30.650823656494737
AGAP000099,13.610586011342155
AGAP000109,71.56359708344586
AGAP000113,12.368349986497435
AGAP000114,32.001080205239
AGAP000116,25.951930866864704
AGAP000119,31.947069943289225
AGAP000126,13.934647583040777
AGAP000127,37.051039697542535
AGAP000141,9.667836889008912
AGAP000145,95.70618417499325
AGAP000149,78.77396705374021
AGAP000161,39.31947069943289
AGAP000162,99.56791790440184
AGAP000165,36.86200378071834
AGAP000167,57.70996489332973
AGAP000170,36.078854982446664
AGAP000171,48.20415879017013
AGAP000180,24.95274102079395
AGAP000184,50.25654874426141
AGAP000195,36.186875506346205
AGAP000201,27.653254118282472
AGAP000203,21.90116122063192
AGAP000205,15.419929786659464
AGAP000220,13.74561166621658
AGAP000222,38.50931677018634
AGAP000232,36.29489603024575
AGAP000235,79.98919794761005
AGAP000236,75.53335133675398
AGAP000237,79.53011072103699
AGAP000241,25.330812854442343
AGAP000242,4.69889278963003
AGAP000243,48.4472049689441
AGAP000246,16.41911963273022
AGAP000248,34.107480421280044
AGAP000249,96.84039967593843
AGAP000252,9.262759924385634
AGAP000254,21.79314069673238
AGAP000255,2.6465028355387523
AGAP000260,13.42155009451796
AGAP000268,82.90575209289766
AGAP000269,46.85390224142587
AGAP000270,60.707534431542
AGAP000271,18.309478800972183
AGAP000272,36.59195247096949
AGAP000274,3.9697542533081283
AGAP000275,58.79017013232514
AGAP000278,18.660545503645693
AGAP000281,61.841749932487176
AGAP000285,69.97029435592763
AGAP000289,18.282473669997298
AGAP000290,40.237645152578985
AGAP000295,4.590872265730489
AGAP000299,15.581960572508777
AGAP000300,52.119902781528495
AGAP000304,87.14555765595463
AGAP000305,99.0818255468539
AGAP000306,91.35835808803672
AGAP000308,49.85147177963813
AGAP000310,19.281663516068054
AGAP000311,42.37105049959492
AGAP000312,2.0523899540912773
AGAP000317,91.76343505266
AGAP000319,19.605725087766675
AGAP000320,22.279233054280315
AGAP000321,77.90980286254388
AGAP000322,22.17121253038077
AGAP000325,27.302187415608962
AGAP000328,23.224412638401297
AGAP000334,41.61490683229814
AGAP000336,27.707264380232242
AGAP000337,16.77018633540373
AGAP000339,1.4852822036186877
AGAP000346,12.044288414798812
AGAP000348,5.32001080205239
AGAP000349,14.744801512287333
AGAP000352,1.5122873345935728
AGAP000354,79.61112611396165
AGAP000355,10.045908722657305
AGAP000358,85.33621388063733
AGAP000360,4.0507696462327845
AGAP000367,15.933027275182285
AGAP000368,30.623818525519848
AGAP000372,16.52714015662976
AGAP000375,82.6357007831488
AGAP000376,84.66108560626519
AGAP000378,89.81906562246826
AGAP000380,73.88603834728599
AGAP000385,64.56926816095057
AGAP000391,46.556845800702135
AGAP000392,23.683499864974344
AGAP000394,18.174453146097758
AGAP000396,18.363489062921957
AGAP000399,71.72562786929517
AGAP000403,63.40804752903052
AGAP000407,10.69403186605455
AGAP000410,11.720226843100189
AGAP000412,7.07534431541993
AGAP000414,16.743181204428844
AGAP000415,30.812854442344044
AGAP000416,18.714555765595463
AGAP000425,84.44504455846611
AGAP000432,68.29597623548474
AGAP000433,14.15068863083986
AGAP000434,64.97434512557386
AGAP000436,0.6481231433972455
AGAP000448,11.77423710504996
AGAP000452,2.9705644072373754
AGAP000453,14.231704023764516
AGAP000454,11.747231974075074
AGAP000457,47.44801512287334
AGAP000458,17.175263300027005
AGAP000460,5.103969754253308
AGAP000461,1.8633540372670807
AGAP000462,95.00405076964623
AGAP000466,22.846340804752906
AGAP000467,43.80232244126384
AGAP000469,62.462867944909526
AGAP000472,47.28598433702403
AGAP000480,37.86119362678909
AGAP000483,39.6705374021064
AGAP000489,48.50121523089387
AGAP000491,34.24250607615447
AGAP000494,4.833918444504456
AGAP000496,31.596003240615715
AGAP000498,32.67620847961113
AGAP000499,32.81123413448555
AGAP000500,72.99486902511477
AGAP000504,7.318390494193896
AGAP000512,58.08803672697812
AGAP000513,58.3310829057521
AGAP000514,45.23359438293276
AGAP000519,12.611396165271401
AGAP000522,31.83904941938969
AGAP000523,53.79422090197138
AGAP000526,90.3051579800162
AGAP000528,61.40966783688901
AGAP000532,38.29327572238726
AGAP000533,10.450985687280584
AGAP000534,17.25627869295166
AGAP000536,41.07480421280043
AGAP000541,91.11531190926276
AGAP000544,2.1874156089657033
AGAP000545,21.3880637321091
AGAP000546,27.059141236835
AGAP000547,40.831758034026464
AGAP000549,55.03645692681609
AGAP000558,21.63110991088307
AGAP000561,21.17202268431002
AGAP000562,33.94544963543073
AGAP000565,79.8811774237105
AGAP000566,2.484472049689441
AGAP000569,1.9983796921415067
AGAP000573,25.92492573588982
AGAP000577,13.907642452065893
AGAP000585,90.33216311099109
AGAP000586,75.72238725357818
AGAP000591,19.11963273021874
AGAP000592,5.37402106400216
AGAP000596,5.806103159600324
AGAP000598,21.334053470159333
AGAP000606,45.44963543073184
AGAP000614,7.615446934917634
AGAP000616,85.71428571428571
AGAP000617,36.997029435592765
AGAP000618,75.39832568187956
AGAP000624,61.5987037537132
AGAP000625,44.639481501485285
AGAP000626,33.48636240885769
AGAP000627,72.72481771536592
AGAP000633,68.10694031866055
AGAP000646,69.8352687010532
AGAP000650,59.168241965973536
AGAP000651,98.21766135565757
AGAP000653,25.303807723467457
AGAP000654,91.62840939778559
AGAP000655,95.86821496084255
AGAP000656,8.614636780988388
AGAP000659,2.0253848231163922
AGAP000660,53.9292465568458
AGAP000666,23.81852551984877
AGAP000669,65.83850931677019
AGAP000671,19.90278152849041
AGAP000672,57.46691871455577
AGAP000674,9.61382662705914
AGAP000675,9.181744531460978
AGAP000678,15.33891439373481
AGAP000679,99.8109640831758
AGAP000680,76.0464488252768
AGAP000682,28.841479881177424
AGAP000684,75.61436672967864
AGAP000685,59.4112881447475
AGAP000689,60.41047799081826
AGAP000693,7.750472589792061
AGAP000700,49.50040507696462
AGAP000702,23.332433162300838
AGAP000704,30.83985957331893
AGAP000705,6.940318660545504
AGAP000707,16.87820685930327
AGAP000708,19.14663786119363
AGAP000713,46.7998919794761
AGAP000717,42.93815825006752
AGAP000719,52.36294896030246
AGAP000720,11.450175533351336
AGAP000723,54.199297866594655
AGAP000725,19.038617337294088
AGAP000726,5.022954361328653
AGAP000728,65.8115041857953
AGAP000733,39.75155279503105
AGAP000735,27.27518228463408
AGAP000737,15.257899000810154
AGAP000739,86.03834728598434
AGAP000745,1.296246286794491
AGAP000747,40.56170672427761
AGAP000752,33.91844450445585
AGAP000759,32.91925465838509
AGAP000763,43.37024034566568
AGAP000765,2.4304617877396706
AGAP000767,19.200648123143395
AGAP000769,30.326762084796112
AGAP000770,17.121253038077235
AGAP000771,24.73669997299487
AGAP000774,2.592492573588982
AGAP000776,34.67458817175263
AGAP000779,97.56953821226033
AGAP000780,72.07669457196867
AGAP000781,23.278422900351067
AGAP000783,21.928166351606805
AGAP000784,30.191736429921683
AGAP000787,12.125303807723467
AGAP000790,97.73156899810964
AGAP000792,20.361868755063462
AGAP000794,25.222792330542802
AGAP000804,92.06049149338375
AGAP000806,33.86443424250608
AGAP000807,41.64191196327302
AGAP000808,24.70969484201998
AGAP000812,66.10856062651904
AGAP000815,84.93113691601404
AGAP000823,71.59060221442074
AGAP000824,39.64353227113151
AGAP000826,36.42992168512017
AGAP000830,76.50553605184986
AGAP000832,18.255468539022417
AGAP000841,30.48879287064542
AGAP000844,7.129354577369701
AGAP000847,61.868755063462054
AGAP000848,9.073724007561438
AGAP000849,40.18363489062922
AGAP000851,62.5168782068593
AGAP000852,93.86983526870105
AGAP000854,27.815284904131786
AGAP000855,40.21064002160411
AGAP000862,13.583580880367268
AGAP000864,57.84499054820416
AGAP000865,66.48663246016743
AGAP000868,77.01863354037268
AGAP000869,0.9721847150958682
AGAP000870,82.74372130704833
AGAP000874,2.160410477990818
AGAP000880,33.56737780178234
AGAP000881,31.70402376451526
AGAP000883,77.15365919524709
AGAP000886,40.939778557926005
AGAP000888,39.45449635430732
AGAP000889,63.59708344585471
AGAP000891,19.308668647042936
AGAP000893,17.796381312449366
AGAP000897,46.9889278963003
AGAP000898,73.8320280853362
AGAP000900,74.85822306238185
AGAP000901,84.55306508236565
AGAP000909,54.766405617067235
AGAP000911,23.54847421009992
AGAP000913,70.64542263029976
AGAP000927,96.54334323521469
AGAP000930,84.472049689441
AGAP000931,9.127734269511208
