gen_name,conventional dendritic cell,pre-conventional dendritic cell
ENSG00000003987,47.16323154647471,46.00080475700809
ENSG00000003989,16.640586578441454,57.365762060177936
ENSG00000004059,94.48741449456789,91.67970671077927
ENSG00000004139,40.832476416148786,38.5612733044217
ENSG00000004142,71.49371842446462,71.76644163276255
ENSG00000004399,57.81732015916305,60.76362498323423
ENSG00000004455,90.53963428264854,94.23257477533868
ENSG00000004468,83.60978226852059,88.29525640452452
ENSG00000004478,63.73675504090848,64.57727902713819
ENSG00000004487,78.38333258818795,80.30580766307507
ENSG00000004534,87.20883444359995,92.08208521482541
ENSG00000004660,0.0,42.67000491795949
ENSG00000004700,90.21326060714445,90.63352260025931
ENSG00000004766,87.02999955291277,86.44878615817946
ENSG00000004776,0.0,11.427549514910359
ENSG00000004777,13.886529261858987,25.9087047883042
ENSG00000004779,95.43076854294273,96.62896231054678
ENSG00000004799,60.21370769437118,37.01882237224483
ENSG00000004809,34.85492019493003,64.8142352572987
ENSG00000004838,32.23498904636294,31.711896991102968
ENSG00000004846,42.53587874994411,31.823668797782446
ENSG00000004848,0.0,11.378369919971385
ENSG00000004864,78.01225019001207,81.23574909464837
ENSG00000004866,78.47722090579872,73.58608664550454
ENSG00000004897,90.0299548441901,91.18791076138955
ENSG00000004939,47.54325568918496,41.48969463942415
ENSG00000004948,0.0,3.643760897751151
ENSG00000004961,85.14776232843028,76.67993025439263
ENSG00000004975,43.121563016944606,54.656413466267274
ENSG00000005007,55.166092904725716,65.23002637814638
ENSG00000005020,96.77650109536371,96.59766620467653
ENSG00000005022,99.11029641883131,99.0477042070908
ENSG00000005059,95.94044798140116,94.4427057718961
ENSG00000005073,30.348280949613272,6.469352170608486
ENSG00000005075,85.66638351142308,83.12245719139804
ENSG00000005100,61.60861984173113,68.26127777529396
ENSG00000005108,0.0,43.74301426208253
ENSG00000005156,65.18531765547458,66.84401126659812
ENSG00000005175,86.64997541020253,86.35042696830152
ENSG00000005187,50.739929360218184,76.98842044082801
ENSG00000005189,21.008628783475654,55.952966423749274
ENSG00000005194,86.78857245048509,86.94952385210355
ENSG00000005206,47.49407609424598,50.59239057540126
ENSG00000005238,64.90365270264229,59.690615639111186
ENSG00000005243,0.0,27.415388742343634
ENSG00000005249,77.86918227746233,66.66964724817812
ENSG00000005302,96.27576340143962,88.39361559440246
ENSG00000005339,77.53833772969107,82.56359815800063
ENSG00000005379,36.51361380605356,60.36124647918809
ENSG00000005381,81.91532167925962,99.82563598158
ENSG00000005421,0.0,7.256225689632047
ENSG00000005436,81.86614208432064,71.67255331515179
ENSG00000005448,79.91237090356329,77.54280860195824
ENSG00000005469,73.69338757991684,72.93333929449636
ENSG00000005471,49.74739571690437,55.49693745249699
ENSG00000005483,97.88527741762418,97.67514642106676
ENSG00000005486,69.79478696293647,71.79326686636563
ENSG00000005700,93.95090982250636,90.66928957839676
ENSG00000005801,84.16417042965082,85.18800017883488
ENSG00000005810,94.58577368444584,96.56637009880627
ENSG00000005812,81.7677828944427,69.24039880180624
ENSG00000005844,78.55769660660795,78.45933741673001
ENSG00000005882,64.7069343228864,53.757768140564224
ENSG00000005884,41.89654401573747,49.979881074797696
ENSG00000005889,94.22810390307149,88.3667903607994
ENSG00000005893,94.04479814011714,96.32941386864577
ENSG00000005961,38.18572003397863,41.011311306835964
ENSG00000005981,49.04993964322439,45.47771270174811
ENSG00000006007,89.78405686949525,84.94210220414003
ENSG00000006015,86.27889301202664,83.30576295435239
ENSG00000006016,41.75347610318773,15.871596548486611
ENSG00000006025,43.573121115929716,37.51061832163455
ENSG00000006042,39.419680779720125,55.859078106138504
ENSG00000006047,0.0,8.029686591854071
ENSG00000006062,62.01099834577726,59.37765458040863
ENSG00000006071,30.299101354674296,12.88058300174364
ENSG00000006116,0.0,7.84190995663254
ENSG00000006118,39.33473420664372,33.021862565386506
ENSG00000006125,87.23118880493584,83.53377743997854
ENSG00000006194,67.28215674878169,65.49380784190996
ENSG00000006210,35.24835695444181,31.573299950820406
ENSG00000006282,66.66070550364375,59.90968838020297
ENSG00000006283,18.035498725801403,9.36647739974069
ENSG00000006327,47.35994992623061,51.36585147762328
ENSG00000006377,44.00232485357893,21.947511959583316
ENSG00000006432,40.30491348862163,30.643358519247105
ENSG00000006451,81.63365672642733,86.28783475656101
ENSG00000006453,31.67613001296553,41.74900523092055
ENSG00000006459,85.83180578530872,84.43242276568158
ENSG00000006468,23.624089059775564,46.90392095497832
ENSG00000006530,80.91384629141145,77.93624536147003
ENSG00000006534,57.7636696919569,69.7903160906693
ENSG00000006555,35.230473465373095,41.37345196047749
ENSG00000006576,82.76925828229086,79.8900165422274
ENSG00000006607,76.52344972504136,72.76791702061072
ENSG00000006625,93.85702150489561,93.10591496400947
ENSG00000006634,81.33410828452631,78.4816917780659
ENSG00000006638,44.270577189609696,44.427057718960974
ENSG00000006652,88.41596995573836,91.74676979478697
ENSG00000006659,21.79103143023204,12.375374435552375
ENSG00000006695,79.8900165422274,77.56069209102697
ENSG00000006704,41.628291679706706,53.0916081727545
ENSG00000006712,76.08977511512495,70.09880627710466
ENSG00000006715,94.2057495417356,91.82277462332901
ENSG00000006740,29.060669736665623,24.281307283050925
ENSG00000006744,73.44748960522199,77.51598336835517
ENSG00000006747,57.40599991058255,51.714579514463274
ENSG00000006756,57.741315330621,70.79179147851747
ENSG00000006757,70.76496624491439,71.39983010685384
ENSG00000006831,63.665221084633615,70.43412169714311
ENSG00000006837,48.75039120132338,63.67863370143515
ENSG00000007001,0.0,3.527518218804489
ENSG00000007038,54.245093217686765,60.41936781866142
ENSG00000007047,35.81615773237359,44.131980149327134
ENSG00000007062,53.31515178611347,53.802476863236016
ENSG00000007080,77.5517503464926,71.6054902311441
ENSG00000007129,35.75803639290026,48.348012697277234
ENSG00000007168,84.47713148835338,83.48906871730675
ENSG00000007174,35.21258997630438,42.17820896856977
ENSG00000007202,86.62315017659945,85.97487369785846
ENSG00000007237,72.3387132829615,69.43711718156213
ENSG00000007255,81.25810345598427,80.69030267805249
ENSG00000007264,48.76380381812492,51.82635132114275
ENSG00000007312,73.63526624044351,68.43564179371396
ENSG00000007341,69.99150534269236,68.18527294675191
ENSG00000007350,0.0,23.776098716859657
ENSG00000007372,42.70577189609693,59.06916439397326
ENSG00000007376,61.75615862654804,50.54768185272947
ENSG00000007384,0.0,31.55094558948451
ENSG00000007392,84.06581123977288,79.21938570215049
ENSG00000007402,0.0,46.01421737380963
ENSG00000007516,46.6267268744132,30.965261322484018
ENSG00000007520,67.8410157821791,59.954397102874765
ENSG00000007541,53.7622390128314,59.85156704072965
ENSG00000007545,54.52228729825189,53.194438234899636
ENSG00000007923,71.23440783296822,64.2061966289623
ENSG00000007933,28.725354316627172,33.87579916841776
ENSG00000007944,65.04224974292484,71.2165243438995
ENSG00000007952,0.0,4.681003263736755
ENSG00000007968,34.054634059104934,47.216882013680866
ENSG00000008018,98.79286448786159,98.78392274332722
ENSG00000008056,0.0,20.18151741404748
ENSG00000008083,78.36097822685207,85.8809853802477
ENSG00000008086,81.59341887602271,78.02566280681361
ENSG00000008128,80.16721062279251,77.11360486430902
ENSG00000008130,69.29852014127957,76.78723118880494
ENSG00000008196,14.588456207806145,2.597576787231189
ENSG00000008226,63.94688603746591,61.12576563687575
ENSG00000008256,41.17226270845442,41.0023695623016
ENSG00000008277,26.659811329190326,49.30030849018643
ENSG00000008282,93.86149237716278,93.67818661420844
ENSG00000008283,46.26011534850449,49.04099789869004
ENSG00000008294,83.24764161487906,83.33258818795547
ENSG00000008300,0.0,28.09943219922207
ENSG00000008311,57.74578620288818,46.47024634506192
ENSG00000008323,15.227790942012787,23.601734698439667
ENSG00000008324,93.9240845889033,93.78548754862074
ENSG00000008382,0.0,39.36603031251397
ENSG00000008394,86.61867930433228,94.88979299861403
ENSG00000008405,59.63696517190505,59.212232306523006
ENSG00000008441,23.75374435552376,33.52260025931059
ENSG00000008513,67.36263244959092,63.26731345285466
ENSG00000008516,50.92770599543971,23.677739526981714
ENSG00000008517,29.311038583627663,55.99320427415388
ENSG00000008710,46.07680958555014,52.604283095631956
ENSG00000008735,29.641883131398938,33.746143872669556
ENSG00000008838,66.81718603299504,72.49519381231279
ENSG00000008853,0.0,42.44199043233335
ENSG00000008869,80.57405999910583,87.02552868064559
ENSG00000008952,92.71694907676488,92.82872088344436
ENSG00000008988,99.70045155809899,99.73621853623642
ENSG00000009307,98.77051012652569,98.35918987794518
ENSG00000009335,77.1225466088434,75.12406670541422
ENSG00000009413,91.13873116645057,92.6901238431618
ENSG00000009694,23.476550274958644,45.65654759243528
ENSG00000009724,55.87249072294005,28.19779138910001
ENSG00000009765,39.96959806858318,44.35999463495328
ENSG00000009780,86.38172307417177,89.18943085796039
ENSG00000009790,92.82872088344436,93.48146823445255
ENSG00000009830,66.14655519291813,52.52380739482273
ENSG00000009844,94.88085125407967,94.60365717351455
ENSG00000009950,34.340769884204406,34.17087673805159
ENSG00000009954,87.07470827558457,90.72741091787007
ENSG00000010017,70.44306344167747,76.94818259042339
ENSG00000010030,0.0,25.323020521303707
ENSG00000010072,72.61143649125944,67.25980238744579
ENSG00000010165,63.63839585103054,66.9110743506058
ENSG00000010219,79.1120847677382,79.00478383332589
ENSG00000010244,98.52014127956365,97.56784548665445
ENSG00000010256,94.32646309294942,97.07157866499753
ENSG00000010270,89.02847945634194,86.71703849421021
ENSG00000010278,63.01694460589261,65.01989538158894
ENSG00000010292,72.85286359368713,69.70984038986006
ENSG00000010295,62.891760182411595,62.61456610184647
ENSG00000010310,73.04511110117585,57.428354271918444
ENSG00000010318,51.419501944829435,58.447713148835334
ENSG00000010322,66.07055036437609,70.53248088702105
ENSG00000010327,0.0,43.38981535297536
ENSG00000010361,30.643358519247105,28.27379621764206
ENSG00000010404,88.3891447221353,86.87798989582868
ENSG00000010438,0.0,26.34685027048777
ENSG00000010539,73.17029552465686,61.3090713998301
ENSG00000010610,87.80793132740197,81.45482183574015
ENSG00000010626,55.41199087942057,47.39124603210087
ENSG00000010671,84.88845173693387,77.04654178030134
ENSG00000010704,41.85630616533286,48.580498055170565
ENSG00000010803,55.33151517861135,59.847096168462464
ENSG00000010810,90.83471185228238,87.85711092234095
ENSG00000010818,78.28944427057719,74.94970268699423
ENSG00000010932,31.425761166003486,20.029507756963383
ENSG00000011007,83.98980641123083,77.30138149953056
ENSG00000011009,74.74851343497116,70.82308758438771
ENSG00000011021,54.51334555371753,58.514776232843026
ENSG00000011028,26.74922877453391,22.533196226583808
ENSG00000011052,80.55170563776993,68.47587964411856
ENSG00000011114,71.51607278580052,79.80954084141815
ENSG00000011132,58.46559663790406,56.60124290249028
ENSG00000011143,61.13023650914293,57.64295614074306
ENSG00000011198,64.30902669110743,77.41762417847721
ENSG00000011201,0.0,26.543568650243664
ENSG00000011243,67.61300129655295,59.98122233647785
ENSG00000011258,83.1984620199401,81.33410828452631
ENSG00000011260,93.38757991684177,94.19233692493405
ENSG00000011275,87.65592167031788,83.72155407520006
ENSG00000011295,92.36375016765771,88.79152322618143
ENSG00000011304,81.36987526266375,81.2491617114499
ENSG00000011332,31.081504001430677,24.78651584924219
ENSG00000011347,0.0,3.375508561720392
ENSG00000011376,55.48352483569544,63.866410336656685
ENSG00000011405,90.60669736665623,87.47708677963071
ENSG00000011422,79.03160906692895,89.41744534358654
ENSG00000011426,31.188804935842985,62.587740868243394
ENSG00000011451,43.434524075647154,45.316761300129656
ENSG00000011454,72.75897527607637,83.91380158268879
ENSG00000011465,51.85317655474583,55.18397639379443
ENSG00000011478,56.569946796620016,50.67733714847766
ENSG00000011485,61.778512987883936,60.06169803728707
ENSG00000011523,79.4965797827156,72.43707247283945
ENSG00000011566,76.63522153172084,67.69794786962936
ENSG00000011600,98.60955872490723,98.20270934859391
ENSG00000011638,68.03326328966781,64.99754102025305
ENSG00000012048,67.89466624938527,77.86024053292797
ENSG00000012061,88.07171279116555,88.74681450350963
ENSG00000012124,66.29409397773506,59.748736978584525
ENSG00000012171,23.856574417668888,33.544954620646486
ENSG00000012174,63.29413868645772,74.30589708052041
ENSG00000012211,38.11418607770376,47.67738185720034
ENSG00000012223,0.0,23.253006661599677
ENSG00000012232,56.476058479009254,62.65927482451826
ENSG00000012504,18.813430500290607,36.415254616175616
ENSG00000012660,96.85697679617293,93.7050118478115
ENSG00000012779,82.55465641346626,82.223811865695
ENSG00000012817,31.75213484150758,79.34009925336433
ENSG00000012822,70.87226717932668,64.54151204900076
ENSG00000012963,73.21947511959583,79.78718648008226
ENSG00000012983,85.94804846425538,85.55014083247642
ENSG00000013016,28.787946528367687,38.16336567264273
ENSG00000013275,90.32503241382393,92.26092010551258
ENSG00000013288,67.53699646801091,71.72173291009076
ENSG00000013293,39.504627352796525,44.230339339205074
ENSG00000013297,68.06455939553807,60.40595520185988
ENSG00000013306,91.2862699512675,85.29083024098001
ENSG00000013364,74.95864443152858,67.07649662449143
ENSG00000013374,91.10296418831314,87.3921402065543
ENSG00000013375,69.7232530066616,74.44449412080297
ENSG00000013392,61.60414896946394,46.74744042562704
ENSG00000013441,96.75414673402781,98.49331604596057
ENSG00000013503,68.1003263736755,57.741315330621
ENSG00000013523,59.189877945187106,60.73679974963115
ENSG00000013561,86.07770376000357,82.32664192784011
ENSG00000013563,60.73232887736397,54.27638932355703
ENSG00000013573,62.47596906156391,60.155586354897835
ENSG00000013583,75.5622121875978,78.24026467563822
ENSG00000013588,44.453882952564044,55.92167031787901
ENSG00000013619,14.677873653149728,20.355881432467474
ENSG00000013725,35.91004604998435,32.61948406134037
ENSG00000013810,71.50266016899897,73.21500424732865
ENSG00000014123,88.25054768185274,88.72893101444092
ENSG00000014138,85.87204363571333,77.18960969285108
ENSG00000014164,49.318191979255154,46.76979478696294
ENSG00000014216,62.341842893548524,68.98555908257701
ENSG00000014257,85.80050967943846,84.71408771851388
ENSG00000014641,98.055170563777,98.2474180712657
ENSG00000014824,91.25944471766442,90.7452944069388
ENSG00000014914,67.00496266821658,73.13899941878661
ENSG00000014919,84.15075781284929,87.91970313408146
ENSG00000015133,62.32395940447981,71.90056780077794
ENSG00000015153,73.36254303214557,74.1583582957035
ENSG00000015171,59.087047883041976,70.04068493763134
ENSG00000015285,67.81866142084321,56.58783028568873
ENSG00000015475,96.78097196763088,95.67666651763759
ENSG00000015479,97.93892788483033,97.39795234050163
ENSG00000015520,13.27401976125542,27.866946841328744
ENSG00000015532,48.902400858407475,51.18701658693611
ENSG00000015568,74.44896499307015,69.78137434613492
ENSG00000015592,17.740421156167567,17.418518352930658
ENSG00000015676,67.69347699736218,70.26869942325747
ENSG00000016082,0.0,6.3396968748602855
ENSG00000016391,33.99204184736442,44.69531005499173
ENSG00000016602,0.0,1.8107032682076272
ENSG00000016864,77.16725533151518,84.65149550677337
ENSG00000017260,81.61130236509143,79.62623507846381
ENSG00000017427,28.702999955291276,41.04260741270622
ENSG00000017483,31.542003844950152,41.650646041042606
ENSG00000017797,75.67845486654447,84.7096168462467
ENSG00000018189,95.05521527249967,95.60066168909555
ENSG00000018236,28.175437027764115,32.29311038583628
ENSG00000018280,49.46125989180489,58.859033397415836
ENSG00000018408,45.79961550498503,54.3479232798319
ENSG00000018510,86.90034425716458,87.66486341485223
ENSG00000018610,71.10028166495283,71.33276702284616
ENSG00000018625,37.273662091474044,50.28837126123307
ENSG00000018699,70.0451558098985,76.87217776188135
ENSG00000018869,60.5311396253409,49.94858496892744
ENSG00000019102,0.0,18.263513211427547
ENSG00000019144,45.54924665802298,51.44632717843252
ENSG00000019169,39.79076317789601,51.91576876648634
ENSG00000019485,44.06491706531944,30.960790450216834
ENSG00000019505,14.110072875217956,13.658514776232844
ENSG00000019549,42.40175258192874,41.494165511691335
ENSG00000019582,99.97317476639692,99.93740778825949
ENSG00000019991,42.388339965127194,89.29226092010552
ENSG00000019995,75.07041623820807,67.74712746456834
ENSG00000020129,52.52380739482273,38.86976349085707
ENSG00000020181,0.0,13.20695667724773
ENSG00000020256,55.31810256180981,60.09299414315733
ENSG00000020426,77.93177448920284,74.36848929226092
ENSG00000020577,50.46720615192024,52.22425895292172
ENSG00000020633,74.18965440157375,80.39075423615148
ENSG00000020922,93.36522555550589,92.60070639781821
ENSG00000021300,0.0,14.552689229668708
ENSG00000021355,97.79138910001342,98.58720436357133
ENSG00000021461,43.8145482183574,41.78030133679081
ENSG00000021488,39.51803996959807,33.18728483927214
ENSG00000021574,85.35342245272052,80.12697277238789
ENSG00000021645,40.62681629185854,31.291634997988105
ENSG00000021762,32.69548888988242,48.66097375597979
ENSG00000021776,92.28327446684848,90.16408101220547
ENSG00000021826,44.29293155094559,70.80967496758618
ENSG00000021852,0.0,14.195019448294364
ENSG00000022267,66.78141905485761,57.21375240309384
ENSG00000022277,94.0537398846515,92.83319175571154
ENSG00000022355,19.16662940939777,18.38869763490857
ENSG00000022556,61.841105199624444,59.878392274332725
ENSG00000022567,43.70277641167792,47.95457593776546
ENSG00000022840,85.06281575535387,86.27442213975947
ENSG00000022976,54.89784056869495,56.4671167344749
ENSG00000023041,83.87803460455135,85.42048553672822
ENSG00000023171,63.85299771985514,64.4029150087182
ENSG00000023191,96.8659185407073,95.48888988241606
ENSG00000023228,87.81240219966917,89.41297447131934
ENSG00000023287,90.55304689945008,92.77507041623821
ENSG00000023318,94.97473957169044,96.43671480305808
ENSG00000023330,68.21656905262216,73.92140206554299
ENSG00000023445,87.12835874279072,75.22242589529216
ENSG00000023516,91.5008718200921,86.39960656324048
ENSG00000023572,82.049447847275,84.517369338758
ENSG00000023608,61.25095006035678,81.49058881387758
ENSG00000023697,86.1805338221487,89.01953771180757
ENSG00000023734,95.76608396298117,96.07904502168373
ENSG00000023839,47.24817811955113,55.84119461706979
ENSG00000023892,86.81986855635535,86.23865516162203
ENSG00000023902,80.87807931327401,73.46090222202352
ENSG00000023909,64.34479366924486,54.361335896633435
ENSG00000024048,93.76313318728484,91.30415344033621
ENSG00000024422,42.2363303080431,34.82362408905978
ENSG00000024526,29.038315375329727,51.964948361425314
ENSG00000024862,89.06424643447937,88.24160593731837
ENSG00000025039,18.05338221487012,70.0675101712344
ENSG00000025156,63.987123887870524,71.61890284794563
ENSG00000025293,94.78249206420173,96.38306433585193
ENSG00000025423,16.33209639200608,31.846023159118342
ENSG00000025434,53.7845933741673,45.057450708633255
ENSG00000025708,90.51727992131265,89.49792104439575
ENSG00000025770,61.206241337684986,65.47592435284125
ENSG00000025772,83.7349666920016,80.33263289667815
ENSG00000025796,90.88836231948854,93.05226449680333
ENSG00000025800,87.27142665534046,88.54562525148657
ENSG00000026025,99.59315062368668,99.62891760182411
ENSG00000026036,0.0,18.232217105557293
ENSG00000026103,71.12710689855591,79.87660392542585
ENSG00000026297,98.0328162024411,97.96575311843341
ENSG00000026508,97.47842804131086,97.60361246479188
ENSG00000026559,38.86529261858988,36.60303125139715
ENSG00000026652,64.48339070952743,60.49090177493629
ENSG00000026751,95.60513256136272,90.22220235167882
ENSG00000026950,70.66213618276926,71.16734474896053
ENSG00000027001,62.92305628828184,60.83962981177628
ENSG00000027075,61.17941610408191,68.8156659364242
ENSG00000027697,98.58720436357133,97.3174766396924
ENSG00000027847,51.66092904725712,63.20919211338132
ENSG00000028116,90.77211964054187,89.09107166808245
ENSG00000028137,68.90508338176778,77.3773863280726
ENSG00000028203,84.56207806142977,82.27299146063397
ENSG00000028277,74.30589708052041,76.99289131309519
ENSG00000028310,66.41927840121608,65.56087092591764
ENSG00000028528,92.93155094558948,89.63204721241114
ENSG00000028839,78.20449769750078,82.11204005901551
ENSG00000029153,34.363124245540305,54.65194259400009
ENSG00000029363,97.32194751195958,97.32641838422677
ENSG00000029364,81.80802074484733,86.81092681182099
ENSG00000029534,27.281262574328252,37.90405508114633
ENSG00000029639,73.76045066392453,78.95113336611973
ENSG00000029725,89.85111995350293,87.88393615594401
ENSG00000029993,71.02427683641078,71.91845128984666
ENSG00000030066,88.95247462779989,88.89435328832656
ENSG00000030110,51.43738543389815,52.30026378146376
ENSG00000030304,13.60039343675951,18.196450127419862
ENSG00000030419,41.24826753699647,49.59538605982027
ENSG00000030582,97.58125810345598,98.2697724326016
ENSG00000031003,88.37126123306656,86.19394643895023
ENSG00000031081,83.94062681629187,74.87369785845218
ENSG00000031691,47.9456341932311,62.16300800286135
ENSG00000031698,91.78253677292439,91.43827960835159
ENSG00000031823,58.00509679438458,64.66669647248177
ENSG00000032219,94.16551169133098,92.78848303303975
ENSG00000032389,75.59350829346806,71.57419412527383
ENSG00000032444,65.44462824697098,65.84700675101712
ENSG00000032742,67.7560692091027,70.68001967183798
ENSG00000033011,66.15996780971967,69.12415612285957
ENSG00000033030,78.50851701166897,82.45629722358832
ENSG00000033050,75.34313944650602,75.13300844994858
ENSG00000033100,52.60875396789913,56.31063620512362
ENSG00000033122,47.45830911610855,41.342155854607235
ENSG00000033170,81.03903071489248,81.78119551124425
ENSG00000033178,93.07014798587204,94.87638038181248
ENSG00000033327,56.726427325971294,60.29865426744758
ENSG00000033627,71.06898555908258,65.29261858988689
ENSG00000033800,95.02391916662941,95.88232664192785
ENSG00000033867,83.29682120981803,81.43693834667144
ENSG00000034053,27.63446148343542,28.546519425940005
ENSG00000034152,78.74547324182947,75.89752760763625
ENSG00000034510,99.7183350471677,99.67362632449591
ENSG00000034533,66.32539008360531,68.56082621719497
ENSG00000034677,78.97795859972281,80.60088523270889
ENSG00000034693,81.32069566772478,74.46684848213887
ENSG00000034713,97.87186480082264,96.26682165690526
ENSG00000035115,75.72316358921626,73.63973711271069
ENSG00000035141,88.6261009522958,90.2937363079537
ENSG00000035403,93.08803147494076,94.18786605266688
ENSG00000035499,47.22582375821523,49.17065319443824
ENSG00000035664,65.53851656458176,55.242097733267755
ENSG00000035681,95.40841418160683,89.36826574864756
ENSG00000035687,84.52631108329236,85.33553896365181
ENSG00000035720,58.59078106138508,71.15393213215899
ENSG00000035862,75.31184334063575,80.60535610497608
ENSG00000035928,89.02400858407475,94.46953100549918
ENSG00000036054,88.22372244824965,83.63660750212367
ENSG00000036257,87.64697992578351,90.23114409621317
ENSG00000036448,59.668261277775294,49.60879867662181
ENSG00000036530,52.72052577457862,56.391111905932846
ENSG00000036549,85.25953413510976,87.09706263692047
ENSG00000036565,35.087405552823355,32.655251039477804
ENSG00000036672,0.0,15.098135646264584
ENSG00000036828,54.41051549157241,53.55210801627398
ENSG00000037042,46.46130460052756,42.075378906424646
ENSG00000037241,85.59037868288102,83.5650735458488
ENSG00000037280,19.488532212634684,24.469083918272457
ENSG00000037474,80.43993383109044,80.7752492511289
ENSG00000037637,81.15974426610632,72.00786873519024
ENSG00000037749,67.77842357043859,63.32543479232798
ENSG00000037757,76.50556623597264,70.50118478115081
ENSG00000037897,72.75450440380918,67.61300129655295
ENSG00000038002,81.49058881387758,83.38176778289444
ENSG00000038210,61.505789779585996,63.18236687977824
ENSG00000038219,96.23105467876782,95.73031698484374
ENSG00000038274,91.97925515268028,89.30567353690705
ENSG00000038295,0.0,27.616577994366704
ENSG00000038358,68.16291858541601,65.90065721822327
ENSG00000038382,88.91670764966246,86.82433942862252
ENSG00000038427,92.97625966826128,96.36070997451603
ENSG00000038532,59.082577010774806,63.2360173469844
ENSG00000038945,66.58917154736889,63.97818214333616
ENSG00000039068,58.24652389681226,69.28063665221084
ENSG00000039123,89.76170250815935,88.46514955067734
ENSG00000039139,0.0,9.268118209862743
ENSG00000039319,93.47252648991818,83.60978226852059
ENSG00000039523,67.97961282246166,43.54182501005946
ENSG00000039560,27.95189341440515,55.54611704743595
ENSG00000039600,0.0,38.20360352304735
ENSG00000039650,61.2241248267537,61.64885769213574
ENSG00000039987,0.0,10.29194795904681
ENSG00000040199,66.99155005141503,62.976706755487996
ENSG00000040275,61.37166361157062,63.607099745160276
ENSG00000040341,87.61568381991327,86.1805338221487
ENSG00000040487,67.57723431841552,58.148164706934324
ENSG00000040531,59.52519336522556,57.227165019895374
ENSG00000040608,26.25296195287701,21.388652926185898
ENSG00000040633,68.69048151294318,60.2941833951804
ENSG00000040731,13.582509947690793,13.282961505789782
ENSG00000040933,78.89748289891358,79.70223990700586
ENSG00000041353,0.0,23.735860866455045
ENSG00000041357,98.86886931640363,98.97617025081593
ENSG00000041515,0.0,25.287253543166273
ENSG00000041802,82.06286046407654,80.04649707157866
ENSG00000041880,77.07336701390442,57.06174274600975
ENSG00000041982,23.820807439531453,59.382125452675815
ENSG00000041988,62.2613671927393,64.53704117673358
ENSG00000042062,53.395627486922706,40.82353467161443
ENSG00000042088,69.17333571779855,73.13452854651943
ENSG00000042286,48.781687307193636,38.80717127911655
ENSG00000042304,33.15151786113471,24.522734385478607
ENSG00000042317,70.03174319309697,65.83359413421559
ENSG00000042429,81.58000625922116,83.68578709706263
ENSG00000042445,47.47172173291009,39.133544954620646
ENSG00000042493,91.57687664863415,94.06715250145304
ENSG00000042753,96.47695265346269,95.59619081682837
ENSG00000042781,23.23512317253096,9.862744221397595
ENSG00000042832,37.98005990968838,32.17239683462243
ENSG00000042980,98.20270934859391,96.1282246166227
ENSG00000043039,38.63727813296374,27.54057316582465
ENSG00000043093,95.81526355792015,92.99861402959718
ENSG00000043143,55.90825770107748,41.06049090177494
ENSG00000043355,0.0,37.33178343094738
ENSG00000043462,86.51584924218714,87.26695578307327
ENSG00000043514,82.55912728573345,79.107613895471
ENSG00000043591,23.10099700451558,17.154736889167076
ENSG00000044090,55.295748200473916,46.635668618947555
ENSG00000044115,89.56498412840345,89.95842088791524
ENSG00000044446,58.65337327312559,65.50274958644432
ENSG00000044459,73.97952340501632,78.38333258818795
ENSG00000044524,47.19452765234497,20.19493003084902
ENSG00000044574,93.24898287655921,97.01792819779139
ENSG00000046604,19.247105110207002,49.233245406178746
