gen_name,cardiac non-myocyte and cardiomyocyte
ENSMUSG00000027445,32.38216320572585
ENSMUSG00000027446,20.00753402081273
ENSMUSG00000027447,99.91995102886472
ENSMUSG00000027452,56.12374629184913
ENSMUSG00000027454,32.1985214484155
ENSMUSG00000027455,85.60060272166503
ENSMUSG00000027456,43.74911710693601
ENSMUSG00000027457,2.4344304751141874
ENSMUSG00000027459,60.07439845552574
ENSMUSG00000027460,35.602957103169
ENSMUSG00000027463,44.413052691058056
ENSMUSG00000027465,75.40613080943636
ENSMUSG00000027466,87.30046616753778
ENSMUSG00000027469,41.1498799265433
ENSMUSG00000027470,24.28779959504638
ENSMUSG00000027472,88.29872392522485
ENSMUSG00000027474,60.27216650185996
ENSMUSG00000027475,53.345576117154025
ENSMUSG00000027478,40.50007063144512
ENSMUSG00000027479,94.31181428638696
ENSMUSG00000027487,47.39840843810331
ENSMUSG00000027488,67.93803267881528
ENSMUSG00000027489,29.349719828601028
ENSMUSG00000027490,62.48999387860808
ENSMUSG00000027495,56.11432876583321
ENSMUSG00000027496,37.95262984413995
ENSMUSG00000027498,57.02782878937703
ENSMUSG00000027499,60.81838301078307
ENSMUSG00000027500,85.39341714931487
ENSMUSG00000027502,84.69652022413712
ENSMUSG00000027505,17.403588077412063
ENSMUSG00000027506,87.36168008664123
ENSMUSG00000027508,58.81244996939304
ENSMUSG00000027509,79.60634741253473
ENSMUSG00000027510,67.56133163817864
ENSMUSG00000027513,1.7234072609125584
ENSMUSG00000027514,55.79884164430005
ENSMUSG00000027519,82.21500211894336
ENSMUSG00000027520,29.260253331449825
ENSMUSG00000027522,90.27169562555916
ENSMUSG00000027523,99.34077317888591
ENSMUSG00000027524,11.37166266421811
ENSMUSG00000027525,19.032820078165464
ENSMUSG00000027528,3.1266186372839857
ENSMUSG00000027530,8.805386824881104
ENSMUSG00000027531,83.94782690587182
ENSMUSG00000027533,98.05057211470547
ENSMUSG00000027534,62.33460469934548
ENSMUSG00000027536,38.13156283844234
ENSMUSG00000027540,86.10914912652447
ENSMUSG00000027544,53.16193435984366
ENSMUSG00000027546,74.88345811555305
ENSMUSG00000027547,11.73894617883882
ENSMUSG00000027550,65.7814192211706
ENSMUSG00000027551,61.218627866459485
ENSMUSG00000027552,61.50115364693695
ENSMUSG00000027555,42.25173047040543
ENSMUSG00000027556,2.7734614116871494
ENSMUSG00000027559,31.190846164712532
ENSMUSG00000027560,38.64010924330179
ENSMUSG00000027562,47.65739040354099
ENSMUSG00000027566,97.25008240335265
ENSMUSG00000027569,60.02731082544616
ENSMUSG00000027570,32.50929980694072
ENSMUSG00000027573,75.50030606959551
ENSMUSG00000027574,52.56863022084099
ENSMUSG00000027575,80.15727268446578
ENSMUSG00000027577,6.912464095682064
ENSMUSG00000027579,26.72223007016057
ENSMUSG00000027580,61.265715496539066
ENSMUSG00000027581,38.489428827047135
ENSMUSG00000027582,66.39355841220511
ENSMUSG00000027583,60.79954795875123
ENSMUSG00000027584,11.319866271130575
ENSMUSG00000027589,75.4249658614682
ENSMUSG00000027593,95.22060554692283
ENSMUSG00000027596,14.130997786881386
ENSMUSG00000027597,57.183217968639646
ENSMUSG00000027598,88.87790177520365
ENSMUSG00000027599,83.88190422376042
ENSMUSG00000027601,59.22682111409333
ENSMUSG00000027602,96.60027310825447
ENSMUSG00000027603,48.10943165230494
ENSMUSG00000027605,58.26623346046993
ENSMUSG00000027606,5.909497574987051
ENSMUSG00000027610,52.99712765456515
ENSMUSG00000027611,56.42981588736639
ENSMUSG00000027612,19.564910298064696
ENSMUSG00000027613,93.5819560201535
ENSMUSG00000027615,64.84908414559494
ENSMUSG00000027618,74.41729057776521
ENSMUSG00000027620,99.07708245044027
ENSMUSG00000027624,55.0784009040825
ENSMUSG00000027628,62.588877901775206
ENSMUSG00000027630,68.86565899138296
ENSMUSG00000027634,83.67942741441823
ENSMUSG00000027635,36.61063238687197
ENSMUSG00000027636,33.154400339030936
ENSMUSG00000027637,92.49423176531525
ENSMUSG00000027639,94.50016480670527
ENSMUSG00000027641,41.60192117530725
ENSMUSG00000027642,97.52789942082215
ENSMUSG00000027646,48.16122804539248
ENSMUSG00000027649,76.00885247445495
ENSMUSG00000027650,48.0576352592174
ENSMUSG00000027651,67.48599143005133
ENSMUSG00000027652,62.927908838348166
ENSMUSG00000027654,28.43621980505721
ENSMUSG00000027655,41.59721241229929
ENSMUSG00000027656,88.17158732400998
ENSMUSG00000027660,87.86080896548476
ENSMUSG00000027661,47.685642981588735
ENSMUSG00000027663,62.03795262984414
ENSMUSG00000027665,73.98879314404107
ENSMUSG00000027667,73.772190045675
ENSMUSG00000027668,70.91397089984461
ENSMUSG00000027669,86.69303573951123
ENSMUSG00000027670,28.57748269529595
ENSMUSG00000027671,85.0779300277817
ENSMUSG00000027673,95.36186843716156
ENSMUSG00000027674,37.67481282667043
ENSMUSG00000027676,33.96901633940764
ENSMUSG00000027677,93.87389932664689
ENSMUSG00000027678,80.81649950557988
ENSMUSG00000027679,90.02683994914536
ENSMUSG00000027680,85.18623157696473
ENSMUSG00000027684,85.1108913688374
ENSMUSG00000027690,6.008381598154165
ENSMUSG00000027692,66.28054810001413
ENSMUSG00000027694,31.115505956585203
ENSMUSG00000027695,82.55403305551631
ENSMUSG00000027698,67.51895277110704
ENSMUSG00000027699,32.20323021142346
ENSMUSG00000027702,6.865376465602487
ENSMUSG00000027706,98.25304892404765
ENSMUSG00000027708,79.17314121580262
ENSMUSG00000027709,65.08452229599284
ENSMUSG00000027710,84.63059754202571
ENSMUSG00000027712,99.23247162970287
ENSMUSG00000027713,38.30578706973678
ENSMUSG00000027714,68.17347082921317
ENSMUSG00000027715,42.32707067853275
ENSMUSG00000027716,57.24443188774308
ENSMUSG00000027720,46.02815840278759
ENSMUSG00000027722,49.8328389132175
ENSMUSG00000027737,69.14347600885247
ENSMUSG00000027739,96.81687620662052
ENSMUSG00000027742,66.19579036587089
ENSMUSG00000027744,10.604134293920987
ENSMUSG00000027746,88.55770589066252
ENSMUSG00000027748,21.363657767104584
ENSMUSG00000027750,98.48377831143759
ENSMUSG00000027751,82.47869284738898
ENSMUSG00000027752,80.7929556905401
ENSMUSG00000027762,24.05236144464849
ENSMUSG00000027763,95.71973442576636
ENSMUSG00000027765,60.446390733154395
ENSMUSG00000027770,74.59151480905966
ENSMUSG00000027774,62.87611244526063
ENSMUSG00000027775,80.71290671940481
ENSMUSG00000027776,37.086217450675704
ENSMUSG00000027777,69.4966332344493
ENSMUSG00000027778,52.85586476432641
ENSMUSG00000027782,86.87667749682159
ENSMUSG00000027784,50.27075387295758
ENSMUSG00000027787,71.11173894617883
ENSMUSG00000027792,27.381456891274663
ENSMUSG00000027793,16.372368978669304
ENSMUSG00000027796,27.362621839242827
ENSMUSG00000027797,84.71535527616895
ENSMUSG00000027799,61.32222065263455
ENSMUSG00000027800,99.02999482036068
ENSMUSG00000027801,7.628196072891652
ENSMUSG00000027803,88.90144559024344
ENSMUSG00000027804,87.7336723642699
ENSMUSG00000027805,71.04581626406743
ENSMUSG00000027806,85.76540942694353
ENSMUSG00000027808,95.64439421763903
ENSMUSG00000027809,75.41083957244432
ENSMUSG00000027810,89.05683476950605
ENSMUSG00000027811,78.02891180486886
ENSMUSG00000027820,87.59240947403117
ENSMUSG00000027822,70.61261006733531
ENSMUSG00000027823,77.52507416301736
ENSMUSG00000027824,52.935913735461696
ENSMUSG00000027827,55.16786740123369
ENSMUSG00000027828,94.65084522295993
ENSMUSG00000027829,96.12939680745868
ENSMUSG00000027831,28.196072891651365
ENSMUSG00000027832,77.53920045204124
ENSMUSG00000027833,46.71563780194943
ENSMUSG00000027834,80.2231953665772
ENSMUSG00000027835,91.92918020436032
ENSMUSG00000027840,14.733719451899985
ENSMUSG00000027843,48.95700899373735
ENSMUSG00000027845,49.851673965249326
ENSMUSG00000027848,96.73211847247728
ENSMUSG00000027849,17.361209210340444
ENSMUSG00000027852,90.2669868625512
ENSMUSG00000027854,83.9619531948957
ENSMUSG00000027855,8.292131657013703
ENSMUSG00000027858,64.38762537081509
ENSMUSG00000027859,83.73122380750577
ENSMUSG00000027860,63.67189339360551
ENSMUSG00000027861,77.72284220935161
ENSMUSG00000027863,52.65338795498422
ENSMUSG00000027864,85.36045580825918
ENSMUSG00000027865,57.97429015397655
ENSMUSG00000027867,8.673541460658285
ENSMUSG00000027868,19.927485049677447
ENSMUSG00000027875,81.04252012996186
ENSMUSG00000027876,0.7863634223289543
ENSMUSG00000027878,81.9983990205773
ENSMUSG00000027879,90.94975749870508
ENSMUSG00000027881,89.81494561378726
ENSMUSG00000027882,84.8989970334793
ENSMUSG00000027883,54.30145500776946
ENSMUSG00000027884,83.15675472053492
ENSMUSG00000027886,6.634647078212554
ENSMUSG00000027887,9.422234778923578
ENSMUSG00000027889,62.08033149691576
ENSMUSG00000027890,53.65164571267128
ENSMUSG00000027893,77.28021848660357
ENSMUSG00000027894,36.16800866412394
ENSMUSG00000027895,20.91161651834063
ENSMUSG00000027896,33.92663747233602
ENSMUSG00000027900,88.22338371709752
ENSMUSG00000027901,31.638178650468525
ENSMUSG00000027905,55.2337900833451
ENSMUSG00000027907,99.25601544474266
ENSMUSG00000027931,78.53274944672035
ENSMUSG00000027932,50.23779253190187
ENSMUSG00000027933,69.29415642510712
ENSMUSG00000027935,75.16127513302256
ENSMUSG00000027936,58.784197391345295
ENSMUSG00000027937,90.45533738286952
ENSMUSG00000027938,21.79215520082874
ENSMUSG00000027939,23.831049583274474
ENSMUSG00000027940,97.68799736309272
ENSMUSG00000027942,84.52229599284267
ENSMUSG00000027944,82.80830625794604
ENSMUSG00000027947,79.2861515279936
ENSMUSG00000027950,16.14634835428733
ENSMUSG00000027951,57.01370250035316
ENSMUSG00000027952,61.70833921928709
ENSMUSG00000027953,94.6979328530395
ENSMUSG00000027954,83.13791966850307
ENSMUSG00000027955,88.51532702359091
ENSMUSG00000027956,37.914959740076284
ENSMUSG00000027957,57.437491171069354
ENSMUSG00000027959,66.85972594999294
ENSMUSG00000027961,36.455243207609364
ENSMUSG00000027962,95.46075246032866
ENSMUSG00000027963,59.6317747327777
ENSMUSG00000027966,36.87432311531761
ENSMUSG00000027968,80.53397372510241
ENSMUSG00000027977,25.79460375759288
ENSMUSG00000027978,36.40344681452182
ENSMUSG00000027981,77.71813344634364
ENSMUSG00000027983,49.573856947779824
ENSMUSG00000027984,86.4387625370815
ENSMUSG00000027985,37.368743231153175
ENSMUSG00000027993,71.54965390591892
ENSMUSG00000027994,82.5116541884447
ENSMUSG00000027995,79.41799689221641
ENSMUSG00000027996,90.79436831944248
ENSMUSG00000027997,73.4943730282055
ENSMUSG00000027998,67.73084710646513
ENSMUSG00000027999,72.67033950181288
ENSMUSG00000028003,17.078683429862977
ENSMUSG00000028005,86.07618778546876
ENSMUSG00000028007,79.97363092715544
ENSMUSG00000028010,80.17139897348966
ENSMUSG00000028011,11.82370391298206
ENSMUSG00000028012,11.301031219098743
ENSMUSG00000028013,77.20487827847624
ENSMUSG00000028015,87.67245844516646
ENSMUSG00000028016,59.47638555351509
ENSMUSG00000028017,29.782926025333147
ENSMUSG00000028018,42.55780006592268
ENSMUSG00000028019,43.52309648255404
ENSMUSG00000028020,43.042802655742335
ENSMUSG00000028023,10.980835334557613
ENSMUSG00000028024,62.777228422093515
ENSMUSG00000028028,40.70725620379526
ENSMUSG00000028029,87.6677496821585
ENSMUSG00000028030,69.9110043791496
ENSMUSG00000028031,34.463436455243205
ENSMUSG00000028032,82.74709233884259
ENSMUSG00000028033,22.295992842680228
ENSMUSG00000028034,93.7043838583604
ENSMUSG00000028035,89.9091208739464
ENSMUSG00000028036,57.33389838489429
ENSMUSG00000028037,56.66525403776428
ENSMUSG00000028039,24.24542072797476
ENSMUSG00000028040,31.42628431511042
ENSMUSG00000028041,94.72618543108725
ENSMUSG00000028042,55.907143193483066
ENSMUSG00000028044,78.5044968686726
ENSMUSG00000028047,81.07077270800961
ENSMUSG00000028048,71.01285492301173
ENSMUSG00000028049,85.99143005132551
ENSMUSG00000028051,10.933747704478034
ENSMUSG00000028053,92.52719310637096
ENSMUSG00000028057,85.89725479116636
ENSMUSG00000028059,90.82262089749022
ENSMUSG00000028060,81.15553044215285
ENSMUSG00000028062,94.39186325752225
ENSMUSG00000028063,97.90930922446674
ENSMUSG00000028064,70.08051984743608
ENSMUSG00000028066,66.81263831991335
ENSMUSG00000028068,38.917926260771296
ENSMUSG00000028069,61.30809436361068
ENSMUSG00000028070,89.73960540565993
ENSMUSG00000028071,33.3144982813015
ENSMUSG00000028072,44.869802702829965
ENSMUSG00000028073,77.07303291425343
ENSMUSG00000028076,49.10768940999199
ENSMUSG00000028078,33.48872251259594
ENSMUSG00000028080,49.09356312096812
ENSMUSG00000028081,99.5762113292838
ENSMUSG00000028082,80.59518764420586
ENSMUSG00000028085,45.54786457597589
ENSMUSG00000028086,61.18566652540378
ENSMUSG00000028088,71.46489617177568
ENSMUSG00000028089,46.86160945519612
ENSMUSG00000028093,84.34807176154824
ENSMUSG00000028096,54.984225643923345
ENSMUSG00000028098,83.14262843151104
ENSMUSG00000028099,64.51476197202994
ENSMUSG00000028100,35.83839525356689
ENSMUSG00000028101,72.05820031077835
ENSMUSG00000028102,74.01233695908086
ENSMUSG00000028104,84.97904600461459
ENSMUSG00000028106,70.14173376653953
ENSMUSG00000028107,59.60823091773791
ENSMUSG00000028108,98.2247963459999
ENSMUSG00000028111,84.80482177332014
ENSMUSG00000028114,45.33126147760983
ENSMUSG00000028115,11.277487404058954
ENSMUSG00000028116,66.15341149879926
ENSMUSG00000028121,57.018411263361116
ENSMUSG00000028124,82.04077788764891
ENSMUSG00000028125,21.712106229693457
ENSMUSG00000028126,73.50379055422141
ENSMUSG00000028127,77.32730611668315
ENSMUSG00000028128,80.51042991006263
ENSMUSG00000028132,35.819560201535054
ENSMUSG00000028133,36.17742619013985
ENSMUSG00000028134,65.67311767198757
ENSMUSG00000028136,71.5967415359985
ENSMUSG00000028137,11.899044121109384
ENSMUSG00000028138,87.3098836935537
ENSMUSG00000028139,44.36125629797053
ENSMUSG00000028140,79.00362574751612
ENSMUSG00000028141,23.444931016621933
ENSMUSG00000028145,60.507604652257854
ENSMUSG00000028149,74.89758440457692
ENSMUSG00000028150,32.5563874370203
ENSMUSG00000028152,65.43297075858172
ENSMUSG00000028156,89.69722653858831
ENSMUSG00000028158,54.65932099637425
ENSMUSG00000028159,61.1385788953242
ENSMUSG00000028161,93.01690445919857
ENSMUSG00000028163,87.32400998257758
ENSMUSG00000028164,65.1127748740406
ENSMUSG00000028165,92.7343786787211
ENSMUSG00000028167,54.60752460328672
ENSMUSG00000028173,91.34529359137355
ENSMUSG00000028175,30.91302914724302
ENSMUSG00000028176,23.29895936337524
ENSMUSG00000028179,16.61251589207515
ENSMUSG00000028180,89.23576776380845
ENSMUSG00000028182,23.54381503978905
ENSMUSG00000028184,72.81631115505957
ENSMUSG00000028185,12.821961670669117
ENSMUSG00000028186,2.3543815039789044
ENSMUSG00000028187,76.98356641710222
ENSMUSG00000028188,78.72109996703865
ENSMUSG00000028189,62.23572067617836
ENSMUSG00000028191,89.43824457315064
ENSMUSG00000028194,67.51424400809907
ENSMUSG00000028195,98.96878090125723
ENSMUSG00000028197,20.468992795592598
ENSMUSG00000028199,53.402081273249514
ENSMUSG00000028207,90.69077553326741
ENSMUSG00000028211,63.86024391392381
ENSMUSG00000028212,34.468145218251166
ENSMUSG00000028214,93.73734519941611
ENSMUSG00000028217,8.734755379761737
ENSMUSG00000028218,83.53345576117154
ENSMUSG00000028221,76.51269011630644
ENSMUSG00000028223,76.94589631303856
ENSMUSG00000028224,56.23675660404012
ENSMUSG00000028226,51.264302867636665
ENSMUSG00000028228,88.03503319677921
ENSMUSG00000028229,67.01511512925555
ENSMUSG00000028232,70.40542449498517
ENSMUSG00000028233,76.18778546875735
ENSMUSG00000028234,99.38315204595753
ENSMUSG00000028238,29.147243019258838
ENSMUSG00000028243,63.648349578565714
ENSMUSG00000028245,67.34472853981259
ENSMUSG00000028246,29.872392522484343
ENSMUSG00000028247,50.04002448556765
ENSMUSG00000028248,96.70386589442953
ENSMUSG00000028249,96.986391674907
ENSMUSG00000028251,52.29081320337148
ENSMUSG00000028252,71.95460752460329
ENSMUSG00000028256,53.3597024061779
ENSMUSG00000028261,86.09031407449264
ENSMUSG00000028262,25.055327965343505
ENSMUSG00000028264,24.749258369826247
ENSMUSG00000028266,91.92447144135237
ENSMUSG00000028268,74.56326223101192
ENSMUSG00000028270,86.14211046758017
ENSMUSG00000028271,82.65762584169138
ENSMUSG00000028273,87.51236050289589
ENSMUSG00000028274,62.409944907472806
ENSMUSG00000028277,81.71587324009982
ENSMUSG00000028278,40.372934030230255
ENSMUSG00000028282,67.21288317558978
ENSMUSG00000028284,62.05678768187597
ENSMUSG00000028289,55.10194471912229
ENSMUSG00000028291,87.17803832933089
ENSMUSG00000028292,57.12671281254414
ENSMUSG00000028293,80.27499175966474
ENSMUSG00000028295,60.761877854687576
ENSMUSG00000028300,50.42614305222018
ENSMUSG00000028309,74.48792202288459
ENSMUSG00000028310,2.9335593539577154
ENSMUSG00000028312,67.56604040118661
ENSMUSG00000028318,45.17116353533927
ENSMUSG00000028322,77.0541978622216
ENSMUSG00000028327,8.74888166878561
ENSMUSG00000028328,97.11823703912982
ENSMUSG00000028329,72.98582662334606
ENSMUSG00000028330,62.942035127372044
ENSMUSG00000028331,45.7032537552385
ENSMUSG00000028332,6.144935725384942
ENSMUSG00000028333,95.81861844893346
ENSMUSG00000028334,84.77186043226445
ENSMUSG00000028337,39.04506286198616
ENSMUSG00000028339,98.14003861185667
ENSMUSG00000028341,55.14903234920187
ENSMUSG00000028343,93.49719828601026
ENSMUSG00000028344,65.29641663135094
ENSMUSG00000028345,57.710599425530916
ENSMUSG00000028347,31.44982813015021
ENSMUSG00000028348,42.91566605452747
ENSMUSG00000028351,8.701794038706032
ENSMUSG00000028354,27.734614116871498
ENSMUSG00000028356,16.857371568488958
ENSMUSG00000028358,35.27334369261195
ENSMUSG00000028359,5.471582615246975
ENSMUSG00000028360,22.00404953618684
ENSMUSG00000028362,29.439186325752225
ENSMUSG00000028364,47.29010688892028
ENSMUSG00000028367,97.98935819560202
ENSMUSG00000028369,85.85487592409474
ENSMUSG00000028370,44.210575881715876
ENSMUSG00000028373,34.71770965767293
ENSMUSG00000028378,69.22823374299571
ENSMUSG00000028381,67.08103781136695
ENSMUSG00000028382,90.75669821537882
ENSMUSG00000028383,73.74393746762725
ENSMUSG00000028385,56.81593445401892
ENSMUSG00000028386,25.921740358807742
ENSMUSG00000028389,49.37138013843763
ENSMUSG00000028391,96.28949474972924
ENSMUSG00000028392,17.888590667231718
ENSMUSG00000028393,71.19178791731412
ENSMUSG00000028394,78.83411027922963
ENSMUSG00000028396,32.42454207279747
ENSMUSG00000028397,58.71827470923389
ENSMUSG00000028398,85.32749446720346
ENSMUSG00000028399,56.50515609549372
ENSMUSG00000028402,76.6963318736168
ENSMUSG00000028403,67.29293214672506
ENSMUSG00000028405,65.53656354475679
ENSMUSG00000028407,86.49055893016904
ENSMUSG00000028409,89.16984508169705
ENSMUSG00000028410,98.9499458492254
ENSMUSG00000028411,61.09149126524463
ENSMUSG00000028412,90.05038376418514
ENSMUSG00000028413,87.27221358949005
ENSMUSG00000028414,69.45896313038564
ENSMUSG00000028415,5.984837783114376
ENSMUSG00000028416,94.92395347742149
ENSMUSG00000028417,18.80679945378349
ENSMUSG00000028419,93.9398220087583
ENSMUSG00000028420,75.08122616188727
ENSMUSG00000028423,76.85172105287941
ENSMUSG00000028426,88.53887083863069
ENSMUSG00000028427,86.7071620285351
ENSMUSG00000028430,49.54089560672411
ENSMUSG00000028431,56.45335970240618
ENSMUSG00000028433,65.86617695531383
ENSMUSG00000028434,31.96779206102557
ENSMUSG00000028435,22.102933559353957
ENSMUSG00000028436,78.63634223289542
ENSMUSG00000028437,73.59796581438056
ENSMUSG00000028438,42.87328718745586
ENSMUSG00000028439,66.3841408861892
ENSMUSG00000028441,25.497951688091536
ENSMUSG00000028443,63.794321231812404
ENSMUSG00000028444,69.98163582426896
ENSMUSG00000028445,48.566181664076844
ENSMUSG00000028447,92.92272919903941
ENSMUSG00000028451,26.82582285633564
ENSMUSG00000028452,96.61910816028629
ENSMUSG00000028453,45.990488298723925
ENSMUSG00000028454,45.769176437349905
ENSMUSG00000028455,84.35278052455621
ENSMUSG00000028456,56.44394217639026
ENSMUSG00000028457,23.167113999152424
ENSMUSG00000028458,55.47393699675095
ENSMUSG00000028459,75.10476997692706
ENSMUSG00000028460,24.87639497104111
ENSMUSG00000028461,84.14559495220605
ENSMUSG00000028463,27.993596082309182
ENSMUSG00000028464,96.9534303338513
ENSMUSG00000028465,92.17403588077411
ENSMUSG00000028466,86.38696614399397
ENSMUSG00000028467,58.464001506804166
ENSMUSG00000028468,53.16664312285163
ENSMUSG00000028469,66.18166407684701
ENSMUSG00000028470,81.62169797994066
ENSMUSG00000028475,67.73555586947309
ENSMUSG00000028476,65.98860479352075
ENSMUSG00000028478,97.93756180251448
ENSMUSG00000028479,63.17276451476197
ENSMUSG00000028480,88.3034326882328
ENSMUSG00000028483,71.7521307152611
ENSMUSG00000028484,87.75250741630174
ENSMUSG00000028487,47.48316617224655
ENSMUSG00000028488,17.49776333757122
ENSMUSG00000028492,17.55897725667467
ENSMUSG00000028494,92.99336064415878
ENSMUSG00000028495,99.60446390733154
ENSMUSG00000028496,57.51283137919668
ENSMUSG00000028497,75.93351226632764
ENSMUSG00000028514,65.72020530206714
ENSMUSG00000028517,97.88105664641898
ENSMUSG00000028518,46.197673871074066
ENSMUSG00000028519,10.495832744737957
ENSMUSG00000028521,50.84522295992843
ENSMUSG00000028522,91.38767245844517
ENSMUSG00000028523,13.810801902340256
ENSMUSG00000028524,55.24320760936102
ENSMUSG00000028525,84.40928568065169
ENSMUSG00000028527,38.221029335593535
ENSMUSG00000028528,13.777840561284552
ENSMUSG00000028530,93.37947921081133
ENSMUSG00000028532,47.624429062485284
ENSMUSG00000028538,52.32377454442718
ENSMUSG00000028539,25.38494137590055
ENSMUSG00000028540,45.75034138531808
ENSMUSG00000028541,49.10298064698404
ENSMUSG00000028542,48.48142392993361
ENSMUSG00000028545,39.80788246927533
ENSMUSG00000028546,14.973866365305835
ENSMUSG00000028549,64.34524650374347
ENSMUSG00000028550,55.61049112398173
ENSMUSG00000028551,84.94137590055092
ENSMUSG00000028552,90.15397655036021
ENSMUSG00000028553,18.387719546075246
ENSMUSG00000028555,25.464990347035833
ENSMUSG00000028556,73.63563591844422
ENSMUSG00000028557,91.31704101332579
ENSMUSG00000028558,30.767057493996326
ENSMUSG00000028559,92.60724207750624
ENSMUSG00000028560,77.10599425530913
ENSMUSG00000028563,87.10269812120356
ENSMUSG00000028565,96.18590196355417
ENSMUSG00000028567,86.3728398549701
ENSMUSG00000028568,80.05367989829072
ENSMUSG00000028572,28.276121862786646
ENSMUSG00000028573,44.23882845976362
ENSMUSG00000028575,15.402363799029995
ENSMUSG00000028576,58.89249894052833
ENSMUSG00000028577,73.47553797617365
ENSMUSG00000028578,70.39129820596129
ENSMUSG00000028580,83.59466968027499
ENSMUSG00000028581,95.06521636766021
ENSMUSG00000028582,58.41220511371663
ENSMUSG00000028583,82.82714130997788
ENSMUSG00000028587,14.225173047040544
ENSMUSG00000028591,11.663605970711494
ENSMUSG00000028597,90.42708480482177
ENSMUSG00000028599,72.11470546687386
ENSMUSG00000028600,79.32382163205726
ENSMUSG00000028601,63.073880491594856
ENSMUSG00000028602,15.15750812261619
ENSMUSG00000028603,95.25356688797852
ENSMUSG00000028607,60.87017940387061
ENSMUSG00000028608,89.09921363657767
ENSMUSG00000028609,88.13391721994633
ENSMUSG00000028613,25.75222489052126
ENSMUSG00000028614,46.07053726985921
ENSMUSG00000028617,59.34924895230023
ENSMUSG00000028618,98.7380515138673
ENSMUSG00000028619,59.212694825069455
ENSMUSG00000028621,39.59127937090926
ENSMUSG00000028622,64.89617177567453
ENSMUSG00000028626,45.561990864999764
ENSMUSG00000028629,45.23708621745068
ENSMUSG00000028630,67.34943730282055
ENSMUSG00000028631,40.302302585110894
ENSMUSG00000028633,58.61468192305881
ENSMUSG00000028634,64.33582897772754
ENSMUSG00000028635,6.436879031878326
ENSMUSG00000028636,56.38272825728681
ENSMUSG00000028637,30.983660592362387
ENSMUSG00000028639,99.10062626548006
ENSMUSG00000028640,3.95536092668456
ENSMUSG00000028641,78.32085511136225
ENSMUSG00000028642,21.42958044921599
ENSMUSG00000028643,89.61717756745303
ENSMUSG00000028644,19.673211847247728
ENSMUSG00000028645,60.84192682582285
ENSMUSG00000028646,82.78005367989829
ENSMUSG00000028647,69.308282714131
ENSMUSG00000028648,96.56260300419079
ENSMUSG00000028649,92.48481423929934
ENSMUSG00000028651,79.46979328530395
ENSMUSG00000028653,53.06775909968451
ENSMUSG00000028654,30.997786881386258
ENSMUSG00000028655,22.23007016056882
ENSMUSG00000028656,81.16494796816876
ENSMUSG00000028657,92.89918538399962
ENSMUSG00000028661,4.553373828695202
ENSMUSG00000028664,36.49291331167303
ENSMUSG00000028668,73.88520035786598
ENSMUSG00000028669,64.97151198380186
ENSMUSG00000028670,77.120120544333
ENSMUSG00000028671,40.274050007063146
ENSMUSG00000028672,82.45985779535717
ENSMUSG00000028673,94.84861326929416
ENSMUSG00000028675,88.68013372886942
ENSMUSG00000028676,90.06921881621697
ENSMUSG00000028677,72.5997080566935
ENSMUSG00000028678,30.625794603757594
ENSMUSG00000028680,64.79257898949946
ENSMUSG00000028681,39.77962989122757
ENSMUSG00000028683,68.39478269058719
ENSMUSG00000028684,80.96717992183453
ENSMUSG00000028687,42.43537222771578
ENSMUSG00000028688,61.877854687573574
ENSMUSG00000028689,61.585911381080194
ENSMUSG00000028690,43.50897019353016
ENSMUSG00000028691,98.94052832320949
ENSMUSG00000028692,97.77746386024391
ENSMUSG00000028693,77.2990535386354
ENSMUSG00000028696,34.557611715402366
ENSMUSG00000028698,41.54541601921175
ENSMUSG00000028700,63.61067947450205
ENSMUSG00000028701,38.55064274615059
ENSMUSG00000028702,32.73532043132269
ENSMUSG00000028703,73.96995809200922
ENSMUSG00000028706,53.981259123228334
ENSMUSG00000028708,70.71149409050243
ENSMUSG00000028709,70.72091161651835
ENSMUSG00000028710,61.82134953147808
ENSMUSG00000028713,88.65658991382965
ENSMUSG00000028715,2.490935631209681
ENSMUSG00000028716,24.90935631209681
ENSMUSG00000028717,47.30894194095211
ENSMUSG00000028718,21.843951593916277
ENSMUSG00000028719,92.0092291754956
ENSMUSG00000028729,87.46056410980836
ENSMUSG00000028730,21.54259076140698
ENSMUSG00000028737,46.287140368225266
ENSMUSG00000028738,2.905306775909968
ENSMUSG00000028741,76.02297876347883
ENSMUSG00000028743,78.25022366624287
ENSMUSG00000028744,48.97584404576918
ENSMUSG00000028745,97.41488910863116
ENSMUSG00000028747,14.48886377548618
ENSMUSG00000028751,31.487498234213874
ENSMUSG00000028755,45.77859396336582
ENSMUSG00000028756,90.97801007675284
ENSMUSG00000028757,95.71031689975044
ENSMUSG00000028758,10.557046663841408
ENSMUSG00000028759,90.54009511701277
ENSMUSG00000028760,87.3758063756651
ENSMUSG00000028763,97.61265715496539
ENSMUSG00000028766,66.35588830814146
ENSMUSG00000028771,78.45270047558508
ENSMUSG00000028772,86.57531666431228
ENSMUSG00000028773,87.0085228610444
ENSMUSG00000028776,96.50138908508735
ENSMUSG00000028777,36.040872062909074
ENSMUSG00000028778,20.647925789894995
ENSMUSG00000028779,76.83288600084758
ENSMUSG00000028780,81.11315157508122
ENSMUSG00000028782,28.473889909120874
ENSMUSG00000028785,15.072750388472947
