gen_name,blastoderm cell,embryonic stem cell,morula cell,oocyte,totipotent stem cell,zygote
ENSG00000197238,43.800099720016874,60.36129329191118,54.458635369922916,39.68473133126223,54.934223142714686,46.12050780500901
ENSG00000197241,24.446745675603115,19.78675257929659,33.275802554366585,0.0,20.293023434203967,0.0
ENSG00000197245,87.98373796647874,58.838645341924604,88.04126874544548,40.820005369539366,57.849115943696546,46.85690177578338
ENSG00000197253,33.71303647451386,43.79242894948798,35.96057223948146,51.70482875004794,36.75449698922257,50.6385916465309
ENSG00000197256,69.47416868024393,85.31814520768611,75.51490047175238,92.624554136463,85.81290990680014,88.95792582364899
ENSG00000197258,41.66379012771833,31.71096536647106,37.16871859778315,30.9285467725233,35.15130594868254,0.0
ENSG00000197261,53.453764430637065,58.6392053081732,67.10390058681395,50.28190081693707,51.34813792045411,47.51658804126875
ENSG00000197265,86.59149311548346,73.98074636597246,87.8264871706363,59.8166685843593,84.79653281172094,65.12484179035785
ENSG00000197272,0.0,0.0,40.55536378629233,30.978406780961148,21.21735128293637,0.0
ENSG00000197275,67.46442680167223,62.62417059793657,82.61803398151343,87.13228243777087,74.59440800828443,86.62984696812795
ENSG00000197279,84.55106815479616,73.75062325010548,70.08399493729145,57.41188202354927,49.29237141870901,58.92302381774249
ENSG00000197283,0.0,46.67663866835424,14.244620872166609,30.978406780961148,33.10704560273079,45.947915468108775
ENSG00000197296,61.350822690139225,59.43696544317877,75.62996202968588,55.6514401871668,56.10785103363632,55.26406627545737
ENSG00000197299,84.5549035400606,85.77839143942009,81.82410923177234,85.22226057607487,81.04552602308902,83.45031258389906
ENSG00000197302,68.44245004410693,72.9835461972155,64.0892877689564,78.15364553369386,66.01848655697464,77.5399838913819
ENSG00000197309,57.97951904268783,0.0,0.0,47.17523875273271,27.18904613968473,45.90956161546427
ENSG00000197312,92.62838952172746,89.60994131860545,94.50005753077897,86.00467917002263,92.38676025006713,85.39485291297511
ENSG00000197320,0.0,30.203658957542284,23.810071721704446,0.0,3.628274460169524,0.0
ENSG00000197321,58.10992214167913,60.00460246231734,61.15138265638783,66.18724350861044,63.8208108004449,67.14608982472289
ENSG00000197323,98.50036436160012,97.28071184750509,96.91635024738235,99.14854447129214,98.91842135542515,99.28278295554789
ENSG00000197324,83.73796647873279,75.68365742338818,84.5549035400606,66.75488052774902,76.270471368849,67.06171134890499
ENSG00000197329,75.51873585701684,87.5733517431826,80.45487669236375,90.69535534844475,85.35266367506617,88.4746672803283
ENSG00000197343,76.3701913857247,79.63793963103593,83.22786023856096,79.04729030031066,76.89947455221878,82.21915391401066
ENSG00000197345,94.53074061289458,94.19322670962298,94.01296360219385,79.33877958040884,85.55977447934644,70.13769033099375
ENSG00000197355,77.50930080926629,53.93702297395774,46.11667241974457,0.0,26.072949027729837,36.1254938058528
ENSG00000197358,59.31423311471637,36.84271085030491,39.02888045104131,42.81824109231772,37.38733555785679,32.16737621294059
ENSG00000197360,66.13354811490815,72.18578606220994,70.56725348061212,57.626663598358455,60.49936716143136,52.540942737698
ENSG00000197361,0.0,31.13949296206804,59.25670233574962,82.70624784259579,74.10731407969931,82.55666781728225
ENSG00000197362,57.45790664672267,62.47459057262302,54.23618302458482,66.80857592145131,61.44670732175047,64.80650481340851
ENSG00000197363,59.456142369501016,53.55348444751276,57.77240823840755,48.79377133433053,44.36006596862655,55.35228013653971
ENSG00000197372,79.82587350899398,77.76627162198443,96.41391477773944,67.85563609864612,87.27802707781997,60.45334253825797
ENSG00000197375,55.99278947570283,61.69600736393971,40.931231542208415,54.577532313120855,52.376021171326656,64.67610171441721
ENSG00000197376,33.26813178383768,35.1091167107736,50.22820542323476,29.237141870900935,25.75844743604495,32.22490699190734
ENSG00000197380,51.697157979519034,58.08690983009244,59.21451309784068,69.49718099183063,51.896598013270435,60.595251793042614
ENSG00000197381,70.0418056993825,60.08131016760634,55.827867909331495,68.60737161047827,63.851493882560504,70.89326122809037
ENSG00000197385,61.159053426916735,60.83688106470295,52.870785870440685,56.51440187166801,46.49254017566064,56.153875656809724
ENSG00000197386,80.60062133241284,84.65845894220074,71.1502320408085,74.54454799984659,78.06926705787596,73.07176005829785
ENSG00000197405,48.67870977639704,53.81812603075979,52.07686112069957,64.30023395850112,61.20507805009014,73.84267249645227
ENSG00000197406,22.371802247535765,25.083419629501787,20.86066045334254,42.42319641007939,48.74007594062824,0.0
ENSG00000197408,40.796993057952676,43.2784873240517,38.33851110344034,42.79522878073102,31.549879185364173,40.421125302036586
ENSG00000197409,28.159398611590536,29.382886510950023,40.1756606451118,0.0,47.209757220112756,0.0
ENSG00000197410,33.61715184290262,40.904383845357266,53.281172093736814,90.34249990411537,74.09580792390595,83.72646032293945
ENSG00000197415,73.1216200667357,73.53200629003183,42.84892417443332,61.07851033636329,64.73746787864842,71.13105511448626
ENSG00000197416,0.0,0.0,30.34940359759138,0.0,21.01791124918498,0.0
ENSG00000197417,84.80036819698539,77.14877459440801,84.56640969585395,39.2283204847927,74.00759406282361,36.67778928393357
ENSG00000197421,21.113795880796225,23.288459325739268,0.0,0.0,29.164269550876387,0.0
ENSG00000197428,37.65197714110383,31.43481762743068,41.414490085529096,53.30801979058797,38.09304644651556,54.12879223718022
ENSG00000197429,75.90610976872627,55.26406627545737,77.01070072488781,70.05331185517585,62.63567675372991,66.88144824147587
ENSG00000197430,0.0,14.106547002646415,23.04683005407893,68.30821155985119,66.70118513404671,78.85168565182371
ENSG00000197442,72.88766156560426,57.78007900893645,63.98573236681625,75.88309745713957,66.23326813178384,72.0822306600698
ENSG00000197444,50.926245541364636,58.466612971272966,42.3234763932037,50.41613930119281,56.08483872204963,59.50600237793886
ENSG00000197446,49.4611283703448,33.17608253749089,39.1669543205615,0.0,37.31829862309669,0.0
ENSG00000197448,83.6996126260883,74.9395926820849,63.08058144440609,67.9323438039351,71.66800905150923,75.3768266022322
ENSG00000197451,97.89437348981706,97.98642273616385,98.30092432784873,68.82598857055191,98.46968127948452,62.02968588194684
ENSG00000197454,26.521689103670465,16.553522801365396,16.810493614083537,30.978406780961148,25.38641506539332,32.75035477313696
ENSG00000197457,54.88436313427684,93.49135120622867,69.33609481072374,47.69685114869789,52.41437502397116,50.20135772638361
ENSG00000197461,90.10470601771948,77.19863460284586,73.94239251332796,77.455605415564,72.2893414643501,72.58083074444828
ENSG00000197465,30.9285467725233,45.74847543435738,26.329919840447975,43.63517815364553,35.05925670233575,53.05488436313428
ENSG00000197467,37.701837149541674,50.477505465424,31.266060675794883,44.07241207379281,26.583055267901663,27.166033828098037
ENSG00000197471,53.20062900318337,58.56633298814866,58.93069458827139,58.25183139646377,54.30521995934492,55.73581866298469
ENSG00000197472,75.44202815172784,73.83116634065891,57.760902082614194,67.00418056993826,54.64656924788095,60.925094925785295
ENSG00000197475,44.831818356153875,43.04452882292026,33.977678057760905,32.70049476469911,31.15483450312584,34.15027039466114
ENSG00000197479,38.79492194990986,43.842288957925824,43.14808422506041,37.86292333064856,30.372415909178073,41.39147777394239
ENSG00000197483,53.492118283281556,38.34618187396924,50.43148084225061,43.28232270931615,52.90913972308518,58.658382234495456
ENSG00000197487,0.0,0.0,45.3726076784413,0.0,28.29363709584628,0.0
ENSG00000197496,37.56759866528593,55.862386376711534,34.79845050435316,29.237141870900935,23.250105473094774,34.05055037778545
ENSG00000197497,71.07735972078395,59.78215011697925,69.32842404019483,77.96954704100027,71.87895524105397,71.19242127871745
ENSG00000197498,96.02270548076555,94.16254362750738,97.73328730871016,70.31411805315844,91.97253864150655,67.9170022628773
