gen_name,reticular cell
ENSMUSG00000000001,88.0624332706289
ENSMUSG00000000028,31.420001016828515
ENSMUSG00000000037,26.75275814733845
ENSMUSG00000000049,20.473842086532105
ENSMUSG00000000056,56.07300828715237
ENSMUSG00000000058,84.37134577253546
ENSMUSG00000000078,97.5189384310336
ENSMUSG00000000085,73.69973054044435
ENSMUSG00000000088,96.78173775992678
ENSMUSG00000000093,37.04814683003711
ENSMUSG00000000094,7.936346535156846
ENSMUSG00000000120,70.4763841578118
ENSMUSG00000000126,42.73730235395801
ENSMUSG00000000127,67.35980476892573
ENSMUSG00000000131,70.58823529411765
ENSMUSG00000000134,72.30667547918044
ENSMUSG00000000142,45.78778788957242
ENSMUSG00000000148,42.81356449234836
ENSMUSG00000000149,63.08912501906554
ENSMUSG00000000154,41.445930143881235
ENSMUSG00000000159,17.6724795363262
ENSMUSG00000000167,35.16192994051553
ENSMUSG00000000168,75.8401545579338
ENSMUSG00000000171,90.83837510803802
ENSMUSG00000000182,14.774518277492502
ENSMUSG00000000184,97.14779602420052
ENSMUSG00000000194,87.32014845696273
ENSMUSG00000000197,24.373379429559204
ENSMUSG00000000202,24.800447404545224
ENSMUSG00000000204,31.57252529360923
ENSMUSG00000000215,13.828867761452033
ENSMUSG00000000223,18.51644720117952
ENSMUSG00000000244,33.01133763790737
ENSMUSG00000000247,14.067822461741827
ENSMUSG00000000248,29.64055112105343
ENSMUSG00000000253,52.68696934262037
ENSMUSG00000000263,34.47557069500229
ENSMUSG00000000266,51.62946769027403
ENSMUSG00000000275,68.32579185520362
ENSMUSG00000000276,46.75885911840968
ENSMUSG00000000278,83.97986679546494
ENSMUSG00000000282,49.336519396003865
ENSMUSG00000000290,43.99308556611927
ENSMUSG00000000295,73.0743810056434
ENSMUSG00000000296,35.79236361787584
ENSMUSG00000000301,38.71574558950633
ENSMUSG00000000303,19.96542783059637
ENSMUSG00000000305,37.74975850322843
ENSMUSG00000000308,38.53780059992882
ENSMUSG00000000317,36.87528598301896
ENSMUSG00000000320,40.30199806802583
ENSMUSG00000000325,92.03314860948701
ENSMUSG00000000326,97.32065687121867
ENSMUSG00000000339,67.02425136000814
ENSMUSG00000000340,69.8662870506889
ENSMUSG00000000346,92.2975240225736
ENSMUSG00000000355,89.38431033606182
ENSMUSG00000000359,86.37449794092227
ENSMUSG00000000365,23.503991051909097
ENSMUSG00000000374,53.24622502414967
ENSMUSG00000000378,73.90309624281865
ENSMUSG00000000384,46.03691087498093
ENSMUSG00000000386,34.20611113935635
ENSMUSG00000000392,49.54496924093751
ENSMUSG00000000399,90.75702882708832
ENSMUSG00000000402,42.72204992627993
ENSMUSG00000000409,40.134221363567036
ENSMUSG00000000416,63.6890538410697
ENSMUSG00000000420,87.19812903553816
ENSMUSG00000000439,63.28232243632112
ENSMUSG00000000440,38.34460318267324
ENSMUSG00000000441,84.33575677461997
ENSMUSG00000000486,67.23778534750114
ENSMUSG00000000489,29.854085108546442
ENSMUSG00000000530,88.43357567746199
ENSMUSG00000000531,51.17697900249123
ENSMUSG00000000532,44.15577812801871
ENSMUSG00000000538,59.74375921500838
ENSMUSG00000000552,57.4406426356195
ENSMUSG00000000555,59.545477655193444
ENSMUSG00000000560,47.95871676241802
ENSMUSG00000000561,69.36295693731253
ENSMUSG00000000563,97.1732167369973
ENSMUSG00000000567,70.00864304235091
ENSMUSG00000000568,71.49321266968326
ENSMUSG00000000579,87.16254003762266
