gen_name,embryonic stem cell
ENSG00000000003,98.53438556933483
ENSG00000000005,53.085791177219335
ENSG00000000419,95.94137542277339
ENSG00000000457,81.83801869294832
ENSG00000000460,86.52580281485253
ENSG00000000938,41.17176419245736
ENSG00000000971,31.290686256682548
ENSG00000001036,93.05742444630324
ENSG00000001084,80.38331454340474
ENSG00000001167,79.4559406480707
ENSG00000001460,67.33461832199876
ENSG00000001461,65.92719205731534
ENSG00000001497,92.03913154162272
ENSG00000001561,68.41473615303487
ENSG00000001617,43.47383350911008
ENSG00000001626,42.946503254900534
ENSG00000001629,82.22351529257737
ENSG00000001630,98.33436374877259
ENSG00000001631,85.64934356475253
ENSG00000002016,68.82569007528095
ENSG00000002079,27.26479252282067
ENSG00000002330,67.03276721096847
ENSG00000002549,88.86423973524384
ENSG00000002586,77.0447685202022
ENSG00000002587,41.3899698148889
ENSG00000002726,24.213550569152996
ENSG00000002745,43.48838055060552
ENSG00000002746,50.43459286467614
ENSG00000002822,66.79274102629378
ENSG00000002834,89.54795068552933
ENSG00000002919,73.14252463905153
ENSG00000002933,37.5350038185984
ENSG00000003056,95.79226824744518
ENSG00000003096,73.52802123868058
ENSG00000003137,19.373022511546715
ENSG00000003147,74.49539949812707
ENSG00000003249,54.980543331999854
ENSG00000003393,84.14372476997491
ENSG00000003400,63.70513146888751
ENSG00000003402,93.27199330836092
ENSG00000003436,93.71931483434557
ENSG00000003509,93.11561261228498
ENSG00000003756,88.40964468851148
ENSG00000003987,65.11983125431865
ENSG00000003989,72.55336945848639
ENSG00000004059,88.38782412626833
ENSG00000004139,47.17969233007237
ENSG00000004142,90.81354329563224
ENSG00000004399,69.89489762519547
ENSG00000004455,96.57780848819871
ENSG00000004468,57.40989926173764
ENSG00000004478,93.56657089864349
ENSG00000004487,93.58475470051279
ENSG00000004534,90.42804669600321
ENSG00000004660,46.346874204458665
ENSG00000004700,93.63203258537295
ENSG00000004766,80.8124522675201
ENSG00000004776,30.759719242099138
ENSG00000004777,45.863185074735426
ENSG00000004779,99.2290068007419
ENSG00000004799,33.3600029094083
ENSG00000004809,66.99276284685602
ENSG00000004838,27.98123431647089
ENSG00000004846,47.18332909044623
ENSG00000004848,55.59151907480816
ENSG00000004864,90.39531585263848
ENSG00000004866,70.84409208277268
ENSG00000004897,94.96308688220533
ENSG00000004939,70.27675746445067
ENSG00000004948,34.09099174455395
ENSG00000004961,90.17347346983307
ENSG00000004975,75.17183692766484
ENSG00000005001,31.734371022293338
ENSG00000005007,66.15994472124231
ENSG00000005020,69.00389133360004
ENSG00000005022,99.74906353420373
ENSG00000005059,88.53693130159654
ENSG00000005073,22.00240026184675
ENSG00000005075,85.14747063315998
ENSG00000005100,84.61650361857657
ENSG00000005108,44.07026221042295
ENSG00000005156,82.47081499799978
ENSG00000005175,93.42110048368913
ENSG00000005187,63.35963923337091
ENSG00000005189,66.89457031676183
ENSG00000005194,92.031858020875
ENSG00000005206,60.49750881914391
ENSG00000005238,58.27908499108994
ENSG00000005243,16.754555042368256
ENSG00000005249,72.17514637960505
ENSG00000005302,79.80506964396116
ENSG00000005339,74.63359639233371
ENSG00000005379,42.00821907844492
ENSG00000005381,28.31217951049205
ENSG00000005421,45.50314579772339
ENSG00000005436,83.74731788922428
ENSG00000005448,87.53318543841146
ENSG00000005469,63.93061061206677
ENSG00000005471,50.005455140560784
ENSG00000005483,92.73011601265593
ENSG00000005486,78.94679419573045
ENSG00000005513,30.486962214059716
ENSG00000005700,89.27519365748991
ENSG00000005801,95.42495544968543
ENSG00000005810,81.55071462341347
ENSG00000005812,70.74226279230462
ENSG00000005844,43.49201731097938
ENSG00000005882,63.43964796159581
ENSG00000005884,48.12888678764956
ENSG00000005889,86.87856857111686
ENSG00000005893,96.70145834090992
ENSG00000005961,50.94737607739026
ENSG00000005981,62.05040549878168
ENSG00000006007,91.02811215768993
ENSG00000006015,81.95803178528567
ENSG00000006016,52.492999236280326
ENSG00000006025,40.65170745899553
ENSG00000006042,83.08179074080809
ENSG00000006047,36.862203149434485
ENSG00000006062,49.08535476597447
ENSG00000006071,43.990253482198064
ENSG00000006116,26.937484089173363
ENSG00000006118,56.36978579481398
ENSG00000006125,96.26141033567298
ENSG00000006128,62.28315816270866
ENSG00000006194,77.68120158562752
ENSG00000006210,42.28824962723206
ENSG00000006282,61.72309706513438
ENSG00000006283,40.93537476815652
ENSG00000006327,78.68858420918644
ENSG00000006377,76.29923264356113
ENSG00000006432,69.88035058370004
ENSG00000006451,93.72295159471943
ENSG00000006453,73.10615703531295
ENSG00000006459,73.20071280503328
ENSG00000006468,88.8242353711314
ENSG00000006530,84.74742699203549
ENSG00000006534,44.248463468742045
