gen_name,microglial cell
ENSMUSG00000001103,7.625516644772675
ENSMUSG00000001105,75.9187465957515
ENSMUSG00000001119,26.628432283489794
ENSMUSG00000001120,51.395341386049786
ENSMUSG00000001123,98.46848867386498
ENSMUSG00000001127,91.46454775559899
ENSMUSG00000001128,68.41177789881773
ENSMUSG00000001134,62.42030053506776
ENSMUSG00000001138,75.5951427381372
ENSMUSG00000001143,94.20076255166447
ENSMUSG00000001150,85.392970427093
ENSMUSG00000001151,87.62295344590049
ENSMUSG00000001155,36.849187786357376
ENSMUSG00000001156,81.7083720483163
ENSMUSG00000001157,78.66136938899747
ENSMUSG00000001158,75.89631860561981
ENSMUSG00000001166,58.77415013937394
ENSMUSG00000001168,19.855179263721123
ENSMUSG00000001173,78.3409695299734
ENSMUSG00000001175,98.10964083175804
ENSMUSG00000001211,84.66245874851815
ENSMUSG00000001225,76.30322642658037
ENSMUSG00000001227,54.487200025631985
ENSMUSG00000001228,74.47374323155299
ENSMUSG00000001229,82.59587965781296
ENSMUSG00000001240,52.51033289545353
ENSMUSG00000001247,68.32526993688123
ENSMUSG00000001248,96.62298548588637
ENSMUSG00000001249,71.20566466950754
ENSMUSG00000001260,51.66127326903977
ENSMUSG00000001270,99.4168722565762
ENSMUSG00000001280,83.33600333215854
ENSMUSG00000001281,54.32700009611996
ENSMUSG00000001285,83.43212328986576
ENSMUSG00000001288,53.827176316042426
ENSMUSG00000001289,94.81272628240043
ENSMUSG00000001300,55.08634776200698
ENSMUSG00000001305,72.79805196885714
ENSMUSG00000001313,54.862067860690146
ENSMUSG00000001323,76.97927012912115
ENSMUSG00000001333,51.334465412835215
ENSMUSG00000001334,45.041812181602644
ENSMUSG00000001348,48.079202845150746
ENSMUSG00000001349,39.96988241325174
ENSMUSG00000001366,78.72224536221204
ENSMUSG00000001376,89.88497645061037
ENSMUSG00000001380,85.5019063791612
ENSMUSG00000001383,85.13665053987376
ENSMUSG00000001403,71.80801640447278
ENSMUSG00000001415,91.65678767101343
ENSMUSG00000001416,95.87004581717984
ENSMUSG00000001418,97.16125724904681
ENSMUSG00000001419,90.02595238858095
ENSMUSG00000001420,49.594694178334564
ENSMUSG00000001424,94.89923424433692
ENSMUSG00000001435,53.952132261061806
ENSMUSG00000001436,75.24590689180096
ENSMUSG00000001440,94.54679439941046
ENSMUSG00000001441,97.77962897696325
ENSMUSG00000001444,38.97984684886739
ENSMUSG00000001445,82.19858383262311
ENSMUSG00000001467,72.73076799846207
ENSMUSG00000001472,98.00390887828009
ENSMUSG00000001473,80.46201659671269
ENSMUSG00000001482,73.76245554451955
ENSMUSG00000001493,44.28246451571562
ENSMUSG00000001494,21.063086732241835
ENSMUSG00000001496,44.36576847906187
ENSMUSG00000001497,43.15145301336067
ENSMUSG00000001504,38.64022299830188
ENSMUSG00000001506,36.11226811060203
ENSMUSG00000001507,30.617410528339366
ENSMUSG00000001508,32.73845759507866
ENSMUSG00000001510,26.17026048508539
ENSMUSG00000001517,64.89699144532376
ENSMUSG00000001518,78.77671333824613
ENSMUSG00000001520,65.925474992791
ENSMUSG00000001521,89.51972061132292
ENSMUSG00000001524,72.85572394348146
ENSMUSG00000001525,99.35920028195187
ENSMUSG00000001542,77.19393803466727
ENSMUSG00000001552,90.99035596424338
ENSMUSG00000001555,55.88734740956715
ENSMUSG00000001558,41.873057575854666
ENSMUSG00000001566,15.927076992086123
ENSMUSG00000001569,91.00957995578482
ENSMUSG00000001576,85.3993784242735
ENSMUSG00000001583,52.75063278972157
ENSMUSG00000001588,42.260741405273784
ENSMUSG00000001604,3.0886546409919577
ENSMUSG00000001622,79.82442087725481
ENSMUSG00000001627,87.10070167569125
ENSMUSG00000001630,78.53320944538784
ENSMUSG00000001632,86.6297138829259
ENSMUSG00000001642,94.52436640927878
ENSMUSG00000001655,28.743071353048606
ENSMUSG00000001656,35.19912851238345
ENSMUSG00000001657,58.37044631700362
ENSMUSG00000001661,22.581782064015893
ENSMUSG00000001663,43.94284066515011
ENSMUSG00000001665,78.45951747781231
ENSMUSG00000001666,64.34910768639261
ENSMUSG00000001670,38.204479190029154
ENSMUSG00000001672,27.253212008586715
ENSMUSG00000001674,79.1451731761238
ENSMUSG00000001687,97.57136906859762
ENSMUSG00000001700,62.74070039409183
ENSMUSG00000001707,76.98247412771138
ENSMUSG00000001729,89.05834481432828
ENSMUSG00000001739,48.39960270417481
ENSMUSG00000001741,97.87254493608023
ENSMUSG00000001750,99.24385633270322
ENSMUSG00000001751,96.99144532376405
ENSMUSG00000001755,82.88103553234436
ENSMUSG00000001761,83.77174714043126
ENSMUSG00000001763,75.01201499471341
ENSMUSG00000001767,79.24770113101151
ENSMUSG00000001768,99.06443241164973
ENSMUSG00000001773,34.55512479574509
ENSMUSG00000001774,94.30008650796194
ENSMUSG00000001783,97.48806510525135
ENSMUSG00000001785,85.67171830444394
ENSMUSG00000001786,82.94191150555893
ENSMUSG00000001794,77.31248598250616
ENSMUSG00000001802,13.681073980327449
ENSMUSG00000001804,44.06138861298901
ENSMUSG00000001815,4.475986030566147
ENSMUSG00000001819,13.94380186472718
ENSMUSG00000001823,8.221460382557432
ENSMUSG00000001827,25.731312678222423
ENSMUSG00000001829,86.42465797315049
ENSMUSG00000001833,97.8148729614559
ENSMUSG00000001844,79.04905321841659
ENSMUSG00000001847,98.64791259491847
ENSMUSG00000001855,92.13418346095928
ENSMUSG00000001864,37.04142770177181
ENSMUSG00000001865,41.64557367594758
ENSMUSG00000001870,78.31213354266124
ENSMUSG00000001891,82.39082374803756
ENSMUSG00000001901,42.978437089487684
ENSMUSG00000001909,92.37448335522733
ENSMUSG00000001910,72.34308416904297
ENSMUSG00000001911,71.42994457082439
ENSMUSG00000001918,64.87776745378233
ENSMUSG00000001924,97.41437313767582
ENSMUSG00000001930,70.44952100221076
ENSMUSG00000001942,95.9533497805261
ENSMUSG00000001943,4.059466213834866
ENSMUSG00000001946,41.5366377238794
ENSMUSG00000001948,14.001473839351512
ENSMUSG00000001962,83.57630322642659
ENSMUSG00000001964,67.73573419627695
ENSMUSG00000001983,64.52212361026561
ENSMUSG00000001985,65.35836724231842
ENSMUSG00000001986,58.51142225497421
ENSMUSG00000001988,42.77017718112204
ENSMUSG00000001995,96.01742975233091
ENSMUSG00000001998,84.69129473583031
ENSMUSG00000001999,82.85540354362244
ENSMUSG00000002006,57.17535484284387
ENSMUSG00000002007,86.97574573067189
ENSMUSG00000002010,95.93412578898464
ENSMUSG00000002012,53.759892345647366
ENSMUSG00000002014,97.07154528852008
ENSMUSG00000002015,94.07901060523534
ENSMUSG00000002017,75.19464291435712
ENSMUSG00000002020,58.21345038608183
ENSMUSG00000002028,94.23921053474736
ENSMUSG00000002031,82.43567972830091
ENSMUSG00000002032,46.009419755855305
ENSMUSG00000002033,57.4541027201948
ENSMUSG00000002043,66.91551055717535
ENSMUSG00000002052,84.91237063855692
ENSMUSG00000002055,77.00490211784306
ENSMUSG00000002057,55.39713562526033
ENSMUSG00000002058,20.329371055076738
ENSMUSG00000002059,97.2157252250809
ENSMUSG00000002064,86.99496972221333
ENSMUSG00000002068,65.17253532408446
ENSMUSG00000002076,65.23661529588927
ENSMUSG00000002083,61.58405690301496
ENSMUSG00000002100,54.25330812854442
ENSMUSG00000002102,94.93768222741981
ENSMUSG00000002103,98.24420877254813
ENSMUSG00000002104,72.92621191246675
ENSMUSG00000002105,82.16333984813046
ENSMUSG00000002107,99.18618435807888
ENSMUSG00000002108,49.735670116305144
ENSMUSG00000002109,68.44061388612988
ENSMUSG00000002111,98.16090480920188
ENSMUSG00000002129,89.43000865079618
ENSMUSG00000002147,96.7191054435936
ENSMUSG00000002190,69.60366537438723
ENSMUSG00000002204,61.68658485790266
ENSMUSG00000002205,88.41754509628016
ENSMUSG00000002210,85.91522219730223
ENSMUSG00000002221,78.44029348627086
ENSMUSG00000002222,78.33456153279292
ENSMUSG00000002227,77.06898208964789
ENSMUSG00000002228,47.89016692832655
ENSMUSG00000002233,70.94934478228829
ENSMUSG00000002240,34.28919291275512
ENSMUSG00000002249,63.40713210086187
ENSMUSG00000002250,80.89135240780494
ENSMUSG00000002257,78.28650155393932
ENSMUSG00000002265,53.57726442600366
ENSMUSG00000002266,53.03578866425299
ENSMUSG00000002274,55.85851142225498
ENSMUSG00000002279,91.83941559065714
ENSMUSG00000002280,85.3609304411906
ENSMUSG00000002289,63.07071224888661
ENSMUSG00000002297,75.4221268142642
ENSMUSG00000002307,82.4260677325302
ENSMUSG00000002308,70.15795713049886
ENSMUSG00000002319,82.87462753516388
ENSMUSG00000002320,95.45993399762904
ENSMUSG00000002324,40.24542629201243
ENSMUSG00000002325,92.47060331293454
ENSMUSG00000002326,94.05658261510365
ENSMUSG00000002329,88.5232770497581
ENSMUSG00000002332,84.81304668225947
ENSMUSG00000002341,72.61222005062318
ENSMUSG00000002342,82.3235397776425
ENSMUSG00000002343,71.68626445804364
ENSMUSG00000002345,72.58018006472076
ENSMUSG00000002346,74.127711383807
ENSMUSG00000002365,74.84540706802089
ENSMUSG00000002372,89.09358879882093
ENSMUSG00000002379,90.62510012495595
ENSMUSG00000002384,56.82291499791741
ENSMUSG00000002393,63.75957194578834
ENSMUSG00000002395,88.53609304411906
ENSMUSG00000002396,72.08035628464323
ENSMUSG00000002409,66.10810291243472
ENSMUSG00000002413,86.338150011214
ENSMUSG00000002416,98.13847681907019
ENSMUSG00000002428,90.48092018839512
ENSMUSG00000002455,89.84652846752748
ENSMUSG00000002458,97.27660119829548
ENSMUSG00000002459,65.95431098010317
ENSMUSG00000002475,68.1810900003204
ENSMUSG00000002477,75.81301464227356
ENSMUSG00000002486,81.64108807792124
ENSMUSG00000002489,72.25337220851623
ENSMUSG00000002496,94.8415622697126
ENSMUSG00000002500,33.61635320880459
ENSMUSG00000002504,56.74601903175163
ENSMUSG00000002524,94.89282624715645
ENSMUSG00000002546,84.62080676684502
ENSMUSG00000002550,82.13129986222806
ENSMUSG00000002565,67.52106629073083
ENSMUSG00000002578,53.22162058248694
ENSMUSG00000002580,75.23629489603024
ENSMUSG00000002588,46.72391144147897
ENSMUSG00000002602,96.24170965364776
ENSMUSG00000002603,84.56954278940117
ENSMUSG00000002608,90.62189612636571
ENSMUSG00000002617,77.48870590496941
ENSMUSG00000002625,96.8216333984813
ENSMUSG00000002633,26.346480407548622
ENSMUSG00000002635,81.6218640863798
ENSMUSG00000002658,84.72653872032296
ENSMUSG00000002660,78.27048156098812
ENSMUSG00000002661,65.94469898433245
ENSMUSG00000002664,10.99932716029605
ENSMUSG00000002668,95.8892698087213
ENSMUSG00000002679,72.0387043029701
ENSMUSG00000002688,47.86773893819486
ENSMUSG00000002699,97.08436128288103
ENSMUSG00000002718,92.0572874947935
ENSMUSG00000002728,90.6058761334145
ENSMUSG00000002731,80.21210470667393
ENSMUSG00000002732,74.27509531895807
ENSMUSG00000002733,89.71836852391785
ENSMUSG00000002741,89.54214860145461
ENSMUSG00000002748,93.99250264329883
ENSMUSG00000002763,71.3594566018391
ENSMUSG00000002767,75.6976706930249
ENSMUSG00000002768,82.62151164653487
ENSMUSG00000002769,38.64663099548236
ENSMUSG00000002771,28.90967927974112
ENSMUSG00000002778,87.90490532184165
ENSMUSG00000002781,75.98603056614655
ENSMUSG00000002791,45.98699176572362
ENSMUSG00000002797,63.88452789080773
ENSMUSG00000002799,67.72612220050624
ENSMUSG00000002803,79.42071705488449
ENSMUSG00000002804,72.62183204639389
ENSMUSG00000002808,64.61183557079235
ENSMUSG00000002812,94.38979846848868
ENSMUSG00000002814,82.14091185799877
ENSMUSG00000002820,83.91272307840184
ENSMUSG00000002825,74.92230303418667
ENSMUSG00000002831,63.99025984428567
ENSMUSG00000002833,89.53574060427414
ENSMUSG00000002835,66.8482265867803
ENSMUSG00000002844,93.56957482938707
ENSMUSG00000002845,85.92803819166319
ENSMUSG00000002846,74.65316715260644
ENSMUSG00000002847,18.839511710614847
ENSMUSG00000002870,83.40649130114383
ENSMUSG00000002871,85.91201819871199
ENSMUSG00000002881,69.00131363942201
ENSMUSG00000002885,53.737464355515684
ENSMUSG00000002897,97.52971708692448
ENSMUSG00000002900,55.06071577328506
ENSMUSG00000002908,44.62529236487136
ENSMUSG00000002910,69.85357726442601
ENSMUSG00000002930,46.05107173752844
ENSMUSG00000002944,70.84040883022011
ENSMUSG00000002948,77.05296209669667
ENSMUSG00000002949,90.94549998398
ENSMUSG00000002957,90.65714011085835
ENSMUSG00000002963,82.16974784531095
ENSMUSG00000002968,90.85258402486302
ENSMUSG00000002980,23.289865752459068
ENSMUSG00000002981,97.51049309538303
ENSMUSG00000002983,85.17830252154688
ENSMUSG00000002984,83.99282304315786
ENSMUSG00000002985,99.91990003524398
ENSMUSG00000002992,53.18958059658454
ENSMUSG00000002996,94.62689436416647
ENSMUSG00000002997,43.811476722950246
ENSMUSG00000003031,82.52218769023742
ENSMUSG00000003032,72.9999038800423
ENSMUSG00000003033,90.82374803755087
ENSMUSG00000003037,92.4994393002467
ENSMUSG00000003038,95.50478997789241
ENSMUSG00000003039,93.13062702252411
ENSMUSG00000003051,0.4934157828970555
ENSMUSG00000003053,50.930761590464904
ENSMUSG00000003062,94.39620646566915
ENSMUSG00000003068,74.32956329499216
ENSMUSG00000003070,4.120342187049437
ENSMUSG00000003072,91.3620198007113
ENSMUSG00000003099,91.31716382044792
ENSMUSG00000003119,86.9148697574573
ENSMUSG00000003123,98.59344461888436
ENSMUSG00000003131,94.1398865784499
ENSMUSG00000003134,86.51436993367723
ENSMUSG00000003135,66.34199480952229
ENSMUSG00000003153,65.45448720002564
ENSMUSG00000003154,80.14802473486911
ENSMUSG00000003161,91.57989170484765
ENSMUSG00000003166,93.2876229534459
ENSMUSG00000003184,87.05264169683765
ENSMUSG00000003190,63.08032424465734
ENSMUSG00000003198,81.91983595527218
ENSMUSG00000003199,63.88132389221749
ENSMUSG00000003200,92.7044952100221
ENSMUSG00000003206,80.07753676588382
ENSMUSG00000003208,76.1077825125757
ENSMUSG00000003226,93.64006279837237
ENSMUSG00000003227,37.259299605908176
ENSMUSG00000003228,53.19278459517478
ENSMUSG00000003233,88.9173688763577
ENSMUSG00000003234,89.33709269167922
ENSMUSG00000003235,72.92300791387652
ENSMUSG00000003269,79.34382108871873
ENSMUSG00000003271,46.627791483771745
ENSMUSG00000003273,48.00551087757521
ENSMUSG00000003279,65.15010733395277
ENSMUSG00000003282,68.92762167184647
ENSMUSG00000003283,97.93662490788503
ENSMUSG00000003299,82.03517990452085
ENSMUSG00000003308,87.53003748678351
ENSMUSG00000003309,40.55621415526577
ENSMUSG00000003316,93.10499503380218
ENSMUSG00000003341,44.62208836628112
ENSMUSG00000003344,67.21668642465796
ENSMUSG00000003345,70.25087308961584
ENSMUSG00000003346,68.78344173528563
ENSMUSG00000003348,92.2303034186665
ENSMUSG00000003352,50.552689756816505
ENSMUSG00000003354,22.482458107718433
ENSMUSG00000003355,70.03940918265997
ENSMUSG00000003360,83.3327993335683
ENSMUSG00000003363,98.49412066258691
ENSMUSG00000003378,55.823267437762325
ENSMUSG00000003379,42.93998910640479
ENSMUSG00000003380,94.4634904360642
ENSMUSG00000003382,89.62224856621063
ENSMUSG00000003402,93.39655890551408
ENSMUSG00000003410,62.375444554804396
ENSMUSG00000003411,32.08484188266957
ENSMUSG00000003418,84.89635064560571
ENSMUSG00000003420,91.82980359488641
ENSMUSG00000003421,82.50296369869598
ENSMUSG00000003423,78.9945852423825
ENSMUSG00000003429,98.7696645413476
ENSMUSG00000003435,91.84902758642787
ENSMUSG00000003436,62.19922463234116
ENSMUSG00000003437,90.04838037871264
ENSMUSG00000003438,86.60408189420397
ENSMUSG00000003444,70.35660504309378
ENSMUSG00000003452,89.12562878472333
ENSMUSG00000003458,97.8308929544071
ENSMUSG00000003464,86.17154208452148
ENSMUSG00000003469,41.357213802825925
ENSMUSG00000003476,46.21447566563071
ENSMUSG00000003477,34.05530101566755
ENSMUSG00000003484,68.54954983819808
ENSMUSG00000003500,60.76383326391337
ENSMUSG00000003505,36.00333215853385
ENSMUSG00000003518,95.38944602864375
ENSMUSG00000003526,75.53747076351286
ENSMUSG00000003527,88.50405305821666
ENSMUSG00000003528,81.58021210470667
ENSMUSG00000003531,69.61007337156772
ENSMUSG00000003534,25.603152734612795
ENSMUSG00000003541,94.55320239659095
ENSMUSG00000003545,91.53823972317451
ENSMUSG00000003546,86.68738585755023
ENSMUSG00000003549,75.88991060843934
ENSMUSG00000003555,22.517702092211078
ENSMUSG00000003559,86.8123418025696
ENSMUSG00000003573,71.5420845214828
ENSMUSG00000003575,84.46701483451348
ENSMUSG00000003581,77.18432603889654
ENSMUSG00000003585,57.005542917561115
ENSMUSG00000003604,63.00022427990132
ENSMUSG00000003617,69.59725737720676
ENSMUSG00000003623,93.67210278427478
ENSMUSG00000003644,98.42042869501138
ENSMUSG00000003657,18.43260388965429
ENSMUSG00000003660,93.46063887731889
ENSMUSG00000003662,80.02947678703022
ENSMUSG00000003665,42.02364550959597
ENSMUSG00000003680,71.29217263144405
ENSMUSG00000003721,86.67136586459901
ENSMUSG00000003731,81.7404120342187
ENSMUSG00000003746,93.47345487167986
ENSMUSG00000003752,69.4114254589728
ENSMUSG00000003762,77.58802986126686
ENSMUSG00000003778,93.82269071801609
ENSMUSG00000003779,65.26224728461119
ENSMUSG00000003808,92.16622344686168
ENSMUSG00000003809,74.85501906379162
ENSMUSG00000003810,72.87815193361314
ENSMUSG00000003812,96.29617762968185
ENSMUSG00000003813,85.27762647784435
ENSMUSG00000003814,99.17657236230816
ENSMUSG00000003824,63.98064784851495
ENSMUSG00000003847,94.68456633879082
ENSMUSG00000003848,78.57806542565122
ENSMUSG00000003849,51.279997436801125
ENSMUSG00000003863,47.284611194771074
ENSMUSG00000003865,71.86889237768736
ENSMUSG00000003868,80.83047643459037
ENSMUSG00000003872,46.99304732305918
ENSMUSG00000003873,84.82586267662042
ENSMUSG00000003882,89.04552881996733
ENSMUSG00000003923,76.67809426163853
ENSMUSG00000003929,80.56454455160039
ENSMUSG00000003934,46.0959277177918
ENSMUSG00000003948,71.03264874563455
ENSMUSG00000003949,69.37938547307039
ENSMUSG00000003955,69.47230143218736
ENSMUSG00000003970,98.91384447790843
ENSMUSG00000003974,57.71042260741406
ENSMUSG00000003992,95.58488994264842
ENSMUSG00000004018,69.86959725737721
ENSMUSG00000004031,66.24587485181507
ENSMUSG00000004032,69.28646951395342
ENSMUSG00000004035,58.008394476306435
ENSMUSG00000004038,18.44221588542501
ENSMUSG00000004040,96.65182147319855
ENSMUSG00000004043,77.13947005863318
ENSMUSG00000004044,42.95280510076576
ENSMUSG00000004054,87.49479350229086
ENSMUSG00000004056,81.41360417801417
ENSMUSG00000004069,87.13274166159367
ENSMUSG00000004070,97.09397327865176
ENSMUSG00000004071,96.29938162827209
ENSMUSG00000004085,72.54493608022813
ENSMUSG00000004096,84.80984268366922
ENSMUSG00000004098,41.89228156739611
ENSMUSG00000004099,88.56172503284098
ENSMUSG00000004100,85.41219441863446
ENSMUSG00000004105,66.03120694626894
ENSMUSG00000004110,75.92835859152221
ENSMUSG00000004113,53.58367242318414
ENSMUSG00000004127,75.09211495946941
ENSMUSG00000004151,86.81554580115984
ENSMUSG00000004187,63.551312037422704
ENSMUSG00000004207,99.8590240620294
ENSMUSG00000004221,89.72157252250808
ENSMUSG00000004231,16.407676780622214
ENSMUSG00000004233,73.30748774470538
ENSMUSG00000004263,63.92297587389062
ENSMUSG00000004264,91.1024959149018
ENSMUSG00000004266,99.31754830027874
ENSMUSG00000004267,55.40674762103105
ENSMUSG00000004268,93.6592867899138
ENSMUSG00000004270,98.01672487264106
ENSMUSG00000004285,92.4834193072955
ENSMUSG00000004296,65.49613918169877
ENSMUSG00000004317,80.45881259812245
ENSMUSG00000004319,92.4513793213931
ENSMUSG00000004328,52.93646470795553
ENSMUSG00000004341,3.6781903815962322
ENSMUSG00000004344,6.92384095350998
ENSMUSG00000004347,58.90871808016405
ENSMUSG00000004356,79.34061709012849
ENSMUSG00000004359,70.97497677101022
ENSMUSG00000004360,57.716830604594534
ENSMUSG00000004364,80.1384127390984
ENSMUSG00000004366,2.4991189003876837
