gen_name,bone marrow cell
ENSG00000010292,85.87345111242234
ENSG00000010295,70.74034223039811
ENSG00000010310,64.4337232307105
ENSG00000010318,67.06813369893445
ENSG00000010319,25.264655860608798
ENSG00000010322,85.00572697927875
ENSG00000010327,59.1787858803929
ENSG00000010361,47.66235118531117
ENSG00000010379,76.16188261427926
ENSG00000010404,95.02967616535352
ENSG00000010438,29.318663010655655
ENSG00000010539,76.85606192079413
ENSG00000010610,83.37787650550138
ENSG00000010626,64.53090833362258
ENSG00000010671,86.66481552184929
ENSG00000010704,58.47766478081289
ENSG00000010803,79.19197528721669
ENSG00000010810,86.07129221477908
ENSG00000010818,69.62618444344174
ENSG00000010932,36.166741869424875
ENSG00000011007,91.15615563500053
ENSG00000011009,72.54867932386937
ENSG00000011021,76.29377668251709
ENSG00000011028,46.364235882128355
ENSG00000011052,61.584117177466936
ENSG00000011083,16.91714969976745
ENSG00000011105,39.82853771129083
ENSG00000011114,90.24678074346603
ENSG00000011132,66.11363715247649
ENSG00000011143,78.7442296345146
ENSG00000011198,82.20124258095866
ENSG00000011201,47.01676443025234
ENSG00000011243,72.3959598764361
ENSG00000011258,77.08514109194405
ENSG00000011260,85.460414425046
ENSG00000011275,88.77512061365451
ENSG00000011295,97.78903890875013
ENSG00000011304,85.9602235257367
ENSG00000011332,52.84439970844469
ENSG00000011347,7.108396098712297
ENSG00000011376,73.51011766339245
ENSG00000011405,84.39137829301309
ENSG00000011422,86.2309534552775
ENSG00000011426,66.07892818715074
ENSG00000011451,63.701364062337305
ENSG00000011454,91.53101246051855
ENSG00000011465,64.30877095553782
ENSG00000011478,60.92117593974523
ENSG00000011485,68.92159244732915
ENSG00000011523,86.67175731491444
ENSG00000011566,81.59036479122558
ENSG00000011600,74.17305890111415
ENSG00000011638,78.70257887612371
ENSG00000011677,38.8844538544306
ENSG00000012048,87.13338655374683
ENSG00000012061,94.94984554510431
ENSG00000012124,67.99833396966436
ENSG00000012171,43.97278817118462
ENSG00000012174,64.23241123182119
ENSG00000012211,62.903057859845205
ENSG00000012223,50.345354204991146
ENSG00000012232,73.45805421540383
ENSG00000012504,47.42633022109611
ENSG00000012660,92.69376279893096
ENSG00000012779,64.38860157578704
ENSG00000012817,85.03002325500677
ENSG00000012822,84.62392836069557
ENSG00000012963,87.60195758564437
ENSG00000012983,91.95793273402519
ENSG00000013016,71.84061643122418
ENSG00000013275,91.23598625524974
ENSG00000013288,68.21352955468397
ENSG00000013293,66.73145673527472
ENSG00000013297,56.20769844850925
ENSG00000013306,82.3053694769359
ENSG00000013364,77.69254798514457
ENSG00000013374,87.26180972545208
ENSG00000013375,86.55027593627433
ENSG00000013392,55.04841900662941
ENSG00000013441,99.13227586685642
ENSG00000013503,70.9867758842109
ENSG00000013523,77.84179653604527
ENSG00000013561,78.65398632466766
ENSG00000013563,58.665093193571906
ENSG00000013573,84.11023567387457
ENSG00000013583,72.09052098156954
ENSG00000013588,68.70292596577696
ENSG00000013619,50.25858179167679
ENSG00000013725,64.15952240463712
ENSG00000013810,79.64666273298393
ENSG00000014123,90.53833605220228
ENSG00000014138,67.22432404290029
ENSG00000014164,48.82857242025615
ENSG00000014216,75.94321613272709
ENSG00000014257,51.62611502551109
ENSG00000014641,97.48012911735101
ENSG00000014824,89.34781854152928
ENSG00000014914,51.36579778556801
ENSG00000014919,91.14227204887023
ENSG00000015133,79.13991183922808
ENSG00000015153,84.3080767762313
ENSG00000015171,83.1453264378189
ENSG00000015285,56.79775085904689
ENSG00000015413,38.124327513796814
ENSG00000015475,77.45999791746208
ENSG00000015479,99.18433931484503
ENSG00000015520,39.89795564194231
ENSG00000015532,81.09055569053486
ENSG00000015568,97.8480441498039
ENSG00000015592,39.22113081809031
ENSG00000015676,86.71687896983791
ENSG00000016082,30.415466314949153
ENSG00000016391,57.394745062649676
ENSG00000016402,20.138141681996462
ENSG00000016490,18.742841275901565
ENSG00000016602,21.9742459477283
ENSG00000016864,67.93238693554545
ENSG00000017260,94.55763423692339
ENSG00000017427,59.303738155565576
ENSG00000017483,54.77074728402346
ENSG00000017797,93.31852417479435
ENSG00000018189,96.59157960501197
ENSG00000018236,53.29214536114678
ENSG00000018280,75.35316372218944
ENSG00000018408,59.546700912845786
ENSG00000018510,91.1179757731422
ENSG00000018607,14.383395230988164
ENSG00000018610,83.44729443615286
ENSG00000018625,50.67508937558571
ENSG00000018699,86.16500642115858
ENSG00000018869,48.70362014508348
ENSG00000019102,44.33376141057235
ENSG00000019144,81.20162437957724
ENSG00000019169,15.775224740550483
ENSG00000019186,27.246537780708756
ENSG00000019485,61.001006559994444
ENSG00000019505,45.71517823053695
ENSG00000019549,38.46100447745653
ENSG00000019582,99.9062857936205
ENSG00000019991,63.88532157856375
ENSG00000019995,84.28725139703586
ENSG00000020129,63.73607302766304
ENSG00000020181,42.87945576342369
ENSG00000020256,76.98101419596682
ENSG00000020426,80.66016452049564
ENSG00000020577,75.13796813716984
ENSG00000020633,90.27454791572663
ENSG00000020922,95.69608829960778
ENSG00000021300,47.12436222276214
ENSG00000021355,99.05938703967234
ENSG00000021461,58.01950643851307
ENSG00000021488,57.90496685293811
ENSG00000021574,85.00919787581132
ENSG00000021645,56.03068272534796
ENSG00000021762,37.162889174273715
ENSG00000021776,95.16504113012391
ENSG00000021826,63.66665509701156
ENSG00000021852,34.29245774183472
ENSG00000022267,86.24483704140779
ENSG00000022277,94.92554926937628
ENSG00000022355,43.365381277984106
ENSG00000022556,74.13487903925584
ENSG00000022567,49.70323834646489
ENSG00000022840,95.49477630071847
ENSG00000022976,73.16302801013502
ENSG00000023041,87.7338516538822
ENSG00000023171,64.72180764291416
ENSG00000023191,78.11946825865121
ENSG00000023228,93.93287286106002
ENSG00000023287,98.98996910902086
ENSG00000023318,91.12144666967478
ENSG00000023330,72.53479573773906
ENSG00000023445,77.96327791468536
ENSG00000023516,84.77664780812884
ENSG00000023572,87.11603207108396
ENSG00000023608,86.97025441671585
ENSG00000023697,80.48314879733435
ENSG00000023734,96.59505050154455
ENSG00000023839,47.94349380444969
ENSG00000023892,67.7623130054493
ENSG00000023902,73.02419214883204
ENSG00000023909,79.8410329388081
ENSG00000024048,98.0910069070841
ENSG00000024422,78.37978549859429
ENSG00000024526,65.86026170559856
ENSG00000024862,83.09673388636286
ENSG00000025039,81.92357085835272
ENSG00000025156,79.35857832078025
ENSG00000025293,94.68952830516122
ENSG00000025423,41.50845163305682
ENSG00000025434,68.99795217104578
ENSG00000025708,66.49890666759224
ENSG00000025770,71.96556870639687
ENSG00000025772,83.70414077956336
ENSG00000025796,97.59813959945855
ENSG00000025800,97.09138870570268
ENSG00000026025,98.91360938530423
ENSG00000026036,38.09308944500364
ENSG00000026103,62.16722779493943
ENSG00000026297,71.02495574606921
ENSG00000026508,99.40300579639721
ENSG00000026559,54.39936135503801
ENSG00000026652,71.77466939710527
ENSG00000026751,61.53899552254347
ENSG00000026950,81.86109472076637
ENSG00000027001,67.70677866092811
ENSG00000027075,90.20165908854257
ENSG00000027644,19.89517892471625
ENSG00000027697,86.27260421366839
ENSG00000027847,58.91152684738468
ENSG00000027869,45.77418347159071
ENSG00000028116,88.30307868522439
ENSG00000028137,77.27604040123563
ENSG00000028203,94.60275589184687
ENSG00000028277,73.27062580264482
ENSG00000028310,70.27871299156571
ENSG00000028528,85.47082711464371
ENSG00000028839,81.0315504494811
ENSG00000029153,80.58033390024644
ENSG00000029363,99.45159834785325
ENSG00000029364,97.36211863524349
ENSG00000029534,90.2919023983895
ENSG00000029559,7.69150671618479
ENSG00000029639,82.99260699038562
ENSG00000029725,82.02769775432995
ENSG00000029993,85.36670021866648
ENSG00000030066,92.93672555621116
ENSG00000030110,53.319912533407376
ENSG00000030304,48.474540973933564
ENSG00000030419,82.23248064975182
ENSG00000030582,83.11061747249315
ENSG00000031003,87.90045468744577
ENSG00000031081,58.901114157786964
ENSG00000031691,58.84905070979835
ENSG00000031698,90.3995001908993
ENSG00000031823,65.31533094998439
ENSG00000032219,97.20245739474507
ENSG00000032389,76.85259102426156
ENSG00000032444,55.95085210509875
ENSG00000032742,85.06820311686508
ENSG00000033011,67.27985838742147
ENSG00000033030,83.62778105584673
ENSG00000033050,78.22359515462844
ENSG00000033100,44.38929575509354
ENSG00000033122,76.17923709694215
ENSG00000033170,98.07018152788865
ENSG00000033178,98.12571587240984
ENSG00000033327,86.13376835236541
ENSG00000033627,83.82215126167088
ENSG00000033800,96.88313491374822
ENSG00000033867,81.01419596681822
ENSG00000034053,58.737982020755965
ENSG00000034152,77.80014577765438
ENSG00000034239,25.20565061955503
ENSG00000034510,97.75780083995697
ENSG00000034533,82.60386657873728
ENSG00000034677,93.23175176147998
ENSG00000034693,85.79362049217313
ENSG00000034713,92.13841935371907
ENSG00000034971,5.813751692062059
ENSG00000035115,75.9258616500642
ENSG00000035141,89.95175453819722
ENSG00000035403,92.52368886883482
ENSG00000035499,94.62705216757489
ENSG00000035664,75.12408455103954
ENSG00000035681,96.0327652632675
ENSG00000035687,73.46846690500156
ENSG00000035720,89.64978653986326
ENSG00000035862,75.85644371941272
ENSG00000035928,94.75200444274756
ENSG00000036054,89.7643261254382
ENSG00000036257,95.29693519836174
ENSG00000036448,48.377355871021486
ENSG00000036473,9.038214570823644
ENSG00000036530,89.64631564333068
ENSG00000036549,91.68373190795182
ENSG00000036565,48.88063586824477
ENSG00000036672,48.59255145604109
ENSG00000036828,73.24285863038423
ENSG00000037042,56.419423136996286
ENSG00000037241,77.74461143313319
ENSG00000037280,54.052271701780576
ENSG00000037474,78.46308701537608
ENSG00000037637,88.33778765055014
ENSG00000037749,77.04696123008573
ENSG00000037757,76.29724757904967
ENSG00000037897,72.3681927041755
ENSG00000037965,14.081427232654194
ENSG00000038002,75.19003158515845
ENSG00000038210,73.76696400680297
ENSG00000038219,97.22328277394051
ENSG00000038274,91.88157301030856
ENSG00000038295,38.54777689077088
ENSG00000038358,74.7769948977821
ENSG00000038382,75.93280344312936
ENSG00000038427,67.26597480129118
ENSG00000038532,74.60345007115338
ENSG00000038945,63.63888792475096
ENSG00000039068,83.32581305751276
ENSG00000039123,94.35632223803408
ENSG00000039139,39.94654819339836
ENSG00000039319,81.79514768664747
ENSG00000039523,72.1911769810142
ENSG00000039537,16.55270556384714
ENSG00000039560,67.48117038631078
ENSG00000039600,20.103432716670717
ENSG00000039650,64.15258061157198
ENSG00000039987,52.42442122800319
ENSG00000040199,77.86956370830586
ENSG00000040275,78.79976397903579
ENSG00000040341,83.98528339870188
ENSG00000040487,55.68012217555795
ENSG00000040531,63.413279650133624
ENSG00000040608,35.60098573461525
ENSG00000040633,66.06157370448787
ENSG00000040731,51.52198812953386
ENSG00000040933,73.11443545867897
ENSG00000041353,86.26913331713581
ENSG00000041357,98.13612856200756
ENSG00000041515,52.719447433272016
ENSG00000041802,86.8938946929992
ENSG00000041880,58.35618340217278
ENSG00000041982,60.848287112561174
ENSG00000041988,68.02610114192495
ENSG00000042062,71.98292318905973
ENSG00000042088,83.57918850439069
ENSG00000042286,54.11127694283433
ENSG00000042304,56.99559196140363
ENSG00000042317,81.88886189302697
ENSG00000042429,93.59966679393287
ENSG00000042445,52.65697129568567
ENSG00000042493,89.16733192183541
ENSG00000042753,76.50550137100413
ENSG00000042781,39.24195619728576
ENSG00000042813,32.30016313213703
ENSG00000042832,47.7525944951581
ENSG00000042980,96.43191836451356
ENSG00000043039,61.15372600742772
ENSG00000043093,97.99382180417201
ENSG00000043143,64.97171219325952
ENSG00000043355,7.274999132275867
ENSG00000043462,90.70146818923328
ENSG00000043514,73.14567352747214
ENSG00000043591,48.82510152372358
ENSG00000044090,52.393183159210025
ENSG00000044115,95.51907257644649
ENSG00000044446,87.95251813543439
ENSG00000044459,85.95328173267156
ENSG00000044524,39.151712887438826
ENSG00000044574,98.02158897643261
ENSG00000046604,84.73499704973794
ENSG00000046647,77.14067543646523
ENSG00000046651,92.95408003887404
ENSG00000046653,62.219291242928044
ENSG00000046774,9.041685467356219
ENSG00000046889,87.25486793238694
ENSG00000047056,77.3489292284197
ENSG00000047188,85.82138766443373
ENSG00000047230,84.92936725556211
ENSG00000047249,84.15188643226546
ENSG00000047315,96.44233105411128
ENSG00000047346,95.80368609211759
ENSG00000047365,86.95289993405297
ENSG00000047410,98.35826594009232
ENSG00000047457,99.17739752177988
ENSG00000047578,63.17031689285343
ENSG00000047579,71.30262746867515
ENSG00000047597,69.29644927284717
ENSG00000047617,26.98969143729825
ENSG00000047621,73.63854083509771
ENSG00000047634,52.85481239804242
ENSG00000047644,70.66398250668148
ENSG00000047648,47.11742042969699
ENSG00000047662,58.328416229912186
ENSG00000047849,90.0072888827184
ENSG00000047932,81.02113775988337
ENSG00000047936,19.17670334247336
ENSG00000048028,70.06698830307869
ENSG00000048052,83.34316754017563
ENSG00000048140,60.660858699802155
ENSG00000048162,88.14341744472597
ENSG00000048342,78.2826003956822
ENSG00000048392,78.53597584256013
ENSG00000048405,86.9633126236507
ENSG00000048462,39.59945854014092
ENSG00000048471,87.80326958453368
ENSG00000048540,51.05341709763632
ENSG00000048544,89.51789247162542
ENSG00000048649,95.98070181527889
ENSG00000048707,85.42570545972025
ENSG00000048740,98.12918676894242
ENSG00000048828,90.54874874180001
ENSG00000048991,88.6675228211447
ENSG00000049089,45.37850126687724
ENSG00000049130,24.386519037867483
ENSG00000049167,81.00031238068793
ENSG00000049192,34.330637603693035
ENSG00000049239,76.46732150914582
ENSG00000049245,88.26489882336608
ENSG00000049246,62.295650966644686
ENSG00000049247,36.38193745444448
ENSG00000049249,82.74270244004026
ENSG00000049283,45.41321023220298
ENSG00000049323,82.52750685502065
ENSG00000049449,83.16615181701434
ENSG00000049540,66.80781645899135
ENSG00000049541,81.28492589635903
ENSG00000049618,98.89278400610878
ENSG00000049656,76.77276040401236
ENSG00000049759,76.28683488945195
ENSG00000049768,39.120474818645654
ENSG00000049769,55.13866231647635
ENSG00000049860,72.10093367116727
ENSG00000049883,79.16073721842352
ENSG00000050030,40.53312970740342
ENSG00000050130,94.18277741140535
ENSG00000050165,40.72749991322759
ENSG00000050327,35.08382215126167
ENSG00000050344,71.1499080212419
ENSG00000050393,74.85682551803131
ENSG00000050405,81.41334906806428
ENSG00000050426,91.62472666689806
ENSG00000050438,81.6146610669536
ENSG00000050555,49.387386762000624
ENSG00000050628,48.294054354239705
ENSG00000050730,57.627295130332165
ENSG00000050748,76.00222137378084
ENSG00000050767,47.78036166741869
ENSG00000050820,58.40477595362882
ENSG00000051009,66.71757314914443
ENSG00000051108,94.05088334316754
ENSG00000051128,51.36926868210059
ENSG00000051180,73.58994828364166
ENSG00000051341,80.94824893269931
ENSG00000051382,88.79594599284995
ENSG00000051523,71.81632015549616
ENSG00000051596,75.17614799902816
ENSG00000051620,71.972510499462
ENSG00000051825,95.14421575092847
ENSG00000052126,91.86421852764569
ENSG00000052344,53.34767970566797
ENSG00000052723,87.1264447606817
ENSG00000052749,83.25986602339384
ENSG00000052795,84.73846794627052
ENSG00000052802,79.66748811217937
ENSG00000052841,97.32046787685259
ENSG00000052850,29.575509354066153
ENSG00000053108,49.94967200027767
ENSG00000053254,94.77630071847558
ENSG00000053328,45.06612057894554
ENSG00000053371,67.96015410780605
ENSG00000053372,82.49279788969491
ENSG00000053438,57.03724271979452
ENSG00000053501,80.01110686890424
ENSG00000053524,81.2883967928916
ENSG00000053702,53.63923501440422
ENSG00000053747,43.28207976120232
ENSG00000053770,88.96254902641351
ENSG00000053900,88.37943840894103
ENSG00000053918,44.90645933844712
ENSG00000054116,60.928117732810385
ENSG00000054118,99.15657214258444
ENSG00000054148,90.00381798618584
ENSG00000054219,82.55874492381382
ENSG00000054267,97.6571448405123
ENSG00000054277,66.01298115303183
ENSG00000054282,92.15924473291452
ENSG00000054356,34.52847870604977
ENSG00000054392,93.53719065634654
ENSG00000054523,86.33508035125473
ENSG00000054598,35.21224532296692
ENSG00000054611,68.99101037798063
ENSG00000054654,87.07438131269308
ENSG00000054690,55.42674672868002
ENSG00000054793,70.6327444378883
ENSG00000054796,10.94373676720697
ENSG00000054938,10.478636631842004
ENSG00000054965,70.30995106035888
ENSG00000054967,71.76772760404012
ENSG00000054983,81.10443927666516
ENSG00000055044,98.93790566103225
ENSG00000055070,73.89885807504079
ENSG00000055118,67.5054666620388
ENSG00000055130,88.2614279268335
ENSG00000055147,75.66554441012113
ENSG00000055163,94.82142237339905
ENSG00000055208,92.62781576481206
ENSG00000055211,79.72996424976571
ENSG00000055332,94.33896775537121
ENSG00000055483,87.83450765332685
ENSG00000055609,98.809482489327
ENSG00000055732,77.95980701815279
ENSG00000055813,14.15778695637083
ENSG00000055917,98.77477352400125
ENSG00000055950,79.10173197736975
ENSG00000055955,53.07000798306203
ENSG00000055957,47.83242511540731
ENSG00000056050,74.81170386310784
ENSG00000056097,97.01502898198605
ENSG00000056277,63.64582971781611
ENSG00000056291,38.71785082086703
ENSG00000056487,1.1905175106730068
ENSG00000056558,48.7140328346812
ENSG00000056586,90.22595536427059
ENSG00000056736,41.494568046926524
ENSG00000056972,80.05275762729514
ENSG00000056998,55.08312797195516
ENSG00000057019,80.5178577626601
ENSG00000057252,80.84065114018951
ENSG00000057294,57.95008850786159
ENSG00000057468,32.52230051022179
ENSG00000057593,30.68272534795738
ENSG00000057608,98.79559890319669
ENSG00000057657,78.67828260039568
ENSG00000057663,81.11485196626289
ENSG00000057704,53.344208809135395
ENSG00000057757,75.88073999514074
ENSG00000057935,76.55756481899274
ENSG00000058056,74.71104786366318
ENSG00000058063,89.66367012599355
ENSG00000058085,53.92037763354275
ENSG00000058091,63.5798826836972
ENSG00000058262,75.11020096490924
ENSG00000058272,98.39297490541807
ENSG00000058335,53.97591197806393
ENSG00000058404,42.515011627503384
ENSG00000058453,60.88993787095207
ENSG00000058600,95.80715698865016
ENSG00000058668,96.50133629516505
ENSG00000058673,97.97993821804172
ENSG00000058729,79.32386935545452
ENSG00000058799,70.82017285064732
ENSG00000058804,83.1835062996772
ENSG00000058866,69.17496789420707
ENSG00000059122,72.31612925618688
ENSG00000059145,58.78310367567943
ENSG00000059377,79.393287286106
ENSG00000059378,71.89267987921279
ENSG00000059573,81.79861858318004
ENSG00000059588,96.61240498420742
ENSG00000059691,81.9929887890042
ENSG00000059728,92.04123425080698
ENSG00000059758,84.70375898094477
ENSG00000059769,65.07236819270418
ENSG00000059804,98.6324667661657
ENSG00000059915,41.43209190934019
ENSG00000060069,59.380097879282225
ENSG00000060138,96.93866925826941
ENSG00000060140,68.28294748533547
ENSG00000060237,95.7898025059873
ENSG00000060303,20.134670785463886
ENSG00000060339,96.37985491652495
ENSG00000060491,51.47339557807782
ENSG00000060558,64.65933150532783
ENSG00000060566,25.160528964631563
ENSG00000060642,66.31147825483322
ENSG00000060656,22.46711325535386
ENSG00000060688,92.04470514733956
ENSG00000060709,35.68428725139704
ENSG00000060718,25.708930616778314
ENSG00000060749,88.19895178924716
ENSG00000060762,81.12873555239318
ENSG00000060971,77.0781992988789
ENSG00000060982,98.22984276838707
ENSG00000061273,85.01613966887646
ENSG00000061337,50.203047447155605
ENSG00000061455,18.708132310575824
ENSG00000061492,55.357328798028526
ENSG00000061656,54.3056471486585
ENSG00000061676,71.03189753913436
ENSG00000061794,89.87886571101316
ENSG00000061918,91.62125577036548
