gen_name,cardiac non-myocyte
ENSMUSG00000000740,99.89926302953184
ENSMUSG00000000743,87.43438842055035
ENSMUSG00000000751,71.12030115052225
ENSMUSG00000000753,98.462435713907
ENSMUSG00000000759,55.129632575155085
ENSMUSG00000000776,67.63692275064949
ENSMUSG00000000782,32.35247335772228
ENSMUSG00000000787,95.9599172896453
ENSMUSG00000000791,14.119081702984996
ENSMUSG00000000792,8.2339218493187
ENSMUSG00000000794,34.52096919569482
ENSMUSG00000000804,57.441280950108684
ENSMUSG00000000805,78.82933036424367
ENSMUSG00000000811,48.587031440538674
ENSMUSG00000000817,20.70409840411431
ENSMUSG00000000823,45.95726631673824
ENSMUSG00000000826,85.09092837071205
ENSMUSG00000000827,93.28243465351784
ENSMUSG00000000838,84.61905519325592
ENSMUSG00000000861,35.979004294576114
ENSMUSG00000000869,25.968930597529294
ENSMUSG00000000876,71.10969725889402
ENSMUSG00000000881,44.843857695774346
ENSMUSG00000000884,35.13069296431791
ENSMUSG00000000889,2.7570118233391656
ENSMUSG00000000901,59.498435925984836
ENSMUSG00000000902,88.62732622872595
ENSMUSG00000000903,35.6290758708446
ENSMUSG00000000915,46.49806478977785
ENSMUSG00000000916,55.99915168866975
ENSMUSG00000000934,36.71597476273792
ENSMUSG00000000938,2.2745347542548116
ENSMUSG00000000942,10.651609140554584
ENSMUSG00000000948,43.29568951805312
ENSMUSG00000000957,89.93690684481204
ENSMUSG00000000958,48.040931021684955
ENSMUSG00000000959,75.71178622554477
ENSMUSG00000000976,67.11203011505222
ENSMUSG00000000982,88.92953714013044
ENSMUSG00000000983,37.90891257091353
ENSMUSG00000001014,23.360373256985316
ENSMUSG00000001016,99.94698054185886
ENSMUSG00000001017,88.16075499708393
ENSMUSG00000001018,86.99432691797891
ENSMUSG00000001020,91.91983457929061
ENSMUSG00000001021,18.593923970097027
ENSMUSG00000001023,13.84338052065108
ENSMUSG00000001025,99.6924871427814
ENSMUSG00000001029,84.49180849371719
ENSMUSG00000001034,64.01569375960977
ENSMUSG00000001036,83.47383489740736
ENSMUSG00000001039,69.28052595302476
ENSMUSG00000001052,70.46816181538624
ENSMUSG00000001053,50.19352102221515
ENSMUSG00000001054,70.07051587932771
ENSMUSG00000001056,83.53745824717672
ENSMUSG00000001062,66.27432267642224
ENSMUSG00000001065,48.3272360956471
ENSMUSG00000001082,79.3012035416998
ENSMUSG00000001089,85.95514553841261
ENSMUSG00000001095,2.9107682519484652
ENSMUSG00000001098,84.67737659721118
ENSMUSG00000001100,79.6511319654313
ENSMUSG00000001103,9.750278352155242
ENSMUSG00000001105,94.71926196914268
ENSMUSG00000001119,98.37230263506707
ENSMUSG00000001120,46.23826944488627
ENSMUSG00000001123,89.20523832246434
ENSMUSG00000001127,85.52038598165527
ENSMUSG00000001128,80.96601452733154
ENSMUSG00000001131,81.04024176872913
ENSMUSG00000001134,67.44075075552728
ENSMUSG00000001138,53.33227294417051
ENSMUSG00000001143,73.70765070780976
ENSMUSG00000001150,49.35051163777106
ENSMUSG00000001151,57.57913154127565
ENSMUSG00000001156,70.39393457398866
ENSMUSG00000001157,65.1821218387148
ENSMUSG00000001158,91.24648746089815
ENSMUSG00000001166,25.52886909495785
ENSMUSG00000001173,72.29203117544138
ENSMUSG00000001175,99.0827633741583
ENSMUSG00000001211,72.89645299825037
ENSMUSG00000001227,35.581358358517576
ENSMUSG00000001228,26.37187847940194
ENSMUSG00000001229,73.3418164466359
ENSMUSG00000001240,97.67774773341816
ENSMUSG00000001247,30.698266263718786
ENSMUSG00000001248,78.32034356608875
ENSMUSG00000001249,23.56714914373575
ENSMUSG00000001270,98.35639679762473
ENSMUSG00000001280,76.4911722602195
ENSMUSG00000001281,50.373787179895025
ENSMUSG00000001285,76.34271777742431
ENSMUSG00000001288,82.24908541434706
ENSMUSG00000001289,98.91310110810667
ENSMUSG00000001300,49.91781983988124
ENSMUSG00000001305,67.4089390806426
ENSMUSG00000001313,51.7522930915646
ENSMUSG00000001323,55.537882402841845
ENSMUSG00000001333,32.172207200042415
ENSMUSG00000001334,30.894438258840996
ENSMUSG00000001348,44.854461587402575
ENSMUSG00000001349,72.9918880229044
ENSMUSG00000001366,80.21844016754149
ENSMUSG00000001376,58.045702772917664
ENSMUSG00000001380,74.48173479667037
ENSMUSG00000001383,88.77578071152112
ENSMUSG00000001403,38.71480833465882
ENSMUSG00000001415,75.49440644716611
ENSMUSG00000001416,91.15635438205821
ENSMUSG00000001418,91.89862679603415
ENSMUSG00000001419,74.9907215948253
ENSMUSG00000001420,21.05932877365993
ENSMUSG00000001424,71.04607390912466
ENSMUSG00000001435,64.53528444939293
ENSMUSG00000001436,37.22496156089285
ENSMUSG00000001440,83.9934255871905
ENSMUSG00000001441,96.08716398918403
ENSMUSG00000001444,26.483219341498334
ENSMUSG00000001445,70.7915805100472
ENSMUSG00000001467,55.35231429934786
ENSMUSG00000001472,95.32368379195164
ENSMUSG00000001473,88.02290440591698
ENSMUSG00000001482,54.498701023275544
ENSMUSG00000001493,94.93664174752135
ENSMUSG00000001494,32.42139865330576
ENSMUSG00000001496,12.942049732251737
ENSMUSG00000001497,8.069561529081174
ENSMUSG00000001504,14.935581358358519
ENSMUSG00000001506,98.98732834950427
ENSMUSG00000001507,31.70033402258629
ENSMUSG00000001508,34.14453104289274
ENSMUSG00000001510,0.67334711839245
ENSMUSG00000001517,20.232225226658183
ENSMUSG00000001518,63.88314511425693
ENSMUSG00000001520,78.43168442818515
ENSMUSG00000001521,73.22517363872542
ENSMUSG00000001524,58.10402417687291
ENSMUSG00000001525,97.48157573829596
ENSMUSG00000001542,47.987911563543825
ENSMUSG00000001552,92.90599650071576
ENSMUSG00000001555,84.79401940512167
ENSMUSG00000001558,14.22512061926727
ENSMUSG00000001569,89.0302741105986
ENSMUSG00000001576,84.78341551349345
ENSMUSG00000001583,19.712634536875033
ENSMUSG00000001588,36.84852340809077
ENSMUSG00000001604,52.30369545623243
ENSMUSG00000001622,14.68638990509517
ENSMUSG00000001627,93.57404167329409
ENSMUSG00000001630,58.225968930597524
ENSMUSG00000001632,56.57176183659403
ENSMUSG00000001642,92.92720428397222
ENSMUSG00000001663,93.43088913631303
ENSMUSG00000001665,66.92646201155824
ENSMUSG00000001666,83.85557499602353
ENSMUSG00000001674,81.63405969990987
ENSMUSG00000001687,93.56343778166587
ENSMUSG00000001700,63.00832405492815
ENSMUSG00000001707,71.62928794867717
ENSMUSG00000001729,86.52245374052278
ENSMUSG00000001739,39.579025502359364
ENSMUSG00000001741,64.55119028683526
ENSMUSG00000001750,77.48793807327289
ENSMUSG00000001751,58.04040082710355
ENSMUSG00000001755,58.26838449711044
ENSMUSG00000001761,75.33534807274269
ENSMUSG00000001763,20.963893749005884
ENSMUSG00000001767,62.4463177986321
ENSMUSG00000001768,86.24675255818886
ENSMUSG00000001774,84.0305392078893
ENSMUSG00000001783,89.07799162292561
ENSMUSG00000001785,55.54318434865596
ENSMUSG00000001786,65.43661523779227
ENSMUSG00000001794,98.12311118180372
ENSMUSG00000001802,43.672127670855204
ENSMUSG00000001827,3.4992842373150945
ENSMUSG00000001829,81.09326122687025
ENSMUSG00000001833,97.92693918668152
ENSMUSG00000001844,71.19983033773394
ENSMUSG00000001847,97.67244578760405
ENSMUSG00000001855,61.210964423943594
ENSMUSG00000001864,41.89597582312709
ENSMUSG00000001865,25.76745665659297
ENSMUSG00000001870,88.89772546524574
ENSMUSG00000001891,94.98435925984836
ENSMUSG00000001901,0.6627432267642225
ENSMUSG00000001909,75.01192937808176
ENSMUSG00000001910,53.31106516091405
ENSMUSG00000001911,96.10306982662638
ENSMUSG00000001918,94.75107364402736
ENSMUSG00000001924,88.95074492338688
ENSMUSG00000001930,41.386989024972166
ENSMUSG00000001942,59.487832034356614
ENSMUSG00000001943,29.92418217485817
ENSMUSG00000001946,92.53486029372779
ENSMUSG00000001948,42.13986533057632
ENSMUSG00000001962,79.86320979799586
ENSMUSG00000001964,90.25502359365886
ENSMUSG00000001983,27.501192937808177
ENSMUSG00000001985,13.244260643656222
ENSMUSG00000001986,42.336037325698534
ENSMUSG00000001995,51.11605959387096
ENSMUSG00000001998,52.738455012989775
ENSMUSG00000001999,76.26318859021261
ENSMUSG00000002006,41.99141084778113
ENSMUSG00000002007,36.07974126504428
ENSMUSG00000002010,90.54132866762102
ENSMUSG00000002012,37.315094639732784
ENSMUSG00000002014,96.91956948199989
ENSMUSG00000002015,94.5336938656487
ENSMUSG00000002017,56.37028789565771
ENSMUSG00000002020,62.89168124701765
ENSMUSG00000002028,81.05614760617146
ENSMUSG00000002031,74.81045543714544
ENSMUSG00000002032,14.580350988812896
ENSMUSG00000002033,49.17554742590531
ENSMUSG00000002043,79.75717088171359
ENSMUSG00000002052,65.34118021313822
ENSMUSG00000002055,39.11245427071735
ENSMUSG00000002058,61.38062668999523
ENSMUSG00000002059,91.47447113090504
ENSMUSG00000002064,90.55723450506335
ENSMUSG00000002068,16.526165102592653
ENSMUSG00000002076,4.644504533163671
ENSMUSG00000002083,65.39419967127937
ENSMUSG00000002100,15.513493452096919
ENSMUSG00000002102,94.4965802449499
ENSMUSG00000002103,69.78421080536556
ENSMUSG00000002104,29.05466306134351
ENSMUSG00000002105,73.18806001802662
ENSMUSG00000002107,96.6544721912942
ENSMUSG00000002108,76.17305551137268
ENSMUSG00000002109,43.99554636551615
ENSMUSG00000002111,87.84794019405122
ENSMUSG00000002129,70.01219447537245
ENSMUSG00000002147,80.0699856847463
ENSMUSG00000002190,7.878691479773077
ENSMUSG00000002204,60.728487354859226
ENSMUSG00000002205,69.86904193839139
ENSMUSG00000002210,65.00185568103494
ENSMUSG00000002221,68.36328932718307
ENSMUSG00000002222,71.22634006680451
ENSMUSG00000002227,44.23413392715126
ENSMUSG00000002228,31.81697683049679
ENSMUSG00000002233,97.17936482689147
ENSMUSG00000002249,55.85069720587455
ENSMUSG00000002250,62.06457770001591
ENSMUSG00000002257,48.76729759821855
ENSMUSG00000002265,76.40103918137957
ENSMUSG00000002266,10.413021578919464
ENSMUSG00000002274,56.55055405333758
ENSMUSG00000002279,59.265150310163826
ENSMUSG00000002280,56.84746301892795
ENSMUSG00000002289,69.31233762790944
ENSMUSG00000002297,83.75483802555537
ENSMUSG00000002307,62.82805789724829
ENSMUSG00000002308,57.929059965007156
ENSMUSG00000002319,61.82068819256668
ENSMUSG00000002320,73.10322888500079
ENSMUSG00000002325,80.16011876358624
ENSMUSG00000002326,76.12533799904566
ENSMUSG00000002329,83.45792905996501
ENSMUSG00000002332,77.64169450188218
ENSMUSG00000002341,4.4801442129261435
ENSMUSG00000002342,70.51057738189915
ENSMUSG00000002343,47.913684322146224
ENSMUSG00000002345,66.59774137108319
ENSMUSG00000002346,39.690366364455755
ENSMUSG00000002365,84.61375324744182
ENSMUSG00000002372,76.26849053602672
ENSMUSG00000002379,96.07656009755581
ENSMUSG00000002393,77.00015905837444
ENSMUSG00000002395,96.01293674778644
ENSMUSG00000002396,52.31429934786066
ENSMUSG00000002409,40.95222946821483
ENSMUSG00000002413,62.90758708445999
ENSMUSG00000002416,95.88038810243359
ENSMUSG00000002428,60.458088118339425
ENSMUSG00000002455,69.12676952441547
ENSMUSG00000002458,74.12120248131065
ENSMUSG00000002459,17.427495890991995
ENSMUSG00000002475,41.86946609405652
ENSMUSG00000002477,91.39494194369333
ENSMUSG00000002486,43.497163458989455
ENSMUSG00000002489,49.64211865754732
ENSMUSG00000002496,69.91675945071842
ENSMUSG00000002500,25.656115794496582
ENSMUSG00000002504,94.035310959122
ENSMUSG00000002524,93.17639573723557
ENSMUSG00000002546,72.86464132336567
ENSMUSG00000002550,75.48380255553788
ENSMUSG00000002565,34.823180107099304
ENSMUSG00000002578,39.674460527013416
ENSMUSG00000002580,91.42675361857802
ENSMUSG00000002588,7.507555272785112
ENSMUSG00000002602,98.16552674831664
ENSMUSG00000002603,91.65473728858491
ENSMUSG00000002608,62.99241821748581
ENSMUSG00000002617,36.44027358040401
ENSMUSG00000002625,78.4900058321404
ENSMUSG00000002635,69.06314617464609
ENSMUSG00000002658,75.23461110227454
ENSMUSG00000002660,88.43115423360373
ENSMUSG00000002661,73.87731297386141
ENSMUSG00000002668,51.40236466783309
ENSMUSG00000002679,66.39096548433275
ENSMUSG00000002688,35.54424473781878
ENSMUSG00000002699,48.5976353321669
ENSMUSG00000002718,69.10025979534488
ENSMUSG00000002728,87.73659933195482
ENSMUSG00000002731,73.80308573246381
ENSMUSG00000002732,93.78611950585865
ENSMUSG00000002733,66.00392343990245
ENSMUSG00000002741,74.11590053549652
ENSMUSG00000002748,80.83346588197868
ENSMUSG00000002763,68.82455861301098
ENSMUSG00000002767,76.3374158316102
ENSMUSG00000002768,85.69004824770691
ENSMUSG00000002769,14.909071629287949
ENSMUSG00000002771,26.711203011505226
ENSMUSG00000002778,95.68421610731139
ENSMUSG00000002781,46.34430836116855
ENSMUSG00000002797,64.01039181379566
ENSMUSG00000002799,33.45527808705795
ENSMUSG00000002803,44.716610996235616
ENSMUSG00000002804,47.63798313981231
ENSMUSG00000002808,71.04077196331053
ENSMUSG00000002812,83.54806213880495
ENSMUSG00000002814,30.13626000742272
ENSMUSG00000002820,60.64365622183341
ENSMUSG00000002825,67.54678967180956
ENSMUSG00000002831,32.060866337946024
ENSMUSG00000002833,79.59281056147606
ENSMUSG00000002835,54.2123959493134
ENSMUSG00000002844,91.52749058904618
ENSMUSG00000002845,74.20603361433646
ENSMUSG00000002846,42.99347860664864
ENSMUSG00000002847,90.87004930809607
ENSMUSG00000002870,47.7493240019087
ENSMUSG00000002871,68.54355548486295
ENSMUSG00000002881,84.69328243465351
ENSMUSG00000002885,89.93160489899793
ENSMUSG00000002897,60.45278617252532
ENSMUSG00000002900,96.60145273315307
ENSMUSG00000002908,33.9377551561423
ENSMUSG00000002910,47.378187794920734
ENSMUSG00000002944,97.32251736387254
ENSMUSG00000002948,65.17151794708657
ENSMUSG00000002949,74.24314723503525
ENSMUSG00000002957,88.08122580987222
ENSMUSG00000002963,65.71231642012619
ENSMUSG00000002968,83.00726366576534
ENSMUSG00000002980,92.14251630348338
ENSMUSG00000002981,88.48417369174487
ENSMUSG00000002983,74.92709824505593
ENSMUSG00000002984,81.41137797571709
ENSMUSG00000002985,99.97879221674354
ENSMUSG00000002992,32.24643444144001
ENSMUSG00000002996,84.08355866603043
ENSMUSG00000002997,49.15433964264885
ENSMUSG00000003031,80.74333280313876
ENSMUSG00000003032,98.18673453157308
ENSMUSG00000003033,81.22050792640898
ENSMUSG00000003037,84.3009384444091
ENSMUSG00000003038,91.47977307671916
ENSMUSG00000003039,92.35989608186205
ENSMUSG00000003051,3.1705635968400405
ENSMUSG00000003062,85.20226923280843
ENSMUSG00000003068,88.33571920894968
ENSMUSG00000003070,43.87360161179153
ENSMUSG00000003072,97.63003022109113
ENSMUSG00000003099,81.96278034038492
ENSMUSG00000003119,81.71889083293568
ENSMUSG00000003123,61.86840570489369
ENSMUSG00000003131,87.05264832193414
ENSMUSG00000003134,45.16197444462118
ENSMUSG00000003135,63.37415831610201
ENSMUSG00000003153,86.41641482424049
ENSMUSG00000003154,60.293727798101905
ENSMUSG00000003161,96.4636021419861
ENSMUSG00000003166,72.23901171730024
ENSMUSG00000003184,82.77397804994433
ENSMUSG00000003190,70.27198982026404
ENSMUSG00000003198,43.21616033084142
ENSMUSG00000003199,76.69264620115582
ENSMUSG00000003200,89.67180955410635
ENSMUSG00000003206,46.296590848841525
ENSMUSG00000003208,59.10609193574041
ENSMUSG00000003226,72.6419595991729
ENSMUSG00000003228,70.51587932771326
ENSMUSG00000003233,67.13323789830868
ENSMUSG00000003234,66.86283866178889
ENSMUSG00000003235,67.61571496739303
ENSMUSG00000003269,82.05291341922486
ENSMUSG00000003271,12.618631037590797
ENSMUSG00000003273,48.258310800063626
ENSMUSG00000003279,40.252372620751814
ENSMUSG00000003282,21.12825406924341
ENSMUSG00000003283,57.017125284979585
ENSMUSG00000003299,89.17872859339377
ENSMUSG00000003308,80.52595302476008
ENSMUSG00000003309,6.2244843857695775
ENSMUSG00000003316,89.71952706643339
ENSMUSG00000003344,71.31647314564445
ENSMUSG00000003345,79.08382376332113
ENSMUSG00000003346,80.16542070940035
ENSMUSG00000003348,61.35411696092466
ENSMUSG00000003352,58.10932612268702
ENSMUSG00000003354,8.541434706537299
ENSMUSG00000003355,76.35332166905255
ENSMUSG00000003360,57.10195641800541
ENSMUSG00000003363,84.93717194210275
ENSMUSG00000003378,50.41620274640793
ENSMUSG00000003379,87.25412226287047
ENSMUSG00000003380,98.6108901967022
ENSMUSG00000003382,64.6413233656752
ENSMUSG00000003402,85.92863580934203
ENSMUSG00000003410,14.26753618578018
ENSMUSG00000003411,20.32766025131223
ENSMUSG00000003418,39.38285350723715
ENSMUSG00000003420,97.52929325062298
ENSMUSG00000003421,69.70998356396798
ENSMUSG00000003423,81.90445893642966
ENSMUSG00000003429,99.61825990138381
ENSMUSG00000003435,80.97661841895976
ENSMUSG00000003437,70.78097661841896
ENSMUSG00000003438,76.13594189067388
ENSMUSG00000003444,80.44642383754838
ENSMUSG00000003452,81.71358888712157
ENSMUSG00000003458,81.06144955198558
ENSMUSG00000003464,83.29356873972748
ENSMUSG00000003469,19.7391442659456
ENSMUSG00000003476,27.305020942685964
ENSMUSG00000003477,88.2243783468533
ENSMUSG00000003484,63.64985949843592
ENSMUSG00000003500,64.30730077938604
ENSMUSG00000003518,91.3843380520651
ENSMUSG00000003526,30.411961189756642
ENSMUSG00000003527,55.35761624516198
ENSMUSG00000003528,63.57563225703833
ENSMUSG00000003531,79.07852181750702
ENSMUSG00000003534,57.04363501405015
ENSMUSG00000003541,96.36816711733206
ENSMUSG00000003545,94.06712263400668
ENSMUSG00000003546,53.71931498860082
ENSMUSG00000003549,81.43788770478766
ENSMUSG00000003555,11.749111924076136
ENSMUSG00000003559,66.17358570595408
ENSMUSG00000003573,69.47139600233285
ENSMUSG00000003575,47.11839245002916
ENSMUSG00000003581,76.82519484650867
ENSMUSG00000003585,27.962462223636074
ENSMUSG00000003604,50.99411484014633
ENSMUSG00000003617,94.8836222893802
ENSMUSG00000003623,75.75420179205769
ENSMUSG00000003644,47.19792163724087
ENSMUSG00000003660,74.53475425481152
ENSMUSG00000003662,72.44048565823658
ENSMUSG00000003665,43.8629977201633
ENSMUSG00000003680,37.4741530141562
ENSMUSG00000003721,87.66767403637135
ENSMUSG00000003731,58.11993001431526
ENSMUSG00000003746,91.31011081066751
ENSMUSG00000003752,40.231164837495356
ENSMUSG00000003762,58.25778060548221
ENSMUSG00000003778,81.49620910874292
ENSMUSG00000003779,22.846084513016276
ENSMUSG00000003808,75.03843910715233
ENSMUSG00000003809,59.832458512274
ENSMUSG00000003810,58.15704363501405
ENSMUSG00000003812,70.97714861354117
ENSMUSG00000003813,89.22114415990669
ENSMUSG00000003814,98.6161921425163
ENSMUSG00000003824,39.02762313769153
ENSMUSG00000003847,87.16398918403054
ENSMUSG00000003848,68.08228619903505
ENSMUSG00000003849,34.91331318593924
ENSMUSG00000003863,8.833041726313558
ENSMUSG00000003865,40.36901542866232
ENSMUSG00000003868,71.33768092890091
ENSMUSG00000003872,25.062297863315834
ENSMUSG00000003873,95.16992736334234
ENSMUSG00000003882,35.77222840782567
ENSMUSG00000003923,71.6451937861195
ENSMUSG00000003929,45.893642966968876
ENSMUSG00000003934,22.68172419277875
ENSMUSG00000003948,65.18742378452892
ENSMUSG00000003949,67.6740363713483
ENSMUSG00000003955,93.1923015746779
ENSMUSG00000003970,99.55463655161444
ENSMUSG00000003992,90.62615980064683
ENSMUSG00000004018,45.57552621812205
ENSMUSG00000004031,25.85228778961879
ENSMUSG00000004032,93.05975292932506
ENSMUSG00000004035,38.232331265574466
ENSMUSG00000004040,89.8785854408568
ENSMUSG00000004043,51.28041991410848
ENSMUSG00000004044,97.24829012247494
ENSMUSG00000004054,58.49106622130322
ENSMUSG00000004056,85.55749960235406
ENSMUSG00000004069,75.26112083134511
ENSMUSG00000004070,87.1480833465882
ENSMUSG00000004071,82.32331265574466
ENSMUSG00000004085,82.8004877790149
ENSMUSG00000004096,92.82116536768994
ENSMUSG00000004098,93.03854514606861
ENSMUSG00000004099,52.648321934149834
ENSMUSG00000004100,67.28169238110387
ENSMUSG00000004105,95.8432744817348
ENSMUSG00000004110,26.03785589311277
ENSMUSG00000004113,4.586183129208419
ENSMUSG00000004127,46.561688139547215
ENSMUSG00000004151,84.32214622766556
ENSMUSG00000004187,38.905678383966915
ENSMUSG00000004207,99.09866921160065
ENSMUSG00000004221,51.52961136737183
ENSMUSG00000004233,43.942526907375004
ENSMUSG00000004263,71.78304437728646
ENSMUSG00000004264,92.64620115582419
ENSMUSG00000004266,79.7995864482265
ENSMUSG00000004267,41.418800699856845
ENSMUSG00000004268,93.92397009702562
ENSMUSG00000004270,66.0622448438577
ENSMUSG00000004285,96.9619850485128
ENSMUSG00000004317,53.10428927416362
ENSMUSG00000004319,71.15211282540692
ENSMUSG00000004328,7.205344361380626
ENSMUSG00000004347,32.829648480992525
ENSMUSG00000004356,41.954297227082336
ENSMUSG00000004359,42.44737818779492
ENSMUSG00000004360,33.5135994910132
ENSMUSG00000004364,76.15714967393033
ENSMUSG00000004371,23.938285350723714
ENSMUSG00000004383,59.45602035947193
ENSMUSG00000004393,67.71114999204708
ENSMUSG00000004394,88.28269975080855
ENSMUSG00000004415,40.734849689836174
ENSMUSG00000004446,37.35220826043158
ENSMUSG00000004451,84.96898361698743
ENSMUSG00000004455,93.149886008165
ENSMUSG00000004460,92.47123694395843
ENSMUSG00000004462,51.927257303430366
ENSMUSG00000004473,60.77090292137214
ENSMUSG00000004500,34.7436509198876
ENSMUSG00000004508,75.54212395949314
ENSMUSG00000004530,90.37166640156937
ENSMUSG00000004535,91.77138009649542
ENSMUSG00000004552,10.863686973119133
ENSMUSG00000004558,95.58347913684322
ENSMUSG00000004561,61.20036053231536
ENSMUSG00000004562,92.17432797836807
ENSMUSG00000004565,46.91161656327873
ENSMUSG00000004567,53.91018503790891
ENSMUSG00000004568,58.52817984200202
ENSMUSG00000004591,88.70685541593765
ENSMUSG00000004609,67.13853984412279
ENSMUSG00000004610,93.99289539260909
ENSMUSG00000004612,66.83102698690419
ENSMUSG00000004626,74.82636127458777
ENSMUSG00000004631,92.01526960394465
ENSMUSG00000004633,55.977943905413284
ENSMUSG00000004637,49.0960182386936
ENSMUSG00000004642,91.28890302741107
ENSMUSG00000004651,39.91304808864854
ENSMUSG00000004655,96.62796246222364
ENSMUSG00000004661,37.69153279253486
ENSMUSG00000004665,93.51572026933884
ENSMUSG00000004667,92.13721435766927
ENSMUSG00000004677,67.29759821854621
ENSMUSG00000004698,38.80494141349875
ENSMUSG00000004707,35.09888128943322
ENSMUSG00000004709,34.23466412173268
ENSMUSG00000004730,88.59551455384126
ENSMUSG00000004748,38.03085732463814
ENSMUSG00000004768,76.14124383648799
ENSMUSG00000004771,94.69805418588622
ENSMUSG00000004788,70.15534701235353
ENSMUSG00000004789,80.92890090663273
ENSMUSG00000004791,88.57430677058481
ENSMUSG00000004798,71.23694395843275
ENSMUSG00000004814,84.68267854302529
ENSMUSG00000004815,44.865065479030804
ENSMUSG00000004837,78.54832723609564
ENSMUSG00000004842,25.30088542495096
ENSMUSG00000004843,86.34748952865702
ENSMUSG00000004846,81.11977095594082
ENSMUSG00000004849,81.52802078362758
ENSMUSG00000004864,23.614866656062773
ENSMUSG00000004865,90.19670218970363
ENSMUSG00000004872,21.271406606224485
ENSMUSG00000004880,78.92476538889773
