gen_name,endothelial cell
ENSG00000000003,75.90769859097406
ENSG00000000005,21.29058607310598
ENSG00000000419,90.57790483969778
ENSG00000000457,57.859914233204
ENSG00000000460,44.90912803757403
ENSG00000000938,88.36430467633245
ENSG00000000971,72.73432713906473
ENSG00000001036,80.85358382683275
ENSG00000001084,73.33877884419032
ENSG00000001167,55.662650602409634
ENSG00000001460,78.94629364917296
ENSG00000001461,66.93485807637329
ENSG00000001497,68.65836226260976
ENSG00000001561,81.77251378394935
ENSG00000001617,75.2746579538493
ENSG00000001626,37.23504186236472
ENSG00000001629,74.47008372472943
ENSG00000001630,66.01592811925669
ENSG00000001631,79.30569736573412
ENSG00000002016,48.703287727179905
ENSG00000002079,19.313865632019603
ENSG00000002330,88.04982642434143
ENSG00000002549,95.80559526240555
ENSG00000002586,98.57463753318359
ENSG00000002587,68.50316520318562
ENSG00000002726,35.478864610986314
ENSG00000002745,13.187665917908925
ENSG00000002746,32.77925260363488
ENSG00000002822,56.68368388809475
ENSG00000002834,89.86726567286092
ENSG00000002919,59.42822136001633
ENSG00000002933,67.87829283234633
ENSG00000003056,90.84745762711864
ENSG00000003096,38.11721462119665
ENSG00000003137,40.37982438227486
ENSG00000003147,82.94057586277313
ENSG00000003249,45.10925056156831
ENSG00000003393,59.54666122115581
ENSG00000003400,76.56524402695528
ENSG00000003402,97.66387584235247
ENSG00000003436,98.66040432918113
ENSG00000003509,63.063099857055334
ENSG00000003756,89.44659995915868
ENSG00000003987,27.151317132938534
ENSG00000003989,45.60751480498264
ENSG00000004059,94.04533387788442
ENSG00000004139,46.95119460894425
ENSG00000004142,83.41433530733102
ENSG00000004399,91.88482744537471
ENSG00000004455,89.50377782315704
ENSG00000004468,58.99121911374311
ENSG00000004478,80.3634878497039
ENSG00000004487,70.09189299571166
ENSG00000004534,91.54992852767
ENSG00000004660,69.65489074943844
ENSG00000004700,84.2597508678783
ENSG00000004766,58.85235858688993
ENSG00000004776,34.29038186644885
ENSG00000004777,43.753318358178475
ENSG00000004779,95.2460690218501
ENSG00000004799,98.19481315090871
ENSG00000004809,30.549315907698592
ENSG00000004838,44.65182764958138
ENSG00000004846,47.02470900551358
ENSG00000004848,26.29364917296304
ENSG00000004864,72.17480089850929
