gen_name,keratinocyte
ENSMUSG00000000605,83.15967053686613
ENSMUSG00000000606,25.88071846779796
ENSMUSG00000000627,2.982038305051107
ENSMUSG00000000628,53.77096358043069
ENSMUSG00000000631,80.1825940259998
ENSMUSG00000000673,29.398630544805
ENSMUSG00000000682,34.1470675796368
ENSMUSG00000000686,29.82038305051106
ENSMUSG00000000690,40.84548972908604
ENSMUSG00000000693,12.106777810856407
ENSMUSG00000000708,44.7504217525057
ENSMUSG00000000711,70.68571995633621
ENSMUSG00000000724,3.096159571300982
ENSMUSG00000000730,32.36578346730178
ENSMUSG00000000731,10.389997022923488
ENSMUSG00000000732,42.239753895008434
ENSMUSG00000000738,75.07194601567927
ENSMUSG00000000739,86.46422546392776
ENSMUSG00000000740,99.97519102907611
ENSMUSG00000000743,94.98362607919023
ENSMUSG00000000751,78.22764711719758
ENSMUSG00000000753,28.168105586980253
ENSMUSG00000000759,62.90066488042076
ENSMUSG00000000776,73.69752902649597
ENSMUSG00000000782,48.28321921206709
ENSMUSG00000000787,91.44586682544407
ENSMUSG00000000791,25.434156991168006
ENSMUSG00000000792,13.734246303463332
ENSMUSG00000000794,4.8774436836360024
ENSMUSG00000000804,54.59958320928848
ENSMUSG00000000811,81.92914557904139
ENSMUSG00000000823,60.40488240547782
ENSMUSG00000000826,85.45201945023321
ENSMUSG00000000827,93.99622903641956
ENSMUSG00000000838,85.90354272104793
ENSMUSG00000000861,92.60196487049717
ENSMUSG00000000876,77.54291951969833
ENSMUSG00000000881,46.5168204822864
ENSMUSG00000000884,58.841917237273
ENSMUSG00000000901,36.63292646621018
ENSMUSG00000000902,93.73821573881116
ENSMUSG00000000903,7.983526843306539
ENSMUSG00000000915,64.73652872878833
ENSMUSG00000000916,71.94105388508486
ENSMUSG00000000934,84.44973702490822
ENSMUSG00000000938,74.521186861169
ENSMUSG00000000942,31.89441301974794
ENSMUSG00000000948,40.805795375607815
ENSMUSG00000000957,90.9397638185968
ENSMUSG00000000958,28.450927855512553
ENSMUSG00000000959,91.12831199761834
ENSMUSG00000000976,77.27994442790514
ENSMUSG00000000982,6.107968641460753
ENSMUSG00000000983,52.78356653766002
ENSMUSG00000001014,31.135258509477026
ENSMUSG00000001016,99.31031060831597
ENSMUSG00000001017,92.73097151930138
ENSMUSG00000001018,88.12642651582813
ENSMUSG00000001020,76.51582812344944
ENSMUSG00000001021,57.11521286097053
ENSMUSG00000001023,7.824749429393668
ENSMUSG00000001025,99.46412622804405
ENSMUSG00000001029,18.011312890741294
ENSMUSG00000001034,56.15262478912375
ENSMUSG00000001036,75.68224670040686
ENSMUSG00000001039,76.23300585491714
ENSMUSG00000001052,64.61744566835368
ENSMUSG00000001053,66.49300387019946
ENSMUSG00000001054,79.82038305051107
ENSMUSG00000001056,96.88399325195991
ENSMUSG00000001062,60.21137243227152
ENSMUSG00000001065,48.3675697132083
ENSMUSG00000001082,88.92527537957726
ENSMUSG00000001089,95.13744169891832
ENSMUSG00000001098,70.90900069465118
ENSMUSG00000001100,92.68631537163839
ENSMUSG00000001103,17.505209883894015
ENSMUSG00000001105,94.54698819092984
ENSMUSG00000001119,56.96139724124243
ENSMUSG00000001120,48.00535873771956
ENSMUSG00000001123,85.28828024213556
ENSMUSG00000001127,81.90929840230228
ENSMUSG00000001128,38.36459263669743
ENSMUSG00000001131,28.103602262578146
ENSMUSG00000001134,80.22228837947803
ENSMUSG00000001138,53.552644636300485
ENSMUSG00000001143,73.41470675796367
ENSMUSG00000001150,58.91138235585988
ENSMUSG00000001151,78.40627170784956
ENSMUSG00000001155,2.857993450431676
ENSMUSG00000001156,45.23667758261387
ENSMUSG00000001157,70.9933511957924
ENSMUSG00000001158,91.28212761734643
ENSMUSG00000001166,45.54927061625484
ENSMUSG00000001173,60.21633422645629
ENSMUSG00000001175,99.07214448744665
ENSMUSG00000001211,77.35933313486156
ENSMUSG00000001227,3.562568224670041
ENSMUSG00000001228,78.98183983328371
ENSMUSG00000001229,56.6835367668949
ENSMUSG00000001240,86.73216234990574
ENSMUSG00000001247,84.30088319936489
ENSMUSG00000001248,57.01597697727499
ENSMUSG00000001249,41.192815322020444
ENSMUSG00000001270,48.03512950282822
ENSMUSG00000001280,67.36131785253548
ENSMUSG00000001281,26.808573980351298
ENSMUSG00000001285,87.282921504416
ENSMUSG00000001288,89.92259601071747
ENSMUSG00000001289,98.67023915847972
ENSMUSG00000001300,71.99067182693261
ENSMUSG00000001305,89.07412920512057
ENSMUSG00000001313,45.4053785848963
ENSMUSG00000001323,49.404584697826735
ENSMUSG00000001334,28.887565743772946
ENSMUSG00000001348,96.50193509973207
ENSMUSG00000001349,27.44368363600278
ENSMUSG00000001366,87.65505606827429
ENSMUSG00000001376,70.98342760742284
ENSMUSG00000001380,87.16383844398135
ENSMUSG00000001383,91.41609606033542
ENSMUSG00000001403,93.86722238761536
ENSMUSG00000001415,72.6704376302471
ENSMUSG00000001416,97.29582216929641
ENSMUSG00000001418,90.10618239555424
ENSMUSG00000001419,63.80371142205021
ENSMUSG00000001420,80.53984320730376
ENSMUSG00000001424,75.5433164632331
ENSMUSG00000001435,90.6569415500645
ENSMUSG00000001436,72.54143098144289
ENSMUSG00000001440,82.43524858588866
ENSMUSG00000001441,96.57140021831894
ENSMUSG00000001445,80.18755582018457
ENSMUSG00000001467,72.36280639079091
ENSMUSG00000001472,93.54966755978961
ENSMUSG00000001473,76.0444576758956
ENSMUSG00000001482,70.81472660514042
ENSMUSG00000001493,32.172273494095464
ENSMUSG00000001496,11.873573484171876
ENSMUSG00000001497,14.081571896397737
ENSMUSG00000001504,81.5967053686613
ENSMUSG00000001506,32.87684826833383
ENSMUSG00000001507,73.8910389997023
ENSMUSG00000001508,7.5320035724918135
ENSMUSG00000001510,49.027488339783666
ENSMUSG00000001517,54.38622605934306
ENSMUSG00000001518,75.18110548774438
ENSMUSG00000001520,37.808871688002384
ENSMUSG00000001521,65.51553041579835
ENSMUSG00000001524,69.45519499851146
ENSMUSG00000001525,99.01756475141411
ENSMUSG00000001542,74.79904733551652
ENSMUSG00000001552,98.12444179815422
ENSMUSG00000001555,39.89778703979359
ENSMUSG00000001558,31.021137243227155
ENSMUSG00000001569,91.02411431973802
ENSMUSG00000001576,75.32499751910291
ENSMUSG00000001583,71.11739605041183
ENSMUSG00000001588,26.173464324699815
ENSMUSG00000001604,61.005259501835866
ENSMUSG00000001622,31.676094075617744
ENSMUSG00000001627,82.06311402203038
ENSMUSG00000001630,58.856802619827334
ENSMUSG00000001632,61.422050213357146
ENSMUSG00000001642,93.2469981145182
ENSMUSG00000001655,77.98948099632827
ENSMUSG00000001656,57.422844100426715
ENSMUSG00000001657,50.590453507988485
ENSMUSG00000001661,47.65803314478516
ENSMUSG00000001663,27.26009725116602
ENSMUSG00000001665,68.88458866726208
ENSMUSG00000001666,84.92606926664682
ENSMUSG00000001672,63.089213059442294
ENSMUSG00000001674,86.23102113724322
ENSMUSG00000001687,84.04286990175648
ENSMUSG00000001700,54.91713803711422
ENSMUSG00000001707,89.39168403294632
ENSMUSG00000001729,79.06619033442493
ENSMUSG00000001739,13.80867321623499
ENSMUSG00000001741,10.479309318249479
ENSMUSG00000001750,65.05408355661407
ENSMUSG00000001751,52.81333730276868
ENSMUSG00000001755,83.57646124838742
ENSMUSG00000001761,81.99861069762827
ENSMUSG00000001763,28.391386325295226
ENSMUSG00000001767,74.59561377394066
ENSMUSG00000001768,82.24670040686712
ENSMUSG00000001774,78.47077503225167
ENSMUSG00000001783,94.8595812245708
ENSMUSG00000001785,73.23112037312693
ENSMUSG00000001786,70.50213357149946
ENSMUSG00000001794,97.26108961000298
ENSMUSG00000001802,19.633819589163444
ENSMUSG00000001829,81.12533492110747
ENSMUSG00000001833,97.42482881810062
ENSMUSG00000001844,82.69822367768185
ENSMUSG00000001847,97.20154807978565
ENSMUSG00000001855,77.77612384638284
ENSMUSG00000001864,11.422050213357151
ENSMUSG00000001870,63.674704773246006
ENSMUSG00000001891,90.87526049419469
ENSMUSG00000001909,81.06579339089015
ENSMUSG00000001910,63.987297806886964
ENSMUSG00000001911,95.01835863848368
ENSMUSG00000001918,55.84003175548278
ENSMUSG00000001924,86.87109258707949
ENSMUSG00000001930,32.132579140617246
ENSMUSG00000001942,51.51830902054183
ENSMUSG00000001946,17.976580331447853
ENSMUSG00000001948,44.626376897886274
ENSMUSG00000001962,84.49935496675597
ENSMUSG00000001964,92.97906122854023
ENSMUSG00000001983,54.47553835466905
ENSMUSG00000001985,19.127716582316165
ENSMUSG00000001986,22.02540438622606
ENSMUSG00000001995,51.6770864344547
ENSMUSG00000001998,54.22744864543019
ENSMUSG00000001999,89.3271807085442
ENSMUSG00000002006,41.80311600674804
ENSMUSG00000002010,94.97866428500545
ENSMUSG00000002012,28.79329165426218
ENSMUSG00000002014,97.77711620521981
ENSMUSG00000002015,96.72025404386227
ENSMUSG00000002017,66.18537263074327
ENSMUSG00000002020,38.761536171479605
ENSMUSG00000002028,79.6814528133373
ENSMUSG00000002031,78.73375012404486
ENSMUSG00000002032,15.649498858787336
ENSMUSG00000002033,6.584300883199365
ENSMUSG00000002043,95.95613773940657
ENSMUSG00000002052,79.10588468790316
ENSMUSG00000002055,56.648804207601465
ENSMUSG00000002057,48.22367768184976
ENSMUSG00000002058,75.01736627964672
ENSMUSG00000002059,91.69395653468294
ENSMUSG00000002064,89.06916741093579
ENSMUSG00000002068,63.19341073732262
ENSMUSG00000002076,41.589758856802625
ENSMUSG00000002083,65.3716383844398
ENSMUSG00000002102,97.0576560484271
ENSMUSG00000002103,53.96943534782177
ENSMUSG00000002104,22.819291455790413
ENSMUSG00000002105,65.58003374020046
ENSMUSG00000002107,56.72323112037313
ENSMUSG00000002108,41.25235685223777
ENSMUSG00000002109,67.06361020144884
ENSMUSG00000002111,30.609308325890645
ENSMUSG00000002129,76.4165922397539
ENSMUSG00000002147,68.78535278356654
ENSMUSG00000002204,30.410836558499554
ENSMUSG00000002205,68.64642254639277
ENSMUSG00000002210,69.54946908802224
ENSMUSG00000002221,67.73841421057854
ENSMUSG00000002222,67.8574972710132
ENSMUSG00000002227,42.50769078098641
ENSMUSG00000002228,19.986106976282624
ENSMUSG00000002233,46.89887863451424
ENSMUSG00000002249,55.89957328570011
ENSMUSG00000002250,59.64076610102212
ENSMUSG00000002257,84.00813734246303
ENSMUSG00000002265,81.81006251860673
ENSMUSG00000002266,20.055572094869508
ENSMUSG00000002274,59.35794383248982
ENSMUSG00000002279,67.92696238960008
ENSMUSG00000002280,71.24144090503125
ENSMUSG00000002289,51.89044358440012
ENSMUSG00000002297,86.7569713208296
ENSMUSG00000002307,73.07730475339883
ENSMUSG00000002308,72.72997916046442
ENSMUSG00000002319,61.630445569117796
ENSMUSG00000002320,69.50977473454401
ENSMUSG00000002325,66.37888260394959
ENSMUSG00000002326,80.50014885382555
ENSMUSG00000002329,87.3474248288181
ENSMUSG00000002332,85.23866230028779
ENSMUSG00000002341,5.750719460156793
ENSMUSG00000002342,76.96735139426416
ENSMUSG00000002343,59.39267639178327
ENSMUSG00000002345,86.68750620224273
ENSMUSG00000002346,46.37789024511264
ENSMUSG00000002365,73.54867520095266
ENSMUSG00000002372,82.26158578942146
ENSMUSG00000002379,97.66795673315471
ENSMUSG00000002384,22.39753895008435
ENSMUSG00000002393,79.36885977969635
ENSMUSG00000002395,96.75002480897092
ENSMUSG00000002396,79.44328669246799
ENSMUSG00000002409,49.449240845489726
ENSMUSG00000002413,60.51404187754292
ENSMUSG00000002416,94.5767589560385
ENSMUSG00000002428,64.51820978465813
ENSMUSG00000002455,74.16393767986504
ENSMUSG00000002458,75.04217525057061
ENSMUSG00000002459,48.972908603751115
ENSMUSG00000002475,27.106281631437927
ENSMUSG00000002477,95.69316264761338
ENSMUSG00000002486,52.52059144586683
ENSMUSG00000002489,81.5123548675201
ENSMUSG00000002496,60.31060831596705
ENSMUSG00000002504,39.88786345142403
ENSMUSG00000002524,95.66835367668949
ENSMUSG00000002546,68.66626972313189
ENSMUSG00000002550,71.55403393867222
ENSMUSG00000002565,66.44834772253647
ENSMUSG00000002578,48.84390195494691
ENSMUSG00000002580,92.05616751017168
ENSMUSG00000002602,62.856008732757765
ENSMUSG00000002603,76.03949588171083
ENSMUSG00000002608,55.934305844993546
ENSMUSG00000002617,42.26456286593232
ENSMUSG00000002625,75.10171678078792
ENSMUSG00000002635,76.83834474545996
ENSMUSG00000002658,88.86077205517515
ENSMUSG00000002660,92.45807283913862
ENSMUSG00000002661,73.87615361714796
ENSMUSG00000002668,24.585690185571103
ENSMUSG00000002679,77.83566537660019
ENSMUSG00000002688,25.612781581819988
ENSMUSG00000002699,8.435050114121266
ENSMUSG00000002718,68.87466507889253
ENSMUSG00000002728,93.74813932718071
ENSMUSG00000002731,79.80549766795674
ENSMUSG00000002732,49.409546492011515
ENSMUSG00000002733,50.09923588369555
ENSMUSG00000002741,83.21425027289868
ENSMUSG00000002748,88.73672720055572
ENSMUSG00000002763,64.47355363699513
ENSMUSG00000002767,92.95921405180113
ENSMUSG00000002768,89.30237173762032
ENSMUSG00000002769,62.945321028083754
ENSMUSG00000002771,28.81313883100129
ENSMUSG00000002778,93.91187853527836
ENSMUSG00000002781,63.62012503721346
ENSMUSG00000002797,84.44477523072344
ENSMUSG00000002799,85.87377195593928
ENSMUSG00000002803,76.08911382355859
ENSMUSG00000002804,90.89510767093381
ENSMUSG00000002808,38.59779696338196
ENSMUSG00000002812,71.86662697231318
ENSMUSG00000002814,45.27637193609209
ENSMUSG00000002820,77.18567033839436
ENSMUSG00000002825,74.76431477622309
ENSMUSG00000002833,78.78336806589262
ENSMUSG00000002835,82.11273196387813
ENSMUSG00000002844,81.16999106877046
ENSMUSG00000002845,56.18735734841719
ENSMUSG00000002846,80.81770368165128
ENSMUSG00000002870,76.72422347921008
ENSMUSG00000002871,60.99037411928153
ENSMUSG00000002881,88.95008435050114
ENSMUSG00000002885,32.226853230128015
ENSMUSG00000002897,56.112930435645524
ENSMUSG00000002900,59.83427607422844
ENSMUSG00000002908,35.283318447950776
ENSMUSG00000002910,50.27786047434753
ENSMUSG00000002944,35.15431179914657
ENSMUSG00000002948,71.13228143296617
ENSMUSG00000002949,87.6749032450134
ENSMUSG00000002957,75.6723231120373
ENSMUSG00000002963,80.15778505507592
ENSMUSG00000002968,84.78713902947305
ENSMUSG00000002980,95.38553140815719
ENSMUSG00000002981,91.24243326386822
ENSMUSG00000002983,66.57735437134068
ENSMUSG00000002984,95.59888855810262
ENSMUSG00000002985,99.97022923489133
ENSMUSG00000002992,24.9131686017664
ENSMUSG00000002996,85.83903939664582
ENSMUSG00000002997,64.58271310906024
ENSMUSG00000003031,70.30862359829314
ENSMUSG00000003032,98.5858886573385
ENSMUSG00000003033,81.65624689887863
ENSMUSG00000003037,90.44854619430386
ENSMUSG00000003038,98.3675697132083
ENSMUSG00000003039,94.17981542125634
ENSMUSG00000003051,41.47563759055274
ENSMUSG00000003062,71.29105884687903
ENSMUSG00000003068,90.61228540240151
ENSMUSG00000003070,67.21742582117693
ENSMUSG00000003072,98.61565942244715
ENSMUSG00000003099,90.96457278952069
ENSMUSG00000003119,90.48824054778207
ENSMUSG00000003123,43.75310112136548
ENSMUSG00000003131,87.96764910191526
ENSMUSG00000003134,63.1090602361814
ENSMUSG00000003135,76.58033144785155
ENSMUSG00000003153,68.68115510568622
ENSMUSG00000003154,54.0289768780391
ENSMUSG00000003161,94.37828718864742
ENSMUSG00000003166,78.56504912176243
ENSMUSG00000003184,89.02947305745758
ENSMUSG00000003190,74.47653071350601
ENSMUSG00000003198,54.19271608613675
ENSMUSG00000003199,91.45082861962885
ENSMUSG00000003200,85.20889153517912
ENSMUSG00000003206,28.88260394958817
ENSMUSG00000003208,74.81889451225562
ENSMUSG00000003226,79.21504415996824
ENSMUSG00000003227,33.39783665773544
ENSMUSG00000003228,30.212364791108463
ENSMUSG00000003233,63.386920710528926
ENSMUSG00000003234,72.04028976878038
ENSMUSG00000003235,85.8886573384936
ENSMUSG00000003269,88.0023816612087
ENSMUSG00000003271,81.20472362806392
ENSMUSG00000003273,39.59511759452218
ENSMUSG00000003279,46.28361615560186
ENSMUSG00000003282,41.45579041381364
ENSMUSG00000003283,18.378485660414807
ENSMUSG00000003299,90.88518408256425
ENSMUSG00000003308,89.153517912077
ENSMUSG00000003309,75.64751414111342
ENSMUSG00000003316,82.8173067381165
ENSMUSG00000003344,74.32271509377792
ENSMUSG00000003345,73.73722337997421
ENSMUSG00000003346,89.49588171082664
ENSMUSG00000003348,51.1957923985313
ENSMUSG00000003352,74.38225662399523
ENSMUSG00000003354,19.2071052892726
ENSMUSG00000003355,88.43405775528431
ENSMUSG00000003360,75.02728986801628
ENSMUSG00000003363,86.59819390691675
ENSMUSG00000003378,33.080281829909694
ENSMUSG00000003379,16.636895901558002
ENSMUSG00000003380,97.31070755185075
ENSMUSG00000003382,83.86920710528926
ENSMUSG00000003402,87.89818398332837
ENSMUSG00000003410,17.346432469981146
ENSMUSG00000003411,30.782971122357843
ENSMUSG00000003418,14.944924084548973
ENSMUSG00000003420,61.565942244715686
ENSMUSG00000003421,86.03751116403691
ENSMUSG00000003423,89.06420561675101
ENSMUSG00000003429,99.77671926168502
ENSMUSG00000003435,83.59134663094174
ENSMUSG00000003436,32.53944626376898
ENSMUSG00000003437,69.11779299394661
ENSMUSG00000003438,92.0958618636499
ENSMUSG00000003444,82.75776520789918
ENSMUSG00000003452,56.70338394363402
ENSMUSG00000003458,71.53418676193311
ENSMUSG00000003464,88.14131189838245
ENSMUSG00000003469,66.21514339585194
ENSMUSG00000003484,19.44030961595713
ENSMUSG00000003500,64.77126128808177
ENSMUSG00000003518,43.058449935496675
ENSMUSG00000003526,74.44675994839734
ENSMUSG00000003527,72.03036618041084
ENSMUSG00000003528,74.48149250769079
ENSMUSG00000003531,97.59352982038305
ENSMUSG00000003534,88.12146472164335
ENSMUSG00000003541,87.8932221891436
ENSMUSG00000003545,78.14825841024114
ENSMUSG00000003546,60.61823955542324
ENSMUSG00000003549,80.33144785154312
ENSMUSG00000003555,31.66617048724819
ENSMUSG00000003559,40.245112632727995
ENSMUSG00000003573,61.709834276074226
ENSMUSG00000003575,56.266746055373616
ENSMUSG00000003581,71.10747246204228
ENSMUSG00000003585,60.35526446363006
ENSMUSG00000003604,60.56365981939069
ENSMUSG00000003617,17.807879329165427
ENSMUSG00000003623,67.60940756177433
ENSMUSG00000003644,79.13069365882703
ENSMUSG00000003660,81.53716383844399
ENSMUSG00000003662,72.76471171975787
ENSMUSG00000003680,61.34266150640072
ENSMUSG00000003721,89.60504118289172
ENSMUSG00000003731,64.20561675101717
ENSMUSG00000003746,38.69207105289272
ENSMUSG00000003752,57.39307333531804
ENSMUSG00000003762,69.73801726704376
ENSMUSG00000003778,82.22685323012801
ENSMUSG00000003779,68.56207204525157
ENSMUSG00000003808,90.53785848962985
ENSMUSG00000003809,74.41698918328868
ENSMUSG00000003810,57.54688895504615
ENSMUSG00000003812,87.50620224273096
ENSMUSG00000003813,80.34137143991266
ENSMUSG00000003814,98.01032053190434
ENSMUSG00000003824,83.22417386126824
ENSMUSG00000003847,87.08941153120968
ENSMUSG00000003848,86.92071052892726
ENSMUSG00000003849,62.424332638682145
ENSMUSG00000003863,54.24233402798452
ENSMUSG00000003865,53.56753001885481
ENSMUSG00000003868,88.44398134365386
ENSMUSG00000003872,44.64126228044061
ENSMUSG00000003873,92.43326386821474
ENSMUSG00000003882,4.778207799940459
ENSMUSG00000003923,81.82990969534583
ENSMUSG00000003929,55.05110648010321
ENSMUSG00000003934,33.01081671132282
ENSMUSG00000003948,57.91406172471966
ENSMUSG00000003949,78.30207402996923
ENSMUSG00000003955,99.12176242929444
ENSMUSG00000003970,99.81145182097848
ENSMUSG00000003992,95.85194006152625
ENSMUSG00000004018,65.52049220998313
ENSMUSG00000004031,7.601468691078694
ENSMUSG00000004032,93.3164632331051
ENSMUSG00000004035,45.628659323211274
ENSMUSG00000004038,28.520392974099433
ENSMUSG00000004040,88.25047137044756
ENSMUSG00000004043,59.57130098243525
ENSMUSG00000004044,88.36459263669742
ENSMUSG00000004054,63.94264165922397
ENSMUSG00000004056,79.18527339485958
ENSMUSG00000004069,79.14557904138137
ENSMUSG00000004070,85.93827528034137
ENSMUSG00000004071,76.00476332241739
ENSMUSG00000004085,91.39624888359631
ENSMUSG00000004096,93.46035526446363
ENSMUSG00000004098,19.22695246601171
ENSMUSG00000004099,86.04743475240647
ENSMUSG00000004100,89.84320730376105
ENSMUSG00000004105,68.32886771856704
ENSMUSG00000004110,31.11541133273792
ENSMUSG00000004113,7.427805894611492
ENSMUSG00000004127,54.11332737918031
ENSMUSG00000004151,14.70179616949489
ENSMUSG00000004187,42.51265257517118
ENSMUSG00000004207,98.65535377592536
ENSMUSG00000004221,59.92358836955442
ENSMUSG00000004233,56.69842214944924
ENSMUSG00000004263,56.425523469286496
ENSMUSG00000004264,98.39734047831696
ENSMUSG00000004266,72.37769177334525
ENSMUSG00000004267,24.50133968442989
ENSMUSG00000004268,97.33551652277464
ENSMUSG00000004270,87.54093480202442
ENSMUSG00000004285,96.47712612880818
ENSMUSG00000004317,43.85233700506103
ENSMUSG00000004319,78.20283814627369
ENSMUSG00000004328,16.989183288677186
ENSMUSG00000004341,7.011015183090205
ENSMUSG00000004347,31.08564056762925
ENSMUSG00000004356,64.5033244021038
ENSMUSG00000004359,36.37491316860177
ENSMUSG00000004360,11.104495385531408
ENSMUSG00000004364,79.37382157388112
ENSMUSG00000004371,42.71608613674705
ENSMUSG00000004383,50.25305150342364
ENSMUSG00000004393,86.89590155800337
ENSMUSG00000004394,77.51811054877443
ENSMUSG00000004415,27.43376004763323
ENSMUSG00000004446,49.44427905130495
ENSMUSG00000004451,77.71658231616553
ENSMUSG00000004455,95.06301478614667
ENSMUSG00000004460,90.64701796169496
ENSMUSG00000004462,61.431973801726706
ENSMUSG00000004473,53.98928252456088
ENSMUSG00000004500,48.159174357447654
ENSMUSG00000004508,23.652872878832987
ENSMUSG00000004530,87.69971221593728
ENSMUSG00000004535,98.13436538652377
ENSMUSG00000004542,4.113327379180311
ENSMUSG00000004558,74.50630147861467
ENSMUSG00000004561,61.83884092487843
ENSMUSG00000004562,64.17584598590851
ENSMUSG00000004565,53.45340875260495
ENSMUSG00000004567,54.9866031557011
ENSMUSG00000004568,62.667460553736234
ENSMUSG00000004591,88.18596804604545
ENSMUSG00000004609,8.28619628857795
ENSMUSG00000004610,97.7126128808177
ENSMUSG00000004626,89.56038503522873
ENSMUSG00000004631,47.27101319837253
ENSMUSG00000004633,23.801726704376303
ENSMUSG00000004637,64.74149052297311
ENSMUSG00000004642,95.21186861169
ENSMUSG00000004651,44.71568919321226
ENSMUSG00000004661,23.310509080083357
ENSMUSG00000004665,84.83179517713604
ENSMUSG00000004667,96.6904832787536
ENSMUSG00000004677,64.64721643346235
ENSMUSG00000004748,44.43286692467996
ENSMUSG00000004768,58.96596209189243
ENSMUSG00000004771,96.04545003473255
ENSMUSG00000004788,85.81919221990671
ENSMUSG00000004789,78.28222685323013
ENSMUSG00000004791,39.47603453408753
ENSMUSG00000004798,58.35069961298005
ENSMUSG00000004815,52.45112632727994
ENSMUSG00000004837,19.410538850848464
ENSMUSG00000004842,22.903641956931626
ENSMUSG00000004843,91.95693162647613
ENSMUSG00000004846,66.04148059938474
ENSMUSG00000004849,94.49240845489729
ENSMUSG00000004864,95.04812940359234
ENSMUSG00000004865,93.18745658430089
ENSMUSG00000004872,32.06311402203036
ENSMUSG00000004880,76.08415202937383
ENSMUSG00000004885,76.41163044556912
ENSMUSG00000004891,21.941053885084845
ENSMUSG00000004892,14.245311104495388
ENSMUSG00000004894,44.65614766299494
ENSMUSG00000004895,67.04872481889451
ENSMUSG00000004896,69.38572987992458
ENSMUSG00000004897,97.24620422744864
ENSMUSG00000004902,14.954847672918529
ENSMUSG00000004929,79.16542621812047
ENSMUSG00000004931,67.71856703383943
ENSMUSG00000004933,16.815520492209984
ENSMUSG00000004934,80.42572194105388
ENSMUSG00000004936,74.92805398432073
ENSMUSG00000004937,94.80996328272303
