gen_name,aortic endothelial cell
ENSMUSG00000000876,79.31195335276968
ENSMUSG00000000881,29.72594752186589
ENSMUSG00000000884,29.3935860058309
ENSMUSG00000000889,3.720116618075802
ENSMUSG00000000901,63.91836734693877
ENSMUSG00000000902,87.18950437317784
ENSMUSG00000000903,57.78425655976677
ENSMUSG00000000915,40.5597667638484
ENSMUSG00000000916,49.539358600583085
ENSMUSG00000000934,28.180758017492714
ENSMUSG00000000938,15.049562682215745
ENSMUSG00000000942,29.79008746355685
ENSMUSG00000000948,29.918367346938773
ENSMUSG00000000957,82.5597667638484
ENSMUSG00000000958,45.31195335276968
ENSMUSG00000000959,71.56268221574345
ENSMUSG00000000976,51.667638483965014
ENSMUSG00000000982,86.85714285714286
ENSMUSG00000000983,5.084548104956268
ENSMUSG00000001014,24.379008746355684
ENSMUSG00000001016,99.95918367346938
ENSMUSG00000001017,84.06997084548105
ENSMUSG00000001018,85.48104956268222
ENSMUSG00000001020,81.82507288629738
ENSMUSG00000001021,13.912536443148687
ENSMUSG00000001023,4.997084548104956
ENSMUSG00000001025,99.75510204081633
ENSMUSG00000001029,93.94169096209912
ENSMUSG00000001034,53.195335276967924
ENSMUSG00000001036,75.70845481049562
ENSMUSG00000001039,76.82798833819243
ENSMUSG00000001052,56.880466472303205
ENSMUSG00000001053,75.3935860058309
ENSMUSG00000001054,67.84256559766763
ENSMUSG00000001056,88.80466472303206
ENSMUSG00000001062,50.781341107871725
ENSMUSG00000001065,27.66180758017493
ENSMUSG00000001082,80.0466472303207
ENSMUSG00000001089,85.5801749271137
ENSMUSG00000001098,79.5860058309038
ENSMUSG00000001100,79.9067055393586
ENSMUSG00000001105,94.6472303206997
ENSMUSG00000001119,96.69970845481049
ENSMUSG00000001120,39.23032069970846
ENSMUSG00000001123,92.48979591836735
ENSMUSG00000001127,78.87463556851311
ENSMUSG00000001128,33.883381924198254
ENSMUSG00000001131,78.06413994169095
ENSMUSG00000001134,76.3731778425656
ENSMUSG00000001138,50.437317784256564
ENSMUSG00000001143,66.0874635568513
ENSMUSG00000001150,45.66180758017493
ENSMUSG00000001151,46.21574344023324
ENSMUSG00000001156,42.413994169096206
ENSMUSG00000001157,65.33527696793003
ENSMUSG00000001158,94.0466472303207
ENSMUSG00000001166,21.131195335276967
ENSMUSG00000001173,59.5801749271137
ENSMUSG00000001175,98.95626822157433
ENSMUSG00000001211,66.9737609329446
ENSMUSG00000001225,13.230320699708455
ENSMUSG00000001227,45.30612244897959
ENSMUSG00000001228,30.314868804664723
ENSMUSG00000001229,56.41399416909621
ENSMUSG00000001240,98.46064139941691
ENSMUSG00000001247,43.52769679300292
ENSMUSG00000001248,66.64139941690962
ENSMUSG00000001249,6.833819241982507
ENSMUSG00000001270,91.77259475218659
ENSMUSG00000001280,72.54810495626822
ENSMUSG00000001281,45.17201166180758
ENSMUSG00000001285,75.47521865889213
ENSMUSG00000001288,73.7667638483965
ENSMUSG00000001289,98.9271137026239
ENSMUSG00000001300,75.76676384839651
ENSMUSG00000001305,72.01166180758017
ENSMUSG00000001313,36.47813411078717
ENSMUSG00000001323,46.42565597667638
ENSMUSG00000001333,10.78134110787172
ENSMUSG00000001334,17.591836734693878
ENSMUSG00000001348,67.00874635568513
ENSMUSG00000001349,16.64723032069971
ENSMUSG00000001366,74.56559766763849
ENSMUSG00000001376,52.14577259475218
ENSMUSG00000001380,75.23032069970846
ENSMUSG00000001383,85.45772594752187
ENSMUSG00000001403,50.20991253644315
ENSMUSG00000001415,58.705539358600575
ENSMUSG00000001416,86.54227405247813
ENSMUSG00000001418,92.59475218658892
ENSMUSG00000001419,69.10787172011662
ENSMUSG00000001420,26.752186588921283
ENSMUSG00000001424,63.52769679300292
ENSMUSG00000001435,60.50728862973761
ENSMUSG00000001436,32.44314868804665
ENSMUSG00000001440,74.06413994169097
ENSMUSG00000001441,95.29446064139941
ENSMUSG00000001444,10.27405247813411
ENSMUSG00000001445,74.59475218658892
ENSMUSG00000001467,65.36443148688048
ENSMUSG00000001472,90.39650145772595
ENSMUSG00000001473,85.88338192419826
ENSMUSG00000001482,42.19241982507288
ENSMUSG00000001493,85.37609329446065
ENSMUSG00000001494,17.74344023323615
ENSMUSG00000001497,23.860058309037903
ENSMUSG00000001504,20.54810495626822
ENSMUSG00000001506,98.20408163265306
ENSMUSG00000001507,29.049562682215747
ENSMUSG00000001508,14.192419825072886
ENSMUSG00000001517,8.810495626822156
ENSMUSG00000001518,57.9533527696793
ENSMUSG00000001520,37.23615160349854
ENSMUSG00000001521,70.47230320699708
ENSMUSG00000001524,67.64431486880467
ENSMUSG00000001525,97.72594752186589
ENSMUSG00000001542,38.967930029154516
ENSMUSG00000001552,91.35860058309038
ENSMUSG00000001555,73.75510204081633
ENSMUSG00000001569,83.21282798833819
ENSMUSG00000001576,78.25072886297376
ENSMUSG00000001583,15.434402332361516
ENSMUSG00000001588,45.37609329446064
ENSMUSG00000001604,74.78134110787173
ENSMUSG00000001622,14.921282798833818
ENSMUSG00000001627,92.49562682215743
ENSMUSG00000001630,47.59183673469388
ENSMUSG00000001632,35.84839650145773
ENSMUSG00000001642,91.09037900874635
ENSMUSG00000001657,56.862973760932945
ENSMUSG00000001661,47.35860058309038
ENSMUSG00000001663,95.91253644314868
ENSMUSG00000001665,75.5801749271137
ENSMUSG00000001666,92.96793002915452
ENSMUSG00000001674,84.98542274052478
ENSMUSG00000001687,87.5801749271137
ENSMUSG00000001700,58.39067055393586
ENSMUSG00000001707,77.18367346938776
ENSMUSG00000001729,74.70553935860057
ENSMUSG00000001739,86.13994169096209
ENSMUSG00000001741,57.399416909620996
ENSMUSG00000001750,68.0
ENSMUSG00000001751,57.60349854227405
ENSMUSG00000001755,63.335276967930035
ENSMUSG00000001761,56.71137026239067
ENSMUSG00000001763,13.708454810495626
ENSMUSG00000001767,69.99416909620992
ENSMUSG00000001768,73.97667638483965
ENSMUSG00000001773,30.0
ENSMUSG00000001774,81.70845481049562
ENSMUSG00000001783,84.0466472303207
ENSMUSG00000001785,46.32069970845481
ENSMUSG00000001786,66.22157434402332
ENSMUSG00000001794,97.13119533527697
ENSMUSG00000001802,39.498542274052475
ENSMUSG00000001827,31.265306122448976
ENSMUSG00000001829,52.19241982507289
ENSMUSG00000001833,96.53644314868805
ENSMUSG00000001844,74.15160349854227
ENSMUSG00000001847,96.46064139941691
ENSMUSG00000001855,52.86880466472304
ENSMUSG00000001864,57.3935860058309
ENSMUSG00000001865,71.46938775510205
ENSMUSG00000001870,84.45481049562682
ENSMUSG00000001891,85.04956268221574
ENSMUSG00000001909,72.36734693877551
ENSMUSG00000001910,41.650145772594755
ENSMUSG00000001911,88.06413994169097
ENSMUSG00000001918,87.33527696793003
ENSMUSG00000001924,81.96501457725948
ENSMUSG00000001930,73.87172011661808
ENSMUSG00000001942,43.00291545189505
ENSMUSG00000001943,45.416909620991255
ENSMUSG00000001946,97.31778425655978
ENSMUSG00000001948,51.9067055393586
ENSMUSG00000001962,75.46938775510203
ENSMUSG00000001964,89.067055393586
ENSMUSG00000001983,19.10204081632653
ENSMUSG00000001986,35.15451895043732
ENSMUSG00000001995,42.52478134110787
ENSMUSG00000001998,43.94169096209913
ENSMUSG00000001999,78.61807580174927
ENSMUSG00000002006,26.443148688046648
ENSMUSG00000002007,22.122448979591837
ENSMUSG00000002010,90.40233236151603
ENSMUSG00000002012,25.877551020408163
ENSMUSG00000002014,97.64431486880466
ENSMUSG00000002015,95.50437317784257
ENSMUSG00000002017,44.57725947521866
ENSMUSG00000002020,43.306122448979586
ENSMUSG00000002028,72.36151603498541
ENSMUSG00000002031,64.36151603498543
ENSMUSG00000002032,4.6938775510204085
ENSMUSG00000002033,84.47813411078717
ENSMUSG00000002043,87.79008746355686
ENSMUSG00000002052,53.99416909620991
ENSMUSG00000002055,32.075801749271136
ENSMUSG00000002058,68.56559766763849
ENSMUSG00000002059,89.4402332361516
ENSMUSG00000002064,92.05247813411079
ENSMUSG00000002068,15.463556851311951
ENSMUSG00000002076,14.752186588921282
ENSMUSG00000002083,63.50437317784257
ENSMUSG00000002100,20.46064139941691
ENSMUSG00000002102,91.94169096209912
ENSMUSG00000002103,51.21282798833819
ENSMUSG00000002104,30.997084548104958
ENSMUSG00000002105,67.83673469387756
ENSMUSG00000002107,94.14577259475219
ENSMUSG00000002108,79.73760932944607
ENSMUSG00000002109,32.71720116618076
ENSMUSG00000002111,55.965014577259474
ENSMUSG00000002129,56.78717201166181
ENSMUSG00000002147,69.32944606413994
ENSMUSG00000002204,66.27405247813411
ENSMUSG00000002205,75.84839650145773
ENSMUSG00000002210,48.413994169096206
ENSMUSG00000002221,57.947521865889215
ENSMUSG00000002222,76.5131195335277
ENSMUSG00000002227,33.79008746355685
ENSMUSG00000002228,35.10787172011662
ENSMUSG00000002233,96.95626822157435
ENSMUSG00000002249,23.183673469387756
ENSMUSG00000002250,41.10787172011662
ENSMUSG00000002257,53.60349854227405
ENSMUSG00000002265,63.70845481049563
ENSMUSG00000002266,20.653061224489797
ENSMUSG00000002274,34.63556851311954
ENSMUSG00000002279,63.32361516034985
ENSMUSG00000002280,42.34402332361516
ENSMUSG00000002289,88.03498542274052
ENSMUSG00000002297,84.81632653061224
ENSMUSG00000002307,54.775510204081634
ENSMUSG00000002308,74.19825072886297
ENSMUSG00000002319,49.731778425655975
ENSMUSG00000002320,66.58309037900875
ENSMUSG00000002324,11.125364431486881
ENSMUSG00000002325,73.1078717201166
ENSMUSG00000002326,70.91545189504373
ENSMUSG00000002329,85.0204081632653
ENSMUSG00000002332,74.11661807580175
ENSMUSG00000002342,65.02623906705539
ENSMUSG00000002343,37.970845481049565
ENSMUSG00000002345,78.84548104956268
ENSMUSG00000002346,24.262390670553934
ENSMUSG00000002365,73.73177842565597
ENSMUSG00000002372,65.47521865889213
ENSMUSG00000002379,97.21865889212829
ENSMUSG00000002393,75.65014577259475
ENSMUSG00000002395,94.7871720116618
ENSMUSG00000002396,62.53061224489795
ENSMUSG00000002409,36.927113702623906
ENSMUSG00000002413,54.06413994169096
ENSMUSG00000002416,97.0204081632653
ENSMUSG00000002428,56.59475218658893
ENSMUSG00000002455,61.475218658892125
ENSMUSG00000002458,69.43440233236151
ENSMUSG00000002459,25.451895043731774
ENSMUSG00000002475,30.18075801749271
ENSMUSG00000002477,93.24781341107872
ENSMUSG00000002486,27.405247813411076
ENSMUSG00000002489,37.68513119533527
ENSMUSG00000002496,53.521865889212826
ENSMUSG00000002500,34.59475218658892
ENSMUSG00000002504,96.52478134110787
ENSMUSG00000002524,91.23032069970846
ENSMUSG00000002546,57.329446064139944
ENSMUSG00000002550,69.3061224489796
ENSMUSG00000002565,36.74635568513119
ENSMUSG00000002578,52.20991253644315
ENSMUSG00000002580,93.14285714285714
ENSMUSG00000002602,92.16909620991254
ENSMUSG00000002603,89.16618075801749
ENSMUSG00000002608,43.74344023323615
ENSMUSG00000002617,26.87463556851312
ENSMUSG00000002625,69.88338192419825
ENSMUSG00000002635,64.57725947521867
ENSMUSG00000002658,69.13702623906705
ENSMUSG00000002660,90.6472303206997
ENSMUSG00000002661,80.08746355685132
ENSMUSG00000002664,7.19533527696793
ENSMUSG00000002668,25.032069970845484
ENSMUSG00000002679,74.58892128279884
ENSMUSG00000002688,36.44897959183673
ENSMUSG00000002699,33.650145772594755
ENSMUSG00000002718,58.05830903790088
ENSMUSG00000002728,91.05539358600583
ENSMUSG00000002731,75.77259475218658
ENSMUSG00000002732,95.41107871720116
ENSMUSG00000002733,56.11661807580175
ENSMUSG00000002741,64.74635568513119
ENSMUSG00000002748,70.466472303207
ENSMUSG00000002763,63.160349854227405
ENSMUSG00000002767,83.8600583090379
ENSMUSG00000002768,90.11078717201167
ENSMUSG00000002771,7.947521865889212
ENSMUSG00000002778,93.72011661807579
ENSMUSG00000002781,42.27405247813411
ENSMUSG00000002797,62.3265306122449
ENSMUSG00000002799,59.113702623906704
ENSMUSG00000002803,42.70553935860058
ENSMUSG00000002804,71.63265306122449
ENSMUSG00000002808,64.35568513119534
ENSMUSG00000002812,70.11078717201165
ENSMUSG00000002814,22.635568513119534
ENSMUSG00000002820,60.75801749271137
ENSMUSG00000002825,61.603498542274046
ENSMUSG00000002831,13.055393586005831
ENSMUSG00000002833,68.61224489795919
ENSMUSG00000002835,54.15743440233236
ENSMUSG00000002844,91.51020408163265
ENSMUSG00000002845,70.932944606414
ENSMUSG00000002846,56.20408163265306
ENSMUSG00000002847,86.76967930029154
ENSMUSG00000002870,42.069970845481045
ENSMUSG00000002871,60.72303206997085
ENSMUSG00000002881,79.77259475218659
ENSMUSG00000002885,77.31778425655976
ENSMUSG00000002897,69.067055393586
ENSMUSG00000002900,86.01166180758017
ENSMUSG00000002908,25.848396501457728
ENSMUSG00000002910,48.48396501457726
ENSMUSG00000002944,98.60058309037902
ENSMUSG00000002948,57.02623906705539
ENSMUSG00000002949,71.59766763848397
ENSMUSG00000002957,72.01749271137027
ENSMUSG00000002963,70.75801749271136
ENSMUSG00000002968,78.19825072886297
ENSMUSG00000002980,88.84548104956268
ENSMUSG00000002981,82.30903790087464
ENSMUSG00000002983,69.63848396501457
ENSMUSG00000002984,79.41107871720116
ENSMUSG00000002985,99.61516034985422
ENSMUSG00000002996,80.86880466472304
ENSMUSG00000002997,44.51311953352769
ENSMUSG00000003031,69.80174927113703
ENSMUSG00000003032,97.42857142857143
ENSMUSG00000003033,77.13119533527697
ENSMUSG00000003037,84.48979591836735
ENSMUSG00000003038,95.42857142857143
ENSMUSG00000003039,91.16618075801749
ENSMUSG00000003062,89.31195335276968
ENSMUSG00000003068,81.14285714285714
ENSMUSG00000003070,45.10787172011661
ENSMUSG00000003072,97.91836734693877
ENSMUSG00000003099,75.87172011661808
ENSMUSG00000003119,72.25072886297376
ENSMUSG00000003123,72.91545189504373
ENSMUSG00000003131,85.55102040816327
ENSMUSG00000003134,36.91545189504373
ENSMUSG00000003135,57.7201166180758
ENSMUSG00000003153,87.32944606413994
ENSMUSG00000003154,51.04956268221574
ENSMUSG00000003161,96.81049562682216
ENSMUSG00000003166,65.93002915451895
ENSMUSG00000003184,81.95918367346938
ENSMUSG00000003190,83.18950437317784
ENSMUSG00000003198,37.27113702623907
ENSMUSG00000003199,78.26239067055394
ENSMUSG00000003200,83.13119533527697
ENSMUSG00000003206,17.60349854227405
ENSMUSG00000003208,52.6997084548105
ENSMUSG00000003226,72.20408163265306
ENSMUSG00000003228,59.690962099125365
ENSMUSG00000003233,48.42565597667638
ENSMUSG00000003234,58.250728862973766
ENSMUSG00000003235,60.57142857142858
ENSMUSG00000003269,84.32069970845481
ENSMUSG00000003271,4.874635568513119
ENSMUSG00000003273,45.329446064139944
ENSMUSG00000003279,18.332361516034986
ENSMUSG00000003282,14.763848396501459
ENSMUSG00000003283,30.58309037900875
ENSMUSG00000003299,90.74052478134111
ENSMUSG00000003308,70.71720116618076
ENSMUSG00000003309,6.402332361516034
ENSMUSG00000003316,67.74927113702624
ENSMUSG00000003344,69.9533527696793
ENSMUSG00000003345,70.87463556851313
ENSMUSG00000003346,85.90087463556851
ENSMUSG00000003348,53.23615160349854
ENSMUSG00000003352,45.731778425655975
ENSMUSG00000003355,85.51603498542273
ENSMUSG00000003360,55.33527696793003
ENSMUSG00000003363,78.78134110787171
ENSMUSG00000003378,31.148688046647234
ENSMUSG00000003379,91.69096209912536
ENSMUSG00000003380,98.63556851311954
ENSMUSG00000003382,60.12244897959184
ENSMUSG00000003402,78.9795918367347
ENSMUSG00000003411,15.40524781341108
ENSMUSG00000003418,36.204081632653065
ENSMUSG00000003420,96.83381924198251
ENSMUSG00000003421,78.16909620991254
ENSMUSG00000003423,80.61807580174927
ENSMUSG00000003429,99.63848396501459
ENSMUSG00000003435,68.932944606414
ENSMUSG00000003437,53.46938775510204
ENSMUSG00000003438,78.81049562682215
ENSMUSG00000003444,86.17492711370262
ENSMUSG00000003452,82.58892128279884
ENSMUSG00000003458,74.8396501457726
ENSMUSG00000003464,81.91253644314868
ENSMUSG00000003469,12.61807580174927
ENSMUSG00000003477,95.00874635568513
ENSMUSG00000003484,37.29446064139942
ENSMUSG00000003500,75.14868804664722
ENSMUSG00000003518,89.17784256559767
ENSMUSG00000003526,40.72886297376093
ENSMUSG00000003527,55.87172011661807
ENSMUSG00000003528,62.046647230320694
ENSMUSG00000003531,86.21574344023324
ENSMUSG00000003534,45.42274052478134
ENSMUSG00000003541,96.67055393586006
ENSMUSG00000003545,97.94169096209913
ENSMUSG00000003546,43.16618075801749
ENSMUSG00000003549,90.932944606414
ENSMUSG00000003559,71.25364431486881
ENSMUSG00000003573,61.65597667638484
ENSMUSG00000003575,33.25947521865889
ENSMUSG00000003581,74.67055393586006
ENSMUSG00000003585,21.667638483965014
ENSMUSG00000003604,30.47813411078717
ENSMUSG00000003617,93.55102040816327
ENSMUSG00000003623,63.533527696793
ENSMUSG00000003644,39.09037900874635
ENSMUSG00000003660,69.56851311953352
ENSMUSG00000003662,71.26530612244898
ENSMUSG00000003665,75.7201166180758
ENSMUSG00000003680,33.10787172011661
ENSMUSG00000003721,84.0
ENSMUSG00000003731,48.76967930029154
ENSMUSG00000003746,88.38483965014578
ENSMUSG00000003752,28.460641399416907
ENSMUSG00000003762,39.749271137026234
ENSMUSG00000003778,73.37026239067055
ENSMUSG00000003779,10.075801749271138
ENSMUSG00000003808,63.04373177842566
ENSMUSG00000003809,56.23906705539359
ENSMUSG00000003810,43.55685131195335
ENSMUSG00000003812,59.21865889212828
ENSMUSG00000003813,86.67638483965014
ENSMUSG00000003814,96.4198250728863
ENSMUSG00000003824,46.89212827988338
ENSMUSG00000003847,85.33527696793003
ENSMUSG00000003848,65.04373177842565
ENSMUSG00000003849,35.329446064139944
ENSMUSG00000003865,27.346938775510203
ENSMUSG00000003868,71.34110787172013
ENSMUSG00000003872,5.090379008746355
ENSMUSG00000003873,95.77259475218659
ENSMUSG00000003882,40.86880466472303
ENSMUSG00000003923,67.31195335276968
ENSMUSG00000003929,38.1865889212828
ENSMUSG00000003948,69.73177842565597
ENSMUSG00000003949,57.25947521865889
ENSMUSG00000003955,94.82798833819241
ENSMUSG00000003970,99.52769679300292
ENSMUSG00000003992,88.58892128279884
ENSMUSG00000004018,35.4868804664723
ENSMUSG00000004032,90.24489795918367
ENSMUSG00000004035,44.53644314868805
ENSMUSG00000004040,82.92128279883381
ENSMUSG00000004043,41.64431486880466
ENSMUSG00000004044,95.10787172011662
ENSMUSG00000004054,64.5539358600583
ENSMUSG00000004056,73.57434402332362
ENSMUSG00000004069,65.37026239067055
ENSMUSG00000004070,87.97084548104957
ENSMUSG00000004071,68.0466472303207
ENSMUSG00000004085,61.667638483965014
ENSMUSG00000004096,94.70553935860059
ENSMUSG00000004098,87.72594752186589
ENSMUSG00000004099,50.13411078717201
ENSMUSG00000004100,61.55102040816327
ENSMUSG00000004105,83.9125364431487
ENSMUSG00000004110,28.25655976676385
ENSMUSG00000004113,6.752186588921283
ENSMUSG00000004127,41.45189504373178
ENSMUSG00000004151,60.97959183673469
ENSMUSG00000004187,19.154518950437318
ENSMUSG00000004207,98.53061224489797
ENSMUSG00000004221,43.87172011661807
ENSMUSG00000004233,35.224489795918366
ENSMUSG00000004263,56.134110787172006
ENSMUSG00000004264,92.2798833819242
ENSMUSG00000004266,57.650145772594755
ENSMUSG00000004267,25.33527696793003
ENSMUSG00000004268,95.27696793002916
ENSMUSG00000004270,74.29154518950438
ENSMUSG00000004285,97.32944606413994
ENSMUSG00000004296,2.7638483965014577
ENSMUSG00000004317,56.921282798833815
ENSMUSG00000004319,70.11661807580175
ENSMUSG00000004328,6.309037900874635
ENSMUSG00000004347,21.6734693877551
ENSMUSG00000004356,27.941690962099123
ENSMUSG00000004359,19.83673469387755
ENSMUSG00000004360,17.70262390670554
ENSMUSG00000004364,70.81049562682216
ENSMUSG00000004371,8.68804664723032
ENSMUSG00000004383,65.65597667638484
ENSMUSG00000004393,64.26822157434403
ENSMUSG00000004394,87.74344023323614
ENSMUSG00000004415,21.23615160349854
ENSMUSG00000004446,37.690962099125365
ENSMUSG00000004451,81.62099125364432
ENSMUSG00000004455,89.92419825072886
ENSMUSG00000004460,90.0932944606414
ENSMUSG00000004462,38.96209912536443
ENSMUSG00000004473,83.44606413994168
ENSMUSG00000004500,22.64139941690962
ENSMUSG00000004508,45.778425655976676
ENSMUSG00000004530,76.80466472303206
ENSMUSG00000004535,91.3469387755102
ENSMUSG00000004552,13.574344023323615
ENSMUSG00000004558,90.14577259475219
ENSMUSG00000004561,55.93002915451895
ENSMUSG00000004562,79.33527696793003
ENSMUSG00000004565,40.17492711370262
ENSMUSG00000004567,48.903790087463555
ENSMUSG00000004568,53.626822157434404
ENSMUSG00000004591,89.6268221574344
ENSMUSG00000004609,4.081632653061225
ENSMUSG00000004610,96.06413994169097
ENSMUSG00000004612,63.35860058309037
ENSMUSG00000004626,76.49562682215743
ENSMUSG00000004631,90.01166180758018
ENSMUSG00000004633,34.97959183673469
ENSMUSG00000004637,39.97667638483965
ENSMUSG00000004642,90.5131195335277
ENSMUSG00000004651,39.83673469387755
ENSMUSG00000004655,98.0932944606414
ENSMUSG00000004661,31.212827988338194
ENSMUSG00000004665,88.14577259475219
ENSMUSG00000004667,92.90379008746356
ENSMUSG00000004677,47.74927113702624
ENSMUSG00000004698,17.97084548104956
ENSMUSG00000004707,22.577259475218657
ENSMUSG00000004709,12.85131195335277
ENSMUSG00000004730,4.151603498542275
ENSMUSG00000004748,40.90962099125364
ENSMUSG00000004768,44.42565597667639
ENSMUSG00000004771,94.7463556851312
ENSMUSG00000004788,69.84839650145773
ENSMUSG00000004789,64.61807580174927
ENSMUSG00000004791,44.71720116618076
ENSMUSG00000004798,62.04081632653061
ENSMUSG00000004815,33.218658892128275
ENSMUSG00000004837,85.41107871720116
ENSMUSG00000004842,7.6209912536443145
ENSMUSG00000004843,86.06997084548105
ENSMUSG00000004846,69.65597667638484
ENSMUSG00000004849,85.65014577259475
ENSMUSG00000004864,24.93877551020408
ENSMUSG00000004865,90.16909620991254
ENSMUSG00000004872,7.160349854227404
ENSMUSG00000004880,82.92711370262391
ENSMUSG00000004885,8.705539358600584
ENSMUSG00000004891,63.74344023323615
ENSMUSG00000004895,56.23323615160349
ENSMUSG00000004896,62.03498542274053
ENSMUSG00000004897,87.20116618075802
ENSMUSG00000004929,42.1865889212828
ENSMUSG00000004931,65.64431486880467
ENSMUSG00000004933,17.294460641399418
ENSMUSG00000004934,62.72886297376093
ENSMUSG00000004936,78.85714285714286
ENSMUSG00000004937,85.76093294460641
ENSMUSG00000004939,4.950437317784257
ENSMUSG00000004945,84.95626822157435
ENSMUSG00000004947,51.8600583090379
ENSMUSG00000004951,99.33527696793003
ENSMUSG00000004952,45.52769679300292
ENSMUSG00000004980,96.80466472303208
