gen_name,neoplastic cell,stromal cell
ENSG00000004468,42.810711167167945,69.75841661007082
ENSG00000004478,81.91520325992045,76.33647035994954
ENSG00000004487,88.24585233336568,66.43543223052295
ENSG00000004534,75.13825555447754,88.86678956049286
ENSG00000004660,45.31386436402445,44.74628892985349
ENSG00000004700,89.30338604831668,98.6174444552246
ENSG00000004766,78.1944309692442,57.562821383525765
ENSG00000004776,29.09187930532648,31.30396817696711
ENSG00000004777,17.963519937906277,16.42087901426215
ENSG00000004779,95.29446007567672,93.10177549238382
ENSG00000004799,99.6749781701756,96.21131270010672
ENSG00000004809,36.121082759289806,47.797613272533226
ENSG00000004846,33.54516348112933,32.885417677306684
ENSG00000004848,10.497719996119143,0.0
ENSG00000004864,85.96584845250801,85.30125157659842
ENSG00000004866,78.21868632967886,71.54361113806151
ENSG00000004897,92.1800717958669,82.99214126321918
ENSG00000004939,31.11477636557679,54.27864558067333
ENSG00000004961,64.70845056757544,63.9565343941011
ENSG00000004975,47.63267682157757,53.04162219850587
ENSG00000005001,6.801203065877559,0.0
ENSG00000005007,66.6779858348695,55.50596681866693
ENSG00000005020,96.38110022314932,96.82254778306006
ENSG00000005022,97.98195401183662,97.39982536140487
ENSG00000005059,49.98544678373921,31.075967788881343
ENSG00000005073,39.972833996313184,65.78053749878723
ENSG00000005075,79.91171048801785,80.48413699427573
ENSG00000005100,90.28330260987678,79.41205006306393
ENSG00000005108,30.770350247404675,0.0
ENSG00000005156,61.307849034636654,67.42019986416999
ENSG00000005175,86.58193460754828,85.97555059668187
ENSG00000005187,75.0994469777821,28.54370815950325
ENSG00000005189,58.3632482778694,52.30425924129233
ENSG00000005194,67.68215775686427,71.6842922285825
ENSG00000005206,32.43911904530901,38.83768312797128
ENSG00000005238,40.44338798874551,46.303483069758414
ENSG00000005243,34.7530804307752,65.66896284078781
ENSG00000005249,50.140681090521,0.0
ENSG00000005302,67.1436887552149,81.49315998835742
ENSG00000005339,89.49257785970698,78.06345202289707
ENSG00000005379,13.20946929271369,22.276123023188124
ENSG00000005421,15.212962064616281,29.610944018628118
ENSG00000005436,86.96516930241583,64.07781119627438
ENSG00000005448,72.09178228388474,84.84039972833996
ENSG00000005469,56.25788299214126,61.506742990200834
ENSG00000005471,8.460269719608034,0.0
ENSG00000005483,95.27020471524207,87.62006403415154
ENSG00000005486,57.17958668865819,78.85417677306685
ENSG00000005700,95.23139613854661,95.60492868924032
ENSG00000005801,84.7530804307752,83.66158921121568
ENSG00000005810,94.4067138837683,74.5561269040458
ENSG00000005812,82.20141651304938,66.5518579606093
ENSG00000005844,27.53953623750849,29.014262151935576
ENSG00000005882,47.65208110992529,25.61851169108373
ENSG00000005884,84.39895216842922,63.18521393227904
ENSG00000005889,87.48423401571748,83.37052488599981
ENSG00000005893,88.65819346075483,94.15930920733481
ENSG00000005961,40.084408654312604,31.01290385175124
ENSG00000005981,66.05219753565538,60.119336373338506
ENSG00000006007,91.05947414378578,76.33161928786262
ENSG00000006015,52.57106820607355,49.06859415930921
ENSG00000006016,26.85553507325119,37.28048898806636
ENSG00000006025,43.213350150383235,33.96235568060541
ENSG00000006042,28.597069952459492,91.44755991074027
ENSG00000006047,7.989715727175706,0.0
ENSG00000006062,37.712234403803244,20.621907441544582
ENSG00000006071,29.916561560104782,31.793926457747162
ENSG00000006118,29.455709711846318,62.17619093819734
ENSG00000006125,75.93383137673426,88.53206558649461
ENSG00000006194,50.78587367808286,46.5799941787135
ENSG00000006210,30.998350635490446,37.99359658484525
ENSG00000006282,58.88231299117105,56.64596875909575
ENSG00000006283,32.211118657223246,39.24032211118657
ENSG00000006327,59.959250994469784,87.26108469971864
ENSG00000006377,53.12894149607064,49.9369360628699
ENSG00000006432,63.38895895993014,66.49849616765306
ENSG00000006451,82.6865237217425,95.54186475211021
ENSG00000006453,75.05093625691278,77.09808867759776
ENSG00000006459,70.03007664693898,57.213544193266706
ENSG00000006468,1.5426409236441254,56.60716018240031
ENSG00000006530,87.38236150189192,83.40933346269526
ENSG00000006534,60.73542252837877,90.95760162996022
ENSG00000006555,59.876782768991944,40.7829630348307
ENSG00000006576,84.908314737557,73.24148636848744
ENSG00000006606,8.80954690986708,64.18453478218686
ENSG00000006607,66.64402833026098,64.2670030076647
ENSG00000006611,33.87018531095372,0.0
ENSG00000006625,93.28126515960027,94.46007567672456
ENSG00000006634,94.14475599107402,77.34549335403123
ENSG00000006638,35.55835839720578,42.0587949936936
ENSG00000006652,95.86203550984767,80.00873192975646
ENSG00000006659,21.868632967885905,22.213059086058017
ENSG00000006695,79.40719899097701,79.97477442514796
ENSG00000006704,67.8907538566023,60.73057145629184
ENSG00000006712,77.01076938003298,45.493354031240905
ENSG00000006715,78.04889880663627,86.68865819346075
ENSG00000006740,44.130202774813235,61.49704084602698
ENSG00000006744,67.10002910643253,82.56524691956922
ENSG00000006747,51.96468419520714,60.5219753565538
ENSG00000006756,52.44494033181333,59.03269622586592
ENSG00000006757,52.26059959250995,65.4652178131367
ENSG00000006788,11.720190162025808,0.0
ENSG00000006831,83.53546133695546,79.02881536819638
ENSG00000006837,63.22887358106142,35.970699524594934
ENSG00000007001,16.24624041913263,28.892985349762295
ENSG00000007038,80.68788202192685,0.0
ENSG00000007047,37.03308431163287,72.03356941884155
ENSG00000007062,28.723197826719705,15.896963228873581
ENSG00000007080,59.01329193751819,69.41884156398565
ENSG00000007168,86.60133889589599,94.61045891141943
ENSG00000007174,31.983118269137478,34.85980401668769
ENSG00000007202,69.72445910546232,91.85019889395556
ENSG00000007237,47.414378577665666,34.23401571747356
ENSG00000007255,50.41719219947608,57.51431066265644
ENSG00000007264,26.88949257785971,27.54923838168235
ENSG00000007314,28.606772096633353,0.0
ENSG00000007341,69.05986222955272,72.36829339283982
ENSG00000007350,67.04181624138936,0.0
ENSG00000007372,63.10759677888813,26.33161928786262
ENSG00000007376,46.97778208984186,61.5164451343747
ENSG00000007384,33.90899388764917,42.50509362569127
ENSG00000007392,73.45493354031241,67.92471136121083
ENSG00000007402,44.222373144464925,0.0
ENSG00000007516,22.979528475793153,0.0
ENSG00000007520,37.445425439022024,37.576404385369166
ENSG00000007541,31.197244591054623,35.03929368390414
ENSG00000007545,45.83292907732609,46.953526729407194
ENSG00000007866,51.18851266129815,54.3514116619773
ENSG00000007923,69.25875618511691,72.84369845735907
ENSG00000007933,27.039875812554577,33.0115455515669
ENSG00000007944,58.85320655864946,0.0
ENSG00000007952,20.903269622586592,30.105753371495105
ENSG00000007968,30.387115552537107,39.34219462501213
ENSG00000008018,95.75046085184826,90.96245270204714
ENSG00000008056,1.6784709420781994,51.368002328514606
ENSG00000008083,76.99136509168525,73.22693315222665
ENSG00000008086,74.64344620161056,71.98990977005919
ENSG00000008118,4.914136024061317,0.0
ENSG00000008128,71.33501503832346,63.93227903366644
ENSG00000008130,63.718831861841466,75.86591636751722
ENSG00000008226,30.43077520131949,40.166876879790436
ENSG00000008256,60.26001746385952,79.48481614436791
ENSG00000008277,51.3825555447754,16.711943339478026
ENSG00000008282,97.60357038905599,93.15028621325312
ENSG00000008283,59.44018628116814,46.15795090715048
ENSG00000008294,91.08858057630736,87.09614824876297
ENSG00000008300,35.75240128068303,0.0
ENSG00000008311,48.12748617444455,78.12651596002716
ENSG00000008323,37.66372368293393,28.81051712428447
ENSG00000008324,73.54710390996411,69.61773551954981
ENSG00000008382,18.109052100514216,32.390608324439704
ENSG00000008394,99.42272242165518,98.64169981565925
ENSG00000008405,70.91782283884739,67.57058309886484
ENSG00000008441,54.1816241389347,75.20617056369457
ENSG00000008513,62.418744542543905,76.67604540603473
ENSG00000008516,18.836712913553896,17.594838459299506
ENSG00000008517,43.91190453090133,80.20277481323373
ENSG00000008710,46.497525953235666,48.76297661783254
ENSG00000008735,34.12244105947415,41.01096342291646
ENSG00000008838,52.54196177355196,49.32570097991656
ENSG00000008853,43.82458523333656,44.241777432812654
ENSG00000008869,81.71145823226934,79.19860289123896
ENSG00000008952,96.38595129523625,95.25080042689434
ENSG00000008988,96.7352284854953,98.45735907635587
ENSG00000009307,98.36518870670417,99.3159988357427
ENSG00000009335,84.45716503347239,84.46686717764625
ENSG00000009413,94.5134374696808,88.44474628892985
ENSG00000009694,3.274473658678568,20.490928495197437
ENSG00000009709,12.350829533326865,0.0
ENSG00000009724,36.13078490346366,20.995439992238285
ENSG00000009765,53.027068982245076,51.03327835451634
ENSG00000009780,94.2660327932473,86.4315513728534
ENSG00000009790,45.91054623071699,39.59445037353255
ENSG00000009830,45.648588338022705,57.16018240031047
ENSG00000009844,95.70195013097894,99.47608421461143
ENSG00000009950,49.38876491704667,44.110798486465505
ENSG00000009954,91.56398564082662,92.3207528863879
ENSG00000010017,80.06694479479965,75.47783060056273
ENSG00000010030,13.985640826622683,41.41845347821869
ENSG00000010072,65.33423886678956,44.49403318133307
ENSG00000010165,51.80944988842534,67.28922091782283
ENSG00000010219,67.7500727660813,79.47026292810712
ENSG00000010244,97.07480353158047,87.11070146502377
ENSG00000010256,86.24235956146308,93.77607451246726
ENSG00000010270,93.21335015038323,95.56126904045794
ENSG00000010278,96.90016493645096,97.4192296497526
ENSG00000010292,78.91724071019695,61.92878626176385
ENSG00000010295,25.366255942563303,31.536819637139807
ENSG00000010310,40.981856990394874,43.931308819249054
ENSG00000010318,42.93198796934122,35.98525274085573
ENSG00000010322,57.43184243717862,63.849810808188614
ENSG00000010327,11.521296206461628,21.05365285728146
ENSG00000010361,16.464538663044532,26.61298146890463
ENSG00000010379,11.404870476375278,30.149413020277482
ENSG00000010404,82.81265159600272,74.59493548074124
ENSG00000010438,10.555932861162317,62.40419132628311
ENSG00000010539,57.32511885126613,65.87755894052586
ENSG00000010610,17.997477442514796,41.52032599204424
ENSG00000010626,48.95701950130979,54.10885805763074
ENSG00000010671,4.550305617541476,0.0
ENSG00000010704,54.031240904239844,55.404094304841365
ENSG00000010803,58.28078005239158,78.1944309692442
ENSG00000010810,58.135247889783635,93.92160667507518
ENSG00000010818,74.65314834578442,90.55981371883186
ENSG00000010932,12.147084505675753,24.279615795090713
ENSG00000011007,94.6686717764626,75.18676627534686
ENSG00000011009,65.04802561366063,66.12981468904628
ENSG00000011021,66.02794217522072,39.206364606578056
ENSG00000011028,51.775492383816825,82.08984185504995
ENSG00000011052,46.02697196080334,61.3466576113321
ENSG00000011105,28.965751431066266,61.327253322984376
ENSG00000011114,86.79053070728631,76.49655573881829
ENSG00000011132,46.749781701756085,41.21470845056758
ENSG00000011143,52.26545066459688,73.95459396526633
ENSG00000011198,66.3820704375667,63.84495973610168
ENSG00000011201,38.158533035800914,0.0
ENSG00000011243,64.69874842340158,50.75191617347434
ENSG00000011258,71.49995148927914,51.56689628407878
ENSG00000011260,76.11817211603764,60.560783933249255
ENSG00000011275,81.96371398078975,89.18696031823032
ENSG00000011295,77.19511011933638,94.19811778403027
ENSG00000011304,68.88522363442321,82.4051615407005
ENSG00000011332,25.458426312215,20.86446104589114
ENSG00000011347,31.86669253905113,0.0
ENSG00000011376,52.14902493451052,65.18870670418163
ENSG00000011405,93.89735131464053,96.13369554671583
ENSG00000011422,66.90113515086834,93.5189676918599
ENSG00000011426,83.79741922964975,85.58261375764043
ENSG00000011451,56.36460657805375,46.12399340254196
ENSG00000011454,75.84166100708256,89.34219462501213
ENSG00000011465,48.913359852527414,90.55496264674493
ENSG00000011478,38.338022703017366,50.28621325312894
ENSG00000011485,52.9688561172019,56.835160570486075
ENSG00000011523,73.69748714465896,55.069370330843114
ENSG00000011566,91.6707092267391,76.44804501794896
ENSG00000011590,25.002425536043464,0.0
ENSG00000011638,66.70224119530415,72.71757058309886
ENSG00000011677,50.902299408169206,0.0
ENSG00000012048,74.45425439022024,54.88017851945279
ENSG00000012061,67.65305132434268,81.35247889783642
ENSG00000012124,29.848646550887747,36.028912389638116
ENSG00000012171,40.27845153778985,55.20520034927719
ENSG00000012174,68.56990394877268,71.12641893858542
ENSG00000012211,36.35878529154943,41.32143203648006
ENSG00000012232,54.613369554671586,87.1931696905016
ENSG00000012504,17.313476278257493,20.70437566702241
ENSG00000012660,94.08654312603085,91.16619772969827
ENSG00000012779,19.77782089841855,0.0
ENSG00000012817,22.770932376055107,42.0879014262152
ENSG00000012822,54.44358203162899,63.966236538274956
ENSG00000012963,63.723682933928394,63.55874648297274
ENSG00000012983,86.04831667798584,78.01979237411469
ENSG00000013016,59.425633064907345,78.45153778985156
ENSG00000013275,81.35732996992336,76.51110895507908
ENSG00000013288,59.318909478994854,53.056175414766656
ENSG00000013293,44.217522072377996,44.600756767245564
ENSG00000013297,91.6221985058698,93.17454157368779
ENSG00000013306,82.6089065683516,82.3129911710488
ENSG00000013364,66.65858154652177,86.27631706607161
ENSG00000013374,89.48287571553313,83.86048316677986
ENSG00000013375,97.7151450470554,97.89463471427186
ENSG00000013392,62.23440380324051,57.3978849325701
ENSG00000013441,87.00882895119821,83.9429513922577
ENSG00000013503,73.7168914330067,77.55408945376928
ENSG00000013523,60.47346463568448,40.525856214223346
ENSG00000013561,87.72678762006404,91.08372950422043
ENSG00000013563,52.42068497137867,80.78490346366547
ENSG00000013573,70.44726884641506,59.34316483942952
ENSG00000013583,58.05277966430581,67.5317745221694
ENSG00000013588,96.44901523236635,99.12195595226545
ENSG00000013619,33.41418453478219,41.238963811002236
ENSG00000013725,37.07674396041526,36.35878529154943
ENSG00000013810,58.79984476569322,50.96051227321238
ENSG00000014123,83.98661104104008,86.61104104006986
ENSG00000014138,48.35063549044339,59.833123120209564
ENSG00000014164,23.634423207528865,0.0
ENSG00000014216,60.00776171533909,72.28582516736198
ENSG00000014257,34.16124963616959,0.0
ENSG00000014641,97.60842146114291,96.7982924226254
ENSG00000014824,89.3227903366644,92.50994469777821
ENSG00000014914,56.07839332492481,46.191908411758995
ENSG00000014919,84.58814397981953,80.1057533714951
ENSG00000015133,53.84204909284952,24.357232948481613
ENSG00000015153,80.26583875036383,67.74522169399437
ENSG00000015171,83.25895022800039,84.11273891530028
ENSG00000015285,22.824294169011353,0.0
ENSG00000015413,2.6632385757252353,0.0
ENSG00000015475,78.40787814106918,86.29572135441933
ENSG00000015479,99.15591345687396,93.18909478994858
ENSG00000015520,13.49568254584263,28.213835257591928
ENSG00000015532,71.33016396623654,83.4481420393907
ENSG00000015568,89.34219462501213,69.0550111574658
ENSG00000015592,10.357038905598138,19.73416124963617
ENSG00000015676,62.845638886193846,76.01629960221209
ENSG00000016082,37.47938294363054,0.0
ENSG00000016391,42.28194430969244,41.95207140778112
ENSG00000016402,44.261181721160376,0.0
ENSG00000016864,69.85543805180944,79.91656156010478
ENSG00000017260,94.21752207237799,85.05384690016493
ENSG00000017427,30.440477345493356,35.048995828078006
ENSG00000017483,0.0,55.29737071892888
ENSG00000017797,86.42670030076647,70.45211991850199
ENSG00000018189,93.19879693412244,90.86058018822159
ENSG00000018236,15.528281750266808,59.09090909090909
ENSG00000018280,50.912001552343064,46.28892985349762
ENSG00000018408,88.82798098379742,83.45299311147764
ENSG00000018510,92.5390511302998,79.69341224410594
ENSG00000018610,65.00436596487825,69.67109731250606
ENSG00000018625,22.116037644319395,22.877655961967594
ENSG00000018699,71.36412147084505,67.8907538566023
ENSG00000018869,24.362084020568545,43.82458523333656
ENSG00000019144,62.34112738915301,62.77772387697681
ENSG00000019169,11.603764431939458,0.0
ENSG00000019186,88.72610846997186,17.167944115649558
ENSG00000019485,34.107887843213355,23.716891433006694
ENSG00000019505,38.81342776753662,22.89706025031532
ENSG00000019549,62.25865916367517,73.74114679344135
ENSG00000019582,79.37324148636849,79.84379547880081
ENSG00000019991,7.543417095178034,52.48374890850877
ENSG00000019995,69.20539439216067,94.70262928107111
ENSG00000020129,55.5641796837101,47.952847579315026
ENSG00000020256,73.28514601726982,66.34326186087125
ENSG00000020426,83.74405743669351,75.21587270786844
ENSG00000020577,85.5146987484234,86.86329678859028
ENSG00000020633,63.06393713010575,51.513534491122535
ENSG00000020922,88.81342776753662,89.96798292422625
ENSG00000021300,38.944406713883765,0.0
ENSG00000021355,86.35878529154944,70.24352381876395
ENSG00000021461,39.967982924226256,39.42466285048996
ENSG00000021488,39.57504608518483,29.804986902105362
ENSG00000021574,87.69283011545551,67.83739206364606
ENSG00000021645,31.29426603279325,69.6468419520714
ENSG00000021762,10.546230716988454,44.07198990977006
ENSG00000021776,87.30474434850102,94.81420393907052
ENSG00000021826,54.83166779858348,52.41583389929174
ENSG00000022267,77.6802173280295,95.24594935480741
ENSG00000022277,91.11768700882895,84.41350538469001
ENSG00000022355,22.649655573881827,24.604637624915107
ENSG00000022556,57.606481032308146,44.36305423498593
ENSG00000022567,39.0268749393616,31.847288250703404
ENSG00000022840,85.46133695546716,80.18822159697294
ENSG00000022976,53.06102648685359,55.9522654506646
ENSG00000023041,72.99408169205395,69.01135150868342
ENSG00000023171,34.57844183564568,37.38721257397885
ENSG00000023191,63.941981177840304,92.18492286795382
ENSG00000023228,82.41001261278743,97.98195401183662
ENSG00000023287,97.9334432909673,97.95284757931503
ENSG00000023318,90.45309013291939,85.5146987484234
ENSG00000023330,68.00232851460173,70.70922673910934
ENSG00000023445,97.46288929853498,61.817211603764434
ENSG00000023516,86.61589211215679,85.17512370233821
ENSG00000023572,76.93800329872902,83.60822741825945
ENSG00000023608,92.2140293004754,86.1986999126807
ENSG00000023697,87.13495682545843,84.9859318909479
ENSG00000023734,98.57863587852916,98.77752983409334
ENSG00000023839,32.410012612787426,34.73367614242748
ENSG00000023892,22.746677015620453,0.0
ENSG00000023902,39.322790336664404,47.53565537983894
ENSG00000023909,86.01921024546425,93.88764917046667
ENSG00000024048,89.08023673231784,93.37343552925196
ENSG00000024422,64.10691762879597,92.60696613951683
ENSG00000024526,89.64781216648879,74.94906374308722
ENSG00000024862,62.17619093819734,68.2303289026875
ENSG00000025039,83.85563209469292,30.862520617056372
ENSG00000025156,80.26098767827689,66.49364509556612
ENSG00000025293,95.3526729407199,89.88551469874842
ENSG00000025423,54.00213447171826,0.0
ENSG00000025434,41.025516639177255,46.89046279227709
ENSG00000025708,31.595032502182985,61.44367905307073
ENSG00000025770,50.82953332686524,30.649073445231394
ENSG00000025772,83.54516348112932,90.18628116813817
ENSG00000025796,95.88629087028234,89.74968468031435
ENSG00000025800,92.24313573299699,92.87862617638498
ENSG00000026025,96.94867565732027,98.86970020374503
ENSG00000026036,5.554477539536237,0.0
ENSG00000026103,80.96439313088193,78.0391966624624
ENSG00000026297,78.6601338895896,44.22722421655186
ENSG00000026508,96.9050160085379,98.53012515765984
ENSG00000026559,53.25992044241777,46.4878238090618
ENSG00000026652,48.18569903948773,45.00824682254778
ENSG00000026751,22.882507034054527,67.55117881051711
ENSG00000026950,58.596099738042106,59.62452702047153
ENSG00000027001,61.4388279809838,59.425633064907345
ENSG00000027075,87.31929756476181,80.29979625497235
ENSG00000027697,85.99010381294266,84.24856893373436
ENSG00000027847,61.41942369263608,67.6870088289512
ENSG00000027869,29.557582225671876,0.0
ENSG00000028116,83.71980207625886,69.54982051033278
ENSG00000028137,48.5543805180945,35.93674201998642
ENSG00000028203,83.66158921121568,84.47656932182012
ENSG00000028277,27.520131949160763,36.98942466285049
ENSG00000028310,66.65373047443485,47.49199573105656
ENSG00000028528,81.44464926748812,73.21723100805278
ENSG00000028839,90.75385660230911,72.14999514892791
ENSG00000029153,78.12166488794023,85.9804016687688
ENSG00000029363,98.25361404870476,98.0110604443582
ENSG00000029364,94.70262928107111,95.1198214805472
ENSG00000029534,21.20888716406326,28.238090618026586
ENSG00000029639,73.47918890074706,70.51518385563209
ENSG00000029725,84.77733579120986,96.81769671097312
ENSG00000029993,85.38371980207626,68.26913747938295
ENSG00000030066,89.78364218492287,73.2657417289221
ENSG00000030110,32.33724653148346,57.35422528378772
ENSG00000030304,13.544193266711943,40.81692053943922
ENSG00000030419,51.30493839138449,39.88551469874842
ENSG00000030582,85.54865625303192,68.49713786746872
ENSG00000031003,75.67672455612691,61.725041234112744
ENSG00000031081,49.15106238478704,49.3936159891336
ENSG00000031691,71.56786649849617,65.63015426409237
ENSG00000031698,91.88415639856409,93.46075482681672
ENSG00000031823,56.19967012709809,45.78441835645678
ENSG00000032219,88.81827883962356,86.40729601241874
ENSG00000032389,76.55961967594838,56.43737265935772
ENSG00000032444,37.63461725041234,43.15998835742699
ENSG00000032742,67.87134956825457,56.010478315707765
ENSG00000033011,47.482293586882705,55.331328223537405
ENSG00000033030,76.47230037838362,72.79033666440283
ENSG00000033050,80.94983991462114,78.82507034054525
ENSG00000033100,37.28048898806636,40.642281944309694
ENSG00000033122,41.86475211021636,61.80750945959057
ENSG00000033170,76.83613078490346,81.15843601435917
ENSG00000033178,94.96458717376541,98.18569903948773
ENSG00000033327,36.84874357232948,86.9748714465897
ENSG00000033627,65.0771320461822,53.11923935189677
ENSG00000033800,91.64160279421752,83.05035412826236
ENSG00000033867,74.93451052682643,83.02609876782769
ENSG00000034053,52.13447171824973,80.35800912001552
ENSG00000034152,56.35005336179295,69.14233045503056
ENSG00000034239,28.039196662462405,24.14863684874357
ENSG00000034510,98.6950616086155,98.78238090618026
ENSG00000034533,69.27816047346464,60.027166003686816
ENSG00000034677,79.4217522072378,76.99621616377219
ENSG00000034693,84.132143203648,71.59212185893082
ENSG00000034713,89.6187057339672,88.26525662171339
ENSG00000035115,82.69622586591638,70.733482099544
ENSG00000035141,94.2320752886388,77.59289803046472
ENSG00000035403,90.88968662074318,93.60143591733772
ENSG00000035499,82.84660910061123,53.06587755894052
ENSG00000035664,53.546133695546715,49.049189870961484
ENSG00000035681,75.17221305908606,63.48112932958184
ENSG00000035687,77.6026001746386,68.90462792277093
ENSG00000035862,74.00310468613563,97.61812360531678
ENSG00000035928,86.76142427476472,98.24876297661783
ENSG00000036054,97.06025031531968,84.5347821868633
ENSG00000036257,92.95139225768895,70.07858736780828
ENSG00000036530,87.04763752789366,65.81449500339575
ENSG00000036549,92.48083826525662,89.40525856214224
ENSG00000036565,16.6925390511303,24.34267973222082
ENSG00000036672,61.36121082759289,38.07606481032308
ENSG00000036828,62.884447462889305,57.485204230134855
ENSG00000037042,56.539245173183275,67.84709420781992
ENSG00000037241,78.9706025031532,78.85902784515379
ENSG00000037280,46.54118560201805,17.648200252255748
ENSG00000037474,78.08285631124478,72.20335694188415
ENSG00000037637,76.33647035994954,74.50761618317648
ENSG00000037749,87.62491510623848,60.40069855438052
ENSG00000037757,53.46366547006889,77.54438730959542
ENSG00000037897,60.26971960803338,60.9731250606384
ENSG00000037965,38.65819346075482,28.25749490637431
ENSG00000038002,33.991462113127,70.62190744154458
ENSG00000038210,47.123314252449795,57.388182788396236
ENSG00000038219,93.80518094498885,92.73309401377703
ENSG00000038274,92.51479576986515,75.70097991656156
ENSG00000038295,17.52207237799554,63.76734258271078
ENSG00000038358,51.70272630251286,71.39807897545357
ENSG00000038382,85.09265547686039,83.99631318521394
ENSG00000038427,71.87348403997284,94.34850101872514
ENSG00000038532,64.06810905210052,66.11041040069856
ENSG00000038945,51.848258465120786,59.4644416416028
ENSG00000039068,84.82099543999225,48.80663626661492
ENSG00000039123,95.89114194236926,79.44600756767247
ENSG00000039139,61.48248762976618,57.93150286213253
ENSG00000039319,91.8259435335209,80.69273309401378
ENSG00000039523,49.55855244008926,57.17473561657126
ENSG00000039560,98.07897545357524,98.36033763461725
ENSG00000039600,12.224701659066655,23.799359658484526
ENSG00000039650,43.95556417968371,55.758222567187346
ENSG00000039987,30.978946347142717,27.66081303968177
ENSG00000040199,63.09304356262734,58.63005724265062
ENSG00000040275,85.7329969923353,61.76384981080819
ENSG00000040341,78.96575143106627,76.88464150577278
ENSG00000040487,41.292325603958474,40.550111574658
ENSG00000040531,47.07965460366741,43.106626564470744
ENSG00000040608,26.73425827107791,0.0
ENSG00000040633,50.43174541573687,49.0055302221791
ENSG00000040731,19.879693412244105,20.82080139710876
ENSG00000040933,71.98990977005919,70.23382167459008
ENSG00000041353,33.647035994954884,84.19035606869119
ENSG00000041357,97.35131464053556,95.90084408654313
ENSG00000041515,56.94673522848549,51.217619093819735
ENSG00000041802,87.52304259241292,66.04249539148151
ENSG00000041880,35.204230134859806,74.85689337343553
ENSG00000041982,49.28204133113418,79.93596584845251
ENSG00000041988,54.37566702241195,63.70427864558067
ENSG00000042062,29.887455127583195,26.627534685165422
ENSG00000042088,70.85960997380421,84.29707965460366
ENSG00000042286,57.42699136509168,74.08557291161347
ENSG00000042304,30.435626273406424,29.53817793732415
ENSG00000042317,63.77219365479772,79.41690113515087
ENSG00000042429,83.06490734452314,69.92335306102649
ENSG00000042445,52.97855826137577,61.97244591054623
ENSG00000042493,86.06772096633357,91.01096342291648
ENSG00000042753,60.22120888716407,80.81886096827398
ENSG00000042781,27.8208984185505,0.0
ENSG00000042832,34.224313573299696,28.04889880663627
ENSG00000042980,52.842728242941696,48.99582807800524
ENSG00000043039,28.47579315028621,27.355195498205102
ENSG00000043093,99.3159988357427,89.41010963422916
ENSG00000043143,59.09090909090909,27.09323760551082
ENSG00000043355,65.01891918113904,0.0
ENSG00000043514,77.06413117298922,66.37721936547976
ENSG00000043591,69.31696905016008,26.83613078490346
ENSG00000044090,57.8635878529155,69.1326283108567
ENSG00000044115,95.56126904045794,97.93829436305424
ENSG00000044446,52.77966430581158,82.02192684583292
ENSG00000044459,78.18472882507034,68.16726496555738
ENSG00000044524,49.70893567478413,25.812554574560977
