gen_name,spheroplast
YCR001W,14.042752379466375
YCR002C,81.33874239350912
YCR003W,32.62599469496021
YCR004C,91.26228740833203
YCR005C,91.88640973630832
YCR006C,12.95053830550788
YCR007C,26.462786706194414
YCR008W,80.65220783273521
YCR009C,86.3473240755188
YCR010C,19.098143236074268
YCR011C,89.37431736620377
YCR012W,99.43828990482135
YCR013C,98.51770947105632
YCR014C,36.1210797316274
YCR015C,25.807458261819317
YCR016W,28.397565922920894
YCR017C,88.17288188484943
YCR018C,20.674052114214387
YCR018C-A,82.35294117647058
YCR019W,44.12544858792323
YCR020C,21.50101419878296
YCR020C-A,14.978935871430801
YCR020W-B,31.081291933218914
YCR021C,16.773287564362615
YCR022C,18.5052270244968
YCR023C,62.240599157434865
YCR024C,33.00046809174598
YCR024C-A,92.7289748790763
YCR024C-B,97.50351068809486
YCR025C,10.48525511000156
YCR026C,64.92432516773287
YCR027C,34.99765954127009
YCR028C,50.709939148073026
YCR028C-A,72.39819004524887
YCR030C,85.66078951474489
YCR031C,97.05102200031206
YCR032W,60.8051178030894
YCR033W,62.78670619441411
YCR034W,76.40817600249649
YCR035C,69.94850990794195
YCR036W,67.63925729442971
YCR037C,57.21641441722578
YCR038C,29.833047277266346
YCR039C,21.984709002964582
YCR040W,0.0936183491964425
YCR041W,3.5106880948665937
YCR042C,75.47199251053206
YCR043C,55.65610859728507
YCR044C,75.45638945233266
YCR045C,37.2132938055859
YCR045W-A,0.34326728038695586
YCR046C,52.28584802621313
YCR047C,21.61023560617881
YCR048W,63.582462162583866
YCR049C,11.483850834763613
YCR050C,20.455609299422687
YCR051W,46.590731783429554
YCR052W,75.86206896551724
YCR053W,94.63254797940395
YCR054C,31.268528631611797
YCR057C,47.88578561398034
YCR059C,53.128413168981126
YCR060W,16.57044780777032
YCR061W,90.18567639257294
YCR063W,15.961928537993447
YCR064C,2.465283195506319
YCR065W,61.71009517865501
YCR066W,20.127945077235136
YCR067C,86.94024028709627
YCR068W,40.02184428147917
YCR069W,81.99407083788422
YCR071C,24.059915743485725
YCR072C,48.494304883757216
YCR073C,32.90684974254954
YCR073W-A,57.13839912622875
YCR075C,26.119519425807457
YCR075W-A,16.071149945389294
YCR076C,53.20642845997816
YCR077C,69.4024028709627
YCR079W,52.39506943360899
YCR081C-A,5.320642845997815
YCR081W,52.753939772195345
YCR082W,77.67202371664847
YCR083W,19.90950226244344
YCR084C,86.87782805429865
YCR085W,1.9815883913246994
YCR086W,25.386175690435326
YCR087C-A,0.4368856295833983
YCR087W,37.75940084256514
YCR088W,93.27508191605554
YCR089W,44.64034950850367
YCR090C,43.64175378374161
YCR091W,42.26868466219379
YCR092C,35.20049929786238
YCR093W,85.62958339834607
YCR094W,74.17693867998128
YCR095C,42.64315805897956
YCR095W-A,7.2710251209237
YCR096C,8.019971914495242
YCR097W,27.913871118739277
YCR098C,8.862537057263225
YCR099C,9.892338898424091
YCR100C,15.618661257606492
YCR101C,16.352004992978625
YCR102C,9.642689967233578
YCR105W,18.208768918708067
YCR106W,32.14229989077859
YCR107W,24.418786082072085
YCR108C,4.883757216414417
YDL001W,34.014666874707444
YDL002C,54.251833359338434
YDL003W,37.10407239819005
YDL004W,54.39226088313309
YDL005C,60.711499453892955
YDL006W,67.53003588703386
YDL007W,94.00842565142769
YDL008W,17.81869246372289
YDL009C,10.017163364019348
YDL010W,26.16632860040568
YDL011C,9.751911374629426
YDL012C,38.88282103292246
YDL013W,46.575128725230144
YDL014W,84.13168981120299
YDL015C,89.10906537681386
YDL016C,8.971758464659073
YDL017W,26.82165704478078
YDL018C,46.27867061944141
YDL019C,85.25511000156031
YDL020C,87.34591980028085
YDL021W,24.77765642065845
YDL022C-A,3.0581994070837886
YDL022W,99.73474801061008
YDL023C,83.85083476361366
YDL024C,62.61507255422063
YDL025C,79.46637540958028
YDL026W,5.788734591980028
YDL027C,58.24621625838664
YDL028C,58.74551412076767
YDL029W,79.27913871118739
YDL030W,38.74239350912779
YDL031W,43.06444063036355
YDL032W,2.8553596504914966
YDL033C,36.760805117803095
YDL034W,11.842721173349977
YDL035C,81.46356685910439
YDL036C,45.139647370884695
YDL037C,8.878140115462632
YDL039C,16.336401934779214
YDL040C,88.06366047745358
YDL041W,7.3334373537213295
YDL042C,32.26712435637385
YDL043C,32.1735060071774
YDL044C,37.41613356217819
YDL045C,61.14838508347636
YDL045W-A,38.33671399594321
YDL046W,90.06085192697769
YDL047W,53.22203151817756
YDL048C,22.64003744733968
YDL049C,18.02153222031518
YDL050C,24.262755500078015
YDL051W,64.36261507255422
YDL052C,80.43376501794351
YDL053C,78.98268060539866
YDL054C,48.71274769854892
YDL055C,97.87798408488064
YDL056W,46.21625838664378
YDL057W,34.04587299110626
YDL058W,86.51895771571228
YDL059C,23.669839288500548
YDL060W,22.359182399750352
YDL061C,85.22390388516149
YDL062W,7.130597597129038
YDL063C,49.69574036511156
YDL064W,54.14261195194258
YDL065C,54.891558745514125
YDL066W,92.01123420190356
YDL067C,33.062880324543606
YDL068W,10.812919332189109
YDL069C,16.539241691371508
YDL070W,64.83070681853643
YDL071C,6.6625058511468245
YDL072C,92.74457793727571
YDL073W,57.824933687002655
YDL074C,79.38836011858325
YDL075W,93.57154002184429
YDL076C,62.16258386643783
YDL077C,43.048837572164146
YDL078C,81.57278826650023
YDL079C,25.604618505227023
YDL080C,44.88999843969418
YDL081C,90.3105008581682
YDL082W,96.4581057887346
YDL083C,94.9602122015915
YDL084W,97.56592292089249
YDL085C-A,25.511000156030583
YDL085W,19.628647214854112
YDL086C-A,0.17163364019347793
YDL086W,77.12591667966922
YDL087C,20.54922764861913
YDL088C,81.13590263691684
YDL089W,61.2264003744734
YDL090C,33.45295677952878
YDL091C,56.49867374005305
YDL092W,20.049929786238103
YDL093W,43.860196598533314
YDL094C,2.3560617881104697
YDL095W,92.54173818068342
YDL096C,13.325011702293649
YDL097C,94.89779996879389
YDL098C,30.051490092058042
YDL099W,64.70588235294117
YDL100C,93.74317366203776
YDL101C,43.78218130753628
YDL102W,54.11140583554377
YDL103C,72.83507567483227
YDL104C,51.02200031206117
YDL105W,17.756280230925263
YDL106C,62.70869090341707
YDL107W,23.935091277890468
YDL108W,42.70557029177719
YDL109C,53.5340926821657
YDL110C,82.24371976907474
YDL111C,56.85754407863941
YDL112W,69.10594476517397
YDL113C,77.89046653144015
YDL115C,57.45046029021689
YDL116W,73.06912154782337
YDL117W,59.32282727414573
YDL118W,7.2554220627242945
YDL119C,32.84443750975191
YDL120W,63.691683569979716
YDL121C,37.8842253081604
YDL122W,80.57419254173817
YDL123W,60.19659853331253
YDL124W,96.87938836011858
YDL125C,90.38851614916523
YDL126C,98.92338898424092
YDL127W,32.360742705570296
YDL128W,88.45373693243876
YDL129W,28.179123108129193
YDL130W,91.93321891090653
YDL130W-A,41.394913403027
YDL131W,88.62537057263224
YDL132W,55.687314713683875
YDL133C-A,91.80839444531128
YDL133W,58.49586518957716
YDL134C,85.34872835075676
YDL135C,70.72866281791231
YDL136W,85.16149165236386
YDL137W,92.88500546107036
YDL138W,39.08566078951474
YDL139C,18.333593384303324
YDL140C,89.99843969418005
YDL141W,75.59681697612733
YDL142C,50.30425963488844
YDL143W,94.16445623342176
YDL144C,55.90575752847558
YDL145C,91.07505070993915
YDL146W,44.62474645030426
YDL147W,92.94741769386799
YDL148C,66.25058511468248
YDL149W,38.46153846153847
YDL150W,44.484318926509594
YDL151C,16.024340770791078
YDL152W,7.395849586518957
YDL153C,40.209080979872056
YDL154W,21.43860196598533
YDL155W,38.60196598533312
YDL156W,18.552036199095024
YDL157C,33.64019347792167
YDL158C,8.191605554688719
YDL159W,37.72819472616633
YDL159W-A,4.088001248244656
YDL160C,52.16102356061788
YDL160C-A,26.759244811983145
YDL161W,70.82228116710876
YDL163W,4.961772507411453
YDL164C,49.36807614292401
YDL165W,58.72991106256826
YDL166C,45.18645654548292
YDL167C,58.19940708378842
YDL168W,82.39975035106882
YDL169C,35.71540021844282
YDL170W,36.88562958339834
YDL171C,77.5315961928538
YDL172C,14.401622718052739
YDL173W,59.08878140115462
YDL174C,79.23232953658918
YDL175C,29.5209861132782
YDL176W,42.34669995319082
YDL177C,26.91527539397722
YDL178W,65.00234045872992
YDL179W,35.77781245124044
YDL180W,66.9527227336558
YDL181W,33.53097207052582
YDL182W,92.35450148229053
YDL183C,29.38055858948354
YDL184C,98.68934311124981
YDL185C-A,2.9021688250897175
YDL185W,97.39428928069901
YDL186W,13.605866749882978
YDL188C,84.69339990638164
YDL189W,51.006397253861756
YDL190C,77.21953502886566
YDL191W,97.42549539709783
YDL192W,95.92760180995475
YDL193W,55.81213917927914
YDL194W,56.20221563426432
YDL195W,94.81978467779685
YDL196W,10.141987829614605
YDL197C,66.5314401622718
YDL198C,46.54392260883133
YDL199C,52.34826025901077
YDL200C,20.642845997815574
YDL201W,53.36245904197222
YDL202W,43.08004368856296
YDL203C,39.023248556717114
YDL204W,94.53892963020752
YDL205C,50.83476361366828
YDL206W,55.749726946481516
YDL207W,51.5369012326416
YDL208W,84.95865189577158
YDL209C,23.43579341550944
YDL210W,20.486815415821503
YDL211C,14.105164612264003
YDL212W,79.91886409736308
YDL213C,48.41628959276018
YDL214C,64.39382118895304
YDL215C,75.61242003432673
YDL216C,46.497113434233114
YDL217C,59.77531596192854
YDL218W,17.38180683413949
YDL219W,52.87876423779061
YDL220C,21.73506007177407
YDL221W,10.298018411608675
YDL222C,97.26946481510376
YDL223C,94.67935715400219
YDL224C,79.20112342019036
YDL225W,48.93119051334062
YDL226C,83.2579185520362
YDL227C,34.857232017475425
YDL228C,95.11624278358558
YDL229W,99.01700733343736
YDL230W,50.25745046029022
YDL231C,47.24606022780465
YDL232W,65.26759244811983
YDL233W,21.407395849586518
YDL234C,56.52987985645187
YDL235C,67.49882977063506
YDL236W,75.56561085972851
YDL237W,80.88625370572632
YDL238C,31.206116398814167
YDL239C,52.36386331721017
YDL240W,39.975035106880945
