gen_name,group 1 innate lymphoid cell,group 2 innate lymphoid cell,group 3 innate lymphoid cell,natural killer cell
ENSG00000004455,94.55333671539915,94.3550246737075,95.05142277360143,94.23972697504958
ENSG00000004468,34.09122353917816,44.2328091131301,70.5391320389245,91.60171562975603
ENSG00000004478,55.6334455564267,63.035557810266106,71.74745192085966,59.35525526910483
ENSG00000004487,68.45916155513537,77.89512521330074,67.56445141354979,53.26292487201955
ENSG00000004534,96.07987824563021,97.96153668772772,98.22902734861412,98.30742978370152
ENSG00000004660,56.61117004104598,60.406770280865196,50.4911681962828,37.771526080339434
ENSG00000004700,89.55864040953743,92.0444587926025,88.69160171562976,94.99607987824564
ENSG00000004766,75.02651847069133,72.95577180279481,68.7866070193239,74.31167273901212
ENSG00000004777,30.964349951574967,37.061292256606556,39.45487248074529,32.947470368491445
ENSG00000004779,82.80219526818244,86.9252409721902,84.39330350966195,79.85979799843194
ENSG00000004799,0.0,59.216898030715306,6.050823225568418,0.0
ENSG00000004809,21.768205506618088,21.616012544389616,20.0479638426417,26.975049578010424
ENSG00000004838,26.01116081723009,0.0,36.761518240095924,56.458977078817504
ENSG00000004846,45.27971221694415,45.13213116266199,84.4071392335009,47.19826592261219
ENSG00000004848,17.46529539270396,20.14020200156805,16.519854263708897,23.894295069870406
ENSG00000004864,61.31992805423604,58.01319005672647,68.51911635843749,30.281787575519992
ENSG00000004866,60.2499654106904,64.91260434441729,78.66531384033576,51.89780011990961
ENSG00000004897,82.47936171194023,77.21256283724577,79.31098095282019,82.14269243185906
ENSG00000004939,44.172854309827976,48.68330028132639,49.96541069040262,56.38057464373011
ENSG00000004961,64.85726144906148,48.33279527740626,77.07420559885625,82.05967808882535
ENSG00000004975,74.27016556749527,63.67661301480423,65.56288336484803,60.44827745238205
ENSG00000005007,63.778074989623214,0.0,48.729419360789564,38.57860997094498
ENSG00000005020,86.20117142461837,89.49407369828897,96.70709772632938,97.11294562560532
ENSG00000005022,97.25591477194115,93.22971913480606,96.35659272240926,95.16210856431306
ENSG00000005059,96.96997647926948,87.18350781718397,90.45796245906932,96.338145090624
ENSG00000005073,0.0,0.0,31.167273901212933,0.0
ENSG00000005075,78.68837338006733,77.29096527233317,76.64529815984874,84.79915140893787
ENSG00000005100,52.289812295346586,67.37997509569709,55.80869805838675,70.06871742840013
ENSG00000005102,49.03380528524651,0.0,0.0,0.0
ENSG00000005108,19.20398468846562,7.886362588202739,14.412212332241847,21.28856708020108
ENSG00000005156,53.71950375870498,70.5391320389245,72.57759535119679,66.15781948992299
ENSG00000005175,78.3609279158788,72.17635935986718,78.59152331319467,70.87118941105935
ENSG00000005187,59.00936217313102,67.94262786514781,56.126919706682656,43.93303509661947
ENSG00000005189,40.28501591108242,45.94843886916017,47.797813955633444,61.39833048932344
ENSG00000005194,84.07046995341973,86.03053083060462,83.84448646405018,91.33422496886962
ENSG00000005206,74.84204215283863,63.16469123276299,68.22856615781949,65.35995941521007
ENSG00000005238,61.827237928330945,49.55956279112669,57.026241756214546,59.913296130609226
ENSG00000005249,0.0,0.0,55.68417654383618,62.98943873080294
ENSG00000005302,97.26513858783379,90.07517409952497,88.9452566526772,91.97066826546141
ENSG00000005339,89.2358068532952,78.79905917077895,84.02435087395655,89.60014758105427
ENSG00000005379,63.80574643730112,42.720103306738,70.18862703500439,77.76137988285754
ENSG00000005421,21.07641931467048,15.869575243278145,24.037264216206246,19.762025549970023
ENSG00000005436,75.88433334870636,82.4978093437255,65.31845224369322,54.46663284600839
ENSG00000005448,87.92602499654107,87.40949130655352,77.23101046903103,79.18645943826961
ENSG00000005469,65.49370474565328,74.27016556749527,75.17409952497349,80.87902965456809
ENSG00000005471,8.508970160955586,30.17571369275469,27.496195175944287,12.821104090762347
ENSG00000005483,98.6717705114606,98.34893695521836,99.10990176636074,98.75939676244062
ENSG00000005486,88.35032052760226,90.74851265968731,87.54784854494304,94.84388691601715
ENSG00000005700,81.92132085043583,80.22413872619103,81.00355116911867,75.41391873818199
ENSG00000005801,72.82663838029792,68.80966655905549,84.52243693215883,89.89992159756491
ENSG00000005810,95.86773048009962,88.42872296268966,94.20283171147904,71.48918507586589
ENSG00000005812,60.651201402020014,68.43149010745746,75.62606650371258,67.39381081953604
ENSG00000005844,96.74399298989992,93.94917677443159,90.09362173131025,97.86007471290873
ENSG00000005882,79.00659502836324,67.97491122077204,74.74058017801964,81.5431443988378
ENSG00000005884,56.54660332979754,51.2336853756399,49.91006779504681,50.43582530092699
ENSG00000005889,84.01512705806392,88.1981275653738,91.9660563575151,88.39643960706545
ENSG00000005893,89.5263570539132,88.05515841903797,91.12207720333902,94.00913157773371
ENSG00000005961,42.969146335839135,40.045196697873905,47.77014250795554,49.642577134160405
ENSG00000005981,37.74385463266153,36.75690633214961,30.595397315869576,40.879952036157356
ENSG00000006007,81.87981367891896,71.88580915924918,87.12816492182816,59.33219572937324
ENSG00000006015,92.64861873357007,90.86381035834525,90.57787206567357,94.05063874925057
ENSG00000006016,13.452935479407833,24.087995203615737,16.893418807360604,28.589217359221507
ENSG00000006025,51.53345939215054,42.1113314578241,55.50892404187613,49.52266752755615
ENSG00000006042,45.348890836138914,48.102199880090396,45.985334132730706,48.49421205552737
ENSG00000006062,68.83733800673339,64.93566388414888,69.9303601900106,76.19333118110963
ENSG00000006071,33.38098971544528,26.14951805561961,29.898999215975646,33.118110962505185
ENSG00000006116,0.0,23.732878291749294,3.0761426001937,30.613844947654844
ENSG00000006118,31.619240879952038,32.17728174145644,33.952866300788635,37.623945026057285
ENSG00000006125,86.77304800996171,86.97136005165336,88.13356085412535,91.55559655029286
ENSG00000006194,58.50205229903611,67.68436102015404,52.548079140340356,79.86440990637827
ENSG00000006210,43.716275423142555,41.90840750818614,41.38726191025227,50.283632338698524
ENSG00000006282,59.36447908499747,57.06313701978508,78.02425863579762,70.1378960475949
ENSG00000006283,27.320942673984227,30.221832772217866,24.32781441682424,32.32025088779228
ENSG00000006327,11.783424802840935,42.92763916432228,38.73080293317345,35.949822441544065
ENSG00000006377,33.224184845270486,31.803717197804733,31.43015265415302,31.448600285938294
ENSG00000006432,54.701840151270574,52.71410782640778,48.807821795876954,73.47691740072868
ENSG00000006451,88.0966655905548,86.021307014712,89.48484988239635,80.03043859244569
ENSG00000006453,39.12281510861043,39.44564866485265,43.979154176082645,41.087487893741645
ENSG00000006459,65.64128579993543,75.64912604344417,53.59959415210073,55.578102661070886
ENSG00000006468,0.0,0.0,43.9422589125121,12.742701655674955
ENSG00000006530,83.5308767237006,87.46022229396301,78.79905917077895,95.17133238020568
ENSG00000006534,60.41599409675783,63.34455564266938,53.87169672093345,62.88336484803764
ENSG00000006555,62.91564820366185,55.817921874279385,53.98699441959138,69.73666005626528
ENSG00000006576,80.52391274270165,95.7847161370659,86.78227182585435,85.78148780150349
ENSG00000006607,39.84227274823595,59.18461467509108,60.53129179541577,65.90877646082184
ENSG00000006625,65.80270257805654,61.26919706682654,72.30549278236407,80.30254116127841
ENSG00000006634,70.70977263293825,76.85744592537932,80.9297606419776,51.307475902780986
ENSG00000006638,51.43660932527787,60.93713969469169,53.24447724023429,53.91320389245031
ENSG00000006652,88.23963473689065,93.5018217036388,92.67167827330167,88.98215191624776
ENSG00000006659,30.669187843010654,0.0,16.00332057372135,20.361573582991284
ENSG00000006695,89.34649264400683,79.16801180648434,78.30097311257667,76.89434118894987
ENSG00000006704,43.610201540377254,46.66789650878568,45.49647189042107,47.71941152054605
ENSG00000006712,85.7076972743624,85.89678550016143,81.90287321865056,74.36701563436795
ENSG00000006715,70.48840105151501,80.60692708573536,89.24041876124153,87.58474380851358
ENSG00000006740,37.71157127703731,56.0854125351658,44.95687866070193,44.2328091131301
ENSG00000006744,90.33805285246507,84.34257252225245,89.87225014988701,91.02522713646636
ENSG00000006747,57.06313701978508,59.94096757828714,54.33288751556519,56.50509615828068
ENSG00000006756,58.27145690172024,63.21081031222617,64.20237052068441,71.4384540884564
ENSG00000006757,51.17834248028409,42.19434580085781,64.6773970391551,59.34141954526587
ENSG00000006788,15.961813402204491,10.243047548770926,29.571553751787118,0.0
ENSG00000006831,56.84176543836185,55.60116220080247,59.3737029008901,52.275976571507634
ENSG00000006837,27.93893833879076,42.80772955771803,43.76700641055204,51.21062583590832
ENSG00000007038,0.0,47.51648757090808,29.15648203661855,55.33367153991606
ENSG00000007047,40.55711847991514,44.726283263386065,52.216021768205515,38.74002674906609
ENSG00000007062,16.676659133883685,8.808744177466219,16.598256698796295,29.51159894848499
ENSG00000007080,72.87736936770742,83.72457685744592,75.35396393487986,78.68376147212102
ENSG00000007129,67.117096342757,78.97431167273902,67.5690633214961,80.66688188903748
ENSG00000007168,89.19891158972467,85.56472812802657,87.77844394225892,85.2557302956233
ENSG00000007174,45.66250057648849,47.92233547018402,44.65710464419131,36.85836830696859
ENSG00000007202,65.96411935617765,66.57289120509155,69.4461098556473,76.98657934787622
ENSG00000007237,45.169026426232534,45.51030761426002,59.45210533597749,75.93045242816953
ENSG00000007255,88.82073513812664,90.41645528755245,80.55158419037956,83.76147212101647
ENSG00000007264,49.09837199649495,71.7843471844302,78.13494442650925,87.24807452843241
ENSG00000007312,74.04418207812571,71.87197343541023,60.58663469077157,74.0395701701794
ENSG00000007341,73.0849052252917,75.93506433611586,75.92584052022322,74.30244892311948
ENSG00000007350,56.05774108748789,59.81183415579026,59.07854079232578,0.0
ENSG00000007372,44.712447539547114,33.93441866900337,29.765253885532445,31.919014896462667
ENSG00000007376,72.91426463127796,60.72038002121478,69.57063137019786,76.39164322280128
ENSG00000007392,88.16584420974958,95.79393995295854,90.26426232532398,88.90836138910667
ENSG00000007402,56.26988885301849,54.545035281095785,46.10063183138865,49.66102476594567
ENSG00000007516,58.05469722824333,66.99718673615274,66.37919107134621,59.350643361158504
ENSG00000007520,61.02937785361804,63.847253608817965,55.301388184291845,61.379882857538156
ENSG00000007541,66.76197943089056,75.3908591984504,71.29548494212055,67.39842272748236
ENSG00000007545,65.59977862841858,72.43923811280727,57.4643730111147,61.481344832357145
ENSG00000007923,77.7014250795554,76.93584836046674,71.66904948577226,69.00336669280081
ENSG00000007933,42.55868652861689,39.55172254761795,42.89535580869806,44.74934280311765
ENSG00000007944,89.18046395793941,74.65295392703962,80.36710787252687,82.30872111792648
ENSG00000007952,0.0,26.55536595489554,17.967993358852556,0.0
ENSG00000007968,41.959138495595624,52.40510999400452,44.22819720518378,47.85315685098925
ENSG00000008018,96.95614075543052,97.41733155006226,97.3758243785454,98.0906701102246
ENSG00000008083,82.03661854909376,85.68924964257714,84.44403449707144,90.88225799013053
ENSG00000008086,64.7327399345109,63.16007932481668,63.28460083936724,63.99483466310012
ENSG00000008118,18.47530323294747,20.974957339851496,13.245399621823548,0.0
ENSG00000008128,85.78148780150349,77.82594659410597,79.83673845870037,85.4678780611539
ENSG00000008130,77.36475579947424,65.65512152377438,68.8142784670018,51.14144721671355
ENSG00000008226,56.43130563113961,56.002398192132084,65.11552829405525,58.56200710233824
ENSG00000008256,59.57201494258174,58.56661901028456,61.34298759396762,74.47770142507956
ENSG00000008277,31.9282387123553,45.56103860166951,28.58460545127519,52.88936032836784
ENSG00000008282,95.69247797813955,92.51487340312687,94.80699165244661,81.5708158465157
ENSG00000008283,87.56168426878199,87.10049347415026,73.79052714107827,74.43158234561638
ENSG00000008294,66.55444357330627,74.30244892311948,64.46986118157082,71.36466356131531
ENSG00000008300,26.988885301849376,0.0,42.157450537287275,0.0
ENSG00000008311,64.10552045381174,61.73499976940461,55.18147857768759,66.22699810911774
ENSG00000008323,28.686067426094176,26.624544574090304,34.5800857814878,34.24341650140663
ENSG00000008324,90.46257436701563,75.4462020938062,77.29557718027948,77.00502697966148
ENSG00000008382,0.0,0.0,44.55564266937232,0.0
ENSG00000008394,45.02144537195038,48.60028593829267,44.45418069455334,46.631001245215145
ENSG00000008405,80.13651247521099,84.80837522483051,88.01826315546741,65.36918323110271
ENSG00000008441,0.0,0.0,32.28335562422174,58.99552644929207
ENSG00000008513,97.73094129041185,96.0752663376839,97.46806253747175,97.57413642023705
ENSG00000008516,66.24544574090301,72.68366923396209,86.03514273855095,92.0721302402804
ENSG00000008517,99.5757044689388,99.84780703777153,99.13296130609233,98.63487524789005
ENSG00000008710,60.71115620532213,72.4484619286999,58.78337868376147,63.16007932481668
ENSG00000008735,39.4318129410137,40.146658672692894,37.64700456578887,44.343494903841716
ENSG00000008838,80.85135820689018,68.62519024120279,62.81879813678919,72.43001429691463
ENSG00000008853,56.67112484434811,54.84942120555274,68.03025411612784,73.37545542590969
ENSG00000008869,90.79001983120418,81.6492182816031,82.88520961121615,81.56159203062306
ENSG00000008952,97.15445279712218,97.0022598348937,96.72554535811464,95.10676566895725
ENSG00000008988,99.31743762394503,99.02688742332703,98.45962274592999,98.74094913065535
ENSG00000009307,98.87469446109856,98.82857538163539,98.79168011806485,98.60259189226583
ENSG00000009335,67.5690633214961,65.90877646082184,72.94654798690217,63.41834616981045
ENSG00000009413,82.7929714522898,70.25780565419915,85.17271595258958,73.80897477286354
ENSG00000009694,51.78711432919799,20.043351934695384,13.849559562791129,72.61910252271365
ENSG00000009724,35.02744085228059,32.952082276437764,31.836000553428956,32.61541299635659
ENSG00000009765,43.50412765761195,44.80007379052714,43.26892035234977,46.700179864409904
ENSG00000009780,75.30784485541669,85.26034220356962,89.14356869436885,85.11276114928746
ENSG00000009790,98.80551584190378,98.91158972466908,98.47807037771527,98.77323248627957
ENSG00000009830,52.575750588018266,56.173038786145824,56.79564635889868,54.937047456532774
ENSG00000009844,92.26121846607941,94.7516487570908,96.61024765945672,96.25513074759027
ENSG00000009950,43.65632061984043,45.29815984872942,46.9353871696721,52.85246506479731
ENSG00000009954,75.33090439514827,82.95438823041093,83.98745561038602,82.74685237282664
ENSG00000010017,73.03878614582852,61.24152561914864,76.77443158234561,65.286168888069
ENSG00000010030,20.495318913434488,44.071392335008994,5.252963150855509,0.0
ENSG00000010072,74.5653276760596,87.88912973297053,77.95969192454919,81.56620393856939
ENSG00000010165,71.82124244800073,71.14790388783841,72.10256883272609,53.0092699349721
ENSG00000010219,59.562791126689106,59.99631047364294,64.70045657888669,74.87432550846285
ENSG00000010244,95.21745145966887,93.93995295853895,96.95614075543052,96.56412857999355
ENSG00000010256,91.10362957155375,95.75243278144168,93.80620762809573,93.10058571230918
ENSG00000010270,82.00894710141586,77.0880413226952,98.20596780888253,96.30586173499977
ENSG00000010278,51.80556196098326,62.855693400359726,53.479684545496475,61.77650694092146
ENSG00000010292,67.63824194069088,61.36143522575289,66.28695291241988,67.95185168104044
ENSG00000010295,86.38103583452474,61.29225660655814,77.57229165705853,82.63616658211502
ENSG00000010310,53.17991052898584,58.14693538716968,60.60047041461052,60.62352995434212
ENSG00000010318,57.00318221648296,44.56947839321127,52.20218604436655,57.3582991283494
ENSG00000010322,74.13180832910575,79.4493381912097,79.2371904256791,77.2725176405479
ENSG00000010327,0.0,73.45385786099709,60.38371074113361,0.0
ENSG00000010361,52.98159848729419,59.456717243923805,55.07540469492229,62.61587418715122
ENSG00000010404,97.60641977586127,97.70326984273395,96.03375916616704,97.48651016925703
ENSG00000010438,0.0,14.739657796430382,14.605912465987178,18.489138956786423
ENSG00000010539,77.96891574044183,74.12258451321311,75.80593091361897,58.42364986394871
ENSG00000010610,98.4365632061984,26.38933726882812,29.271779735276482,28.413964857261448
ENSG00000010626,68.04870174791311,46.87543236636997,52.06382880597703,53.479684545496475
ENSG00000010671,0.0,49.172162523636025,31.531614628972005,0.0
ENSG00000010704,53.98699441959138,55.1307475902781,53.00465802702578,56.45436517087119
ENSG00000010803,78.52234469399991,58.72342388045935,63.57976294793156,78.58691140524834
ENSG00000010810,97.6110316838076,85.19116358437485,93.15131669971868,97.73094129041185
ENSG00000010818,89.47562606650371,72.92810035511691,69.10021675967347,76.97274362403726
ENSG00000010932,28.616888806899414,16.72739012129318,20.31545450352811,23.050315915694323
ENSG00000011007,80.57464373011115,86.38103583452474,81.55236821473044,77.9919752801734
ENSG00000011009,85.90139740810774,85.37563990222755,86.36258820273947,85.38486371812019
ENSG00000011021,69.67670525296316,45.141354978554624,68.43149010745746,76.97735553198358
ENSG00000011028,0.0,48.92773140248121,54.57270672877369,18.978001199096067
ENSG00000011052,46.797029931282566,57.12770373103353,45.989946040677026,49.64718904210672
ENSG00000011114,62.316100170640595,76.0042429553106,79.77217174745192,66.75736752294425
ENSG00000011132,75.7090808467463,67.21394640962967,72.36544758566619,84.86833002813265
ENSG00000011143,67.79043490291934,82.94055250657198,68.13632799889314,74.3301203707974
ENSG00000011198,64.94027579209519,51.71332380205691,63.787298805515846,67.31540838444865
ENSG00000011243,63.86108933265692,60.89102061522852,58.45593321957294,30.65996402711802
ENSG00000011258,60.99709449799382,56.60194622515334,58.8710049347415,57.35368722040308
ENSG00000011260,86.29802149149103,88.53479684545496,75.24789005211457,83.09735737674676
ENSG00000011275,92.4964257713416,94.29968177835171,85.4678780611539,91.36189641654752
ENSG00000011295,91.07134621592952,83.46631001245215,90.9283770695937,83.23571461513627
ENSG00000011304,96.42115943365769,93.22049531891344,89.00059954803302,94.7747082968224
ENSG00000011332,30.26795185168104,32.81833694599456,33.09043951482729,38.52787898353549
ENSG00000011376,63.934879859798,52.986210395240505,65.1524235576258,72.96499561868745
ENSG00000011405,79.98893142092885,56.98934649264401,74.30244892311948,79.29253332103491
ENSG00000011422,69.46455748743256,77.6737536318775,53.25831296407324,54.812525941982194
ENSG00000011426,0.0,44.22358529723746,12.101646451136835,24.055711847991514
ENSG00000011451,54.646497255914774,33.33487063598211,53.86247290504082,35.65927224092607
ENSG00000011454,59.67347691740073,40.99986164276161,67.81810635059725,77.95969192454919
ENSG00000011465,42.25430060415994,45.099847807037776,42.81695337361066,47.87160448277452
ENSG00000011478,52.76483881381727,50.98003043859245,56.34829128810589,55.103076142600194
ENSG00000011485,69.04948577226399,74.7590278098049,71.7290042890744,74.29783701517317
ENSG00000011523,90.25042660148503,65.4475856661901,81.32177281741455,80.28409352949315
ENSG00000011566,28.879767559839504,63.957939399529586,50.03458930959738,0.0
ENSG00000011590,48.992298113729646,28.026564589770786,17.59442881520085,0.0
ENSG00000011600,73.09874094913066,61.74422358529724,97.21901950837061,98.93003735645436
ENSG00000011638,67.66130148042245,73.7997509569709,69.89346492644006,44.68938799981552
ENSG00000012048,52.548079140340356,66.68818890374948,58.082368675921224,56.89249642577134
ENSG00000012061,82.6868975695245,86.87912189272701,81.26642992205876,81.9167089424895
ENSG00000012124,51.31669971867362,67.12632015864963,61.384494765484476,57.842549462712725
ENSG00000012171,22.92118249319744,38.17737397961537,26.721394640962963,35.45173638334179
ENSG00000012174,71.26781349444265,69.0264262325324,68.33002813263847,53.23986533228797
ENSG00000012211,57.15998708665775,61.85029746806254,58.70036434072776,61.26458515888022
ENSG00000012232,70.299312825716,75.51999262094728,72.34699995388092,66.15320758197666
ENSG00000012504,28.390905317529864,18.027948162154683,28.081907485126596,22.916570585251115
ENSG00000012660,95.1482728404741,95.67403034635429,97.03454319051792,86.80071945763963
ENSG00000012779,47.511875662961764,53.41511783424803,31.116542913803443,0.0
ENSG00000012817,86.31646912327629,79.26947378130332,81.29871327768298,85.32490891481807
ENSG00000012822,86.18733570077941,93.85232670755892,91.09440575566111,95.7847161370659
ENSG00000012963,87.07282202647235,71.12945625605313,81.28026564589771,83.1065811926394
ENSG00000012983,84.09352949315132,79.38015957201495,81.85675413918739,85.67541391873819
ENSG00000013016,53.641101323617576,54.000830143430335,44.14518286215007,60.097772448461924
ENSG00000013275,96.30586173499977,91.29732970529908,92.52409721901951,93.17898814739658
ENSG00000013288,81.67227782133469,79.81829082691509,72.11640455656504,69.56140755430522
ENSG00000013293,49.361250749435044,48.50343587142001,47.68712816492183,50.620301618779685
ENSG00000013297,64.09168472997278,62.385278789835354,62.597426555365956,64.24848960014758
ENSG00000013306,83.03740257344462,86.56090024443111,96.97458838721579,95.25895863118572
ENSG00000013364,96.9238573998063,91.49102983904442,95.71553751787114,94.60867961075496
ENSG00000013374,88.41488723885071,84.63773463081678,93.00834755338283,81.90748512659687
ENSG00000013375,67.02947009177697,72.65599778628419,60.946363510584334,66.47604113821887
ENSG00000013392,52.59881012774985,58.40059032421713,49.4811603560393,54.913987916801176
ENSG00000013441,98.8839182769912,99.19752801734077,99.12834939814601,99.09145413457547
ENSG00000013503,74.33473227874372,66.94184384079693,50.96158280680717,56.920167873449245
ENSG00000013523,69.00336669280081,88.89452566526772,73.7997509569709,64.51136835308768
ENSG00000013561,77.62302264446802,83.27722178665314,88.00903933957478,78.06576580731449
ENSG00000013563,75.1510399852419,44.49107595812388,73.71673661393719,30.194161324539966
ENSG00000013573,58.8986763824194,76.86205783332565,63.05400544205138,64.95411151593414
ENSG00000013583,54.6280496241295,51.24290919153254,48.15293086749988,59.23995757044689
ENSG00000013588,49.458100816307706,48.009961721164046,52.32670755891713,53.11534381773739
ENSG00000013619,23.446939999077618,20.86427154913988,37.799197528017345,25.074943504127656
ENSG00000013725,98.18290826915094,50.55112299958493,34.63081676889729,38.56938615505234
ENSG00000013810,90.1074574551492,84.01512705806392,75.93045242816953,64.76963519808145
ENSG00000014123,85.88756168426879,90.12590508693447,87.34953650325139,92.23815892634784
ENSG00000014138,68.18705898630263,74.00728681455519,72.23170225522298,78.5177327860536
ENSG00000014164,51.519623668311574,65.3415117834248,70.38232716874971,71.32315638979846
ENSG00000014216,89.51713323802058,79.10805700318222,88.23963473689065,83.47553382834478
ENSG00000014257,29.78831342526403,32.878291749296686,31.77604575012683,42.2174053405894
ENSG00000014641,95.97841627081124,95.00530369413826,95.4111515934142,95.85850666420697
ENSG00000014824,72.0241663976387,88.83918276991191,88.66854217589817,80.70838906055435
ENSG00000014914,43.76700641055204,51.528847484204206,0.0,0.0
ENSG00000014919,80.75912004796383,68.30696859290688,78.305585020523,85.30184937508648
ENSG00000015133,88.71927316330766,83.08813356085413,88.65931836000553,89.83996679426278
ENSG00000015153,77.93202047687127,86.46405017755846,89.08361389106673,88.87146612553613
ENSG00000015171,76.54383618502975,88.62703500438131,81.37250380482406,72.99727897431167
ENSG00000015285,64.17469907300651,65.35534750726374,61.13545173638334,64.77885901397407
ENSG00000015413,9.14080154960107,0.0,3.9062860305308305,13.55900936217313
ENSG00000015475,82.8990453350551,78.66531384033576,82.62694276622238,86.50094544112899
ENSG00000015479,98.35816077111102,97.7955080016603,97.87391043674768,98.42272748235945
ENSG00000015520,28.90743900751741,32.33408661163123,29.548494212055527,35.424064935663885
ENSG00000015532,57.80104229119587,64.11013236175805,68.96647142923027,55.67956463588987
ENSG00000015568,86.09048563390674,67.92879214130886,78.88668542175898,78.63303048471153
ENSG00000015592,16.575197159064707,13.425264031729927,4.086150440437209,0.0
ENSG00000015676,91.69395378868238,89.28653784070471,89.02827099571093,88.20273947332011
ENSG00000016082,19.531430152654153,6.862519024120278,0.0,0.0
ENSG00000016391,60.38832264907993,94.17516026380113,40.358806438223496,43.338098971544525
ENSG00000016864,83.64156251441221,74.84665406078494,85.20038740026749,82.0458423649864
ENSG00000017260,81.24337038232717,79.33404049255176,79.5508001660287,78.10727297883135
ENSG00000017427,41.082875985795326,43.536411013236176,44.7631785269566,44.43112115482175
ENSG00000017483,65.95950744823134,8.089286537840705,47.21671355439746,55.59655029285615
ENSG00000017797,61.573582991283494,70.62675828990453,84.49937739242725,86.30724530738367
ENSG00000018189,88.7284969792003,87.38181985887562,92.65323064151639,89.34649264400683
ENSG00000018236,36.76613014804225,37.30572337776138,30.706083106581193,40.308075450814
ENSG00000018280,54.63727344002214,65.04173776691418,56.04851727159526,55.845593321957296
ENSG00000018408,59.29991237374902,67.28773693677074,58.40520223216345,63.09551261356824
ENSG00000018510,61.416778121108706,76.73753631877508,73.73057233777614,66.9326200249043
ENSG00000018610,66.57750311303786,67.42609417516027,66.04252179126505,73.42157450537287
ENSG00000018625,39.30267951851681,41.50717151685652,38.34801457362911,42.618641331919015
ENSG00000018699,70.88963704284463,86.01669510676567,71.2309182308721,67.71664437577826
ENSG00000018869,50.191394179772175,62.19157865609003,65.39685467878061,33.846792418023334
