gen_name,mononuclear cell of bone marrow
ENSG00000010256,97.21218378936499
ENSG00000010270,91.33048159893798
ENSG00000010278,89.11424146323476
ENSG00000010292,80.34147060992699
ENSG00000010295,69.64377903975219
ENSG00000010310,51.637288885611035
ENSG00000010318,64.25252599749244
ENSG00000010319,36.341175602920565
ENSG00000010322,78.12523047422376
ENSG00000010327,67.04402979570764
ENSG00000010361,55.365439929198324
ENSG00000010379,2.5296850800206503
ENSG00000010404,96.0358433512796
ENSG00000010438,29.025001843793792
ENSG00000010539,65.51736853750276
ENSG00000010610,67.29109816358138
ENSG00000010626,65.18548565528431
ENSG00000010671,94.55343314403717
ENSG00000010704,59.344346928239545
ENSG00000010803,79.51913857954126
ENSG00000010810,75.0682203702338
ENSG00000010818,68.06549155542444
ENSG00000010932,29.34213437569142
ENSG00000011007,86.63987019691717
ENSG00000011009,72.38365661184453
ENSG00000011021,74.00988273471495
ENSG00000011028,47.81694815251862
ENSG00000011052,73.97669444649311
ENSG00000011083,6.637657644369053
ENSG00000011105,22.051773729626078
ENSG00000011114,77.97772697101556
ENSG00000011132,57.61855594070359
ENSG00000011143,75.48491776679697
ENSG00000011198,69.2049561177078
ENSG00000011201,40.095139759569285
ENSG00000011243,53.429456449590674
ENSG00000011258,77.76384689136367
ENSG00000011260,90.73677999852497
ENSG00000011275,82.5613983332104
ENSG00000011295,96.44516557268236
ENSG00000011304,81.97507190795783
ENSG00000011332,45.35732723652187
ENSG00000011347,2.1756766723209675
ENSG00000011376,68.44531307618556
ENSG00000011405,78.92174939154805
ENSG00000011422,78.63780514787226
ENSG00000011426,61.96253411018512
ENSG00000011451,62.16166383951619
ENSG00000011454,83.49067040342209
ENSG00000011465,52.72881480935172
ENSG00000011478,65.30348845785088
ENSG00000011485,65.4657423113799
ENSG00000011523,88.82292204439855
ENSG00000011566,74.60727192270816
ENSG00000011590,31.17486540305332
ENSG00000011600,70.86805811638027
ENSG00000011638,84.03643336529242
ENSG00000012048,77.63478132605648
ENSG00000012061,91.69924035695848
ENSG00000012124,61.903532708901835
ENSG00000012171,43.42871893207464
ENSG00000012174,68.1134301939671
ENSG00000012211,57.51161590087764
ENSG00000012223,5.878014602846818
ENSG00000012232,64.86835312338668
ENSG00000012504,33.557046979865774
ENSG00000012660,94.42436757873
ENSG00000012779,69.7175307913563
ENSG00000012817,86.74312264916291
ENSG00000012822,79.26100744892692
ENSG00000012963,87.51751604100598
ENSG00000012983,90.99491112913933
ENSG00000013016,69.91666052068737
ENSG00000013275,96.67010841507486
ENSG00000013288,70.17479165130172
ENSG00000013293,58.30813481820193
ENSG00000013297,56.92160188804484
ENSG00000013306,79.57813998082455
ENSG00000013364,77.28814809351722
ENSG00000013374,90.45652334242938
ENSG00000013375,76.8382624087322
ENSG00000013392,63.61457334611696
ENSG00000013441,99.03753964156648
ENSG00000013503,62.998746220222735
ENSG00000013523,70.03466332325394
ENSG00000013561,82.15576369938786
ENSG00000013563,62.95449516926027
ENSG00000013573,77.50571576074931
ENSG00000013583,75.32635150084815
ENSG00000013588,60.594439117929056
ENSG00000013619,53.87565454679548
ENSG00000013725,47.33756176709197
ENSG00000013810,88.21815768124492
ENSG00000014123,80.83560734567446
ENSG00000014138,71.82683088723357
ENSG00000014164,57.312486171546574
ENSG00000014216,80.36728372298842
ENSG00000014257,44.93694225237849
ENSG00000014641,98.46596356663471
ENSG00000014824,91.74349140792094
ENSG00000014914,47.367062467733604
ENSG00000014919,91.03547459252157
ENSG00000015133,66.80433660299431
ENSG00000015153,83.2104137473265
ENSG00000015171,85.10214617597168
ENSG00000015285,53.12338668043366
ENSG00000015413,68.29412198539715
ENSG00000015475,94.60874695774024
ENSG00000015479,98.90478648867911
ENSG00000015520,39.92919831846006
ENSG00000015532,74.72158713769453
ENSG00000015568,88.42466258573641
ENSG00000015592,26.47319123829191
ENSG00000015676,82.88221845268825
ENSG00000016082,22.453720775868426
ENSG00000016391,61.43520908621581
ENSG00000016402,9.064090272143964
ENSG00000016864,77.80441035474593
ENSG00000017260,95.48639280182904
ENSG00000017427,56.586031418246186
ENSG00000017483,82.75315288738108
ENSG00000017797,90.33483295228262
ENSG00000018189,97.92020060476436
ENSG00000018236,60.58706394276864
ENSG00000018280,63.51500848145143
ENSG00000018408,70.99343609410724
ENSG00000018510,93.14846227597904
ENSG00000018607,0.862895493767977
ENSG00000018610,76.42894018732946
ENSG00000018625,46.386164171399066
ENSG00000018699,84.51581975071907
ENSG00000018869,58.31182240578213
ENSG00000019102,52.0576738697544
ENSG00000019144,62.792241315731246
ENSG00000019186,3.989969761781843
ENSG00000019485,55.0667453352017
ENSG00000019505,37.41795117634044
ENSG00000019549,27.111143889667378
ENSG00000019582,99.96312412419796
ENSG00000019991,90.51921233129286
ENSG00000019995,79.81045799837746
ENSG00000020129,58.687956338963055
ENSG00000020181,42.75020281731691
ENSG00000020219,21.915332989158493
ENSG00000020256,63.94645622833542
ENSG00000020426,80.23084298252084
ENSG00000020577,63.397005678884874
ENSG00000020633,77.9261007448927
ENSG00000020922,92.87926838262409
ENSG00000021300,66.25857364112397
ENSG00000021355,99.04122722914668
ENSG00000021461,55.48713031934508
ENSG00000021488,48.42908769083266
ENSG00000021574,84.2429382697839
ENSG00000021645,69.31927133269416
ENSG00000021762,51.423408805959134
ENSG00000021776,89.19536838999926
ENSG00000021826,54.66111070137916
ENSG00000022267,97.2195589645254
ENSG00000022277,96.68117117781547
ENSG00000022355,44.011357769747036
ENSG00000022556,63.56294711999409
ENSG00000022567,44.97013054060034
ENSG00000022840,90.84372003835091
ENSG00000022976,69.69171767829486
ENSG00000023041,92.65801312781178
ENSG00000023171,59.0899033852054
ENSG00000023191,80.48159893797478
ENSG00000023228,91.46323475182535
ENSG00000023287,91.48536027730658
ENSG00000023318,94.47230621727266
ENSG00000023330,77.57946751235342
ENSG00000023445,88.45785087395825
ENSG00000023516,75.45541706615532
ENSG00000023572,87.18563315878752
ENSG00000023608,77.14801976546943
ENSG00000023697,87.66870713179438
ENSG00000023734,98.11933033409544
ENSG00000023839,50.38719669592153
ENSG00000023892,73.04004720112103
ENSG00000023902,71.38432037760897
ENSG00000023909,72.2177151707353
ENSG00000024048,93.91916808024192
ENSG00000024422,63.03930968360498
ENSG00000024526,59.06040268456376
ENSG00000024862,92.85345526956266
ENSG00000025039,72.96629544951692
ENSG00000025156,83.722988420975
ENSG00000025293,94.98856847850136
ENSG00000025423,54.14484844015045
ENSG00000025434,76.45475330039089
ENSG00000025708,52.50387196695922
ENSG00000025770,79.29050814956855
ENSG00000025772,89.94763625636108
ENSG00000025796,93.79010251493473
ENSG00000025800,95.22457408363448
ENSG00000026025,99.22191902057675
ENSG00000026036,40.23526808761708
ENSG00000026103,71.83051847481377
ENSG00000026297,91.4189837008629
ENSG00000026508,97.63994394866879
ENSG00000026559,50.02950070064164
ENSG00000026652,80.00590014012833
ENSG00000026751,60.80094402242053
ENSG00000026950,86.94593996607419
ENSG00000027001,71.52076111807656
ENSG00000027075,85.93554096909801
ENSG00000027644,4.661110701379158
ENSG00000027697,88.50210192492072
ENSG00000027847,63.124124197949705
ENSG00000027869,35.47090493399218
ENSG00000028116,89.37606018142931
ENSG00000028137,67.7409838483664
ENSG00000028203,88.37303635961355
ENSG00000028277,63.40069326646508
ENSG00000028310,73.54893428718931
ENSG00000028528,89.96976178184232
ENSG00000028839,85.09108341323106
ENSG00000029153,84.32406519654842
ENSG00000029363,98.90847407625931
ENSG00000029364,87.80883545984217
ENSG00000029534,59.565602183051844
ENSG00000029639,82.57983627111145
ENSG00000029725,81.3776827199646
ENSG00000029993,89.22118150306069
ENSG00000030066,90.48971163065123
ENSG00000030110,62.47510878383361
ENSG00000030304,25.55866951840106
ENSG00000030419,64.40740467586105
ENSG00000030582,87.57282985470904
ENSG00000031003,75.75411166015192
ENSG00000031081,58.38557415738623
ENSG00000031691,68.08392949332547
ENSG00000031698,93.24065196548418
ENSG00000031823,71.21469134891953
ENSG00000032219,94.14779851021461
ENSG00000032389,78.99918873073236
ENSG00000032444,63.341691865181794
ENSG00000032742,78.9586252673501
ENSG00000033011,77.30289844383805
ENSG00000033030,80.4225975366915
ENSG00000033050,80.10915259237407
ENSG00000033100,57.0432922781916
ENSG00000033122,51.31646876613319
ENSG00000033170,90.99122354155911
ENSG00000033178,96.46729109816357
ENSG00000033327,71.74201637288886
ENSG00000033627,75.96061656464342
ENSG00000033800,95.12132163138874
ENSG00000033867,78.38336160483811
ENSG00000034053,59.96386164171399
ENSG00000034152,74.31964009145217
ENSG00000034239,11.420458735894977
ENSG00000034510,99.51323843941293
ENSG00000034533,75.1530348845785
ENSG00000034677,93.87491702927944
ENSG00000034693,84.36462865993067
ENSG00000034713,92.28187919463086
ENSG00000034971,52.52230990486024
ENSG00000035115,82.83059222656539
ENSG00000035141,92.97145807212921
ENSG00000035403,85.46352975883177
ENSG00000035499,71.25156722472158
ENSG00000035664,66.07788184969394
ENSG00000035681,89.8812596799174
ENSG00000035687,84.43469282395458
ENSG00000035720,91.92787078693118
ENSG00000035862,76.92676451065714
ENSG00000035928,90.31270742680138
ENSG00000036054,87.6908326572756
ENSG00000036257,88.9962386606682
ENSG00000036448,63.53713400693266
ENSG00000036530,60.94844752562874
ENSG00000036549,89.28387049192418
ENSG00000036565,43.413968581753814
ENSG00000036672,59.904860240430715
ENSG00000036828,55.32118887823586
ENSG00000037042,68.06917914300465
ENSG00000037241,82.65358802271554
ENSG00000037280,57.43048897411314
ENSG00000037474,88.52422745040195
ENSG00000037637,77.53890404897116
ENSG00000037749,60.08923961944096
ENSG00000037757,71.47651006711409
ENSG00000037897,81.40349583302603
ENSG00000037965,1.961796592669076
ENSG00000038002,81.32605649384172
ENSG00000038210,70.00516262261229
ENSG00000038219,89.22855667822111
ENSG00000038274,97.45187698207832
ENSG00000038295,44.48705656759348
ENSG00000038358,66.39132679401136
ENSG00000038382,63.44494431742754
ENSG00000038427,72.39471937458515
ENSG00000038532,66.53145512205914
ENSG00000038945,71.78995501143152
ENSG00000039068,60.67187845711336
ENSG00000039123,87.87152444870566
ENSG00000039139,43.50247068367874
ENSG00000039319,81.71325318976326
ENSG00000039523,65.89719005826389
ENSG00000039560,65.71649826683384
ENSG00000039600,25.68773508370824
ENSG00000039650,70.44029795707648
ENSG00000039987,34.09543476657571
ENSG00000040199,70.60992698576591
ENSG00000040275,76.52481746441478
ENSG00000040341,84.77395088133342
ENSG00000040487,58.51832731027362
ENSG00000040531,65.43624161073825
ENSG00000040608,36.83162475108784
ENSG00000040633,62.50460948447526
ENSG00000040731,39.68581753816653
ENSG00000040933,73.1617375912678
ENSG00000041353,79.57076480566413
ENSG00000041357,98.91216166383951
ENSG00000041515,30.717604543107903
ENSG00000041802,86.25636108857584
ENSG00000041880,66.25119846596357
ENSG00000041982,50.18069179143004
ENSG00000041988,73.30555350689579
ENSG00000042062,69.40039825945867
ENSG00000042088,79.46382476583818
ENSG00000042286,55.01880669665905
ENSG00000042304,45.825650859207904
ENSG00000042317,70.27435651596726
ENSG00000042429,89.03311453647024
ENSG00000042445,59.366472453720775
ENSG00000042493,94.35061582712589
ENSG00000042753,83.7156132458146
ENSG00000042781,27.151707353049638
ENSG00000042813,21.09300095877277
ENSG00000042832,45.86252673500996
ENSG00000042980,97.11630651227966
ENSG00000043039,46.02846817611918
ENSG00000043093,96.09484475256286
ENSG00000043143,67.40172579098753
ENSG00000043355,9.495538019027952
ENSG00000043462,88.60904196474667
ENSG00000043514,73.99144479681392
ENSG00000043591,55.9370160041301
ENSG00000044090,61.53846153846154
ENSG00000044115,92.11962534110185
ENSG00000044446,75.84630134965705
ENSG00000044459,80.2677188583229
ENSG00000044524,22.81510435872852
ENSG00000044574,99.71605575632422
ENSG00000046604,86.01298030828232
ENSG00000046647,73.94719374585146
ENSG00000046651,90.69621653514271
ENSG00000046653,57.415738623792315
ENSG00000046774,14.89047864886791
ENSG00000046889,84.42731764879416
ENSG00000047056,76.00855520318608
ENSG00000047188,75.19728593554098
ENSG00000047230,78.94387491702928
ENSG00000047249,88.03746588981488
ENSG00000047315,92.78707869311896
ENSG00000047346,86.09410723504683
ENSG00000047365,79.910022863043
ENSG00000047410,96.32716277011579
ENSG00000047457,44.89637878899624
ENSG00000047578,58.74327015266613
ENSG00000047579,74.39339184305628
ENSG00000047597,50.47938638542665
ENSG00000047617,42.42200752267866
ENSG00000047621,75.77623718563315
ENSG00000047634,43.05627258647393
ENSG00000047644,65.60587063942769
ENSG00000047648,47.30437347887012
ENSG00000047662,61.88878235858102
ENSG00000047849,80.51109963861641
ENSG00000047932,84.69282395456892
ENSG00000047936,28.09204218600192
ENSG00000048028,64.47378125230475
ENSG00000048052,78.33911055387566
ENSG00000048140,54.119035327089016
ENSG00000048162,94.74518769820783
ENSG00000048342,59.94542370381296
ENSG00000048392,77.9297883324729
ENSG00000048405,75.30791356294712
ENSG00000048462,38.71598200457261
ENSG00000048471,71.08931337119256
ENSG00000048540,48.39958699019102
ENSG00000048544,89.82963345379453
ENSG00000048649,92.7391400545763
ENSG00000048707,78.22110775130909
ENSG00000048740,98.1746441477985
ENSG00000048828,88.70860682941219
ENSG00000048991,86.32642525259975
ENSG00000049089,43.86016667895862
ENSG00000049130,30.109152592374066
ENSG00000049167,78.35386090419647
ENSG00000049192,52.190427022641785
ENSG00000049239,73.8218157681245
ENSG00000049245,83.90368021240504
ENSG00000049246,65.64274651522973
ENSG00000049247,41.946308724832214
ENSG00000049249,61.43889667379601
ENSG00000049283,31.59156279961649
ENSG00000049323,59.0161516336013
ENSG00000049449,90.56346338225532
ENSG00000049540,54.63898517589792
ENSG00000049541,92.75757799247732
ENSG00000049618,96.64429530201343
ENSG00000049656,71.53182388081717
ENSG00000049759,66.7969614278339
ENSG00000049768,28.298547090493397
ENSG00000049769,52.194114610221995
ENSG00000049860,89.86282174201638
ENSG00000049883,93.63891142414631
ENSG00000050030,35.22752415369865
ENSG00000050130,95.58595766649458
ENSG00000050165,25.282100449885686
ENSG00000050327,51.37547016741648
ENSG00000050344,74.22376281436685
ENSG00000050393,73.2354893428719
ENSG00000050405,75.63979644516557
ENSG00000050426,92.19337709270596
ENSG00000050438,74.03200826019618
ENSG00000050555,41.37473264990044
ENSG00000050628,39.65631683752489
ENSG00000050730,50.55682572461095
ENSG00000050748,75.95692897706321
ENSG00000050767,45.83671362194852
ENSG00000050820,8.105317501290656
ENSG00000051009,59.17840548713031
ENSG00000051108,92.61007448926912
ENSG00000051128,46.201784792388814
ENSG00000051180,77.29921085625784
ENSG00000051341,69.41146102219928
ENSG00000051382,77.1185190648278
ENSG00000051523,70.58780146028468
ENSG00000051596,87.30732354893429
ENSG00000051620,77.62740615089608
ENSG00000051825,92.10118740320083
ENSG00000052126,86.61774467143594
ENSG00000052344,40.379084003245076
ENSG00000052723,82.77896600044251
ENSG00000052749,79.766206947415
ENSG00000052795,73.35349214543847
ENSG00000052802,83.01865919315584
ENSG00000052841,95.43107898812598
ENSG00000052850,15.38830297219559
ENSG00000053108,42.95302013422819
ENSG00000053254,89.83700862895493
ENSG00000053328,28.77424588833985
ENSG00000053371,81.94925879489638
ENSG00000053372,83.2067261597463
ENSG00000053438,45.899402610812004
ENSG00000053501,88.08909211593775
ENSG00000053524,66.69370897558818
ENSG00000053702,48.56184084372004
ENSG00000053747,59.54716424515082
ENSG00000053770,90.24264326277749
ENSG00000053900,87.04919241831993
ENSG00000053918,41.87993214838853
ENSG00000054116,91.6439265432554
ENSG00000054118,98.27420901246404
ENSG00000054148,94.43911792905082
ENSG00000054179,4.3181650564200895
ENSG00000054219,84.8993288590604
ENSG00000054267,95.68183494357991
ENSG00000054277,68.69606903163951
ENSG00000054282,95.22826167121468
ENSG00000054356,18.08024190574526
ENSG00000054392,66.55358064754037
ENSG00000054523,73.63006121395384
ENSG00000054598,25.13090935909728
ENSG00000054611,71.97064680286157
ENSG00000054654,64.65447304373478
ENSG00000054690,57.323548934287196
ENSG00000054793,67.93642599011727
ENSG00000054965,72.05177372962608
ENSG00000054967,69.97197433439044
ENSG00000054983,75.86842687513828
ENSG00000055044,98.60977948226271
ENSG00000055070,81.27811785529906
ENSG00000055118,54.33660299432111
ENSG00000055130,91.04284976768197
ENSG00000055147,84.0216830149716
ENSG00000055163,95.11394645622833
ENSG00000055208,93.41396858175382
ENSG00000055211,82.42864518032303
ENSG00000055332,92.50682203702338
ENSG00000055483,73.72225090345896
ENSG00000055609,91.99424736337488
ENSG00000055732,56.021830518474815
ENSG00000055813,34.02537060255181
ENSG00000055917,95.57120731617375
ENSG00000055950,82.48764658160631
ENSG00000055955,58.252821004498855
ENSG00000055957,27.96297662069474
ENSG00000056050,89.5125009218969
ENSG00000056097,94.33217788922487
ENSG00000056277,67.67091968434251
ENSG00000056291,36.24529832583524
ENSG00000056558,45.78877498340586
ENSG00000056586,86.52186739435062
ENSG00000056736,53.4515819750719
ENSG00000056972,79.21306881038424
ENSG00000056998,43.77535216461391
ENSG00000057019,76.33675049782433
ENSG00000057149,23.264990043513535
ENSG00000057252,83.91474297514566
ENSG00000057294,66.91865181798067
ENSG00000057468,30.179216756397963
ENSG00000057593,6.578656243085773
ENSG00000057608,99.10760380559039
ENSG00000057657,59.58404012095288
ENSG00000057663,87.11925658234382
ENSG00000057704,39.0036138358286
ENSG00000057757,84.15074858027877
ENSG00000057935,69.88715982004572
ENSG00000058056,69.4335865476805
ENSG00000058063,81.63581385057896
ENSG00000058085,50.10694003982594
ENSG00000058091,58.73589497750572
ENSG00000058262,87.61708090567151
ENSG00000058272,97.7210708754333
ENSG00000058335,37.42901393908105
ENSG00000058404,39.76325687735084
ENSG00000058453,61.674902278929125
ENSG00000058600,96.78811121764141
ENSG00000058668,91.25304225975367
ENSG00000058673,96.6959215281363
ENSG00000058729,85.43771664577034
ENSG00000058799,78.70049413673574
ENSG00000058804,83.40216830149716
ENSG00000058866,57.22398406962166
ENSG00000059122,66.9334021683015
ENSG00000059145,55.56088207094918
ENSG00000059377,90.71096688546353
ENSG00000059378,72.23615310863633
ENSG00000059573,91.29360572313593
ENSG00000059588,98.26683383730364
ENSG00000059691,87.23357179733019
ENSG00000059728,90.6925289475625
ENSG00000059758,82.93015709123091
ENSG00000059769,64.37790397521941
ENSG00000059804,84.10280994173611
ENSG00000059915,45.91415296113283
ENSG00000060069,53.97153182388082
ENSG00000060138,95.37207758684268
ENSG00000060140,61.11070137915775
ENSG00000060237,88.0522162401357
ENSG00000060303,21.270005162622613
ENSG00000060339,95.91784054871303
ENSG00000060491,50.033188288221844
ENSG00000060558,75.45172947857512
ENSG00000060566,10.247805885389779
ENSG00000060642,71.12618924699461
ENSG00000060656,30.824544582933843
ENSG00000060688,95.27988789733756
ENSG00000060709,29.633453794527618
ENSG00000060718,55.47237996902427
ENSG00000060749,78.78899623866067
ENSG00000060762,87.91208791208791
ENSG00000060971,85.7069105391253
ENSG00000060982,96.87661331956635
ENSG00000061273,77.89660004425104
ENSG00000061337,36.4333652924257
ENSG00000061455,6.66347075743049
ENSG00000061492,42.38881923445682
ENSG00000061656,39.88494726749761
ENSG00000061676,60.67925363227376
ENSG00000061794,89.41293605723136
ENSG00000061918,91.09078840622465
ENSG00000061936,74.13157312486172
ENSG00000061938,73.0953610148241
ENSG00000061987,87.74614647097869
ENSG00000062038,50.69695405265875
ENSG00000062096,27.49834058558891
ENSG00000062194,97.33756176709197
ENSG00000062282,49.93362342355631
ENSG00000062370,58.9423998819972
