gen_name,retinal cone cell
ENSG00000000003,53.33990633473009
ENSG00000000419,71.18067537589351
ENSG00000000457,67.15306877002712
ENSG00000000460,48.5333990633473
ENSG00000000971,14.981513433571605
ENSG00000001036,58.802070495439985
ENSG00000001084,79.77323145181168
ENSG00000001167,55.47448853832881
ENSG00000001460,66.69460192260291
ENSG00000001461,97.85555829430614
ENSG00000001497,73.23638156273108
ENSG00000001561,66.15232930736997
ENSG00000001617,46.881932462410646
ENSG00000001626,40.65565688932709
ENSG00000001629,78.89573576534386
ENSG00000001630,99.02390929258073
ENSG00000001631,69.98767562238108
ENSG00000002016,85.80724673403994
ENSG00000002330,73.06877002711363
ENSG00000002549,73.09834853339906
ENSG00000002586,33.05398077397091
ENSG00000002587,31.757456248459455
ENSG00000002726,30.179935913236385
ENSG00000002745,22.159230958836577
ENSG00000002746,53.4631501109194
ENSG00000002822,62.085284693123
ENSG00000002834,61.02538821789499
ENSG00000002919,69.45033275819571
ENSG00000002933,42.65220606359379
ENSG00000003056,91.07222085284693
ENSG00000003096,33.458220359871824
ENSG00000003137,24.7522800098595
ENSG00000003147,63.657875277298494
ENSG00000003249,43.283214197683016
ENSG00000003393,76.50973625831895
ENSG00000003400,54.51318708405225
ENSG00000003402,95.76534385013557
ENSG00000003436,88.22775449839783
ENSG00000003509,72.47719990140497
ENSG00000003756,96.2188809465122
ENSG00000003987,77.83583929011584
ENSG00000003989,27.12349026374168
ENSG00000004059,61.52329307369978
ENSG00000004139,71.87577027360118
ENSG00000004142,73.09341878235149
ENSG00000004399,16.667488291841263
ENSG00000004455,88.92284939610549
ENSG00000004468,30.520088735518858
ENSG00000004478,75.4054720236628
ENSG00000004487,69.7362583189549
ENSG00000004534,98.67882671925068
ENSG00000004660,58.846438254868126
ENSG00000004700,58.70840522553611
ENSG00000004766,77.96401281735272
ENSG00000004776,14.049790485580479
ENSG00000004777,28.651713088489032
ENSG00000004779,92.64481143702244
ENSG00000004809,15.750554596992853
ENSG00000004838,26.42346561498644
ENSG00000004846,45.60512694108947
ENSG00000004848,9.894010352477201
ENSG00000004864,76.55903376879468
ENSG00000004897,83.11560266206557
ENSG00000004939,47.029824993837806
ENSG00000004961,58.249938378111906
ENSG00000004975,41.79442938131624
ENSG00000005007,46.04880453537096
ENSG00000005020,64.67833374414592
ENSG00000005022,98.44712842001478
ENSG00000005059,33.02440226768548
ENSG00000005075,76.29775696327336
ENSG00000005100,84.2938131624353
ENSG00000005108,88.10451072220853
ENSG00000005156,57.776682277544985
ENSG00000005175,77.80133103278285
ENSG00000005187,42.39092925807247
ENSG00000005189,59.71407443924082
ENSG00000005194,87.56716785802317
ENSG00000005206,43.49519349272862
ENSG00000005238,19.674636430860243
ENSG00000005249,88.52846931229973
ENSG00000005302,71.79689425684003
ENSG00000005339,87.6657628789746
ENSG00000005379,45.225536110426425
ENSG00000005421,42.22824747350259
ENSG00000005436,58.79714074439241
ENSG00000005448,87.86295292087749
ENSG00000005469,90.84052255361105
ENSG00000005471,33.25610056692137
ENSG00000005483,98.54079368991866
ENSG00000005486,87.87774217402021
ENSG00000005700,92.38846438254869
ENSG00000005801,87.35518856297757
ENSG00000005810,88.26226275573083
ENSG00000005812,71.72787774217402
ENSG00000005844,46.10796154794183
ENSG00000005882,76.889327088982
ENSG00000005884,61.059896475228
ENSG00000005889,96.22381069755977
ENSG00000005893,83.34730096130146
ENSG00000005961,46.17204831156027
ENSG00000005981,35.55829430613754
ENSG00000006007,85.29948237614
ENSG00000006015,67.19250677840769
ENSG00000006016,19.102785309341876
ENSG00000006025,35.77520335223071
ENSG00000006042,61.25708651713089
ENSG00000006047,2.464875523786049
ENSG00000006062,19.03376879467587
ENSG00000006071,28.587626324870598
ENSG00000006116,61.646536849889074
ENSG00000006118,39.59083066305152
ENSG00000006125,90.46093172294799
ENSG00000006194,52.620162681784564
ENSG00000006210,54.81390189795415
ENSG00000006282,57.34286418535864
ENSG00000006283,52.89129898940104
ENSG00000006327,32.80256347054474
ENSG00000006377,11.279270396844959
ENSG00000006432,70.10105989647522
ENSG00000006451,78.64431846191768
ENSG00000006453,41.6613261030318
ENSG00000006459,67.37490756716787
ENSG00000006468,8.93270889820064
ENSG00000006530,85.15651959576041
ENSG00000006534,53.99063347300961
ENSG00000006555,37.62878974611782
ENSG00000006576,88.67143209267931
ENSG00000006606,35.34631501109194
ENSG00000006607,78.7478432339167
ENSG00000006625,85.22553611042642
ENSG00000006634,76.44071974365293
ENSG00000006638,53.25610056692137
ENSG00000006652,88.96721715553365
ENSG00000006659,12.85679073206803
ENSG00000006695,77.7372442691644
ENSG00000006704,72.38846438254868
ENSG00000006712,62.105003697313286
ENSG00000006715,85.92063100813408
ENSG00000006740,40.828198175992114
ENSG00000006744,67.6854818831649
ENSG00000006747,66.25092432832142
ENSG00000006756,62.80009859502095
ENSG00000006757,62.2775449839783
ENSG00000006831,69.7855558294306
ENSG00000006837,61.414838550653194
ENSG00000007001,37.14074439240818
ENSG00000007047,57.49075671678581
ENSG00000007062,99.36406211486319
ENSG00000007080,64.28888341138772
ENSG00000007129,18.106975597732315
ENSG00000007168,93.88217894996302
ENSG00000007171,6.965738230219374
ENSG00000007174,45.72837071727878
ENSG00000007202,67.41434557554844
ENSG00000007216,42.2085284693123
ENSG00000007237,76.65762878974611
ENSG00000007255,40.83805767808726
ENSG00000007264,64.65368498890805
ENSG00000007306,2.006408676361844
ENSG00000007314,0.5324131131377865
ENSG00000007341,69.88415085038206
ENSG00000007372,31.885629775696327
ENSG00000007376,28.015775203352234
ENSG00000007384,24.16563963519842
ENSG00000007392,86.01922602908553
ENSG00000007402,19.768301700764113
ENSG00000007516,6.172048311560266
ENSG00000007520,38.24007887601676
ENSG00000007541,59.69928518609811
ENSG00000007545,55.435050529948235
ENSG00000007866,61.62681784569879
ENSG00000007923,67.83337441459206
ENSG00000007933,43.87971407443924
ENSG00000007944,54.104017747103775
ENSG00000007952,26.30022183879714
ENSG00000007968,54.20754251910278
ENSG00000008018,96.02169090460931
ENSG00000008056,33.47300961301454
ENSG00000008083,92.29479911264481
ENSG00000008086,97.08651713088489
ENSG00000008118,16.130145427655904
ENSG00000008128,69.88908060142963
ENSG00000008130,45.87133349765837
ENSG00000008196,1.6465368498890804
ENSG00000008226,42.91348286911511
ENSG00000008256,33.734286418535866
ENSG00000008277,50.36233670199655
ENSG00000008282,49.046093172294796
ENSG00000008283,50.692630022183884
ENSG00000008294,94.9815134335716
ENSG00000008300,45.27483362090214
ENSG00000008311,73.20680305644565
ENSG00000008323,24.806507271382795
ENSG00000008324,71.36307616465368
ENSG00000008382,32.36381562731082
ENSG00000008394,53.39413359625339
ENSG00000008405,71.31870840522554
ENSG00000008513,38.01824007887601
ENSG00000008516,19.507024895242793
ENSG00000008517,33.17722455016022
ENSG00000008710,60.11338427409416
ENSG00000008735,56.38156273108208
ENSG00000008838,65.43751540547203
ENSG00000008853,23.603648015775203
ENSG00000008869,73.92654670939118
ENSG00000008952,97.7914715306877
ENSG00000008988,97.93936406211486
ENSG00000009307,98.12176485087502
ENSG00000009335,75.9181661326103
ENSG00000009413,96.89425684002958
ENSG00000009694,9.445403007148139
ENSG00000009724,30.33768794675869
ENSG00000009765,47.85802316982992
ENSG00000009780,97.14567414345575
ENSG00000009790,28.59748582696574
ENSG00000009830,71.57505545969929
ENSG00000009844,92.48705940350013
ENSG00000009950,54.47867882671925
ENSG00000009954,90.28839043628297
ENSG00000010017,68.1981759921124
ENSG00000010030,13.591323638156272
ENSG00000010072,56.40128173527237
ENSG00000010165,59.38871087010106
ENSG00000010219,70.82573330046833
ENSG00000010244,97.49568646783338
ENSG00000010256,94.83362090214445
ENSG00000010270,88.13901897954153
ENSG00000010278,1.9817599211239834
ENSG00000010292,67.42913482869115
ENSG00000010295,41.79935913236382
ENSG00000010310,53.403993098348536
ENSG00000010318,40.95637170322899
ENSG00000010319,17.914715306877003
ENSG00000010322,77.73231451811682
ENSG00000010327,12.038452058171062
ENSG00000010361,36.164653684988906
ENSG00000010379,0.45353709637663303
ENSG00000010404,83.20433818092187
ENSG00000010539,76.79073206803056
ENSG00000010610,43.10081340892285
ENSG00000010626,61.38526004436776
ENSG00000010704,53.522307123490265
ENSG00000010803,65.55089967956617
ENSG00000010810,40.492975104757214
ENSG00000010818,76.86467833374414
ENSG00000010932,13.51737737244269
ENSG00000011007,93.33990633473009
ENSG00000011009,74.12866650234163
ENSG00000011021,61.78949963026867
ENSG00000011028,16.982992358885877
ENSG00000011052,89.34187823514912
ENSG00000011105,69.0115849149618
ENSG00000011114,83.90929258072467
ENSG00000011132,56.77594281488785
ENSG00000011143,63.618437268917916
ENSG00000011198,68.47917180182401
ENSG00000011201,71.79196450579246
ENSG00000011243,65.71851121518363
ENSG00000011258,66.71925067784076
ENSG00000011260,63.4458959822529
ENSG00000011275,84.82622627557308
ENSG00000011295,95.6174513187084
ENSG00000011304,54.66600936652699
ENSG00000011332,40.69016514666009
ENSG00000011347,42.76559033768795
ENSG00000011376,54.24698052748336
ENSG00000011405,87.10870101059896
ENSG00000011422,46.17697806260784
ENSG00000011426,15.030810944047326
ENSG00000011451,54.60685235395613
ENSG00000011454,73.1969435543505
ENSG00000011465,51.13137786541779
ENSG00000011478,61.72541286665023
ENSG00000011485,66.63544491003204
ENSG00000011523,62.98249938378112
ENSG00000011566,78.48656642839536
ENSG00000011638,53.27581957111166
ENSG00000012048,70.88982006408676
ENSG00000012061,87.68055213211733
ENSG00000012124,60.2119792950456
ENSG00000012171,38.447128420014785
ENSG00000012174,69.32708898200642
ENSG00000012211,41.745131870840524
ENSG00000012232,70.96869608084792
ENSG00000012504,21.754991372935667
ENSG00000012660,76.02169090460931
ENSG00000012817,79.69435543505054
ENSG00000012822,67.60660586640374
ENSG00000012963,77.3132856790732
ENSG00000012983,89.97781612028592
ENSG00000013016,48.937638649248214
ENSG00000013275,86.76854818831649
ENSG00000013288,58.50135568153808
ENSG00000013293,58.1266946019226
ENSG00000013297,51.89055952674389
ENSG00000013306,65.85161449346808
ENSG00000013364,83.7466107961548
ENSG00000013374,78.68868622134583
ENSG00000013375,96.09070741927532
ENSG00000013392,64.59945772738477
ENSG00000013441,97.0322898693616
ENSG00000013503,62.469805274833625
ENSG00000013523,51.13630761646537
ENSG00000013561,86.56149864431846
ENSG00000013563,30.667981266946022
ENSG00000013573,45.02341631747597
ENSG00000013583,45.85161449346808
ENSG00000013588,55.903376879467594
ENSG00000013619,57.48582696573823
ENSG00000013725,36.795661819078134
ENSG00000013810,44.00788760167612
ENSG00000014123,92.42790239092926
ENSG00000014138,58.363322652206065
ENSG00000014164,23.209267931969435
ENSG00000014216,59.6302686714321
ENSG00000014257,26.172048311560264
ENSG00000014641,98.34853339906334
ENSG00000014824,90.5841754991373
ENSG00000014914,30.140497904855806
ENSG00000014919,93.39906334730095
ENSG00000015133,70.78629529208776
ENSG00000015153,91.09193985703722
ENSG00000015171,77.74217402021198
ENSG00000015285,26.270643332511707
ENSG00000015413,7.596746364308602
ENSG00000015475,54.26176978062608
ENSG00000015479,99.31969435543505
ENSG00000015520,22.316982992358884
ENSG00000015532,72.99482376140006
ENSG00000015568,89.89401035247721
ENSG00000015592,10.840522553611043
ENSG00000015676,71.8018240078876
ENSG00000016082,7.23687453783584
ENSG00000016391,57.23933941335962
ENSG00000016864,67.73970914468819
ENSG00000017260,83.8501355681538
ENSG00000017427,41.153561745131874
ENSG00000017483,97.53019472516638
ENSG00000017797,78.16120285925561
ENSG00000018189,99.69435543505053
ENSG00000018236,97.7224550160217
ENSG00000018280,65.29948237614
ENSG00000018408,59.33448360857777
ENSG00000018510,73.34976583682524
ENSG00000018610,78.34853339906334
ENSG00000018625,30.50036973132857
ENSG00000018699,54.21740202119793
ENSG00000018869,56.1843726891792
ENSG00000019144,71.73773724426916
ENSG00000019169,38.61473995563224
ENSG00000019485,46.67488291841262
ENSG00000019505,43.10574315997042
ENSG00000019549,12.048311560266207
ENSG00000019582,40.18240078876017
ENSG00000019991,7.044614246980528
ENSG00000019995,71.05743159970422
ENSG00000020129,59.91619423219128
ENSG00000020181,5.698792210993345
ENSG00000020256,60.48311560266206
ENSG00000020426,83.94873058910525
ENSG00000020577,53.8328814394873
ENSG00000020633,13.344836085777667
ENSG00000020922,83.92901158491496
ENSG00000021300,99.06827705200887
ENSG00000021355,74.9815134335716
ENSG00000021461,51.66872072960316
ENSG00000021488,39.96056199161943
ENSG00000021574,84.80157752033523
ENSG00000021645,39.26053734286419
ENSG00000021762,28.43480404239586
ENSG00000021776,93.20187330539808
ENSG00000021826,46.82277544983978
ENSG00000022267,50.34261769780626
ENSG00000022277,87.97633719497165
ENSG00000022355,27.636184372689176
ENSG00000022556,61.49864431846191
ENSG00000022567,43.943800838057676
ENSG00000022840,90.36726645304412
ENSG00000022976,63.293073699778155
ENSG00000023041,74.67586886862213
ENSG00000023171,88.22282474735026
ENSG00000023191,72.64974118807001
ENSG00000023228,96.24845945279763
ENSG00000023287,95.19842247966479
ENSG00000023318,90.09613014542765
ENSG00000023330,80.50283460685236
ENSG00000023445,37.199901404979045
ENSG00000023516,84.30367266453044
ENSG00000023572,87.54744885383288
ENSG00000023608,79.95070248952429
ENSG00000023697,88.98200640867636
ENSG00000023734,97.51047572097609
ENSG00000023839,38.65417796401282
ENSG00000023892,24.614246980527483
ENSG00000023902,26.487552378604878
ENSG00000023909,61.72048311560266
ENSG00000024048,95.7061868375647
ENSG00000024422,52.70889820064086
ENSG00000024526,13.502588119299974
ENSG00000024862,62.62755730835593
ENSG00000025039,93.37934434311067
ENSG00000025156,89.68696080847917
ENSG00000025293,92.42297263988168
ENSG00000025423,34.16810451072221
ENSG00000025434,42.79516884397338
ENSG00000025708,26.448114370224303
ENSG00000025770,66.57628789746117
ENSG00000025772,52.432832141976824
ENSG00000025796,91.15602662065567
ENSG00000025800,97.58935173773725
ENSG00000026025,46.995316736504805
ENSG00000026103,32.605373428641855
ENSG00000026297,38.24500862706433
ENSG00000026508,20.04929751047572
ENSG00000026559,39.56125215676609
ENSG00000026652,49.2038452058171
ENSG00000026751,30.273601183140254
ENSG00000026950,52.41311313778654
ENSG00000027001,55.23293073699777
ENSG00000027075,50.30810944047326
ENSG00000027697,93.3744145920631
ENSG00000027847,42.06556568893271
ENSG00000027869,27.882671925067786
ENSG00000028116,41.306384027606605
ENSG00000028137,43.88464382548681
ENSG00000028203,93.38427409415824
ENSG00000028277,44.95439980280996
ENSG00000028310,45.043135321666256
ENSG00000028528,81.47399556322405
ENSG00000028839,78.5161449346808
ENSG00000029153,53.16736504806507
ENSG00000029363,99.13236381562731
ENSG00000029364,96.20409169336949
ENSG00000029534,44.55016021690905
ENSG00000029639,91.26941089474981
ENSG00000029725,88.80946512201133
ENSG00000029993,77.94429381316243
ENSG00000030066,78.67389696820311
ENSG00000030110,23.64801577520335
ENSG00000030304,13.088489031303919
ENSG00000030419,69.08553118067537
ENSG00000030582,70.78136554104017
ENSG00000031003,91.75745624845946
ENSG00000031081,23.263495193492727
ENSG00000031691,32.03845205817106
ENSG00000031698,95.90337687946759
ENSG00000031823,68.40029578506287
ENSG00000032219,92.3490263741681
ENSG00000032389,70.54473749075672
ENSG00000032444,59.26053734286418
ENSG00000032742,89.87429134828692
ENSG00000033011,64.47621395119546
ENSG00000033030,87.53758935173774
ENSG00000033050,72.30958836578752
ENSG00000033100,36.07591816613261
ENSG00000033122,52.15183633226522
ENSG00000033170,98.08725659354202
ENSG00000033178,97.10130638402761
ENSG00000033327,22.785309341878236
ENSG00000033627,93.10820803549421
ENSG00000033800,94.69558787281242
ENSG00000033867,87.1382795168844
ENSG00000034053,55.20335223071234
ENSG00000034152,39.068277052008874
ENSG00000034239,70.76164653684988
ENSG00000034510,79.08306630515159
ENSG00000034533,64.52058171062362
ENSG00000034677,81.78456987922111
ENSG00000034693,71.74266699531674
ENSG00000034713,97.76189302440227
ENSG00000035115,68.37071727877742
ENSG00000035141,85.18609810204585
ENSG00000035403,87.7742174020212
ENSG00000035499,20.719743652945528
ENSG00000035664,75.32166625585408
ENSG00000035681,70.09120039438008
ENSG00000035687,39.58097116095637
ENSG00000035862,74.56248459452797
ENSG00000035928,85.53611042642346
ENSG00000036054,85.20581710623614
ENSG00000036257,84.32339166872073
ENSG00000036448,45.52132117328075
ENSG00000036530,82.00147892531427
ENSG00000036549,87.27631254621642
ENSG00000036565,23.465614986443185
ENSG00000036672,97.880207049544
ENSG00000036828,51.70322898693615
ENSG00000037042,56.59847177717525
ENSG00000037241,79.13236381562731
ENSG00000037280,25.54596992851861
ENSG00000037474,68.08972146906581
ENSG00000037637,88.33127927039685
ENSG00000037749,67.35518856297757
ENSG00000037757,66.77347793936407
ENSG00000037897,59.142223317722454
ENSG00000038002,60.40916933694849
ENSG00000038210,19.921123983238846
ENSG00000038219,95.55336455508997
ENSG00000038274,81.47892531427163
ENSG00000038295,6.162188809465122
ENSG00000038358,54.78432339166872
ENSG00000038382,72.94059649987675
ENSG00000038427,21.34089228493961
ENSG00000038532,69.93837811190535
ENSG00000038945,78.62952920877497
ENSG00000039068,58.6048804535371
ENSG00000039123,91.98422479664778
ENSG00000039139,26.35444910032043
ENSG00000039319,93.51244762139513
ENSG00000039523,69.3813162435297
ENSG00000039560,97.58442198668968
ENSG00000039600,11.496179442938132
ENSG00000039650,44.10648262262756
ENSG00000039987,34.21740202119793
ENSG00000040199,84.42691644071975
ENSG00000040275,63.978309095390685
ENSG00000040341,87.14320926793197
ENSG00000040487,53.78358392901158
ENSG00000040531,39.25067784076904
ENSG00000040608,31.313778654177966
ENSG00000040633,53.57653438501355
ENSG00000040731,36.056199161942324
ENSG00000040933,42.740941582450084
ENSG00000041357,94.55262509243283
ENSG00000041515,72.73354695587872
ENSG00000041802,84.21493714567414
ENSG00000041880,61.03031796894257
ENSG00000041982,89.02637416810451
ENSG00000041988,48.903130391915205
ENSG00000042062,52.18141483855065
ENSG00000042088,64.14099087996055
ENSG00000042286,30.875030810944047
ENSG00000042304,51.06729110179936
ENSG00000042317,75.37096376632981
ENSG00000042429,86.34951934927287
ENSG00000042445,41.53315257579492
ENSG00000042753,71.39758442198669
ENSG00000042781,90.98841508503821
ENSG00000042813,29.410894749815135
ENSG00000042832,26.457973872319446
ENSG00000042980,21.90288390436283
ENSG00000043039,47.28124229726399
ENSG00000043093,96.92383534631502
ENSG00000043143,50.317968942568406
ENSG00000043355,73.34483608577767
ENSG00000043514,78.46684742420507
ENSG00000043591,7.922109933448361
ENSG00000044090,51.87084052255361
ENSG00000044115,91.51096869608085
ENSG00000044446,46.64037466107961
ENSG00000044459,53.68498890806014
ENSG00000044524,45.34877988661572
ENSG00000044574,99.48237614000493
ENSG00000046604,43.52970175006162
ENSG00000046647,58.57530194725167
ENSG00000046651,91.68843973379344
ENSG00000046653,95.1934927286172
ENSG00000046889,35.725905841754994
ENSG00000047056,56.68720729603155
ENSG00000047188,88.43480404239585
ENSG00000047230,55.878728124229724
ENSG00000047249,87.97140744392408
ENSG00000047315,92.2997288636924
ENSG00000047346,95.06531920138033
ENSG00000047365,25.447374907567166
ENSG00000047410,96.95341385260045
ENSG00000047457,17.397091446881934
ENSG00000047578,86.16218880946512
ENSG00000047579,63.09588365787528
ENSG00000047597,58.79221099334484
ENSG00000047617,85.31920138033028
ENSG00000047621,81.29159477446389
ENSG00000047634,78.97461178210501
ENSG00000047644,38.664037466107956
ENSG00000047648,0.8922849396105498
ENSG00000047662,33.96105496672418
ENSG00000047849,98.57530194725166
ENSG00000047932,80.94651220113384
ENSG00000047936,2.336701996549174
ENSG00000048028,51.32363815627311
ENSG00000048052,72.08281981759922
ENSG00000048140,55.96746364308602
ENSG00000048162,63.97337934434311
ENSG00000048342,99.04362829677102
ENSG00000048392,87.01503574069508
ENSG00000048405,72.69903869854572
ENSG00000048462,27.557308355928022
ENSG00000048471,80.75425191027853
ENSG00000048540,93.01947251663792
ENSG00000048544,88.78974611782104
ENSG00000048545,98.75770273601184
ENSG00000048649,93.74907567167858
ENSG00000048707,75.30194725166379
ENSG00000048740,84.3283214197683
ENSG00000048828,82.33670199654918
ENSG00000048991,82.06556568893271
ENSG00000049089,13.926546709391177
ENSG00000049167,70.98348533399064
ENSG00000049192,23.090953906827703
ENSG00000049239,64.38747843233917
ENSG00000049245,57.15060389450333
ENSG00000049246,71.96943554350506
ENSG00000049247,23.495193492728617
ENSG00000049249,69.99260537342865
ENSG00000049283,19.073206803056443
ENSG00000049323,58.49642593049052
ENSG00000049449,62.514173034261766
ENSG00000049540,51.26448114370225
ENSG00000049541,62.48952427902391
ENSG00000049618,98.55558294306137
ENSG00000049656,67.98126694601922
ENSG00000049759,97.64850875030811
ENSG00000049768,23.859995070248953
ENSG00000049769,51.51096869608085
ENSG00000049860,60.276066058664036
ENSG00000049883,74.01528222824747
ENSG00000050030,20.280995809711612
ENSG00000050130,95.17870347547449
ENSG00000050165,52.00394380083806
ENSG00000050327,25.077643578999258
ENSG00000050344,50.05669213704708
ENSG00000050393,72.684249445403
ENSG00000050405,90.54473749075672
ENSG00000050426,85.3537096376633
ENSG00000050438,93.85260044367759
ENSG00000050555,33.43357160463397
ENSG00000050628,10.54966724180429
ENSG00000050730,39.275326596006906
ENSG00000050748,68.02563470544737
ENSG00000050767,11.146167118560513
ENSG00000050820,29.48977076657629
ENSG00000051009,46.04387478432339
ENSG00000051108,98.61473995563223
ENSG00000051128,26.832634951934924
ENSG00000051180,41.227508010845455
ENSG00000051341,48.72565935420261
ENSG00000051382,75.31180675375893
ENSG00000051523,25.718511215183632
ENSG00000051596,46.06359378851368
ENSG00000051620,65.45230465861474
ENSG00000051825,92.99975351244763
ENSG00000052126,96.53931476460438
ENSG00000052344,28.57776682277545
ENSG00000052723,94.46388957357654
ENSG00000052749,91.33842740941583
ENSG00000052795,75.16391422233177
ENSG00000052802,84.57973872319448
ENSG00000052841,92.07789006655163
ENSG00000053108,50.8651713088489
ENSG00000053254,63.66773477939363
ENSG00000053371,40.0
ENSG00000053372,63.01700764111412
ENSG00000053438,59.07320680305644
ENSG00000053501,74.96179442938131
ENSG00000053524,82.88883411387725
ENSG00000053702,37.07665762878975
ENSG00000053747,51.10672911017994
ENSG00000053770,86.71925067784076
ENSG00000053900,72.4722701503574
ENSG00000053918,13.576534385013556
ENSG00000054116,58.00838057678087
ENSG00000054118,99.078136554104
ENSG00000054148,91.76238599950702
ENSG00000054219,47.69534138526004
ENSG00000054267,94.76460438747843
ENSG00000054277,35.97732314518117
ENSG00000054282,90.65812176485088
ENSG00000054356,81.01059896475228
ENSG00000054392,22.085284693122997
ENSG00000054523,97.57456248459452
ENSG00000054611,68.79467586886862
ENSG00000054654,94.4343110672911
ENSG00000054690,73.3744145920631
ENSG00000054793,65.18116835099828
ENSG00000054965,73.53709637663299
ENSG00000054967,34.182893763864925
ENSG00000054983,77.12595513926547
ENSG00000055044,97.29356667488291
ENSG00000055070,51.062361350751786
ENSG00000055118,54.661079615479416
ENSG00000055130,92.98989401035249
ENSG00000055147,83.96351984224796
ENSG00000055163,92.85186098102047
ENSG00000055208,71.59477446388958
ENSG00000055211,56.080847917180186
ENSG00000055332,73.75893517377372
ENSG00000055483,55.647029824993844
ENSG00000055609,98.48656642839536
ENSG00000055732,48.14887848163668
ENSG00000055917,98.22528962287404
ENSG00000055950,77.58935173773725
ENSG00000055955,38.41262016268178
ENSG00000055957,21.962040916933695
ENSG00000056050,67.0840522553611
ENSG00000056097,95.16391422233177
ENSG00000056277,58.33374414592063
ENSG00000056291,19.714074439240818
ENSG00000056487,46.734039930983485
ENSG00000056558,29.943307862952924
ENSG00000056586,86.51713088489032
ENSG00000056736,26.103031796894253
ENSG00000056972,74.83362090214443
ENSG00000056998,26.418535863938867
ENSG00000057019,98.15627310820804
ENSG00000057252,78.3929011584915
ENSG00000057294,73.79344343110674
ENSG00000057468,30.416563963519845
ENSG00000057593,20.271136307616466
ENSG00000057608,95.2822282474735
ENSG00000057657,99.42814887848164
ENSG00000057663,79.4330786295292
ENSG00000057704,20.91200394380084
