gen_name,circulating tumor cell
ENSG00000006652,98.59265411590992
ENSG00000006659,15.7484311554079
ENSG00000006695,67.0358065706903
ENSG00000006704,58.4579180509413
ENSG00000006712,70.20118124769287
ENSG00000006715,85.7281284606866
ENSG00000006740,52.29789590254706
ENSG00000006744,64.3687707641196
ENSG00000006747,70.34883720930233
ENSG00000006756,80.92930970837948
ENSG00000006757,59.694536729420456
ENSG00000006788,25.438353636028054
ENSG00000006831,88.11369509043928
ENSG00000006837,36.32798080472499
ENSG00000007001,12.693798449612403
ENSG00000007038,42.90328534514581
ENSG00000007047,56.981358434846804
ENSG00000007062,79.29586563307494
ENSG00000007080,70.75027685492802
ENSG00000007129,31.727574750830566
ENSG00000007168,91.87430786267996
ENSG00000007171,27.108711701734954
ENSG00000007174,47.32373569582872
ENSG00000007202,85.79734219269103
ENSG00000007216,48.634182355112586
ENSG00000007237,39.48412698412698
ENSG00000007255,66.18678479143595
ENSG00000007264,45.41343669250646
ENSG00000007306,32.2858988556663
ENSG00000007312,31.247692875599853
ENSG00000007314,6.446105574012551
ENSG00000007341,58.61941675895165
ENSG00000007350,39.890180878552975
ENSG00000007372,49.19712070874861
ENSG00000007376,47.64211886304909
ENSG00000007384,67.3172757475083
ENSG00000007392,84.19619785898855
ENSG00000007402,29.877260981912144
ENSG00000007516,64.05961609449982
ENSG00000007520,59.6483942414175
ENSG00000007541,76.43964562569214
ENSG00000007545,73.5326688815061
ENSG00000007866,52.15023994093762
ENSG00000007908,41.994278331487635
ENSG00000007923,53.84828349944629
ENSG00000007933,41.163713547434476
ENSG00000007944,85.76504245108896
ENSG00000007952,9.98984865263935
ENSG00000007968,80.48172757475083
ENSG00000008018,94.31985972683647
ENSG00000008056,4.425064599483204
ENSG00000008083,93.63233665559247
ENSG00000008086,89.63178294573643
ENSG00000008128,68.12015503875969
ENSG00000008130,56.62144702842377
ENSG00000008196,94.5874861572536
ENSG00000008197,2.547065337763012
ENSG00000008226,29.70653377630122
ENSG00000008256,59.145441122185304
ENSG00000008277,35.26670358065707
ENSG00000008282,90.67921742340347
ENSG00000008283,84.27002583979328
ENSG00000008294,87.54152823920266
ENSG00000008300,26.273532668881504
ENSG00000008311,46.313215208564046
ENSG00000008323,46.49778516057586
ENSG00000008324,59.306939830195645
ENSG00000008382,33.730158730158735
ENSG00000008394,97.85898855666298
ENSG00000008405,80.74935400516796
ENSG00000008441,71.68235511258767
ENSG00000008513,94.05684754521964
ENSG00000008516,50.15688445921004
ENSG00000008517,51.471945367294204
ENSG00000008710,45.0812107788852
ENSG00000008735,39.42414174972315
ENSG00000008838,66.60668143226283
ENSG00000008853,44.53672942045035
ENSG00000008869,75.94592100406054
ENSG00000008952,96.67312661498708
ENSG00000008988,97.88667404946474
ENSG00000009307,98.37578442229605
ENSG00000009335,81.44610557401255
ENSG00000009413,86.76633444075304
ENSG00000009694,35.84348468069398
ENSG00000009709,8.176448874123293
ENSG00000009724,35.820413436692505
ENSG00000009765,60.34976005906238
ENSG00000009780,54.41122185308232
ENSG00000009790,61.34182355112587
ENSG00000009830,54.55426356589147
ENSG00000009844,79.35123661867848
ENSG00000009950,43.6969361387966
ENSG00000009954,88.41362126245848
ENSG00000010017,88.52897748246585
ENSG00000010030,15.789959394610559
ENSG00000010072,61.85400516795866
ENSG00000010165,67.54337393872277
ENSG00000010219,45.168881506090806
ENSG00000010244,98.05740125507567
ENSG00000010256,93.66463639719453
ENSG00000010270,89.9547803617571
ENSG00000010278,99.26633444075304
ENSG00000010292,75.12919896640827
ENSG00000010295,32.60889627168697
ENSG00000010310,52.64396456256921
ENSG00000010318,37.68918420081211
ENSG00000010322,71.52547065337764
ENSG00000010327,71.47932816537468
ENSG00000010361,37.901439645625686
ENSG00000010404,90.4623477297896
ENSG00000010539,72.44832041343669
ENSG00000010610,11.817091177556293
ENSG00000010626,42.857142857142854
ENSG00000010671,97.6328903654485
ENSG00000010704,87.36157253599114
ENSG00000010803,66.3482834994463
ENSG00000010810,96.53008490217793
ENSG00000010818,59.56072351421189
ENSG00000010932,44.23680324843116
ENSG00000011007,65.86840162421558
ENSG00000011009,69.66592838685862
ENSG00000011021,67.29420450350683
ENSG00000011028,49.37707641196013
ENSG00000011052,47.900516795865634
ENSG00000011083,1.8964562569213732
ENSG00000011105,77.34403839055003
ENSG00000011114,80.53709856035437
ENSG00000011132,58.365633074935396
ENSG00000011143,43.355481727574755
ENSG00000011198,91.38519748984865
ENSG00000011201,26.9702842377261
ENSG00000011243,80.68014027316353
ENSG00000011258,93.19398301956441
ENSG00000011260,82.29512735326688
ENSG00000011275,84.32539682539682
ENSG00000011295,87.46308600959763
ENSG00000011304,91.45902547065337
ENSG00000011332,30.131044665928385
ENSG00000011347,40.66537467700259
ENSG00000011376,40.32853451458103
ENSG00000011405,71.87615356220007
ENSG00000011422,48.537283130306385
ENSG00000011426,93.53082318198598
ENSG00000011451,40.36083425618309
ENSG00000011454,86.9139904023625
ENSG00000011465,54.37892211148026
ENSG00000011478,50.30915466961978
ENSG00000011485,63.962716869693615
ENSG00000011523,83.19490586932447
ENSG00000011566,72.9189737910668
ENSG00000011600,72.5452196382429
ENSG00000011638,71.91768180140274
ENSG00000011677,32.562753783684016
ENSG00000012048,74.58471760797342
ENSG00000012061,76.375046142488
ENSG00000012124,54.32355112587671
ENSG00000012171,44.57364341085272
ENSG00000012174,52.763935031376896
ENSG00000012211,49.944629014396455
ENSG00000012223,24.326319675156885
ENSG00000012232,75.02768549280178
ENSG00000012504,19.698228128460688
ENSG00000012660,98.80029531192321
ENSG00000012779,13.805832410483573
ENSG00000012817,25.35529715762274
ENSG00000012822,93.18014027316353
ENSG00000012963,80.07105943152455
ENSG00000012983,97.5406053894426
ENSG00000013016,95.51033591731266
ENSG00000013275,88.3813215208564
ENSG00000013288,62.21391657438169
ENSG00000013293,57.23975636766334
ENSG00000013297,49.55241786637136
ENSG00000013306,99.6124031007752
ENSG00000013364,89.38722775932078
ENSG00000013374,88.01218161683278
ENSG00000013375,81.48763381321521
ENSG00000013392,42.50184569952012
ENSG00000013441,96.72849760059063
ENSG00000013503,51.98412698412699
ENSG00000013523,52.7547065337763
ENSG00000013561,91.29752676264305
ENSG00000013563,35.59892949427833
ENSG00000013573,59.98062015503876
ENSG00000013583,81.75526024363234
ENSG00000013588,92.4234034699151
ENSG00000013619,38.71816168327796
ENSG00000013725,48.61111111111111
ENSG00000013810,95.34422296050204
ENSG00000014123,81.08157991878923
ENSG00000014138,59.5514950166113
ENSG00000014164,52.57936507936508
ENSG00000014216,98.1266149870801
ENSG00000014257,49.15559246954596
ENSG00000014641,93.4108527131783
ENSG00000014824,84.29771133259504
ENSG00000014914,46.02713178294574
ENSG00000014919,77.69933554817275
ENSG00000015133,94.84126984126983
ENSG00000015153,71.0732742709487
ENSG00000015171,85.99575489110373
ENSG00000015285,22.20376522702104
ENSG00000015413,3.409929863418235
ENSG00000015475,82.13362864525655
ENSG00000015479,97.86821705426357
ENSG00000015520,26.66112956810631
ENSG00000015532,62.82299741602068
ENSG00000015568,78.16537467700259
ENSG00000015592,27.63012181616833
ENSG00000015676,83.05647840531562
ENSG00000016082,5.25562938353636
ENSG00000016391,56.37227759320783
ENSG00000016402,53.806755260243634
ENSG00000016864,64.32724252491694
ENSG00000017260,98.30657069029162
ENSG00000017427,38.35363602805463
ENSG00000017483,38.50129198966408
ENSG00000017797,93.14322628276118
ENSG00000018189,74.78313030638613
ENSG00000018236,41.200627537836844
ENSG00000018280,71.9638242894057
ENSG00000018408,59.533038021410114
ENSG00000018510,62.87375415282392
ENSG00000018610,63.12292358803987
ENSG00000018625,43.60926541159099
ENSG00000018699,56.81524547803618
ENSG00000018869,39.839424141749724
ENSG00000019102,81.20616463639719
ENSG00000019144,70.85179032853452
ENSG00000019186,33.76707272056109
ENSG00000019485,25.65983757844223
ENSG00000019505,41.5328534514581
ENSG00000019549,3.3314876338132153
ENSG00000019582,85.89885566629752
ENSG00000019991,29.71576227390181
ENSG00000019995,74.94924326319675
ENSG00000020129,39.69638242894057
ENSG00000020181,10.497416020671835
ENSG00000020256,48.006644518272424
ENSG00000020426,69.10760428202288
ENSG00000020577,53.01310446659284
ENSG00000020633,69.3890734588409
ENSG00000020922,79.76651901070507
ENSG00000021300,64.91325212255444
ENSG00000021355,97.28682170542635
ENSG00000021461,43.18936877076412
ENSG00000021488,29.955703211517164
ENSG00000021574,79.79881875230713
ENSG00000021645,45.46419342930971
ENSG00000021762,59.96216315983758
ENSG00000021776,84.61609449981543
ENSG00000021826,49.53396087117017
ENSG00000022267,92.00350682908822
ENSG00000022277,86.96936138796603
ENSG00000022355,19.089147286821706
ENSG00000022556,56.16925064599483
ENSG00000022567,52.04872646733112
ENSG00000022840,98.56496862310816
ENSG00000022976,57.68733850129198
ENSG00000023041,69.39368770764119
ENSG00000023171,42.20191952750093
ENSG00000023191,87.41694352159467
ENSG00000023228,88.79660391288299
ENSG00000023287,94.03377630121817
ENSG00000023318,80.99390919158361
ENSG00000023330,60.20210409745294
ENSG00000023445,69.73975636766335
ENSG00000023516,69.47212993724622
ENSG00000023572,80.5140273163529
ENSG00000023608,57.74732373569583
ENSG00000023697,94.76282761166482
ENSG00000023734,95.13196751568844
ENSG00000023839,50.798265042451085
ENSG00000023892,48.45884090070137
ENSG00000023902,98.01587301587301
ENSG00000023909,90.90531561461795
ENSG00000024048,97.45754891103728
ENSG00000024422,51.93337024732374
ENSG00000024526,66.38981173864894
ENSG00000024862,65.37467700258398
ENSG00000025039,45.47803617571059
ENSG00000025156,67.74178663713548
ENSG00000025293,85.08213362864525
ENSG00000025423,34.00239940937615
ENSG00000025434,55.4125138427464
ENSG00000025708,63.2890365448505
ENSG00000025770,57.05518641565153
ENSG00000025772,63.15060908084163
ENSG00000025796,91.41749723145071
ENSG00000025800,86.3187523071244
ENSG00000026025,70.6626061277224
ENSG00000026103,56.72757475083057
ENSG00000026297,91.48671096345515
ENSG00000026508,92.67257290513105
ENSG00000026559,41.177556293835366
ENSG00000026652,43.62310815799188
ENSG00000026751,54.65577703949796
ENSG00000026950,74.78774455518642
ENSG00000027001,49.34016242155777
ENSG00000027075,80.27870062753783
ENSG00000027697,96.3501291989664
ENSG00000027847,52.593207825765965
ENSG00000027869,47.70671834625323
ENSG00000028116,74.94001476559616
ENSG00000028137,63.58896271686969
ENSG00000028203,82.83960871170174
ENSG00000028277,56.732188999630864
ENSG00000028310,73.26504245108896
ENSG00000028528,89.31339977851606
ENSG00000028839,92.6218161683278
ENSG00000029153,51.91952750092285
ENSG00000029363,97.59136212624585
ENSG00000029364,85.74658545588778
ENSG00000029534,94.79051310446658
ENSG00000029639,51.55038759689923
ENSG00000029725,75.03691399040237
ENSG00000029993,79.31893687707641
ENSG00000030066,74.8984865263935
ENSG00000030110,67.21576227390182
ENSG00000030304,10.082133628645257
ENSG00000030419,47.95588778146917
ENSG00000030582,86.26799557032115
ENSG00000031003,81.64913252122554
ENSG00000031081,30.011074197120706
ENSG00000031691,37.44001476559616
ENSG00000031698,85.0452196382429
ENSG00000031823,75.53525286083426
ENSG00000032219,89.40107050572166
ENSG00000032389,49.367847914359544
ENSG00000032444,36.240310077519375
ENSG00000032742,69.296788482835
ENSG00000033011,60.594315245478036
ENSG00000033030,83.29180509413068
ENSG00000033050,65.03783684016243
ENSG00000033100,63.708933185677374
ENSG00000033122,33.402547065337764
ENSG00000033170,97.90513104466592
ENSG00000033178,88.13215208564046
ENSG00000033327,44.781284606866
ENSG00000033627,84.50996677740864
ENSG00000033800,93.09708379475822
ENSG00000033867,69.37984496124031
ENSG00000034053,65.28700627537837
ENSG00000034152,96.2578442229605
ENSG00000034239,11.835548172757475
ENSG00000034510,98.98025101513474
ENSG00000034533,50.364525655223325
ENSG00000034677,93.68770764119601
ENSG00000034693,69.12144702842377
ENSG00000034713,97.30066445182725
ENSG00000034971,21.01328903654485
ENSG00000035115,84.343853820598
ENSG00000035141,83.99317091177556
ENSG00000035403,99.77390180878552
ENSG00000035499,64.49796973052787
ENSG00000035664,79.01901070505721
ENSG00000035681,55.83241048357327
ENSG00000035687,82.55813953488372
ENSG00000035720,41.25138427464009
ENSG00000035862,54.45275009228497
ENSG00000035928,83.44407530454042
ENSG00000036054,90.6469176818014
ENSG00000036257,87.55998523440384
ENSG00000036448,86.34643779992616
ENSG00000036473,3.5852713178294575
ENSG00000036530,78.98671096345515
ENSG00000036549,70.94407530454042
ENSG00000036565,21.410114433370246
ENSG00000036672,21.068660022148393
ENSG00000036828,76.61960132890366
ENSG00000037042,50.60908084163898
ENSG00000037241,65.13012181616833
ENSG00000037280,31.146179401993358
ENSG00000037474,81.14156515319306
ENSG00000037637,74.73698781838317
ENSG00000037749,57.65503875968992
ENSG00000037757,61.43872277593208
ENSG00000037897,48.860280546327054
ENSG00000037965,30.537098560354377
ENSG00000038002,66.7220376522702
ENSG00000038210,58.259505352528606
ENSG00000038219,92.29881875230713
ENSG00000038274,90.11166482096714
ENSG00000038295,9.846806939830195
ENSG00000038358,46.62236987818383
ENSG00000038382,72.18069398301957
ENSG00000038427,24.1140642303433
ENSG00000038532,62.04780361757106
ENSG00000038945,45.722591362126245
ENSG00000039068,82.3827980804725
ENSG00000039123,82.62273901808786
ENSG00000039139,50.004614248800294
ENSG00000039319,90.07936507936508
ENSG00000039523,40.27777777777778
ENSG00000039537,8.134920634920634
ENSG00000039560,57.89036544850499
ENSG00000039650,66.56976744186046
ENSG00000039987,31.40457733480989
ENSG00000040199,56.47840531561462
ENSG00000040275,58.94702842377261
ENSG00000040341,88.53359173126614
ENSG00000040487,56.93983019564415
ENSG00000040531,85.6266149870801
ENSG00000040608,23.855666297526763
ENSG00000040633,66.67589516426726
ENSG00000040731,26.102805463270577
ENSG00000040933,53.75599852344038
ENSG00000041353,99.312476928756
ENSG00000041357,89.70561092654115
ENSG00000041515,11.734034699150978
ENSG00000041802,70.50572166851236
ENSG00000041880,65.03322259136213
ENSG00000041982,34.99446290143965
ENSG00000041988,43.75230712440015
ENSG00000042062,99.18789221114803
ENSG00000042088,58.130306386120346
ENSG00000042286,52.27482465854559
ENSG00000042304,37.62458471760797
ENSG00000042317,54.44813584348468
ENSG00000042429,81.74141749723145
ENSG00000042445,61.037283130306385
ENSG00000042493,81.70450350682908
ENSG00000042753,82.26744186046511
ENSG00000042781,38.099852344038396
ENSG00000042832,32.39202657807309
ENSG00000042980,46.18401624215578
ENSG00000043039,45.28423772609819
ENSG00000043093,92.11886304909561
ENSG00000043143,49.75083056478405
ENSG00000043355,16.274455518641563
ENSG00000043462,94.90586932447398
ENSG00000043514,48.50036913990402
ENSG00000043591,27.164082687338503
ENSG00000044090,49.24326319675157
ENSG00000044115,95.9579180509413
ENSG00000044446,58.52251753414544
ENSG00000044459,76.9610557401255
ENSG00000044524,27.906976744186046
ENSG00000044574,95.08582502768549
ENSG00000046604,80.8093392395718
ENSG00000046647,58.22259136212624
ENSG00000046651,92.68641565153193
ENSG00000046653,52.699335548172755
ENSG00000046774,12.624584717607974
ENSG00000046889,35.77888519748985
ENSG00000047056,51.65651531930602
ENSG00000047188,77.75932078257661
ENSG00000047230,70.46880767811
ENSG00000047249,84.16851236618679
ENSG00000047315,92.33111849390919
ENSG00000047346,93.62310815799188
ENSG00000047365,70.03968253968253
ENSG00000047410,94.4905869324474
ENSG00000047457,55.05721668512366
ENSG00000047578,75.0046142488003
ENSG00000047579,63.45053525286083
ENSG00000047597,92.01273532668881
ENSG00000047617,34.090070136581765
ENSG00000047621,63.34440753045404
ENSG00000047634,61.36028054632706
ENSG00000047644,87.97065337763013
ENSG00000047648,93.39239571797712
ENSG00000047662,28.35455887781469
ENSG00000047849,76.42580287929125
ENSG00000047932,59.1500553709856
ENSG00000047936,19.186046511627907
ENSG00000048028,62.15393133997785
ENSG00000048052,75.83517903285345
ENSG00000048140,59.00701365817645
ENSG00000048162,72.16223698781839
ENSG00000048342,59.61609449981543
ENSG00000048392,68.55850867478775
ENSG00000048405,76.29198966408268
ENSG00000048462,21.922296050203027
ENSG00000048471,65.81303063861203
ENSG00000048540,50.11997046880767
ENSG00000048544,83.64710225175341
ENSG00000048649,92.19730527870063
ENSG00000048707,76.84108527131784
ENSG00000048740,95.49649317091178
ENSG00000048828,85.16057585825027
ENSG00000048991,71.80232558139535
ENSG00000049089,44.73052787006275
ENSG00000049130,67.33111849390919
ENSG00000049167,49.02639350313769
ENSG00000049192,33.21797711332595
ENSG00000049239,56.84754521963824
ENSG00000049245,86.60022148394242
ENSG00000049246,51.31967515688446
ENSG00000049247,12.712255444813584
ENSG00000049249,68.23551125876706
ENSG00000049283,54.69269102990033
ENSG00000049323,98.07585825027687
ENSG00000049449,75.95053525286083
ENSG00000049540,44.35215946843854
ENSG00000049541,78.02694721299372
ENSG00000049618,90.7438169066076
ENSG00000049656,68.93687707641196
ENSG00000049759,83.2779623477298
ENSG00000049768,4.485049833887043
ENSG00000049769,37.23698781838316
ENSG00000049860,87.95219638242894
ENSG00000049883,68.07401255075673
ENSG00000050030,35.46511627906977
ENSG00000050130,95.54724990771503
ENSG00000050327,50.47526762643042
ENSG00000050344,61.94629014396457
ENSG00000050393,93.71077888519748
ENSG00000050405,85.5204872646733
ENSG00000050426,72.47139165743816
ENSG00000050438,75.20302694721299
ENSG00000050555,37.444629014396455
ENSG00000050628,25.544481358434844
ENSG00000050730,47.817460317460316
ENSG00000050748,79.56349206349206
ENSG00000050820,57.98726467331119
ENSG00000051009,42.80638612033961
ENSG00000051108,94.19988925802879
ENSG00000051128,46.95459579180509
ENSG00000051180,61.69712070874862
ENSG00000051341,62.389258028792916
ENSG00000051382,95.1734957548911
ENSG00000051523,72.36987818383167
ENSG00000051596,69.51827242524917
ENSG00000051620,93.16629752676265
ENSG00000051825,74.13252122554448
ENSG00000052126,89.49796973052787
ENSG00000052344,91.29291251384275
ENSG00000052723,68.53082318198598
ENSG00000052749,81.72296050203028
ENSG00000052795,68.30011074197121
ENSG00000052802,79.91417497231451
ENSG00000052841,83.70708748615725
ENSG00000052850,4.808047249907715
ENSG00000053108,54.600406053894424
ENSG00000053254,81.1046511627907
ENSG00000053371,76.12587670727206
ENSG00000053372,59.339239571797705
ENSG00000053501,62.51384274640088
ENSG00000053524,74.26172019195275
ENSG00000053702,28.382244370616466
ENSG00000053747,41.089885566629754
ENSG00000053770,76.1858619416759
ENSG00000053900,53.91288298265042
ENSG00000053918,20.98560354374308
ENSG00000054116,75.82133628645256
ENSG00000054118,91.90199335548172
ENSG00000054148,85.39128829826504
ENSG00000054179,16.016057585825028
ENSG00000054219,50.53986710963455
ENSG00000054267,96.19785898855666
ENSG00000054277,70.0812107788852
ENSG00000054282,83.36101882613511
ENSG00000054356,59.81912144702842
ENSG00000054392,49.43706164636397
ENSG00000054523,86.4156515319306
ENSG00000054598,35.76042820228867
ENSG00000054611,76.14433370247323
ENSG00000054654,97.18530823181986
ENSG00000054690,55.62938353636028
ENSG00000054793,94.14913252122554
ENSG00000054965,62.804540420819485
ENSG00000054967,42.6172019195275
ENSG00000054983,73.47729789590255
ENSG00000055044,90.87763012181617
ENSG00000055070,64.88095238095238
ENSG00000055118,20.16888150609081
ENSG00000055130,84.43613879660391
ENSG00000055147,53.93595422665191
ENSG00000055163,50.40605389442598
ENSG00000055208,94.82742709486895
ENSG00000055211,76.60575858250277
ENSG00000055332,86.62329272794389
ENSG00000055483,77.18253968253968
ENSG00000055609,99.27556293835363
ENSG00000055732,46.92229605020303
ENSG00000055813,4.821889996308601
ENSG00000055917,94.17220376522702
ENSG00000055950,63.57050572166851
ENSG00000055955,21.626984126984127
ENSG00000055957,21.97766703580657
ENSG00000056050,58.45330380214101
ENSG00000056097,93.33241048357327
ENSG00000056277,70.81949058693245
ENSG00000056291,26.6749723145072
ENSG00000056487,26.951827242524917
ENSG00000056558,42.64027316352898
ENSG00000056586,89.06423034330011
ENSG00000056736,45.21040974529347
ENSG00000056972,77.33480989294944
ENSG00000056998,31.22923588039867
ENSG00000057019,71.57161314138058
ENSG00000057252,56.94444444444444
ENSG00000057294,67.70025839793283
ENSG00000057468,52.99003322259136
ENSG00000057593,10.114433370247324
ENSG00000057608,95.61184939091916
ENSG00000057657,55.95699520118125
ENSG00000057663,78.81598375784422
ENSG00000057704,45.91177556293836
ENSG00000057757,85.58508674787745
ENSG00000057935,75.47065337763013
ENSG00000058056,62.79992617201919
ENSG00000058063,82.65042451088964
ENSG00000058085,42.50645994832041
ENSG00000058091,68.29088224437062
ENSG00000058262,86.44333702473237
ENSG00000058272,98.26042820228867
ENSG00000058335,34.426910299003325
ENSG00000058404,23.19582871908453
ENSG00000058453,50.235326688815064
ENSG00000058600,85.3451458102621
ENSG00000058668,67.9171280915467
ENSG00000058673,97.99280177187154
ENSG00000058729,72.18530823181986
ENSG00000058799,74.67238833517904
ENSG00000058804,67.30343300110742
ENSG00000058866,89.48412698412699
ENSG00000059122,57.1843853820598
ENSG00000059145,59.43613879660391
ENSG00000059377,96.58545588778146
ENSG00000059378,54.59579180509413
ENSG00000059573,75.38298265042451
ENSG00000059588,71.2624584717608
ENSG00000059691,50.56755260243633
ENSG00000059728,97.3514211886305
ENSG00000059758,89.59486895533408
ENSG00000059769,42.69564414913252
ENSG00000059804,99.63086009597637
ENSG00000059915,25.475267626430416
ENSG00000060069,42.39110372831303
ENSG00000060138,98.86950904392765
ENSG00000060140,47.51753414544112
ENSG00000060237,97.20376522702104
ENSG00000060303,3.488372093023256
ENSG00000060339,86.81709117755629
ENSG00000060491,64.29494278331488
ENSG00000060558,47.78516057585825
ENSG00000060642,48.717238833517904
ENSG00000060656,31.25692137320044
ENSG00000060688,70.40420819490588
ENSG00000060709,2.547065337763012
ENSG00000060718,21.2578442229605
ENSG00000060749,67.88021410114433
ENSG00000060762,74.37246216315984
ENSG00000060971,82.43355481727575
ENSG00000060982,56.62606127722407
ENSG00000061273,66.77279438907347
ENSG00000061337,26.72572905131045
ENSG00000061455,44.532115171650055
ENSG00000061656,30.52787006275378
ENSG00000061676,95.32115171650055
ENSG00000061794,90.41620524178664
ENSG00000061918,98.5280546327058
ENSG00000061936,81.3030638612034
ENSG00000061938,65.31930601698043
ENSG00000061987,87.15393133997786
ENSG00000062038,65.81764488741233
ENSG00000062096,26.50885935769657
ENSG00000062194,96.36858619416759
ENSG00000062282,64.11960132890366
ENSG00000062370,46.88999630860096
ENSG00000062485,88.8796603912883
ENSG00000062524,7.590439276485789
ENSG00000062582,87.90605389442598
ENSG00000062598,73.8141380583241
ENSG00000062650,87.1124031007752
ENSG00000062716,96.87615356220007
ENSG00000062725,77.6624215577704
ENSG00000062822,50.258397932816536
ENSG00000063015,25.267626430417128
ENSG00000063046,95.20118124769287
ENSG00000063127,34.8421926910299
ENSG00000063169,47.392949427833145
ENSG00000063176,40.319306016980434
ENSG00000063177,96.6592838685862
ENSG00000063180,13.524363233665559
ENSG00000063241,61.89091915836102
ENSG00000063244,50.04614248800296
ENSG00000063245,83.99778516057586
ENSG00000063322,76.98874123292728
ENSG00000063438,17.801771871539312
ENSG00000063587,69.69361387966039
ENSG00000063601,54.665005537098565
