gen_name,peripheral blood mononuclear cell
ENSG00000008130,85.51754385964912
ENSG00000008197,2.837719298245614
ENSG00000008226,38.127192982456144
ENSG00000008256,49.368421052631575
ENSG00000008277,41.00877192982456
ENSG00000008282,86.32456140350877
ENSG00000008283,77.69736842105263
ENSG00000008294,90.46929824561404
ENSG00000008300,38.33771929824562
ENSG00000008311,69.23684210526316
ENSG00000008323,21.162280701754383
ENSG00000008324,88.09210526315789
ENSG00000008382,70.0701754385965
ENSG00000008394,83.38157894736841
ENSG00000008405,66.1798245614035
ENSG00000008438,33.75877192982456
ENSG00000008441,51.11842105263158
ENSG00000008513,85.22368421052632
ENSG00000008516,53.973684210526315
ENSG00000008517,99.19298245614036
ENSG00000008710,79.67105263157895
ENSG00000008735,40.96491228070175
ENSG00000008838,66.52631578947368
ENSG00000008853,48.41666666666667
ENSG00000008869,62.27631578947368
ENSG00000008952,96.3157894736842
ENSG00000008988,99.35964912280701
ENSG00000009307,97.53508771929825
ENSG00000009335,73.14035087719299
ENSG00000009413,95.87719298245614
ENSG00000009694,46.469298245614034
ENSG00000009724,22.662280701754387
ENSG00000009765,79.94298245614036
ENSG00000009780,72.05701754385964
ENSG00000009790,94.22368421052632
ENSG00000009830,42.10526315789473
ENSG00000009844,74.48684210526316
ENSG00000009950,69.65350877192982
ENSG00000009954,83.14912280701753
ENSG00000010017,75.88157894736842
ENSG00000010030,52.776315789473685
ENSG00000010072,81.30701754385964
ENSG00000010165,54.55701754385965
ENSG00000010219,62.72368421052632
ENSG00000010244,97.15350877192982
ENSG00000010256,91.14035087719297
ENSG00000010270,78.73245614035088
ENSG00000010278,81.64912280701755
ENSG00000010292,60.25877192982456
ENSG00000010295,67.81140350877193
ENSG00000010310,50.45175438596491
ENSG00000010318,56.50877192982456
ENSG00000010319,26.5219298245614
ENSG00000010322,83.12280701754386
ENSG00000010327,76.47807017543859
ENSG00000010361,51.2280701754386
ENSG00000010379,17.574561403508774
ENSG00000010404,95.92105263157895
ENSG00000010438,23.964912280701757
ENSG00000010539,57.34649122807017
ENSG00000010610,87.03070175438596
ENSG00000010626,50.530701754385966
ENSG00000010671,80.03947368421052
ENSG00000010704,74.15350877192982
ENSG00000010803,54.60526315789473
ENSG00000010810,97.10964912280701
ENSG00000010818,62.77631578947368
ENSG00000010932,19.162280701754387
ENSG00000011007,77.33771929824562
ENSG00000011009,82.06140350877193
ENSG00000011021,76.40789473684211
ENSG00000011028,34.43859649122807
ENSG00000011052,96.96491228070175
ENSG00000011083,6.789473684210526
ENSG00000011105,50.03508771929825
ENSG00000011114,80.85964912280701
ENSG00000011132,58.39473684210527
ENSG00000011143,43.05701754385965
ENSG00000011198,81.42543859649123
ENSG00000011201,26.302631578947366
ENSG00000011243,87.07894736842105
ENSG00000011258,67.06140350877193
ENSG00000011260,74.50438596491227
ENSG00000011275,86.29824561403508
ENSG00000011295,85.32456140350877
ENSG00000011304,93.10526315789474
ENSG00000011332,22.842105263157894
ENSG00000011376,53.030701754385966
ENSG00000011405,83.41666666666666
ENSG00000011422,94.28947368421052
ENSG00000011426,38.94298245614035
ENSG00000011451,57.50438596491229
ENSG00000011454,75.71491228070175
ENSG00000011465,16.04385964912281
ENSG00000011478,48.65350877192983
ENSG00000011485,68.00438596491229
ENSG00000011523,93.21052631578948
ENSG00000011566,57.58771929824561
ENSG00000011590,49.10526315789473
ENSG00000011600,99.33771929824562
ENSG00000011638,65.67543859649123
ENSG00000012048,61.90789473684211
ENSG00000012061,82.91666666666667
ENSG00000012124,75.0
ENSG00000012171,28.64473684210526
ENSG00000012174,52.85526315789474
ENSG00000012211,47.87719298245614
ENSG00000012223,42.5
ENSG00000012232,62.56140350877193
ENSG00000012660,87.82456140350877
ENSG00000012779,83.9342105263158
ENSG00000012817,60.60964912280702
ENSG00000012822,81.6359649122807
ENSG00000012963,60.188596491228076
ENSG00000012983,77.93859649122807
ENSG00000013016,51.078947368421055
ENSG00000013275,86.36403508771929
ENSG00000013288,72.10087719298247
ENSG00000013293,79.56140350877193
ENSG00000013297,17.45175438596491
ENSG00000013306,84.97807017543859
ENSG00000013364,91.59649122807018
ENSG00000013374,90.6359649122807
ENSG00000013375,59.28508771929825
ENSG00000013392,54.21052631578947
ENSG00000013441,92.94736842105263
ENSG00000013503,46.921052631578945
ENSG00000013523,56.96052631578947
ENSG00000013561,86.19298245614036
ENSG00000013563,69.0877192982456
ENSG00000013573,61.929824561403514
ENSG00000013583,80.68859649122807
ENSG00000013588,15.276315789473685
ENSG00000013619,29.035087719298247
ENSG00000013725,90.82456140350878
ENSG00000013810,82.88157894736841
ENSG00000014123,79.10526315789474
ENSG00000014138,57.54385964912281
ENSG00000014164,61.78070175438597
ENSG00000014216,91.64473684210527
ENSG00000014257,54.5921052631579
ENSG00000014641,88.89473684210526
ENSG00000014824,65.8201754385965
ENSG00000014914,65.81140350877193
ENSG00000014919,60.79824561403508
ENSG00000015133,92.27192982456141
ENSG00000015153,84.87280701754386
ENSG00000015171,68.07894736842105
ENSG00000015285,94.12719298245614
ENSG00000015413,18.421052631578945
ENSG00000015475,93.73245614035088
ENSG00000015479,94.00438596491229
ENSG00000015520,14.855263157894738
ENSG00000015532,55.29385964912281
ENSG00000015568,92.01315789473684
ENSG00000015592,16.74561403508772
ENSG00000015676,74.99561403508773
ENSG00000016391,81.51315789473685
ENSG00000016864,66.59649122807018
ENSG00000017260,70.57894736842105
ENSG00000017427,40.57017543859649
ENSG00000017483,56.872807017543856
ENSG00000017797,88.47368421052632
ENSG00000018189,76.52631578947368
ENSG00000018236,1.368421052631579
ENSG00000018280,95.79824561403508
ENSG00000018408,34.75
ENSG00000018510,69.5701754385965
ENSG00000018610,66.33771929824562
ENSG00000018625,24.912280701754387
ENSG00000018699,52.6578947368421
ENSG00000018869,44.026315789473685
ENSG00000019102,28.368421052631582
ENSG00000019144,78.12719298245614
ENSG00000019169,74.70614035087719
ENSG00000019186,11.236842105263158
ENSG00000019485,40.62280701754386
ENSG00000019582,99.61842105263158
ENSG00000019991,47.88157894736842
ENSG00000019995,77.01754385964912
ENSG00000020129,48.85964912280702
ENSG00000020181,41.276315789473685
ENSG00000020219,12.105263157894736
ENSG00000020256,49.64473684210526
ENSG00000020426,72.96491228070175
ENSG00000020577,61.859649122807014
ENSG00000020633,97.12280701754385
ENSG00000020922,75.79385964912281
ENSG00000021300,51.00877192982456
ENSG00000021355,98.26315789473684
ENSG00000021461,44.86842105263158
ENSG00000021488,18.32456140350877
ENSG00000021574,73.6798245614035
ENSG00000021645,35.71491228070175
ENSG00000021762,66.6140350877193
ENSG00000021776,75.73684210526316
ENSG00000021826,91.95614035087719
ENSG00000022267,65.00877192982456
ENSG00000022277,90.12719298245614
ENSG00000022556,45.34649122807017
ENSG00000022567,52.82017543859649
ENSG00000022840,93.27192982456141
ENSG00000022976,54.881578947368425
ENSG00000023041,78.3640350877193
ENSG00000023171,62.10526315789474
ENSG00000023191,96.12280701754385
ENSG00000023228,80.76754385964912
ENSG00000023287,93.34649122807018
ENSG00000023318,90.53508771929825
ENSG00000023330,62.473684210526315
ENSG00000023445,93.73684210526316
ENSG00000023516,67.46491228070175
ENSG00000023572,67.08771929824562
ENSG00000023608,55.942982456140356
ENSG00000023697,77.14035087719299
ENSG00000023734,92.80263157894737
ENSG00000023839,37.78947368421053
ENSG00000023892,87.44736842105263
ENSG00000023902,96.04385964912281
ENSG00000023909,77.7280701754386
ENSG00000024048,86.59210526315789
ENSG00000024422,24.087719298245613
ENSG00000024526,33.99561403508772
ENSG00000024862,76.17105263157895
ENSG00000025039,57.96052631578947
ENSG00000025156,64.41228070175438
ENSG00000025293,95.21052631578948
ENSG00000025423,28.219298245614034
ENSG00000025434,44.95175438596492
ENSG00000025708,99.18859649122807
ENSG00000025770,70.74561403508773
ENSG00000025772,56.057017543859644
ENSG00000025796,86.7280701754386
ENSG00000025800,87.9298245614035
ENSG00000026025,99.63596491228071
ENSG00000026036,48.73684210526316
ENSG00000026103,71.25877192982456
ENSG00000026297,97.68421052631578
ENSG00000026508,98.71052631578947
ENSG00000026559,46.78508771929825
ENSG00000026652,74.02192982456141
ENSG00000026751,79.16666666666666
ENSG00000026950,81.50877192982456
ENSG00000027001,47.30701754385965
ENSG00000027075,91.37719298245615
ENSG00000027644,14.644736842105264
ENSG00000027697,93.53070175438597
ENSG00000027847,64.75
ENSG00000027869,85.6798245614035
ENSG00000028116,64.55263157894737
ENSG00000028137,96.95175438596492
ENSG00000028203,76.25
ENSG00000028277,95.64912280701753
ENSG00000028310,81.15789473684211
ENSG00000028528,80.08771929824562
ENSG00000028839,84.69298245614036
ENSG00000029153,45.06140350877193
ENSG00000029363,96.9342105263158
ENSG00000029364,59.416666666666664
ENSG00000029534,52.90350877192982
ENSG00000029639,55.49122807017544
ENSG00000029725,76.72368421052632
ENSG00000029993,63.49561403508772
ENSG00000030066,77.62719298245614
ENSG00000030110,77.50438596491229
ENSG00000030304,9.600877192982455
ENSG00000030419,54.50877192982456
ENSG00000030582,98.01754385964912
ENSG00000031003,81.96052631578948
ENSG00000031081,55.07456140350877
ENSG00000031691,48.98684210526316
ENSG00000031698,82.21052631578948
ENSG00000031823,71.06140350877193
ENSG00000032219,91.5701754385965
ENSG00000032389,66.99122807017544
ENSG00000032444,82.71929824561404
ENSG00000032742,63.60087719298245
ENSG00000033011,57.42543859649123
ENSG00000033030,80.46052631578947
ENSG00000033050,64.30263157894737
ENSG00000033100,70.60964912280701
ENSG00000033122,51.39035087719298
ENSG00000033170,89.30701754385964
ENSG00000033178,85.89035087719297
ENSG00000033327,67.8859649122807
ENSG00000033627,78.35526315789474
ENSG00000033800,90.58771929824562
ENSG00000033867,83.0
ENSG00000034053,80.74561403508773
ENSG00000034152,93.5
ENSG00000034510,99.8859649122807
ENSG00000034533,66.75438596491227
ENSG00000034677,93.05701754385964
ENSG00000034693,51.916666666666664
ENSG00000034713,95.20614035087719
ENSG00000035115,69.99122807017544
ENSG00000035141,78.82894736842105
ENSG00000035403,89.03947368421052
ENSG00000035499,38.58333333333333
ENSG00000035664,61.33333333333333
ENSG00000035681,75.3421052631579
ENSG00000035687,82.00877192982456
ENSG00000035720,56.42105263157895
ENSG00000035862,92.06140350877193
ENSG00000035928,89.23684210526316
ENSG00000036054,71.21929824561404
ENSG00000036257,91.23684210526316
ENSG00000036448,85.26754385964912
ENSG00000036530,70.1842105263158
ENSG00000036549,69.45175438596492
ENSG00000036565,19.232456140350877
ENSG00000036672,25.070175438596493
ENSG00000036828,80.04385964912281
ENSG00000037042,44.1359649122807
ENSG00000037241,74.8421052631579
ENSG00000037280,43.50438596491228
ENSG00000037474,70.0
ENSG00000037637,83.68859649122807
ENSG00000037749,56.42982456140351
ENSG00000037757,82.84649122807018
ENSG00000037897,46.280701754385966
ENSG00000038002,67.2982456140351
ENSG00000038210,57.4078947368421
ENSG00000038219,96.10087719298247
ENSG00000038274,80.21491228070175
ENSG00000038358,70.6359649122807
ENSG00000038382,64.46052631578948
ENSG00000038427,98.81140350877193
ENSG00000038532,59.54385964912281
ENSG00000038945,52.434210526315795
ENSG00000039068,31.776315789473685
ENSG00000039123,75.51315789473684
ENSG00000039319,91.3201754385965
ENSG00000039523,68.95175438596492
ENSG00000039560,23.776315789473685
ENSG00000039600,13.600877192982455
ENSG00000039650,84.89912280701755
ENSG00000039987,20.45614035087719
ENSG00000040199,52.68859649122807
ENSG00000040275,44.90350877192982
ENSG00000040341,67.34210526315789
ENSG00000040487,62.7280701754386
ENSG00000040531,59.19736842105263
ENSG00000040608,35.74122807017544
ENSG00000040633,65.33771929824562
ENSG00000040933,81.0921052631579
ENSG00000041353,79.35964912280701
ENSG00000041357,94.4078947368421
ENSG00000041515,30.021929824561404
ENSG00000041802,71.96929824561403
ENSG00000041880,47.35526315789474
ENSG00000041982,18.100877192982455
ENSG00000041988,61.21929824561404
ENSG00000042062,60.131578947368425
ENSG00000042088,59.25
ENSG00000042286,47.15350877192982
ENSG00000042304,13.429824561403509
ENSG00000042317,43.521929824561404
ENSG00000042429,86.84649122807018
ENSG00000042445,53.289473684210535
ENSG00000042493,94.27631578947368
ENSG00000042753,97.5
ENSG00000042813,6.798245614035088
ENSG00000042832,29.05263157894737
ENSG00000042980,75.78070175438596
ENSG00000043039,49.80701754385965
ENSG00000043093,76.73245614035088
ENSG00000043143,78.30701754385964
ENSG00000043462,91.1842105263158
ENSG00000043514,57.35087719298245
ENSG00000043591,41.26315789473684
ENSG00000044090,45.671052631578945
ENSG00000044115,83.49561403508771
ENSG00000044446,67.36842105263158
ENSG00000044459,62.043859649122815
ENSG00000044574,98.1798245614035
ENSG00000046604,58.85087719298245
ENSG00000046647,54.01754385964912
ENSG00000046651,88.90350877192984
ENSG00000046653,54.79385964912281
ENSG00000046889,9.442982456140351
ENSG00000047056,75.39473684210526
ENSG00000047188,79.15789473684211
ENSG00000047230,43.3859649122807
ENSG00000047249,82.65789473684211
ENSG00000047315,89.16228070175438
ENSG00000047346,80.64473684210526
ENSG00000047365,88.16666666666667
ENSG00000047410,95.53070175438596
ENSG00000047457,28.614035087719298
ENSG00000047578,52.824561403508774
ENSG00000047579,76.10087719298245
ENSG00000047597,54.20175438596492
ENSG00000047617,19.144736842105264
ENSG00000047621,61.05263157894737
ENSG00000047634,63.23684210526316
ENSG00000047644,71.96491228070175
ENSG00000047648,67.3157894736842
ENSG00000047662,46.54824561403509
ENSG00000047849,83.09210526315789
ENSG00000047932,72.35964912280701
ENSG00000048028,75.48684210526316
ENSG00000048052,69.97368421052632
ENSG00000048140,69.61842105263158
ENSG00000048162,61.71052631578947
ENSG00000048342,69.66666666666667
ENSG00000048392,64.82894736842105
ENSG00000048405,87.85526315789474
ENSG00000048462,48.03947368421053
ENSG00000048471,81.95175438596492
ENSG00000048544,82.86842105263158
ENSG00000048545,0.19736842105263158
ENSG00000048649,94.2982456140351
ENSG00000048707,73.07894736842105
ENSG00000048740,97.84649122807018
ENSG00000048828,90.87280701754385
ENSG00000048991,73.07456140350878
ENSG00000049089,49.171052631578945
ENSG00000049130,20.346491228070178
ENSG00000049167,51.083333333333336
ENSG00000049192,54.236842105263165
ENSG00000049239,69.84649122807018
ENSG00000049245,84.66228070175438
ENSG00000049246,49.75438596491228
ENSG00000049247,71.76315789473684
ENSG00000049249,46.31578947368421
ENSG00000049283,1.837719298245614
ENSG00000049323,54.671052631578945
ENSG00000049449,64.4298245614035
ENSG00000049540,3.5000000000000004
ENSG00000049541,70.94736842105263
ENSG00000049618,96.45175438596492
ENSG00000049656,86.10526315789474
ENSG00000049759,53.71491228070175
ENSG00000049768,36.96052631578947
ENSG00000049769,55.17543859649123
ENSG00000049860,85.21929824561404
ENSG00000049883,47.030701754385966
ENSG00000050030,32.51754385964912
ENSG00000050130,77.70175438596492
ENSG00000050165,36.07017543859649
ENSG00000050327,50.10964912280702
ENSG00000050344,51.25438596491229
ENSG00000050393,82.94298245614034
ENSG00000050405,54.17543859649123
ENSG00000050426,79.23245614035088
ENSG00000050438,90.99561403508773
ENSG00000050555,25.921052631578945
ENSG00000050628,31.75438596491228
ENSG00000050730,44.223684210526315
ENSG00000050748,73.14473684210526
ENSG00000050767,22.44298245614035
ENSG00000050820,17.31140350877193
ENSG00000051009,69.66228070175438
ENSG00000051108,97.82456140350877
ENSG00000051128,70.40350877192982
ENSG00000051180,42.50438596491228
ENSG00000051341,42.15350877192983
ENSG00000051382,70.85087719298245
ENSG00000051523,99.5
ENSG00000051596,61.4561403508772
ENSG00000051620,95.13157894736842
ENSG00000051825,78.53070175438597
ENSG00000052126,60.44298245614035
ENSG00000052344,16.714912280701753
ENSG00000052723,71.5
ENSG00000052749,96.50438596491227
ENSG00000052795,72.27631578947368
ENSG00000052802,71.27192982456141
ENSG00000052841,88.82456140350877
ENSG00000053108,49.73245614035088
ENSG00000053254,94.09649122807018
ENSG00000053328,15.701754385964911
ENSG00000053371,82.79385964912281
ENSG00000053372,71.67105263157895
ENSG00000053438,10.837719298245615
ENSG00000053501,78.04824561403508
ENSG00000053524,65.72807017543859
ENSG00000053702,41.93421052631579
ENSG00000053747,14.276315789473685
ENSG00000053770,73.58333333333333
ENSG00000053900,64.6798245614035
ENSG00000053918,71.87719298245614
ENSG00000054116,82.54824561403508
ENSG00000054118,95.09649122807018
ENSG00000054148,91.2982456140351
ENSG00000054179,9.824561403508772
ENSG00000054219,71.21052631578947
ENSG00000054267,97.90350877192982
ENSG00000054277,62.30263157894736
ENSG00000054282,78.26315789473685
ENSG00000054356,40.807017543859644
ENSG00000054392,45.99122807017544
ENSG00000054523,78.44298245614036
ENSG00000054598,31.320175438596493
ENSG00000054611,81.96929824561403
ENSG00000054654,98.16666666666667
ENSG00000054690,68.60087719298245
ENSG00000054793,45.86842105263158
ENSG00000054965,59.73245614035088
ENSG00000054967,85.53947368421052
ENSG00000054983,71.04385964912281
ENSG00000055044,90.35526315789474
ENSG00000055070,87.69298245614036
ENSG00000055118,32.05263157894736
ENSG00000055130,76.71929824561403
ENSG00000055147,58.59210526315789
ENSG00000055163,91.14473684210526
ENSG00000055208,80.77631578947368
ENSG00000055211,83.8201754385965
ENSG00000055332,93.08771929824562
ENSG00000055483,86.39473684210527
ENSG00000055609,93.77192982456141
ENSG00000055732,37.76315789473684
ENSG00000055813,19.188596491228072
ENSG00000055917,83.37719298245614
ENSG00000055950,87.46491228070175
ENSG00000055955,53.24561403508772
ENSG00000055957,25.478070175438596
ENSG00000056050,67.20614035087719
ENSG00000056097,87.38157894736842
ENSG00000056277,53.72807017543859
ENSG00000056487,2.425438596491228
ENSG00000056558,64.60964912280703
ENSG00000056586,84.76315789473684
ENSG00000056736,23.56140350877193
ENSG00000056972,73.21491228070175
ENSG00000057019,65.47368421052632
ENSG00000057252,74.01315789473685
ENSG00000057294,76.54385964912281
ENSG00000057468,15.793859649122806
ENSG00000057593,11.37719298245614
ENSG00000057608,95.64035087719299
ENSG00000057657,88.64912280701755
ENSG00000057663,80.34649122807018
ENSG00000057704,61.622807017543856
ENSG00000057757,87.61842105263158
ENSG00000057935,69.78508771929825
ENSG00000058056,48.75438596491228
ENSG00000058063,85.9342105263158
ENSG00000058085,26.06140350877193
ENSG00000058091,55.763157894736835
ENSG00000058262,84.40789473684211
ENSG00000058272,94.35087719298245
ENSG00000058335,29.122807017543863
ENSG00000058404,30.736842105263158
ENSG00000058453,56.07894736842105
ENSG00000058600,82.25
ENSG00000058668,79.95175438596492
ENSG00000058673,84.12280701754385
ENSG00000058729,67.25
ENSG00000058799,65.14473684210526
ENSG00000058804,49.19736842105264
ENSG00000058866,49.771929824561404
ENSG00000059122,73.68859649122808
ENSG00000059145,81.03070175438597
ENSG00000059377,88.20614035087719
ENSG00000059378,78.22368421052632
ENSG00000059573,51.24999999999999
ENSG00000059588,94.80701754385964
ENSG00000059691,51.69298245614035
ENSG00000059728,87.0657894736842
ENSG00000059758,78.93421052631578
ENSG00000059769,54.83771929824562
ENSG00000059804,96.5701754385965
ENSG00000059915,45.73245614035088
ENSG00000060069,77.85087719298247
ENSG00000060138,95.72368421052632
ENSG00000060140,35.76315789473684
ENSG00000060237,92.62719298245614
ENSG00000060339,88.62280701754386
ENSG00000060491,91.60964912280701
ENSG00000060558,80.59649122807018
ENSG00000060566,23.039473684210527
ENSG00000060642,52.62280701754386
ENSG00000060656,21.20614035087719
ENSG00000060688,77.06140350877193
ENSG00000060709,10.473684210526315
ENSG00000060749,58.561403508771924
ENSG00000060762,86.64035087719299
ENSG00000060971,89.8201754385965
ENSG00000060982,56.57017543859649
ENSG00000061273,82.03947368421053
ENSG00000061337,20.17982456140351
ENSG00000061455,8.539473684210526
ENSG00000061656,39.06140350877193
ENSG00000061676,64.70614035087719
ENSG00000061794,80.52631578947368
ENSG00000061918,60.631578947368425
ENSG00000061936,89.37719298245614
ENSG00000061938,81.84649122807018
ENSG00000061987,79.10964912280701
ENSG00000062038,76.62719298245614
ENSG00000062194,95.92543859649123
ENSG00000062282,52.84649122807018
ENSG00000062370,16.285087719298247
ENSG00000062485,79.82456140350878
ENSG00000062524,46.04385964912281
ENSG00000062582,86.92543859649123
ENSG00000062598,67.22368421052632
ENSG00000062650,84.78070175438597
ENSG00000062716,93.39912280701755
ENSG00000062725,69.32456140350877
ENSG00000062822,55.26754385964912
ENSG00000063015,37.31140350877193
ENSG00000063046,97.23684210526315
ENSG00000063127,48.48684210526316
ENSG00000063169,60.14473684210526
ENSG00000063176,65.74122807017544
ENSG00000063177,99.71491228070175
ENSG00000063180,50.473684210526315
ENSG00000063241,69.04385964912281
ENSG00000063244,81.05263157894737
ENSG00000063245,90.84210526315789
ENSG00000063322,73.6578947368421
ENSG00000063438,23.986842105263158
ENSG00000063587,58.061403508771924
ENSG00000063601,61.3421052631579
ENSG00000063660,33.33771929824562
ENSG00000063761,47.76754385964912
ENSG00000063854,85.46052631578948
ENSG00000063978,84.64473684210526
ENSG00000064012,93.25438596491227
ENSG00000064042,23.574561403508774
ENSG00000064102,57.166666666666664
ENSG00000064115,76.31140350877192
ENSG00000064195,8.258771929824562
ENSG00000064199,44.16228070175438
ENSG00000064201,83.01315789473685
ENSG00000064225,52.54824561403508
ENSG00000064270,26.824561403508774
ENSG00000064300,30.697368421052634
ENSG00000064309,24.921052631578945
ENSG00000064313,68.61842105263159
ENSG00000064393,82.78508771929825
ENSG00000064419,77.37719298245615
ENSG00000064489,51.85526315789474
