gen_name,"CD4-positive, CD25-positive, alpha-beta regulatory T cell","CD4-positive, alpha-beta memory T cell"
ENSMUSG00000028274,77.5033921302578,77.95386702849389
ENSMUSG00000028277,86.89280868385346,89.33514246947082
ENSMUSG00000028278,54.963364993215734,31.077340569877883
ENSMUSG00000028280,3.0719131614654,10.19810040705563
ENSMUSG00000028282,75.0719131614654,75.96200814111262
ENSMUSG00000028284,59.44640434192673,57.519674355495255
ENSMUSG00000028291,86.16553595658073,87.30529172320217
ENSMUSG00000028292,60.819538670284935,63.15875169606513
ENSMUSG00000028293,68.0651289009498,66.67028493894166
ENSMUSG00000028295,76.65128900949797,75.65264586160109
ENSMUSG00000028300,54.92537313432836,54.757123473541384
ENSMUSG00000028309,77.7910447761194,76.68385345997287
ENSMUSG00000028312,69.8236092265943,77.18860244233379
ENSMUSG00000028318,57.2157394843962,58.29579375848033
ENSMUSG00000028322,85.74762550881954,86.76797829036636
ENSMUSG00000028328,96.28222523744911,95.70691994572591
ENSMUSG00000028329,78.40976933514247,77.6607869742198
ENSMUSG00000028330,74.09497964721845,73.21573948439621
ENSMUSG00000028331,56.765264586160114,55.59837177747625
ENSMUSG00000028332,7.712347354138399,21.905020352781545
ENSMUSG00000028333,97.23202170963366,97.22116689280868
ENSMUSG00000028334,88.91180461329715,88.91723202170964
ENSMUSG00000028337,87.56037991858886,64.59701492537313
ENSMUSG00000028339,42.1763907734057,33.50881953867029
ENSMUSG00000028341,64.59701492537313,70.09497964721845
ENSMUSG00000028343,89.51424694708277,90.55088195386702
ENSMUSG00000028344,61.009497964721845,58.48575305291723
ENSMUSG00000028345,69.07462686567165,66.08955223880596
ENSMUSG00000028358,8.786974219810041,5.666214382632293
ENSMUSG00000028359,0.0,14.89280868385346
ENSMUSG00000028362,89.41655359565807,97.30800542740842
ENSMUSG00000028364,0.0,7.26729986431479
ENSMUSG00000028367,96.24966078697422,97.18860244233379
ENSMUSG00000028369,15.85888738127544,0.0
ENSMUSG00000028378,28.070556309362278,28.189959294436907
ENSMUSG00000028381,81.98100407055631,79.00135685210313
ENSMUSG00000028382,94.78968792401629,94.82767978290366
ENSMUSG00000028383,76.01085481682497,71.13161465400272
ENSMUSG00000028385,47.158751696065124,48.73812754409769
ENSMUSG00000028386,35.24016282225237,37.91587516960651
ENSMUSG00000028391,98.82767978290367,98.1763907734057
ENSMUSG00000028392,43.95115332428765,48.27137042062415
ENSMUSG00000028393,68.71099050203527,71.0067842605156
ENSMUSG00000028394,72.74898236092267,74.04070556309362
ENSMUSG00000028397,58.04070556309362,59.33242876526459
ENSMUSG00000028398,83.88602442333786,86.27951153324288
ENSMUSG00000028403,67.44640434192672,67.10990502035278
ENSMUSG00000028405,54.561736770691994,57.058344640434186
ENSMUSG00000028407,80.03799185888738,84.45590230664858
ENSMUSG00000028409,90.41519674355494,89.79647218453188
ENSMUSG00000028410,98.76255088195387,98.82225237449119
ENSMUSG00000028411,65.36227951153325,68.20081411126188
ENSMUSG00000028412,46.18181818181818,40.11940298507463
ENSMUSG00000028413,85.73677069199456,88.16824966078698
ENSMUSG00000028414,54.36092265943012,53.03120759837178
ENSMUSG00000028415,14.60515603799186,18.01899592944369
ENSMUSG00000028416,93.58480325644504,94.39348710990501
ENSMUSG00000028417,0.0,13.5359565807327
ENSMUSG00000028419,89.1506105834464,89.26458616010855
ENSMUSG00000028420,56.10854816824966,67.08276797829036
ENSMUSG00000028423,78.26322930800542,80.65671641791045
ENSMUSG00000028426,90.63772048846675,90.44776119402985
ENSMUSG00000028427,38.7842605156038,41.76933514246947
ENSMUSG00000028430,55.05563093622795,54.561736770691994
ENSMUSG00000028431,53.166892808683855,52.928086838534604
ENSMUSG00000028433,67.63636363636364,69.19945725915875
ENSMUSG00000028435,58.675712347354136,65.8561736770692
ENSMUSG00000028436,79.29443690637721,79.6146540027137
ENSMUSG00000028437,71.12618724559023,74.78968792401628
ENSMUSG00000028438,41.948439620081416,39.45183175033921
ENSMUSG00000028439,43.44640434192673,47.32700135685211
ENSMUSG00000028441,3.674355495251018,6.257801899592945
ENSMUSG00000028443,51.45183175033922,55.84803256445048
ENSMUSG00000028445,13.19945725915875,4.265943012211669
ENSMUSG00000028447,93.03120759837178,93.11804613297151
ENSMUSG00000028451,17.356852103120758,16.89009497964722
ENSMUSG00000028452,96.37991858887382,96.24966078697422
ENSMUSG00000028453,51.37042062415197,53.42740841248303
ENSMUSG00000028454,52.62957937584803,52.87381275440977
ENSMUSG00000028455,81.20488466757124,81.10176390773405
ENSMUSG00000028456,17.161465400271368,20.575305291723204
ENSMUSG00000028458,57.19402985074626,61.31886024423338
ENSMUSG00000028459,74.29036635006784,63.506105834464044
ENSMUSG00000028460,90.2089552238806,92.39620081411127
ENSMUSG00000028461,83.63093622795115,83.14246947082768
ENSMUSG00000028463,31.886024423337854,23.750339213025782
ENSMUSG00000028464,10.708276797829036,0.0
ENSMUSG00000028465,94.72998643147898,95.09905020352781
ENSMUSG00000028466,74.79511533242876,77.67706919945726
ENSMUSG00000028467,62.14382632293079,62.54545454545455
ENSMUSG00000028468,49.58480325644505,51.663500678426054
ENSMUSG00000028470,83.79375848032564,84.42333785617367
ENSMUSG00000028475,4.065128900949796,3.4681139755766623
ENSMUSG00000028476,45.63907734056988,39.12618724559023
ENSMUSG00000028478,96.90094979647218,97.37313432835822
ENSMUSG00000028479,61.356852103120765,61.66621438263229
ENSMUSG00000028480,88.99864314789689,88.39077340569878
ENSMUSG00000028483,69.5685210312076,68.43419267299863
ENSMUSG00000028484,92.52103120759837,92.23337856173677
ENSMUSG00000028494,73.0257801899593,73.17774762550881
ENSMUSG00000028495,99.79918588873812,99.78290366350068
ENSMUSG00000028496,88.71641791044776,86.62143826322931
ENSMUSG00000028497,19.196743554952512,5.042062415196743
ENSMUSG00000028514,66.95793758480325,62.40976933514247
ENSMUSG00000028521,73.58480325644506,51.79918588873813
ENSMUSG00000028522,94.9145183175034,92.30936227951153
ENSMUSG00000028523,45.93758480325644,28.423337856173674
ENSMUSG00000028524,72.86295793758481,67.44097693351425
ENSMUSG00000028525,86.19810040705563,90.33921302578018
ENSMUSG00000028527,12.189959294436907,16.976933514246948
ENSMUSG00000028528,24.065128900949798,27.70149253731343
ENSMUSG00000028530,96.84124830393486,96.7381275440977
ENSMUSG00000028538,36.29850746268657,42.69742198100407
ENSMUSG00000028540,57.89959294436906,57.45997286295794
ENSMUSG00000028542,2.626865671641791,11.782903663500678
ENSMUSG00000028545,36.46675712347354,29.96472184531886
ENSMUSG00000028549,68.53188602442334,68.74898236092267
ENSMUSG00000028550,32.72727272727273,22.350067842605156
ENSMUSG00000028551,64.62957937584804,69.68792401628222
ENSMUSG00000028552,78.98507462686567,78.74084124830394
ENSMUSG00000028555,4.42876526458616,8.85753052917232
ENSMUSG00000028556,37.34056987788331,38.01899592944369
ENSMUSG00000028557,69.01492537313433,71.5495251017639
ENSMUSG00000028559,90.33921302578018,85.81275440976933
ENSMUSG00000028560,81.70420624151967,83.37584803256445
ENSMUSG00000028563,82.57801899592945,83.45183175033921
ENSMUSG00000028565,43.44097693351425,43.03392130257802
ENSMUSG00000028567,70.719131614654,68.41248303934871
ENSMUSG00000028568,78.25237449118046,75.01763907734058
ENSMUSG00000028572,52.19538670284939,53.047489823609226
ENSMUSG00000028573,37.492537313432834,17.791044776119403
ENSMUSG00000028575,13.92672998643148,12.656716417910449
ENSMUSG00000028576,38.29036635006784,40.27137042062415
ENSMUSG00000028577,81.00407055630936,82.77883310719132
ENSMUSG00000028578,69.64450474898236,72.65128900949797
ENSMUSG00000028580,82.51831750339214,81.60651289009499
ENSMUSG00000028581,98.99050203527815,99.06105834464043
ENSMUSG00000028582,73.7910447761194,72.51017639077341
ENSMUSG00000028587,22.263229308005428,31.69606512890095
ENSMUSG00000028591,8.385345997286295,0.0
ENSMUSG00000028597,44.51560379918589,31.294436906377204
ENSMUSG00000028599,92.91723202170962,86.3392130257802
ENSMUSG00000028601,22.85481682496608,26.312075983717776
ENSMUSG00000028602,49.5359565807327,32.5753052917232
ENSMUSG00000028603,96.3527815468114,96.91180461329715
ENSMUSG00000028607,50.6540027137042,50.72455902306648
ENSMUSG00000028608,72.9280868385346,73.5088195386703
ENSMUSG00000028609,92.75983717774763,93.39484396200814
ENSMUSG00000028613,40.3202170963365,43.43554952510176
ENSMUSG00000028614,42.57801899592945,42.65400271370421
ENSMUSG00000028617,61.39484396200814,59.60922659430123
ENSMUSG00000028618,96.55359565807326,96.29308005427409
ENSMUSG00000028619,64.24423337856173,63.32700135685211
ENSMUSG00000028621,38.72998643147897,41.405698778833106
ENSMUSG00000028622,65.42740841248303,67.43012211668929
ENSMUSG00000028629,52.97693351424695,54.436906377204885
ENSMUSG00000028630,68.75983717774763,75.22930800542741
ENSMUSG00000028631,2.648575305291723,9.025780189959294
ENSMUSG00000028633,53.35685210312076,56.124830393487116
ENSMUSG00000028634,72.27679782903664,64.8303934871099
ENSMUSG00000028636,74.25780189959295,75.27272727272727
ENSMUSG00000028637,44.20624151967436,42.507462686567166
ENSMUSG00000028639,98.77340569877884,98.9796472184532
ENSMUSG00000028640,13.166892808683853,1.7476255088195387
ENSMUSG00000028641,40.08683853459973,39.05020352781547
ENSMUSG00000028642,10.024423337856174,12.119402985074627
ENSMUSG00000028643,84.15196743554952,85.48168249660787
ENSMUSG00000028644,12.808683853459973,17.096336499321573
ENSMUSG00000028645,66.49118046132972,66.69199457259158
ENSMUSG00000028646,72.61872455902306,76.07055630936227
ENSMUSG00000028647,57.68249660786974,62.22523744911804
ENSMUSG00000028648,93.25373134328359,93.76933514246947
ENSMUSG00000028649,91.24559023066485,90.96336499321573
ENSMUSG00000028651,80.21709633649931,83.19674355495252
ENSMUSG00000028653,59.33242876526459,58.518317503392126
ENSMUSG00000028654,11.185888738127545,3.9294436906377204
ENSMUSG00000028655,33.70420624151967,34.57259158751696
ENSMUSG00000028656,88.46132971506105,90.8168249660787
ENSMUSG00000028657,92.27679782903664,91.92401628222524
ENSMUSG00000028668,76.58616010854817,83.76119402985076
ENSMUSG00000028669,78.17096336499321,77.48710990502036
ENSMUSG00000028670,90.24694708276797,90.45318860244234
ENSMUSG00000028671,52.62415196743555,56.586160108548164
ENSMUSG00000028672,74.13839891451832,74.19810040705563
ENSMUSG00000028673,85.10176390773405,86.3663500678426
ENSMUSG00000028675,89.79647218453188,90.98507462686567
ENSMUSG00000028676,89.44369063772048,88.640434192673
ENSMUSG00000028677,74.22523744911804,75.01221166892809
ENSMUSG00000028678,21.888738127544098,31.755766621438262
ENSMUSG00000028680,66.48575305291723,76.62957937584804
ENSMUSG00000028683,58.66485753052917,60.624151967435544
ENSMUSG00000028684,78.42605156037992,79.29986431478969
ENSMUSG00000028687,46.61601085481683,42.85481682496608
ENSMUSG00000028688,66.94708276797829,64.46675712347354
ENSMUSG00000028689,54.3337856173677,51.6472184531886
ENSMUSG00000028690,42.952510176390774,43.142469470827685
ENSMUSG00000028691,98.29579375848031,98.24694708276797
ENSMUSG00000028692,94.4640434192673,94.89823609226595
ENSMUSG00000028693,86.13297150610583,86.16010854816824
ENSMUSG00000028696,45.08005427408413,49.329715061058344
ENSMUSG00000028698,32.54816824966078,26.344640434192673
ENSMUSG00000028699,15.810040705563095,4.591587516960651
ENSMUSG00000028700,53.17774762550882,51.48439620081411
ENSMUSG00000028701,0.0,18.116689280868385
ENSMUSG00000028702,31.06648575305292,37.248303934871096
ENSMUSG00000028703,65.31343283582089,66.17096336499321
ENSMUSG00000028706,61.362279511533245,59.97829036635007
ENSMUSG00000028708,63.354138398914515,66.54545454545455
ENSMUSG00000028709,68.99864314789687,67.5495251017639
ENSMUSG00000028710,64.61329715061058,66.88738127544099
ENSMUSG00000028713,18.827679782903665,3.006784260515604
ENSMUSG00000028716,47.16417910447761,44.55902306648575
ENSMUSG00000028718,21.226594301221166,28.824966078697422
ENSMUSG00000028719,91.5875169606513,93.64450474898236
ENSMUSG00000028729,89.01492537313432,89.38398914518318
ENSMUSG00000028737,47.59294436906377,46.355495251017636
ENSMUSG00000028741,80.48303934871099,78.06241519674356
ENSMUSG00000028743,69.06919945725916,69.95929443690638
ENSMUSG00000028744,47.701492537313435,45.47625508819539
ENSMUSG00000028745,97.73677069199456,98.32835820895522
ENSMUSG00000028747,7.468113975576662,12.065128900949796
ENSMUSG00000028756,85.6987788331072,85.93215739484397
ENSMUSG00000028757,91.41926729986432,91.97829036635007
ENSMUSG00000028759,91.75033921302578,91.63093622795115
ENSMUSG00000028760,81.59023066485753,81.83446404341926
ENSMUSG00000028766,29.253731343283583,21.49796472184532
ENSMUSG00000028771,54.431478968792405,54.833107191316145
ENSMUSG00000028772,84.58073270013568,86.58344640434193
ENSMUSG00000028773,30.833107191316145,28.363636363636363
ENSMUSG00000028779,76.48846675712348,75.50610583446404
ENSMUSG00000028782,18.024423337856174,9.30257801899593
ENSMUSG00000028788,97.22659430122117,97.35142469470827
ENSMUSG00000028789,17.899592944369065,19.516960651289008
ENSMUSG00000028790,96.64586160108549,96.02713704206242
ENSMUSG00000028792,89.0203527815468,91.57123473541384
ENSMUSG00000028793,68.83039348710992,78.29579375848033
ENSMUSG00000028794,15.093622795115333,12.553595658073268
ENSMUSG00000028795,50.93080054274084,64.16824966078697
ENSMUSG00000028796,67.66350067842605,71.04477611940298
ENSMUSG00000028797,96.33107191316147,96.2225237449118
ENSMUSG00000028798,96.29850746268657,96.62415196743555
ENSMUSG00000028799,61.644504748982364,62.713704206241516
ENSMUSG00000028800,94.77340569877883,94.62143826322931
ENSMUSG00000028801,8.955223880597014,12.786974219810041
ENSMUSG00000028803,61.02035278154682,59.80461329715061
ENSMUSG00000028807,50.040705563093624,46.74626865671642
ENSMUSG00000028809,94.14925373134328,93.99185888738127
ENSMUSG00000028811,66.52374491180461,68.93894165535957
ENSMUSG00000028820,97.19945725915875,97.26458616010855
ENSMUSG00000028821,95.89687924016282,95.88602442333786
ENSMUSG00000028822,97.59023066485753,97.56309362279512
ENSMUSG00000028825,5.563093622795115,5.704206241519675
ENSMUSG00000028826,58.805970149253724,60.39620081411127
ENSMUSG00000028830,55.191316146540025,58.4640434192673
ENSMUSG00000028832,78.14925373134328,89.31343283582089
ENSMUSG00000028833,63.44097693351425,64.98778833107191
ENSMUSG00000028836,25.84531886024423,17.970149253731343
ENSMUSG00000028837,95.63093622795115,95.96200814111262
ENSMUSG00000028838,36.74898236092266,34.1438263229308
ENSMUSG00000028840,76.21709633649932,77.35142469470829
ENSMUSG00000028842,62.96879240162823,63.354138398914515
ENSMUSG00000028843,99.20217096336499,99.32157394843962
ENSMUSG00000028845,0.0,8.971506105834465
ENSMUSG00000028847,84.20081411126186,85.13975576662143
ENSMUSG00000028848,56.8629579375848,57.78018995929444
ENSMUSG00000028849,74.31750339213026,77.94301221166893
ENSMUSG00000028850,51.60922659430122,52.28222523744912
ENSMUSG00000028851,93.5033921302578,93.43283582089552
ENSMUSG00000028854,52.48303934871099,52.45047489823609
ENSMUSG00000028857,78.64857530529173,78.75712347354138
ENSMUSG00000028859,54.105834464043426,52.22795115332429
ENSMUSG00000028860,75.08276797829036,62.843962008141105
ENSMUSG00000028861,86.42062415196744,86.60515603799186
ENSMUSG00000028862,5.41112618724559,14.377204884667572
ENSMUSG00000028863,77.1180461329715,76.82496607869741
ENSMUSG00000028864,28.971506105834465,2.9036635006784257
ENSMUSG00000028868,90.05698778833107,90.03527815468114
ENSMUSG00000028869,77.38941655359565,76.0325644504749
ENSMUSG00000028873,47.663500678426054,57.915875169606515
ENSMUSG00000028874,37.134328358208954,41.01492537313433
ENSMUSG00000028876,13.943012211668929,9.101763907734057
ENSMUSG00000028878,72.96607869742198,74.25237449118046
ENSMUSG00000028879,69.62279511533242,68.64586160108547
ENSMUSG00000028882,74.97421981004071,76.65671641791046
ENSMUSG00000028884,78.40434192672998,82.34464043419267
ENSMUSG00000028885,31.05020352781547,47.158751696065124
ENSMUSG00000028886,63.56037991858887,56.54816824966079
ENSMUSG00000028889,84.61329715061058,85.41655359565807
ENSMUSG00000028890,64.62415196743555,67.88602442333786
ENSMUSG00000028893,49.73677069199457,50.50203527815468
ENSMUSG00000028894,74.61058344640435,85.08005427408413
ENSMUSG00000028896,52.55902306648576,56.781546811397554
ENSMUSG00000028898,82.82225237449119,81.82903663500679
ENSMUSG00000028899,87.32700135685211,87.11533242876527
ENSMUSG00000028901,67.98371777476255,66.89280868385346
ENSMUSG00000028902,85.11261872455901,86.45318860244234
ENSMUSG00000028906,70.58344640434193,77.03120759837178
ENSMUSG00000028907,96.54816824966078,96.30936227951153
ENSMUSG00000028910,54.76797829036635,55.3270013568521
ENSMUSG00000028911,84.40162822252375,86.09497964721845
ENSMUSG00000028914,49.280868385346,47.08276797829037
ENSMUSG00000028917,46.29579375848032,46.61601085481683
ENSMUSG00000028920,51.43554952510176,54.4966078697422
ENSMUSG00000028923,88.79240162822254,86.96336499321575
ENSMUSG00000028926,31.17503392130258,11.413839891451833
ENSMUSG00000028927,50.27951153324287,64.0
ENSMUSG00000028931,84.60244233378562,87.15332428765265
ENSMUSG00000028932,91.57666214382633,92.29308005427409
ENSMUSG00000028933,37.720488466757125,40.40705563093623
ENSMUSG00000028936,99.27272727272727,99.26729986431478
ENSMUSG00000028937,87.02306648575305,91.09362279511534
ENSMUSG00000028943,72.46132971506107,60.72184531886025
ENSMUSG00000028944,61.22659430122117,52.862957937584795
ENSMUSG00000028945,93.76390773405699,94.10583446404341
ENSMUSG00000028948,62.09497964721845,64.79782903663501
ENSMUSG00000028949,29.557666214382632,21.259158751696063
ENSMUSG00000028952,54.23066485753053,53.02578018995929
ENSMUSG00000028953,77.06919945725916,79.32157394843962
ENSMUSG00000028954,82.80597014925372,82.79511533242876
ENSMUSG00000028955,95.78290366350068,95.9023066485753
ENSMUSG00000028957,43.63093622795115,50.10583446404342
ENSMUSG00000028958,83.02306648575305,80.64586160108547
ENSMUSG00000028959,77.97557666214384,76.9280868385346
ENSMUSG00000028960,71.01221166892809,65.87788331071913
ENSMUSG00000028961,74.64314789687924,74.72998643147896
ENSMUSG00000028962,63.549525101763905,63.92401628222524
ENSMUSG00000028964,97.80732700135685,97.38398914518316
ENSMUSG00000028965,98.50746268656717,89.60651289009498
ENSMUSG00000028967,59.202170963365,60.55902306648575
ENSMUSG00000028969,63.68521031207598,64.68385345997287
ENSMUSG00000028970,52.331071913161466,73.0257801899593
ENSMUSG00000028973,53.29172320217096,54.02442333785618
ENSMUSG00000028974,88.58616010854817,86.54545454545455
ENSMUSG00000028975,68.54816824966079,69.13975576662143
ENSMUSG00000028977,39.40841248303935,34.51831750339213
ENSMUSG00000028978,32.846675712347356,32.14111261872456
ENSMUSG00000028979,14.73541383989145,9.883310719131615
ENSMUSG00000028980,46.36092265943012,44.62957937584803
ENSMUSG00000028982,57.48168249660787,55.37584803256445
ENSMUSG00000028986,47.60922659430123,50.236092265943014
ENSMUSG00000028988,43.663500678426054,54.77883310719132
ENSMUSG00000028990,69.10176390773405,69.7910447761194
ENSMUSG00000028991,59.343283582089555,58.38263229308005
ENSMUSG00000028992,49.6662143826323,49.921302578018995
ENSMUSG00000028995,53.199457259158756,52.47761194029851
ENSMUSG00000028998,97.921302578019,97.94301221166893
ENSMUSG00000028999,71.53324287652646,70.07327001356852
ENSMUSG00000029001,33.15603799185889,38.404341926729984
ENSMUSG00000029003,68.72727272727272,69.5359565807327
ENSMUSG00000029004,95.38127544097694,95.53867028493895
ENSMUSG00000029007,59.72862957937585,61.81275440976933
ENSMUSG00000029009,40.526458616010856,42.1438263229308
ENSMUSG00000029012,60.14654002713704,56.18995929443691
ENSMUSG00000029014,88.1248303934871,88.41248303934871
ENSMUSG00000029016,39.63636363636363,37.883310719131615
ENSMUSG00000029017,75.69063772048847,77.19945725915875
ENSMUSG00000029020,55.869742198100404,60.91723202170963
ENSMUSG00000029022,77.64450474898236,75.63093622795115
ENSMUSG00000029026,11.234735413839891,8.922659430122117
ENSMUSG00000029027,66.89823609226593,71.75033921302578
ENSMUSG00000029028,75.16417910447761,75.44097693351425
ENSMUSG00000029029,68.19538670284939,65.89959294436906
ENSMUSG00000029030,96.07598371777476,96.31478968792402
ENSMUSG00000029032,11.728629579375847,10.51831750339213
ENSMUSG00000029033,47.87516960651289,52.819538670284935
ENSMUSG00000029034,81.70963364993216,82.95251017639077
ENSMUSG00000029036,67.57666214382633,65.59023066485753
ENSMUSG00000029038,94.83853459972863,93.16689280868385
ENSMUSG00000029047,53.84531886024423,54.1763907734057
ENSMUSG00000029048,94.4966078697422,94.61601085481682
ENSMUSG00000029049,30.903663500678423,34.594301221166894
ENSMUSG00000029050,85.80189959294437,82.94708276797829
ENSMUSG00000029053,71.20759837177748,76.98778833107191
ENSMUSG00000029054,20.331071913161466,22.10583446404342
ENSMUSG00000029055,13.573948439620082,4.032564450474898
ENSMUSG00000029056,54.55088195386703,54.70284938941655
ENSMUSG00000029059,39.620081411126186,44.27679782903663
ENSMUSG00000029060,51.85345997286296,58.54545454545455
ENSMUSG00000029061,19.80461329715061,20.65671641791045
ENSMUSG00000029062,92.01085481682496,92.7327001356852
ENSMUSG00000029063,85.98100407055631,83.55495251017639
ENSMUSG00000029064,94.9416553595658,95.12075983717774
ENSMUSG00000029066,89.39484396200814,89.99185888738127
ENSMUSG00000029068,95.15875169606512,95.15875169606512
ENSMUSG00000029070,31.913161465400268,29.449118046132973
ENSMUSG00000029071,44.87381275440977,44.78154681139756
ENSMUSG00000029072,17.05291723202171,19.62550881953867
ENSMUSG00000029073,47.03392130257802,50.12211668928087
ENSMUSG00000029075,99.23473541383989,97.15061058344641
ENSMUSG00000029076,98.27951153324288,97.3459972862958
ENSMUSG00000029082,18.887381275440976,21.867028493894168
ENSMUSG00000029084,64.12483039348712,63.40841248303934
ENSMUSG00000029086,14.469470827679784,14.621438263229308
ENSMUSG00000029089,52.059701492537314,55.023066485753056
ENSMUSG00000029090,13.34056987788331,17.367706919945725
ENSMUSG00000029093,48.55359565807327,16.575305291723204
ENSMUSG00000029094,83.96200814111262,81.59565807327002
ENSMUSG00000029095,31.43012211668928,41.10176390773405
ENSMUSG00000029096,2.659430122116689,8.69470827679783
ENSMUSG00000029097,47.83175033921302,48.78154681139756
ENSMUSG00000029098,62.80597014925373,62.68113975576662
ENSMUSG00000029101,35.544097693351425,39.72862957937585
ENSMUSG00000029102,32.42876526458616,22.72998643147897
ENSMUSG00000029103,79.35413839891451,78.94165535956581
ENSMUSG00000029104,70.36092265943013,69.03663500678427
ENSMUSG00000029106,85.23744911804614,80.17367706919946
ENSMUSG00000029110,87.58751696065129,89.0583446404342
ENSMUSG00000029111,72.02713704206242,72.05427408412483
ENSMUSG00000029119,58.203527815468114,64.3799185888738
ENSMUSG00000029120,6.789687924016283,24.797829036635008
ENSMUSG00000029121,59.9348710990502,66.54002713704206
ENSMUSG00000029125,65.38941655359565,64.61872455902306
ENSMUSG00000029126,16.20081411126187,17.997286295793756
ENSMUSG00000029127,45.959294436906376,47.6146540027137
ENSMUSG00000029128,66.40976933514247,70.30122116689282
ENSMUSG00000029130,21.04748982360923,41.73134328358209
ENSMUSG00000029131,95.15332428765264,96.97150610583446
ENSMUSG00000029135,87.66892808683853,91.24559023066485
ENSMUSG00000029136,52.37991858887381,52.58073270013569
ENSMUSG00000029138,30.263229308005428,30.85481682496608
ENSMUSG00000029141,71.45183175033921,71.70691994572591
ENSMUSG00000029145,75.89145183175033,77.0203527815468
ENSMUSG00000029146,89.51967435549525,90.0515603799186
ENSMUSG00000029147,92.15739484396201,93.49253731343283
ENSMUSG00000029148,87.01763907734058,88.13568521031208
ENSMUSG00000029149,72.64586160108549,60.417910447761194
ENSMUSG00000029151,3.6255088195386707,30.07327001356852
ENSMUSG00000029152,94.76797829036634,95.0719131614654
ENSMUSG00000029153,57.14518317503392,56.56445047489823
ENSMUSG00000029156,54.84396200814111,52.179104477611936
ENSMUSG00000029158,3.305291723202171,8.39620081411126
ENSMUSG00000029161,66.8819538670285,64.9932157394844
ENSMUSG00000029162,55.772048846675716,55.78290366350068
ENSMUSG00000029163,42.561736770691994,37.06377204884668
ENSMUSG00000029165,38.38805970149254,40.499321573948436
ENSMUSG00000029166,49.74219810040705,52.97693351424695
ENSMUSG00000029167,0.0,11.359565807327002
ENSMUSG00000029168,4.4938941655359566,4.998643147896879
ENSMUSG00000029169,88.2550881953867,88.05427408412483
ENSMUSG00000029171,62.312075983717776,62.97421981004071
ENSMUSG00000029173,43.940298507462686,47.48439620081411
ENSMUSG00000029174,83.82089552238806,87.4843962008141
ENSMUSG00000029175,56.3202170963365,55.33242876526459
ENSMUSG00000029176,70.89280868385346,71.95658073270013
ENSMUSG00000029177,94.2089552238806,94.26322930800542
ENSMUSG00000029178,94.26865671641791,94.72455902306649
ENSMUSG00000029179,56.29308005427408,55.28358208955224
ENSMUSG00000029185,26.925373134328357,29.042062415196746
ENSMUSG00000029186,45.362279511533245,42.822252374491185
ENSMUSG00000029188,7.26729986431479,4.276797829036635
ENSMUSG00000029190,79.0719131614654,72.94979647218453
ENSMUSG00000029191,79.22930800542741,80.59158751696064
ENSMUSG00000029192,75.05020352781547,68.84124830393488
ENSMUSG00000029196,43.668928086838534,46.05698778833107
ENSMUSG00000029198,89.4979647218453,90.35006784260516
ENSMUSG00000029199,70.16010854816825,71.56037991858888
ENSMUSG00000029201,70.95251017639077,72.21166892808684
ENSMUSG00000029202,85.22659430122117,83.98371777476255
ENSMUSG00000029203,92.45590230664857,93.24287652645862
ENSMUSG00000029204,98.64314789687924,97.22659430122117
ENSMUSG00000029205,20.830393487109905,17.87788331071913
ENSMUSG00000029206,59.43554952510176,57.43283582089552
ENSMUSG00000029207,51.87516960651289,51.16417910447761
ENSMUSG00000029208,59.49525101763907,63.59294436906377
ENSMUSG00000029209,76.68385345997287,75.21302578018995
ENSMUSG00000029212,11.202170963364994,20.759837177747624
ENSMUSG00000029213,86.12211668928087,92.82496607869743
ENSMUSG00000029217,48.01628222523745,42.13839891451832
ENSMUSG00000029221,68.42876526458616,68.14111261872456
ENSMUSG00000029227,90.80597014925374,91.38670284938941
ENSMUSG00000029229,93.49796472184532,94.42605156037992
ENSMUSG00000029233,76.59158751696064,73.81275440976933
ENSMUSG00000029234,84.33107191316147,82.37720488466758
ENSMUSG00000029238,68.97150610583446,70.01356852103122
ENSMUSG00000029245,34.27951153324288,32.18453188602442
ENSMUSG00000029246,67.2618724559023,65.15603799185888
ENSMUSG00000029247,83.75033921302578,84.15739484396201
ENSMUSG00000029249,85.37856173677069,88.28222523744913
ENSMUSG00000029250,68.87381275440977,69.3134328358209
ENSMUSG00000029253,75.4246947082768,68.27137042062415
ENSMUSG00000029254,91.76119402985074,91.64179104477613
ENSMUSG00000029263,35.381275440976935,37.70963364993216
ENSMUSG00000029265,76.24423337856173,77.29715061058344
ENSMUSG00000029267,81.18860244233379,82.31207598371778
ENSMUSG00000029270,77.74762550881954,84.2550881953867
ENSMUSG00000029275,65.00407055630936,69.96472184531885
ENSMUSG00000029276,60.61329715061058,59.45183175033921
ENSMUSG00000029279,41.87245590230665,39.88602442333786
ENSMUSG00000029283,48.30936227951153,53.56309362279511
ENSMUSG00000029287,39.59837177747625,55.81546811397558
ENSMUSG00000029290,77.45997286295794,74.13297150610583
ENSMUSG00000029291,53.99185888738127,51.43554952510176
ENSMUSG00000029298,75.50610583446404,79.97829036635007
ENSMUSG00000029299,55.516960651289004,58.073270013568525
ENSMUSG00000029304,28.86838534599729,41.99728629579376
ENSMUSG00000029310,77.59565807327002,78.31750339213026
ENSMUSG00000029311,60.222523744911804,60.47218453188602
ENSMUSG00000029312,39.782903663500676,38.76797829036635
ENSMUSG00000029313,70.01899592944369,69.438263229308
