gen_name,hematopoietic stem cell
ENSMUSG00000000983,35.50721623757435
ENSMUSG00000001014,57.438755562949716
ENSMUSG00000001016,94.20621386682194
ENSMUSG00000001017,87.83845609948841
ENSMUSG00000001018,94.36426402695172
ENSMUSG00000001020,88.64118454435803
ENSMUSG00000001023,47.90167616354032
ENSMUSG00000001025,92.68394127188787
ENSMUSG00000001027,43.47627167990684
ENSMUSG00000001029,91.5193611446159
ENSMUSG00000001034,58.53262903963732
ENSMUSG00000001036,28.898224015305914
ENSMUSG00000001039,56.46134009898931
ENSMUSG00000001052,77.9852763798195
ENSMUSG00000001053,58.73643056190991
ENSMUSG00000001054,86.6697167574762
ENSMUSG00000001056,92.75048870773198
ENSMUSG00000001062,68.64368007320219
ENSMUSG00000001065,64.94197895437341
ENSMUSG00000001076,12.623216736680115
ENSMUSG00000001082,83.27579752942644
ENSMUSG00000001089,80.78442790001247
ENSMUSG00000001095,64.0810215031402
ENSMUSG00000001098,74.91993511625004
ENSMUSG00000001100,79.71135049702616
ENSMUSG00000001105,89.41063927130558
ENSMUSG00000001119,2.720126440128104
ENSMUSG00000001120,61.98893648879091
ENSMUSG00000001123,97.0760720375993
ENSMUSG00000001127,94.57638397870483
ENSMUSG00000001128,50.47623008775943
ENSMUSG00000001134,71.53017510294056
ENSMUSG00000001138,75.72682277585992
ENSMUSG00000001143,72.42024705735557
ENSMUSG00000001150,66.88849145281371
ENSMUSG00000001151,77.5485588320925
ENSMUSG00000001155,20.712889406480055
ENSMUSG00000001156,68.99721332612403
ENSMUSG00000001157,72.30378904462837
ENSMUSG00000001158,88.41242773364388
ENSMUSG00000001166,64.03942935573764
ENSMUSG00000001173,96.66430977831385
ENSMUSG00000001175,99.18063469616936
ENSMUSG00000001211,78.53429272553342
ENSMUSG00000001225,54.785176558665725
ENSMUSG00000001227,48.646175602046334
ENSMUSG00000001228,57.83388096327413
ENSMUSG00000001229,69.126148983072
ENSMUSG00000001240,82.85571684066049
ENSMUSG00000001247,62.38822110385559
ENSMUSG00000001248,89.514619639812
ENSMUSG00000001249,44.05440252880256
ENSMUSG00000001260,27.471613359397747
ENSMUSG00000001270,49.61527263652623
ENSMUSG00000001280,91.33219648130432
ENSMUSG00000001281,67.83679241359232
ENSMUSG00000001285,74.25030154306866
ENSMUSG00000001288,59.13571517697459
ENSMUSG00000001289,98.02853221311815
ENSMUSG00000001300,59.01509794950714
ENSMUSG00000001305,80.54735265981783
ENSMUSG00000001313,63.99367799359481
ENSMUSG00000001323,71.08097991099281
ENSMUSG00000001333,28.598760554007402
ENSMUSG00000001334,62.79166493366053
ENSMUSG00000001348,50.858877843863084
ENSMUSG00000001366,93.74454103065342
ENSMUSG00000001376,79.36197645884458
ENSMUSG00000001380,81.21282701825895
ENSMUSG00000001383,95.64114295221063
ENSMUSG00000001403,46.15064675789211
ENSMUSG00000001415,79.40356860624715
ENSMUSG00000001416,97.47951586740423
ENSMUSG00000001418,84.13675498065966
ENSMUSG00000001419,91.81466539117415
ENSMUSG00000001420,41.93736222601173
ENSMUSG00000001424,93.12481803435512
ENSMUSG00000001435,62.18441958158299
ENSMUSG00000001436,78.67570602670216
ENSMUSG00000001440,94.58470240818534
ENSMUSG00000001441,88.69941355072163
ENSMUSG00000001444,6.384394626294555
ENSMUSG00000001445,82.48138751403735
ENSMUSG00000001467,75.6602753400158
ENSMUSG00000001472,96.61439920143077
ENSMUSG00000001473,70.17843031235704
ENSMUSG00000001482,96.63519527513206
ENSMUSG00000001496,13.841866655575426
ENSMUSG00000001497,41.06808634529801
ENSMUSG00000001506,54.27359314561411
ENSMUSG00000001507,57.68830844736513
ENSMUSG00000001510,50.70914611321382
ENSMUSG00000001517,45.119161502308366
ENSMUSG00000001518,74.10888824189993
ENSMUSG00000001520,50.75073826061639
ENSMUSG00000001521,68.49394834255293
ENSMUSG00000001524,70.9853179719669
ENSMUSG00000001525,99.58823774071456
ENSMUSG00000001542,75.88903215072995
ENSMUSG00000001552,57.580168864118455
ENSMUSG00000001555,57.413800274508176
ENSMUSG00000001569,75.87655450650918
ENSMUSG00000001576,73.32279665599135
ENSMUSG00000001583,41.42577881296011
ENSMUSG00000001588,93.20800232916025
ENSMUSG00000001622,46.000915027242854
ENSMUSG00000001627,86.43264151728154
ENSMUSG00000001630,54.98481886619806
ENSMUSG00000001632,96.40643846441792
ENSMUSG00000001642,95.07964896227593
ENSMUSG00000001655,30.786507507382606
ENSMUSG00000001657,45.93436759139875
ENSMUSG00000001661,33.62309196023791
ENSMUSG00000001663,83.52950962858212
ENSMUSG00000001665,82.73925882793328
ENSMUSG00000001666,74.87418375410722
ENSMUSG00000001672,33.71459468452356
ENSMUSG00000001674,87.8883666763715
ENSMUSG00000001687,90.6584036933827
ENSMUSG00000001700,55.50472070873019
ENSMUSG00000001707,77.04113463378114
ENSMUSG00000001729,88.40410930416337
ENSMUSG00000001739,33.88928170361436
ENSMUSG00000001741,92.2264276504596
ENSMUSG00000001750,81.48317597637566
ENSMUSG00000001751,60.54568897392172
ENSMUSG00000001755,71.74645426943394
ENSMUSG00000001761,80.90504512747994
ENSMUSG00000001763,62.59618184086845
ENSMUSG00000001767,69.22597013683817
ENSMUSG00000001768,78.12253046624798
ENSMUSG00000001773,8.796739175643639
ENSMUSG00000001774,93.04163373954998
ENSMUSG00000001783,96.56448862454768
ENSMUSG00000001785,79.79869400657155
ENSMUSG00000001786,82.07794368423241
ENSMUSG00000001794,98.46940897558541
ENSMUSG00000001802,36.02295886536622
ENSMUSG00000001815,6.816952959281288
ENSMUSG00000001829,79.56161876637691
ENSMUSG00000001833,97.3672170694173
ENSMUSG00000001844,78.03934617144283
ENSMUSG00000001847,97.10102732604085
ENSMUSG00000001855,80.82602004741504
ENSMUSG00000001865,46.358607494904966
ENSMUSG00000001870,54.55641974795159
ENSMUSG00000001891,76.39229713430105
ENSMUSG00000001909,90.70831427026577
ENSMUSG00000001910,68.78925258911117
ENSMUSG00000001911,89.74337645052614
ENSMUSG00000001918,89.43143534500686
ENSMUSG00000001924,97.54190408850809
ENSMUSG00000001930,98.6440959946762
ENSMUSG00000001942,82.90978663228383
ENSMUSG00000001943,58.595017260741166
ENSMUSG00000001946,95.12540032441875
ENSMUSG00000001948,53.20467495736805
ENSMUSG00000001962,74.08393295345839
ENSMUSG00000001964,67.91581749365719
ENSMUSG00000001983,40.30279083309071
ENSMUSG00000001985,41.18454435802521
ENSMUSG00000001986,63.860583121906586
ENSMUSG00000001988,2.2542943892193157
ENSMUSG00000001995,31.011105103356485
ENSMUSG00000001998,65.52010980326915
ENSMUSG00000001999,77.37803102774197
ENSMUSG00000002006,49.06625629081229
ENSMUSG00000002007,28.20363515368298
ENSMUSG00000002010,97.82473069084557
ENSMUSG00000002012,75.3608118787173
ENSMUSG00000002014,96.78076779104106
ENSMUSG00000002015,98.45277211662437
ENSMUSG00000002017,67.82015555463128
ENSMUSG00000002020,27.995674416670134
ENSMUSG00000002028,97.43376450526141
ENSMUSG00000002031,75.04887077319802
ENSMUSG00000002032,46.146487543151856
ENSMUSG00000002033,31.784719045044298
ENSMUSG00000002043,95.05053445909412
ENSMUSG00000002052,86.29954664559332
ENSMUSG00000002055,43.48459010938735
ENSMUSG00000002057,26.856049577839702
ENSMUSG00000002058,80.85513455059686
ENSMUSG00000002059,59.510044503597726
ENSMUSG00000002064,91.55263486253796
ENSMUSG00000002068,50.55109595308406
ENSMUSG00000002076,48.026452605748034
ENSMUSG00000002083,52.2023042049661
ENSMUSG00000002100,25.716424739009273
ENSMUSG00000002102,96.43139375285946
ENSMUSG00000002103,74.5289689306659
ENSMUSG00000002104,35.7734059809508
ENSMUSG00000002105,77.77731564280663
ENSMUSG00000002107,98.91860416753318
ENSMUSG00000002108,52.946803643472116
ENSMUSG00000002109,69.02216861456557
ENSMUSG00000002111,84.42790001247764
ENSMUSG00000002129,90.45876138585035
ENSMUSG00000002147,90.39637316474649
ENSMUSG00000002204,95.86158133344425
ENSMUSG00000002205,91.39874391714844
ENSMUSG00000002210,66.7054860042424
ENSMUSG00000002221,64.50110219190617
ENSMUSG00000002222,80.31027741962318
ENSMUSG00000002227,74.81179553300336
ENSMUSG00000002233,55.45065091710685
ENSMUSG00000002249,50.56773281204509
ENSMUSG00000002250,56.153558208210285
ENSMUSG00000002257,90.25911907831802
ENSMUSG00000002265,51.32055068003161
ENSMUSG00000002266,36.8963939608202
ENSMUSG00000002274,39.084140914195395
ENSMUSG00000002279,64.1683650126856
ENSMUSG00000002280,79.5533003368964
ENSMUSG00000002289,53.283700037432936
ENSMUSG00000002297,61.95982198560912
ENSMUSG00000002307,65.27471613359398
ENSMUSG00000002308,78.41367549806596
ENSMUSG00000002319,80.22293391007777
ENSMUSG00000002320,71.51353824397954
ENSMUSG00000002324,79.51586740423407
ENSMUSG00000002325,91.9352826186416
ENSMUSG00000002326,86.60732853637234
ENSMUSG00000002329,81.36255874890821
ENSMUSG00000002332,75.41488167034063
ENSMUSG00000002341,61.984777274050664
ENSMUSG00000002342,69.67100611404567
ENSMUSG00000002343,52.302125358732276
ENSMUSG00000002345,74.59135715176974
ENSMUSG00000002346,54.244478642432306
ENSMUSG00000002365,65.2622384893732
ENSMUSG00000002372,80.38098407020755
ENSMUSG00000002379,94.54726947552302
ENSMUSG00000002384,38.892817036143576
ENSMUSG00000002393,54.81013184710727
ENSMUSG00000002395,96.81404150896311
ENSMUSG00000002396,63.29908913197188
ENSMUSG00000002409,46.29621927380111
ENSMUSG00000002413,85.85035145364556
ENSMUSG00000002416,94.86336979578256
ENSMUSG00000002428,78.3429688474816
ENSMUSG00000002455,87.15634488208627
ENSMUSG00000002458,93.87763590234164
ENSMUSG00000002459,59.256332404442034
ENSMUSG00000002475,35.35748450692509
ENSMUSG00000002477,93.66967516532878
ENSMUSG00000002486,58.30803144366343
ENSMUSG00000002489,67.72865283034562
ENSMUSG00000002496,82.4855467287776
ENSMUSG00000002504,63.195108763465456
ENSMUSG00000002524,96.51041883292434
ENSMUSG00000002546,76.31743126897642
ENSMUSG00000002550,81.246100736181
ENSMUSG00000002565,39.90350621802604
ENSMUSG00000002578,64.33057438755563
ENSMUSG00000002580,89.34825105020172
ENSMUSG00000002588,11.283949590317349
ENSMUSG00000002602,65.24560163041218
ENSMUSG00000002603,56.24090171775569
ENSMUSG00000002608,78.9626918437799
ENSMUSG00000002617,65.4078110052822
ENSMUSG00000002625,86.3203427192946
ENSMUSG00000002633,36.88807553133968
ENSMUSG00000002635,73.43093623923804
ENSMUSG00000002658,80.06904296468826
ENSMUSG00000002660,91.68572973422617
ENSMUSG00000002661,74.60799401073078
ENSMUSG00000002668,84.80222933910078
ENSMUSG00000002679,66.72212286320342
ENSMUSG00000002688,41.392505095038054
ENSMUSG00000002699,96.15272636526224
ENSMUSG00000002718,86.08326747909994
ENSMUSG00000002728,95.51220729526266
ENSMUSG00000002731,73.23545314644595
ENSMUSG00000002732,66.05248929002204
ENSMUSG00000002733,79.09578671546812
ENSMUSG00000002741,68.62704321424114
ENSMUSG00000002748,90.96202636942145
ENSMUSG00000002763,76.94131348001497
ENSMUSG00000002767,86.8818367092293
ENSMUSG00000002768,93.72374495695213
ENSMUSG00000002769,24.269018009399826
ENSMUSG00000002771,52.006821112174016
ENSMUSG00000002778,75.37328952293807
ENSMUSG00000002781,62.02221020671297
ENSMUSG00000002791,34.78767208750988
ENSMUSG00000002797,67.62883167657947
ENSMUSG00000002799,64.50942062138668
ENSMUSG00000002803,62.816620222102074
ENSMUSG00000002804,88.7202096244229
ENSMUSG00000002808,68.85995923969554
ENSMUSG00000002812,90.42132845318804
ENSMUSG00000002814,59.7637566027534
ENSMUSG00000002820,67.42918936904712
ENSMUSG00000002825,84.88541363390591
ENSMUSG00000002831,9.208501434929085
ENSMUSG00000002833,74.08809216819864
ENSMUSG00000002835,64.43871397080231
ENSMUSG00000002844,79.77373871813002
ENSMUSG00000002845,69.85817077735723
ENSMUSG00000002846,73.93420122280914
ENSMUSG00000002870,79.2039262987148
ENSMUSG00000002871,83.13022501351745
ENSMUSG00000002881,90.99530008734351
ENSMUSG00000002885,84.58595017260741
ENSMUSG00000002897,82.78085097533585
ENSMUSG00000002900,40.19049203510377
ENSMUSG00000002908,8.434887493241277
ENSMUSG00000002910,58.15829971301418
ENSMUSG00000002930,26.768706068294307
ENSMUSG00000002944,48.94563906334484
ENSMUSG00000002948,72.524227425862
ENSMUSG00000002949,85.9127396747494
ENSMUSG00000002957,92.4094330990309
ENSMUSG00000002963,74.1795948924843
ENSMUSG00000002968,73.06908455683568
ENSMUSG00000002980,52.688932329576176
ENSMUSG00000002981,76.28415755105436
ENSMUSG00000002983,58.57838040178014
ENSMUSG00000002984,76.44220771118412
ENSMUSG00000002985,99.50921266064967
ENSMUSG00000002992,26.3818990974504
ENSMUSG00000002996,96.19015929792455
ENSMUSG00000002997,93.38268934825105
ENSMUSG00000003031,95.06717131805516
ENSMUSG00000003032,86.35361643721666
ENSMUSG00000003033,90.67504055234372
ENSMUSG00000003037,90.1343426361103
ENSMUSG00000003038,99.68389967974046
ENSMUSG00000003039,95.90733269558707
ENSMUSG00000003051,13.105685646549931
ENSMUSG00000003053,12.41941521440752
ENSMUSG00000003062,70.31152518404525
ENSMUSG00000003068,87.03988686935907
ENSMUSG00000003070,17.214989809923885
ENSMUSG00000003072,95.89901426610656
ENSMUSG00000003099,82.4772282992971
ENSMUSG00000003119,79.64896227592232
ENSMUSG00000003123,99.8461090546105
ENSMUSG00000003131,94.56390633448405
ENSMUSG00000003134,75.53965811254835
ENSMUSG00000003135,59.76791581749366
ENSMUSG00000003153,91.18662396539533
ENSMUSG00000003154,72.34538119203094
ENSMUSG00000003161,98.16578629954664
ENSMUSG00000003166,89.64771451150023
ENSMUSG00000003184,91.46529135299255
ENSMUSG00000003190,71.38044337229131
ENSMUSG00000003198,63.54448280164705
ENSMUSG00000003199,75.7393004200807
ENSMUSG00000003200,91.50272428565486
ENSMUSG00000003206,79.41188703572766
ENSMUSG00000003208,69.77914569729235
ENSMUSG00000003226,92.92101651208252
ENSMUSG00000003227,52.555837457887954
ENSMUSG00000003228,53.45422784178348
ENSMUSG00000003233,77.05777149274216
ENSMUSG00000003234,85.76300794410015
ENSMUSG00000003235,78.93773655533836
ENSMUSG00000003269,69.27172149898098
ENSMUSG00000003271,47.27779395250177
ENSMUSG00000003273,50.21835877386349
ENSMUSG00000003279,51.59505885288858
ENSMUSG00000003282,65.12498440294472
ENSMUSG00000003283,25.74553924219107
ENSMUSG00000003299,86.36193486669717
ENSMUSG00000003308,88.00066547435844
ENSMUSG00000003309,24.468660316932166
ENSMUSG00000003316,92.31793037474525
ENSMUSG00000003344,75.95973880131432
ENSMUSG00000003345,88.45817909578672
ENSMUSG00000003346,77.34475730981991
ENSMUSG00000003348,86.5906916774113
ENSMUSG00000003352,2.8241068086345296
ENSMUSG00000003354,12.710560246225514
ENSMUSG00000003355,79.28295137877969
ENSMUSG00000003360,76.3007944100154
ENSMUSG00000003363,82.6311192446866
ENSMUSG00000003378,68.7476604417086
ENSMUSG00000003379,47.25283866406023
ENSMUSG00000003380,97.7540240402612
ENSMUSG00000003382,80.10647589735058
ENSMUSG00000003402,84.41542236825687
ENSMUSG00000003410,43.61768498107557
ENSMUSG00000003411,32.93266231335524
ENSMUSG00000003418,6.796156885580003
ENSMUSG00000003420,84.16171026910119
ENSMUSG00000003421,90.15097949507133
ENSMUSG00000003423,87.28112132429398
ENSMUSG00000003429,99.74628790084432
ENSMUSG00000003435,90.84556835669424
ENSMUSG00000003436,46.19223890529468
ENSMUSG00000003437,88.32508422409849
ENSMUSG00000003438,85.15576259202263
ENSMUSG00000003444,76.21345090047
ENSMUSG00000003452,94.66372748825022
ENSMUSG00000003458,85.1474441625421
ENSMUSG00000003464,83.09695129559539
ENSMUSG00000003469,3.8472736347377614
ENSMUSG00000003476,7.85259742960529
ENSMUSG00000003500,66.34363432184004
ENSMUSG00000003505,20.538202387389262
ENSMUSG00000003518,84.65665682319178
ENSMUSG00000003526,81.49149440585617
ENSMUSG00000003527,73.55571268144574
ENSMUSG00000003528,87.62217693299506
ENSMUSG00000003531,84.3447157176725
ENSMUSG00000003534,52.93848521399159
ENSMUSG00000003541,86.03335690221687
ENSMUSG00000003545,95.99467620513246
ENSMUSG00000003546,74.72029280871772
ENSMUSG00000003549,66.48088840826853
ENSMUSG00000003559,79.73630578546769
ENSMUSG00000003573,64.14756893898432
ENSMUSG00000003575,82.36492950131016
ENSMUSG00000003581,60.18799650625962
ENSMUSG00000003585,45.88445701451566
ENSMUSG00000003604,69.4256124443705
ENSMUSG00000003617,32.903547810173436
ENSMUSG00000003623,90.3672586615647
ENSMUSG00000003644,90.85804600091502
ENSMUSG00000003660,93.79861082227676
ENSMUSG00000003662,83.5128727696211
ENSMUSG00000003665,6.962525475190285
ENSMUSG00000003680,54.48155388262697
ENSMUSG00000003721,73.82606163956244
ENSMUSG00000003731,70.4820529883958
ENSMUSG00000003746,87.30607661273552
ENSMUSG00000003752,59.64313937528595
ENSMUSG00000003762,61.805931040219605
ENSMUSG00000003778,96.91386266272927
ENSMUSG00000003779,55.43817327288608
ENSMUSG00000003808,85.71309736721707
ENSMUSG00000003809,65.59913488333403
ENSMUSG00000003810,58.42448945639064
ENSMUSG00000003812,71.13089048787589
ENSMUSG00000003813,76.95379112423575
ENSMUSG00000003814,98.29056274175436
ENSMUSG00000003824,75.78921099696377
ENSMUSG00000003847,96.41475689389843
ENSMUSG00000003848,78.70897974462422
ENSMUSG00000003849,55.64613400989893
ENSMUSG00000003863,22.908954789335773
ENSMUSG00000003865,68.14873351911159
ENSMUSG00000003868,94.676205132471
ENSMUSG00000003873,84.05357068585451
ENSMUSG00000003882,29.214324335565443
ENSMUSG00000003923,83.25916067046542
ENSMUSG00000003929,78.29305827059852
ENSMUSG00000003934,19.985026826935073
ENSMUSG00000003948,58.76970427983197
ENSMUSG00000003949,99.09745040136421
ENSMUSG00000003955,86.4451191615023
ENSMUSG00000003970,99.53832716383147
ENSMUSG00000003974,17.023665931872063
ENSMUSG00000003992,98.36126939233873
ENSMUSG00000004018,73.90092750488708
ENSMUSG00000004031,46.18392047581417
ENSMUSG00000004032,89.11117581000707
ENSMUSG00000004035,66.80114794326832
ENSMUSG00000004038,25.936863120242897
ENSMUSG00000004040,97.24244062720958
ENSMUSG00000004043,92.87942436467995
ENSMUSG00000004044,90.99945930208376
ENSMUSG00000004054,83.61685313812752
ENSMUSG00000004056,88.57879632325417
ENSMUSG00000004069,86.02087925799609
ENSMUSG00000004070,94.8300960778605
ENSMUSG00000004071,84.07020754481553
ENSMUSG00000004085,77.83970386391049
ENSMUSG00000004096,87.54731106767042
ENSMUSG00000004098,4.20080688765961
ENSMUSG00000004099,80.56398951877885
ENSMUSG00000004100,83.0678367924136
ENSMUSG00000004105,52.726365262238495
ENSMUSG00000004110,52.431061015680235
ENSMUSG00000004113,49.407311899513374
ENSMUSG00000004127,65.72391132554174
ENSMUSG00000004151,43.93794451607537
ENSMUSG00000004187,29.94634612985068
ENSMUSG00000004207,90.15929792455184
ENSMUSG00000004221,79.5824148400782
ENSMUSG00000004231,24.955288441542237
ENSMUSG00000004233,67.41671172482636
ENSMUSG00000004263,60.82435636151895
ENSMUSG00000004264,93.74870024539366
ENSMUSG00000004266,97.03447989019674
ENSMUSG00000004267,57.193361893274556
ENSMUSG00000004268,96.28582123695047
ENSMUSG00000004270,86.4659152352036
ENSMUSG00000004285,98.23233373539075
ENSMUSG00000004296,12.294638772199809
ENSMUSG00000004317,73.80110635112091
ENSMUSG00000004319,88.96976250883833
ENSMUSG00000004328,54.13633905918562
ENSMUSG00000004344,15.813334442457263
ENSMUSG00000004347,62.309196023790705
ENSMUSG00000004356,64.30977831385435
ENSMUSG00000004359,52.58495196106975
ENSMUSG00000004360,49.3074907457472
ENSMUSG00000004364,89.00303622676039
ENSMUSG00000004366,16.961277710768208
ENSMUSG00000004371,43.70086927588071
ENSMUSG00000004383,69.25924385476023
ENSMUSG00000004393,83.31323046208877
ENSMUSG00000004394,86.78201555546313
ENSMUSG00000004415,49.7816412261365
ENSMUSG00000004446,74.8284323919644
ENSMUSG00000004451,68.91818824605915
ENSMUSG00000004455,96.08617892941812
ENSMUSG00000004460,82.7766917605956
ENSMUSG00000004462,63.30324834671214
ENSMUSG00000004473,53.82855716840661
ENSMUSG00000004500,53.63723329035478
ENSMUSG00000004508,70.8397454560579
ENSMUSG00000004530,87.31855425695628
ENSMUSG00000004535,98.82294222850726
ENSMUSG00000004542,42.806638106725444
ENSMUSG00000004552,74.61631244021129
ENSMUSG00000004558,82.62280081520609
ENSMUSG00000004561,72.16653495819989
ENSMUSG00000004562,74.65790458761386
ENSMUSG00000004565,78.86287069001372
ENSMUSG00000004567,75.01975627001623
ENSMUSG00000004568,85.23062845734725
ENSMUSG00000004591,90.1551387098116
ENSMUSG00000004609,40.87676246724619
ENSMUSG00000004610,98.1033980784428
ENSMUSG00000004612,57.022834088924014
ENSMUSG00000004626,95.77007860915859
ENSMUSG00000004630,38.30636775776733
ENSMUSG00000004631,71.89618600008319
ENSMUSG00000004633,54.68535540489956
ENSMUSG00000004637,70.22418167449985
ENSMUSG00000004642,93.62392380318596
ENSMUSG00000004651,34.53811920309446
ENSMUSG00000004655,57.16840660483301
ENSMUSG00000004661,56.586116541197015
ENSMUSG00000004665,90.79149856507091
ENSMUSG00000004667,96.64351370461257
ENSMUSG00000004668,23.761593811088467
ENSMUSG00000004677,84.50692509254253
ENSMUSG00000004698,63.71916982073784
ENSMUSG00000004707,44.29563698373747
ENSMUSG00000004709,44.216611903672586
ENSMUSG00000004730,22.825770494530634
ENSMUSG00000004748,61.51894522314188
ENSMUSG00000004768,62.56290812294639
