gen_name,CD8-Positive T-Lymphocytes
ENSMUSG00000000001,94.14378564796392
ENSMUSG00000000028,76.11089003846664
ENSMUSG00000000037,30.81973736569837
ENSMUSG00000000056,84.85210240084892
ENSMUSG00000000078,83.02162090462926
ENSMUSG00000000085,54.78180129990715
ENSMUSG00000000088,97.51956492903568
ENSMUSG00000000120,4.403767077861785
ENSMUSG00000000127,14.590794535084228
ENSMUSG00000000131,61.59968165539196
ENSMUSG00000000134,34.87863111818544
ENSMUSG00000000142,38.937524870672505
ENSMUSG00000000148,51.29327497015519
ENSMUSG00000000149,32.577264889242606
ENSMUSG00000000167,19.624618649688287
ENSMUSG00000000168,81.84109298315427
ENSMUSG00000000171,90.21753548215943
ENSMUSG00000000184,93.94482026794005
ENSMUSG00000000194,60.77065923862581
ENSMUSG00000000223,4.005836317814033
ENSMUSG00000000244,62.34911792014856
ENSMUSG00000000247,4.69558296856347
ENSMUSG00000000253,42.684706194455494
ENSMUSG00000000275,72.69531768139011
ENSMUSG00000000276,89.85276561878233
ENSMUSG00000000278,38.79161692532166
ENSMUSG00000000282,45.914577530176416
ENSMUSG00000000290,80.81310518636424
ENSMUSG00000000295,82.05995490118053
ENSMUSG00000000301,21.461732325242075
ENSMUSG00000000303,28.286244860061018
ENSMUSG00000000305,12.388910996153337
ENSMUSG00000000325,62.873060087544765
ENSMUSG00000000326,99.05159835521953
ENSMUSG00000000339,71.150019896538
ENSMUSG00000000340,53.49515850908608
ENSMUSG00000000346,93.10916567183976
ENSMUSG00000000355,82.77623026926648
ENSMUSG00000000365,22.025467568643055
ENSMUSG00000000374,67.03143653004378
ENSMUSG00000000378,81.46969094044303
ENSMUSG00000000384,67.9002520228147
ENSMUSG00000000386,23.007030110094178
ENSMUSG00000000399,89.65380023875845
ENSMUSG00000000409,99.3633107839236
ENSMUSG00000000420,84.84547022151479
ENSMUSG00000000439,74.6252818676217
ENSMUSG00000000440,22.456559225361453
ENSMUSG00000000441,80.86616262103728
ENSMUSG00000000486,97.7715877437326
ENSMUSG00000000489,10.929831542644914
ENSMUSG00000000530,26.794004509881947
ENSMUSG00000000531,37.49834195516647
ENSMUSG00000000532,35.20360790555777
ENSMUSG00000000538,39.905823053455364
ENSMUSG00000000552,24.04828226555246
ENSMUSG00000000555,23.97532829287704
ENSMUSG00000000560,4.642525533890436
ENSMUSG00000000561,79.95092187292744
ENSMUSG00000000562,7.772914179599416
ENSMUSG00000000563,98.27563337312641
ENSMUSG00000000568,95.33757792810718
ENSMUSG00000000579,88.42021488261042
ENSMUSG00000000581,90.6618914975461
ENSMUSG00000000594,58.641729672370346
ENSMUSG00000000600,85.47552725825707
ENSMUSG00000000605,71.44846796657382
ENSMUSG00000000617,8.56214352036079
ENSMUSG00000000627,14.272449927046027
ENSMUSG00000000628,35.780607507627
ENSMUSG00000000631,71.09696246186496
ENSMUSG00000000673,30.574346730335588
ENSMUSG00000000682,97.77821992306673
ENSMUSG00000000686,31.741610293142326
ENSMUSG00000000706,10.094176946544636
ENSMUSG00000000708,70.80514657116328
ENSMUSG00000000711,56.30057036742273
ENSMUSG00000000738,70.05571030640668
ENSMUSG00000000739,12.26953176813901
ENSMUSG00000000740,99.94031038599283
ENSMUSG00000000743,64.96882875712959
ENSMUSG00000000751,90.62873060087546
ENSMUSG00000000753,23.716673298846
ENSMUSG00000000759,73.56413317416103
ENSMUSG00000000776,63.01896803289561
ENSMUSG00000000782,99.36994296325773
ENSMUSG00000000787,94.8865897333864
ENSMUSG00000000791,36.397400185701024
ENSMUSG00000000804,48.481230932484415
ENSMUSG00000000811,28.465313702082508
ENSMUSG00000000817,17.309988062077196
ENSMUSG00000000823,59.291683247115
ENSMUSG00000000826,86.13211301233585
ENSMUSG00000000827,83.3731264093381
ENSMUSG00000000838,92.1872927443958
ENSMUSG00000000861,36.92797453243136
ENSMUSG00000000876,82.17270194986072
ENSMUSG00000000881,45.69571561215015
ENSMUSG00000000884,59.66971746916037
ENSMUSG00000000901,29.121899456161294
ENSMUSG00000000902,86.65605517973206
ENSMUSG00000000915,42.62501658044833
ENSMUSG00000000916,65.38002387584561
ENSMUSG00000000934,39.793076004775166
ENSMUSG00000000948,27.656187823318746
ENSMUSG00000000957,39.494627934739356
ENSMUSG00000000959,69.94296325772649
ENSMUSG00000000976,79.99734712826636
ENSMUSG00000001016,99.23066719724102
ENSMUSG00000001017,90.53588009019764
ENSMUSG00000001018,67.01153999204138
ENSMUSG00000001020,31.025334925056374
ENSMUSG00000001021,14.159702878365831
ENSMUSG00000001025,43.04284387849847
ENSMUSG00000001029,80.87942697970553
ENSMUSG00000001034,49.01180527921475
ENSMUSG00000001036,17.13091922005571
ENSMUSG00000001039,34.99137816686563
ENSMUSG00000001052,70.16845735508687
ENSMUSG00000001053,56.499535747446615
ENSMUSG00000001054,58.21063801565194
ENSMUSG00000001056,93.06274041650087
ENSMUSG00000001062,39.580846266083036
ENSMUSG00000001065,39.22934076137419
ENSMUSG00000001082,60.790555776628196
ENSMUSG00000001089,47.14816288632445
ENSMUSG00000001098,58.01830481496219
ENSMUSG00000001100,69.34606711765487
ENSMUSG00000001105,84.6862979174957
ENSMUSG00000001120,31.748242472476456
ENSMUSG00000001123,96.1400716275368
ENSMUSG00000001127,79.15506035283194
ENSMUSG00000001128,41.776097625679796
ENSMUSG00000001134,63.24446213025601
ENSMUSG00000001138,42.90356811248176
ENSMUSG00000001143,73.20599549011804
ENSMUSG00000001150,52.878365831012076
ENSMUSG00000001151,91.85568377768935
ENSMUSG00000001156,46.71707122960605
ENSMUSG00000001157,74.81761506831145
ENSMUSG00000001158,90.60883406287306
ENSMUSG00000001166,27.649555643984613
ENSMUSG00000001173,43.546889507892296
ENSMUSG00000001175,99.72144846796658
ENSMUSG00000001211,75.08290224167662
ENSMUSG00000001228,96.27934739355352
ENSMUSG00000001229,54.038997214484674
ENSMUSG00000001240,70.1021355617456
ENSMUSG00000001247,28.75049741345006
ENSMUSG00000001248,71.42857142857143
ENSMUSG00000001270,68.01963125082902
ENSMUSG00000001280,78.91630189680329
ENSMUSG00000001281,67.62170049078127
ENSMUSG00000001285,74.82424724764559
ENSMUSG00000001288,19.95622761639475
ENSMUSG00000001289,93.9116593712694
ENSMUSG00000001300,1.2667462528186761
ENSMUSG00000001305,80.2825308396339
ENSMUSG00000001313,21.335720917893617
ENSMUSG00000001323,36.457089799708186
ENSMUSG00000001333,2.175354821594376
ENSMUSG00000001348,79.824910465579
ENSMUSG00000001366,76.16394747313967
ENSMUSG00000001376,43.92492372993766
ENSMUSG00000001380,84.67303355882743
ENSMUSG00000001383,90.25732855816422
ENSMUSG00000001403,98.10982888977318
ENSMUSG00000001415,78.61785382676749
ENSMUSG00000001416,93.83207321925985
ENSMUSG00000001418,67.43599946942565
ENSMUSG00000001419,62.0175089534421
ENSMUSG00000001420,30.726886855020556
ENSMUSG00000001424,61.035946411990984
ENSMUSG00000001436,49.137816686563205
ENSMUSG00000001440,92.78418888446744
ENSMUSG00000001441,88.09523809523809
ENSMUSG00000001444,11.347658840695052
ENSMUSG00000001445,73.83605252686033
ENSMUSG00000001467,80.647300703011
ENSMUSG00000001472,96.458416235575
ENSMUSG00000001473,10.657912189945616
ENSMUSG00000001482,40.37670778617854
ENSMUSG00000001517,63.13834726090993
ENSMUSG00000001518,54.36397400185701
ENSMUSG00000001520,15.857540787902904
ENSMUSG00000001521,64.1066454436928
ENSMUSG00000001524,89.79970818410929
ENSMUSG00000001525,99.33678206658708
ENSMUSG00000001542,33.22058628465314
ENSMUSG00000001552,53.56811248176151
ENSMUSG00000001558,8.999867356413317
ENSMUSG00000001569,88.67223769730734
ENSMUSG00000001576,73.90900649953575
ENSMUSG00000001588,82.87571295927842
ENSMUSG00000001622,4.085422469823584
