gen_name,granulocyte macrophage progenitor,lymphoid-primed multipotent progenitor,multi-lymphoid progenitor
ENSG00000004766,68.97725063192689,74.06669259187245,84.31849115302353
ENSG00000004776,20.945945945945947,0.0,5.910946918141162
ENSG00000004777,41.63426015944002,39.53917946723703,11.530235271242466
ENSG00000004779,98.45907058137274,92.2953529068637,73.46393155745675
ENSG00000004809,79.60334435154579,54.91444682092164,46.300797200077774
ENSG00000004838,53.587400349990276,29.540151662453823,20.119580011666343
ENSG00000004846,36.0489986389267,38.15380128329768,38.829476958973366
ENSG00000004848,7.9282519930001945,9.765700952751311,23.10421932724091
ENSG00000004864,70.83414349601401,85.34901808283102,70.61539957223411
ENSG00000004866,78.5290686369823,71.4612094108497,39.24752090219717
ENSG00000004897,82.81158856698426,73.25004860976084,71.22302158273382
ENSG00000004939,37.283686564262105,57.21368850865254,52.39646120941085
ENSG00000004961,80.10888586428155,73.1382461598289,66.85300408321991
ENSG00000004975,53.04783200466654,49.484736535096246,53.60684425432627
ENSG00000005007,48.988916974528486,34.34279603344352,48.02158273381295
ENSG00000005020,95.13416293991833,94.03558234493487,87.73089636398988
ENSG00000005022,99.32918530040831,99.26113163523236,99.34376822866031
ENSG00000005059,84.48376433987946,87.97394516818977,76.22982694925142
ENSG00000005073,5.152634649037527,12.507291464125997,56.333851837448954
ENSG00000005075,88.9510013610733,91.94536262881586,86.57884503208244
ENSG00000005100,69.43904335990668,66.22107719230021,68.06824810421934
ENSG00000005102,7.408127552012445,55.93525179856115,24.572234104608206
ENSG00000005108,79.19502236048999,36.612871864670424,32.699786117052305
ENSG00000005156,65.8370600816644,34.54209605288742,37.76978417266187
ENSG00000005175,87.05522068831422,76.08885864281548,67.17868948084775
ENSG00000005187,86.0587205910947,74.59653898502819,64.84055998444488
ENSG00000005189,81.0519152245771,85.60178883919892,73.26949251409684
ENSG00000005194,91.75578456153995,93.16060664981528,91.07524790978029
ENSG00000005206,51.657592844643204,49.25140968306436,56.28038110052499
ENSG00000005238,43.89461403849893,80.71650787478126,19.268909196966753
ENSG00000005249,70.36748979195022,67.65992611316352,31.12482986583706
ENSG00000005302,78.31518568928641,83.69142523818783,68.23352129107525
ENSG00000005339,85.47540346101498,61.72467431460237,60.07194244604317
ENSG00000005379,65.8176161773284,25.55901224965973,58.25879836671204
ENSG00000005381,99.86389266964807,73.90628038110052,72.61812171884114
ENSG00000005421,26.15691230799144,15.832199105580399,29.554734590705813
ENSG00000005436,77.30896363989889,82.19424460431655,84.25529846393157
ENSG00000005448,90.03499902780479,93.88975306241494,88.19268909196967
ENSG00000005469,58.433793505735956,71.52926307602566,45.48415321796617
ENSG00000005471,5.138051720785533,22.20493875170134,24.00349990278048
ENSG00000005483,98.87225354851255,98.43962667703676,99.41668286992028
ENSG00000005486,63.654481819949446,83.7254520707758,82.65117635621233
ENSG00000005700,86.10246937585066,90.03986000388878,71.15982889364184
ENSG00000005801,83.82267159245576,86.15594011277464,75.04860976083998
ENSG00000005810,95.36748979195022,93.44740423877114,88.88294769589734
ENSG00000005812,92.63076025665954,84.87750340268326,82.13105191522457
ENSG00000005844,76.75481236632315,55.18666148162551,63.41629399183356
ENSG00000005882,73.15282908808088,58.574761812171886,75.69998055609567
ENSG00000005884,51.33676842309936,58.20532762978806,53.69920279992223
ENSG00000005889,87.60937196188995,88.25102080497764,90.11277464514875
ENSG00000005893,97.70561928835309,97.01049970834144,95.0029165856504
ENSG00000005961,26.83258798366712,27.03188800311103,23.011860781644955
ENSG00000005981,58.54559595566789,54.06377600622206,61.83161578845032
ENSG00000006007,87.37604510985805,86.84619871670232,77.4936807310908
ENSG00000006015,84.11919113357962,84.09488625315964,84.69764728757535
ENSG00000006016,10.29068636982306,22.472292436321215,18.880031110246936
ENSG00000006025,35.29068636982306,0.0,0.0
ENSG00000006042,30.02138829476959,68.16060664981528,32.330351934668485
ENSG00000006062,33.23449348629205,52.469375850670815,41.678008944195994
ENSG00000006071,40.8467820338324,55.18180050554151,59.80944973750729
ENSG00000006116,17.450904141551625,9.245576511763561,9.260159440015556
ENSG00000006118,34.454598483375456,39.51001361073303,40.05930390822477
ENSG00000006125,83.20046665370407,88.68364767645343,80.23527124246549
ENSG00000006194,53.383239354462376,29.68598094497375,70.59595566789811
ENSG00000006210,31.013027415905114,31.358156717868944,34.3671009138635
ENSG00000006282,63.518374489597505,47.79311685786506,30.876920085553177
ENSG00000006283,38.55726229826949,47.31188022554929,39.04335990666926
ENSG00000006377,23.677814505152632,35.421932724091,31.873420182772698
ENSG00000006432,32.42757145634844,57.80672759090025,59.221271631343576
ENSG00000006451,85.09138635037917,74.50904141551624,83.67684230993584
ENSG00000006453,25.806922029943614,30.983861559401127,41.400933307408124
ENSG00000006459,43.773089636398986,32.09702508263659,57.310908030332484
ENSG00000006468,27.68811977445071,0.0,17.06202605483181
ENSG00000006530,86.90453042971028,92.42173828504764,91.63426015944002
ENSG00000006534,62.12813532957418,45.96538985028194,51.390239160023334
ENSG00000006555,30.191522457709507,60.59206688703092,44.00155551234688
ENSG00000006576,82.89422516041222,81.21718841143301,71.98133385183745
ENSG00000006607,37.030915807894225,66.33774061831616,50.14582928251993
ENSG00000006625,89.558623371573,87.83783783783784,85.32957417849504
ENSG00000006634,88.60587205910947,92.38285047637565,94.34182383822672
ENSG00000006638,43.39393350184717,51.477736729535295,56.4650981917169
ENSG00000006652,93.03422127163134,91.2745479292242,93.87517013416294
ENSG00000006659,6.397044526540929,25.345129301963837,34.54209605288742
ENSG00000006695,68.63698230604706,78.40754423488237,79.83667120357768
ENSG00000006704,52.35271242465487,63.63017693952946,54.72000777756173
ENSG00000006712,78.64087108691426,63.46490375267354,70.77095080692203
ENSG00000006715,89.92319657787283,88.08574761812173,87.9058915030138
ENSG00000006740,28.29088080886642,33.64281547734785,72.07855337351741
ENSG00000006744,82.49076414544041,73.91600233326852,49.3680731090803
ENSG00000006747,57.660898308380325,65.91483569900835,64.99125024304881
ENSG00000006756,79.28738090608594,82.62687147579234,66.49815282908808
ENSG00000006757,69.6091775228466,63.960723313241296,63.91697452848531
ENSG00000006788,8.618510596927862,0.0,11.880225549290298
ENSG00000006831,71.18413377406183,69.91541901613843,81.00330546373712
ENSG00000006837,52.41104413766284,59.69764728757535,52.55687342018277
ENSG00000007001,32.01924946529263,12.196188994750145,5.740812755201245
ENSG00000007038,83.326852031888,31.980361656620648,34.79972778533929
ENSG00000007047,37.881586622593815,62.424654870698035,48.26949251409683
ENSG00000007062,96.11121913280186,98.85280964417656,96.53898502819366
ENSG00000007080,74.30974139607233,70.824421543846,77.46451487458683
ENSG00000007129,66.94536262881586,69.92027999222243,77.16799533346295
ENSG00000007168,86.97258409488626,43.35018471709119,85.85942057165079
ENSG00000007174,31.800505541512734,41.930779700563875,43.1168578650593
ENSG00000007202,73.62434376822866,63.498930585261526,59.61987167023138
ENSG00000007237,64.75306241493291,59.82889364184329,64.597511180245
ENSG00000007255,90.77386739257243,91.678008944196,92.91755784561539
ENSG00000007264,58.21504958195606,63.39198911141357,41.29399183356018
ENSG00000007312,77.58603927668676,83.28310324713203,62.79408905308186
ENSG00000007314,3.2811588566984256,26.074275714563484,16.838421154967918
ENSG00000007341,83.33657398405599,77.77075636787868,78.81100524985418
ENSG00000007372,41.8724479875559,47.720202216605095,39.78222827143691
ENSG00000007376,58.944195994555706,24.82986583706008,14.062803811005251
ENSG00000007384,16.094691814116274,54.91930779700564,41.692591872447984
ENSG00000007392,72.04452654092943,88.87322574372935,90.73011860781645
ENSG00000007402,37.84755979000584,49.01808283103247,19.93486292047443
ENSG00000007516,17.514096830643595,18.175189578067275,87.03091580789423
ENSG00000007520,45.10013610733035,0.0,3.9762784367100914
ENSG00000007541,50.082636593427964,57.79700563873226,43.00505541512736
ENSG00000007545,71.99591678008944,56.53315185689286,72.25840948862532
ENSG00000007923,68.41823838226716,51.40968306435932,73.67295352906864
ENSG00000007933,22.666731479681122,38.46004277658954,32.19910558040054
ENSG00000007944,89.09683064359324,79.9776395100136,82.25257631732453
ENSG00000007968,33.803227688119776,37.59478903363795,52.00272214660704
ENSG00000008018,99.18335601788839,99.12016332879642,98.56115107913669
ENSG00000008056,13.790589150301379,33.725452070775816,34.52265214855143
ENSG00000008083,90.87594789033638,82.97686175384017,86.11219132801867
ENSG00000008086,60.31013027415904,61.16080108885864,66.32315769006416
ENSG00000008118,0.0,19.531401905502623,35.35874003499902
ENSG00000008128,60.97608399766673,66.56620649426405,80.12832976861753
ENSG00000008130,71.20843865448182,61.525374295158464,63.780867198133386
ENSG00000008226,37.512152440209995,46.30565817616177,45.32374100719424
ENSG00000008256,57.63173245187634,10.033054637371185,23.9646120941085
ENSG00000008277,67.75228465875948,74.92708535874003,52.430488041998835
ENSG00000008282,93.41337740618316,96.0480264437099,91.39121135524013
ENSG00000008283,62.36632315769006,60.96150106941474,43.034221271631345
ENSG00000008294,88.09060859420572,73.76531207466459,88.58642815477347
ENSG00000008300,38.09060859420572,8.253937390628039,25.563873225743727
ENSG00000008311,89.13571845226521,92.30021388294769,91.52245770950806
ENSG00000008323,32.54909585844838,48.36185105969278,37.497569511958
ENSG00000008324,88.84405988722536,85.50456931751896,92.74742368267547
ENSG00000008382,10.324713202411044,50.61248298658371,18.141162745479292
ENSG00000008394,88.06630371378573,88.19268909196967,53.05755395683454
ENSG00000008405,85.55317907835894,80.55609566400933,74.51876336768423
ENSG00000008441,31.431071359128914,37.41493291853004,50.092358545595964
ENSG00000008513,71.61189966945362,84.71223021582733,88.42601594400156
ENSG00000008516,39.325296519541126,47.32160217771729,62.458681703286025
ENSG00000008517,26.47287575345129,27.12424654870698,22.797977833949055
ENSG00000008710,52.702702702702695,51.50204160995527,58.662259381683846
ENSG00000008735,35.02819366128719,44.27377017305075,42.88839198911141
ENSG00000008838,67.65020416099553,67.85436515652343,69.5848726424266
ENSG00000008869,81.54773478514485,92.86894808477543,91.673147968112
ENSG00000008952,91.43496013999611,89.97180633871281,90.0252770756368
ENSG00000008988,99.1687730896364,98.58059498347268,97.89519735562902
ENSG00000009307,98.76045109858059,98.9305852615205,98.9451681897725
ENSG00000009335,67.47034804588762,72.37507291464127,68.49601399961112
ENSG00000009413,83.5358740034999,93.04880419988334,79.07349795839005
ENSG00000009694,33.409488625315966,48.23546568150885,40.52595761228855
ENSG00000009709,5.497763951001361,10.878864475986779,4.404044332101886
ENSG00000009724,65.15652342990472,60.44623760451099,40.09819171689675
ENSG00000009765,47.04452654092942,56.81994944584873,56.14427377017305
ENSG00000009780,93.14602372156328,88.28990861364963,86.20941084969861
ENSG00000009790,93.64184328213105,82.40812755201244,94.04044332101887
ENSG00000009830,47.52576317324519,47.57923391016916,54.04433210188606
ENSG00000009844,89.31557456737312,91.25024304880421,81.86369823060471
ENSG00000009950,39.75792339101692,39.42251604122108,45.38207272020222
ENSG00000009954,72.02508263659342,74.55279020027221,76.83258798366712
ENSG00000010017,96.0626093719619,90.8321991055804,92.46548706980361
ENSG00000010030,5.152634649037527,33.31226910363601,0.0
ENSG00000010072,59.96013999611122,68.1265798172273,90.89539179467238
ENSG00000010165,32.534512930196385,53.22282714369045,54.09294186272604
ENSG00000010219,66.55648454209604,74.84444876531208,69.79389461403849
ENSG00000010244,97.26327046470932,97.94380711646899,98.1090803033249
ENSG00000010256,97.61812171884114,96.55842893252965,96.83064359323352
ENSG00000010270,92.57242854365157,94.22516041221077,91.60509430293602
ENSG00000010278,68.18491153023527,67.68909196966752,53.62628815866226
ENSG00000010292,78.34435154579039,55.06027610344157,77.79506124829865
ENSG00000010295,30.964417655065134,33.53101302741591,70.13416293991833
ENSG00000010310,48.585455959556676,44.482792144662646,44.7841726618705
ENSG00000010318,70.31401905502625,71.2619093914058,54.09780283881004
ENSG00000010322,68.49115302352713,70.6397044526541,82.44701536068443
ENSG00000010327,4.35543457126191,35.21777172856309,7.281742173828505
ENSG00000010361,47.65214855142912,62.20591094691814,31.445654287380908
ENSG00000010404,91.53217966167605,95.55220688314213,92.9224188216994
ENSG00000010438,47.540346101497185,36.63231576900642,63.57184522652148
ENSG00000010539,52.95061248298658,51.08885864281548,72.73478514485709
ENSG00000010610,22.511180244993195,41.118996694536264,29.384600427765896
ENSG00000010626,60.68928640871087,62.147579233910164,73.07019249465293
ENSG00000010671,90.72525763173245,98.02158273381295,86.38926696480654
ENSG00000010704,40.92455765117636,46.88897530624149,44.95916780089442
ENSG00000010803,66.31343573789617,74.5722341046082,73.48337546179273
ENSG00000010810,67.61617732840755,72.18063387128136,82.02411044137664
ENSG00000010818,70.08069220299437,60.88858642815478,67.06688703091581
ENSG00000010932,20.994555706785924,22.56465098191717,21.660509430293605
ENSG00000011007,77.7221466070387,83.81781061637177,81.91716896752868
ENSG00000011009,50.56873420182772,56.367878670036944,60.17402294380712
ENSG00000011021,52.333268520318875,64.70445265409293,82.02897141746062
ENSG00000011028,34.67820338323936,16.27454792922419,4.370017499513902
ENSG00000011052,81.39704452654092,34.59556678981139,84.74625704841532
ENSG00000011083,19.04530429710286,9.68792533540735,0.0
ENSG00000011114,59.72681314407933,71.07233132412989,68.81197744507097
ENSG00000011132,43.71475792339102,42.44604316546763,48.00699980556096
ENSG00000011143,49.217382850476376,51.27843671009139,28.597122302158272
ENSG00000011198,73.89169745284853,71.76745090414155,66.90647482014388
ENSG00000011201,20.921641065525957,23.157690064164886,63.55240132218549
ENSG00000011243,31.39218355045693,14.89403072136885,70.72234104608205
ENSG00000011258,67.74742368267547,81.14427377017304,78.49504180439433
ENSG00000011260,83.66225938168384,90.35582344934863,92.56756756756756
ENSG00000011275,78.84989305852615,82.84075442348824,69.7744507097025
ENSG00000011295,95.78553373517403,95.74178495041804,89.92319657787283
ENSG00000011304,79.32140773867393,79.52556873420183,56.13941279408905
ENSG00000011332,30.45401516624538,50.296519541123864,47.85630954695703
ENSG00000011347,0.0,0.0,25.690258603927667
ENSG00000011376,65.85650398600039,40.09819171689675,45.19249465292631
ENSG00000011405,62.18646704258215,81.8734201827727,86.54967917557845
ENSG00000011422,79.89986389266966,65.73984055998444,70.2022166050943
ENSG00000011426,51.618705035971225,52.05133190744702,27.45965389850282
ENSG00000011451,56.17343962667704,65.34610149718063,58.16157884503208
ENSG00000011454,66.62939918335601,80.66789811394128,72.96325102080498
ENSG00000011465,43.60295547345907,41.32801866614816,50.88469764728758
ENSG00000011478,33.35601788839199,39.84542096052888,42.222438265603735
ENSG00000011485,54.243632121329966,67.02313824615983,43.02449931946335
ENSG00000011523,74.33890725257632,48.444487653120746,38.88780867198133
ENSG00000011566,71.76745090414155,75.86039276686759,81.71300797200077
ENSG00000011600,88.22185494847365,63.294769589733626,68.18977250631927
ENSG00000011638,79.5693175189578,72.33618510596928,74.95139023916002
ENSG00000012048,72.01536068442543,57.37410071942446,66.0412210771923
ENSG00000012061,90.53081858837254,85.30040832199106,86.2482986583706
ENSG00000012124,42.81547734785145,46.11608010888587,70.54248493097414
ENSG00000012171,21.611899669453628,27.09994166828699,31.139412794089054
ENSG00000012174,76.62356601205522,70.07583122691037,56.58176161773284
ENSG00000012211,38.24129885280965,52.586039276686755,45.30429710285826
ENSG00000012223,20.153606844254327,0.0,25.179856115107913
ENSG00000012232,47.95839004472098,52.94575150690258,60.56290103052693
ENSG00000012504,23.245187633676842,26.55551234687925,21.543846004277658
ENSG00000012660,94.14738479486681,93.50087497569511,91.653704063776
ENSG00000012817,74.1493291853004,82.44215438460043,80.80886642037721
ENSG00000012822,73.38615594011277,51.23468792533541,75.31596344545984
ENSG00000012963,75.99163912113552,69.48765312074666,31.572039665564844
ENSG00000012983,90.51623566012054,93.3210188605872,92.83978222827145
ENSG00000013016,57.04841532179662,36.855920668870304,26.18121718841143
ENSG00000013275,88.82461598288937,89.71903558234493,78.21310519152246
ENSG00000013288,54.88528096441766,56.713007972000774,55.81372739646121
ENSG00000013293,51.011083025471514,51.14719035582345,54.729729729729726
ENSG00000013297,44.96402877697842,50.37429515846782,54.43807116468987
ENSG00000013306,64.48570873031305,73.27921446626483,62.730896363989885
ENSG00000013364,57.267159245576515,67.22243826560373,68.67100913863504
ENSG00000013374,83.16643982111607,90.86622593816838,84.53723507680341
ENSG00000013375,69.97375072914642,75.12152440209994,71.57787283686564
ENSG00000013392,33.96363989889169,63.09060859420572,26.920085553179078
ENSG00000013441,99.3534901808283,99.54792922418821,99.64028776978418
ENSG00000013503,50.593039082247714,70.24596538985028,62.66770367489792
ENSG00000013523,69.87167023138247,55.896363989889174,41.984250437487844
ENSG00000013561,50.388878086719814,56.51370795255687,60.29554734590706
ENSG00000013563,58.424071553567956,31.76161773284075,54.156134551818
ENSG00000013573,71.19871670231383,49.60139996111219,67.12521874392378
ENSG00000013583,70.56678981139413,72.28271436904531,63.450320824421546
ENSG00000013588,49.11044137662843,51.06455376239549,54.53529068636982
ENSG00000013619,22.32646315380128,27.31868559206689,11.2482986583706
ENSG00000013725,32.738673925724285,42.38285047637566,49.7812560762201
ENSG00000013810,79.7734785144857,82.66575928446433,78.36865642621038
ENSG00000014123,81.99980556095664,78.9422516041221,74.5722341046082
ENSG00000014138,57.07272020221661,64.1600233326852,36.50593039082248
ENSG00000014164,25.73400738868365,24.197938946140386,63.9558623371573
ENSG00000014216,60.17402294380712,62.57048415321796,50.879836671203584
ENSG00000014257,44.3709896947307,34.085164300991636,37.36632315769006
ENSG00000014641,97.65700952751313,95.54734590705813,91.30371378572816
ENSG00000014824,91.8724479875559,89.72389655842893,93.16060664981528
ENSG00000014919,81.11510791366906,82.77270075831227,85.48998638926697
ENSG00000015133,65.30721368850865,69.73070192494653,63.1149134746257
ENSG00000015153,68.01963834337936,78.83044915419016,53.27629788061443
ENSG00000015171,63.57184522652148,68.81683842115497,77.2992416877309
ENSG00000015285,52.97005638732257,49.20766089830838,63.007972000777755
ENSG00000015475,94.85708730313047,90.8176161773284,94.1668286992028
ENSG00000015479,98.85767062026055,98.22088275325686,98.76045109858059
ENSG00000015520,25.432626871475794,21.966750923585458,34.11433015749562
ENSG00000015532,64.59265020416099,70.25082636593429,72.70561928835309
ENSG00000015568,84.83375461792728,92.71339685008749,90.22457709508069
ENSG00000015592,30.157495625121523,20.78553373517402,41.663426015944
ENSG00000015676,75.46179272797978,80.93525179856115,70.3869336962862
ENSG00000016082,0.0,17.514096830643595,23.7555901224966
ENSG00000016391,34.77542290491931,43.70989694730702,47.987555901224965
ENSG00000016864,67.61131635232354,72.13202411044138,79.45751506902586
ENSG00000017260,94.63348240326658,92.67937001749952,91.66342601594401
ENSG00000017427,43.40851643009916,53.932529651954106,70.6251215244021
ENSG00000017483,79.02974917363407,63.84892086330935,25.44234882364379
ENSG00000017797,91.687730896364,83.79836671203577,81.09080303324909
ENSG00000018189,96.31051915224576,97.97783394905697,98.25490958584484
ENSG00000018236,22.720202216605095,29.05891503013805,32.38868364767645
ENSG00000018280,49.84930974139608,56.299825004860985,54.26307602566596
ENSG00000018408,46.99105580400544,42.75228465875948,52.01730507485903
ENSG00000018510,94.05988722535486,92.56270659148356,63.746840365545395
ENSG00000018610,62.944779311685785,69.83278242271048,52.2943807116469
ENSG00000018625,27.61034415710675,35.24693758506709,56.849115302352715
ENSG00000018699,90.53567956445654,75.59790005833172,80.97413960723313
ENSG00000019102,0.0,59.83861559401128,4.836671203577678
ENSG00000019144,51.82772700758312,57.53451293019638,54.02002722146607
ENSG00000019485,32.690064164884305,18.447404238771146,52.454792922418825
ENSG00000019505,24.470153606844256,26.856892864087108,30.804005444293214
ENSG00000019549,4.992222438265604,11.189966945362627,34.92125218743924
ENSG00000019582,99.92708535874003,99.94652926307602,99.95139023916002
ENSG00000019991,95.4209605288742,80.71164689869725,63.97530624149329
ENSG00000019995,57.81644954306825,75.69511958001168,85.77678397822282
ENSG00000020129,51.749951390239154,42.504374878475595,50.49095858448377
ENSG00000020181,44.137662842698816,17.24674314602372,10.067081469959167
ENSG00000020256,58.57962278825588,54.31654676258992,61.899669453626295
ENSG00000020426,71.4660703869337,66.43496013999611,61.573984055998444
ENSG00000020577,37.7114524596539,56.085942057165084,46.11608010888587
ENSG00000020633,79.68111996888976,70.45012638537818,80.6338712813533
ENSG00000020922,87.02605483181023,91.94050165273187,93.48629204744313
ENSG00000021355,98.7507291464126,97.63756562317714,92.42173828504764
ENSG00000021461,46.782033832393545,46.033443515457904,49.64028776978417
ENSG00000021488,41.2551040248882,34.260159440015556,36.33579622788256
ENSG00000021574,78.7186467042582,76.22496597316741,80.4297102858254
ENSG00000021645,41.35232354656815,48.27435349018083,46.60217771728563
ENSG00000021762,29.005444293214076,23.240326657592846,63.00311102469376
ENSG00000021776,89.3787672564651,89.568345323741,80.53665175967333
ENSG00000021826,39.33501847170912,34.094886253159636,52.88255881781062
ENSG00000021852,13.951001361073304,14.096830643593233,5.230410266381489
ENSG00000022267,92.68423099358351,93.09741396072332,79.19502236048999
ENSG00000022277,94.59945557067859,92.14952362434377,91.50301380517207
ENSG00000022355,27.430488041998835,39.3593233521291,28.694341823838226
ENSG00000022556,44.025860392766866,50.797200077775614,54.12696869531401
ENSG00000022567,30.2061053859615,12.721174411821895,26.49718063387128
ENSG00000022840,88.61073303519346,87.7114524596539,84.13377406183162
ENSG00000022976,58.5358740034999,69.09877503402684,67.57728951973556
ENSG00000023041,79.28251993000195,93.9626677036749,82.86505930390823
ENSG00000023171,45.931363017693954,58.34143496013999,54.77347851448571
ENSG00000023191,50.87497569511959,70.71261909391406,77.5034026832588
ENSG00000023228,90.38985028193662,93.20921641065526,85.59692786311491
ENSG00000023287,95.92650204160995,93.3307408127552,92.88839198911141
ENSG00000023318,95.54734590705813,92.16410655259575,90.71067470348045
ENSG00000023330,69.3758506708147,26.711063581567178,73.28893641843283
ENSG00000023445,71.36885086525375,73.79933890725258,48.78475597900058
ENSG00000023516,60.88372545207078,65.07874781256076,70.33832393544624
ENSG00000023572,82.57340073886836,85.412210771923,76.49718063387128
ENSG00000023608,63.960723313241296,64.47598677814506,52.43534901808283
ENSG00000023697,93.9626677036749,87.58020610538595,83.91016916196772
ENSG00000023734,98.09935835115692,98.05074859031694,98.56601205522068
ENSG00000023839,48.609760839976666,25.97219521679953,41.74606260937196
ENSG00000023892,64.29126968695314,84.9990278047832,69.27377017305075
ENSG00000023902,64.02391600233327,63.45518180050554,65.6426210383045
ENSG00000023909,47.62298269492514,83.18588372545207,45.99941668286992
ENSG00000024048,97.18549484736535,95.77581178300602,97.31188022554929
ENSG00000024422,28.655454015166242,41.58078942251604,37.818393933501845
ENSG00000024526,29.758895586233713,0.0,0.0
ENSG00000024862,81.51856892864086,75.65137079525569,83.26365934279603
ENSG00000025039,75.26735368461988,53.46101497180634,78.59712230215827
ENSG00000025156,87.31285242076609,77.89714174606262,69.73556290103052
ENSG00000025293,95.33346295936224,96.16468986972583,96.98133385183745
ENSG00000025423,50.2187439237799,8.87614232937974,6.178300602761035
ENSG00000025434,44.584872642426596,39.49543068248104,41.891891891891895
ENSG00000025708,31.640093330740815,21.631343573789614,25.12638537818394
ENSG00000025770,68.92864087108691,69.3661287186467,84.18724479875559
ENSG00000025772,85.60178883919892,94.24946529263076,66.4495430682481
ENSG00000025796,94.74528485319851,97.45284853198523,93.46198716702314
ENSG00000025800,93.65642621038305,95.14874586817032,96.34940696091775
ENSG00000026025,99.45070970250826,94.88139218355046,90.82247715341241
ENSG00000026103,74.04238771145246,65.92455765117636,30.18666148162551
ENSG00000026297,92.62103830449155,94.29321407738675,95.97997277853393
ENSG00000026508,98.37643398794478,98.1382461598289,98.44934862920475
ENSG00000026559,30.49776395100136,34.75111802449932,35.77192300213883
ENSG00000026652,70.73206299825004,55.05055415127358,69.71611899669453
ENSG00000026751,46.91814116274548,45.58623371573012,50.81664398211161
ENSG00000026950,71.97161189966945,77.46937585067081,66.21621621621621
ENSG00000027001,78.91794672370212,69.88625315963446,46.47093136301769
ENSG00000027075,86.74411821893835,85.31985222632704,85.04277658953919
ENSG00000027644,0.0,0.0,19.39529457515069
ENSG00000027697,94.52654092941863,88.51351351351352,74.24168773089636
ENSG00000027847,61.03441571067471,35.990666925918724,25.60762201049971
ENSG00000027869,35.85455959556679,29.433210188605873,6.328990861364963
ENSG00000028116,81.4894030721369,87.50729146412598,81.74217382850476
ENSG00000028137,54.91930779700564,71.0528874197939,76.6770367489792
