gen_name,embryonic stem cell,epiblast cell,induced pluripotent stem cell
ENSMUSG00000000732,47.68017263831529,56.84414183130557,53.380213565502096
ENSMUSG00000000738,82.032964988652,84.39185921047736,79.80801428730885
ENSMUSG00000000739,56.43486996316553,55.992112214904935,54.421996502585856
ENSMUSG00000000740,99.88465974625143,99.85489451947763,99.89954235963835
ENSMUSG00000000743,92.56613461323808,94.19950143245154,95.84030955835846
ENSMUSG00000000751,97.94992000595305,97.55181009785319,96.86348922870856
ENSMUSG00000000753,59.92856345574283,63.11716337388845,49.70792871228188
ENSMUSG00000000759,76.31804144807828,82.41619228336496,77.56446031923205
ENSMUSG00000000766,24.12099564683558,26.18223760092272,18.39118949287495
ENSMUSG00000000776,74.29400602745842,84.65974625144176,83.7519068348402
ENSMUSG00000000782,76.35152732819883,76.11712616735498,72.05417271272836
ENSMUSG00000000787,97.00115340253748,98.10990809986234,96.78163485508055
ENSMUSG00000000791,51.63894779923355,58.63749674442832,60.270863563641775
ENSMUSG00000000792,52.13751534769505,85.39271496074711,68.4711835398296
ENSMUSG00000000794,0.0,31.89716114149645,48.260594560404805
ENSMUSG00000000804,68.9288239014771,66.40994158574246,69.3455370763106
ENSMUSG00000000805,35.97871786285672,87.92647988986866,59.857871042155
ENSMUSG00000000811,75.66320645905421,72.67924247497861,71.74535848494996
ENSMUSG00000000823,71.4960747107192,76.25851099453064,70.36499609331398
ENSMUSG00000000826,92.23871711872604,93.18004241544816,90.63883617963315
ENSMUSG00000000827,94.22554600587864,95.53521598392678,96.59560218774416
ENSMUSG00000000838,82.53153253711352,81.87297689474272,83.05986531234885
ENSMUSG00000000861,37.50046508166834,76.47430888864083,57.20132455259144
ENSMUSG00000000869,0.0,30.85165755106597,20.08036611228932
ENSMUSG00000000876,73.35268073073632,68.13260408527736,70.7705473081073
ENSMUSG00000000881,57.45060832682219,52.580273095955654,54.39967258250549
ENSMUSG00000000884,77.89931912043755,79.21643040517915,76.22130446106337
ENSMUSG00000000889,0.0,0.0,31.320459872753652
ENSMUSG00000000901,76.50035346206793,68.6609368605127,71.81605089853778
ENSMUSG00000000902,96.64397068125162,96.61048480113108,96.45793801391524
ENSMUSG00000000903,53.715072366707595,46.47096030062879,48.59173270826357
ENSMUSG00000000915,60.635487591621086,69.71388175763664,65.71045875655766
ENSMUSG00000000916,84.07188302265878,85.20296164006399,84.65974625144176
ENSMUSG00000000934,65.81835770361275,72.10254120623581,67.10198310823381
ENSMUSG00000000938,0.0,0.0,27.179372697845743
ENSMUSG00000000948,62.994381813446445,73.17408937009338,60.3676005506567
ENSMUSG00000000957,66.67410797336012,77.52725378576478,67.07965918815344
ENSMUSG00000000958,69.63574803735536,96.9639468690702,83.55843286081036
ENSMUSG00000000959,93.20980764222197,87.98973099676303,91.30483312869741
ENSMUSG00000000976,80.54470364996094,81.10652230531682,78.0667485210403
ENSMUSG00000000982,0.0,0.0,27.376567325222307
ENSMUSG00000001014,45.48126651039922,60.78803437883692,51.21479331770659
ENSMUSG00000001016,97.10161104289914,97.581575324627,96.9639468690702
ENSMUSG00000001017,95.60590839751461,96.21609554637794,95.26360828961565
ENSMUSG00000001018,88.11623321055177,85.13226922647617,87.22699706068386
ENSMUSG00000001020,0.0,43.07400379506641,47.14811920973323
ENSMUSG00000001021,0.0,48.420582654314096,52.22309037466979
ENSMUSG00000001025,51.222234624400045,83.96398407560368,91.87409309074674
ENSMUSG00000001027,0.0,32.91662015849983,30.367972615991366
ENSMUSG00000001029,59.00956207910109,0.0,40.6927856531607
ENSMUSG00000001034,77.86955389366372,79.84522082077613,78.99319120437549
ENSMUSG00000001036,90.01748707072962,84.8681028388585,85.86523793578152
ENSMUSG00000001039,84.57045057112029,88.00089295680321,84.08304498269896
ENSMUSG00000001052,80.9167689846337,87.77765375599955,84.31000483684934
ENSMUSG00000001053,84.37697659709045,71.67466607136214,79.6405848867061
ENSMUSG00000001054,91.13368307474794,82.15574654909402,89.11708896082152
ENSMUSG00000001056,98.02805372623433,98.13967332663616,98.64940283513785
ENSMUSG00000001062,68.05074971164936,69.49064255683298,70.27570041299252
ENSMUSG00000001065,64.85470848681028,64.03616475053019,68.78743907430145
ENSMUSG00000001076,41.16158797484839,30.88142277783979,42.08803065818358
ENSMUSG00000001082,94.66086244744577,92.76332924061465,94.86177772816906
ENSMUSG00000001089,86.8028425791569,88.08646798377795,86.12568367005247
ENSMUSG00000001095,0.0,0.0,53.48811251255721
ENSMUSG00000001098,80.00520891468543,87.55069390184916,88.79339211965622
ENSMUSG00000001100,95.01060386203818,94.4376232466421,93.6153588570153
ENSMUSG00000001103,42.14756111173122,33.85050414852848,22.07091565278863
ENSMUSG00000001105,81.18837667894482,79.34665327231461,80.41820143617218
ENSMUSG00000001119,0.0,59.04304795922164,50.586002902109605
ENSMUSG00000001120,67.32522230903747,79.58849573985192,71.87558135208543
ENSMUSG00000001123,65.75510659671838,39.357071101685456,91.81456263719909
ENSMUSG00000001127,86.68750232540833,91.17461026156192,90.77277970011534
ENSMUSG00000001128,78.59880194962236,56.32697101611043,62.99810246679317
ENSMUSG00000001131,88.51434311865164,76.75707854299215,93.81627413773859
ENSMUSG00000001134,81.5492800535774,82.44223685679205,84.25419503664844
ENSMUSG00000001138,66.09368605127061,67.31406034899729,65.02957919410649
ENSMUSG00000001143,74.16750381366968,78.45369646909998,77.58306358596569
ENSMUSG00000001150,91.28250920861703,79.9084719276705,82.4757227369126
ENSMUSG00000001151,89.26963574803736,82.64687279086208,85.64944004167133
ENSMUSG00000001155,0.0,21.840235145291516,11.66796889533802
ENSMUSG00000001156,60.61688432488745,62.5181381850653,58.905383785392715
ENSMUSG00000001157,81.54183874688395,78.70298024333073,78.49462365591397
ENSMUSG00000001158,84.55184730438665,86.60564795178033,87.18979052721659
ENSMUSG00000001166,51.300368344681324,27.08263571083082,52.36819585519217
ENSMUSG00000001168,0.0,0.0,51.57569669233918
ENSMUSG00000001173,75.1646389105927,70.58823529411765,75.03813669680396
ENSMUSG00000001175,98.7907876623135,99.24098671726756,99.36004762436283
ENSMUSG00000001211,69.43111210328534,77.5160918257246,78.21185400156267
ENSMUSG00000001225,48.99728392305689,47.62436283811437,43.66186702384939
ENSMUSG00000001227,0.0,49.443762324664206,45.235703389515194
ENSMUSG00000001228,99.23726606392083,98.12479071324924,98.34058860735945
ENSMUSG00000001229,82.31573464300331,89.08360308070097,84.09792759608588
ENSMUSG00000001240,61.53216504818246,62.890203519738066,66.83037541392268
ENSMUSG00000001247,71.22074636306135,96.30911188004615,93.60047624362838
ENSMUSG00000001248,87.13398072701565,75.00837147003013,79.0750455780035
ENSMUSG00000001249,0.0,60.95546377943967,49.16471332365964
ENSMUSG00000001260,54.13922684823454,26.81474866986643,21.855117758678425
ENSMUSG00000001270,99.86977713286453,96.17888901291066,99.73955426572905
ENSMUSG00000001280,83.10451315250958,80.74561893068423,81.78740186776798
ENSMUSG00000001281,67.63775719016259,55.42657290620233,71.34724857685009
ENSMUSG00000001285,88.3766789448227,90.94020910071808,90.6202329128995
ENSMUSG00000001288,79.79685232726867,83.8858503553224,81.11396361201027
ENSMUSG00000001289,90.57186441939204,91.9373441976411,92.6889161736801
ENSMUSG00000001300,42.8433232875693,74.9637236298694,61.80377274249358
ENSMUSG00000001305,93.44792945641255,93.63768277709565,92.56613461323808
ENSMUSG00000001313,70.11199166573651,70.30546563976634,80.06473936823306
ENSMUSG00000001323,60.09227220299884,60.36387989730997,60.22993637682777
ENSMUSG00000001333,51.77661197306247,50.13952450050228,57.149235405737244
ENSMUSG00000001334,21.25237191650854,53.61461472634594,44.36134985303419
ENSMUSG00000001348,76.9245079435949,67.52985824310748,73.3898872642036
ENSMUSG00000001349,27.08263571083082,76.14317074078208,60.17040592328012
ENSMUSG00000001366,78.80343788369237,77.8397886668899,76.88358075678089
ENSMUSG00000001376,86.00290210961045,83.22357405960487,85.13598987982289
ENSMUSG00000001380,94.5976113405514,96.39096625367415,95.9258845853332
ENSMUSG00000001383,90.43420024556312,92.64426833351936,92.28708561223351
ENSMUSG00000001403,98.85031811586114,98.28849946050526,98.80194962235369
ENSMUSG00000001415,90.41187632548275,87.48372214160807,91.24158202180303
ENSMUSG00000001416,99.7321129590356,99.55724225173941,99.60189009190013
ENSMUSG00000001418,94.43018193994865,88.62596271905346,96.40584886706107
ENSMUSG00000001419,73.50150686460543,77.59050489265915,81.43021914648212
ENSMUSG00000001420,64.46031923205715,71.44398556386503,75.92737284667187
ENSMUSG00000001424,93.95021765822078,93.61907951036203,93.90929047140678
ENSMUSG00000001435,86.41589463109722,95.11850280909327,83.8858503553224
ENSMUSG00000001436,78.88157160397365,84.99832570599398,76.92822859694162
ENSMUSG00000001440,97.6336644714812,97.99084719276705,97.6745916582952
ENSMUSG00000001441,95.17803326264091,92.19778993191204,94.0209100718086
ENSMUSG00000001444,0.0,0.0,38.09204896379804
ENSMUSG00000001445,93.15771849536779,94.26275253934591,92.78565316069502
ENSMUSG00000001467,91.98199203780185,98.84659746251442,96.69605982810582
ENSMUSG00000001472,95.80310302489117,97.22811325668788,96.65141198794508
ENSMUSG00000001473,91.2378613684563,99.17773561037319,98.26989619377161
ENSMUSG00000001482,89.7458793764185,83.6849350745991,87.5023254083417
ENSMUSG00000001493,0.0,36.767496372362984,13.264129181084197
ENSMUSG00000001494,38.944078580198685,0.0,29.98102466793169
ENSMUSG00000001496,23.737768352122632,25.467872158351007,24.86884696952785
ENSMUSG00000001497,25.947836440078873,30.475871563046468,33.396584440227706
ENSMUSG00000001504,55.38936637273505,45.82356661829817,52.308665401644525
ENSMUSG00000001506,27.253785764780297,61.42426610112736,69.70271979759646
ENSMUSG00000001507,59.32209696022621,91.44993860921979,78.43137254901961
ENSMUSG00000001508,32.66361573092235,51.185028090932775,38.039959816943856
ENSMUSG00000001510,23.082933363098558,40.08259850429736,66.9271124009376
ENSMUSG00000001517,80.39587751609183,84.80857238531087,77.99233545410574
ENSMUSG00000001518,84.77508650519032,85.29969862707891,86.90330021951854
ENSMUSG00000001520,60.99639096625368,59.61230792127098,56.855303791345754
ENSMUSG00000001521,71.15005394947353,72.93968820924954,70.1231536257767
ENSMUSG00000001524,89.79796852327269,90.9811362875321,89.99888380399598
ENSMUSG00000001525,99.88838039959816,99.91442497302526,99.90326301298508
ENSMUSG00000001542,77.69468318636753,92.00059530453548,76.16177400751572
ENSMUSG00000001552,95.46452357033895,93.96137961826096,97.6485470848681
ENSMUSG00000001555,58.33240316999665,87.58790043531644,74.16006250697622
ENSMUSG00000001558,38.93663727350523,57.52874204710348,43.74000074413067
ENSMUSG00000001566,45.35848494995721,0.0,22.80760501544071
ENSMUSG00000001569,88.77106819957584,89.31428358819808,86.50891096476542
ENSMUSG00000001576,91.92618223760091,96.44305540052834,90.74301447334152
ENSMUSG00000001583,62.339546824422364,59.031885999181455,64.46776053875061
ENSMUSG00000001588,69.43855340997878,46.34445808684005,55.09915541169029
ENSMUSG00000001604,90.68348401979388,64.22219741786658,81.20697994567846
ENSMUSG00000001622,45.52591435055996,64.19243219109275,49.3619079510362
ENSMUSG00000001627,94.66830375413923,96.71838374818617,94.70178963425978
ENSMUSG00000001630,77.38586895858913,74.62514417531719,75.8641217397775
ENSMUSG00000001632,78.99691185772222,77.76909625330208,80.04985675484615
ENSMUSG00000001642,97.60017859136065,98.38151579417345,97.38438069725044
ENSMUSG00000001655,64.13290173754511,0.0,50.001860326673366
ENSMUSG00000001656,46.07657104587566,0.0,17.68426535699669
ENSMUSG00000001657,38.81385571306321,39.14499386092198,36.16847118353983
ENSMUSG00000001661,40.71883022658779,15.645347322989917,15.57837556274882
ENSMUSG00000001663,52.7216579231313,58.37705101015739,52.371916508538895
ENSMUSG00000001665,67.06849722811326,68.03958775160919,70.80403318822786
ENSMUSG00000001666,89.19894333444954,90.14026863117164,88.55154965211891
ENSMUSG00000001670,0.0,0.0,49.33586337760911
ENSMUSG00000001672,26.465007255274024,71.6300182312014,58.54448041076012
ENSMUSG00000001674,95.44964095695204,96.28678795996576,94.99200059530453
ENSMUSG00000001687,86.31543699073558,88.20924954421997,88.41016482494327
ENSMUSG00000001700,47.77318897198348,73.8066004390371,66.65550470662647
ENSMUSG00000001707,95.81798563827807,94.50087435353647,94.89154295494289
ENSMUSG00000001729,64.91795959370465,76.45942627525393,78.26766380176359
ENSMUSG00000001739,30.02939316143915,36.466123451278044,40.95695204077836
ENSMUSG00000001741,43.777207277597945,42.16244372511813,40.39141273207576
ENSMUSG00000001750,72.28113256687875,74.64374744205082,80.15403504855453
ENSMUSG00000001751,45.652416564348705,64.59054209919262,55.57539904007144
ENSMUSG00000001755,80.15403504855453,86.37868809762995,84.12397216951297
ENSMUSG00000001761,67.98749860475499,88.96082152025896,67.11686572162073
ENSMUSG00000001763,54.01272463444581,64.44543661867024,53.76344086021505
ENSMUSG00000001767,89.03895524054025,89.33288685493173,88.47713658518435
ENSMUSG00000001768,63.23622428098374,64.85470848681028,58.83841202515162
ENSMUSG00000001773,0.0,27.477024965583958,37.362800907839414
ENSMUSG00000001774,91.46110056925995,93.2805000558098,93.93533504483386
ENSMUSG00000001783,96.48398258734233,96.84860661532166,96.49514454738252
ENSMUSG00000001785,95.14082672917364,95.90728131859954,94.9064255683298
ENSMUSG00000001786,79.92707519440414,72.72389031513934,76.70871004948468
ENSMUSG00000001794,97.23183391003461,86.21497935037392,95.43475834356514
ENSMUSG00000001802,45.44033932358522,54.33270082226439,50.16556907392938
ENSMUSG00000001815,20.244074859545336,0.0,1.0938720839379394
ENSMUSG00000001819,33.03196041224839,50.57856159541616,24.377720727759794
ENSMUSG00000001827,88.86408453324404,68.12516277858391,82.98917289876103
ENSMUSG00000001829,93.93533504483386,91.35320162220486,91.42017338244595
ENSMUSG00000001833,95.57986382408751,96.96022621572348,96.42445213379469
ENSMUSG00000001844,83.89329166201584,81.5083528667634,81.16977341221119
ENSMUSG00000001847,94.36321017970755,97.77876995200357,98.05781895300815
ENSMUSG00000001855,87.48000148826134,87.65859284890428,88.27250065111434
ENSMUSG00000001864,35.16017412657663,77.03240689065,68.24794433902593
ENSMUSG00000001870,59.686720988205536,59.158388212970195,69.13345983554711
ENSMUSG00000001891,79.26851955203334,81.79856382780817,89.01291066711315
ENSMUSG00000001901,24.12099564683558,62.343267477769096,49.86419615284444
ENSMUSG00000001909,94.84689511478216,93.50373925661346,94.57156676712431
ENSMUSG00000001910,82.13714328236038,83.32403169996651,76.158053354169
ENSMUSG00000001911,41.89827733750047,27.424935818729768,33.32589202663988
ENSMUSG00000001918,93.81999479108532,90.78766231350225,91.0629906611601
ENSMUSG00000001924,99.04007143654425,98.12107005990252,98.42988428768092
ENSMUSG00000001930,64.06965063065074,49.82698961937716,54.04993116791309
ENSMUSG00000001942,73.23734047698775,69.0106782751051,72.5304163411095
ENSMUSG00000001943,57.46177028686237,0.0,30.691669457156678
ENSMUSG00000001946,36.62983219853406,53.12720913792462,64.8435465267701
ENSMUSG00000001948,48.58429140157012,56.23395468244223,51.635227145886816
ENSMUSG00000001962,88.9794247869926,88.45109201175725,89.88726420359416
ENSMUSG00000001964,88.68921382594783,88.95710086691223,87.22327640733712
ENSMUSG00000001983,64.81006064664955,67.08337984150018,63.868735349927455
ENSMUSG00000001985,71.31004204338282,70.99378650891096,67.03501134799271
ENSMUSG00000001986,35.245749153551365,66.98664285448524,57.88592476838933
ENSMUSG00000001988,0.0,55.46750009301633,42.24057744539941
ENSMUSG00000001995,73.33035681065596,69.00323696841166,68.43769765970904
ENSMUSG00000001998,67.59683000334859,67.91308553782044,65.55791196934182
ENSMUSG00000001999,68.84696952784908,70.19756669271125,71.11656806935298
ENSMUSG00000002006,52.308665401644525,64.70588235294117,51.698478252781186
ENSMUSG00000002007,49.83443092607062,30.96699780481453,38.66875023254083
ENSMUSG00000002010,98.17687986010344,96.7221044015329,97.28392305688878
ENSMUSG00000002012,64.83238456672991,61.13033448673587,44.56226513375749
ENSMUSG00000002014,93.32886854931726,91.30111247535068,92.9977304014585
ENSMUSG00000002015,96.25702273319195,95.12966476913346,96.42817278714142
ENSMUSG00000002017,77.75421363991516,76.60825240912304,74.44283216132753
ENSMUSG00000002020,50.20277560739665,43.427465863005544,42.38940357926852
ENSMUSG00000002028,77.34494177177513,80.05357740819288,76.45570562190721
ENSMUSG00000002031,89.03523458719351,87.9711277300294,86.93306544629237
ENSMUSG00000002032,27.33191948506158,50.991554116902925,50.92458235666183
ENSMUSG00000002033,0.0,22.908062655802357,24.091230420061763
ENSMUSG00000002043,79.01551512445586,86.48286639133832,85.03925289280798
ENSMUSG00000002052,84.94251590579306,89.3552107750121,87.66603415559773
ENSMUSG00000002055,85.32202254715928,85.82431074896752,82.28224876288276
ENSMUSG00000002057,36.48100606466495,40.39885403876921,35.357368753953196
ENSMUSG00000002058,78.62856717639617,71.51839863079957,71.4811920973323
ENSMUSG00000002059,86.04754994977118,89.0873237340477,79.76336644714812
ENSMUSG00000002064,83.61796331435801,86.29311307065521,89.411020575213
ENSMUSG00000002068,97.2169512966477,96.03750418573502,94.70551028760651
ENSMUSG00000002076,93.66744800386948,49.44748297801094,71.22446701640808
ENSMUSG00000002083,65.9857871042155,79.38013915243516,72.25508799345165
ENSMUSG00000002100,61.12289318004242,22.66622018826506,50.262306060944304
ENSMUSG00000002102,98.56382780816311,98.333147300666,98.44476690106782
ENSMUSG00000002103,74.40934628120698,82.76221304461063,77.78769952003572
ENSMUSG00000002104,72.23276407337129,20.072924805595864,55.318673959147226
ENSMUSG00000002105,67.57450608326823,66.00439037094914,64.59798340588607
ENSMUSG00000002107,58.77888157160397,66.29832198534062,62.16467611712617
ENSMUSG00000002108,51.03992261041039,60.82152025895747,56.17814488224132
ENSMUSG00000002109,72.92480559586264,69.60970346392827,70.41708524016818
ENSMUSG00000002111,55.29262938572014,25.668787439074304,59.25884585333184
ENSMUSG00000002129,95.48312683707259,95.79194106485099,95.73613126465007
ENSMUSG00000002147,87.29768947427168,82.70640324440973,80.83863526435242
ENSMUSG00000002190,67.29917773561037,55.06566953156974,58.41797819697139
ENSMUSG00000002204,57.53618335379692,45.20965881608811,46.17702868623731
ENSMUSG00000002205,86.4419392045243,82.87383264501247,87.32001339435205
ENSMUSG00000002210,71.78256501841723,69.89991442497302,75.20928675075344
ENSMUSG00000002221,90.73557316664807,86.89585891282509,87.35721992781933
ENSMUSG00000002222,77.00636231722291,75.07534323027124,73.27826766380177
ENSMUSG00000002227,96.56211630762361,75.83063585965697,96.74070766826655
ENSMUSG00000002228,69.44599471667225,60.74710719202292,72.05789336607509
ENSMUSG00000002233,65.17468467462886,78.58763998958217,91.12624176805447
ENSMUSG00000002249,52.3049447482978,58.03847155560516,60.151802656546494
ENSMUSG00000002250,58.406816236931206,54.794061837258624,53.476950552517025
ENSMUSG00000002257,77.21843955798639,78.96714663094839,70.08594709230941
ENSMUSG00000002265,86.13684563009264,84.07932432935223,82.44223685679205
ENSMUSG00000002266,28.90203519738066,34.371395617070355,34.52022175093947
ENSMUSG00000002274,63.95058972355545,70.03757859880196,64.01384083044984
ENSMUSG00000002279,69.68039587751609,76.08736094058116,72.78714142203371
ENSMUSG00000002280,85.50061390780222,82.81058153811809,86.49030769803177
ENSMUSG00000002289,84.79741042527068,38.69479480596793,59.58254269449716
