gen_name,extra thymic aire-expressing cells
ENSG00000005339,83.45588235294117
ENSG00000005379,62.191971383147845
ENSG00000005381,49.6422893481717
ENSG00000005421,3.2690779014308426
ENSG00000005436,49.07591414944356
ENSG00000005448,60.17488076311606
ENSG00000005469,36.352344992050874
ENSG00000005471,77.87658982511924
ENSG00000005483,97.42150238473768
ENSG00000005486,72.78418124006359
ENSG00000005513,49.61248012718601
ENSG00000005700,80.41534181240063
ENSG00000005801,87.39069952305246
ENSG00000005810,95.36466613672496
ENSG00000005812,80.98668521462639
ENSG00000005844,87.77821939586646
ENSG00000005882,70.22555643879174
ENSG00000005884,53.89507154213037
ENSG00000005889,79.15341812400636
ENSG00000005893,95.95091414944356
ENSG00000005961,57.04988076311606
ENSG00000005981,59.19117647058824
ENSG00000006007,77.07174085850556
ENSG00000006015,89.92448330683625
ENSG00000006016,20.891295707472178
ENSG00000006025,42.82591414944356
ENSG00000006042,21.840222575516695
ENSG00000006047,37.39566772655008
ENSG00000006062,91.012519872814
ENSG00000006071,42.468203497615264
ENSG00000006116,31.553060413354533
ENSG00000006118,57.39765500794912
ENSG00000006125,84.7972972972973
ENSG00000006194,58.306836248012715
ENSG00000006210,39.005365659777425
ENSG00000006282,73.88712241653418
ENSG00000006283,43.21343402225755
ENSG00000006327,47.21283783783784
ENSG00000006377,10.751192368839428
ENSG00000006432,52.03199523052464
ENSG00000006451,92.82094594594594
ENSG00000006453,32.12440381558029
ENSG00000006459,88.6079093799682
ENSG00000006468,29.51112877583466
ENSG00000006530,91.09697933227345
ENSG00000006534,59.63334658187599
ENSG00000006555,33.108108108108105
ENSG00000006576,64.13453895071542
ENSG00000006607,86.4616454689984
ENSG00000006611,24.43362480127186
ENSG00000006625,67.86069157392687
ENSG00000006634,54.824125596184416
ENSG00000006638,38.568163751987285
ENSG00000006652,84.75755166931637
ENSG00000006659,26.65441176470588
ENSG00000006695,74.2547694753577
ENSG00000006704,30.71343402225755
ENSG00000006712,65.90321939586646
ENSG00000006715,91.85711446740858
ENSG00000006740,38.99046104928458
ENSG00000006744,84.86685214626391
ENSG00000006747,73.52941176470588
ENSG00000006756,92.37877583465819
ENSG00000006757,50.0993640699523
ENSG00000006788,13.970588235294118
ENSG00000006831,61.754769475357705
ENSG00000006837,53.63672496025437
ENSG00000007001,20.22058823529412
ENSG00000007038,12.559618441971383
ENSG00000007047,59.8320747217806
ENSG00000007062,13.101152623211446
ENSG00000007080,70.33485691573927
ENSG00000007129,23.042527821939586
ENSG00000007168,88.35949920508745
ENSG00000007171,9.792329093799681
ENSG00000007174,34.23092209856915
ENSG00000007202,88.31478537360891
ENSG00000007237,82.2287360890302
ENSG00000007255,71.55206677265501
ENSG00000007264,34.20111287758347
ENSG00000007312,85.79093799682035
ENSG00000007314,22.30723370429253
ENSG00000007341,41.33048489666137
ENSG00000007372,53.25914149443561
ENSG00000007376,68.53139904610492
ENSG00000007384,35.13016693163752
ENSG00000007392,82.51192368839428
ENSG00000007402,18.884141494435614
ENSG00000007516,19.28656597774245
ENSG00000007520,93.14387917329093
ENSG00000007541,68.76987281399046
ENSG00000007545,58.57511923688394
ENSG00000007866,32.43740063593005
ENSG00000007923,62.30624006359301
ENSG00000007933,4.848966613672496
ENSG00000007944,75.90421303656598
ENSG00000007968,42.59737678855326
ENSG00000008018,97.38672496025437
ENSG00000008056,25.467011128775834
ENSG00000008083,87.15222575516694
ENSG00000008086,80.09737678855325
ENSG00000008118,50.21860095389508
ENSG00000008128,72.88851351351352
ENSG00000008130,95.3795707472178
ENSG00000008196,11.794515103338634
ENSG00000008226,42.716613672496024
ENSG00000008256,41.05723370429253
ENSG00000008277,42.76132750397456
ENSG00000008282,87.94217011128775
ENSG00000008283,57.57154213036566
ENSG00000008294,88.81160572337043
ENSG00000008300,37.32611287758347
ENSG00000008311,34.52404610492846
ENSG00000008323,31.423887122416534
ENSG00000008324,71.875
ENSG00000008382,31.433823529411764
ENSG00000008394,58.565182829888705
ENSG00000008405,43.51649443561209
ENSG00000008441,48.02762321144674
ENSG00000008513,81.11089030206678
ENSG00000008516,82.20389507154214
ENSG00000008517,93.2631160572337
ENSG00000008710,85.1202305246423
ENSG00000008735,24.691971383147855
ENSG00000008838,66.82233704292527
ENSG00000008853,50.859499205087445
ENSG00000008869,84.15639904610492
ENSG00000008952,81.12579491255963
ENSG00000008988,97.7543720190779
ENSG00000009307,97.89348171701113
ENSG00000009335,61.476550079491254
ENSG00000009413,77.95111287758345
ENSG00000009709,40.83863275039746
ENSG00000009724,15.113275039745627
ENSG00000009765,54.46144674085851
ENSG00000009780,75.67567567567568
ENSG00000009790,82.17905405405406
ENSG00000009830,57.34300476947536
ENSG00000009844,76.78358505564388
ENSG00000009950,25.33286963434022
ENSG00000009954,88.85135135135135
ENSG00000010017,62.51490461049285
ENSG00000010030,45.414348171701114
ENSG00000010072,37.93720190779014
ENSG00000010165,54.67011128775835
ENSG00000010219,52.56359300476947
ENSG00000010244,97.25258346581876
ENSG00000010256,93.05445151033386
ENSG00000010270,76.2023052464229
ENSG00000010278,83.11804451510334
ENSG00000010282,62.94713831478538
ENSG00000010292,71.05027821939586
ENSG00000010295,90.00397456279809
ENSG00000010310,57.02503974562798
ENSG00000010318,39.725755166931634
ENSG00000010319,17.199920508744036
ENSG00000010322,87.30127186009538
ENSG00000010327,97.76927662957074
ENSG00000010361,55.112281399046104
ENSG00000010404,92.85572337042926
ENSG00000010539,61.91872019077902
ENSG00000010610,98.46482511923689
ENSG00000010626,53.81061208267091
ENSG00000010671,76.49046104928458
ENSG00000010704,50.7800079491256
ENSG00000010803,26.823330683624803
ENSG00000010810,74.11565977742448
ENSG00000010818,63.88612877583466
ENSG00000010932,36.476550079491254
ENSG00000011007,85.01093004769476
ENSG00000011009,85.39844992050874
ENSG00000011021,55.072535771065176
ENSG00000011028,49.64725755166931
ENSG00000011052,16.00258346581876
ENSG00000011083,36.59578696343402
ENSG00000011105,25.084459459459456
ENSG00000011114,87.12241653418124
ENSG00000011132,68.77980922098568
ENSG00000011143,46.95945945945946
ENSG00000011198,49.88076311605724
ENSG00000011201,33.06339427662957
ENSG00000011243,47.53577106518283
ENSG00000011258,71.40302066772655
ENSG00000011260,79.12857710651828
ENSG00000011275,84.9314387917329
ENSG00000011295,85.54252782193959
ENSG00000011304,93.3277027027027
ENSG00000011332,42.70170906200318
ENSG00000011347,35.776033386327505
ENSG00000011376,81.9008346581876
ENSG00000011405,76.44574721780603
ENSG00000011422,92.74642289348172
ENSG00000011426,32.814984101748806
ENSG00000011451,55.56438791732909
ENSG00000011454,85.76112877583466
ENSG00000011465,60.7760333863275
ENSG00000011478,51.70906200317965
ENSG00000011485,55.311009538950714
ENSG00000011523,61.640500794912555
ENSG00000011566,49.71184419713832
ENSG00000011590,20.240461049284576
ENSG00000011600,99.07094594594594
ENSG00000011638,60.656796502384736
ENSG00000012048,51.505365659777425
ENSG00000012061,82.7802066772655
ENSG00000012124,85.14507154213037
ENSG00000012171,54.8489666136725
ENSG00000012174,47.15321939586645
ENSG00000012211,60.06558028616852
ENSG00000012232,65.70449125596184
ENSG00000012504,3.79570747217806
ENSG00000012660,90.51569952305246
ENSG00000012779,98.81259936406995
ENSG00000012817,73.11705087440382
ENSG00000012822,74.14546899841018
ENSG00000012963,64.91951510333863
ENSG00000012983,80.15699523052464
ENSG00000013016,55.087440381558025
ENSG00000013275,98.00775039745628
ENSG00000013288,80.21661367249602
ENSG00000013293,47.22774244833069
ENSG00000013297,56.62261526232114
ENSG00000013306,93.814586645469
ENSG00000013364,96.9743640699523
ENSG00000013374,99.76152623211448
ENSG00000013375,65.07849761526232
ENSG00000013392,30.961844197138316
ENSG00000013441,93.95369634340223
ENSG00000013503,37.564586645469
ENSG00000013523,77.22575516693165
ENSG00000013561,60.56240063593005
ENSG00000013563,60.08545310015898
ENSG00000013573,71.10492845786963
ENSG00000013583,62.83783783783784
ENSG00000013588,75.12420508744037
ENSG00000013619,23.579093799682035
ENSG00000013725,72.31717011128775
ENSG00000013810,75.4570747217806
ENSG00000014123,82.58147853736088
ENSG00000014138,57.97893481717011
ENSG00000014164,60.741255961844196
ENSG00000014216,88.9358108108108
ENSG00000014257,57.49205087440381
ENSG00000014641,91.9912559618442
ENSG00000014824,79.0987678855326
ENSG00000014914,65.9529014308426
ENSG00000014919,77.42945151033386
ENSG00000015133,76.84817170111288
ENSG00000015153,65.34181240063593
ENSG00000015171,74.23489666136724
ENSG00000015285,62.66891891891891
ENSG00000015413,27.58843402225755
ENSG00000015475,89.39288553259142
ENSG00000015479,95.4739666136725
ENSG00000015520,24.62241653418124
ENSG00000015532,45.55345786963434
ENSG00000015568,82.30822734499205
ENSG00000015592,11.784578696343402
ENSG00000015676,67.57253577106518
ENSG00000016082,3.3137917329093796
ENSG00000016391,47.9481319554849
ENSG00000016402,39.52205882352941
ENSG00000016864,64.86486486486487
ENSG00000017260,83.54034181240063
ENSG00000017427,67.18004769475357
ENSG00000017483,24.408783783783782
ENSG00000017797,78.44296502384738
ENSG00000018189,96.74085850556439
ENSG00000018236,6.895866454689985
ENSG00000018280,41.61864069952305
ENSG00000018408,21.870031796502385
ENSG00000018510,77.7672893481717
ENSG00000018610,56.32949125596184
ENSG00000018625,37.67885532591415
ENSG00000018699,34.48926868044515
ENSG00000018869,23.926868044515103
ENSG00000019102,38.17070747217806
ENSG00000019144,62.64407790143084
ENSG00000019186,7.914348171701113
ENSG00000019485,52.007154213036564
ENSG00000019505,14.780405405405405
ENSG00000019549,5.156995230524642
ENSG00000019582,99.97515898251193
ENSG00000019991,5.698529411764706
ENSG00000019995,65.14805246422894
ENSG00000020129,54.262718600953896
ENSG00000020181,52.518879173290934
ENSG00000020256,72.01410969793322
ENSG00000020426,39.169316375198726
ENSG00000020577,61.98827503974563
ENSG00000020633,98.15679650238474
ENSG00000020922,75.43223370429253
ENSG00000021300,11.337440381558029
ENSG00000021355,97.97794117647058
ENSG00000021461,40.2027027027027
ENSG00000021488,52.588434022257545
ENSG00000021574,85.22953100158982
ENSG00000021645,18.65560413354531
ENSG00000021762,42.830882352941174
ENSG00000021776,76.24205087440382
ENSG00000021826,37.27643084260731
ENSG00000022267,37.37579491255962
ENSG00000022277,91.9266693163752
ENSG00000022355,12.932233704292528
ENSG00000022556,48.151828298887125
ENSG00000022567,51.6295707472178
ENSG00000022840,89.97913354531002
ENSG00000022976,68.16872019077903
ENSG00000023041,72.97794117647058
ENSG00000023171,48.539348171701114
ENSG00000023191,96.6464626391097
ENSG00000023228,85.72138314785374
ENSG00000023287,82.44733704292527
ENSG00000023318,91.57392686804452
ENSG00000023330,70.70747217806041
ENSG00000023445,99.52802066772655
ENSG00000023516,72.40659777424483
ENSG00000023572,52.46919713831478
ENSG00000023608,54.858903020667725
ENSG00000023697,56.60274244833068
ENSG00000023734,90.41633545310016
ENSG00000023839,57.203895071542135
ENSG00000023892,84.46442766295708
ENSG00000023902,95.52364864864865
ENSG00000023909,46.74582670906201
ENSG00000024048,88.55822734499205
ENSG00000024422,22.10850556438792
ENSG00000024526,14.695945945945946
ENSG00000024862,72.17806041335453
ENSG00000025039,39.830087440381554
ENSG00000025156,54.27265500794912
ENSG00000025293,78.9099761526232
ENSG00000025423,5.723370429252783
ENSG00000025434,92.9650238473768
ENSG00000025708,99.30445151033386
ENSG00000025770,72.4612480127186
ENSG00000025772,79.31240063593005
ENSG00000025796,80.60910174880763
ENSG00000025800,76.96244038155803
ENSG00000026025,99.66713036565977
ENSG00000026036,38.14089825119237
ENSG00000026103,85.3189586645469
ENSG00000026297,96.84519077901432
ENSG00000026508,99.20508744038156
ENSG00000026559,46.32352941176471
ENSG00000026652,51.35631955484896
ENSG00000026751,97.28736089030207
ENSG00000026950,66.16653418124007
ENSG00000027001,49.04113672496025
ENSG00000027075,61.4268680445151
ENSG00000027644,6.975357710651828
ENSG00000027697,99.16037360890301
ENSG00000027847,47.823926868044516
ENSG00000027869,25.601152623211448
ENSG00000028116,82.6162559618442
ENSG00000028137,98.78775834658188
ENSG00000028203,84.53398251192368
ENSG00000028277,75.57134340222575
ENSG00000028310,79.96820349761526
ENSG00000028528,84.10671701112878
ENSG00000028839,66.79252782193959
ENSG00000029153,74.31935612082671
ENSG00000029363,96.73092209856917
ENSG00000029364,72.03895071542131
ENSG00000029534,39.144475357710654
ENSG00000029639,50.12420508744037
ENSG00000029725,87.19693958664547
ENSG00000029993,83.10313990461049
ENSG00000030066,83.4310413354531
ENSG00000030110,72.58048489666137
ENSG00000030304,34.06200317965024
ENSG00000030419,62.68879173290938
ENSG00000030582,99.6720985691574
ENSG00000031003,74.69197138314784
ENSG00000031081,89.26868044515103
ENSG00000031691,32.889507154213035
ENSG00000031698,89.49721780604133
ENSG00000031823,76.67428457869634
ENSG00000032219,94.05306041335453
ENSG00000032389,58.580087440381554
ENSG00000032444,85.82571542130366
ENSG00000032742,57.13930842607313
ENSG00000033011,65.51073131955485
ENSG00000033030,73.38036565977742
ENSG00000033050,53.41315580286169
ENSG00000033100,57.273449920508746
ENSG00000033122,32.472178060413356
ENSG00000033170,79.04908585055644
ENSG00000033178,87.60433227344993
ENSG00000033327,80.0775039745628
ENSG00000033627,81.82631160572336
ENSG00000033800,97.90341812400636
ENSG00000033867,87.13235294117648
ENSG00000034053,33.162758346581874
ENSG00000034152,86.7150238473768
ENSG00000034239,57.894475357710654
ENSG00000034510,99.84101748807632
ENSG00000034533,62.12738473767886
ENSG00000034677,84.72277424483306
ENSG00000034693,54.809220985691574
ENSG00000034713,97.4314387917329
ENSG00000035115,55.28120031796503
ENSG00000035141,70.5733306836248
ENSG00000035403,63.722178060413356
ENSG00000035499,39.53199523052464
ENSG00000035664,60.666732909379974
ENSG00000035681,73.31577901430842
ENSG00000035687,58.72913354531002
ENSG00000035720,54.92845786963434
ENSG00000035862,86.68521462639109
ENSG00000035928,78.21939586645469
ENSG00000036054,80.26132750397457
ENSG00000036257,86.8491653418124
ENSG00000036448,21.681240063593005
ENSG00000036530,91.78259141494436
ENSG00000036549,78.63672496025437
ENSG00000036565,55.95190779014308
ENSG00000036672,13.116057233704293
ENSG00000036828,70.4739666136725
ENSG00000037042,58.89805246422893
ENSG00000037241,49.10572337042925
ENSG00000037280,51.83823529411765
ENSG00000037474,81.61764705882352
ENSG00000037637,84.51907790143083
ENSG00000037749,38.59300476947536
ENSG00000037757,59.961248012718606
ENSG00000037897,42.642090620031794
ENSG00000038002,54.3620826709062
ENSG00000038210,52.30027821939587
ENSG00000038219,92.91534181240063
ENSG00000038274,90.31697138314784
ENSG00000038295,37.66891891891892
ENSG00000038358,72.02901430842607
ENSG00000038382,84.92150238473768
ENSG00000038427,27.970985691573922
ENSG00000038532,86.7498012718601
ENSG00000038945,61.88891096979332
ENSG00000039068,76.35631955484897
ENSG00000039123,72.55067567567568
ENSG00000039139,16.499403815580287
ENSG00000039319,83.04352146263912
ENSG00000039523,83.77384737678855
ENSG00000039560,36.5560413354531
ENSG00000039600,32.700715421303656
ENSG00000039650,64.05504769475357
ENSG00000039987,24.398847376788556
ENSG00000040199,61.28279014308426
ENSG00000040275,29.66514308426073
ENSG00000040341,66.03239268680446
ENSG00000040487,47.74443561208267
ENSG00000040531,63.935810810810814
ENSG00000040608,48.037559618441975
ENSG00000040633,65.30703497615262
ENSG00000040731,1.8382352941176472
ENSG00000040933,87.03298887122418
ENSG00000041353,13.553259141494436
ENSG00000041357,94.37102543720191
ENSG00000041515,45.578298887122415
ENSG00000041802,64.23390302066773
ENSG00000041880,50.47694753577107
ENSG00000041982,41.74781399046105
ENSG00000041988,58.262122416534176
ENSG00000042062,73.20151033386327
ENSG00000042088,71.21919713831478
ENSG00000042286,39.8102146263911
ENSG00000042304,26.38116057233704
ENSG00000042317,48.668521462639106
ENSG00000042429,84.53895071542131
ENSG00000042445,43.18859300476948
ENSG00000042493,98.92189984101749
ENSG00000042753,95.55842607313195
ENSG00000042781,44.16236089030207
ENSG00000042813,5.57929252782194
ENSG00000042832,20.990659777424483
ENSG00000042980,98.70826709062003
ENSG00000043039,18.73012718600954
ENSG00000043093,85.05067567567568
ENSG00000043143,61.913751987281394
ENSG00000043462,93.01967408585055
ENSG00000043514,54.958267090620026
ENSG00000043591,34.87182034976153
ENSG00000044090,59.00238473767886
ENSG00000044115,96.08008744038156
ENSG00000044446,67.30922098569158
ENSG00000044459,85.04570747217805
ENSG00000044524,1.2569554848966613
ENSG00000044574,97.8487678855326
ENSG00000046604,69.3362480127186
ENSG00000046647,45.936009538950714
ENSG00000046651,92.49304451510334
ENSG00000046653,65.0387519872814
ENSG00000046889,24.413751987281398
ENSG00000047056,70.62301271860095
ENSG00000047188,85.17984896661368
ENSG00000047230,60.13016693163752
ENSG00000047249,77.16613672496025
ENSG00000047315,86.96343402225754
ENSG00000047346,55.94693958664547
ENSG00000047365,91.7627186009539
ENSG00000047410,96.25397456279809
ENSG00000047457,43.51152623211447
ENSG00000047578,62.2714626391097
ENSG00000047579,79.37201907790143
ENSG00000047597,12.728537360890302
ENSG00000047621,64.63632750397457
ENSG00000047634,64.62639109697933
ENSG00000047644,72.01907790143083
ENSG00000047648,32.2585453100159
ENSG00000047662,41.0174880763116
ENSG00000047849,95.46403020667726
ENSG00000047932,73.82253577106518
ENSG00000048028,62.52484101748807
ENSG00000048052,67.95011923688395
ENSG00000048140,45.69753577106518
ENSG00000048162,58.401232114467405
ENSG00000048342,56.58783783783784
ENSG00000048392,57.059817170111295
ENSG00000048405,85.82074721780603
ENSG00000048462,42.403616852146264
ENSG00000048471,94.56975357710652
ENSG00000048540,19.31637519872814
ENSG00000048544,75.20369634340223
ENSG00000048545,17.637122416534183
ENSG00000048649,91.74781399046104
ENSG00000048707,79.4614467408585
ENSG00000048740,97.55067567567568
ENSG00000048828,92.6122813990461
ENSG00000048991,77.2804054054054
ENSG00000049089,56.12579491255963
ENSG00000049167,56.53318759936406
ENSG00000049239,81.9356120826709
ENSG00000049245,85.07054848966614
ENSG00000049246,47.714626391096985
ENSG00000049247,31.657392686804453
ENSG00000049249,93.35254372019078
ENSG00000049283,35.9052066772655
ENSG00000049323,35.13513513513514
ENSG00000049449,82.44236883942766
ENSG00000049540,36.57591414944356
ENSG00000049541,61.382154213036564
ENSG00000049618,91.67825914149444
ENSG00000049656,66.72297297297297
ENSG00000049759,64.07492050874404
ENSG00000049769,46.47754372019078
ENSG00000049860,84.46939586645469
ENSG00000049883,83.41613672496025
ENSG00000050030,25.352742448330684
ENSG00000050130,90.17786168521462
ENSG00000050165,7.879570747217807
ENSG00000050327,43.65560413354531
ENSG00000050344,68.05941971383149
ENSG00000050393,64.61645468998411
ENSG00000050405,73.63871224165341
ENSG00000050426,82.13930842607313
ENSG00000050438,66.93163751987281
ENSG00000050555,37.96701112877584
ENSG00000050628,40.71939586645469
ENSG00000050730,47.07869634340223
ENSG00000050748,64.92448330683625
ENSG00000050767,45.82670906200318
ENSG00000050820,36.73986486486486
ENSG00000051009,70.85651828298887
ENSG00000051108,97.10850556438791
ENSG00000051128,30.93203497615262
ENSG00000051180,49.11069157392687
ENSG00000051341,37.69872813990461
ENSG00000051382,82.2883545310016
ENSG00000051523,95.35969793322735
ENSG00000051596,56.82134340222576
ENSG00000051620,48.01768680445151
ENSG00000051825,67.35393481717011
ENSG00000052126,81.29471383147853
ENSG00000052344,52.83684419713831
ENSG00000052723,74.72674880763115
ENSG00000052749,72.38672496025437
ENSG00000052795,85.45310015898251
ENSG00000052802,67.55763116057234
ENSG00000052841,89.80524642289348
ENSG00000052850,17.37877583465819
ENSG00000053108,46.76569952305246
ENSG00000053254,92.27941176470588
ENSG00000053328,7.700715421303657
ENSG00000053371,80.733306836248
ENSG00000053372,59.83704292527822
ENSG00000053438,11.874006359300477
ENSG00000053501,65.41633545310016
ENSG00000053524,68.07432432432432
ENSG00000053702,30.286168521462635
ENSG00000053747,61.690182829888705
ENSG00000053770,74.5777027027027
ENSG00000053900,73.96661367249602
ENSG00000053918,31.19534976152623
ENSG00000054116,81.98032591414945
ENSG00000054118,92.26450715421304
ENSG00000054148,86.1337440381558
ENSG00000054179,30.619038155802862
ENSG00000054219,98.57412559618442
ENSG00000054267,96.06021462639109
ENSG00000054277,67.82094594594594
ENSG00000054282,89.71581875993641
ENSG00000054356,33.475755166931634
ENSG00000054392,51.70409379968204
ENSG00000054523,69.87281399046104
ENSG00000054598,46.92468203497615
ENSG00000054611,92.99483306836248
ENSG00000054654,84.50914149443561
ENSG00000054690,20.573330683624803
ENSG00000054793,20.473966613672495
ENSG00000054796,36.88891096979332
ENSG00000054803,15.480922098569158
ENSG00000054938,15.172893481717011
ENSG00000054965,86.49642289348172
ENSG00000054967,93.61585850556439
ENSG00000054983,75.32293322734499
ENSG00000055044,94.65421303656598
ENSG00000055070,80.8277027027027
ENSG00000055118,48.012718600953896
ENSG00000055130,81.38414149443561
ENSG00000055147,60.348767885532595
ENSG00000055163,79.8191573926868
ENSG00000055208,86.61069157392687
ENSG00000055211,79.80425278219397
ENSG00000055332,80.47992845786963
ENSG00000055483,81.0214626391097
ENSG00000055609,97.67488076311605
ENSG00000055732,53.870230524642295
ENSG00000055813,24.006359300476948
ENSG00000055917,85.66176470588235
ENSG00000055950,77.737480127186
ENSG00000055955,63.811605723370434
ENSG00000055957,67.71661367249602
ENSG00000056050,41.06717011128776
ENSG00000056097,92.32412559618442
ENSG00000056277,39.33326709062003
ENSG00000056291,7.626192368839428
ENSG00000056487,22.28239268680445
ENSG00000056558,97.41653418124007
ENSG00000056586,90.78398251192368
ENSG00000056736,4.118640699523053
ENSG00000056972,65.23251192368839
ENSG00000056998,9.782392686804451
ENSG00000057019,57.044912559618446
ENSG00000057252,75.60115262321145
ENSG00000057294,43.50655802861685
ENSG00000057468,23.3406200317965
ENSG00000057593,37.72356915739269
ENSG00000057608,98.65361685214626
ENSG00000057657,62.06279809220986
ENSG00000057663,59.71780604133545
ENSG00000057704,92.11546104928458
ENSG00000057757,83.29689984101749
ENSG00000057935,67.1850158982512
ENSG00000058056,48.08227344992051
ENSG00000058063,82.04988076311605
ENSG00000058085,32.28835453100159
ENSG00000058091,43.00476947535771
ENSG00000058262,92.5427265500795
ENSG00000058272,96.92468203497614
ENSG00000058335,80.94693958664547
ENSG00000058404,56.13076311605724
ENSG00000058453,48.782790143084256
ENSG00000058600,56.09101748807631
ENSG00000058668,55.91713036565977
ENSG00000058673,90.02881558028616
ENSG00000058729,51.152623211446745
ENSG00000058799,71.45767090620032
ENSG00000058804,49.62738473767885
ENSG00000058866,50.82968998410175
ENSG00000059122,72.21780604133545
ENSG00000059145,52.51391096979332
ENSG00000059377,84.49423688394276
ENSG00000059378,89.85492845786963
ENSG00000059573,44.62440381558029
ENSG00000059588,86.21323529411765
ENSG00000059691,60.418322734499206
ENSG00000059728,83.01868044515103
ENSG00000059758,75.68064387917329
ENSG00000059769,41.911764705882355
ENSG00000059804,94.52007154213037
ENSG00000059915,52.87162162162162
ENSG00000060069,61.19336248012719
ENSG00000060138,84.81717011128775
ENSG00000060140,29.481319554848966
ENSG00000060237,92.20488871224165
ENSG00000060339,91.5689586645469
ENSG00000060491,71.83525437201908
ENSG00000060558,80.05266295707473
ENSG00000060566,7.144276629570748
ENSG00000060642,39.184220985691574
ENSG00000060656,24.96025437201908
ENSG00000060688,78.14487281399046
ENSG00000060709,11.282790143084261
ENSG00000060718,28.194554848966614
ENSG00000060749,72.89844992050874
ENSG00000060762,83.92786168521462
ENSG00000060971,93.18859300476947
ENSG00000060982,66.45965818759937
ENSG00000061273,72.55564387917329
ENSG00000061337,41.26589825119237
ENSG00000061455,38.7370826709062
ENSG00000061656,40.19773449920509
ENSG00000061676,68.4568759936407
ENSG00000061794,69.4008346581876
ENSG00000061918,72.83386327503975
ENSG00000061936,74.07094594594594
ENSG00000061938,69.18720190779014
ENSG00000061987,97.27245627980922
ENSG00000062038,36.29769475357711
ENSG00000062096,6.026430842607313
ENSG00000062194,95.04670111287759
ENSG00000062282,62.76828298887123
ENSG00000062370,22.580484896661368
ENSG00000062485,93.98847376788552
ENSG00000062524,28.885135135135137
ENSG00000062582,61.41693163751988
ENSG00000062598,78.83048489666137
ENSG00000062650,91.86705087440382
ENSG00000062716,96.89984101748807
ENSG00000062725,74.43362480127186
ENSG00000062822,72.77424483306835
ENSG00000063015,48.06240063593005
ENSG00000063046,96.61665341812402
ENSG00000063127,26.669316375198726
ENSG00000063169,58.61486486486487
ENSG00000063176,61.82929252782194
ENSG00000063177,98.71323529411765
ENSG00000063180,29.208068362480127
ENSG00000063241,71.57690779014308
ENSG00000063244,37.78815580286168
ENSG00000063245,75.83962639109699
ENSG00000063322,79.72972972972973
ENSG00000063438,13.006756756756758
ENSG00000063587,42.150238473767885
ENSG00000063601,74.63732114467409
ENSG00000063660,29.07889507154213
