gen_name,fibroblast,mouse embryonic stem cell
ENSMUSG00000000827,90.11099056997412,93.7995493615956
ENSMUSG00000000838,77.02995910873737,79.54185095552032
ENSMUSG00000000861,32.437619961612285,47.71759993323875
ENSMUSG00000000869,28.907619127096723,0.0
ENSMUSG00000000876,74.4721689059501,67.77935408495368
ENSMUSG00000000881,54.418759909872314,57.30201118250855
ENSMUSG00000000884,60.18943503296337,67.95877493115246
ENSMUSG00000000901,81.20670950513227,77.15930902111324
ENSMUSG00000000902,90.27789368271718,93.71192522740549
ENSMUSG00000000903,0.0,41.31269298172411
ENSMUSG00000000915,54.894433781190024,55.28248351831762
ENSMUSG00000000916,79.10790286238839,83.35975965951765
ENSMUSG00000000934,60.02670449803888,61.42869064508053
ENSMUSG00000000938,76.33313861303513,41.37110907118418
ENSMUSG00000000942,44.054076608528746,6.4716681966118665
ENSMUSG00000000948,53.41316865559542,63.99899858132354
ENSMUSG00000000957,96.65359258950178,70.36635233247101
ENSMUSG00000000958,63.86130351331052,72.75306684469666
ENSMUSG00000000959,74.97705082199782,84.05240757740133
ENSMUSG00000000976,71.814236835517,79.98831678210799
ENSMUSG00000001014,41.2793123591755,44.229324876908954
ENSMUSG00000001016,91.82174747559043,95.50613368939331
ENSMUSG00000001017,86.44746724526412,94.47133439038639
ENSMUSG00000001018,90.31544688308438,87.65751481265126
ENSMUSG00000001020,99.86230493198698,29.729616957356253
ENSMUSG00000001021,64.62905783192856,15.797379621129934
ENSMUSG00000001023,73.46240507385463,0.0
ENSMUSG00000001025,99.57439706250521,64.76258032212301
ENSMUSG00000001027,6.275557039138779,8.73320537428023
ENSMUSG00000001029,0.0,38.86756238003839
ENSMUSG00000001034,68.03805390970543,73.75448552115496
ENSMUSG00000001036,65.58040557456395,86.57264457982141
ENSMUSG00000001039,81.3777851956939,78.98689810564967
ENSMUSG00000001052,79.97997162647084,69.93657681715763
ENSMUSG00000001053,40.40307101727447,80.1427021613953
ENSMUSG00000001054,78.93682717182675,84.44880247016607
ENSMUSG00000001056,92.44763414837686,98.20579153801219
ENSMUSG00000001062,56.68864224317783,53.70942168071434
ENSMUSG00000001065,58.01552198948511,53.42151381123258
ENSMUSG00000001076,0.0,31.135775682216472
ENSMUSG00000001082,78.05641325210715,83.14695819077026
ENSMUSG00000001089,85.13727781023115,81.38613035133105
ENSMUSG00000001095,0.0,44.73420679295669
ENSMUSG00000001098,95.19319035300008,71.60560794458817
ENSMUSG00000001100,92.7230242844029,95.14311941917717
ENSMUSG00000001105,87.72844863556706,79.79637820245348
ENSMUSG00000001119,97.47141784194275,37.84945339230576
ENSMUSG00000001120,61.153300509054496,55.02378369356589
ENSMUSG00000001123,93.90386380706,39.72294083284653
ENSMUSG00000001127,88.73403988984394,86.9648668947676
ENSMUSG00000001128,52.19060335475256,72.10631728281733
ENSMUSG00000001131,99.54936159559375,78.49453392305766
ENSMUSG00000001134,73.55837436368188,76.72118835016273
ENSMUSG00000001138,51.714929483434865,67.21605607944589
ENSMUSG00000001143,71.35525327547359,70.15355086372361
ENSMUSG00000001150,75.56121171659852,90.26120337144287
ENSMUSG00000001151,65.75565384294417,90.3112743052658
ENSMUSG00000001155,29.637820245347573,0.0
ENSMUSG00000001156,63.43570057581574,64.84603187849454
ENSMUSG00000001157,76.98406075273304,78.44863556705333
ENSMUSG00000001158,90.24451306016857,92.564466327297
ENSMUSG00000001166,42.36001001418677,22.648752399232247
ENSMUSG00000001173,69.96578486188767,76.2329967453893
ENSMUSG00000001175,99.70791955269965,99.44087457231078
ENSMUSG00000001211,80.27205207377118,68.41358591337729
ENSMUSG00000001225,53.20036718684803,35.72561128265042
ENSMUSG00000001227,28.711507969623636,33.18451139113744
ENSMUSG00000001228,76.87557372945005,98.58132354168406
ENSMUSG00000001229,74.6474171743303,65.15480263706918
ENSMUSG00000001240,52.403404823499955,54.22682133021781
ENSMUSG00000001247,31.68238337644997,73.3789535174831
ENSMUSG00000001248,69.26479178836685,72.99924893599265
ENSMUSG00000001249,35.283318033881336,45.76066093632647
ENSMUSG00000001260,29.571059000250354,27.851956938996913
ENSMUSG00000001270,82.0287073353918,95.67303680213635
ENSMUSG00000001280,84.80764416256363,92.07627472252358
ENSMUSG00000001281,49.14879412501043,60.877910373028456
ENSMUSG00000001285,81.57389635316699,80.32212300759409
ENSMUSG00000001288,82.91746641074856,67.69590252858215
ENSMUSG00000001289,91.85930067595761,90.52824835183176
ENSMUSG00000001300,83.66018526245514,45.59793040140199
ENSMUSG00000001305,78.96186263873821,89.61862638738212
ENSMUSG00000001313,58.224150880413916,65.36343152799799
ENSMUSG00000001323,74.10080948009681,56.85554535592089
ENSMUSG00000001333,48.77326212133856,48.118167403822085
ENSMUSG00000001334,93.98314278561296,84.52808144871902
ENSMUSG00000001348,39.731285988483684,67.84194275223233
ENSMUSG00000001349,98.2224818492865,35.012100475673876
ENSMUSG00000001366,71.20504047400485,70.44563131102394
ENSMUSG00000001376,74.81014770925478,77.28448635567054
ENSMUSG00000001380,91.16665275807394,93.72027038304265
ENSMUSG00000001383,98.62722189768839,96.81215054660768
ENSMUSG00000001403,87.09004422932487,93.60761078194109
ENSMUSG00000001415,71.07569056162897,84.59901527163481
ENSMUSG00000001416,98.76908954351998,99.6828840857882
ENSMUSG00000001418,97.43803721939415,93.91638154051573
ENSMUSG00000001419,73.09104564800134,71.63898856713678
ENSMUSG00000001420,33.04681632312443,61.658182425102225
ENSMUSG00000001424,89.27230242844028,86.27639155470249
ENSMUSG00000001435,66.7904531419511,92.71885170658433
ENSMUSG00000001436,77.18017191020613,67.17433030126013
ENSMUSG00000001440,97.68839188850872,98.2558624718351
ENSMUSG00000001441,99.29900692647918,97.5173161979471
ENSMUSG00000001444,0.0,36.23883835433531
ENSMUSG00000001445,87.62413419010264,87.77017441375283
ENSMUSG00000001467,89.53934740882917,86.9106233831261
ENSMUSG00000001472,92.67295335057999,91.225068847534
ENSMUSG00000001473,99.01527163481599,92.91496286405742
ENSMUSG00000001482,69.44838521238421,75.36092798130684
ENSMUSG00000001496,41.55052991738296,14.508053075189853
ENSMUSG00000001497,58.441124926979896,38.95518651422849
ENSMUSG00000001504,57.531502962530254,49.65367604105816
ENSMUSG00000001506,99.88316782107987,50.659267295335056
ENSMUSG00000001507,72.21897688391888,59.1087373779521
ENSMUSG00000001508,41.90102645414337,18.526245514478845
ENSMUSG00000001510,51.68572143870483,33.73946424100809
ENSMUSG00000001517,66.43161144955353,70.4706667779354
ENSMUSG00000001518,67.24526412417592,79.2622882416757
ENSMUSG00000001520,52.536927313694406,59.15046315613787
ENSMUSG00000001521,95.36009346574313,95.94008178252524
ENSMUSG00000001524,73.6418259200534,75.33171993657682
ENSMUSG00000001525,99.83726946507552,99.95410164399566
ENSMUSG00000001542,91.7382959192189,88.01218392723025
ENSMUSG00000001552,74.69331553033463,80.36384878577985
ENSMUSG00000001555,97.58407744304432,51.51881832596178
ENSMUSG00000001558,48.810815321705746,53.61762496870567
ENSMUSG00000001566,0.0,31.42368355169824
ENSMUSG00000001569,75.28164900275391,85.50446465826587
ENSMUSG00000001576,96.9873988149879,85.9050321288492
ENSMUSG00000001583,38.57130935491947,50.99307352082116
ENSMUSG00000001588,16.569306517566552,57.22690478177418
ENSMUSG00000001604,56.07944588166569,88.4252691312693
ENSMUSG00000001622,24.82683802052908,29.833931402820664
ENSMUSG00000001627,80.94800968038054,80.08428607193524
ENSMUSG00000001630,88.80914629057833,91.41700742718851
ENSMUSG00000001632,96.50337978803304,85.78819994992907
ENSMUSG00000001642,84.61570558290911,94.08328465325879
ENSMUSG00000001655,87.3320537428023,64.22014520570809
ENSMUSG00000001656,55.88750730201119,0.0
ENSMUSG00000001657,54.564800133522496,54.627388800801135
ENSMUSG00000001661,49.845614620712674,33.45155637152633
ENSMUSG00000001663,64.06993240423934,47.80105148961028
ENSMUSG00000001665,82.83818743219561,68.534590670116
ENSMUSG00000001666,81.8701493782859,87.16932320787782
ENSMUSG00000001672,14.524743386464156,41.25844947008262
ENSMUSG00000001674,82.42927480597513,89.48927647500626
ENSMUSG00000001687,88.35850788617208,88.81331886839689
ENSMUSG00000001700,73.20787782692148,50.84286071935241
ENSMUSG00000001707,90.89543519986648,92.61453726111992
ENSMUSG00000001729,90.1860969707085,61.52465993490779
ENSMUSG00000001739,52.340816156221315,30.217808562129683
ENSMUSG00000001741,43.72444296086122,33.5975965951765
ENSMUSG00000001750,78.4694984561462,64.4120837853626
ENSMUSG00000001751,69.85312526078611,37.92873237085871
ENSMUSG00000001755,67.38295919218893,78.26086956521739
ENSMUSG00000001761,81.79087039973295,60.3938913460736
ENSMUSG00000001763,44.79262288241676,56.49253108570475
ENSMUSG00000001767,80.15521989485104,82.33330551614787
ENSMUSG00000001768,69.60694316949011,56.792956688642235
ENSMUSG00000001774,87.47809396645248,87.63665192355838
ENSMUSG00000001783,94.02069598598014,96.79546023533338
ENSMUSG00000001785,82.59617791871818,89.23892180589168
ENSMUSG00000001786,68.82667111741634,76.87140115163147
ENSMUSG00000001794,97.0207794375365,96.16957356254694
ENSMUSG00000001802,53.922223149461736,35.84661603938913
ENSMUSG00000001819,13.13944755069682,34.219310690144376
ENSMUSG00000001827,37.30701827589085,89.08453642660436
ENSMUSG00000001829,78.41108236668613,88.79662855712259
ENSMUSG00000001833,98.02219811399483,94.96787115079697
ENSMUSG00000001844,78.31511307685889,74.45130601685722
ENSMUSG00000001847,98.33931402820663,93.11941917716766
ENSMUSG00000001855,73.63765334223483,86.45581240090128
ENSMUSG00000001864,62.34665776516732,38.951013936409915
ENSMUSG00000001870,92.18476174580655,62.363348076441625
ENSMUSG00000001891,95.91087373779521,79.27480597513143
ENSMUSG00000001901,0.0,32.09129600267045
ENSMUSG00000001909,82.60035049653676,94.82183092714679
ENSMUSG00000001910,66.08111491279313,75.59041976132855
ENSMUSG00000001911,94.68413585913378,37.006592672953346
ENSMUSG00000001918,87.49478427772678,92.23900525744804
ENSMUSG00000001924,96.90394725861637,97.11257614954519
ENSMUSG00000001930,42.51022281565551,61.336893933071856
ENSMUSG00000001942,64.1116581824251,63.22289910706834
ENSMUSG00000001943,43.28632228991071,29.278978552950015
ENSMUSG00000001946,29.662855712259034,24.906116999082034
ENSMUSG00000001948,40.340482349995824,42.301593924726696
ENSMUSG00000001962,80.11349411666528,88.93432362513562
ENSMUSG00000001964,92.83151130768589,89.88149878995243
ENSMUSG00000001983,59.65951765000417,55.77067512309104
ENSMUSG00000001985,29.512642910790287,56.61353584244346
ENSMUSG00000001986,78.74906116999082,31.93273804556455
ENSMUSG00000001988,17.270299591087372,25.369273136944003
ENSMUSG00000001995,64.79178836685304,66.85304180922974
ENSMUSG00000001998,70.99641158307602,58.49536843862138
ENSMUSG00000001999,79.19969957439706,64.47884503045982
ENSMUSG00000002006,50.1585579571059,66.0143536676959
ENSMUSG00000002007,10.790286238838355,26.625219060335475
ENSMUSG00000002010,94.21263456563464,96.44913627639156
ENSMUSG00000002012,50.400567470583326,56.00851205874989
ENSMUSG00000002014,96.8622214804306,89.77301176666946
ENSMUSG00000002015,97.68421931069014,96.00684302762247
ENSMUSG00000002017,83.72277392973379,80.43895518651422
ENSMUSG00000002020,98.29341567220229,34.42793958107318
ENSMUSG00000002028,76.03271301009764,80.03421513811233
ENSMUSG00000002031,86.6268880914629,94.61320203621798
ENSMUSG00000002032,32.254026537594925,48.648084786781276
ENSMUSG00000002033,9.204706667779353,47.150129349912376
ENSMUSG00000002043,89.25143953934742,79.42501877660018
ENSMUSG00000002052,86.8396895602103,95.25577902027874
ENSMUSG00000002055,69.50262872402571,87.7201034799299
ENSMUSG00000002057,45.71476258032212,14.24100809480097
ENSMUSG00000002058,71.8476174580656,67.47475590419761
ENSMUSG00000002059,96.15288325127264,70.18275890845365
ENSMUSG00000002064,93.58257531502963,80.79779687891178
ENSMUSG00000002068,94.48802470166069,97.72177251105734
ENSMUSG00000002076,44.609029458399405,92.05958441124928
ENSMUSG00000002083,52.03204539764666,53.32554452140532
ENSMUSG00000002100,0.0,46.75373445714763
ENSMUSG00000002102,94.75506968204958,96.84135859133774
ENSMUSG00000002103,83.09688725694734,69.26479178836685
ENSMUSG00000002104,39.61445380956355,56.63857130935492
ENSMUSG00000002105,91.01643995660518,59.3382291579738
ENSMUSG00000002107,80.58916798798298,68.96436618542936
ENSMUSG00000002108,45.43937244429608,23.24125844947008
ENSMUSG00000002109,50.813652674622375,66.73203705249104
ENSMUSG00000002111,33.00926312275724,47.63414837686723
ENSMUSG00000002129,83.33472419260619,90.98723191187516
ENSMUSG00000002147,90.57831928565467,80.87290327964617
ENSMUSG00000002190,33.11357756822165,50.11265960110156
ENSMUSG00000002204,21.05900025035467,50.83034298589668
ENSMUSG00000002205,68.41775849119585,75.67804389551866
ENSMUSG00000002210,66.41492113827923,79.12876575148127
ENSMUSG00000002221,72.63623466577651,86.43494951180838
ENSMUSG00000002222,65.73896353166987,76.46666110322957
ENSMUSG00000002227,61.15747308687307,84.37369606943169
ENSMUSG00000002228,41.15413502461821,67.9546023533339
ENSMUSG00000002233,93.81206709505132,64.85020445631311
ENSMUSG00000002249,72.31494617374614,50.37970458149045
ENSMUSG00000002250,58.666444129183006,55.007093382291586
ENSMUSG00000002257,67.49144621547191,61.324376199616125
ENSMUSG00000002265,44.045731452891594,87.1734957856964
ENSMUSG00000002266,26.216306434114994,38.17074188433614
ENSMUSG00000002274,67.68338479512643,65.22990903780355
ENSMUSG00000002279,82.07877826921472,67.6708670616707
ENSMUSG00000002280,73.49578569640323,79.45839939914879
ENSMUSG00000002289,73.54168405240758,70.22448468663941
ENSMUSG00000002297,70.58749895685554,91.25010431444547
ENSMUSG00000002307,74.08829174664108,89.45589585245764
ENSMUSG00000002308,78.5070516565134,82.83818743219561
ENSMUSG00000002319,92.04706667779354,87.2819828089794
ENSMUSG00000002320,88.53375615455228,77.89368271718267
ENSMUSG00000002324,7.7317866978219145,61.74997913711091
ENSMUSG00000002325,61.51214220145206,66.84469665359259
ENSMUSG00000002326,79.75465242426772,78.33597596595176
ENSMUSG00000002329,74.96870566636068,82.23316364850206
ENSMUSG00000002332,89.23057665025452,80.05925060502378
ENSMUSG00000002341,60.65676374864392,53.638487857798545
ENSMUSG00000002342,84.18593006759576,74.75590419761329
ENSMUSG00000002343,65.32170574981222,60.506550947175164
ENSMUSG00000002345,87.4906116999082,71.40949678711507
ENSMUSG00000002346,55.63298005507803,53.7887006592673
ENSMUSG00000002365,90.77443044312776,74.36785446048569
ENSMUSG00000002372,83.10105983476592,89.28064758407744
ENSMUSG00000002379,95.89001084870232,95.99432529416674
ENSMUSG00000002384,28.94099974964533,38.89677042476842
ENSMUSG00000002393,90.19861470416424,61.2409246432446
ENSMUSG00000002395,85.07468914295252,93.26545940081783
ENSMUSG00000002396,63.832095468580484,59.296503379788035
ENSMUSG00000002409,56.41742468497037,32.792289076191274
ENSMUSG00000002413,75.64883585078861,75.73228740716014
ENSMUSG00000002416,95.2599515980973,92.31411165818243
ENSMUSG00000002428,61.929399983309686,69.38579654510558
ENSMUSG00000002455,84.88692314111658,92.83985646332304
ENSMUSG00000002458,90.0275390136026,77.10923808729034
ENSMUSG00000002459,48.26003504965367,37.987148460318785
ENSMUSG00000002475,44.46716181256781,30.69765501126596
ENSMUSG00000002477,93.52833180338813,96.18626387382125
ENSMUSG00000002486,57.55653842944171,67.3913043478261
ENSMUSG00000002489,63.84044062421764,60.78611366101978
ENSMUSG00000002496,79.60861220061754,80.74772594508887
ENSMUSG00000002500,22.807310356338146,51.585579571059
ENSMUSG00000002504,75.09388300091797,76.27472252357506
ENSMUSG00000002524,92.94417090878746,95.15146457481431
ENSMUSG00000002546,80.74772594508887,73.783693565885
ENSMUSG00000002550,77.7851956938997,75.2107151798381
ENSMUSG00000002565,37.05666360677627,41.575565384294414
ENSMUSG00000002578,35.90085955103063,38.959359092047066
ENSMUSG00000002580,92.24317783526664,88.58799966619377
ENSMUSG00000002602,98.78995243261286,31.891012267378787
ENSMUSG00000002603,70.73353918050572,51.51464574814321
ENSMUSG00000002608,67.56238003838772,66.51506300592506
ENSMUSG00000002617,49.273971459567726,56.913961445380956
ENSMUSG00000002625,71.57222732203957,79.3499123758658
ENSMUSG00000002633,6.6010181089877324,8.090628390219477
ENSMUSG00000002635,77.4680797796879,89.13043478260869
ENSMUSG00000002658,81.1858466160394,90.67011599766336
ENSMUSG00000002660,89.95243261286822,94.98456146207127
ENSMUSG00000002661,69.28148209964115,80.77276141200034
ENSMUSG00000002664,14.73754485521155,33.777017441375286
ENSMUSG00000002668,34.15672202286573,55.52449303179504
ENSMUSG00000002679,81.44037386297255,81.27347075022949
ENSMUSG00000002688,67.42885754819328,55.8124009012768
ENSMUSG00000002699,36.26387382124677,26.76291412834849
ENSMUSG00000002718,87.3487440540766,91.31269298172411
ENSMUSG00000002728,95.20153550863724,93.66602687140116
ENSMUSG00000002731,74.15505299173829,61.55386797963782
ENSMUSG00000002732,87.1568054744221,41.688224985395976
ENSMUSG00000002733,84.74088291746641,95.19736293081866
ENSMUSG00000002741,86.20963030960527,74.83935575398482
ENSMUSG00000002748,84.44462989234749,93.6034382041225
ENSMUSG00000002763,62.09213051823417,60.0600851205875
ENSMUSG00000002767,83.53083535007929,91.35859133772844
ENSMUSG00000002768,92.97337895351748,89.53934740882917
ENSMUSG00000002769,5.75398481181674,49.515980973045146
ENSMUSG00000002771,42.906617708420264,30.322123007594094
ENSMUSG00000002778,90.4531419510974,74.40958023867145
ENSMUSG00000002781,69.0102645414337,74.61820912960026
ENSMUSG00000002791,18.501210047567387,26.220479011933573
ENSMUSG00000002797,67.23691896853876,72.17307852791454
ENSMUSG00000002799,40.06091963615121,48.76074438788283
ENSMUSG00000002803,62.59283985646332,63.43570057581574
ENSMUSG00000002804,67.52065426020195,75.89084536426604
ENSMUSG00000002808,86.28056413252108,53.21288492030376
ENSMUSG00000002812,88.08729032796462,84.1608946006843
ENSMUSG00000002814,51.51464574814321,63.06016857214387
ENSMUSG00000002820,63.3898022198114,81.65317533171994
ENSMUSG00000002825,76.10364683301344,90.67428857548194
ENSMUSG00000002831,28.611366101977804,0.0
ENSMUSG00000002833,77.37628306767921,91.33772844863557
ENSMUSG00000002835,70.40807811065677,90.21530501543855
ENSMUSG00000002844,87.67837770174414,97.12509388300091
ENSMUSG00000002845,79.92572811482934,95.87332053742801
ENSMUSG00000002846,90.486522573646,83.00926312275723
ENSMUSG00000002847,67.3913043478261,81.25260786113661
ENSMUSG00000002870,82.66711174163397,98.24334473837936
ENSMUSG00000002871,75.11474589001085,65.6972377534841
ENSMUSG00000002881,74.03822081281815,51.9903196194609
ENSMUSG00000002885,82.7881164983727,75.72394225152298
ENSMUSG00000002897,67.2494367019945,49.169657014103315
ENSMUSG00000002900,91.5421847617458,86.68947675874155
ENSMUSG00000002908,51.9903196194609,57.02662104648252
ENSMUSG00000002910,53.24626554285238,57.93207043311358
ENSMUSG00000002930,6.826337311190854,12.551114078277559
ENSMUSG00000002944,48.31427856129517,4.827672536092798
ENSMUSG00000002948,73.31636485020445,81.90353000083451
ENSMUSG00000002949,86.55178169072853,94.51723274639072
ENSMUSG00000002957,94.66744554785946,95.8065592923308
ENSMUSG00000002963,71.12993407327046,75.67387131770008
ENSMUSG00000002968,80.72686305599599,86.7687557372945
ENSMUSG00000002980,48.06392389218059,82.42092965033798
ENSMUSG00000002981,93.6243010932154,90.43645163982308
ENSMUSG00000002983,63.18117332888258,80.76441625636318
ENSMUSG00000002984,91.43369773846283,96.34482183092715
ENSMUSG00000002985,73.9422515229909,99.86230493198698
ENSMUSG00000002992,0.0,43.63264624885254
ENSMUSG00000002996,90.43645163982308,91.23758658098974
ENSMUSG00000002997,77.5181507135108,39.59776349828925
ENSMUSG00000003031,79.98831678210799,76.65859968288409
ENSMUSG00000003032,87.44471334390387,97.10005841608947
ENSMUSG00000003033,88.27505632980055,84.33197029124592
ENSMUSG00000003037,93.411499624468,94.02486856379872
ENSMUSG00000003038,97.3921388633898,98.40190269548526
ENSMUSG00000003039,91.95944254360344,93.70358007176833
ENSMUSG00000003051,0.0,91.46290578319287
ENSMUSG00000003053,0.0,6.54677459734624
ENSMUSG00000003062,90.77025786530919,91.23341400317115
ENSMUSG00000003068,87.53651005591254,87.0149378285905
ENSMUSG00000003070,46.57848618876742,50.09596928982726
ENSMUSG00000003072,94.86355670533256,95.58541266794626
